iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2,E_bias,sd_bias
36,5.33744,0.0264338,21.9053,0.107056,6.85838,0.321683,25.0893,0.198941,-0.749269,0.662139
37,5.33782,0.0264596,21.9148,0.106587,6.85416,0.321303,25.1044,0.19859,-0.749795,0.661109
38,5.33827,0.0264861,21.9263,0.106249,6.85503,0.320508,25.12,0.197865,-0.751903,0.660737
39,5.33901,0.0264691,21.9295,0.105886,6.86111,0.321245,25.0873,0.197463,-0.751536,0.663665
40,5.33934,0.0264297,21.922,0.106117,6.86985,0.321542,25.0555,0.197768,-0.750773,0.661854
41,5.33969,0.026406,21.9096,0.106182,6.88176,0.321946,25.0165,0.197892,-0.749095,0.662294
42,5.34014,0.0263664,21.9031,0.106239,6.88701,0.322714,24.9972,0.198373,-0.745717,0.665017
43,5.34017,0.026233,21.8953,0.106354,6.89502,0.323493,25.0174,0.199379,-0.741376,0.667582
44,5.33971,0.0262911,21.8801,0.106583,6.91682,0.323852,24.9979,0.199193,-0.745295,0.670266
45,5.33939,0.0263493,21.8686,0.106645,6.93189,0.324669,24.9982,0.199129,-0.74328,0.673197
46,5.3396,0.0263967,21.8625,0.1067,6.94204,0.325175,25.0234,0.200268,-0.741512,0.672739
47,5.3398,0.0265474,21.8567,0.106655,6.9572,0.325398,25.0287,0.200142,-0.739713,0.672315
48,5.34007,0.0265636,21.852,0.106512,6.96887,0.325392,25.0322,0.200132,-0.739395,0.672456
49,5.34034,0.0264905,21.8425,0.106539,6.97972,0.325615,25.0094,0.199408,-0.73881,0.672031
50,5.34031,0.0264656,21.8382,0.106443,6.98836,0.325499,25.0026,0.198787,-0.739771,0.670842
51,5.34026,0.0265878,21.842,0.106198,6.99684,0.325415,25.0006,0.198093,-0.740794,0.671197
52,5.34006,0.0266084,21.8507,0.106233,6.99971,0.326022,25.0124,0.197524,-0.742024,0.671532
53,5.34009,0.0265908,21.858,0.106352,6.99791,0.326492,25.0239,0.197065,-0.739666,0.671258
54,5.33993,0.0266893,21.866,0.106255,6.99703,0.326942,25.0298,0.196704,-0.739197,0.669817
55,5.33981,0.0266996,21.8688,0.106373,6.99521,0.327358,25.0574,0.196677,-0.738126,0.670377
56,5.34025,0.0266172,21.8712,0.106513,6.99612,0.32806,25.0762,0.196736,-0.736666,0.670411
57,5.34045,0.0265576,21.8704,0.106758,6.99694,0.327451,25.0847,0.196745,-0.731663,0.673167
58,5.34055,0.0265692,21.8732,0.106905,6.99176,0.327799,25.0937,0.196903,-0.727637,0.676892
59,5.34088,0.0265168,21.872,0.107058,6.99688,0.328235,25.0939,0.196891,-0.726209,0.677562
60,5.34087,0.0265637,21.8692,0.107516,6.99592,0.329395,25.0853,0.19755,-0.723312,0.679032
61,5.34119,0.026566,21.869,0.107603,6.99815,0.330246,25.0899,0.197923,-0.722031,0.678211
62,5.34125,0.0266071,21.8643,0.107818,7.00336,0.33046,25.0693,0.197647,-0.720168,0.679112
63,5.34103,0.0265217,21.8546,0.108,7.00569,0.330719,25.0509,0.197744,-0.720198,0.679967
64,5.34095,0.0265178,21.8485,0.108245,7.01184,0.331144,25.0509,0.198052,-0.718134,0.680084
65,5.34052,0.0264714,21.842,0.10832,7.01982,0.331334,25.0354,0.198082,-0.719926,0.680722
66,5.34083,0.0264644,21.839,0.108572,7.02527,0.331602,25.0261,0.198222,-0.719671,0.681368
67,5.34095,0.0264433,21.8346,0.108658,7.02654,0.332056,25.0142,0.198373,-0.719397,0.68182
68,5.34068,0.0264602,21.8339,0.108858,7.02419,0.33253,25.0052,0.198217,-0.719177,0.682204
69,5.34132,0.0265144,21.8337,0.108857,7.02557,0.332533,24.998,0.197763,-0.718374,0.683205
70,5.34148,0.0265353,21.8363,0.10886,7.02974,0.332848,24.99,0.197382,-0.716174,0.684702
71,5.3418,0.0265559,21.8299,0.109133,7.03819,0.333301,24.9819,0.197184,-0.716088,0.685751
72,5.34157,0.0265484,21.826,0.109165,7.03796,0.333955,24.966,0.197049,-0.715281,0.687026
73,5.34167,0.0265271,21.8244,0.109138,7.03898,0.334188,24.9588,0.197239,-0.713674,0.686315
74,5.34173,0.0265046,21.82,0.109093,7.04195,0.334486,24.9478,0.196894,-0.713373,0.686253
75,5.34175,0.026517,21.8174,0.109099,7.044,0.334338,24.956,0.196945,-0.711811,0.685998
76,5.34205,0.0265138,21.8195,0.109166,7.03905,0.334061,24.9619,0.196962,-0.711361,0.685119
77,5.34197,0.0264792,21.8206,0.109199,7.04043,0.33343,24.9687,0.197041,-0.712411,0.683926
78,5.34225,0.0265255,21.821,0.109323,7.04394,0.333382,24.9777,0.197164,-0.713401,0.682476
79,5.34196,0.0265102,21.8252,0.109277,7.04219,0.333139,24.9822,0.196909,-0.714009,0.68127
80,5.34129,0.0265672,21.8301,0.109172,7.03615,0.332843,24.9944,0.197251,-0.715191,0.680869
81,5.34124,0.0265622,21.8368,0.109046,7.0308,0.332449,24.9986,0.197287,-0.717881,0.680626
82,5.34114,0.0265537,21.8424,0.108999,7.02303,0.332165,25.0054,0.197376,-0.718194,0.680462
83,5.34113,0.0265345,21.8458,0.109002,7.01596,0.33187,25.011,0.197218,-0.719177,0.679623
84,5.34117,0.0265726,21.8453,0.109083,7.01527,0.332112,25.0115,0.197671,-0.719881,0.679213
85,5.34117,0.0266196,21.8462,0.109255,7.0131,0.33207,25.0196,0.197974,-0.72055,0.677649
86,5.34133,0.0266767,21.8428,0.109346,7.01179,0.332182,25.022,0.198216,-0.721002,0.677218
87,5.3413,0.0266745,21.8409,0.109326,7.01253,0.332784,25.0296,0.19846,-0.720598,0.67885
88,5.34109,0.0266986,21.8401,0.109524,7.01081,0.333845,25.0316,0.198354,-0.720967,0.679739
89,5.34084,0.0267265,21.8428,0.109537,7.00356,0.334339,25.0405,0.198437,-0.721965,0.681487
90,5.3406,0.0267415,21.8463,0.109471,6.99823,0.334293,25.0547,0.19882,-0.721796,0.682165
91,5.34016,0.0267635,21.8473,0.109493,6.9963,0.334627,25.0496,0.198813,-0.722543,0.682104
92,5.34009,0.0267707,21.8451,0.109461,6.99674,0.334851,25.0432,0.198851,-0.72218,0.682314
93,5.33995,0.0267938,21.8417,0.109469,7.00027,0.335032,25.0377,0.19868,-0.721886,0.68477
94,5.34024,0.0268098,21.8379,0.109334,7.00382,0.334877,25.0335,0.198538,-0.72133,0.685992
95,5.34035,0.0267922,21.8343,0.109396,7.00871,0.334857,25.0249,0.198403,-0.721564,0.686704
96,5.34038,0.026722,21.8348,0.109328,7.00974,0.334485,25.0186,0.198142,-0.722523,0.687176
97,5.34056,0.0266983,21.8376,0.109283,7.01119,0.334255,25.0126,0.198097,-0.723088,0.687256
98,5.34054,0.0266905,21.8384,0.109202,7.01177,0.333997,25.0012,0.198135,-0.723032,0.687109
99,5.34038,0.0267025,21.838,0.109156,7.00897,0.333913,25.0105,0.198473,-0.723995,0.686525
100,5.34012,0.0267065,21.8429,0.109062,7.00344,0.334227,24.9972,0.1983,-0.72457,0.686336
101,5.33985,0.02672,21.8466,0.10894,6.9985,0.334087,25.0048,0.198329,-0.725444,0.686079
