Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,split
4.80448,0.25,18.9853,0.25,2.67475,0.25,All
4.84148,0.257143,19.2766,0.257143,2.74047,0.257143,All
4.86017,0.264286,19.292,0.264286,2.76692,0.264286,All
4.90429,0.271429,19.3907,0.271429,2.83441,0.271429,All
4.91245,0.278571,19.6183,0.278571,2.90743,0.278571,All
4.91449,0.285714,19.832,0.285714,3.03664,0.285714,All
4.92354,0.292857,19.9418,0.292857,3.1133,0.292857,All
4.93354,0.3,19.9912,0.3,3.19009,0.3,All
4.93425,0.307143,20.067,0.307143,3.21915,0.307143,All
4.97825,0.314286,20.103,0.314286,3.24395,0.314286,All
5.0016,0.321429,20.1852,0.321429,3.30717,0.321429,All
5.004,0.328571,20.256,0.328571,3.43504,0.328571,All
5.00632,0.335714,20.2766,0.335714,3.43782,0.335714,All
5.01103,0.342857,20.5358,0.342857,3.57513,0.342857,All
5.01895,0.35,20.6689,0.35,3.64536,0.35,All
5.02402,0.357143,20.6946,0.357143,3.74015,0.357143,All
5.02932,0.364286,20.8277,0.364286,3.74106,0.364286,All
5.03752,0.371429,20.8784,0.371429,3.76886,0.371429,All
5.05732,0.378571,21.0907,0.378571,3.87994,0.378571,All
5.07594,0.385714,21.2499,0.385714,3.88546,0.385714,All
5.0875,0.392857,21.2659,0.392857,3.91915,0.392857,All
5.1086,0.4,21.3382,0.4,3.96715,0.4,All
5.12111,0.407143,21.4426,0.407143,3.97498,0.407143,All
5.13253,0.414286,21.4438,0.414286,4.1126,0.414286,All
5.13993,0.421429,21.5785,0.421429,4.28679,0.421429,All
5.14948,0.428571,21.6907,0.428571,4.33815,0.428571,All
5.15227,0.435714,21.6954,0.435714,4.35401,0.435714,All
5.17266,0.442857,21.7064,0.442857,4.44262,0.442857,All
5.17892,0.45,21.7228,0.45,4.49929,0.45,All
5.19586,0.457143,22.1353,0.457143,4.52519,0.457143,All
5.19827,0.464286,22.188,0.464286,4.53312,0.464286,All
5.26683,0.471429,22.1932,0.471429,4.71799,0.471429,All
5.3232,0.478571,22.2234,0.478571,4.793,0.478571,All
5.33874,0.485714,22.349,0.485714,4.80703,0.485714,All
5.37131,0.492857,22.3628,0.492857,4.84455,0.492857,All
5.53671,0.5,22.3826,0.5,4.89454,0.5,All
5.56679,0.507143,22.5512,0.507143,4.92872,0.507143,All
5.59742,0.514286,22.6262,0.514286,4.93475,0.514286,All
5.61008,0.521429,22.6611,0.521429,5.00324,0.521429,All
5.68001,0.528571,22.7479,0.528571,5.02118,0.528571,All
5.696,0.535714,22.8204,0.535714,5.17986,0.535714,All
5.72254,0.542857,22.8323,0.542857,5.34717,0.542857,All
5.72329,0.55,23.063,0.55,5.47617,0.55,All
5.7497,0.557143,23.0876,0.557143,5.59056,0.557143,All
5.7702,0.564286,23.1699,0.564286,5.62166,0.564286,All
5.78148,0.571429,23.2252,0.571429,5.68525,0.571429,All
5.79996,0.578571,23.2572,0.578571,5.71766,0.578571,All
5.81775,0.585714,23.2919,0.585714,5.76707,0.585714,All
5.82023,0.592857,23.3057,0.592857,5.83373,0.592857,All
5.8807,0.6,23.3244,0.6,5.94628,0.6,All
5.89002,0.607143,23.3734,0.607143,5.94703,0.607143,All
5.90099,0.614286,23.4068,0.614286,6.02053,0.614286,All
5.90377,0.621429,23.4097,0.621429,6.10837,0.621429,All
5.91273,0.628571,23.4185,0.628571,6.11272,0.628571,All
5.9159,0.635714,23.4283,0.635714,6.11925,0.635714,All
5.93499,0.642857,23.5183,0.642857,6.14248,0.642857,All
5.93872,0.65,23.5323,0.65,6.23799,0.65,All
5.95287,0.657143,23.616,0.657143,6.25168,0.657143,All
5.96487,0.664286,23.664,0.664286,6.52759,0.664286,All
5.9744,0.671429,23.6673,0.671429,6.63081,0.671429,All
5.97775,0.678571,23.7149,0.678571,6.76632,0.678571,All
5.9833,0.685714,23.716,0.685714,6.77961,0.685714,All
5.99056,0.692857,23.7706,0.692857,6.84466,0.692857,All
6.01945,0.7,23.8624,0.7,7.02955,0.7,All
6.03443,0.707143,23.8974,0.707143,7.12797,0.707143,All
6.03457,0.714286,23.9172,0.714286,7.31205,0.714286,All
6.08117,0.721429,23.9422,0.721429,7.3127,0.721429,All
6.10552,0.728571,23.9867,0.728571,7.62798,0.728571,All
6.11767,0.735714,24.0295,0.735714,7.86956,0.735714,All
6.11973,0.742857,24.3132,0.742857,7.92195,0.742857,All
6.12213,0.75,24.3751,0.75,8.07723,0.75,All
6.12823,0.757143,24.3957,0.757143,8.3761,0.757143,All
6.13462,0.764286,24.4093,0.764286,8.45036,0.764286,All
6.14972,0.771429,24.4195,0.771429,8.49284,0.771429,All
6.15142,0.778571,24.4242,0.778571,8.49628,0.778571,All
6.15885,0.785714,24.4332,0.785714,8.55101,0.785714,All
6.15913,0.792857,24.451,0.792857,9.05282,0.792857,All
6.1634,0.8,24.5774,0.8,9.19314,0.8,All
6.16995,0.807143,24.6261,0.807143,9.20567,0.807143,All
6.17793,0.814286,24.664,0.814286,9.22689,0.814286,All
6.18028,0.821429,24.6682,0.821429,9.85632,0.821429,All
6.26963,0.828571,24.6817,0.828571,11.1199,0.828571,All
6.26971,0.835714,24.922,0.835714,11.1503,0.835714,All
6.2714,0.842857,25.1575,0.842857,11.1958,0.842857,All
6.29967,0.85,25.173,0.85,11.2083,0.85,All
6.35277,0.857143,25.3085,0.857143,11.3663,0.857143,All
6.36592,0.864286,25.4341,0.864286,11.6631,0.864286,All
6.37686,0.871429,25.4362,0.871429,11.8257,0.871429,All
6.39225,0.878571,25.6171,0.878571,12.0036,0.878571,All
6.42772,0.885714,25.6733,0.885714,12.1698,0.885714,All
6.46502,0.892857,25.826,0.892857,12.8572,0.892857,All
6.47029,0.9,26.0364,0.9,13.8979,0.9,All
6.49951,0.907143,26.2616,0.907143,13.9338,0.907143,All
6.51372,0.914286,27.0024,0.914286,14.6762,0.914286,All
6.51455,0.921429,27.604,0.921429,15.1409,0.921429,All
6.51557,0.928571,27.908,0.928571,15.4447,0.928571,All
6.52137,0.935714,27.979,0.935714,15.721,0.935714,All
6.54463,0.942857,28.5097,0.942857,16.6175,0.942857,All
6.59402,0.95,28.7843,0.95,17.2265,0.95,All
6.61479,0.957143,29.2717,0.957143,17.7043,0.957143,All
6.63185,0.964286,29.5517,0.964286,20.3335,0.964286,All
6.64866,0.971429,31.4301,0.971429,20.7799,0.971429,All
6.67865,0.978571,31.6481,0.978571,21.832,0.978571,All
6.8267,0.985714,32.2234,0.985714,22.0283,0.985714,All
6.83994,0.992857,34.1505,0.992857,22.3067,0.992857,All
7.19327,1,34.7557,1,24.3662,1,All
16.3339,1,54.5717,1,25.6932,1,All
