Cl_abscissa,Cl_cdf,Q_abscissa,Q_cdf,split
12.6054,0.819857,20.645,0.82,All
12.6054,0.82,20.6483,0.820143,All
12.6057,0.820143,20.6635,0.820286,All
12.6058,0.820286,20.6635,0.820429,All
12.6062,0.820429,20.6635,0.820571,All
12.6062,0.820571,20.6695,0.820714,All
12.6062,0.820714,20.6695,0.820857,All
12.6062,0.820857,20.6747,0.821,All
12.607,0.821,20.6838,0.821143,All
12.6074,0.821143,20.6838,0.821286,All
12.608,0.821286,20.6838,0.821429,All
12.608,0.821429,20.6843,0.821571,All
12.608,0.821571,20.6866,0.821714,All
12.608,0.821714,20.6886,0.821857,All
12.608,0.821857,20.6912,0.822,All
12.6094,0.822,20.6943,0.822143,All
12.6095,0.822143,20.7015,0.822286,All
12.6122,0.822286,20.714,0.822429,All
12.6128,0.822429,20.7238,0.822571,All
12.6135,0.822571,20.7266,0.822714,All
12.6151,0.822714,20.7282,0.822857,All
12.6151,0.822857,20.7323,0.823,All
12.6191,0.823,20.7323,0.823143,All
12.6215,0.823143,20.7323,0.823286,All
12.6217,0.823286,20.7342,0.823429,All
12.6231,0.823429,20.736,0.823571,All
12.6233,0.823571,20.736,0.823714,All
12.6256,0.823714,20.7402,0.823857,All
12.626,0.823857,20.7474,0.824,All
12.626,0.824,20.759,0.824143,All
12.6289,0.824143,20.7658,0.824286,All
12.6296,0.824286,20.7682,0.824429,All
12.6296,0.824429,20.7765,0.824571,All
12.6296,0.824571,20.7992,0.824714,All
12.6296,0.824714,20.8012,0.824857,All
12.6296,0.824857,20.8033,0.825,All
12.6296,0.825,20.8221,0.825143,All
12.6296,0.825143,20.8275,0.825286,All
12.6296,0.825286,20.8415,0.825429,All
12.6296,0.825429,20.8415,0.825571,All
12.6297,0.825571,20.845,0.825714,All
12.6301,0.825714,20.8536,0.825857,All
12.6301,0.825857,20.8536,0.826,All
12.6302,0.826,20.8536,0.826143,All
12.6312,0.826143,20.8822,0.826286,All
12.6326,0.826286,20.8822,0.826429,All
12.6326,0.826429,20.8934,0.826571,All
12.6328,0.826571,20.8957,0.826714,All
12.6375,0.826714,20.9137,0.826857,All
12.6389,0.826857,20.931,0.827,All
12.6408,0.827,20.931,0.827143,All
12.6408,0.827143,20.9498,0.827286,All
12.642,0.827286,20.9498,0.827429,All
12.6423,0.827429,20.961,0.827571,All
12.6446,0.827571,20.9639,0.827714,All
12.6449,0.827714,20.9785,0.827857,All
12.6449,0.827857,20.9991,0.828,All
12.6456,0.828,21.0046,0.828143,All
12.6456,0.828143,21.045,0.828286,All
12.6457,0.828286,21.0454,0.828429,All
12.6494,0.828429,21.0641,0.828571,All
12.6494,0.828571,21.0664,0.828714,All
12.6505,0.828714,21.0995,0.828857,All
12.6507,0.828857,21.1282,0.829,All
12.6518,0.829,21.1397,0.829143,All
12.6528,0.829143,21.1559,0.829286,All
12.6532,0.829286,21.1706,0.829429,All
12.6538,0.829429,21.1789,0.829571,All
12.6549,0.829571,21.1811,0.829714,All
12.6572,0.829714,21.1832,0.829857,All
12.6578,0.829857,21.2417,0.83,All
12.6578,0.83,21.269,0.830143,All
12.6587,0.830143,21.2869,0.830286,All
12.6587,0.830286,21.2873,0.830429,All
12.6599,0.830429,21.2935,0.830571,All
12.6601,0.830571,21.3001,0.830714,All
12.6608,0.830714,21.3001,0.830857,All
12.6624,0.830857,21.3066,0.831,All
12.6639,0.831,21.3106,0.831143,All
12.6639,0.831143,21.3365,0.831286,All
12.664,0.831286,21.3393,0.831429,All
12.6641,0.831429,21.342,0.831571,All
12.6644,0.831571,21.3447,0.831714,All
12.6645,0.831714,21.3559,0.831857,All
12.6695,0.831857,21.3631,0.832,All
12.6709,0.832,21.4014,0.832143,All
12.6726,0.832143,21.4043,0.832286,All
12.6726,0.832286,21.4043,0.832429,All
12.6726,0.832429,21.4043,0.832571,All
12.676,0.832571,21.4096,0.832714,All
12.6792,0.832714,21.4232,0.832857,All
12.6801,0.832857,21.4681,0.833,All
12.6801,0.833,21.4681,0.833143,All
12.683,0.833143,21.5058,0.833286,All
12.6831,0.833286,21.5058,0.833429,All
12.6857,0.833429,21.5091,0.833571,All
12.6857,0.833571,21.5097,0.833714,All
12.6862,0.833714,21.5097,0.833857,All
12.6862,0.833857,21.5196,0.834,All
12.6866,0.834,21.5196,0.834143,All
12.6913,0.834143,21.5217,0.834286,All
12.6913,0.834286,21.5217,0.834429,All
12.6913,0.834429,21.5519,0.834571,All
12.6913,0.834571,21.554,0.834714,All
12.6913,0.834714,21.5556,0.834857,All
12.6916,0.834857,21.5635,0.835,All
12.6951,0.835,21.5744,0.835143,All
12.6959,0.835143,21.5858,0.835286,All
12.6992,0.835286,21.5938,0.835429,All
12.6992,0.835429,21.6078,0.835571,All
12.6998,0.835571,21.6078,0.835714,All
12.6998,0.835714,21.6146,0.835857,All
12.7017,0.835857,21.6176,0.836,All
12.7025,0.836,21.6191,0.836143,All
12.706,0.836143,21.6361,0.836286,All
12.707,0.836286,21.6613,0.836429,All
12.708,0.836429,21.6619,0.836571,All
12.7096,0.836571,21.6726,0.836714,All
12.7109,0.836714,21.6747,0.836857,All
12.7124,0.836857,21.697,0.837,All
12.7135,0.837,21.7175,0.837143,All
12.7165,0.837143,21.7354,0.837286,All
12.7194,0.837286,21.7438,0.837429,All
12.7201,0.837429,21.7799,0.837571,All
12.7205,0.837571,21.7867,0.837714,All
12.7205,0.837714,21.7985,0.837857,All
12.7205,0.837857,21.8353,0.838,All
12.7206,0.838,21.8366,0.838143,All
12.7215,0.838143,21.8557,0.838286,All
12.728,0.838286,21.8601,0.838429,All
12.7282,0.838429,21.8619,0.838571,All
12.7283,0.838571,21.8619,0.838714,All
12.7285,0.838714,21.8867,0.838857,All
12.7285,0.838857,21.9025,0.839,All
12.7303,0.839,21.9124,0.839143,All
12.7303,0.839143,21.9231,0.839286,All
12.7304,0.839286,21.9231,0.839429,All
12.7319,0.839429,21.9374,0.839571,All
12.7319,0.839571,21.9395,0.839714,All
12.7319,0.839714,21.9475,0.839857,All
12.7324,0.839857,21.9475,0.84,All
12.7331,0.84,21.9867,0.840143,All
12.7346,0.840143,22.0129,0.840286,All
12.7357,0.840286,22.0217,0.840429,All
12.7378,0.840429,22.0521,0.840571,All
12.7386,0.840571,22.0706,0.840714,All
12.741,0.840714,22.0711,0.840857,All
12.741,0.840857,22.0715,0.841,All
12.741,0.841,22.0792,0.841143,All
12.7411,0.841143,22.0881,0.841286,All
12.7435,0.841286,22.0954,0.841429,All
12.7439,0.841429,22.102,0.841571,All
12.744,0.841571,22.1053,0.841714,All
12.7462,0.841714,22.1264,0.841857,All
12.7462,0.841857,22.1264,0.842,All
12.7463,0.842,22.1264,0.842143,All
12.7515,0.842143,22.138,0.842286,All
12.7523,0.842286,22.1418,0.842429,All
12.7523,0.842429,22.1666,0.842571,All
12.7534,0.842571,22.1909,0.842714,All
12.7555,0.842714,22.1909,0.842857,All
12.7555,0.842857,22.2045,0.843,All
12.758,0.843,22.2157,0.843143,All
12.7582,0.843143,22.2209,0.843286,All
12.7586,0.843286,22.2267,0.843429,All
12.7592,0.843429,22.2749,0.843571,All
12.7592,0.843571,22.2802,0.843714,All
12.7593,0.843714,22.2825,0.843857,All
12.7593,0.843857,22.2825,0.844,All
12.7594,0.844,22.2839,0.844143,All
12.7594,0.844143,22.2897,0.844286,All
12.7594,0.844286,22.3141,0.844429,All
12.7601,0.844429,22.3146,0.844571,All
12.7602,0.844571,22.3441,0.844714,All
12.7602,0.844714,22.3448,0.844857,All
12.7607,0.844857,22.3448,0.845,All
12.7611,0.845,22.3448,0.845143,All
12.7623,0.845143,22.3448,0.845286,All
12.7627,0.845286,22.3573,0.845429,All
12.7633,0.845429,22.3988,0.845571,All
12.7641,0.845571,22.4107,0.845714,All
12.7641,0.845714,22.4311,0.845857,All
12.7641,0.845857,22.4375,0.846,All
12.7641,0.846,22.4405,0.846143,All
12.7641,0.846143,22.4731,0.846286,All
12.7652,0.846286,22.488,0.846429,All
12.7652,0.846429,22.488,0.846571,All
12.7659,0.846571,22.488,0.846714,All
12.7663,0.846714,22.488,0.846857,All
12.7679,0.846857,22.4907,0.847,All
12.7679,0.847,22.5021,0.847143,All
12.7695,0.847143,22.5079,0.847286,All
12.7697,0.847286,22.5079,0.847429,All
12.7701,0.847429,22.5167,0.847571,All
12.7701,0.847571,22.5219,0.847714,All
12.7732,0.847714,22.5349,0.847857,All
12.7743,0.847857,22.544,0.848,All
12.7745,0.848,22.5554,0.848143,All
12.7749,0.848143,22.5911,0.848286,All
12.7759,0.848286,22.6291,0.848429,All
12.7759,0.848429,22.659,0.848571,All
12.7764,0.848571,22.6616,0.848714,All
12.7764,0.848714,22.662,0.848857,All
12.7764,0.848857,22.6838,0.849,All
12.7772,0.849,22.7139,0.849143,All
12.7772,0.849143,22.7363,0.849286,All
12.7772,0.849286,22.7615,0.849429,All
12.7781,0.849429,22.7636,0.849571,All
12.7781,0.849571,22.7695,0.849714,All
12.7782,0.849714,22.7699,0.849857,All
12.7788,0.849857,22.7743,0.85,All
12.7792,0.85,22.7958,0.850143,All
12.7817,0.850143,22.8137,0.850286,All
12.7817,0.850286,22.8182,0.850429,All
12.7818,0.850429,22.8182,0.850571,All
12.7818,0.850571,22.8182,0.850714,All
12.783,0.850714,22.8471,0.850857,All
12.7846,0.850857,22.8527,0.851,All
12.7875,0.851,22.8527,0.851143,All
12.7889,0.851143,22.9296,0.851286,All
12.7902,0.851286,22.9349,0.851429,All
12.792,0.851429,22.9514,0.851571,All
12.7938,0.851571,22.9585,0.851714,All
12.7951,0.851714,22.9742,0.851857,All
12.7952,0.851857,22.9771,0.852,All
12.7952,0.852,22.9771,0.852143,All
12.7954,0.852143,22.9834,0.852286,All
12.7954,0.852286,22.9834,0.852429,All
12.7972,0.852429,22.9994,0.852571,All
12.8006,0.852571,23.0051,0.852714,All
12.801,0.852714,23.0056,0.852857,All
12.801,0.852857,23.0104,0.853,All
12.8013,0.853,23.0171,0.853143,All
12.8014,0.853143,23.0303,0.853286,All
12.8016,0.853286,23.0371,0.853429,All
12.8064,0.853429,23.0519,0.853571,All
12.8064,0.853571,23.0597,0.853714,All
12.8068,0.853714,23.0597,0.853857,All
12.8068,0.853857,23.0597,0.854,All
12.8068,0.854,23.0768,0.854143,All
12.8068,0.854143,23.0768,0.854286,All
12.808,0.854286,23.104,0.854429,All
12.808,0.854429,23.104,0.854571,All
12.808,0.854571,23.1108,0.854714,All
12.8151,0.854714,23.1108,0.854857,All
12.8151,0.854857,23.1108,0.855,All
12.8151,0.855,23.1202,0.855143,All
12.8151,0.855143,23.1496,0.855286,All
12.8177,0.855286,23.1708,0.855429,All
12.818,0.855429,23.1868,0.855571,All
12.8191,0.855571,23.1868,0.855714,All
12.8216,0.855714,23.1973,0.855857,All
12.8224,0.855857,23.2004,0.856,All
12.8224,0.856,23.21,0.856143,All
12.8243,0.856143,23.2247,0.856286,All
12.8246,0.856286,23.2396,0.856429,All
12.8302,0.856429,23.2631,0.856571,All
12.8307,0.856571,23.2861,0.856714,All
12.8307,0.856714,23.3011,0.856857,All
12.8307,0.856857,23.3011,0.857,All
12.8308,0.857,23.3226,0.857143,All
12.8309,0.857143,23.3226,0.857286,All
12.8309,0.857286,23.3226,0.857429,All
12.831,0.857429,23.3514,0.857571,All
12.8315,0.857571,23.3602,0.857714,All
12.8319,0.857714,23.3741,0.857857,All
12.837,0.857857,23.3741,0.858,All
12.8374,0.858,23.3938,0.858143,All
12.8382,0.858143,23.4487,0.858286,All
12.8386,0.858286,23.4624,0.858429,All
12.8415,0.858429,23.4745,0.858571,All
12.8418,0.858571,23.4851,0.858714,All
12.8422,0.858714,23.4854,0.858857,All
12.8429,0.858857,23.5013,0.859,All
12.8456,0.859,23.5181,0.859143,All
12.847,0.859143,23.5202,0.859286,All
12.8477,0.859286,23.5596,0.859429,All
12.8479,0.859429,23.567,0.859571,All
12.8482,0.859571,23.5677,0.859714,All
12.8509,0.859714,23.5834,0.859857,All
12.8518,0.859857,23.5834,0.86,All
12.8522,0.86,23.5834,0.860143,All
12.8523,0.860143,23.6098,0.860286,All
12.8535,0.860286,23.6204,0.860429,All
12.8546,0.860429,23.6251,0.860571,All
12.8546,0.860571,23.6251,0.860714,All
12.8552,0.860714,23.6499,0.860857,All
12.8555,0.860857,23.6499,0.861,All
12.8557,0.861,23.6619,0.861143,All
12.8557,0.861143,23.6619,0.861286,All
12.8557,0.861286,23.6672,0.861429,All
12.8591,0.861429,23.6672,0.861571,All
12.861,0.861571,23.6745,0.861714,All
12.861,0.861714,23.6803,0.861857,All
12.8641,0.861857,23.6833,0.862,All
12.8644,0.862,23.7098,0.862143,All
12.8644,0.862143,23.7199,0.862286,All
12.8644,0.862286,23.7244,0.862429,All
12.8645,0.862429,23.7474,0.862571,All
12.8653,0.862571,23.7474,0.862714,All
12.8674,0.862714,23.7547,0.862857,All
12.8687,0.862857,23.7603,0.863,All
12.8687,0.863,23.7634,0.863143,All
12.8718,0.863143,23.7634,0.863286,All
12.8722,0.863286,23.7634,0.863429,All
12.8722,0.863429,23.7754,0.863571,All
12.8722,0.863571,23.7769,0.863714,All
12.8722,0.863714,23.7769,0.863857,All
12.8722,0.863857,23.7969,0.864,All
12.8722,0.864,23.8008,0.864143,All
12.8722,0.864143,23.806,0.864286,All
12.8722,0.864286,23.806,0.864429,All
12.8722,0.864429,23.8369,0.864571,All
12.8727,0.864571,23.8492,0.864714,All
12.8727,0.864714,23.8511,0.864857,All
12.8734,0.864857,23.8511,0.865,All
12.8734,0.865,23.8941,0.865143,All
12.8738,0.865143,23.8941,0.865286,All
12.8738,0.865286,23.9597,0.865429,All
12.8745,0.865429,23.9619,0.865571,All
12.8775,0.865571,23.9755,0.865714,All
12.8775,0.865714,23.9759,0.865857,All
12.8785,0.865857,23.9885,0.866,All
12.8785,0.866,23.9943,0.866143,All
12.8788,0.866143,24.015,0.866286,All
12.8788,0.866286,24.015,0.866429,All
12.8793,0.866429,24.015,0.866571,All
12.8811,0.866571,24.0479,0.866714,All
12.8811,0.866714,24.0578,0.866857,All
12.8819,0.866857,24.0685,0.867,All
12.8829,0.867,24.072,0.867143,All
12.8835,0.867143,24.1004,0.867286,All
12.8835,0.867286,24.1046,0.867429,All
12.8838,0.867429,24.1053,0.867571,All
12.8841,0.867571,24.1312,0.867714,All
12.8855,0.867714,24.1416,0.867857,All
12.8857,0.867857,24.1453,0.868,All
12.8875,0.868,24.1542,0.868143,All
12.8875,0.868143,24.1641,0.868286,All
12.8891,0.868286,24.2112,0.868429,All
12.8898,0.868429,24.2165,0.868571,All
12.8912,0.868571,24.217,0.868714,All
12.8933,0.868714,24.2306,0.868857,All
12.8943,0.868857,24.2404,0.869,All
12.8943,0.869,24.294,0.869143,All
12.8953,0.869143,24.3272,0.869286,All
12.8953,0.869286,24.3272,0.869429,All
12.8955,0.869429,24.3286,0.869571,All
12.8975,0.869571,24.3344,0.869714,All
12.8975,0.869714,24.3618,0.869857,All
12.8975,0.869857,24.3777,0.87,All
12.9006,0.87,24.3777,0.870143,All
12.9006,0.870143,24.3937,0.870286,All
12.9033,0.870286,24.4305,0.870429,All
12.9042,0.870429,24.4491,0.870571,All
12.9057,0.870571,24.4491,0.870714,All
12.9088,0.870714,24.4695,0.870857,All
12.9105,0.870857,24.4832,0.871,All
12.9128,0.871,24.5273,0.871143,All
12.9128,0.871143,24.5328,0.871286,All
12.914,0.871286,24.5328,0.871429,All
12.914,0.871429,24.5351,0.871571,All
12.915,0.871571,24.5587,0.871714,All
12.9174,0.871714,24.5592,0.871857,All
12.9174,0.871857,24.5905,0.872,All
12.9178,0.872,24.5921,0.872143,All
12.9201,0.872143,24.614,0.872286,All
12.9206,0.872286,24.6232,0.872429,All
12.9206,0.872429,24.6232,0.872571,All
12.9254,0.872571,24.6845,0.872714,All
12.9269,0.872714,24.7139,0.872857,All
12.9269,0.872857,24.7203,0.873,All
12.9269,0.873,24.736,0.873143,All
12.9276,0.873143,24.7476,0.873286,All
12.9276,0.873286,24.7676,0.873429,All
12.9282,0.873429,24.8161,0.873571,All
12.9282,0.873571,24.8161,0.873714,All
12.9282,0.873714,24.8207,0.873857,All
12.9284,0.873857,24.8282,0.874,All
12.9284,0.874,24.8283,0.874143,All
12.9308,0.874143,24.8477,0.874286,All
12.9318,0.874286,24.8656,0.874429,All
12.9328,0.874429,24.9341,0.874571,All
12.9333,0.874571,24.9454,0.874714,All
12.9339,0.874714,24.9504,0.874857,All
12.9359,0.874857,24.9649,0.875,All
12.9381,0.875,25.001,0.875143,All
12.9387,0.875143,25.1419,0.875286,All
12.9387,0.875286,25.1429,0.875429,All
12.9426,0.875429,25.1441,0.875571,All
12.9434,0.875571,25.1481,0.875714,All
12.9437,0.875714,25.1503,0.875857,All
12.9448,0.875857,25.1548,0.876,All
12.9448,0.876,25.1696,0.876143,All
12.946,0.876143,25.1848,0.876286,All
12.946,0.876286,25.1874,0.876429,All
12.946,0.876429,25.2247,0.876571,All
12.9479,0.876571,25.2345,0.876714,All
12.9479,0.876714,25.2346,0.876857,All
12.9479,0.876857,25.241,0.877,All
12.9479,0.877,25.243,0.877143,All
12.9487,0.877143,25.2506,0.877286,All
12.9489,0.877286,25.2529,0.877429,All
12.9489,0.877429,25.261,0.877571,All
12.9492,0.877571,25.27,0.877714,All
12.9496,0.877714,25.295,0.877857,All
12.9501,0.877857,25.3635,0.878,All
12.9541,0.878,25.3642,0.878143,All
12.9541,0.878143,25.4127,0.878286,All
12.9541,0.878286,25.4769,0.878429,All
12.9546,0.878429,25.4875,0.878571,All
12.9546,0.878571,25.4875,0.878714,All
12.9546,0.878714,25.4947,0.878857,All
12.9579,0.878857,25.5182,0.879,All
12.9584,0.879,25.5347,0.879143,All
12.9584,0.879143,25.5715,0.879286,All
12.959,0.879286,25.577,0.879429,All
12.9593,0.879429,25.583,0.879571,All
12.9593,0.879571,25.583,0.879714,All
12.96,0.879714,25.6025,0.879857,All
12.9607,0.879857,25.6183,0.88,All
12.9607,0.88,25.6687,0.880143,All
12.9607,0.880143,25.7255,0.880286,All
12.9614,0.880286,25.7419,0.880429,All
12.9614,0.880429,25.7485,0.880571,All
12.9614,0.880571,25.7752,0.880714,All
12.9628,0.880714,25.7926,0.880857,All
12.9639,0.880857,25.803,0.881,All
12.964,0.881,25.8433,0.881143,All
12.9654,0.881143,25.8433,0.881286,All
12.9663,0.881286,25.8742,0.881429,All
12.9665,0.881429,25.879,0.881571,All
12.9666,0.881571,25.8859,0.881714,All
12.9684,0.881714,25.8932,0.881857,All
12.9686,0.881857,25.8973,0.882,All
12.9686,0.882,25.924,0.882143,All
12.9694,0.882143,25.924,0.882286,All
12.9715,0.882286,25.9288,0.882429,All
12.9727,0.882429,25.9293,0.882571,All
12.9741,0.882571,25.9383,0.882714,All
12.975,0.882714,25.9383,0.882857,All
12.9759,0.882857,25.9476,0.883,All
12.9759,0.883,25.9522,0.883143,All
12.9764,0.883143,25.9522,0.883286,All
12.9768,0.883286,25.9522,0.883429,All
12.977,0.883429,25.9542,0.883571,All
12.977,0.883571,25.9681,0.883714,All
12.9775,0.883714,25.9753,0.883857,All
12.9776,0.883857,25.9808,0.884,All
12.9777,0.884,26.0288,0.884143,All
12.9796,0.884143,26.04,0.884286,All
12.9802,0.884286,26.0642,0.884429,All
12.9802,0.884429,26.0692,0.884571,All
12.9816,0.884571,26.0782,0.884714,All
12.9818,0.884714,26.081,0.884857,All
12.9843,0.884857,26.0963,0.885,All
12.9853,0.885,26.1406,0.885143,All
12.9853,0.885143,26.1861,0.885286,All
12.9857,0.885286,26.1935,0.885429,All
12.9857,0.885429,26.1951,0.885571,All
12.9861,0.885571,26.2136,0.885714,All
12.9865,0.885714,26.2515,0.885857,All
12.9866,0.885857,26.2881,0.886,All
12.9866,0.886,26.3015,0.886143,All
12.9868,0.886143,26.3541,0.886286,All
12.9873,0.886286,26.3575,0.886429,All
12.9873,0.886429,26.3575,0.886571,All
12.9883,0.886571,26.4186,0.886714,All
12.9891,0.886714,26.4255,0.886857,All
12.9915,0.886857,26.4504,0.887,All
12.9915,0.887,26.4555,0.887143,All
12.9915,0.887143,26.4677,0.887286,All
12.9937,0.887286,26.4758,0.887429,All
12.994,0.887429,26.5035,0.887571,All
12.9956,0.887571,26.5444,0.887714,All
12.9956,0.887714,26.5444,0.887857,All
12.9964,0.887857,26.5561,0.888,All
12.9976,0.888,26.558,0.888143,All
12.9989,0.888143,26.5647,0.888286,All
12.9989,0.888286,26.5801,0.888429,All
12.9999,0.888429,26.5893,0.888571,All
13.0002,0.888571,26.5977,0.888714,All
13.0008,0.888714,26.6,0.888857,All
13.0008,0.888857,26.6253,0.889,All
13.0008,0.889,26.6438,0.889143,All
13.0029,0.889143,26.648,0.889286,All
13.004,0.889286,26.648,0.889429,All
13.0041,0.889429,26.648,0.889571,All
13.0055,0.889571,26.648,0.889714,All
13.0059,0.889714,26.6504,0.889857,All
13.0095,0.889857,26.69,0.89,All
13.0095,0.89,26.725,0.890143,All
13.0104,0.890143,26.7303,0.890286,All
13.0104,0.890286,26.7709,0.890429,All
13.011,0.890429,26.872,0.890571,All
13.0144,0.890571,26.8954,0.890714,All
13.0161,0.890714,26.8954,0.890857,All
13.0163,0.890857,26.9,0.891,All
13.0185,0.891,26.9036,0.891143,All
13.0186,0.891143,26.9077,0.891286,All
13.0186,0.891286,26.9758,0.891429,All
13.0186,0.891429,26.9806,0.891571,All
13.0186,0.891571,26.9877,0.891714,All
13.0186,0.891714,27.0017,0.891857,All
13.0223,0.891857,27.0189,0.892,All
13.0263,0.892,27.0481,0.892143,All
13.0263,0.892143,27.0798,0.892286,All
13.0263,0.892286,27.0807,0.892429,All
13.0274,0.892429,27.0837,0.892571,All
13.0281,0.892571,27.0884,0.892714,All
13.0306,0.892714,27.1615,0.892857,All
13.0324,0.892857,27.2107,0.893,All
13.0326,0.893,27.2152,0.893143,All
13.0327,0.893143,27.2276,0.893286,All
13.0346,0.893286,27.2647,0.893429,All
13.0363,0.893429,27.2647,0.893571,All
13.0364,0.893571,27.2703,0.893714,All
13.0369,0.893714,27.3411,0.893857,All
13.0415,0.893857,27.3452,0.894,All
13.0426,0.894,27.3825,0.894143,All
13.0439,0.894143,27.3825,0.894286,All
13.0439,0.894286,27.3927,0.894429,All
13.0511,0.894429,27.4051,0.894571,All
13.0511,0.894571,27.417,0.894714,All
13.0517,0.894714,27.43,0.894857,All
13.0551,0.894857,27.43,0.895,All
13.0551,0.895,27.4579,0.895143,All
13.0553,0.895143,27.4579,0.895286,All
13.0557,0.895286,27.4579,0.895429,All
13.0561,0.895429,27.4746,0.895571,All
13.0561,0.895571,27.4788,0.895714,All
13.0584,0.895714,27.5195,0.895857,All
13.0584,0.895857,27.5388,0.896,All
13.0607,0.896,27.5623,0.896143,All
13.0612,0.896143,27.5716,0.896286,All
13.0612,0.896286,27.5885,0.896429,All
13.0612,0.896429,27.5886,0.896571,All
13.0621,0.896571,27.5886,0.896714,All
13.0625,0.896714,27.6396,0.896857,All
13.0629,0.896857,27.7336,0.897,All
13.0629,0.897,27.7336,0.897143,All
13.0641,0.897143,27.7336,0.897286,All
13.0653,0.897286,27.747,0.897429,All
13.0653,0.897429,27.7761,0.897571,All
13.0659,0.897571,27.7761,0.897714,All
13.0665,0.897714,27.7834,0.897857,All
13.0679,0.897857,27.8014,0.898,All
13.0682,0.898,27.8271,0.898143,All
13.0715,0.898143,27.8374,0.898286,All
13.0717,0.898286,27.8566,0.898429,All
13.0722,0.898429,27.8636,0.898571,All
13.0722,0.898571,27.8976,0.898714,All
13.0722,0.898714,27.9101,0.898857,All
13.0767,0.898857,27.9886,0.899,All
13.0767,0.899,28.0171,0.899143,All
13.0782,0.899143,28.0171,0.899286,All
13.0789,0.899286,28.0276,0.899429,All
13.0804,0.899429,28.0581,0.899571,All
13.0808,0.899571,28.0707,0.899714,All
13.0808,0.899714,28.0777,0.899857,All
13.0815,0.899857,28.0777,0.9,All
13.0818,0.9,28.1094,0.900143,All
13.0819,0.900143,28.1859,0.900286,All
13.0823,0.900286,28.2816,0.900429,All
13.0839,0.900429,28.2874,0.900571,All
13.084,0.900571,28.3441,0.900714,All
13.084,0.900714,28.371,0.900857,All
13.084,0.900857,28.371,0.901,All
13.0854,0.901,28.3964,0.901143,All
13.0854,0.901143,28.3964,0.901286,All
13.0861,0.901286,28.4038,0.901429,All
13.0871,0.901429,28.4062,0.901571,All
13.0881,0.901571,28.4141,0.901714,All
13.0885,0.901714,28.4478,0.901857,All
13.0885,0.901857,28.4908,0.902,All
13.0906,0.902,28.4908,0.902143,All
13.0906,0.902143,28.5172,0.902286,All
13.0906,0.902286,28.5316,0.902429,All
13.0909,0.902429,28.5875,0.902571,All
13.0927,0.902571,28.6041,0.902714,All
13.0932,0.902714,28.6865,0.902857,All
13.0932,0.902857,28.6906,0.903,All
13.0946,0.903,28.6974,0.903143,All
13.0951,0.903143,28.7048,0.903286,All
13.0956,0.903286,28.7048,0.903429,All
13.0964,0.903429,28.7048,0.903571,All
13.0964,0.903571,28.721,0.903714,All
13.0983,0.903714,28.7423,0.903857,All
13.0994,0.903857,28.7842,0.904,All
13.1003,0.904,28.7927,0.904143,All
13.1038,0.904143,28.8219,0.904286,All
13.1038,0.904286,28.8992,0.904429,All
13.1059,0.904429,28.8992,0.904571,All
13.1062,0.904571,28.8992,0.904714,All
13.1062,0.904714,28.984,0.904857,All
13.1071,0.904857,28.9917,0.905,All
13.1087,0.905,28.9949,0.905143,All
13.11,0.905143,29.039,0.905286,All
13.1115,0.905286,29.0844,0.905429,All
13.1115,0.905429,29.1188,0.905571,All
13.1117,0.905571,29.1188,0.905714,All
13.1137,0.905714,29.1221,0.905857,All
13.1137,0.905857,29.1705,0.906,All
13.1165,0.906,29.1866,0.906143,All
13.1198,0.906143,29.3091,0.906286,All
13.1198,0.906286,29.3921,0.906429,All
13.1206,0.906429,29.4755,0.906571,All
13.1221,0.906571,29.4804,0.906714,All
13.1221,0.906714,29.5732,0.906857,All
13.1221,0.906857,29.6144,0.907,All
13.1234,0.907,29.619,0.907143,All
13.1234,0.907143,29.6308,0.907286,All
13.1238,0.907286,29.6661,0.907429,All
13.124,0.907429,29.6899,0.907571,All
13.124,0.907571,29.6899,0.907714,All
13.1261,0.907714,29.7271,0.907857,All
13.1261,0.907857,29.7411,0.908,All
13.1271,0.908,29.7702,0.908143,All
13.1304,0.908143,29.8649,0.908286,All
13.1308,0.908286,29.8992,0.908429,All
13.1308,0.908429,30.013,0.908571,All
13.1308,0.908571,30.0147,0.908714,All
13.1308,0.908714,30.0195,0.908857,All
13.1311,0.908857,30.06,0.909,All
13.1315,0.909,30.0798,0.909143,All
13.1315,0.909143,30.0813,0.909286,All
13.1315,0.909286,30.0813,0.909429,All
13.1335,0.909429,30.0842,0.909571,All
13.1338,0.909571,30.0842,0.909714,All
13.1346,0.909714,30.4,0.909857,All
13.137,0.909857,30.4312,0.91,All
13.1372,0.91,30.4312,0.910143,All
13.1372,0.910143,30.4803,0.910286,All
13.1372,0.910286,30.4997,0.910429,All
13.1379,0.910429,30.5128,0.910571,All
13.1392,0.910571,30.5178,0.910714,All
13.1402,0.910714,30.6361,0.910857,All
13.1402,0.910857,30.6404,0.911,All
13.1402,0.911,30.6613,0.911143,All
13.1414,0.911143,30.6681,0.911286,All
13.1414,0.911286,30.6837,0.911429,All
13.1426,0.911429,30.7199,0.911571,All
13.143,0.911571,30.7901,0.911714,All
13.143,0.911714,30.8521,0.911857,All
13.1437,0.911857,30.8572,0.912,All
13.1438,0.912,30.9785,0.912143,All
13.1442,0.912143,30.9914,0.912286,All
13.1446,0.912286,31.0583,0.912429,All
13.1451,0.912429,31.0616,0.912571,All
