iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,p_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1754,810.634,2,5.12277,20.8215,5.29615,26.4377,0.0417407,0.260521,0.229839,0.720995,0.0697308,0.28776,0.0646416
1755,802.689,2,5.13744,21.1308,5.27818,26.3416,0.0426187,0.260129,0.235603,0.684577,0.0679174,0.28425,0.0645726
1756,807.284,2,5.14458,21.1585,5.43074,26.3309,0.0438008,0.26037,0.238776,0.708456,0.0666951,0.284023,0.0645753
1757,807.495,2,5.15344,21.2875,5.49284,26.3258,0.0439527,0.261578,0.231752,0.714993,0.0702199,0.280458,0.0652016
1758,794.646,2,5.16564,21.1804,5.56176,26.2404,0.0427284,0.259363,0.223769,0.673021,0.0641354,0.279258,0.0650742
1759,798.648,2,5.14753,21.1709,5.45781,26.2795,0.0438834,0.256579,0.221144,0.675962,0.0628479,0.279685,0.0649645
1760,804.751,2,5.13793,21.1472,5.43332,26.3187,0.0416065,0.255749,0.219908,0.702042,0.0613493,0.279436,0.0660014
1761,804.954,2,5.14377,21.0941,5.46868,26.2945,0.0421622,0.255849,0.208645,0.717417,0.0652342,0.277814,0.066595
1762,801.796,2,5.149,21.0161,5.36097,26.1958,0.0424421,0.255656,0.224785,0.684211,0.066446,0.280061,0.0653255
1763,812.991,2,5.13917,20.9968,5.3743,25.932,0.0424421,0.257723,0.23289,0.6674,0.0666912,0.282364,0.0664006
1764,797.727,2,5.14939,21.0899,5.35727,25.9452,0.0435408,0.256324,0.245528,0.640923,0.0691982,0.281482,0.0643102
1765,813.472,2,5.14323,21.2223,5.36155,26.1583,0.0441026,0.261241,0.24909,0.614783,0.0736128,0.284357,0.0650491
1766,808.901,2,5.15359,21.2655,5.28564,26.1519,0.0441026,0.26256,0.251313,0.609708,0.0768036,0.28471,0.0645952
1767,806.951,2,5.15382,21.1147,5.39295,26.0655,0.0438205,0.264571,0.251815,0.653373,0.0713179,0.287397,0.063747
1768,820.625,2,5.15852,21.2085,5.26865,26.0394,0.0421276,0.265591,0.253637,0.684258,0.0761974,0.289001,0.0644281
1769,813.47,2,5.15392,21.4342,5.15539,25.9531,0.0436847,0.261101,0.246789,0.660353,0.0828749,0.285206,0.0650747
1770,819.62,2,5.15475,21.407,5.19794,25.8214,0.0408829,0.260038,0.247673,0.675981,0.0880756,0.284661,0.0654047
1771,811.883,2,5.15939,21.2007,5.27963,25.5724,0.0407568,0.256808,0.246178,0.673137,0.08485,0.284406,0.0651789
1772,809.256,2,5.14772,21.107,5.4325,25.5775,0.0405072,0.258329,0.241939,0.68327,0.0825148,0.283301,0.0648163
1773,804.74,2,5.13969,21.051,5.45067,25.4927,0.0405072,0.259164,0.241101,0.680445,0.0852123,0.281598,0.0637729
1774,801.664,2,5.1414,20.9807,5.41883,25.4376,0.0417042,0.261866,0.242425,0.717143,0.0817919,0.284734,0.0617623
1775,800.397,2,5.13828,21.0437,5.3882,25.5657,0.0417042,0.260622,0.238058,0.724395,0.0792413,0.283908,0.0616274
1776,794.26,2,5.15046,21.0966,5.37341,25.3857,0.042193,0.257905,0.22989,0.71696,0.0721602,0.282727,0.0619416
1777,788.346,2,5.14369,20.8978,5.5137,25.3085,0.0420695,0.260002,0.234519,0.697699,0.0664887,0.284516,0.0607272
1778,787.844,2,5.14506,20.8815,5.51453,25.2391,0.0420695,0.261147,0.236359,0.717017,0.06218,0.284306,0.0601241
1779,792.893,2,5.15321,20.9665,5.36118,25.3285,0.0430237,0.25818,0.242727,0.710106,0.0622691,0.285636,0.0600126
1780,792.155,2,5.15028,21.0461,5.35747,25.3911,0.0430237,0.256595,0.242338,0.696947,0.0609857,0.284638,0.0606378
1781,791.458,2,5.14654,21.0962,5.31594,25.353,0.0429022,0.256434,0.243955,0.678552,0.0574308,0.284867,0.0612364
1782,788.179,2,5.14548,21.2201,5.35139,25.3536,0.0434971,0.258873,0.241562,0.668674,0.0561056,0.284722,0.0610701
1783,788.052,2,5.14712,21.1757,5.40937,25.447,0.0422709,0.258234,0.235074,0.668475,0.0558802,0.283441,0.0613567
1784,787.215,2,5.14444,21.2135,5.38987,25.4399,0.0416853,0.258394,0.226724,0.656212,0.0578813,0.281099,0.061771
1785,790.015,2,5.14388,21.355,5.25476,25.5738,0.041113,0.256883,0.227313,0.673508,0.0557899,0.281715,0.0620391
1786,785.822,2,5.14012,21.3938,5.21845,25.6597,0.0408903,0.254759,0.222206,0.674349,0.0514781,0.2797,0.0630771
1787,789.519,2,5.14037,21.4292,5.27264,25.6747,0.0413248,0.254043,0.22482,0.702833,0.0508558,0.27913,0.0631051
1788,795.811,2,5.14129,21.2891,5.32691,25.6456,0.0426132,0.252866,0.225829,0.740908,0.0493376,0.279099,0.063901
1789,801.719,2,5.14437,21.2595,5.36632,25.6825,0.0417049,0.252987,0.229727,0.746501,0.0573736,0.278867,0.0638443
1790,798.053,2,5.14124,21.2394,5.36593,25.588,0.0427724,0.253758,0.225278,0.734023,0.0611909,0.279616,0.0636229
1791,797.39,2,5.15095,21.3689,5.35796,25.5865,0.0431018,0.25304,0.228089,0.736608,0.0620941,0.27946,0.0634482
1792,794.131,2,5.15795,21.2549,5.39838,25.6389,0.0428805,0.252451,0.222606,0.747807,0.0581991,0.277422,0.0642269
1793,804.971,2,5.15041,21.2958,5.3969,25.6712,0.0410895,0.25527,0.215449,0.742841,0.0570434,0.27634,0.0661899
1794,798.352,2,5.14416,21.2948,5.39046,25.7063,0.0410895,0.25932,0.214797,0.733495,0.0577364,0.279389,0.0652562
1795,804.001,2,5.14312,21.412,5.43951,25.6902,0.0422913,0.261012,0.214102,0.721838,0.0570186,0.279279,0.0661293
1796,809.733,2,5.1523,21.3758,5.52531,25.6092,0.0422913,0.259929,0.213892,0.718629,0.0596198,0.280081,0.0667802
1797,800.553,2,5.15628,21.1344,5.62187,25.6173,0.0425997,0.256413,0.215293,0.729009,0.0608724,0.278303,0.0663704
1798,808.965,2,5.16176,20.9478,5.65717,25.6535,0.0423926,0.255069,0.217744,0.748548,0.0605049,0.276772,0.0672874
1799,811.87,2,5.17313,20.8964,5.77702,25.5397,0.0417752,0.253402,0.220965,0.762379,0.0639216,0.278091,0.0670919
1800,803.732,2,5.16466,20.7023,5.88259,25.5567,0.0418744,0.254239,0.222275,0.77303,0.0647221,0.277694,0.0662768
1801,810.796,2,5.15824,20.6462,5.78805,25.5791,0.0406624,0.253227,0.21983,0.74976,0.0647816,0.278621,0.0671227
1802,804.42,2,5.149,20.5071,5.8327,25.6604,0.0408516,0.252106,0.217102,0.75376,0.0669208,0.278506,0.0664824
1803,803.115,2,5.15239,20.6069,5.92479,25.8002,0.0414126,0.252018,0.211405,0.762007,0.0655545,0.277682,0.0665657
1804,810.176,2,5.15827,20.6515,5.95823,25.6788,0.040641,0.255781,0.209075,0.75876,0.0679013,0.27823,0.0667317
1805,804.758,2,5.16196,20.5942,5.87861,25.7261,0.040641,0.254388,0.219044,0.741297,0.0662136,0.277247,0.0667445
1806,804.432,2,5.15159,20.569,5.81965,25.6527,0.040641,0.255152,0.219317,0.736817,0.0664405,0.277027,0.06654
1807,802.224,2,5.15259,20.8327,5.69524,25.648,0.0405501,0.256581,0.222757,0.74417,0.0636459,0.277327,0.066185
1808,798.358,2,5.15041,20.8257,5.63128,25.6723,0.0407287,0.256237,0.223976,0.738328,0.0632523,0.277891,0.0654052
1809,802.307,2,5.15542,20.9167,5.70215,25.7161,0.0407287,0.256276,0.225765,0.73251,0.0648328,0.280819,0.0645061
1810,809.412,2,5.14289,20.8636,5.62156,25.7302,0.0390779,0.255971,0.222254,0.736986,0.0666581,0.282193,0.0649699
1811,803.046,2,5.15431,20.9264,5.68193,25.7859,0.0399022,0.255347,0.222668,0.748417,0.0656092,0.281165,0.0649591
1812,803.017,2,5.15458,20.9414,5.58517,25.7303,0.0400716,0.254773,0.226047,0.747674,0.0674403,0.281681,0.0643302
1813,807.096,2,5.14222,20.9709,5.49661,25.6814,0.0404904,0.25581,0.21888,0.724591,0.0677317,0.282294,0.065072
1814,811.166,2,5.15317,21.1177,5.47195,25.6274,0.041321,0.255909,0.225211,0.720849,0.0688285,0.281076,0.0656661
1815,793.522,2,5.15357,21.1282,5.48465,25.6362,0.0408009,0.255769,0.222995,0.714684,0.0656425,0.280161,0.0649904
1816,796.755,2,5.15228,21.2328,5.49744,25.602,0.0411333,0.257022,0.22359,0.697435,0.0626266,0.279604,0.0650794
1817,803.924,2,5.16197,21.1744,5.56003,25.5686,0.0407959,0.25556,0.224907,0.69746,0.0641621,0.278801,0.0653947
1818,803.58,2,5.16424,21.307,5.50816,25.36,0.0411222,0.255708,0.227831,0.677589,0.065383,0.278197,0.0657159
1819,805.626,2,5.16437,21.2907,5.58548,25.3617,0.0425491,0.255983,0.225442,0.697544,0.0645874,0.27782,0.0660592
1820,801.989,2,5.1646,21.1628,5.60837,25.3538,0.0422097,0.256315,0.22307,0.711529,0.0616917,0.278385,0.0661505
1821,792.787,2,5.15892,21.0097,5.63334,25.3689,0.0418761,0.255545,0.22255,0.72351,0.0571746,0.278878,0.065589
1822,803.892,2,5.16045,21.1447,5.54258,25.4009,0.0431363,0.254339,0.22332,0.729011,0.0556553,0.278742,0.0662302
1823,802.739,2,5.15993,21.1698,5.53968,25.3428,0.0434655,0.254033,0.222213,0.734043,0.0540123,0.279217,0.0665726
1824,801.744,2,5.15769,21.0065,5.70436,25.4169,0.0443565,0.25663,0.216669,0.741388,0.0548889,0.280547,0.066136
1825,798.373,2,5.16806,20.9317,5.76849,25.3654,0.0439334,0.257356,0.215213,0.738268,0.053878,0.279592,0.0662811
1826,799.927,2,5.17052,20.8707,5.88538,25.4168,0.0440971,0.25657,0.210563,0.748231,0.0525607,0.27842,0.0668266
1827,801.079,2,5.17571,20.8912,5.8474,25.4602,0.0440971,0.258805,0.217664,0.733337,0.0555917,0.279141,0.0659933
1828,804.162,2,5.17445,20.8828,5.83618,25.4672,0.0434384,0.257062,0.220369,0.710942,0.0580378,0.278064,0.0664559
1829,805.273,2,5.17671,20.8914,5.79033,25.4598,0.0425487,0.257369,0.218646,0.701488,0.0598438,0.27849,0.0666186
1830,797.979,2,5.17083,21.0259,5.70168,25.5559,0.0420041,0.257281,0.219727,0.691241,0.0597103,0.27752,0.0665015
1831,808.08,2,5.16521,20.8254,5.7669,25.5633,0.0417017,0.256813,0.220943,0.703508,0.0619718,0.277396,0.0666449
1832,807.479,2,5.15912,20.8273,5.74975,25.5347,0.0415537,0.25759,0.222734,0.703544,0.0634628,0.278495,0.066454
1833,796.663,2,5.15813,20.7819,5.72372,25.598,0.0411115,0.256382,0.221994,0.722384,0.0613165,0.278837,0.0657796
1834,801.138,2,5.15005,20.7932,5.66756,25.5513,0.0413942,0.25573,0.223531,0.737602,0.0612714,0.277831,0.0656663
1835,796.904,2,5.14445,20.8352,5.6106,25.5115,0.0419535,0.257182,0.224176,0.729691,0.0608059,0.279136,0.0649639
1836,814.359,2,5.14263,21.0134,5.5782,25.3711,0.0431912,0.257077,0.227416,0.735958,0.0615208,0.279382,0.0658439
1837,802.675,2,5.14437,21.076,5.60835,25.3931,0.0436224,0.255016,0.229362,0.727999,0.0617536,0.278136,0.0660373
1838,797.581,2,5.15151,21.0002,5.66376,25.4022,0.0428776,0.252802,0.229155,0.715258,0.0607545,0.27789,0.0659539
1839,803.663,2,5.15314,20.9366,5.63566,25.3686,0.0423001,0.252363,0.230965,0.705487,0.0604563,0.27755,0.0662895
1840,803.202,2,5.14091,20.9207,5.56522,25.4441,0.0420204,0.253009,0.233226,0.717922,0.0586121,0.278273,0.0662079
1841,797.508,2,5.14151,20.9383,5.53346,25.3819,0.0417453,0.254045,0.235569,0.722473,0.0558717,0.278536,0.0659561
1842,801.904,2,5.1478,21.007,5.58085,25.3555,0.0420113,0.255159,0.229829,0.73374,0.0578624,0.279967,0.0653935
1843,797.286,2,5.14339,21.1225,5.57438,25.3398,0.042342,0.255822,0.228618,0.738137,0.0569095,0.279006,0.065364
1844,792.762,2,5.14209,21.1127,5.56856,25.3648,0.0428668,0.256585,0.231572,0.73341,0.055365,0.278763,0.0649282
1845,789.332,2,5.13987,21.0859,5.48582,25.3976,0.0425283,0.25753,0.230454,0.722681,0.0538657,0.278832,0.0645525
1846,786.862,2,5.14099,21.0585,5.44426,25.4313,0.0425283,0.256236,0.22662,0.704583,0.05177,0.277969,0.0647867
1847,780.569,2,5.14174,21.0374,5.45291,25.4536,0.042463,0.256627,0.227437,0.697473,0.0490932,0.279113,0.0639701
1848,792.346,2,5.15349,21.1675,5.49519,25.4213,0.0432161,0.25735,0.229489,0.693089,0.0484825,0.278383,0.0643004
1849,797.923,2,5.16226,21.1708,5.57752,25.4499,0.0430199,0.256992,0.229879,0.69732,0.0480757,0.277775,0.065015
1850,801.275,2,5.16073,21.1824,5.61884,25.5513,0.0424314,0.257133,0.228479,0.697936,0.047705,0.278488,0.0656708
1851,799.736,2,5.16184,21.1975,5.66135,25.4941,0.04452,0.25501,0.229691,0.687034,0.0479075,0.278082,0.0662636
1852,793.821,2,5.16776,21.1238,5.69938,25.5092,0.0442576,0.256179,0.226282,0.683214,0.0478697,0.278246,0.0662116
1853,793.981,2,5.17237,21.0649,5.76869,25.5089,0.0434674,0.257672,0.229355,0.67581,0.0463923,0.277904,0.0664149
1854,790.055,2,5.16833,21.0687,5.71881,25.4598,0.0432161,0.257193,0.226158,0.667856,0.0460813,0.277284,0.0664903
1855,804.894,2,5.1776,21.1427,5.73834,25.4358,0.0430929,0.256557,0.227242,0.683387,0.0477957,0.277227,0.0667849
1856,804.892,2,5.1759,21.0569,5.74876,25.4119,0.0427245,0.256119,0.234819,0.704679,0.0490168,0.277533,0.0665479
1857,804.796,2,5.17317,21.0068,5.72272,25.4304,0.0430183,0.256223,0.240086,0.705841,0.0490107,0.278165,0.0666573
1858,813.444,2,5.16828,20.9539,5.66098,25.3872,0.042535,0.254674,0.240214,0.714821,0.0503901,0.278918,0.0672033
1859,803.037,2,5.16666,20.9006,5.71888,25.3861,0.0431024,0.254025,0.239939,0.707304,0.0523077,0.278358,0.0671215
1860,801.605,2,5.16261,20.909,5.73591,25.4184,0.04356,0.253275,0.237125,0.710321,0.0537696,0.277558,0.0670427
1861,798.312,2,5.15977,20.9681,5.68762,25.4258,0.0428397,0.254014,0.228344,0.708028,0.0519267,0.277814,0.0674016
1862,794.82,2,5.1545,21.026,5.58659,25.436,0.0423766,0.254895,0.227942,0.697571,0.0525539,0.278929,0.0666353
1863,784.342,2,5.15357,21.0402,5.55144,25.465,0.0422086,0.254829,0.223074,0.683267,0.0505687,0.278985,0.0662703
1864,788.877,2,5.14882,21.12,5.48245,25.4645,0.0420983,0.25469,0.221136,0.678083,0.0495684,0.278731,0.0661165
1865,785.818,2,5.15195,21.2293,5.4601,25.459,0.0424189,0.254864,0.222576,0.672133,0.0490031,0.279164,0.0654657
1866,785.984,2,5.15431,21.3602,5.41711,25.4852,0.0426332,0.255079,0.220037,0.654608,0.0478968,0.279336,0.0654978
1867,791.481,2,5.15759,21.2873,5.46343,25.5322,0.0427404,0.254422,0.220885,0.648363,0.0481733,0.279229,0.0655082
1868,795.647,2,5.15716,21.1972,5.53238,25.5035,0.042633,0.255388,0.220662,0.652571,0.04743,0.278631,0.0659667
1869,799.025,2,5.15886,21.1067,5.56988,25.5122,0.042633,0.255448,0.221119,0.671809,0.0471389,0.279005,0.0660893
1870,806.746,2,5.1588,21.0974,5.5805,25.4759,0.042633,0.256267,0.220501,0.688667,0.048303,0.279736,0.0663235
1871,802.851,2,5.15715,21.1439,5.59451,25.4251,0.0431386,0.257032,0.217342,0.687444,0.0505963,0.279807,0.0664207
1872,786.503,2,5.15836,21.1922,5.53808,25.3845,0.0426613,0.256506,0.214592,0.684629,0.0509313,0.279078,0.0659708
1873,793.771,2,5.15706,21.244,5.48089,25.3629,0.0424562,0.255503,0.218722,0.676751,0.0496818,0.279446,0.06599
1874,795.302,2,5.16039,21.2416,5.48517,25.3547,0.0420477,0.254474,0.219653,0.677504,0.0484762,0.278766,0.0663888
1875,791.489,2,5.16443,21.2462,5.44969,25.3741,0.0428951,0.253163,0.221735,0.677659,0.0482869,0.278635,0.0661486
1876,789.169,2,5.16324,21.2923,5.40358,25.3287,0.0428951,0.252964,0.222572,0.67562,0.0469038,0.278827,0.0660565
1877,788.454,2,5.15784,21.3046,5.35965,25.3322,0.0426466,0.253225,0.223484,0.675581,0.0458832,0.279297,0.0658018
1878,788.726,2,5.15022,21.235,5.37713,25.348,0.0422521,0.252884,0.222203,0.676347,0.0444252,0.277923,0.0662553
1879,786.951,2,5.15486,21.2056,5.4032,25.3322,0.0422521,0.252697,0.224187,0.679026,0.0437871,0.277842,0.0659826
1880,793.515,2,5.15038,21.2126,5.39046,25.3446,0.0423455,0.253544,0.226357,0.674948,0.0454672,0.27838,0.06559
1881,786.781,2,5.1551,21.2385,5.38742,25.336,0.0423455,0.254432,0.22827,0.673602,0.0456778,0.278403,0.0651619
1882,792.842,2,5.15647,21.2627,5.36996,25.2754,0.0424374,0.254757,0.22573,0.670634,0.0452797,0.277819,0.0656394
1883,803.04,2,5.16108,21.2951,5.41121,25.2272,0.0424374,0.255942,0.225055,0.680137,0.0456323,0.278085,0.0660576
1884,801.663,2,5.16559,21.3195,5.39073,25.2399,0.0422542,0.255178,0.225051,0.686317,0.0456312,0.277511,0.06664
1885,794.908,2,5.16494,21.326,5.42248,25.2599,0.0429426,0.255684,0.224514,0.699273,0.0455919,0.277871,0.0663968
1886,794.628,2,5.16689,21.2876,5.46661,25.301,0.0437596,0.2554,0.222164,0.708962,0.0452184,0.278263,0.0663444
1887,791.661,2,5.16542,21.2551,5.51854,25.2822,0.0449503,0.25482,0.223502,0.706893,0.0440358,0.278205,0.0664106
1888,791.256,2,5.16501,21.2732,5.52035,25.2707,0.0445253,0.255628,0.222336,0.706534,0.0438363,0.278531,0.0662526
1889,793.834,2,5.16803,21.2358,5.52411,25.2394,0.0437207,0.255551,0.222055,0.705434,0.0446027,0.277912,0.0662888
1890,787.998,2,5.16551,21.2005,5.52443,25.2648,0.0437207,0.255829,0.222368,0.695627,0.0441485,0.278563,0.0660272
1891,788.741,2,5.16203,21.1969,5.48681,25.2823,0.0431348,0.255972,0.218727,0.689888,0.0439037,0.279324,0.0659225
1892,785.689,2,5.15617,21.2485,5.42867,25.2843,0.0434687,0.255633,0.217024,0.680654,0.0428938,0.279835,0.065886
1893,793.091,2,5.15526,21.2395,5.41252,25.3014,0.0431218,0.255842,0.215073,0.680692,0.0441153,0.280607,0.0656328
1894,787.497,2,5.15195,21.2421,5.38123,25.3255,0.0429957,0.256149,0.214303,0.681777,0.0448228,0.280697,0.0652649
1895,787.581,2,5.15078,21.2314,5.37522,25.3378,0.0433187,0.256295,0.21506,0.677003,0.0444978,0.280774,0.0651682
1896,795.014,2,5.15377,21.2272,5.43612,25.3503,0.0428971,0.256083,0.217927,0.674277,0.0440585,0.280485,0.0654999
1897,788.023,2,5.16018,21.2109,5.51262,25.4088,0.042526,0.256166,0.218443,0.672588,0.0443859,0.280205,0.0653448
1898,791.378,2,5.16043,21.1848,5.54777,25.4418,0.0423663,0.255761,0.218138,0.674233,0.0450878,0.280175,0.0652592
1899,794.127,2,5.15809,21.2054,5.55292,25.4643,0.0422484,0.257074,0.217242,0.673403,0.0454131,0.280134,0.0653701
1900,802.94,2,5.16074,21.1308,5.593,25.4937,0.041974,0.257831,0.216513,0.676378,0.0457203,0.280153,0.0658386
1901,796.343,2,5.16649,21.0479,5.67908,25.4907,0.0414645,0.258519,0.216524,0.682419,0.0454944,0.279937,0.0660003
1902,799.723,2,5.1662,20.9549,5.73065,25.518,0.0413148,0.259608,0.217354,0.686778,0.0451511,0.280027,0.0662248
1903,799.355,2,5.16831,20.8956,5.76056,25.5109,0.0412414,0.259493,0.218869,0.698112,0.0460715,0.280181,0.0660242
1904,792.03,2,5.16756,20.8409,5.77652,25.5034,0.040984,0.25875,0.21772,0.708756,0.0466445,0.27999,0.0657458
1905,801.683,2,5.16717,20.8634,5.76097,25.4821,0.0413976,0.257675,0.215982,0.703347,0.0470902,0.279746,0.0662202
1906,792.23,2,5.16475,20.9468,5.73086,25.4574,0.0418113,0.257296,0.215965,0.690965,0.0471643,0.279647,0.0662478
1907,795.88,2,5.1657,20.9878,5.71132,25.4458,0.0417039,0.256783,0.215307,0.680032,0.0467765,0.279813,0.0665268
1908,800.285,2,5.16407,21.0294,5.64421,25.5107,0.0417737,0.256836,0.215788,0.675726,0.0476624,0.279897,0.0666055
1909,794.519,2,5.1618,21.0589,5.62833,25.5143,0.0417737,0.258022,0.216423,0.673605,0.0472683,0.280392,0.0664668
1910,796.968,2,5.1623,21.0791,5.63235,25.4897,0.0421745,0.257751,0.217478,0.675904,0.046507,0.280755,0.066527
1911,791.215,2,5.16157,21.1084,5.61182,25.4945,0.0423107,0.258206,0.217279,0.674589,0.0457923,0.280266,0.0665892
1912,788.311,2,5.16261,21.1403,5.56106,25.4905,0.0421024,0.25813,0.216253,0.675218,0.045616,0.279918,0.0664441
1913,792.278,2,5.15991,21.1915,5.49517,25.4681,0.042136,0.257601,0.214699,0.674825,0.0460346,0.279461,0.0664727
1914,793.674,2,5.16107,21.2035,5.47141,25.4632,0.041967,0.257044,0.216548,0.671194,0.0464677,0.279396,0.0663798
1915,794.756,2,5.15778,21.2802,5.39282,25.4763,0.042711,0.256934,0.217469,0.665389,0.0459446,0.27971,0.0664868
1916,797.27,2,5.15749,21.3225,5.36765,25.4565,0.042711,0.256666,0.218305,0.665688,0.0459088,0.278878,0.0667889
1917,792.359,2,5.15638,21.3722,5.31329,25.4894,0.0427763,0.256769,0.219046,0.662378,0.0458464,0.278819,0.0667332
1918,788.543,2,5.15729,21.3927,5.2904,25.4852,0.0426448,0.256799,0.220013,0.658588,0.0455128,0.279132,0.0665031
1919,794.441,2,5.15782,21.3996,5.29008,25.5136,0.0425478,0.255911,0.220833,0.662003,0.0457156,0.278697,0.0665492
1920,796.621,2,5.15536,21.3801,5.28191,25.5049,0.0425478,0.256177,0.224383,0.665638,0.0466325,0.278697,0.0662677
1921,789.798,2,5.15515,21.3792,5.28873,25.5024,0.0426102,0.255915,0.224475,0.664683,0.0464604,0.278713,0.0661473
1922,790.632,2,5.15565,21.3586,5.31184,25.5176,0.0427333,0.255977,0.225182,0.662103,0.0457344,0.278794,0.0661657
1923,792.154,2,5.15598,21.3454,5.36112,25.5109,0.0431505,0.255578,0.226521,0.659214,0.0458791,0.278456,0.0661602
1924,805.346,2,5.1564,21.3343,5.37985,25.5421,0.043212,0.255355,0.228666,0.654889,0.0454882,0.278166,0.066759
1925,792.383,2,5.15385,21.3008,5.414,25.5909,0.0434517,0.255632,0.231158,0.654647,0.0454494,0.27828,0.0665436
1926,798.388,2,5.15419,21.2556,5.44718,25.6114,0.0435723,0.255238,0.23218,0.661202,0.0459461,0.278431,0.066434
1927,793.639,2,5.15267,21.209,5.44634,25.6076,0.0434809,0.255346,0.231448,0.665317,0.0455253,0.279372,0.0662218
1928,791.22,2,5.1511,21.1611,5.45838,25.6114,0.0435698,0.255491,0.231509,0.667957,0.0454719,0.280388,0.065814
1929,787.439,2,5.15079,21.1944,5.44075,25.6246,0.0435698,0.254385,0.233599,0.668009,0.0449829,0.280177,0.0656714
1930,789.623,2,5.14865,21.2022,5.40904,25.5992,0.0435108,0.253912,0.233588,0.670993,0.0446772,0.280912,0.065409
1931,792.386,2,5.14653,21.1732,5.38427,25.5838,0.0433936,0.253261,0.233939,0.674304,0.0448521,0.281013,0.0652959
1932,793.699,2,5.1448,21.1669,5.39495,25.5763,0.0436178,0.253241,0.233114,0.675311,0.0453068,0.280568,0.0653386
1933,790.186,2,5.14515,21.1777,5.37464,25.5629,0.0434441,0.253228,0.231733,0.675239,0.0454186,0.280322,0.0653333
1934,792.186,2,5.14765,21.2303,5.36387,25.5838,0.0433593,0.253275,0.231324,0.671327,0.0454986,0.280273,0.0653839
1935,784.015,2,5.14658,21.2195,5.39068,25.5994,0.0432471,0.253772,0.231151,0.669009,0.0450254,0.280267,0.0652094
1936,778.994,2,5.14775,21.2131,5.36784,25.6092,0.0431921,0.253631,0.233368,0.663726,0.0448236,0.280002,0.0648563
1937,787.678,2,5.14885,21.186,5.37448,25.6078,0.043027,0.253711,0.234672,0.660769,0.044859,0.280002,0.0647417
1938,792.209,2,5.14823,21.2219,5.3267,25.6246,0.0431587,0.253884,0.236445,0.657807,0.0452402,0.280123,0.0646647
1939,786.841,2,5.1454,21.2329,5.2992,25.6357,0.0433152,0.254121,0.234915,0.654342,0.0454033,0.279985,0.064646
1940,795.421,2,5.14387,21.2242,5.29212,25.6115,0.0433152,0.253739,0.234852,0.655557,0.0459546,0.279912,0.0647233
1941,786.095,2,5.14241,21.2288,5.28338,25.6126,0.0432628,0.253688,0.233935,0.652906,0.0457671,0.279752,0.0647329
1942,788.699,2,5.14348,21.2252,5.30793,25.6093,0.0431586,0.253768,0.233614,0.655281,0.0455545,0.279543,0.0647576
1943,786.946,2,5.14371,21.203,5.3363,25.6229,0.0430558,0.253607,0.23305,0.656559,0.0456574,0.27919,0.0647332
1944,796.877,2,5.14568,21.1845,5.33145,25.5901,0.0429285,0.25405,0.234045,0.661561,0.04568,0.279613,0.0647315
1945,799.965,2,5.14376,21.1332,5.35716,25.5924,0.0429532,0.254545,0.234842,0.666933,0.0463559,0.279731,0.0647357
1946,805.919,2,5.14647,21.0982,5.37725,25.6298,0.042854,0.255418,0.234293,0.670226,0.0466132,0.280281,0.064947
1947,792.455,2,5.14619,21.096,5.36844,25.6198,0.0428053,0.256259,0.235262,0.670898,0.0463475,0.280756,0.0648086
1948,786.382,2,5.14466,21.1037,5.3658,25.613,0.0429929,0.25645,0.235469,0.669153,0.0462157,0.280666,0.0646714
1949,788.484,2,5.14564,21.1316,5.35301,25.6135,0.0428966,0.256262,0.235248,0.670932,0.0460321,0.280573,0.0646187
1950,791.299,2,5.14561,21.1463,5.33525,25.6228,0.0428493,0.256274,0.235295,0.67107,0.0463726,0.280559,0.0645371
1951,782.581,2,5.14599,21.1492,5.32699,25.6441,0.0427552,0.255927,0.23602,0.666428,0.0464926,0.280176,0.0643843
1952,793,2,5.14789,21.1378,5.34404,25.6574,0.0428461,0.255821,0.236967,0.663695,0.0474081,0.280392,0.0642149
1953,794.495,2,5.14915,21.1648,5.32708,25.671,0.0427072,0.255768,0.23903,0.663604,0.047743,0.280593,0.0641274
1954,784.343,2,5.15183,21.1704,5.34139,25.6909,0.0424283,0.255708,0.237284,0.66266,0.0475272,0.280447,0.064093
1955,785.552,2,5.15343,21.2055,5.3406,25.6781,0.0422935,0.255684,0.23695,0.662343,0.0470417,0.280371,0.0640835
1956,801.43,2,5.15547,21.2193,5.35227,25.6741,0.0420693,0.255823,0.235413,0.662422,0.0476223,0.280232,0.0643578
1957,788.619,2,5.15463,21.2037,5.35014,25.6807,0.0419826,0.256477,0.2342,0.662809,0.0473855,0.280478,0.0642967
1958,793.729,2,5.15265,21.2016,5.34032,25.6654,0.0423464,0.25659,0.233684,0.660704,0.0480093,0.280515,0.0642796
1959,787.423,2,5.15216,21.1924,5.3359,25.6917,0.0421063,0.256697,0.233113,0.662073,0.0476004,0.280429,0.064277
1960,798.863,2,5.15118,21.1859,5.34323,25.6961,0.0419793,0.256581,0.233336,0.662833,0.0477143,0.280733,0.0643842
1961,804.886,2,5.14901,21.1843,5.33921,25.6981,0.0421401,0.256646,0.23369,0.664497,0.0479307,0.281084,0.0645662
1962,794.614,2,5.14865,21.1877,5.33197,25.6915,0.0422803,0.256129,0.23391,0.664091,0.0479164,0.280718,0.0647148
