rep,ID,eta_Cl_simulated,eta_V1_simulated,eta_Q2_simulated,eta_V2_simulated,eta_Q3_simulated,eta_V3_simulated,split,color,filter
3,7,0.0961624,-0.0664418,-2.2223,-0.0627756,4.12031,6.48645,All,#4682B4,0
4,7,0.186506,0.0991849,-1.85287,-0.118724,5.28998,-5.72279,All,#4682B4,0
5,7,0.138301,0.0850312,-1.94417,0.808692,4.8554,-10.1055,All,#4682B4,0
6,7,0.156557,0.0746124,-1.34989,0.663418,-11.8287,9.58105,All,#4682B4,0
7,7,0.102462,0.032501,-1.34371,0.931817,-2.32091,6.86034,All,#4682B4,0
8,7,0.180171,0.108417,-2.29061,-0.131109,-5.9442,2.51521,All,#4682B4,0
9,7,0.112275,0.0336399,-2.40862,-0.562028,4.30459,12.7086,All,#4682B4,0
10,7,0.10529,0.0656378,-2.20494,0.0360222,0.627698,6.53556,All,#4682B4,0
1,8,0.2507,-0.0641601,0.100219,0.0272813,6.42374,-4.27246,All,#4682B4,0
2,8,0.269037,0.00851235,0.215112,0.0524989,3.97911,-3.17572,All,#4682B4,0
3,8,0.258822,-0.0581522,0.0439686,-0.203578,4.75654,-0.256494,All,#4682B4,0
4,8,0.196394,-0.163986,-0.34326,-0.356206,5.85947,-5.15822,All,#4682B4,0
5,8,0.290887,0.00478684,0.122444,-0.542977,1.90109,-7.59455,All,#4682B4,0
6,8,0.283118,0.123491,-0.161195,-0.0340966,6.26224,-6.04808,All,#4682B4,0
7,8,0.372796,0.0332027,0.297865,-0.256156,2.9984,0.558202,All,#4682B4,0
8,8,0.286324,-0.0936499,-0.22342,-0.136758,7.41631,7.2706,All,#4682B4,0
9,8,0.325684,0.141104,-0.387339,-0.1089,-13.1735,0.79974,All,#4682B4,0
10,8,0.254613,-0.0421965,-0.243198,-0.292738,-8.95145,-7.60313,All,#4682B4,0
1,9,-0.0510461,-0.148724,0.667372,-0.0175053,-3.86307,-3.07426,All,#4682B4,0
2,9,-0.00272701,-0.0260753,0.875578,0.156405,-1.61531,3.09473,All,#4682B4,0
3,9,-0.000999643,-0.0394673,1.02126,0.0523899,-7.9441,-1.51972,All,#4682B4,0
4,9,-0.0902717,-0.153466,0.528347,-0.880532,-2.60573,1.19342,All,#4682B4,0
5,9,0.0145545,-0.046112,0.863794,-0.188765,1.99018,5.43771,All,#4682B4,0
6,9,0.0128294,0.0502496,0.395333,0.245643,-2.43903,-0.348776,All,#4682B4,0
7,9,-0.0167576,0.0189539,0.517789,-0.213512,4.84341,-1.28424,All,#4682B4,0
8,9,-0.0276526,0.0539999,0.360912,0.241082,4.19376,1.38766,All,#4682B4,0
9,9,0.0320463,0.0226751,0.667409,0.213122,-1.54094,3.20007,All,#4682B4,0
10,9,0.0100923,-0.102126,0.508961,-0.125176,-6.75734,-3.11209,All,#4682B4,0
1,10,-0.395849,-0.0237202,-0.903586,-0.725138,3.58094,1.43936,All,#4682B4,0
2,10,-0.41413,-0.098526,-0.28414,-0.0313514,8.52227,-3.64841,All,#4682B4,0
3,10,-0.431744,-0.00670322,-0.650632,-0.169327,-1.88002,-0.0858488,All,#4682B4,0
4,10,-0.401662,-0.09103,-0.460361,0.0329353,-1.19575,7.70278,All,#4682B4,0
5,10,-0.436271,-0.0756805,-1.08535,-0.19303,0.699359,-2.2526,All,#4682B4,0
6,10,-0.369841,-0.107472,-0.541815,-0.496497,0.471547,-5.585,All,#4682B4,0
7,10,-0.470451,-0.11419,-1.07866,-0.155781,-4.1103,2.93447,All,#4682B4,0
8,10,-0.355095,-0.0701218,-0.729884,-0.328732,-0.588802,-9.33907,All,#4682B4,0
9,10,-0.411061,-0.00983564,-0.914342,-0.230652,9.35058,7.46525,All,#4682B4,0
10,10,-0.38813,-0.0567343,-0.282205,0.144577,-6.69188,2.3631,All,#4682B4,0
1,11,0.177525,-0.054995,0.197546,-0.291069,-5.92171,3.59117,All,#4682B4,0
2,11,0.192676,-0.160707,0.817734,-0.297459,10.7199,-4.22183,All,#4682B4,0
3,11,0.246896,0.0275932,0.469404,-0.0701066,9.71116,-7.70172,All,#4682B4,0
4,11,0.158022,0.0164693,0.175192,0.0604689,-3.59506,3.84572,All,#4682B4,0
5,11,0.265872,-0.0429087,1.21962,-0.564591,-2.50431,-4.05266,All,#4682B4,0
6,11,0.193251,0.0354187,-0.389839,-0.0625181,0.714439,-5.824,All,#4682B4,0
7,11,0.162508,-0.0441982,0.0691167,0.169834,9.52653,-12.235,All,#4682B4,0
8,11,0.150055,0.0373383,-0.0816078,-0.47307,6.71438,7.51062,All,#4682B4,0
9,11,0.228207,0.0522915,0.619397,-0.247004,13.4055,-4.31051,All,#4682B4,0
10,11,0.178012,-0.204897,1.3056,-0.62593,1.18211,9.2662,All,#4682B4,0
1,12,-0.0346446,-0.0185806,0.463257,-0.16047,-7.07334,-3.27969,All,#4682B4,0
2,12,-0.0799494,0.0833094,0.714022,-0.12153,3.72367,12.2183,All,#4682B4,0
3,12,-0.0651536,-0.0509737,0.153621,-0.340113,6.54066,9.0031,All,#4682B4,0
4,12,-0.0870043,-0.00789145,0.522783,-0.0225033,3.46247,3.00393,All,#4682B4,0
5,12,-0.0380965,0.0364731,0.555398,-0.402509,-3.86402,-18.9987,All,#4682B4,0
6,12,-0.00238132,0.064584,0.989491,0.244148,-1.08801,-6.61528,All,#4682B4,0
7,12,-0.0544463,0.0655376,0.315601,-0.576491,4.44303,0.619715,All,#4682B4,0
8,12,-0.103826,-0.0376651,0.282532,0.301062,1.61902,-2.23956,All,#4682B4,0
9,12,0.0041918,0.0922312,1.26565,-0.230994,1.25481,6.24208,All,#4682B4,0
10,12,-0.0490453,-0.0221254,0.394031,0.25136,-6.03255,18.3173,All,#4682B4,0
1,13,-0.0500829,-0.0521962,-0.0418311,-0.498923,-5.41746,0.963318,All,#4682B4,0
2,13,0.0302797,0.128743,-0.216968,-0.144196,1.76658,10.8648,All,#4682B4,0
3,13,0.0437188,-0.0196998,0.820156,-0.541623,-5.84004,-3.62854,All,#4682B4,0
4,13,-0.0466514,0.151696,0.0891617,0.92495,-0.281557,-9.29745,All,#4682B4,0
5,13,0.0151682,0.114184,-0.201182,-0.186329,8.69348,-2.83821,All,#4682B4,0
6,13,0.0623047,0.0408867,0.061407,-0.322569,6.34803,10.9531,All,#4682B4,0
7,13,-0.0299997,-0.00964631,0.199467,0.232966,-4.72081,7.89484,All,#4682B4,0
8,13,-0.0261517,0.0258551,-0.235033,-0.605219,4.22108,-4.38855,All,#4682B4,0
9,13,0.0056955,-0.00251558,0.542301,-0.362428,8.55194,2.7481,All,#4682B4,0
10,13,0.0199784,-0.0663141,0.784086,-0.479011,-2.73348,9.44317,All,#4682B4,0
1,14,0.231327,0.0182831,-0.433745,-0.793915,-2.52854,6.43295,All,#4682B4,0
2,14,0.140055,0.00448976,-1.18265,0.275832,3.3177,2.72356,All,#4682B4,0
3,14,0.220737,0.115153,-1.72503,-0.840374,3.84384,-10.1602,All,#4682B4,0
4,14,0.102856,0.0685122,-1.27975,0.753138,-4.89499,6.86142,All,#4682B4,0
5,14,0.144169,0.00114515,-1.36699,-0.238223,10.9501,-0.568678,All,#4682B4,0
6,14,0.226125,0.107144,-0.658568,-0.620369,1.95095,4.7362,All,#4682B4,0
7,14,0.171421,0.0319151,-0.891479,-0.358062,-11.2241,-3.12936,All,#4682B4,0
8,14,0.208255,-0.0238341,-0.669133,-0.221847,4.70618,-6.16645,All,#4682B4,0
9,14,0.181804,0.0207125,-0.669455,0.300456,-2.14108,-3.45065,All,#4682B4,0
10,14,0.161342,0.0823041,-1.59996,0.0213181,-0.824302,-0.506344,All,#4682B4,0
