iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q
87,5.2598,0.0312879,21.3607,0.106754,6.29788,0.275937
88,5.26013,0.0312574,21.3638,0.106656,6.3037,0.276253
89,5.26078,0.0312912,21.372,0.106568,6.30405,0.27644
90,5.26135,0.0313419,21.378,0.106462,6.30091,0.276369
91,5.26173,0.0313672,21.387,0.106436,6.29473,0.276304
92,5.26209,0.0313536,21.3935,0.106295,6.29267,0.276835
93,5.26242,0.03136,21.3949,0.10614,6.28969,0.276945
94,5.26292,0.0313801,21.3989,0.106148,6.28414,0.277249
95,5.26299,0.0313888,21.3967,0.10609,6.28255,0.277891
96,5.26317,0.0313484,21.3988,0.105969,6.27933,0.277696
97,5.26334,0.0313117,21.3972,0.106026,6.2788,0.277666
98,5.26369,0.0313203,21.3971,0.105998,6.27517,0.278238
99,5.26389,0.0313904,21.3984,0.106245,6.26853,0.27891
100,5.26402,0.0313982,21.4017,0.106435,6.26322,0.279156
101,5.26435,0.0313697,21.4045,0.106359,6.26284,0.279076
102,5.26441,0.0313282,21.404,0.106119,6.26007,0.279173
103,5.26445,0.031337,21.4047,0.105927,6.26127,0.279362
104,5.26442,0.0313926,21.4062,0.105773,6.2576,0.27959
105,5.26422,0.031468,21.4084,0.105817,6.25264,0.279748
106,5.26442,0.0314975,21.4098,0.105833,6.25188,0.2797
107,5.26432,0.0314943,21.4098,0.105822,6.24931,0.279606
108,5.26426,0.0314566,21.4071,0.105746,6.25013,0.279331
109,5.26423,0.0314417,21.4093,0.105764,6.2503,0.279181
110,5.2643,0.031442,21.4134,0.105737,6.25072,0.278844
111,5.26407,0.0314595,21.4134,0.105836,6.24686,0.278776
112,5.2641,0.0314694,21.4171,0.105817,6.24289,0.279015
113,5.26374,0.0315051,21.4199,0.105844,6.2402,0.278871
114,5.26355,0.0315191,21.4204,0.105861,6.23928,0.278674
115,5.26312,0.0315289,21.4186,0.105853,6.2418,0.27857
116,5.26273,0.0315177,21.4156,0.105933,6.24218,0.27843
117,5.26258,0.0315324,21.415,0.105887,6.24296,0.278165
