iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,a,b
35,518.977,1,0.959464,1.95411,25.2847,6.27197,728.512,0.627181,0.627181,0.451336,0,0.174825,0.0524474
36,514.01,1,1.05018,1.68378,25.865,6.00872,737.618,0.61358,0.6113,0.439908,0,0.166083,0.049825
37,500.754,1,0.930573,1.88166,25.6505,6.09867,771.041,0.598044,0.595821,0.42877,0,0.157779,0.0473338
38,482.826,1,0.816755,1.89047,23.8627,6.31303,776.764,0.582901,0.580735,0.417913,0,0.14989,0.0449671
39,471.06,1,0.824117,1.6705,25.1958,6.27827,813.175,0.579808,0.56603,0.407331,0,0.142396,0.0427187
40,473.675,1,0.870639,1.58011,25.5186,6.04194,803.328,0.626209,0.551698,0.399387,0,0.135276,0.0405828
41,455.812,1,0.893879,1.53738,25.965,6.19507,802.7,0.610353,0.537729,0.389274,0,0.128512,0.0385536
42,449.514,1,0.831503,1.83653,25.7572,6.2397,800.819,0.623162,0.524113,0.379418,0,0.122087,0.036626
43,446.239,1,0.769782,1.93431,25.9834,6.39805,791.747,0.696203,0.510842,0.369811,0,0.115982,0.0347947
44,440.452,1,0.742329,2.27469,24.9815,6.17003,796.541,0.771963,0.497908,0.360447,0,0.110183,0.0330549
45,439.699,1,0.793899,1.69705,24.6196,6.20263,775.694,0.752416,0.4853,0.35132,0,0.104674,0.0314022
46,427.111,1,0.897304,1.64703,24.5505,6.01171,771.149,0.733364,0.473012,0.365382,0,0.0994403,0.0298321
47,416.411,1,0.933378,1.77095,24.001,5.9104,758.949,0.714795,0.461035,0.35613,0,0.0944682,0.0283405
48,406.052,1,0.97154,1.50786,24.3435,5.98876,735.232,0.696696,0.449362,0.347113,0,0.0897448,0.0269234
49,398.46,1,0.975865,1.51581,24.9392,5.93704,749.305,0.711816,0.437984,0.338324,0,0.0852576,0.0255773
50,392.848,1,0.978815,1.71471,24.8037,5.82533,746.231,0.706099,0.426894,0.361684,0,0.0809947,0.0242984
51,393.917,1,0.909195,1.93181,24.5535,6.06255,731.656,0.759798,0.416084,0.352526,0,0.076945,0.0230835
52,384.029,1,0.887928,1.67614,24.0723,6.14373,736.229,0.748036,0.405549,0.3436,0,0.0730977,0.0219293
53,381.09,1,0.860019,2.00572,24.2471,6.10648,735.367,0.798391,0.39528,0.334899,0,0.0366278,0.0318678
54,377.998,1,0.829001,2.05503,24.4575,6.21428,733.93,0.832182,0.385271,0.355826,0,2.22045e-16,0.0342223
55,372.977,1,0.834223,2.05773,24.6226,6.1295,741.098,0.85286,0.375516,0.348756,0,2.22045e-16,0.0332352
56,372.813,1,0.812276,2.12889,24.169,6.06593,746.381,0.851052,0.366008,0.34258,0,2.22045e-16,0.0333851
57,373.774,1,0.833339,2.42738,24.4486,6.03116,739.383,0.829503,0.35674,0.334293,0,2.22045e-16,0.0340181
58,373.853,1,0.853066,2.28748,24.1506,6.07164,730.141,0.844584,0.347707,0.342245,0,0.0169224,0.0330313
59,371.67,1,0.864382,2.04742,24.0867,6.01602,731.425,0.823199,0.338903,0.338008,0,2.22045e-16,0.0338349
60,371.297,1,0.898771,1.85265,24.1577,6.09779,733.139,0.802355,0.330322,0.329449,0,0.0181472,0.0334668
61,373.936,1,0.885658,1.90428,24.4068,6.12627,730.848,0.782039,0.321958,0.327562,0,0.030761,0.0325029
62,370.276,1,0.871937,1.89052,24.3457,6.26656,727.707,0.77765,0.313806,0.329801,0,0.0277243,0.0319825
63,362.378,1,0.883535,1.82963,24.9235,6.20139,730.266,0.757959,0.30586,0.325684,0,2.22045e-16,0.0330896
64,358.953,1,0.865359,1.8988,24.7153,6.22987,725.987,0.78097,0.298116,0.318681,0,2.22045e-16,0.032459
65,358.991,1,0.864215,1.96009,24.8606,6.25805,728.256,0.766479,0.290567,0.310612,0,2.22045e-16,0.0327126
66,360.494,1,0.841156,1.90957,24.4629,6.25087,732.807,0.806087,0.28321,0.310036,0,2.22045e-16,0.0329957
67,354.701,1,0.886538,1.97048,24.6515,6.27993,721.357,0.785676,0.276039,0.304296,0,2.22045e-16,0.032565
68,360.737,1,0.80591,2.04387,24.0513,6.30905,724.457,0.801262,0.269049,0.328172,0,0.0128773,0.0324049
69,356.69,1,0.8104,1.99735,24.5609,6.27772,725.801,0.784985,0.262237,0.321376,0,0.00748123,0.032005
70,351.85,1,0.802633,1.99029,24.511,6.35279,723.958,0.858514,0.255597,0.343592,0,2.22045e-16,0.0306653
71,351.673,1,0.790718,2.11579,23.8825,6.30372,714.131,0.857063,0.249125,0.34879,0,2.22045e-16,0.0306045
72,347.149,1,0.783867,1.94785,23.8283,6.42772,710.086,0.861848,0.242817,0.339958,0,2.22045e-16,0.0304958
73,347.465,1,0.792614,1.89975,24.5333,6.48273,713.9,0.852482,0.248954,0.33135,0,2.22045e-16,0.0302588
74,351.82,1,0.718948,2.03443,24.0764,6.5518,708.044,0.954165,0.24265,0.338578,0,2.22045e-16,0.0306856
75,352.47,1,0.687425,1.8912,24.0044,6.54219,706.384,1.03593,0.236506,0.344869,0,2.22045e-16,0.030487
76,350.477,1,0.663733,2.17194,23.9171,6.59905,700.659,1.03204,0.237845,0.344216,0,2.22045e-16,0.0298583
77,355.715,1,0.65351,2.47245,24.2452,6.59839,700.043,1.05241,0.233228,0.3355,0,0.0242196,0.0292198
78,353.702,1,0.658607,2.50506,23.985,6.62865,696.761,1.03035,0.227322,0.33764,-0.139401,0.0256698,0.0290404
79,351.747,1,0.660647,2.57554,23.7065,6.47391,699.823,1.02773,0.221567,0.329091,-0.13088,2.22045e-16,0.0306311
80,349.265,1,0.654668,2.80377,23.9755,6.42302,699.413,1.04497,0.226645,0.323803,-0.0600921,2.22045e-16,0.0300542
81,351.004,1,0.611356,3.06944,23.9708,6.49482,694.769,1.0929,0.227234,0.315604,-0.062483,2.22045e-16,0.0303401
82,350.539,1,0.595312,2.91103,23.86,6.55504,696.669,1.10316,0.22602,0.309013,-0.19483,2.22045e-16,0.0303344
83,350.623,1,0.561784,2.94382,23.8325,6.61952,697.145,1.1209,0.227339,0.318351,-0.130573,2.22045e-16,0.0300695
84,351.906,1,0.6042,2.98201,23.6024,6.51388,697.826,1.12456,0.228289,0.329082,0.00225803,2.22045e-16,0.0300318
85,353.767,1,0.61015,2.99541,23.7458,6.54283,699.189,1.1315,0.222509,0.325349,0.0141647,3.96247e-08,0.0305342
86,353.287,1,0.611663,3.04044,24.2368,6.58385,692.087,1.15979,0.220084,0.323656,-0.103032,2.22045e-16,0.0304253
87,350.641,1,0.5799,3.33566,23.9914,6.51708,687.356,1.21366,0.224591,0.330187,-0.0772512,0.0144464,0.0290071
88,351.383,1,0.553409,3.05554,23.5662,6.59788,684.336,1.27602,0.218905,0.321826,-0.107682,2.22045e-16,0.0299167
89,351.644,1,0.536331,3.35332,23.3887,6.60856,684.87,1.24371,0.213362,0.333385,-0.161695,2.22045e-16,0.0300287
90,355.71,1,0.520932,3.25187,23.6224,6.49264,687.546,1.33183,0.22232,0.339923,-0.254933,2.22045e-16,0.0300094
91,357.863,1,0.511784,3.23931,23.5873,6.48299,688.15,1.41026,0.230127,0.331316,-0.138116,2.22045e-16,0.030077
92,357.062,1,0.483669,3.6073,23.4707,6.53915,688.688,1.45197,0.22522,0.336371,-0.124951,2.22045e-16,0.0297182
93,359.184,1,0.532727,3.53343,23.7607,6.50347,684.114,1.4152,0.235902,0.352675,-0.153897,2.22045e-16,0.0301299
94,353.608,1,0.57324,3.57823,24.3277,6.51528,690.261,1.37937,0.24098,0.35592,-0.0979909,2.22045e-16,0.0295065
95,354.686,1,0.552335,3.61152,24.3546,6.56757,690.261,1.34444,0.236293,0.348123,-0.216352,0.0180742,0.0290251
96,354.185,1,0.538977,3.5839,23.9414,6.59936,687.295,1.3104,0.237147,0.339308,-0.128451,0.00497505,0.0297599
97,357.313,1,0.514897,3.75655,23.581,6.54759,689.308,1.31354,0.234342,0.343254,-0.0907197,1.51716e-07,0.0299251
98,366.317,1,0.505471,3.65121,23.7951,6.58603,686.212,1.38851,0.228408,0.334562,-0.0534406,2.04822e-06,0.0317781
99,359.039,1,0.529036,3.95336,24.2078,6.58452,680.784,1.35335,0.222625,0.326875,-0.109526,2.22045e-16,0.0309021
100,358.717,1,0.596967,3.7442,23.7665,6.36271,681.448,1.31908,0.230711,0.318598,-0.0693839,0.00971519,0.0305676
101,354.502,1,0.652802,3.39907,24.2891,6.38105,682.38,1.28568,0.224869,0.31723,-0.026836,2.22045e-16,0.0308555
102,354.937,1,0.648406,3.55629,24.3125,6.33055,679.515,1.25313,0.219175,0.319508,-0.120088,2.22045e-16,0.0308852
103,350.592,1,0.648506,3.48817,23.9847,6.33605,672.746,1.2214,0.213625,0.335947,-0.110647,2.22045e-16,0.0303246
104,344.63,1,0.589642,3.93923,23.7987,6.39471,669.855,1.23111,0.208216,0.327441,-0.0867454,2.22045e-16,0.0293523
105,339.099,1,0.67185,3.05723,24.0596,6.40034,671.556,1.19994,0.202944,0.329076,-0.0768754,2.22045e-16,0.0287266
106,350.731,1,0.674491,2.62972,23.8539,6.40064,669.392,1.16956,0.222556,0.333963,-0.114986,2.22045e-16,0.0298298
107,348.68,1,0.661333,2.92505,23.7331,6.45469,661.155,1.13994,0.232439,0.348444,-0.0652174,2.20504e-08,0.0292287
108,357.296,1,0.627114,3.24897,23.5803,6.48865,658.185,1.15685,0.237556,0.34371,-0.0546945,2.22045e-16,0.0304117
109,355.219,1,0.628877,3.40043,23.9247,6.5143,658.442,1.15833,0.231552,0.337709,0.00843701,0.0278087,0.0281309
110,356.837,1,0.547251,4.22464,23.5394,6.523,657.864,1.28666,0.244698,0.329158,0.0651837,0.0289355,0.027784
111,361.862,1,0.543278,4.17829,23.5135,6.42681,656.836,1.35749,0.239288,0.320824,-0.00617474,0.03386,0.0277542
112,356.575,1,0.594889,4.01572,23.449,6.47685,646.573,1.32312,0.233229,0.316555,0.0445799,0.0238315,0.0288049
113,356.539,1,0.612919,3.98438,23.098,6.46456,641.648,1.28962,0.227324,0.308539,0.0961613,0.00794541,0.0307074
114,357.197,1,0.65539,3.60676,23.6418,6.44152,642.775,1.25696,0.23325,0.332237,0.110049,0.0124007,0.0302494
115,354.008,1,0.69311,3.46781,23.8313,6.46927,641.583,1.22514,0.228251,0.334902,0.13741,2.22045e-16,0.0303119
116,357.382,1,0.687788,3.32208,23.8653,6.46398,643.024,1.19412,0.229492,0.354199,0.0673299,2.22045e-16,0.030575
117,369.515,1,0.693349,2.85525,23.9024,6.5688,642.396,1.17397,0.233379,0.34523,0.112862,0.0252625,0.0308774
118,362.915,1,0.6406,3.35262,24.0311,6.76881,643.274,1.17216,0.22747,0.336489,0.0735461,2.22045e-16,0.0317249
119,356.723,1,0.65208,2.98423,23.1772,6.80037,640.259,1.14248,0.232602,0.336248,-0.0580061,0.0310094,0.0280244
120,361.396,1,0.652952,2.97799,23.3357,6.62126,644.386,1.12769,0.248787,0.339706,0.0062431,0.0364772,0.0273523
121,363.576,1,0.658688,3.08136,23.2536,6.5398,645.518,1.14823,0.264949,0.344388,-0.0240008,0.0244266,0.0293046
122,356.969,1,0.623558,3.69515,23.3851,6.52499,645.77,1.15995,0.261163,0.343371,-0.00502623,0.0312958,0.0271407
123,357.192,1,0.642312,3.55433,23.2737,6.57675,643.374,1.13058,0.261072,0.334677,-0.124208,0.0313175,0.0276905
124,350.042,1,0.68358,3.6105,23.8286,6.4133,646.138,1.10196,0.254462,0.326203,-0.0487899,0.0159912,0.029154
125,348.449,1,0.689095,3.71833,23.8067,6.39131,647.527,1.11912,0.248019,0.317943,0.0591922,2.22045e-16,0.0297113
126,354.14,1,0.69967,3.93194,23.8957,6.36949,644.491,1.09079,0.241739,0.309893,0.0552403,5.6262e-08,0.030816
127,358.434,1,0.702035,3.91448,23.856,6.45377,637.191,1.06317,0.242646,0.302046,0.120705,0.0116405,0.0311654
128,351.319,1,0.745991,3.52054,23.6568,6.49449,634.453,1.03625,0.236502,0.310996,0.181042,2.22045e-16,0.0307002
129,348.938,1,0.736017,3.45491,23.8465,6.62255,634.019,1.01001,0.230514,0.308809,0.0613618,2.22045e-16,0.0304117
130,346.381,1,0.762178,3.43753,24.4661,6.49368,635.753,0.987017,0.224677,0.315776,0.0379236,2.22045e-16,0.0300784
131,348.964,1,0.742887,3.2879,24.0651,6.53187,640.595,0.999591,0.229991,0.30778,0.111357,2.22045e-16,0.0305287
132,349.918,1,0.704976,3.33612,23.7609,6.58484,641.346,1.0823,0.233537,0.30522,0.158781,0.0172809,0.029405
133,350.422,1,0.675819,3.54979,23.6304,6.59177,638.34,1.11625,0.227624,0.306234,-0.017627,0.010794,0.029958
134,350.636,1,0.734091,3.03651,23.2277,6.56847,627.617,1.08799,0.224167,0.319337,-0.0295177,0.0149346,0.0296642
135,343.473,1,0.763798,3.07647,23.2427,6.61183,628.353,1.06044,0.232805,0.313899,-0.050464,0.0119189,0.02902
136,342.988,1,0.747855,3.36266,23.3857,6.55665,627.739,1.03359,0.228169,0.305951,0.0591733,0.00285152,0.0296087
137,344.656,1,0.750229,3.47952,24.0727,6.60592,623.693,1.033,0.23444,0.320212,0.053041,1.59996e-06,0.0293617
138,352.68,1,0.800271,3.121,24.0009,6.61943,622.049,1.01893,0.23705,0.325922,0.0616716,2.49888e-16,0.0305494
139,347.677,1,0.793124,3.24127,24.4262,6.62561,627.516,1.00655,0.231048,0.33355,-0.023517,1.01836e-07,0.0299116
140,349.919,1,0.829027,2.98379,24.2882,6.55261,626.536,0.981065,0.225197,0.337948,-0.0476691,0.0254974,0.0288559
141,347.099,1,0.799508,3.05544,24.482,6.56413,632.593,0.965284,0.232898,0.344247,-0.0848306,0.0293482,0.027321
142,350.106,1,0.765052,3.28451,24.0701,6.49771,631.975,0.989717,0.227001,0.338701,0.0119472,0.0253481,0.0284982
143,347.393,1,0.758794,3.23297,24.2118,6.46276,630.679,1.03498,0.229963,0.342962,0.0143194,2.22045e-16,0.0295239
144,346.928,1,0.74515,3.25804,24.0169,6.39178,632.958,1.03096,0.22414,0.3632,-0.0550509,2.22045e-16,0.0294656
145,352.936,1,0.739414,3.1398,23.6767,6.43589,629.249,1.04669,0.237817,0.354004,-0.0921424,2.22045e-16,0.0300981
146,348.969,1,0.802281,2.96217,24.0096,6.60937,621.506,1.02019,0.24876,0.358514,-0.0896037,0.0245826,0.0276741
147,348.003,1,0.751355,3.16524,23.8671,6.60904,620.535,1.03973,0.248011,0.35748,-0.0719132,0.0349468,0.0255324
148,345.505,1,0.71389,3.60896,23.2966,6.57359,618.111,1.07309,0.241731,0.351675,-0.00401818,0.0296131,0.026558
149,341.395,1,0.771881,3.2277,23.3931,6.41413,625.234,1.04592,0.23603,0.34277,0.0789629,0.0134299,0.0280606
150,348.435,1,0.839204,2.88627,23.678,6.45282,623.83,1.01943,0.244415,0.357094,0.0617745,0.0166656,0.0287305
151,353.32,1,0.808948,3.04245,23.1089,6.343,625.779,0.993621,0.238226,0.352888,0.0496473,0.0158038,0.0297133
152,360.67,1,0.78521,3.03934,23.3958,6.34872,627.246,1.01246,0.248245,0.374069,0.0277542,0.033868,0.0277861
153,360.114,1,0.783714,3.23598,23.7355,6.35436,630.064,1.00071,0.24231,0.36724,0.0297664,0.0174298,0.0302944
154,350.318,1,0.773701,3.31562,23.673,6.48634,625.695,0.976256,0.238635,0.357942,-0.0127065,0.0212465,0.0287263
155,345.612,1,0.803443,3.06878,23.9593,6.44457,624.229,1.03036,0.246471,0.349737,0.0281126,1.6628e-06,0.028917
156,347.793,1,0.804857,3.02942,24.1698,6.4365,616.365,1.08073,0.258438,0.367018,-0.0457503,6.76145e-08,0.0286355
157,345.526,1,0.802256,3.21781,23.8416,6.32934,615.402,1.08059,0.253086,0.361453,0.052953,2.22045e-16,0.028414
158,340.329,1,0.80411,3.14251,23.5146,6.30633,616.243,1.0888,0.246678,0.352301,0.125125,2.22045e-16,0.0282237
159,340.212,1,0.773028,3.29721,23.6022,6.40035,612.331,1.12029,0.240432,0.347198,0.123728,2.22045e-16,0.0282817
160,347.956,1,0.773799,3.58678,23.8152,6.32625,617.594,1.12662,0.238343,0.338407,0.13593,2.22045e-16,0.0293412
161,352.552,1,0.745043,3.77847,23.8487,6.35842,620.85,1.15433,0.232308,0.335637,0.163097,2.22045e-16,0.0301018
162,355.491,1,0.743275,3.61216,24.0538,6.40129,629.824,1.15209,0.226426,0.327138,0.172202,2.22045e-16,0.0307769
163,349.33,1,0.779683,3.26817,23.8629,6.4392,625.641,1.12292,0.237164,0.33044,0.0943818,2.22045e-16,0.0296996
164,340.057,1,0.817993,2.94825,23.9807,6.40615,629.307,1.09448,0.231159,0.322073,0.0487285,2.22045e-16,0.0290527
165,343.246,1,0.788327,3.26486,23.8901,6.29373,633.302,1.09841,0.225306,0.313918,0.130857,2.22045e-16,0.0293592
166,350.439,1,0.839311,3.13564,24.0934,6.3124,627.365,1.0706,0.219601,0.305969,0.045871,2.22045e-16,0.0312444
167,347.352,1,0.836552,3.11437,23.6527,6.31248,620.503,1.04349,0.214041,0.302293,0.0350843,0.0132995,0.0304163
168,344.28,1,0.868039,2.79696,23.5997,6.41155,618.261,1.01707,0.208621,0.32147,-0.0177032,2.22045e-16,0.030296
169,349.465,1,0.865102,2.659,23.48,6.49542,614.336,0.991315,0.215875,0.31333,0.0392574,0.0208152,0.0298952
170,345.034,1,0.866788,2.88839,23.6221,6.42429,613.016,0.966214,0.236405,0.331153,-0.0520439,0.0176352,0.0288173
171,342.495,1,0.850749,2.90811,23.5254,6.52359,615.531,0.941749,0.230419,0.322768,0.00126041,0.00464361,0.0299635
172,342.061,1,0.822133,3.08726,23.3043,6.43363,623.285,0.992925,0.233511,0.314596,0.210581,2.84745e-06,0.0294605
173,336.746,1,0.804091,3.10714,23.0759,6.27778,625.902,1.00433,0.230173,0.30663,0.11212,2.22045e-16,0.0284869
174,339.402,1,0.800995,3.00128,23.1684,6.34577,622.724,1.02645,0.224345,0.312462,0.0856738,0.0139927,0.0282869
175,339.42,1,0.771596,3.42404,23.6004,6.40364,620.656,1.04944,0.230024,0.314524,0.0901038,2.22045e-16,0.0286108
176,337.799,1,0.793756,3.14595,23.7358,6.49064,618.656,1.02287,0.228018,0.309893,0.0229418,4.26003e-08,0.0287253
177,341.665,1,0.810982,2.59887,23.7688,6.53362,618.233,0.996971,0.250936,0.332172,0.0363385,4.21921e-08,0.0286178
178,338.283,1,0.828478,2.58169,23.3653,6.43427,613.041,0.994814,0.244582,0.335195,0.000735476,0.0131929,0.0277364
179,341.729,1,0.869021,2.44843,23.6948,6.40807,609.988,0.969625,0.238389,0.357284,0.0604454,2.22045e-16,0.0287553
180,344.209,1,0.921067,2.36838,23.9298,6.41389,609.273,0.945074,0.232353,0.364102,-0.0258644,0.00847965,0.0290988
181,340.866,1,0.940024,2.25648,24.0914,6.39407,614.152,0.921144,0.23894,0.354882,0.0212008,8.81174e-07,0.0289951
182,346.145,1,0.932291,2.24762,23.7541,6.32524,618.47,0.89782,0.244348,0.345897,0.101108,1.07528e-07,0.0298197
183,342.873,1,0.964801,2.11324,23.4593,6.27685,618.712,0.875087,0.241236,0.337138,0.191082,2.22045e-16,0.0296272
184,340.52,1,0.962467,2.2603,23.1609,6.25113,617.866,0.852929,0.236988,0.328602,0.194402,2.22045e-16,0.0296585
185,341.411,1,0.929157,2.48229,23.3646,6.35849,615.573,0.902462,0.232509,0.320281,0.157006,0.00311623,0.0295583
186,345.844,1,0.925552,2.50943,23.6654,6.29058,625.071,0.889057,0.226622,0.328046,0.162186,0.0231533,0.0288204
187,349.845,1,0.912775,2.60414,23.8346,6.28747,624.461,0.89492,0.232217,0.32273,0.0319593,0.008082,0.0305674
188,338.529,1,0.948284,2.51061,24.0364,6.34151,616.655,0.885223,0.240948,0.316644,0.149662,0.0076779,0.029039
189,341.294,1,0.970736,2.69271,24.4057,6.33893,619.064,0.862809,0.24779,0.308626,0.151987,2.22045e-16,0.0299513
190,347.448,1,1.02358,2.40729,24.3528,6.29298,619.97,0.840962,0.250176,0.305178,0.179695,2.22045e-16,0.0307191
191,344.683,1,1.02392,2.48394,23.7929,6.23709,611.858,0.851629,0.243842,0.308146,0.189354,2.22045e-16,0.0305929
192,348.194,1,1.02872,2.61825,23.591,6.06247,610.662,0.8698,0.237668,0.300343,0.201018,9.15662e-06,0.0311676
193,343.075,1,1.04908,2.46056,23.9813,6.15105,613.525,0.847776,0.248233,0.292738,0.19085,2.22045e-16,0.0302787
194,343.074,1,1.0295,2.33248,23.8527,6.18997,621.074,0.82631,0.243715,0.295637,0.115562,2.22045e-16,0.0303548
195,341.084,1,0.991195,2.48637,23.5018,6.26559,618.891,0.819927,0.244731,0.311461,0.161744,2.22045e-16,0.0297405
196,343.475,1,0.93775,2.75346,23.7346,6.20518,631.885,0.84098,0.238534,0.314914,0.0820743,2.22045e-16,0.0301368
197,342.206,1,0.896681,2.8331,23.1381,6.1737,629.54,0.88392,0.232494,0.332134,-0.0197328,2.22045e-16,0.0295102
198,341.456,1,0.952299,2.60549,23.3801,6.23214,623.515,0.861539,0.237014,0.323724,-0.0172249,2.25453e-07,0.0298088
199,350.011,1,0.88831,2.85762,23.5436,6.23737,623.15,0.909668,0.236663,0.317725,0.00800364,2.20519e-07,0.0306526
200,343.156,1,0.915871,2.98019,23.785,6.43061,610.979,0.886635,0.230671,0.30968,-0.0231199,0.024621,0.0288232
201,339.989,1,0.918476,2.89522,23.5892,6.30426,614.559,0.864185,0.226471,0.301845,0.0057311,2.22045e-16,0.0298601
202,341.432,1,0.845032,2.98222,23.3005,6.45029,614.979,0.904505,0.232353,0.332707,-0.0360901,2.22045e-16,0.0292376
203,340.731,1,0.878558,2.69565,23.1838,6.48059,615.039,0.884072,0.226469,0.32517,-0.0552374,0.0116089,0.0292506
204,343.103,1,0.838236,2.81048,23.5681,6.56557,619.844,0.922389,0.223574,0.327735,-0.0451972,0.0260147,0.0277757
205,339.351,1,0.919771,2.28711,23.732,6.43721,619.663,0.899034,0.231659,0.320074,-0.0329163,2.22045e-16,0.0292695
206,338.674,1,0.933011,2.3091,23.6899,6.32614,616.516,0.87627,0.225793,0.324642,-0.0973978,2.22045e-16,0.0293863
207,338.979,1,0.94286,2.38174,23.6715,6.3682,614.348,0.854082,0.237595,0.323207,-0.0879512,2.22045e-16,0.0292173
208,335.315,1,1.04706,2.19975,23.4192,6.28571,608.649,0.832456,0.245991,0.315023,-0.0163562,2.22045e-16,0.0291873
209,337.716,1,1.03735,2.23203,23.2438,6.29091,607.638,0.811378,0.239762,0.30801,0.00585913,2.22045e-16,0.0298389
210,344.062,1,1.06038,2.27296,23.1534,6.26506,606.808,0.790833,0.233691,0.328493,0.0218984,4.24079e-07,0.0309877
211,338.913,1,1.06017,2.26983,23.5355,6.24378,614.037,0.770809,0.227774,0.340958,-0.0153086,5.44619e-05,0.0299348
212,341.733,1,1.02858,2.39013,23.7666,6.21211,612.658,0.76887,0.222007,0.332325,-0.0131498,0.0151928,0.0299196
213,339.028,1,1.00749,2.41018,23.9205,6.29152,608.709,0.812527,0.220542,0.341101,-0.0674831,8.87314e-07,0.0294782
214,335.166,1,1.00234,2.40016,23.8258,6.24416,615.426,0.806189,0.219419,0.333844,-0.0819534,2.22045e-16,0.0290354
215,333.826,1,1.05904,2.45186,24.3103,6.16411,612.181,0.785776,0.226765,0.325862,0.0194868,2.22045e-16,0.0290199
216,337.772,1,1.04339,2.26219,23.6357,6.08581,616.306,0.769608,0.237222,0.33231,-0.0785001,2.22045e-16,0.0292723
