standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,split
0.128084,0.578571,0.153929,0.578571,0.325809,0.578571,All
0.153418,0.585714,0.158823,0.585714,0.328591,0.585714,All
0.155835,0.592857,0.228317,0.592857,0.343859,0.592857,All
0.185287,0.6,0.229103,0.6,0.369171,0.6,All
0.19826,0.607143,0.233007,0.607143,0.385743,0.607143,All
0.243157,0.614286,0.244845,0.614286,0.39124,0.614286,All
0.249459,0.621429,0.260452,0.621429,0.402996,0.621429,All
0.250075,0.628571,0.262561,0.628571,0.445126,0.628571,All
0.25474,0.635714,0.2661,0.635714,0.449386,0.635714,All
0.265793,0.642857,0.268173,0.642857,0.455362,0.642857,All
0.286199,0.65,0.279968,0.65,0.490012,0.65,All
0.292651,0.657143,0.284515,0.657143,0.503704,0.657143,All
0.300992,0.664286,0.306072,0.664286,0.506865,0.664286,All
0.302604,0.671429,0.31,0.671429,0.521485,0.671429,All
0.303662,0.678571,0.319558,0.678571,0.529637,0.678571,All
0.305193,0.685714,0.321616,0.685714,0.56242,0.685714,All
0.361569,0.692857,0.322429,0.692857,0.599979,0.692857,All
0.399877,0.7,0.335187,0.7,0.612233,0.7,All
0.454407,0.707143,0.346633,0.707143,0.639043,0.707143,All
0.476045,0.714286,0.350756,0.714286,0.640937,0.714286,All
0.488995,0.721429,0.364558,0.721429,0.649824,0.721429,All
0.490791,0.728571,0.373843,0.728571,0.663495,0.728571,All
0.514567,0.735714,0.382827,0.735714,0.687765,0.735714,All
0.529775,0.742857,0.386652,0.742857,0.725828,0.742857,All
0.565978,0.75,0.393625,0.75,0.746893,0.75,All
0.71483,0.757143,0.402952,0.757143,0.767207,0.757143,All
0.733295,0.764286,0.45251,0.764286,0.775432,0.764286,All
0.764023,0.771429,0.471775,0.771429,0.783675,0.771429,All
0.791315,0.778571,0.476013,0.778571,0.788032,0.778571,All
0.799509,0.785714,0.507463,0.785714,0.80032,0.785714,All
0.854465,0.792857,0.553893,0.792857,0.804819,0.792857,All
0.868364,0.8,0.6096,0.8,0.808759,0.8,All
0.868696,0.807143,0.6391,0.807143,0.832897,0.807143,All
0.872005,0.814286,0.677709,0.814286,0.851949,0.814286,All
0.877918,0.821429,0.686734,0.821429,0.855533,0.821429,All
0.895676,0.828571,0.751309,0.828571,0.863997,0.828571,All
0.901741,0.835714,0.752487,0.835714,0.875786,0.835714,All
0.907429,0.842857,0.758551,0.842857,0.882924,0.842857,All
1.04742,0.85,0.790466,0.85,0.933467,0.85,All
1.06435,0.857143,0.803356,0.857143,0.950522,0.857143,All
1.46404,0.864286,0.832605,0.864286,0.970761,0.864286,All
1.47049,0.871429,0.840467,0.871429,0.990712,0.871429,All
1.47741,0.878571,0.84397,0.878571,0.997504,0.878571,All
1.50969,0.885714,0.8678,0.885714,1.01188,0.885714,All
1.53251,0.892857,0.894203,0.892857,1.04996,0.892857,All
1.55639,0.9,0.958471,0.9,1.05093,0.9,All
1.58999,0.907143,0.963639,0.907143,1.06981,0.907143,All
1.63728,0.914286,1.06571,0.914286,1.12642,0.914286,All
1.65477,0.921429,1.09392,0.921429,1.16031,0.921429,All
1.66454,0.928571,1.14854,0.928571,1.17865,0.928571,All
1.688,0.935714,1.35276,0.935714,1.18168,0.935714,All
1.74286,0.942857,1.37269,0.942857,1.2482,0.942857,All
1.76696,0.95,1.38117,0.95,1.27401,0.95,All
1.82359,0.957143,1.38223,0.957143,1.37513,0.957143,All
1.83532,0.964286,1.54063,0.964286,1.40965,0.964286,All
1.83821,0.971429,1.66792,0.971429,1.44308,0.971429,All
1.84082,0.978571,1.82705,0.978571,1.49943,0.978571,All
1.88095,0.985714,2.07002,0.985714,1.54964,0.985714,All
1.89616,0.992857,2.09406,0.992857,2.23508,0.992857,All
1.94535,1,2.38939,1,2.24329,1,All
4,1,4,1,4,1,All
