fi_abscissa,fi_pdf,fi_cdf,Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,split
0.707325,1.10825,0.112572,7.70719,0.105566,0.127436,36.3501,2.19711e-08,4.92483e-09,33.0471,0.00708557,0.851928,38.2631,0.00767945,0.0168863,All
0.728959,1.23969,0.137983,7.94981,0.116589,0.154403,36.6962,9.3683e-08,2.2151e-08,35.0929,0.00624995,0.865547,39.1104,0.010286,0.0244628,All
0.750592,1.36216,0.166146,8.19243,0.1266,0.183928,37.0423,3.68551e-07,9.20494e-08,37.1387,0.00553343,0.877582,39.9578,0.0133823,0.0344562,All
0.772226,1.4723,0.19683,8.43506,0.135349,0.215733,37.3884,1.34055e-06,3.54197e-07,39.1846,0.0049162,0.888255,40.8051,0.0169403,0.0472721,All
0.79386,1.5674,0.229739,8.67768,0.142647,0.249488,37.7344,4.51755e-06,1.26476e-06,41.2304,0.00438223,0.897754,41.6524,0.0208976,0.0632774,All
0.815493,1.64543,0.264524,8.9203,0.148372,0.284825,38.0805,1.41325e-05,4.19982e-06,43.2762,0.00391839,0.906234,42.4998,0.0251589,0.0827726,All
0.837127,1.70512,0.3008,9.16293,0.152461,0.321353,38.4266,4.11211e-05,1.29961e-05,45.3221,0.00351391,0.913827,43.3471,0.0296003,0.105964,All
0.858761,1.7459,0.338164,9.40555,0.154913,0.358674,38.7726,0.000111492,3.75521e-05,47.3679,0.00315991,0.920646,44.1944,0.0340767,0.132945,All
0.880394,1.76788,0.376205,9.64818,0.155775,0.396395,39.1187,0.000282185,0.000101522,49.4137,0.00284901,0.926786,45.0418,0.0384313,0.163679,All
0.902028,1.77172,0.414524,9.8908,0.15514,0.434142,39.4648,0.000667871,0.000257296,51.4595,0.00257507,0.932328,45.8891,0.0425067,0.197995,All
0.923661,1.75859,0.45274,10.1334,0.153132,0.471566,39.8109,0.00148064,0.000612486,53.5054,0.00233295,0.937344,46.7364,0.0461549,0.235592,All
0.945295,1.73001,0.490502,10.376,0.1499,0.50835,40.1569,0.00307975,0.00137206,55.5512,0.00211832,0.941892,47.5838,0.0492474,0.276054,All
0.966929,1.68776,0.527494,10.6187,0.145606,0.544218,40.503,0.00601968,0.00289792,57.597,0.00192753,0.946027,48.4311,0.0516826,0.318864,All
0.988562,1.63379,0.563442,10.8613,0.140421,0.578933,40.8491,0.0110736,0.00578166,59.6429,0.00175747,0.949793,49.2784,0.0533906,0.363433,All
1.0102,1.5701,0.598113,11.1039,0.134516,0.612299,41.1951,0.0192004,0.0109166,61.6887,0.0016055,0.953231,50.1258,0.0543361,0.409128,All
1.03183,1.49868,0.63132,11.3465,0.128056,0.644162,41.5412,0.0314239,0.0195443,63.7345,0.00146938,0.956373,50.9731,0.0545176,0.455299,All
1.05346,1.42146,0.662915,11.5892,0.121196,0.674406,41.8873,0.0486122,0.033241,65.7803,0.00134716,0.959252,51.8204,0.053965,0.501309,All
1.0751,1.34023,0.692794,11.8318,0.11408,0.702951,42.2334,0.0711794,0.0538144,67.8262,0.00123719,0.961894,52.6678,0.052735,0.54656,All
1.09673,1.25662,0.720886,12.0744,0.106835,0.729752,42.5794,0.0987776,0.0830916,69.872,0.00113803,0.964322,53.5151,0.0509057,0.590508,All
1.11836,1.17209,0.747158,12.317,0.0995736,0.754791,42.9255,0.130081,0.122614,71.9178,0.00104843,0.966557,54.3624,0.0485697,0.632685,All
1.14,1.08791,0.771602,12.5597,0.0923917,0.778077,43.2716,0.162762,0.173288,73.9637,0.000967322,0.968617,55.2098,0.0458285,0.672703,All
1.16163,1.00514,0.794239,12.8023,0.0853695,0.799637,43.6177,0.193734,0.235073,76.0095,0.000893756,0.97052,56.0571,0.042786,0.710264,All
1.18326,0.924666,0.815108,13.0449,0.0785718,0.81952,43.9637,0.219621,0.306792,78.0553,0.000826915,0.972279,56.9044,0.0395435,0.745155,All
1.2049,0.84719,0.834268,13.2875,0.0720495,0.837786,44.3098,0.237385,0.386141,80.1011,0.00076608,0.973907,57.7518,0.0361957,0.777247,All
1.22653,0.77325,0.851789,13.5302,0.0658406,0.854507,44.6559,0.244919,0.469911,82.147,0.000710619,0.975417,58.5991,0.0328275,0.806489,All
1.24817,0.703235,0.867753,13.7728,0.0599718,0.869763,45.0019,0.241461,0.554387,84.1928,0.000659978,0.976818,59.4464,0.029512,0.832894,All
1.2698,0.637403,0.882247,14.0154,0.0544599,0.883637,45.348,0.227708,0.635844,86.2386,0.000613668,0.97812,60.2938,0.0263092,0.856534,All
1.29143,0.5759,0.895363,14.258,0.0493132,0.896219,45.6941,0.205616,0.711028,88.2845,0.000571255,0.979332,61.1411,0.0232663,0.877524,All
1.31307,0.518776,0.907196,14.5006,0.0445328,0.907596,46.0402,0.177955,0.777516,90.3303,0.000532356,0.98046,61.9884,0.0204179,0.896017,All
1.3347,0.466002,0.91784,14.7433,0.0401142,0.917858,46.3862,0.147759,0.833907,92.3761,0.000496632,0.981512,62.8358,0.017787,0.912187,All
1.35633,0.417486,0.927389,14.9859,0.0360482,0.92709,46.7323,0.117813,0.879818,94.4219,0.000463779,0.982494,63.6831,0.0153867,0.926226,All
1.37797,0.373086,0.935933,15.2285,0.0323218,0.935377,47.0784,0.0902861,0.915733,96.4678,0.000433529,0.983412,64.5304,0.013221,0.938329,All
1.3996,0.332621,0.94356,15.4711,0.0289197,0.9428,47.4244,0.0665612,0.942751,98.5136,0.000405641,0.98427,65.3778,0.0112872,0.948696,All
1.42123,0.295886,0.950352,15.7138,0.0258246,0.949435,47.7705,0.0472461,0.962314,100.559,0.0003799,0.985073,66.2251,0.0095771,0.95752,All
1.44287,0.262656,0.956387,15.9564,0.0230177,0.955355,48.1166,0.0323161,0.975959,102.605,0.000356112,0.985825,67.0724,0.00807822,0.964986,All
1.4645,0.232697,0.96174,16.199,0.02048,0.960626,48.4627,0.0213173,0.985136,104.651,0.000334105,0.986531,67.9198,0.0067755,0.971266,All
1.48614,0.205771,0.966478,16.4416,0.018192,0.965313,48.8087,0.0135722,0.99109,106.697,0.000313724,0.987194,68.7671,0.00565213,0.976519,All
1.50777,0.181641,0.970663,16.6843,0.0161346,0.969473,49.1548,0.00834655,0.99482,108.743,0.000294828,0.987816,69.6144,0.00469059,0.98089,All
1.5294,0.160074,0.974355,16.9269,0.014289,0.973159,49.5009,0.0049617,0.997078,110.789,0.000277291,0.988401,70.4618,0.00387328,0.984509,All
1.55104,0.140848,0.977606,17.1695,0.0126371,0.976422,49.8469,0.00285324,0.998401,112.834,0.000261,0.988951,71.3091,0.00318315,0.98749,All
1.57267,0.123747,0.980465,17.4121,0.0111618,0.979306,50.193,0.00158833,0.99915,114.88,0.000245851,0.98947,72.1564,0.00260404,0.989934,All
1.5943,0.108572,0.982974,17.6548,0.00984674,0.981851,50.5391,0.000856517,0.999561,116.926,0.000231751,0.989958,73.0038,0.00212094,0.99193,All
1.61594,0.095133,0.985175,17.8974,0.00867671,0.984096,50.8852,0.000447736,0.99978,118.972,0.000218616,0.990418,73.8511,0.00172021,0.993552,All
1.63757,0.0832544,0.987102,18.14,0.00763751,0.986072,51.2312,0.000227031,0.999893,121.018,0.000206368,0.990853,74.6984,0.00138956,0.994865,All
1.6592,0.0727742,0.988787,18.3826,0.00671601,0.987811,51.5773,0.000111739,0.999949,123.064,0.000194938,0.991263,75.5457,0.00111812,0.995923,All
1.68084,0.0635434,0.990259,18.6253,0.0059001,0.98934,51.9234,5.34135e-05,0.999976,125.109,0.000184263,0.991651,76.3931,0.000896361,0.996774,All
1.70247,0.0554263,0.991544,18.8679,0.00517872,0.990682,52.2695,2.48138e-05,0.999989,127.155,0.000174284,0.992018,77.2404,0.00071602,0.997454,All
1.72411,0.048299,0.992665,19.1105,0.00454175,0.99186,52.6155,1.12096e-05,0.999995,129.201,0.000164948,0.992365,78.0877,0.000570004,0.997997,All
1.74574,0.0420498,0.99364,19.3531,0.00398003,0.992892,52.9616,4.9271e-06,0.999998,131.247,0.000156208,0.992693,78.9351,0.000452272,0.998428,All
1.76737,0.0365777,0.99449,19.5957,0.00348523,0.993796,53.3077,2.10838e-06,0.999999,133.293,0.000148018,0.993004,79.7824,0.000357725,0.99877,All
1.78901,0.0317919,0.995228,19.8384,0.00304986,0.994588,53.6537,8.78817e-07,1,135.339,0.00014034,0.993299,80.6297,0.000282085,0.99904,All
1.81064,0.0276114,0.995869,20.081,0.00266718,0.99528,53.9998,3.57009e-07,1,137.384,0.000133135,0.993579,81.4771,0.000221791,0.999252,All
1.83227,0.0239636,0.996426,20.3236,0.00233112,0.995886,54.3459,1.41422e-07,1,139.43,0.00012637,0.993844,82.3244,0.000173897,0.999419,All
1.85391,0.0207838,0.99691,20.5662,0.00203627,0.996415,54.692,5.46564e-08,1,141.476,0.000120014,0.994096,83.1717,0.00013598,0.99955,All
1.87554,0.0180147,0.997329,20.8089,0.00177779,0.996877,55.038,2.06189e-08,1,143.522,0.000114037,0.994335,84.0191,0.000106056,0.999652,All
1.89717,0.0156054,0.997692,21.0515,0.00155137,0.99728,55.3841,7.59632e-09,1,145.568,0.000108414,0.994563,84.8664,8.25124e-05,0.999731,All
1.91881,0.0135109,0.998006,21.2941,0.00135319,0.997632,55.7302,2.73442e-09,1,147.613,0.000103121,0.994779,85.7137,6.40427e-05,0.999793,All
1.94044,0.0116916,0.998278,21.5367,0.00117983,0.997939,56.0762,9.62178e-10,1,149.659,9.81337e-05,0.994985,86.5611,4.95938e-05,0.999841,All
1.96208,0.0101125,0.998514,21.7794,0.00102829,0.998206,56.4223,3.31109e-10,1,151.705,9.34331e-05,0.995181,87.4084,3.83205e-05,0.999878,All
1.98371,0.00874279,0.998717,22.022,0.000895897,0.998439,56.7684,1.11483e-10,1,153.751,8.89997e-05,0.995368,88.2557,2.95475e-05,0.999906,All
2.00534,0.0075555,0.998893,22.2646,0.000780295,0.998642,57.1145,3.67412e-11,1,155.797,8.48158e-05,0.995545,89.1031,2.27369e-05,0.999928,All
2.02698,0.00652697,0.999045,22.5072,0.000679406,0.998819,57.4605,1.18575e-11,1,157.843,8.08652e-05,0.995715,89.9504,1.74621e-05,0.999945,All
2.04861,0.00563647,0.999177,22.7499,0.0005914,0.998973,57.8066,3.74898e-12,1,159.888,7.71327e-05,0.995876,90.7977,1.33861e-05,0.999958,All
2.07024,0.00486588,0.99929,22.9925,0.000514666,0.999107,58.1527,1.16168e-12,1,161.934,7.36045e-05,0.99603,91.6451,1.02431e-05,0.999968,All
2.09188,0.00419939,0.999388,23.2351,0.000447787,0.999224,58.4987,3.52928e-13,1,163.98,7.02675e-05,0.996178,92.4924,7.82464e-06,0.999976,All
2.11351,0.00362321,0.999472,23.4777,0.00038952,0.999325,58.8448,1.05168e-13,1,166.026,6.71097e-05,0.996318,93.3397,5.96734e-06,0.999982,All
2.13514,0.00312529,0.999545,23.7203,0.000338772,0.999413,59.1909,3.07498e-14,1,168.072,6.41201e-05,0.996452,94.1871,4.5437e-06,0.999986,All
2.15678,0.00269519,0.999608,23.963,0.000294588,0.99949,59.537,8.82522e-15,1,170.118,6.12881e-05,0.996581,95.0344,3.45446e-06,0.99999,All
2.17841,0.00232381,0.999662,24.2056,0.00025613,0.999557,59.883,2.48708e-15,1,172.163,5.86042e-05,0.996703,95.8817,2.62251e-06,0.999992,All
2.20004,0.00200322,0.999709,24.4482,0.000222665,0.999615,60.2291,6.88482e-16,1,174.209,5.60594e-05,0.99682,96.7291,1.98815e-06,0.999994,All
2.22168,0.00172658,0.999749,24.6908,0.000193552,0.999665,60.5752,2.22045e-16,1,176.255,5.36454e-05,0.996933,97.5764,1.50521e-06,0.999995,All
2.24331,0.00148793,0.999784,24.9335,0.00016823,0.999709,60.9213,2.22045e-16,1,178.301,5.13544e-05,0.99704,98.4237,1.13812e-06,0.999997,All
2.26495,0.00128209,0.999814,25.1761,0.000146209,0.999747,61.2673,2.22045e-16,1,180.347,4.9179e-05,0.997143,99.2711,8.59503e-07,0.999997,All
2.28658,0.00110461,0.99984,25.4187,0.000127064,0.99978,61.6134,2.22045e-16,1,182.393,4.71127e-05,0.997241,100.118,6.48326e-07,0.999998,All
2.30821,0.000951611,0.999862,25.6613,0.00011042,0.999809,61.9595,2.22045e-16,1,184.438,4.51489e-05,0.997336,100.966,4.88483e-07,0.999999,All
2.32985,0.000819735,0.999881,25.904,9.59533e-05,0.999834,62.3055,2.22045e-16,1,186.484,4.32819e-05,0.997426,101.813,3.67652e-07,0.999999,All
2.35148,0.00070609,0.999898,26.1466,8.33805e-05,0.999856,62.6516,2.22045e-16,1,188.53,4.15062e-05,0.997513,102.66,2.76423e-07,0.999999,All
2.37311,0.00060817,0.999912,26.3892,7.24547e-05,0.999874,62.9977,2.22045e-16,1,190.576,3.98165e-05,0.997596,103.508,2.07626e-07,0.999999,All
2.39475,0.000523811,0.999924,26.6318,6.29609e-05,0.999891,63.3438,2.22045e-16,1,192.622,3.82081e-05,0.997676,104.355,1.55804e-07,1,All
2.41638,0.000451142,0.999934,26.8745,5.47121e-05,0.999905,63.6898,2.22045e-16,1,194.668,3.66763e-05,0.997752,105.202,1.16811e-07,1,All
2.43801,0.000388551,0.999944,27.1171,4.75453e-05,0.999917,64.0359,2.22045e-16,1,196.713,3.52171e-05,0.997826,106.05,8.75008e-08,1,All
2.45965,0.000334644,0.999951,27.3597,4.13189e-05,0.999928,64.382,2.22045e-16,1,198.759,3.38264e-05,0.997897,106.897,6.54911e-08,1,All
2.48128,0.00028822,0.999958,27.6023,3.59096e-05,0.999938,64.728,2.22045e-16,1,200.805,3.25006e-05,0.997964,107.744,4.89791e-08,1,All
2.50292,0.000248242,0.999964,27.845,3.12103e-05,0.999946,65.0741,2.22045e-16,1,202.851,3.1236e-05,0.99803,108.592,3.66027e-08,1,All
