fi_abscissa,fi_cdf,Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
0.76701,0.15,8.81109,0.15,42.5978,0.15,5.10858,0.157143,43.7797,0.15,All
0.769059,0.157143,8.81885,0.157143,42.6531,0.157143,5.21272,0.164286,44.1733,0.157143,All
0.77248,0.164286,8.9304,0.164286,42.6827,0.164286,5.3363,0.171429,44.506,0.164286,All
0.772978,0.171429,9.17102,0.171429,42.7252,0.171429,5.77256,0.178571,44.6235,0.171429,All
0.784054,0.178571,9.23579,0.178571,42.7338,0.178571,6.00401,0.185714,44.8415,0.178571,All
0.790872,0.185714,9.37696,0.185714,42.7713,0.185714,6.01984,0.192857,44.8502,0.185714,All
0.796394,0.192857,9.39057,0.192857,42.7752,0.192857,6.05706,0.2,44.8795,0.192857,All
0.803513,0.2,9.40788,0.2,42.7965,0.2,6.17939,0.207143,44.9803,0.2,All
0.812503,0.207143,9.44656,0.207143,42.8471,0.207143,6.29192,0.214286,44.9835,0.207143,All
0.812778,0.214286,9.45039,0.214286,42.8813,0.214286,6.42239,0.221429,44.9903,0.214286,All
0.814782,0.221429,9.57083,0.221429,42.965,0.221429,6.89271,0.228571,44.9915,0.221429,All
0.815952,0.228571,9.68433,0.228571,43.043,0.228571,6.99709,0.235714,45.067,0.228571,All
0.820236,0.235714,9.7116,0.235714,43.0924,0.235714,7.11869,0.242857,45.0681,0.235714,All
0.823271,0.242857,9.76809,0.242857,43.1242,0.242857,7.13667,0.25,45.3283,0.242857,All
0.826215,0.25,9.77309,0.25,43.1778,0.25,7.35271,0.257143,45.728,0.25,All
0.826525,0.257143,9.81176,0.257143,43.3357,0.257143,7.49526,0.264286,45.9774,0.257143,All
0.829385,0.264286,9.81519,0.264286,43.3398,0.264286,7.55377,0.271429,46.231,0.264286,All
0.830006,0.271429,9.83398,0.271429,43.3453,0.271429,7.59418,0.278571,46.267,0.271429,All
0.83809,0.278571,9.83418,0.278571,43.4356,0.278571,7.72854,0.285714,46.5196,0.278571,All
0.838166,0.285714,9.8995,0.285714,43.5613,0.285714,7.73775,0.292857,46.7003,0.285714,All
0.843829,0.292857,9.95798,0.292857,43.571,0.292857,8.14399,0.3,46.8397,0.292857,All
0.843871,0.3,9.96256,0.3,43.599,0.3,8.24483,0.307143,46.8529,0.3,All
0.844721,0.307143,9.96493,0.307143,43.6863,0.307143,8.31344,0.314286,46.9458,0.307143,All
0.846733,0.314286,9.9755,0.314286,43.6971,0.314286,8.55415,0.321429,47.016,0.314286,All
0.8535,0.321429,10.0146,0.321429,43.7462,0.321429,8.68534,0.328571,47.0324,0.321429,All
0.858316,0.328571,10.0322,0.328571,43.7531,0.328571,8.69275,0.335714,47.108,0.328571,All
0.859148,0.335714,10.0851,0.335714,43.7582,0.335714,9.01331,0.342857,47.4812,0.335714,All
0.862174,0.342857,10.1237,0.342857,43.7614,0.342857,9.23565,0.35,47.8365,0.342857,All
0.86301,0.35,10.1467,0.35,43.8017,0.35,9.29296,0.357143,47.8767,0.35,All
0.865153,0.357143,10.2472,0.357143,43.8023,0.357143,9.36423,0.364286,48.266,0.357143,All
0.870255,0.364286,10.2678,0.364286,43.8692,0.364286,9.39871,0.371429,48.5118,0.364286,All
0.87843,0.371429,10.2727,0.371429,43.8926,0.371429,9.80701,0.378571,48.6338,0.371429,All
0.880453,0.378571,10.2921,0.378571,43.8988,0.378571,9.82406,0.385714,48.6906,0.378571,All
0.880591,0.385714,10.3603,0.385714,43.928,0.385714,10.5425,0.392857,48.7669,0.385714,All
0.882565,0.392857,10.3737,0.392857,43.9295,0.392857,10.6128,0.4,49.4019,0.392857,All
0.883414,0.4,10.3752,0.4,43.9878,0.4,11.2015,0.407143,49.4678,0.4,All
0.887194,0.407143,10.4209,0.407143,44.0048,0.407143,11.5126,0.414286,49.4857,0.407143,All
0.891368,0.414286,10.4334,0.414286,44.0428,0.414286,11.6716,0.421429,49.5511,0.414286,All
0.897244,0.421429,10.4409,0.421429,44.0479,0.421429,11.678,0.428571,49.71,0.421429,All
0.897873,0.428571,10.4445,0.428571,44.0495,0.428571,11.7036,0.435714,49.7195,0.428571,All
0.899103,0.435714,10.4533,0.435714,44.0799,0.435714,11.825,0.442857,49.8517,0.435714,All
0.904816,0.442857,10.4703,0.442857,44.1038,0.442857,12.2115,0.45,49.9709,0.442857,All
0.920517,0.45,10.5714,0.45,44.1328,0.45,12.2745,0.457143,50.1167,0.45,All
0.920962,0.457143,10.5718,0.457143,44.2102,0.457143,12.6307,0.464286,50.1691,0.457143,All
0.921743,0.464286,10.572,0.464286,44.221,0.464286,12.6422,0.471429,50.3041,0.464286,All
0.922075,0.471429,10.5861,0.471429,44.2369,0.471429,12.8245,0.478571,50.3633,0.471429,All
0.925582,0.478571,10.6163,0.478571,44.2658,0.478571,13.045,0.485714,50.4585,0.478571,All
0.928315,0.485714,10.6208,0.485714,44.3178,0.485714,13.0788,0.492857,50.5224,0.485714,All
0.929831,0.492857,10.6246,0.492857,44.3475,0.492857,13.1923,0.5,50.7281,0.492857,All
0.930023,0.5,10.707,0.5,44.371,0.5,13.251,0.507143,50.8234,0.5,All
0.939796,0.507143,10.7584,0.507143,44.3735,0.507143,13.6774,0.514286,50.9458,0.507143,All
0.956687,0.514286,10.8437,0.514286,44.3977,0.514286,13.7507,0.521429,51.0596,0.514286,All
0.961286,0.521429,10.859,0.521429,44.4525,0.521429,13.8642,0.528571,51.3465,0.521429,All
0.965178,0.528571,10.945,0.528571,44.4559,0.528571,13.9241,0.535714,51.3888,0.528571,All
0.971195,0.535714,10.9621,0.535714,44.5003,0.535714,13.9809,0.542857,51.4465,0.535714,All
0.977753,0.542857,11.0083,0.542857,44.5258,0.542857,14.0422,0.55,51.6255,0.542857,All
0.978139,0.55,11.0453,0.55,44.6475,0.55,14.3412,0.557143,51.6845,0.55,All
0.980313,0.557143,11.0696,0.557143,44.6912,0.557143,14.3957,0.564286,51.6943,0.557143,All
0.988977,0.564286,11.1174,0.564286,44.7226,0.564286,14.8826,0.571429,51.7488,0.564286,All
0.990385,0.571429,11.1409,0.571429,44.7694,0.571429,14.9515,0.578571,52.4102,0.571429,All
1.01398,0.578571,11.2126,0.578571,44.8026,0.578571,15.2681,0.585714,52.6724,0.578571,All
1.02862,0.585714,11.2796,0.585714,44.8246,0.585714,15.7515,0.592857,52.7777,0.585714,All
1.03298,0.592857,11.295,0.592857,44.8325,0.592857,15.8378,0.6,52.9414,0.592857,All
1.03306,0.6,11.3007,0.6,44.8856,0.6,15.9432,0.607143,53.0002,0.6,All
1.04926,0.607143,11.3578,0.607143,44.9061,0.607143,16.0997,0.614286,53.1582,0.607143,All
1.06803,0.614286,11.412,0.614286,44.9285,0.614286,16.1388,0.621429,53.2119,0.614286,All
1.07115,0.621429,11.5065,0.621429,44.9467,0.621429,16.1837,0.628571,53.3816,0.621429,All
1.07307,0.628571,11.5185,0.628571,45.064,0.628571,16.2338,0.635714,53.4605,0.628571,All
1.07552,0.635714,11.5368,0.635714,45.0743,0.635714,16.5249,0.642857,53.9947,0.635714,All
1.08163,0.642857,11.5526,0.642857,45.0805,0.642857,16.8288,0.65,53.9954,0.642857,All
1.08315,0.65,11.661,0.65,45.1105,0.65,16.8819,0.657143,54.0215,0.65,All
1.08707,0.657143,11.7291,0.657143,45.114,0.657143,17.2892,0.664286,54.2511,0.657143,All
1.0907,0.664286,11.7633,0.664286,45.1191,0.664286,17.5019,0.671429,54.5026,0.664286,All
1.09858,0.671429,11.8163,0.671429,45.2072,0.671429,18.2816,0.678571,54.9145,0.671429,All
1.10189,0.678571,11.8506,0.678571,45.2108,0.678571,18.3047,0.685714,55.2677,0.678571,All
1.10194,0.685714,11.8651,0.685714,45.2245,0.685714,18.5533,0.692857,55.2754,0.685714,All
1.10426,0.692857,11.8812,0.692857,45.2297,0.692857,19.12,0.7,55.3642,0.692857,All
1.11751,0.7,12.0255,0.7,45.2407,0.7,19.3508,0.707143,55.6893,0.7,All
1.134,0.707143,12.098,0.707143,45.2851,0.707143,19.496,0.714286,55.8778,0.707143,All
1.13747,0.714286,12.1473,0.714286,45.3244,0.714286,19.4989,0.721429,56.1743,0.714286,All
1.13836,0.721429,12.1852,0.721429,45.3523,0.721429,19.94,0.728571,56.1989,0.721429,All
1.14293,0.728571,12.1969,0.728571,45.3702,0.728571,20.0234,0.735714,56.3261,0.728571,All
1.14466,0.735714,12.2295,0.735714,45.3847,0.735714,21.226,0.742857,56.3725,0.735714,All
1.15126,0.742857,12.2502,0.742857,45.4026,0.742857,21.4236,0.75,56.4999,0.742857,All
1.16002,0.75,12.4151,0.75,45.4102,0.75,22.1847,0.757143,56.539,0.75,All
1.16178,0.757143,12.4762,0.757143,45.4272,0.757143,22.233,0.764286,56.5625,0.757143,All
1.1647,0.764286,12.4846,0.764286,45.4663,0.764286,22.4401,0.771429,56.6493,0.764286,All
1.16789,0.771429,12.4912,0.771429,45.5185,0.771429,22.6859,0.778571,56.7266,0.771429,All
1.17315,0.778571,12.5069,0.778571,45.5343,0.778571,22.7549,0.785714,56.7701,0.778571,All
1.18463,0.785714,12.5606,0.785714,45.6556,0.785714,23.1147,0.792857,56.8106,0.785714,All
1.18843,0.792857,12.603,0.792857,45.6574,0.792857,23.2371,0.8,57.1229,0.792857,All
1.1889,0.8,12.607,0.8,45.691,0.8,23.5957,0.807143,57.6052,0.8,All
1.18931,0.807143,12.6204,0.807143,45.7175,0.807143,23.9095,0.814286,57.9661,0.807143,All
1.19065,0.814286,12.6344,0.814286,45.718,0.814286,24.3846,0.821429,58.5518,0.814286,All
1.19938,0.821429,12.6629,0.821429,45.749,0.821429,24.8105,0.828571,58.5957,0.821429,All
1.21136,0.828571,12.6985,0.828571,45.7956,0.828571,25.4023,0.835714,58.6005,0.828571,All
1.22422,0.835714,12.7832,0.835714,45.813,0.835714,25.4616,0.842857,58.9659,0.835714,All
1.23503,0.842857,12.8425,0.842857,45.9603,0.842857,25.5842,0.85,59.0429,0.842857,All
1.23656,0.85,12.8467,0.85,46.0305,0.85,25.7194,0.857143,59.137,0.85,All
1.2407,0.857143,12.8552,0.857143,46.0554,0.857143,26.0153,0.864286,59.3595,0.857143,All
1.24188,0.864286,12.8754,0.864286,46.2762,0.864286,26.5282,0.871429,59.5939,0.864286,All
1.25789,0.871429,12.8877,0.871429,46.2795,0.871429,31.7898,0.878571,59.7654,0.871429,All
1.26771,0.878571,12.9223,0.878571,46.3399,0.878571,32.3892,0.885714,61.7685,0.878571,All
1.28469,0.885714,12.9719,0.885714,46.4107,0.885714,32.572,0.892857,63.0599,0.885714,All
1.29137,0.892857,13.0892,0.892857,46.4284,0.892857,37.241,0.9,63.4304,0.892857,All
1.29149,0.9,13.1735,0.9,46.4348,0.9,38.1172,0.907143,63.4785,0.9,All
1.29583,0.907143,13.1914,0.907143,46.5327,0.907143,41.137,0.914286,63.8722,0.907143,All
1.29847,0.914286,13.2264,0.914286,46.704,0.914286,41.7012,0.921429,64.166,0.914286,All
1.33291,0.921429,13.2539,0.921429,46.7361,0.921429,41.7027,0.928571,64.3429,0.921429,All
1.33387,0.928571,13.2542,0.928571,46.7374,0.928571,41.8876,0.935714,64.8434,0.928571,All
1.33856,0.935714,13.294,0.935714,46.7833,0.935714,47.0912,0.942857,64.8826,0.935714,All
1.33989,0.942857,13.4382,0.942857,47.0876,0.942857,47.6693,0.95,64.9775,0.942857,All
1.35256,0.95,13.5028,0.95,47.1411,0.95,51.7926,0.957143,65.5999,0.95,All
1.36098,0.957143,13.5252,0.957143,47.2263,0.957143,58.6828,0.964286,66.2316,0.957143,All
1.36453,0.964286,13.6136,0.964286,47.2364,0.964286,61.3032,0.971429,66.2923,0.964286,All
1.39062,0.971429,13.686,0.971429,47.2401,0.971429,74.4945,0.978571,68.5032,0.971429,All
1.40274,0.978571,13.7208,0.978571,47.862,0.978571,80.8016,0.985714,68.5644,0.978571,All
1.40691,0.985714,13.8003,0.985714,47.8784,0.985714,83.202,0.992857,68.7319,0.985714,All
1.57655,0.992857,13.8323,0.992857,48.0731,0.992857,202.851,1,72.8159,0.992857,All
1.65183,1,14.1966,1,48.5234,1,202.851,1,77.5726,1,All
2.50292,1,27.845,1,65.0741,1,202.851,1,108.592,1,All
