iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCRMLMIN,V1_pop,Q_pop,V2_pop,bias_pop,omega_Cl,omega_V1,omega_Q,omega_V2,bias_sd,corr_V2_V1,a1,a2
1735,837.745,1,5.71769,0.441007,22.8899,6.07979,27.398,0.00353078,0.186223,0.196648,0.650089,0.391655,3.46747,0.704873,0.215178,0.0645862
1736,833.175,1,5.73739,0.46674,23.1502,6.04023,27.7833,0.00299533,0.185668,0.191669,0.633628,0.412314,3.82223,0.754188,0.215199,0.0629509
1737,828.57,1,5.72962,0.467897,22.9817,5.99202,28.8232,0.00368485,0.186535,0.193834,0.617584,0.430399,3.72545,0.777262,0.218517,0.0613569
1738,839.476,1,5.72958,0.4748,23.7922,5.65734,28.8696,0.00403467,0.189071,0.21422,0.601947,0.464587,3.74037,0.820853,0.221723,0.0616604
1739,841.923,1,5.71281,0.471592,23.62,5.63409,28.9573,0.00340478,0.190043,0.208796,0.586705,0.452823,3.81946,0.821103,0.22024,0.0638148
1740,841.312,1,5.76771,0.441412,23.4859,6.18318,28.7669,0.00242627,0.188785,0.203509,0.600455,0.467606,4.30237,0.806735,0.215188,0.0629057
1741,841.023,1,5.76958,0.456968,23.3781,6.27331,29.5508,0.00215506,0.189645,0.214164,0.589682,0.491899,4.33883,0.812837,0.217775,0.0613129
1742,828.324,1,5.7403,0.452895,23.4055,6.34126,29.9825,0.00382241,0.185791,0.210807,0.614896,0.479444,4.22897,0.84401,0.214547,0.0610565
1743,832.775,1,5.72878,0.447849,23.2304,6.20496,30.5888,0.00406153,0.189474,0.207402,0.618346,0.467304,4.12189,0.839727,0.220684,0.0611081
1744,834.263,1,5.73182,0.457772,23.0407,6.0821,28.7421,0.00256068,0.192136,0.202151,0.644922,0.455472,4.09578,0.770775,0.218705,0.0596122
1745,843.05,1,5.76014,0.453662,23.3077,6.15758,28.708,0.00265592,0.19372,0.202688,0.648291,0.443939,3.99207,0.78541,0.216819,0.063669
1746,835.772,1,5.76858,0.467685,23.4367,6.31251,27.6069,0.00227643,0.188815,0.197556,0.636824,0.432698,4.10201,0.830154,0.218924,0.062864
1747,836.146,1,5.81514,0.45311,23.5578,6.396,28.1778,0.00347099,0.188575,0.192554,0.65517,0.421742,3.99814,0.803277,0.217137,0.0635469
1748,841.467,1,5.7706,0.461741,23.6225,5.98241,28.3796,0.00391818,0.184357,0.19739,0.63858,0.411063,3.97476,0.814941,0.216497,0.0651209
1749,835.257,1,5.77244,0.464962,23.4599,6.24477,27.3499,0.00373041,0.188728,0.202341,0.63201,0.400655,3.9842,0.808474,0.217026,0.063472
1750,837.475,1,5.77216,0.474994,23.5096,6.30382,29.0519,0.00425257,0.196057,0.211299,0.652938,0.39051,3.88331,0.740865,0.216771,0.0618648
1751,841.47,1,5.7547,0.482623,23.7741,5.96805,29.1386,0.00288198,0.191092,0.210676,0.67883,0.382144,3.8104,0.776778,0.220065,0.0623378
1752,841.069,1,5.77711,0.47051,23.8113,5.89448,29.2495,0.00323393,0.187003,0.217015,0.661642,0.372468,3.83563,0.742745,0.221508,0.0620158
1753,842.038,1,5.74805,0.500819,23.4872,6.10162,29.2667,0.00181469,0.187982,0.213179,0.644889,0.39029,4.14993,0.751579,0.22025,0.0614589
1754,836.926,1,5.74745,0.510434,22.8249,6.09317,28.9798,0.00242909,0.183222,0.215642,0.62856,0.39002,4.04485,0.832284,0.225189,0.0612619
1755,823.353,1,5.74724,0.499759,22.8233,6.09674,27.0533,0.003688,0.182507,0.210181,0.612645,0.41907,3.94243,0.869743,0.220585,0.0597285
1756,823.497,1,5.70152,0.481523,22.8522,6.11341,26.1316,0.00525747,0.179163,0.212081,0.597132,0.421155,3.84261,0.858117,0.218125,0.0610519
1757,828.948,1,5.71634,0.480116,22.8999,6.16713,26.5371,0.00399731,0.181806,0.213176,0.582606,0.435409,3.74531,0.897151,0.22204,0.062511
1758,819.903,1,5.69901,0.484296,23.2167,5.78561,26.9497,0.00544354,0.184045,0.207778,0.590039,0.424384,3.65047,0.888461,0.221169,0.0611797
1759,833.422,1,5.70049,0.501797,23.1794,6.24169,28.098,0.00635053,0.187751,0.21069,0.588113,0.43871,3.55804,0.867996,0.219222,0.0638561
1760,826.456,1,5.70395,0.479679,22.9963,6.09631,27.4334,0.00724433,0.187109,0.205355,0.588333,0.427602,3.46795,0.822608,0.215604,0.0632686
1761,827.986,1,5.70753,0.499941,22.6617,6.04626,27.3824,0.00624301,0.1876,0.200155,0.608331,0.420455,3.38014,0.802293,0.219287,0.0616666
1762,830.578,1,5.7096,0.476073,23.0272,6.20007,28.2761,0.00625807,0.185626,0.216426,0.600846,0.460599,3.29455,0.825912,0.213804,0.0626372
1763,826.243,1,5.73538,0.50214,23.2114,6.19567,28.3042,0.00607722,0.185959,0.210946,0.585632,0.448937,3.21113,0.841946,0.215567,0.0633463
1764,831.393,1,5.74281,0.506355,23.6316,6.05747,28.3681,0.00643425,0.184866,0.205605,0.62686,0.437569,3.16378,0.820126,0.216321,0.063047
1765,828.102,1,5.77436,0.483291,23.337,6.06602,29.3537,0.00927533,0.187063,0.204935,0.610988,0.42649,3.08367,0.774806,0.217492,0.0618189
1766,832.568,1,5.77167,0.472449,23.3855,6.10663,28.6439,0.00585201,0.184262,0.210577,0.595517,0.443933,3.11882,0.713321,0.217661,0.0612494
1767,835.802,1,5.71966,0.452492,22.7215,6.23699,26.5797,0.0075167,0.187494,0.205245,0.593569,0.450046,3.14478,0.73805,0.221104,0.0616905
1768,835.568,1,5.71632,0.486229,23.2811,6.05131,26.2217,0.00922665,0.187084,0.201266,0.591842,0.458401,3.06515,0.718382,0.221526,0.0618819
1769,833.168,1,5.75294,0.471882,23.171,5.96716,25.4544,0.00781809,0.184911,0.196391,0.604763,0.470621,2.98914,0.653931,0.223183,0.060315
1770,835.8,1,5.73652,0.484717,23.6566,5.72008,25.448,0.00792448,0.187324,0.197446,0.58945,0.480239,3.092,0.765635,0.22352,0.062059
1771,831.345,1,5.7326,0.469053,23.5219,5.76042,25.8967,0.00691271,0.18294,0.21827,0.574525,0.486296,3.08292,0.784426,0.221037,0.0609004
1772,830.379,1,5.72195,0.404087,23.2687,5.70356,26.0023,0.00978467,0.18331,0.223433,0.559977,0.473983,3.00486,0.780892,0.220037,0.0610657
1773,838.261,1,5.72428,0.402126,23.4265,5.94851,27.5701,0.0104243,0.189759,0.218928,0.574544,0.509053,2.92878,0.701752,0.220103,0.0614236
1774,833.827,1,5.73202,0.405605,23.2646,6.08315,27.1723,0.0168054,0.188747,0.213385,0.646289,0.49738,2.85462,0.710523,0.219385,0.0609615
1775,831.044,1,5.75217,0.38972,23.7026,6.00365,29.5597,0.0143394,0.186396,0.20883,0.629925,0.506257,2.78234,0.81024,0.221727,0.061614
1776,826.195,1,5.7192,0.401268,23.2602,6.04996,27.4291,0.0152987,0.18605,0.210713,0.613975,0.49407,2.71189,0.821352,0.221364,0.0610625
1777,831.811,1,5.70815,0.434205,22.9672,6.01447,28.031,0.0123217,0.181339,0.205386,0.627231,0.48156,2.64322,0.813597,0.222685,0.0628488
1778,828.404,1,5.69544,0.448527,23.2475,6.09814,29.0504,0.0119538,0.176748,0.206272,0.611349,0.496853,2.59643,0.866603,0.217046,0.0647913
1779,827.296,1,5.71632,0.456919,22.7452,6.21476,28.4072,0.0165718,0.17751,0.220066,0.595869,0.501004,2.53068,0.893775,0.22205,0.0644213
1780,822.753,1,5.732,0.473253,22.4099,6.5795,26.9113,0.0154202,0.178672,0.232865,0.650385,0.488318,2.46661,0.920186,0.220906,0.063095
1781,823.575,1,5.72348,0.491289,22.7054,6.16705,26.8313,0.0171206,0.176165,0.226969,0.655906,0.475954,2.40415,0.903424,0.22133,0.063003
1782,826.843,1,5.7201,0.450537,22.6352,6.27714,27.1032,0.0134762,0.178516,0.225848,0.639298,0.463903,2.47065,0.909658,0.221898,0.0647105
1783,820.748,1,5.72202,0.468808,22.8123,6.45616,28.3299,0.0111838,0.177541,0.231039,0.623111,0.486121,2.64825,0.900342,0.225953,0.063072
1784,828.047,1,5.74152,0.485587,22.4985,6.98774,28.6857,0.00910112,0.185692,0.225905,0.661856,0.473812,2.84992,0.913319,0.222467,0.0621893
1785,833.364,1,5.71066,0.493528,22.3378,6.92365,27.6851,0.00666625,0.189643,0.222309,0.672307,0.467666,3.0705,0.895737,0.222598,0.0620458
1786,827.947,1,5.72865,0.472313,22.521,7.00407,27.5527,0.00631748,0.188256,0.21668,0.655284,0.465092,3.14045,0.893474,0.2245,0.0608907
1787,835.594,1,5.73866,0.472997,22.4473,6.81414,27.4728,0.00631518,0.18349,0.2185,0.638692,0.453316,3.30038,0.819228,0.223733,0.0605389
1788,831.626,1,5.80566,0.451653,22.6797,7.20467,25.4743,0.00528819,0.181829,0.212968,0.62252,0.441838,3.47496,0.808593,0.21907,0.0614124
1789,830.6,1,5.7815,0.447948,22.5451,6.98716,26.1892,0.00542532,0.181125,0.209147,0.628975,0.432631,3.42545,0.828388,0.219045,0.0611808
1790,829.19,1,5.72147,0.458359,22.4248,6.80628,26.5458,0.00633551,0.176539,0.223005,0.613049,0.485963,3.33871,0.856011,0.216188,0.0618782
1791,835.848,1,5.73265,0.487904,22.3971,6.58757,26.7865,0.00717353,0.177301,0.220831,0.630376,0.473658,3.38881,0.830042,0.221615,0.0612309
1792,827.664,1,5.7445,0.478223,22.9844,6.29546,27.4051,0.00696477,0.181008,0.21524,0.631845,0.47771,3.34887,0.865156,0.218828,0.0604159
1793,822.397,1,5.74708,0.48884,23.21,6.39288,27.2023,0.00863988,0.182081,0.218086,0.615847,0.475382,3.26408,0.872376,0.215813,0.0611921
1794,820.259,1,5.73262,0.489657,23.0233,6.24278,25.7748,0.00924638,0.177471,0.215447,0.600936,0.463345,3.18143,0.879726,0.220287,0.0609888
1795,822.978,1,5.77792,0.480498,22.6699,6.47693,26.102,0.00959902,0.174581,0.220581,0.58572,0.467999,3.10087,0.884681,0.22159,0.0613596
1796,824.059,1,5.75888,0.470374,22.6188,6.62046,25.9091,0.00833699,0.179058,0.22385,0.588676,0.474742,3.02236,0.864883,0.22125,0.0601219
1797,827.038,1,5.77061,0.482168,22.7111,6.621,25.9659,0.00708182,0.181936,0.224741,0.616858,0.462721,2.98533,0.827018,0.222769,0.0595126
1798,830.307,1,5.75977,0.459834,22.9537,6.70278,25.3455,0.00993637,0.17733,0.221755,0.601239,0.455251,2.91508,0.820039,0.225611,0.0605741
1799,825.012,1,5.76242,0.467344,22.5599,6.94121,25.9533,0.0115994,0.175772,0.220114,0.586015,0.454547,2.84127,0.855637,0.225327,0.0609598
1800,830.857,1,5.76761,0.447383,22.5776,6.95787,26.3968,0.00965465,0.185668,0.223104,0.641811,0.443037,2.907,0.829064,0.219622,0.0615067
1801,836.69,1,5.72536,0.429274,22.695,6.83519,25.8562,0.00626004,0.180967,0.251621,0.64659,0.449906,3.11866,0.826654,0.223589,0.0605492
1802,844.255,1,5.7078,0.421959,22.7648,6.64149,25.323,0.00516579,0.18323,0.250275,0.630218,0.438514,3.38703,0.869559,0.220173,0.0658786
1803,840.125,1,5.73638,0.412958,22.9141,6.62871,26.2424,0.00637607,0.181876,0.250004,0.61426,0.454637,3.30126,0.86564,0.217547,0.0652992
1804,832.136,1,5.72809,0.434138,22.843,6.62726,25.865,0.00992255,0.17877,0.243674,0.598707,0.443126,3.21767,0.851052,0.219534,0.0636458
1805,831.22,1,5.7146,0.407118,22.8397,6.46263,26.8649,0.0105881,0.17731,0.237504,0.584292,0.431905,3.1362,0.82064,0.216514,0.0640108
1806,835.739,1,5.71249,0.422004,22.8017,6.43142,26.157,0.00605678,0.17909,0.23149,0.585821,0.420969,3.3255,0.799669,0.213373,0.0652027
1807,829.041,1,5.73739,0.462928,22.2506,6.48032,25.6886,0.00671745,0.182882,0.225629,0.668058,0.41031,3.2413,0.761219,0.222057,0.0635518
1808,830.878,1,5.75069,0.441781,22.5249,6.58587,25.349,0.00833934,0.178252,0.219916,0.656612,0.399921,3.15923,0.716781,0.22125,0.0619426
1809,830.096,1,5.75797,0.424906,22.6162,6.75733,26.1478,0.00823698,0.177227,0.214348,0.667682,0.40611,3.07923,0.733581,0.217163,0.0623334
1810,826.895,1,5.75957,0.397886,22.5043,6.61354,26.7942,0.00970622,0.179818,0.210724,0.675696,0.414196,3.00127,0.782213,0.223052,0.0607551
1811,816.72,1,5.76319,0.464102,22.8602,6.57083,27.103,0.0096887,0.180705,0.213603,0.658587,0.403708,2.92527,0.830061,0.222043,0.0592167
1812,820.97,1,5.7364,0.46054,22.622,6.4219,26.6862,0.0112227,0.18048,0.211908,0.644621,0.393486,2.8512,0.815216,0.223901,0.0598755
1813,820.34,1,5.73813,0.471293,22.6115,6.44996,27.1456,0.0104442,0.178112,0.212954,0.661071,0.383523,2.77901,0.857866,0.224583,0.0606795
1814,826.498,1,5.75001,0.449444,22.5835,6.79413,28.0673,0.00817995,0.180452,0.227419,0.664192,0.373812,2.83066,0.867445,0.222872,0.0620194
1815,830.956,1,5.73702,0.447196,22.6944,6.85022,28.1002,0.00583563,0.187509,0.221661,0.692181,0.377833,3.27,0.861716,0.221557,0.0619246
1816,828.18,1,5.71545,0.436928,22.6528,6.35471,28.9799,0.00614705,0.186985,0.219358,0.674654,0.422593,3.25588,0.918517,0.22587,0.0615528
1817,834.781,1,5.73608,0.427406,22.8608,6.55724,29.2499,0.00634769,0.18615,0.222135,0.665445,0.435628,3.23729,0.908323,0.223511,0.0633064
1818,837.593,1,5.74455,0.401291,22.8981,6.49385,29.2701,0.0056675,0.186803,0.21651,0.678187,0.428833,3.30721,0.907282,0.222376,0.064659
1819,831.637,1,5.71961,0.420175,23.0058,6.18064,29.3541,0.00629663,0.182937,0.213873,0.661015,0.417975,3.22347,0.896627,0.219273,0.0650236
1820,829.328,1,5.66803,0.451599,22.7872,6.36669,27.8111,0.00673578,0.178305,0.228659,0.644277,0.450667,3.14185,0.89969,0.219876,0.0635843
1821,830.362,1,5.7154,0.440328,22.8576,6.4368,28.7602,0.00901416,0.182977,0.224303,0.627964,0.462068,3.06229,0.901429,0.224087,0.0633352
1822,838.35,1,5.70491,0.461257,23.1149,6.4658,28.4694,0.0058437,0.181324,0.233214,0.636475,0.476174,3.05444,0.912657,0.227113,0.0636293
1823,828.459,1,5.69441,0.467169,23.005,5.85731,29.6403,0.00466985,0.18572,0.229071,0.620359,0.464117,3.35233,0.920339,0.229027,0.0620182
1824,827.125,1,5.65116,0.440655,22.5624,6.35351,27.9928,0.00417379,0.183595,0.232381,0.610793,0.462281,3.32862,0.934393,0.223227,0.0627038
1825,827.259,1,5.70241,0.459493,22.6906,6.50924,28.589,0.00341914,0.178946,0.244305,0.620819,0.468819,3.33983,0.949598,0.228817,0.0616209
1826,823.596,1,5.68789,0.47577,22.5656,6.70222,28.5053,0.00249746,0.178928,0.238119,0.668764,0.456948,3.49663,0.942381,0.223488,0.0611227
1827,826.241,1,5.66167,0.478519,22.2429,6.90894,28.3528,0.0038028,0.184157,0.23917,0.688395,0.445378,3.4081,0.92916,0.223243,0.0605868
1828,819.484,1,5.71836,0.458786,22.0035,7.00491,28.7217,0.00621293,0.179494,0.233114,0.679398,0.445477,3.3218,0.924144,0.228992,0.0590527
1829,823.497,1,5.71265,0.450297,22.0531,7.083,29.3215,0.00709316,0.178514,0.245138,0.696638,0.465016,3.23769,0.924244,0.225741,0.0589613
1830,817.36,1,5.73371,0.485784,22.1461,7.39457,29.9085,0.00728377,0.17434,0.246778,0.678999,0.453242,3.15571,0.933491,0.229355,0.0579702
1831,820.083,1,5.74368,0.453167,22.1568,7.29028,29.0116,0.00921667,0.178716,0.240529,0.710234,0.441765,3.07581,0.917409,0.223548,0.060144
1832,820.255,1,5.73247,0.436974,22.5219,7.15143,30.4974,0.00601596,0.174556,0.254745,0.715309,0.436542,3.01918,0.919186,0.226148,0.0586212
1833,825.597,1,5.72326,0.419473,22.3734,7.19321,30.213,0.00658409,0.175251,0.259244,0.725574,0.439421,2.94273,0.902324,0.225958,0.0586904
1834,821.421,1,5.72579,0.417652,22.3043,6.95695,27.8478,0.00471994,0.170813,0.25268,0.725404,0.449409,3.1116,0.92909,0.226675,0.0584692
1835,824.186,1,5.71691,0.40483,22.4979,6.9414,28.232,0.0055225,0.168565,0.26232,0.707036,0.471686,3.09216,0.923984,0.223827,0.0595986
1836,825.665,1,5.71745,0.383979,22.2422,6.96341,27.8778,0.00614684,0.17719,0.255678,0.706286,0.459743,3.06145,0.927067,0.222057,0.0610906
1837,824.466,1,5.73775,0.378467,22.5492,7.02476,29.2006,0.00766162,0.173971,0.249204,0.743386,0.448102,2.98394,0.931731,0.223282,0.0610752
1838,823.193,1,5.71589,0.390041,22.1605,7.27512,28.2097,0.00879079,0.174108,0.2433,0.724563,0.437615,2.90838,0.930574,0.221815,0.0621669
1839,833.151,1,5.71192,0.430246,22.278,7.10152,28.3683,0.00595521,0.181005,0.247834,0.706217,0.443467,3.02326,0.912099,0.219005,0.0635092
1840,833.642,1,5.74202,0.408536,22.7209,6.8374,27.7884,0.00442797,0.183997,0.243152,0.688335,0.432238,3.28543,0.867225,0.21906,0.0622021
1841,831.832,1,5.73092,0.395887,22.4873,7.01143,27.8983,0.00471842,0.185787,0.236995,0.690015,0.421294,3.20224,0.834359,0.219421,0.0611464
1842,839.246,1,5.70184,0.389004,22.346,6.72692,29.023,0.00441836,0.182988,0.239315,0.713526,0.454455,3.19786,0.86673,0.22499,0.0611636
1843,835.393,1,5.72028,0.377526,22.5958,6.5316,28.525,0.0059728,0.183552,0.233255,0.714367,0.442948,3.1236,0.870445,0.22214,0.0619532
1844,830.628,1,5.69931,0.388532,22.2205,7.01053,26.3866,0.00565333,0.180033,0.229092,0.700474,0.432238,3.06131,0.893632,0.219074,0.0626278
1845,823.938,1,5.71878,0.400808,22.3162,6.72416,27.2556,0.00696512,0.180148,0.226782,0.693304,0.425208,3.16977,0.893568,0.217935,0.061042
1846,827.592,1,5.74088,0.405628,22.5373,6.65462,28.0859,0.00552787,0.183682,0.229002,0.675749,0.455425,3.08951,0.898473,0.218602,0.0619808
1847,827.009,1,5.72124,0.405002,22.5243,6.91044,26.8559,0.00611733,0.180006,0.223203,0.658638,0.469362,3.01128,0.911003,0.217219,0.0635276
1848,818.297,1,5.70284,0.424473,22.2209,6.50878,25.5808,0.00651637,0.180811,0.217671,0.667532,0.457478,2.93503,0.898582,0.222992,0.061919
1849,819.983,1,5.71062,0.422238,22.1075,6.88835,25.1271,0.00521013,0.178527,0.21216,0.687421,0.445894,3.02075,0.866441,0.222833,0.0603512
1850,817.662,1,5.76496,0.40339,22.0554,7.1543,24.6674,0.00607079,0.178976,0.206788,0.684759,0.434604,3.04951,0.872669,0.225143,0.0591456
1851,819.898,1,5.7634,0.406266,22.2749,7.2117,25.7524,0.00543658,0.174444,0.201552,0.680606,0.429349,3.17516,0.875826,0.226873,0.0580627
1852,815.926,1,5.72363,0.391591,21.9385,7.07013,25.4356,0.00629971,0.173584,0.198096,0.664238,0.426955,3.09476,0.884137,0.223937,0.0588396
1853,816.027,1,5.70945,0.401192,22.0126,6.85552,25.6309,0.00500994,0.174464,0.204068,0.647419,0.416144,3.28335,0.886004,0.227204,0.057497
1854,810.139,1,5.74009,0.399414,22.4143,6.60819,26.2134,0.00606942,0.171165,0.198901,0.658533,0.405607,3.20021,0.864319,0.224967,0.0562801
1855,820.529,1,5.73944,0.404036,22.7697,6.57128,27.7356,0.00596884,0.175396,0.215211,0.711173,0.395337,3.11918,0.855665,0.223231,0.0589998
1856,817.748,1,5.70651,0.428311,22.4135,6.71324,27.3261,0.00596496,0.171865,0.230018,0.693166,0.398379,3.1445,0.857877,0.221856,0.057638
1857,821.646,1,5.69849,0.417636,22.2114,6.72918,27.2842,0.00616385,0.169992,0.237125,0.675614,0.388292,3.06488,0.868452,0.223675,0.0596446
1858,820.946,1,5.77338,0.395469,22.3883,6.98119,27.2554,0.00856327,0.165993,0.232096,0.716648,0.378461,3.06343,0.852143,0.219549,0.059664
1859,822.165,1,5.72009,0.374252,22.6202,6.765,27.9507,0.00765267,0.167262,0.244251,0.722431,0.369443,3.2462,0.851835,0.219953,0.0589018
1860,823.043,1,5.73662,0.374545,22.1739,6.9717,28.5983,0.00706008,0.171744,0.249568,0.704139,0.386994,3.29125,0.855532,0.219178,0.0595683
1861,826.385,1,5.74391,0.362979,22.1426,6.96095,27.833,0.0057673,0.167395,0.243249,0.686309,0.403608,3.42108,0.847842,0.226335,0.058356
1862,814.836,1,5.70181,0.416574,22.1937,7.13402,28.2615,0.00561556,0.170012,0.23709,0.685006,0.393723,3.33446,0.866294,0.222676,0.0568784
1863,827.967,1,5.70238,0.429068,22.2706,6.878,28.423,0.00426072,0.17642,0.236588,0.735978,0.383754,3.45037,0.854888,0.221727,0.0591208
1864,822.163,1,5.69239,0.433054,22.4388,6.84596,28.518,0.00558891,0.171953,0.230597,0.765267,0.420305,3.363,0.864168,0.219673,0.0585958
1865,816.612,1,5.72151,0.428179,22.4971,6.86421,28.7526,0.00750408,0.176182,0.236058,0.755138,0.433011,3.27785,0.901471,0.219697,0.0583435
1866,817.316,1,5.67721,0.42755,22.3658,6.62711,28.1102,0.00641778,0.177847,0.230081,0.736017,0.422047,3.19485,0.907208,0.218581,0.0602091
1867,812.359,1,5.70152,0.429608,22.5133,6.68905,28.3157,0.00587259,0.173344,0.224255,0.717381,0.41136,3.11396,0.934888,0.222551,0.0599752
1868,822.784,1,5.76242,0.40587,22.5719,6.71657,28.2701,0.0058287,0.17292,0.225709,0.699216,0.414772,3.70677,0.932342,0.218994,0.0619627
1869,819.734,1,5.75209,0.407516,22.9221,6.61231,28.3134,0.00803056,0.178184,0.222374,0.681512,0.419479,3.61291,0.923798,0.214332,0.0629415
1870,824.96,1,5.75689,0.431595,22.479,7.0453,27.2877,0.00701072,0.176377,0.216744,0.664256,0.408858,3.59824,0.896069,0.213473,0.0630506
1871,823.478,1,5.75755,0.416294,22.6248,6.6057,26.9586,0.0097686,0.173992,0.230681,0.647436,0.398505,3.50713,0.905705,0.215376,0.0637317
1872,818.826,1,5.7614,0.410014,22.8474,6.65251,26.4823,0.00606987,0.17564,0.22484,0.666185,0.388415,3.41833,0.911991,0.209922,0.0643211
1873,816.044,1,5.76554,0.431988,22.6744,6.47907,26.3036,0.00827358,0.171412,0.220587,0.651892,0.37858,3.33178,0.898717,0.211843,0.0630264
1874,814.307,1,5.78814,0.444476,23.1438,6.8458,27.0381,0.00770153,0.177207,0.22185,0.635386,0.411879,3.24741,0.911691,0.211918,0.062131
1875,813.983,1,5.76899,0.420486,23.3426,6.56918,27.5599,0.00792671,0.179642,0.216233,0.619298,0.409307,3.16519,0.907542,0.21662,0.0613789
1876,810.801,1,5.75277,0.425761,23.1925,6.33003,27.0018,0.00795081,0.181068,0.210758,0.616596,0.398943,3.08504,0.910681,0.214668,0.0621074
1877,821.795,1,5.77797,0.426221,23.0648,6.46504,27.5192,0.00691859,0.177163,0.209164,0.600983,0.388841,3.12064,0.892403,0.215151,0.0642937
1878,821.653,1,5.766,0.450621,23.0134,6.39184,27.2938,0.00597706,0.178237,0.227529,0.585766,0.384168,3.19552,0.901417,0.215743,0.0636661
1879,814.24,1,5.76644,0.463685,23.2534,6.29306,27.7508,0.00587414,0.177184,0.255597,0.570934,0.39752,3.31164,0.923799,0.217397,0.062054
1880,817.92,1,5.74399,0.478213,22.8611,6.22919,26.9764,0.0053814,0.176532,0.25931,0.56855,0.409948,3.22779,0.919129,0.222091,0.0604828
1881,818.321,1,5.74998,0.486022,22.9796,6.33617,26.8569,0.00687543,0.174923,0.253248,0.581882,0.401414,3.14606,0.918942,0.225316,0.0597885
1882,817.811,1,5.73884,0.484182,23.135,6.62243,26.8308,0.00653144,0.173603,0.255763,0.592618,0.395509,3.182,0.924911,0.220976,0.0609358
1883,804.061,1,5.76532,0.481288,23.0373,6.18295,27.092,0.00925015,0.181972,0.249287,0.600829,0.385495,3.10143,0.940743,0.223036,0.0593929
1884,815.02,1,5.79442,0.468405,23.2283,6.21186,26.9968,0.0117236,0.186176,0.243068,0.625218,0.375734,3.0229,0.915143,0.225369,0.0595277
1885,814.974,1,5.78208,0.482038,23.3805,6.07383,28.0173,0.0102212,0.185997,0.236914,0.627642,0.36622,2.94635,0.918236,0.222892,0.0603601
1886,811.061,1,5.82514,0.465253,23.6154,6.35389,28.2155,0.0132846,0.189064,0.234325,0.611749,0.375181,2.87175,0.921385,0.218565,0.0612239
1887,818.08,1,5.81634,0.461166,23.3923,6.32343,28.4151,0.010931,0.188351,0.254652,0.608055,0.375389,2.79904,0.931064,0.226312,0.0608154
1888,813.327,1,5.81499,0.433836,23.2874,6.54329,27.8415,0.0105623,0.192458,0.248204,0.592659,0.365884,3.02818,0.909539,0.220582,0.0607672
1889,812.198,1,5.83502,0.446049,23.5046,6.54893,27.6477,0.0146511,0.187585,0.245777,0.600537,0.373766,2.95151,0.934527,0.218507,0.061935
1890,823.912,1,5.82045,0.440325,23.274,6.66062,27.0871,0.00870456,0.193685,0.247895,0.589293,0.382805,3.01339,0.935467,0.214052,0.0658776
1891,815.585,1,5.79958,0.448973,23.1094,6.65972,27.7018,0.00946177,0.191116,0.245161,0.599352,0.386898,3.04639,0.908074,0.215304,0.0642095
1892,819.41,1,5.77971,0.44805,23.0218,6.43667,27.2661,0.00693861,0.190834,0.238954,0.632552,0.396107,3.2061,0.937175,0.218273,0.0625837
1893,814.823,1,5.77794,0.446445,22.9615,6.34746,27.1744,0.0066562,0.186002,0.23792,0.616535,0.386077,3.3805,0.926192,0.216605,0.0610701
1894,817.336,1,5.76279,0.439098,23.0967,6.39705,27.2216,0.00482714,0.187143,0.243738,0.600924,0.387463,3.52318,0.925011,0.215274,0.06176
1895,831.234,1,5.7595,0.437298,23.2849,6.28467,28.1332,0.00426162,0.192166,0.237566,0.590317,0.40178,3.80105,0.910882,0.210155,0.0658129
1896,823.574,1,5.75604,0.420164,22.8326,6.72168,27.5268,0.00518942,0.1873,0.245993,0.575369,0.396105,3.72984,0.9265,0.208335,0.0656958
1897,825.339,1,5.75986,0.439954,22.6691,6.67591,26.7917,0.00472399,0.182557,0.249282,0.599945,0.386076,3.95065,0.91714,0.211791,0.0640323
1898,817.94,1,5.76831,0.3991,22.7166,6.93305,26.2542,0.00404651,0.179091,0.250145,0.624174,0.395779,3.85061,0.911087,0.215585,0.062411
1899,822.506,1,5.74708,0.383118,22.7181,6.66679,26.1952,0.00259653,0.180075,0.249131,0.617244,0.385758,3.9648,0.890726,0.210908,0.0617322
1900,837.919,1,5.76185,0.390763,22.7003,6.64846,25.7966,0.00314421,0.17984,0.245013,0.655825,0.37599,4.13558,0.86307,0.214885,0.0636892
1901,840.491,1,5.77187,0.358894,22.7139,6.5484,25.4413,0.00449643,0.182832,0.245741,0.639219,0.36647,4.03087,0.854142,0.211902,0.0665885
1902,827.424,1,5.74497,0.367168,22.66,6.64834,25.0536,0.00442131,0.180675,0.248772,0.623033,0.377531,3.92881,0.877353,0.208117,0.0649025
1903,835.545,1,5.75563,0.366728,23.0622,6.59375,25.8951,0.00371558,0.183861,0.246416,0.65861,0.377427,3.82933,0.845258,0.208249,0.0649016
1904,829.792,1,5.76658,0.379418,23.2315,6.22828,26.3984,0.00431534,0.187027,0.256151,0.669198,0.391913,3.73237,0.893001,0.209623,0.0635982
1905,835.031,1,5.72906,0.396078,23.0181,6.27156,26.9273,0.00282597,0.19294,0.249665,0.671599,0.403641,3.85918,0.890378,0.210263,0.06418
1906,829.848,1,5.72323,0.415098,23.509,5.91718,28.5565,0.00409692,0.188055,0.250408,0.654593,0.424324,3.76147,0.893222,0.212161,0.0625549
