Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q2_abscissa,Q2_cdf,V2_abscissa,V2_cdf,Q3_abscissa,Q3_cdf,V3_abscissa,V3_cdf,split
8.9143,0.171429,43.8612,0.171429,4.3309,0.178571,42.3081,0.178571,1.78e-08,0.178571,0.346003,0.178571,All
8.94003,0.178571,44.0229,0.178571,4.47406,0.185714,42.8228,0.185714,1.93147e-08,0.185714,0.397119,0.185714,All
9.16588,0.185714,44.0285,0.185714,4.60069,0.192857,43.47,0.192857,2.23609e-08,0.192857,0.608514,0.192857,All
9.22779,0.192857,44.0492,0.192857,4.60216,0.2,44.1344,0.2,2.24265e-08,0.2,0.991672,0.2,All
9.26017,0.2,44.1201,0.2,4.65104,0.207143,45.4012,0.207143,2.90191e-08,0.207143,1.23553,0.207143,All
9.29097,0.207143,44.1235,0.207143,4.65417,0.214286,47.2575,0.214286,2.94723e-08,0.214286,1.31382,0.214286,All
9.30746,0.214286,44.2865,0.214286,4.6881,0.221429,47.2579,0.221429,4.8028e-08,0.221429,1.38837,0.221429,All
9.32137,0.221429,44.3893,0.221429,5.18502,0.228571,47.4647,0.228571,4.96956e-08,0.228571,1.42045,0.228571,All
9.36914,0.228571,44.4523,0.228571,5.22704,0.235714,47.5529,0.235714,5.7661e-08,0.235714,1.47554,0.235714,All
9.37427,0.235714,44.5297,0.235714,5.67062,0.242857,47.6456,0.242857,5.9151e-08,0.242857,1.55216,0.242857,All
9.38737,0.242857,44.5826,0.242857,5.68758,0.25,48.3243,0.25,6.54838e-08,0.25,1.65143,0.25,All
9.50486,0.25,44.6297,0.25,5.7374,0.257143,48.4015,0.257143,7.76134e-08,0.257143,1.81868,0.257143,All
9.5273,0.257143,44.6545,0.257143,5.77294,0.264286,48.488,0.264286,8.83464e-08,0.264286,1.83826,0.264286,All
9.58106,0.264286,44.7091,0.264286,5.82358,0.271429,48.8774,0.271429,1.08919e-07,0.271429,2.26494,0.271429,All
9.59252,0.271429,44.8899,0.271429,5.94196,0.278571,49.1796,0.278571,1.10148e-07,0.278571,2.75404,0.278571,All
9.62985,0.278571,44.9229,0.278571,6.01341,0.285714,50.0333,0.285714,1.25202e-07,0.285714,2.80931,0.285714,All
9.66265,0.285714,44.927,0.285714,6.08496,0.292857,50.4301,0.292857,1.26684e-07,0.292857,2.95486,0.292857,All
9.67197,0.292857,45.0131,0.292857,6.1002,0.3,50.6688,0.3,1.39336e-07,0.3,3.05829,0.3,All
9.68201,0.3,45.0712,0.3,6.24941,0.307143,50.7534,0.307143,1.39468e-07,0.307143,3.35626,0.307143,All
9.70521,0.307143,45.1033,0.307143,6.3751,0.314286,51.43,0.314286,1.40025e-07,0.314286,3.43839,0.314286,All
9.7886,0.314286,45.1161,0.314286,6.76336,0.321429,52.5566,0.321429,1.82335e-07,0.321429,3.98201,0.321429,All
9.82244,0.321429,45.2265,0.321429,6.77646,0.328571,52.6555,0.328571,2.04233e-07,0.328571,4.41831,0.328571,All
9.85609,0.328571,45.3081,0.328571,7.04601,0.335714,53.0399,0.335714,4.31568e-07,0.335714,4.628,0.335714,All
9.86817,0.335714,45.4556,0.335714,7.10378,0.342857,53.0656,0.342857,4.46176e-07,0.342857,4.70862,0.342857,All
9.86865,0.342857,45.7105,0.342857,7.18676,0.35,53.1738,0.35,4.90378e-07,0.35,4.89016,0.35,All
9.89136,0.35,45.7159,0.35,7.23328,0.357143,53.5077,0.357143,5.29729e-07,0.357143,6.19206,0.357143,All
9.90622,0.357143,45.8363,0.357143,7.34837,0.364286,53.8959,0.364286,5.42722e-07,0.364286,6.96922,0.364286,All
9.92143,0.364286,45.9189,0.364286,7.52393,0.371429,53.9143,0.371429,5.79332e-07,0.371429,7.41908,0.371429,All
9.99972,0.371429,45.9391,0.371429,7.64816,0.378571,54.3911,0.378571,6.51966e-07,0.378571,8.1583,0.378571,All
10.0464,0.378571,45.9444,0.378571,7.6917,0.385714,54.8464,0.385714,7.80418e-07,0.385714,11.1215,0.385714,All
10.141,0.385714,46.0177,0.385714,8.28173,0.392857,54.8688,0.392857,8.32018e-07,0.392857,11.2675,0.392857,All
10.1445,0.392857,46.1029,0.392857,8.28959,0.4,55.394,0.4,9.25046e-07,0.4,13.5041,0.4,All
10.1479,0.4,46.1295,0.4,8.30758,0.407143,55.7031,0.407143,1.01322e-06,0.407143,23.1446,0.407143,All
10.1585,0.407143,46.1811,0.407143,8.61779,0.414286,55.9813,0.414286,1.32027e-06,0.414286,23.3588,0.414286,All
10.1771,0.414286,46.2176,0.414286,9.21295,0.421429,56.2206,0.421429,1.42221e-06,0.421429,23.9607,0.421429,All
10.2114,0.421429,46.3316,0.421429,9.38984,0.428571,56.3577,0.428571,2.00852e-06,0.428571,29.2898,0.428571,All
10.2268,0.428571,46.3717,0.428571,9.55502,0.435714,57.2324,0.435714,2.06384e-06,0.435714,38.5995,0.435714,All
10.2718,0.435714,46.3908,0.435714,9.59989,0.442857,57.3241,0.442857,2.07168e-06,0.442857,50.4447,0.442857,All
10.3,0.442857,46.4402,0.442857,9.62898,0.45,57.8341,0.45,2.23702e-06,0.45,59.9076,0.45,All
10.3178,0.45,46.5867,0.45,9.67996,0.457143,58.1059,0.457143,2.50894e-06,0.457143,63.7608,0.457143,All
10.3241,0.457143,46.5956,0.457143,9.82394,0.464286,58.7309,0.464286,2.91203e-06,0.464286,66.8813,0.464286,All
10.3739,0.464286,46.6774,0.464286,9.89064,0.471429,58.7329,0.471429,3.68529e-06,0.471429,74.6422,0.471429,All
10.4813,0.471429,46.7192,0.471429,9.93316,0.478571,58.783,0.478571,5.01079e-06,0.478571,77.4768,0.478571,All
10.4998,0.478571,46.7329,0.478571,10.1564,0.485714,58.9256,0.485714,5.42491e-06,0.485714,81.8582,0.485714,All
10.6231,0.485714,46.929,0.485714,10.2006,0.492857,59.2218,0.492857,7.4284e-06,0.492857,97.0895,0.492857,All
10.7667,0.492857,46.9832,0.492857,10.2936,0.5,59.2991,0.5,7.60742e-06,0.5,147.977,0.5,All
10.8224,0.5,47.1011,0.5,10.3886,0.507143,59.5573,0.507143,1.06408e-05,0.507143,164.167,0.507143,All
10.8731,0.507143,47.2589,0.507143,10.478,0.514286,59.8106,0.514286,1.08929e-05,0.514286,184.876,0.514286,All
11.1768,0.514286,47.2677,0.514286,10.5692,0.521429,59.9117,0.521429,1.24392e-05,0.521429,196.605,0.521429,All
11.1951,0.521429,47.273,0.521429,10.6373,0.528571,60.1,0.528571,1.26441e-05,0.528571,199.878,0.528571,All
11.2659,0.528571,47.273,0.528571,10.7065,0.535714,60.1305,0.535714,1.33633e-05,0.535714,235.385,0.535714,All
11.2703,0.535714,47.4494,0.535714,10.9485,0.542857,60.2995,0.542857,1.35663e-05,0.542857,264.231,0.542857,All
11.2821,0.542857,47.5586,0.542857,10.9696,0.55,60.8948,0.55,2.06564e-05,0.55,277.217,0.55,All
11.2978,0.55,47.6276,0.55,11.0258,0.557143,61.2782,0.557143,2.16556e-05,0.557143,282.113,0.557143,All
11.377,0.557143,47.7977,0.557143,11.1426,0.564286,61.9496,0.564286,2.32885e-05,0.564286,348.942,0.564286,All
11.6769,0.564286,47.8193,0.564286,11.3169,0.571429,62.5695,0.571429,2.93688e-05,0.571429,423.748,0.571429,All
11.6909,0.571429,47.8285,0.571429,11.4156,0.578571,63.0013,0.578571,3.3521e-05,0.578571,446.233,0.578571,All
11.6974,0.578571,47.8977,0.578571,11.5019,0.585714,63.3035,0.585714,3.88507e-05,0.585714,732.946,0.585714,All
11.7175,0.585714,47.9102,0.585714,11.652,0.592857,63.7693,0.592857,4.44446e-05,0.592857,755.359,0.592857,All
11.7457,0.592857,47.9153,0.592857,11.6526,0.6,63.7858,0.6,4.67167e-05,0.6,1099.27,0.6,All
11.7947,0.6,47.9474,0.6,11.6687,0.607143,65.6246,0.607143,4.85858e-05,0.607143,1110.66,0.607143,All
11.8043,0.607143,48.0318,0.607143,11.9197,0.614286,65.8051,0.614286,5.73491e-05,0.614286,1123.92,0.614286,All
11.815,0.614286,48.0697,0.614286,12.1039,0.621429,66.3899,0.621429,6.34428e-05,0.621429,1308.57,0.621429,All
11.8465,0.621429,48.0771,0.621429,12.1305,0.628571,66.7225,0.628571,7.69979e-05,0.628571,1611.69,0.628571,All
11.8921,0.628571,48.1262,0.628571,12.3205,0.635714,67.6942,0.635714,9.77952e-05,0.635714,1651.74,0.635714,All
11.8987,0.635714,48.2795,0.635714,12.3434,0.642857,68.2309,0.642857,0.00013316,0.642857,1879.89,0.642857,All
11.9095,0.642857,48.3635,0.642857,12.7221,0.65,68.9172,0.65,0.00018325,0.65,1990.13,0.65,All
11.9188,0.65,48.5156,0.65,12.8523,0.657143,69.1722,0.657143,0.000211796,0.657143,2035.13,0.657143,All
11.9253,0.657143,48.5337,0.657143,12.8915,0.664286,69.3639,0.664286,0.000222768,0.664286,2133.27,0.664286,All
11.9491,0.664286,48.5729,0.664286,12.907,0.671429,69.3866,0.671429,0.000238433,0.671429,2326.79,0.671429,All
11.963,0.671429,48.6014,0.671429,13.2607,0.678571,69.6861,0.678571,0.000275014,0.678571,2336.05,0.678571,All
12.0701,0.678571,48.6355,0.678571,13.3257,0.685714,69.7787,0.685714,0.000293417,0.685714,2595.55,0.685714,All
12.144,0.685714,48.6568,0.685714,13.343,0.692857,70.1744,0.692857,0.000306679,0.692857,3571.64,0.692857,All
12.1445,0.692857,48.7434,0.692857,13.4949,0.7,70.3913,0.7,0.000310129,0.7,3794.72,0.7,All
12.1474,0.7,48.7948,0.7,14.0595,0.707143,70.8377,0.707143,0.000355049,0.707143,3837.78,0.707143,All
12.15,0.707143,48.8371,0.707143,14.1941,0.714286,71.3376,0.714286,0.000408897,0.714286,4950.29,0.714286,All
12.1762,0.714286,48.8891,0.714286,14.2808,0.721429,71.553,0.721429,0.000440058,0.721429,5080.03,0.721429,All
12.1961,0.721429,49.0107,0.721429,14.3689,0.728571,71.5608,0.728571,0.000452247,0.728571,7238.1,0.728571,All
12.2533,0.728571,49.0681,0.728571,14.9487,0.735714,72.1334,0.735714,0.000473192,0.735714,7704.48,0.735714,All
12.2536,0.735714,49.3635,0.735714,15.0812,0.742857,72.3789,0.742857,0.000491636,0.742857,8936.54,0.742857,All
12.2649,0.742857,49.4104,0.742857,15.1567,0.75,72.4837,0.75,0.000564635,0.75,11778.5,0.75,All
12.2731,0.75,49.4717,0.75,15.2413,0.757143,72.9856,0.757143,0.000734606,0.757143,12060.4,0.757143,All
12.3294,0.757143,49.5728,0.757143,15.3072,0.764286,73.3316,0.764286,0.000736797,0.764286,16366.6,0.764286,All
12.3338,0.764286,49.604,0.764286,15.4554,0.771429,74.0564,0.771429,0.000772545,0.771429,24323.2,0.771429,All
12.3365,0.771429,49.6576,0.771429,15.6592,0.778571,77.6288,0.778571,0.000842659,0.778571,31688.2,0.778571,All
12.3754,0.778571,49.7084,0.778571,16.2333,0.785714,78.4628,0.785714,0.000852821,0.785714,54369.7,0.785714,All
12.4247,0.785714,49.8026,0.785714,16.242,0.792857,79.3964,0.792857,0.00101578,0.792857,55224.6,0.792857,All
12.4533,0.792857,49.8931,0.792857,16.6939,0.8,80.4698,0.8,0.00131703,0.8,57042,0.8,All
12.4777,0.8,50.0685,0.8,16.6941,0.807143,81.9548,0.807143,0.00189275,0.807143,65803.9,0.807143,All
12.523,0.807143,50.1751,0.807143,17.5146,0.814286,82.3138,0.814286,0.00232767,0.814286,69420.1,0.814286,All
12.5566,0.814286,50.186,0.814286,17.5152,0.821429,84.0092,0.821429,0.00273534,0.821429,72914.7,0.821429,All
12.5644,0.821429,50.2339,0.821429,18.1737,0.828571,84.0297,0.828571,0.00348209,0.828571,82684.1,0.828571,All
12.6803,0.828571,50.2389,0.828571,18.351,0.835714,85.7138,0.835714,0.00379401,0.835714,100894,0.835714,All
12.7488,0.835714,50.2792,0.835714,19.0805,0.842857,85.9218,0.842857,0.00409241,0.842857,101003,0.842857,All
12.7665,0.842857,50.3835,0.842857,19.6828,0.85,86.4123,0.85,0.0043896,0.85,152068,0.85,All
12.7754,0.85,50.4011,0.85,20.3564,0.857143,86.6777,0.857143,0.00460001,0.857143,184745,0.857143,All
12.813,0.857143,50.6061,0.857143,20.4057,0.864286,86.8073,0.864286,0.00482202,0.864286,186258,0.864286,All
12.8142,0.864286,50.6918,0.864286,21.3159,0.871429,87.1295,0.871429,0.0054727,0.871429,193319,0.871429,All
12.8153,0.871429,50.9161,0.871429,21.5686,0.878571,87.305,0.878571,0.00630914,0.878571,205944,0.878571,All
12.8302,0.878571,50.9883,0.878571,24.1709,0.885714,89.4679,0.885714,0.00729949,0.885714,229002,0.885714,All
12.9518,0.885714,51.0832,0.885714,24.4885,0.892857,90.1282,0.892857,0.011042,0.892857,234277,0.892857,All
13.0164,0.892857,51.1346,0.892857,24.9511,0.9,91.157,0.9,0.0188468,0.9,283884,0.9,All
13.066,0.9,51.2227,0.9,25.9704,0.907143,91.6983,0.907143,0.0333704,0.907143,763988,0.907143,All
13.1153,0.907143,51.5928,0.907143,30.4256,0.914286,91.7539,0.914286,0.0339199,0.914286,859913,0.914286,All
13.1172,0.914286,51.8737,0.914286,31.8587,0.921429,93.7922,0.921429,0.0343752,0.921429,1.1187e+06,0.921429,All
13.1726,0.921429,51.9528,0.921429,32.5032,0.928571,96.5387,0.928571,0.039602,0.928571,1.33528e+06,0.928571,All
13.2535,0.928571,52.1401,0.928571,33.1571,0.935714,100.495,0.935714,0.0763997,0.935714,1.51062e+06,0.935714,All
13.2658,0.935714,52.2263,0.935714,34.2145,0.942857,101.074,0.942857,0.0820833,0.942857,1.53269e+06,0.942857,All
13.3078,0.942857,52.368,0.942857,36.1422,0.95,102.033,0.95,0.0910973,0.95,1.8571e+06,0.95,All
13.3534,0.95,52.4347,0.95,41.8291,0.957143,131.824,0.957143,0.10377,0.957143,2.22468e+06,0.957143,All
13.4021,0.957143,52.738,0.957143,42.4311,0.964286,144.198,0.964286,0.109569,0.964286,5.53332e+06,0.964286,All
13.4965,0.964286,52.7891,0.964286,47.8843,0.971429,148.672,0.971429,0.300463,0.971429,6.04392e+06,0.971429,All
13.5399,0.971429,53.2311,0.971429,51.3474,0.978571,152.435,0.978571,0.311873,0.978571,2.14184e+07,0.978571,All
13.6018,0.978571,53.5114,0.978571,60.0614,0.985714,171.228,0.985714,0.378236,0.985714,3.49735e+07,0.985714,All
13.6641,0.985714,54.1769,0.985714,68.8917,0.992857,172.408,0.992857,4.40665,0.992857,1.86567e+08,0.992857,All
14.0834,0.992857,54.7539,0.992857,70.3767,1,195.583,1,176.785,1,9.54021e+09,1,All
14.7628,1,56.6647,1,70.3767,1,238.377,1,176.785,1,9.54021e+09,1,All
27.2406,1,80.36,1,70.3767,1,238.377,1,176.785,1,9.54021e+09,1,All
