Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q2_abscissa,Q2_pdf,Q2_cdf,V2_abscissa,V2_pdf,V2_cdf,Q3_abscissa,Q3_pdf,Q3_cdf,V3_abscissa,V3_pdf,V3_cdf,split
6.16405,0.0360317,0.0238302,32.879,1.59574e-06,7.83593e-07,7.83531,0.0573876,0.437885,38.317,0.00960267,0.0817062,17.857,0.000170479,0.993551,9.63657e+08,1.74383e-12,0.996723,All
6.40086,0.046106,0.0335324,33.4125,4.32322e-06,2.25107e-06,8.53802,0.0532213,0.47674,40.5648,0.0109018,0.104772,19.6427,0.000148914,0.993835,1.06002e+09,1.51692e-12,0.99688,All
6.63768,0.057253,0.0457523,33.946,1.1017e-05,6.08745e-06,9.24073,0.0492328,0.512725,42.8127,0.0120759,0.130624,21.4284,0.000131588,0.994085,1.15639e+09,1.33534e-12,0.997017,All
6.87449,0.0691891,0.0607117,34.4795,2.64767e-05,1.55382e-05,9.94345,0.0454723,0.545986,45.0606,0.013096,0.158946,23.2141,0.000117414,0.994307,1.25275e+09,1.18734e-12,0.997139,All
7.11131,0.0815751,0.078558,35.013,6.01563e-05,3.75314e-05,10.6462,0.0419627,0.576692,47.3084,0.0139438,0.189371,24.9998,0.000105638,0.994506,1.34912e+09,1.0648e-12,0.997247,All
7.34812,0.0940409,0.0993545,35.5465,0.000129518,8.59948e-05,11.3489,0.0387099,0.605022,49.5563,0.0146106,0.221498,26.7855,9.57262e-05,0.994686,1.44549e+09,9.61972e-13,0.997344,All
7.58494,0.10621,0.123075,36.08,0.000264835,0.000187343,12.0516,0.0357093,0.631155,51.8042,0.0150962,0.25492,28.5712,8.72871e-05,0.994849,1.54185e+09,8.74685e-13,0.997433,All
7.82176,0.117723,0.149607,36.6135,0.00051538,0.000388907,12.7543,0.03295,0.655265,54.052,0.0154068,0.289235,30.357,8.00302e-05,0.994998,1.63822e+09,7.99833e-13,0.997513,All
8.05857,0.128259,0.178755,37.147,0.000956424,0.000770929,13.457,0.0304181,0.677517,56.2999,0.0155535,0.324062,32.1427,7.37346e-05,0.995135,1.73458e+09,7.35065e-13,0.997587,All
8.29539,0.137545,0.210256,37.6804,0.00169577,0.00146223,14.1597,0.0280977,0.698065,58.5478,0.0155507,0.359048,33.9284,6.82301e-05,0.995262,1.83095e+09,6.78576e-13,0.997655,All
8.5322,0.145373,0.243786,38.2139,0.00287777,0.0026588,14.8624,0.0259729,0.717052,60.7956,0.0154152,0.393875,35.7141,6.33836e-05,0.995379,1.92731e+09,6.28954e-13,0.997718,All
8.76902,0.1516,0.278982,38.7474,0.00468231,0.00464331,15.5651,0.0240277,0.73461,63.0435,0.0151643,0.428264,37.4998,5.90894e-05,0.995489,2.02368e+09,5.85084e-13,0.997777,All
9.00583,0.156148,0.315456,39.2809,0.00731617,0.00780218,16.2679,0.0222468,0.75086,65.2914,0.0148159,0.461976,39.2855,5.52627e-05,0.995591,2.12005e+09,5.46073e-13,0.997831,All
9.24265,0.159002,0.352805,39.8144,0.0109951,0.0126355,16.9706,0.0206161,0.765911,67.5392,0.0143869,0.494812,41.0712,5.1835e-05,0.995686,2.21641e+09,5.112e-13,0.997882,All
9.47947,0.160199,0.390633,40.3479,0.0159163,0.019755,17.6733,0.0191221,0.779866,69.7871,0.0138937,0.526608,42.8569,4.875e-05,0.995776,2.31278e+09,4.79874e-13,0.99793,All
9.71628,0.159825,0.428556,40.8814,0.0222241,0.0298651,18.376,0.0177526,0.792815,72.035,0.0133511,0.557237,44.6426,4.59614e-05,0.99586,2.40914e+09,4.5161e-13,0.997975,All
9.9531,0.158003,0.466217,41.4149,0.0299728,0.0437249,19.0787,0.0164963,0.804842,74.2828,0.0127725,0.586604,46.4283,4.34307e-05,0.99594,2.50551e+09,4.26005e-13,0.998017,All
10.1899,0.154882,0.503289,41.9484,0.0390935,0.0620906,19.7814,0.0153431,0.816024,76.5307,0.0121698,0.614641,48.214,4.11254e-05,0.996016,2.60188e+09,4.02721e-13,0.998057,All
10.4267,0.150627,0.539484,42.4819,0.0493723,0.085644,20.4841,0.0142835,0.826428,78.7786,0.0115533,0.641306,49.9997,3.90184e-05,0.996087,2.69824e+09,3.81474e-13,0.998095,All
10.6635,0.145415,0.574555,43.0154,0.0604462,0.114912,21.1868,0.0133092,0.836118,81.0264,0.0109319,0.666578,51.7854,3.70864e-05,0.996155,2.79461e+09,3.62023e-13,0.998131,All
10.9004,0.139424,0.608296,43.5489,0.0718199,0.150193,21.8896,0.0124124,0.845151,83.2743,0.010313,0.690454,53.5711,3.53096e-05,0.99622,2.89097e+09,3.44162e-13,0.998165,All
11.1372,0.132826,0.640543,44.0824,0.0829031,0.191492,22.5923,0.0115863,0.853579,85.5222,0.00970272,0.712948,55.3568,3.36711e-05,0.996281,2.98734e+09,3.27716e-13,0.998197,All
11.374,0.125785,0.671171,44.6159,0.0930656,0.238486,23.295,0.0108246,0.86145,87.77,0.00910612,0.734085,57.1425,3.21562e-05,0.99634,3.0837e+09,3.12531e-13,0.998228,All
11.6108,0.118453,0.700095,45.1494,0.1017,0.29052,23.9977,0.0101216,0.868806,90.0179,0.00852709,0.7539,58.9282,3.07521e-05,0.996396,3.18007e+09,2.98478e-13,0.998257,All
11.8476,0.110966,0.727262,45.6829,0.108286,0.346634,24.7004,0.00947221,0.875688,92.2658,0.00796865,0.772436,60.7139,2.94478e-05,0.99645,3.27644e+09,2.8544e-13,0.998285,All
12.0844,0.103444,0.75265,46.2163,0.112442,0.405626,25.4031,0.00887175,0.88213,94.5136,0.00743302,0.789742,62.4996,2.82336e-05,0.996501,3.3728e+09,2.7332e-13,0.998312,All
12.3213,0.0959905,0.776262,46.7498,0.113962,0.466138,26.1058,0.00831604,0.888167,96.7615,0.00692175,0.805871,64.2853,2.7101e-05,0.996551,3.46917e+09,2.62028e-13,0.998338,All
12.5581,0.0886914,0.798126,47.2833,0.112829,0.526749,26.8085,0.00780128,0.893827,99.0094,0.00643579,0.82088,66.071,2.60424e-05,0.996598,3.56553e+09,2.51487e-13,0.998363,All
12.7949,0.0816171,0.818287,47.8168,0.109208,0.586082,27.5113,0.00732402,0.89914,101.257,0.00597563,0.834824,67.8567,2.50513e-05,0.996644,3.6619e+09,2.4163e-13,0.998386,All
13.0317,0.0748231,0.836804,48.3503,0.103417,0.642886,28.214,0.00688114,0.904129,103.505,0.00554137,0.847764,69.6424,2.41218e-05,0.996688,3.75826e+09,2.32396e-13,0.998409,All
13.2685,0.068351,0.853751,48.8838,0.0958821,0.696116,28.9167,0.0064698,0.908818,105.753,0.00513277,0.859756,71.4281,2.32486e-05,0.99673,3.85463e+09,2.23731e-13,0.998431,All
13.5053,0.0622305,0.869205,49.4173,0.0870962,0.744969,29.6194,0.00608744,0.913228,108.001,0.00474935,0.870858,73.2138,2.2427e-05,0.996771,3.951e+09,2.15588e-13,0.998452,All
13.7421,0.0564804,0.883254,49.9508,0.0775649,0.788914,30.3221,0.00573171,0.91738,110.249,0.00439042,0.881126,74.9995,2.16528e-05,0.99681,4.04736e+09,2.07923e-13,0.998473,All
13.979,0.0511104,0.895986,50.4843,0.0677663,0.827682,31.0248,0.00540048,0.92129,112.497,0.00405514,0.890614,76.7852,2.09223e-05,0.996848,4.14373e+09,2.00699e-13,0.998493,All
14.2158,0.0461228,0.907492,51.0178,0.0581182,0.861247,31.7275,0.00509182,0.924975,114.744,0.00374257,0.899374,78.5709,2.02321e-05,0.996885,4.24009e+09,1.9388e-13,0.998512,All
14.4526,0.0415134,0.917861,51.5513,0.0489573,0.889781,32.4302,0.00480396,0.928451,116.992,0.00345168,0.907456,80.3566,1.95792e-05,0.99692,4.33646e+09,1.87436e-13,0.99853,All
14.6894,0.0372729,0.927183,52.0848,0.04053,0.913615,33.133,0.00453529,0.931731,119.24,0.00318139,0.914907,82.1423,1.89607e-05,0.996955,4.43282e+09,1.81337e-13,0.998548,All
14.9262,0.0333883,0.935543,52.6183,0.0329935,0.933185,33.8357,0.00428433,0.934829,121.488,0.00293061,0.921773,83.928,1.83742e-05,0.996988,4.52919e+09,1.7556e-13,0.998565,All
15.163,0.0298435,0.943024,53.1518,0.0264242,0.948991,34.5384,0.00404975,0.937756,123.736,0.00269823,0.928096,85.7137,1.78174e-05,0.997021,4.62556e+09,1.70081e-13,0.998582,All
15.3999,0.0266204,0.949703,53.6853,0.0208314,0.961553,35.2411,0.00383031,0.940524,125.984,0.00248314,0.933917,87.4994,1.72883e-05,0.997052,4.72192e+09,1.64878e-13,0.998598,All
15.6367,0.0236997,0.955656,54.2188,0.016173,0.971384,35.9438,0.00362489,0.943143,128.232,0.00228428,0.939272,89.2851,1.67849e-05,0.997082,4.81829e+09,1.59933e-13,0.998613,All
15.8735,0.0210611,0.960951,54.7523,0.0123714,0.978962,36.6465,0.00343246,0.945621,130.479,0.0021006,0.944198,91.0709,1.63055e-05,0.997112,4.91465e+09,1.55228e-13,0.998628,All
16.1103,0.0186844,0.965652,55.2857,0.00932842,0.984719,37.3492,0.00325207,0.947969,132.727,0.00193108,0.948726,92.8566,1.58485e-05,0.997141,5.01102e+09,1.50747e-13,0.998643,All
16.3471,0.0165491,0.969819,55.8192,0.00693655,0.989031,38.0519,0.00308285,0.950195,134.975,0.00177475,0.952889,94.6423,1.54125e-05,0.997168,5.10738e+09,1.46476e-13,0.998658,All
16.5839,0.0146357,0.973507,56.3527,0.00508873,0.992217,38.7547,0.00292402,0.952305,137.223,0.00163069,0.956714,96.428,1.49962e-05,0.997196,5.20375e+09,1.42401e-13,0.998671,All
16.8208,0.0129251,0.976767,56.8862,0.00368455,0.99454,39.4574,0.00277482,0.954306,139.471,0.00149802,0.960229,98.2137,1.45983e-05,0.997222,5.30012e+09,1.38509e-13,0.998685,All
17.0576,0.011399,0.979644,57.4197,0.00263414,0.996211,40.1601,0.0026346,0.956206,141.719,0.0013759,0.963457,99.9994,1.42178e-05,0.997248,5.39648e+09,1.3479e-13,0.998698,All
17.2944,0.0100405,0.982179,57.9532,0.0018601,0.997399,40.8628,0.00250272,0.958011,143.967,0.00126356,0.966422,101.785,1.38535e-05,0.997273,5.49285e+09,1.31233e-13,0.998711,All
17.5312,0.00883335,0.984411,58.4867,0.00129789,0.998234,41.5655,0.00237862,0.959726,146.215,0.00116026,0.969144,103.571,1.35045e-05,0.997297,5.58921e+09,1.27828e-13,0.998723,All
17.768,0.00776265,0.986374,59.0202,0.000895152,0.998812,42.2682,0.00226177,0.961356,148.462,0.00106531,0.971644,105.356,1.31699e-05,0.997321,5.68558e+09,1.24566e-13,0.998736,All
18.0048,0.00681457,0.988097,59.5537,0.000610466,0.99921,42.9709,0.00215167,0.962906,150.71,0.000978057,0.97394,107.142,1.2849e-05,0.997344,5.78194e+09,1.21439e-13,0.998747,All
18.2416,0.00597637,0.98961,60.0872,0.00041179,0.999479,43.6736,0.00204789,0.964381,152.958,0.000897913,0.976047,108.928,1.25409e-05,0.997367,5.87831e+09,1.18439e-13,0.998759,All
18.4785,0.00523641,0.990936,60.6207,0.000274839,0.99966,44.3764,0.00195,0.965786,155.206,0.000824316,0.977981,110.714,1.22449e-05,0.997389,5.97468e+09,1.1556e-13,0.99877,All
18.7153,0.00458407,0.992097,61.1542,0.000181553,0.99978,45.0791,0.00185761,0.967123,157.454,0.000756747,0.979757,112.499,1.19604e-05,0.997411,6.07104e+09,1.12794e-13,0.998781,All
18.9521,0.00400972,0.993113,61.6877,0.000118736,0.999859,45.7818,0.00177038,0.968397,159.702,0.000694725,0.981388,114.285,1.16867e-05,0.997432,6.16741e+09,1.10136e-13,0.998792,All
19.1889,0.00350464,0.994002,62.2212,7.6902e-05,0.99991,46.4845,0.00168796,0.969612,161.95,0.000637804,0.982884,116.071,1.14233e-05,0.997452,6.26377e+09,1.07579e-13,0.998803,All
19.4257,0.00306099,0.994778,62.7547,4.93393e-05,0.999944,47.1872,0.00161006,0.970771,164.197,0.000585571,0.984258,117.856,1.11697e-05,0.997473,6.36014e+09,1.05119e-13,0.998813,All
19.6625,0.0026717,0.995456,63.2882,3.13665e-05,0.999965,47.8899,0.00153638,0.971876,166.445,0.000537647,0.98552,119.642,1.09253e-05,0.997492,6.4565e+09,1.0275e-13,0.998823,All
19.8994,0.00233046,0.996047,63.8216,1.97638e-05,0.999978,48.5926,0.00146667,0.972931,168.693,0.00049368,0.986679,121.428,1.06897e-05,0.997512,6.55287e+09,1.00468e-13,0.998833,All
20.1362,0.0020316,0.996563,64.3551,1.23456e-05,0.999987,49.2953,0.00140068,0.973938,170.941,0.000453346,0.987742,123.214,1.04625e-05,0.99753,6.64924e+09,9.82675e-14,0.998842,All
20.373,0.00177011,0.997012,64.8886,7.64727e-06,0.999992,49.9981,0.00133818,0.9749,173.189,0.000416346,0.988719,124.999,1.02431e-05,0.997549,6.7456e+09,9.61457e-14,0.998852,All
20.6098,0.00154148,0.997404,65.4221,4.6984e-06,0.999995,50.7008,0.00127895,0.97582,175.437,0.000382406,0.989616,126.785,1.00314e-05,0.997567,6.84197e+09,9.40983e-14,0.998861,All
20.8466,0.00134175,0.997745,65.9556,2.86381e-06,0.999997,51.4035,0.00122281,0.976699,177.685,0.000351274,0.99044,128.571,9.82681e-06,0.997585,6.93833e+09,9.21217e-14,0.99887,All
21.0834,0.00116738,0.998041,66.4891,1.73216e-06,0.999998,52.1062,0.00116955,0.977539,179.933,0.000322715,0.991197,130.356,9.6291e-06,0.997602,7.0347e+09,9.02125e-14,0.998878,All
21.3202,0.00101526,0.998299,67.0226,1.03985e-06,0.999999,52.8089,0.00111903,0.978343,182.18,0.000296518,0.991893,132.142,9.43793e-06,0.997619,7.13107e+09,8.83676e-14,0.998887,All
21.5571,0.000882624,0.998524,67.5561,6.19714e-07,0.999999,53.5116,0.00107106,0.979112,184.428,0.000272486,0.992532,133.928,9.25299e-06,0.997636,7.22743e+09,8.6584e-14,0.998895,All
21.7939,0.00076705,0.998719,68.0896,3.66718e-07,1,54.2143,0.00102551,0.979849,186.676,0.000250438,0.99312,135.713,9.07401e-06,0.997652,7.3238e+09,8.48589e-14,0.998904,All
22.0307,0.000666396,0.998888,68.6231,2.15516e-07,1,54.917,0.000982231,0.980554,188.924,0.00023021,0.993659,137.499,8.90073e-06,0.997668,7.42016e+09,8.31896e-14,0.998912,All
22.2675,0.000578779,0.999035,69.1566,1.25811e-07,1,55.6197,0.000941096,0.98123,191.172,0.00021165,0.994156,139.285,8.73288e-06,0.997684,7.51653e+09,8.15737e-14,0.99892,All
22.5043,0.000502546,0.999163,69.6901,7.29675e-08,1,56.3225,0.000901981,0.981877,193.42,0.000194619,0.994612,141.071,8.57024e-06,0.997699,7.61289e+09,8.00088e-14,0.998928,All
22.7411,0.000436247,0.999274,70.2236,4.20523e-08,1,57.0252,0.000864774,0.982498,195.668,0.000178989,0.995032,142.856,8.41257e-06,0.997715,7.70926e+09,7.84926e-14,0.998935,All
22.978,0.00037861,0.99937,70.7571,2.40866e-08,1,57.7279,0.000829366,0.983093,197.915,0.000164644,0.995418,144.642,8.25968e-06,0.99773,7.80563e+09,7.70232e-14,0.998943,All
23.2148,0.000328522,0.999454,71.2906,1.37139e-08,1,58.4306,0.000795657,0.983664,200.163,0.000151476,0.995773,146.428,8.11136e-06,0.997744,7.90199e+09,7.55985e-14,0.99895,All
23.4516,0.000285009,0.999527,71.8241,7.76277e-09,1,59.1333,0.000763555,0.984212,202.411,0.000139387,0.9961,148.213,7.96741e-06,0.997759,7.99836e+09,7.42165e-14,0.998957,All
23.6884,0.00024722,0.99959,72.3575,4.36931e-09,1,59.836,0.00073297,0.984737,204.659,0.000128287,0.9964,149.999,7.82767e-06,0.997773,8.09472e+09,7.28757e-14,0.998964,All
23.9252,0.00021441,0.999644,72.891,2.44578e-09,1,60.5387,0.000703821,0.985242,206.907,0.000118095,0.996677,151.785,7.69196e-06,0.997786,8.19109e+09,7.15742e-14,0.998971,All
24.162,0.000185933,0.999691,73.4245,1.36175e-09,1,61.2414,0.000676029,0.985727,209.155,0.000108733,0.996932,153.57,7.56012e-06,0.9978,8.28745e+09,7.03105e-14,0.998978,All
24.3989,0.00016122,0.999732,73.958,7.54244e-10,1,61.9442,0.000649523,0.986193,211.403,0.000100134,0.997166,155.356,7.43199e-06,0.997813,8.38382e+09,6.90831e-14,0.998985,All
24.6357,0.000139779,0.999768,74.4915,4.15649e-10,1,62.6469,0.000624234,0.98664,213.651,9.22338e-05,0.997382,157.142,7.30744e-06,0.997827,8.48019e+09,6.78905e-14,0.998991,All
24.8725,0.000121181,0.999799,75.025,2.2793e-10,1,63.3496,0.000600097,0.98707,215.898,8.49744e-05,0.997582,158.928,7.18632e-06,0.99784,8.57655e+09,6.67314e-14,0.998998,All
25.1093,0.000105051,0.999826,75.5585,1.24392e-10,1,64.0523,0.000577053,0.987484,218.146,7.83027e-05,0.997765,160.713,7.0685e-06,0.997852,8.67292e+09,6.56045e-14,0.999004,All
25.3461,9.10642e-05,0.999849,76.092,6.75711e-11,1,64.755,0.000555044,0.987881,220.394,7.21702e-05,0.997934,162.499,6.95386e-06,0.997865,8.76928e+09,6.45085e-14,0.999011,All
25.5829,7.89371e-05,0.999869,76.6255,3.65392e-11,1,65.4577,0.000534018,0.988264,222.642,6.65321e-05,0.99809,164.285,6.84228e-06,0.997877,8.86565e+09,6.34422e-14,0.999017,All
25.8197,6.84237e-05,0.999886,77.159,1.96716e-11,1,66.1604,0.000513923,0.988632,224.89,6.13477e-05,0.998233,166.07,6.73365e-06,0.997889,8.96201e+09,6.24047e-14,0.999023,All
26.0566,5.93102e-05,0.999901,77.6925,1.05453e-11,1,66.8631,0.000494712,0.988986,227.138,5.65795e-05,0.998366,167.856,6.62785e-06,0.997901,9.05838e+09,6.13947e-14,0.999029,All
26.2934,5.14109e-05,0.999914,78.226,5.62939e-12,1,67.5659,0.000476342,0.989328,229.386,5.21934e-05,0.998488,169.642,6.52479e-06,0.997913,9.15475e+09,6.04113e-14,0.999035,All
26.5302,4.45644e-05,0.999926,78.7595,2.99297e-12,1,68.2686,0.000458768,0.989656,231.633,4.81579e-05,0.998601,171.427,6.42436e-06,0.997924,9.25111e+09,5.94535e-14,0.99904,All
26.767,3.86308e-05,0.999936,79.293,1.58499e-12,1,68.9713,0.000441953,0.989973,233.881,4.44442e-05,0.998705,173.213,6.32648e-06,0.997936,9.34748e+09,5.85204e-14,0.999046,All
27.0038,3.34885e-05,0.999944,79.8265,8.3615e-13,1,69.674,0.000425858,0.990277,236.129,4.1026e-05,0.998801,174.999,6.23105e-06,0.997947,9.44384e+09,5.76111e-14,0.999052,All
27.2406,2.90322e-05,0.999952,80.36,4.39459e-13,1,70.3767,0.000410447,0.990571,238.377,3.78791e-05,0.998889,176.785,6.13799e-06,0.997958,9.54021e+09,5.67248e-14,0.999057,All
