fi_abscissa,fi_pdf,fi_cdf,Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,split
0.80571,1.97521,0.279329,9.26039,0.154018,0.372424,39.5272,0.0406885,0.262329,14.5917,0.0837424,0.450469,59.2103,0.00714085,0.679627,All
0.82464,2.04561,0.317422,9.50307,0.15419,0.409851,40.4366,0.0424499,0.300172,15.0097,0.0819866,0.485121,61.6162,0.00670552,0.696277,All
0.843569,2.09226,0.356624,9.74575,0.15295,0.447146,41.3461,0.0437097,0.33939,15.4276,0.0797312,0.518932,64.022,0.00629875,0.711915,All
0.862499,2.11518,0.396483,9.98843,0.150436,0.483983,42.2556,0.0444568,0.379521,15.8456,0.0770619,0.55171,66.4279,0.00591885,0.726606,All
0.881428,2.11514,0.436557,10.2311,0.1468,0.520071,43.1651,0.0446985,0.420101,16.2635,0.0740618,0.583301,68.8337,0.00556416,0.740415,All
0.900358,2.09358,0.476424,10.4738,0.142206,0.555156,44.0745,0.044458,0.460679,16.6815,0.0708088,0.613583,71.2396,0.00523306,0.753398,All
0.919288,2.05247,0.515695,10.7165,0.136821,0.589027,44.984,0.0437718,0.500832,17.0994,0.0673747,0.642465,73.6455,0.00492398,0.765612,All
0.938217,1.99413,0.55402,10.9591,0.130806,0.621512,45.8935,0.0426867,0.540176,17.5174,0.0638242,0.669885,76.0513,0.00463543,0.777108,All
0.957147,1.92115,0.591099,11.2018,0.12432,0.652477,46.8029,0.0412563,0.578372,17.9353,0.0602143,0.695807,78.4572,0.00436599,0.787932,All
0.976076,1.83618,0.626678,11.4445,0.117506,0.681825,47.7124,0.0395381,0.615132,18.3533,0.0565946,0.720217,80.8631,0.00411432,0.79813,All
0.995006,1.7419,0.660556,11.6872,0.110496,0.709493,48.6219,0.0375909,0.65022,18.7712,0.0530071,0.743119,83.2689,0.00387919,0.807742,All
1.01394,1.64087,0.692582,11.9298,0.103407,0.735448,49.5313,0.0354721,0.683455,19.1892,0.0494869,0.764534,85.6748,0.00365943,0.816808,All
1.03286,1.53548,0.72265,12.1725,0.0963394,0.759684,50.4408,0.0332365,0.714706,19.6071,0.0460624,0.784498,88.0806,0.00345394,0.825362,All
1.05179,1.4279,0.7507,12.4152,0.089379,0.782216,51.3503,0.0309342,0.74389,20.025,0.0427563,0.803054,90.4865,0.00326171,0.833438,All
1.07072,1.32005,0.776708,12.6579,0.0825967,0.803079,52.2597,0.0286102,0.770967,20.443,0.0395856,0.820256,92.8924,0.00308181,0.841066,All
1.08965,1.21358,0.800685,12.9006,0.0760489,0.822324,53.1692,0.0263034,0.795936,20.8609,0.0365627,0.836164,95.2982,0.00291337,0.848276,All
1.10858,1.10985,0.82267,13.1432,0.0697796,0.840012,54.0787,0.0240464,0.818827,21.2789,0.0336961,0.850841,97.7041,0.00275557,0.855093,All
1.12751,1.00995,0.842727,13.3859,0.0638209,0.856217,54.9882,0.0218662,0.839698,21.6968,0.0309906,0.864353,100.11,0.00260767,0.861543,All
1.14644,0.914747,0.860936,13.6286,0.0581946,0.871015,55.8976,0.0197834,0.85863,22.1148,0.028448,0.876768,102.516,0.00246897,0.867648,All
1.16537,0.824848,0.877392,13.8713,0.0529141,0.88449,56.8071,0.0178136,0.875717,22.5327,0.0260679,0.888155,104.922,0.00233883,0.87343,All
1.1843,0.74067,0.8922,14.1139,0.0479847,0.896726,57.7166,0.0159675,0.891069,22.9507,0.0238478,0.898581,107.328,0.00221667,0.878908,All
1.20323,0.662446,0.90547,14.3566,0.043406,0.907808,58.626,0.0142514,0.904801,23.3686,0.0217834,0.908111,109.733,0.00210193,0.884102,All
1.22216,0.59026,0.917317,14.5993,0.0391722,0.917821,59.5355,0.0126681,0.917032,23.7866,0.0198696,0.91681,112.139,0.0019941,0.889028,All
1.24109,0.52407,0.927855,14.842,0.0352736,0.926847,60.445,0.0112174,0.927883,24.2045,0.0181001,0.92474,114.545,0.00189272,0.893702,All
1.26002,0.463737,0.937195,15.0847,0.0316974,0.934967,61.3544,0.00989651,0.937475,24.6225,0.0164681,0.931959,116.951,0.00179734,0.89814,All
1.27895,0.40904,0.945447,15.3273,0.0284284,0.942257,62.2639,0.00870093,0.945922,25.0404,0.0149663,0.938524,119.357,0.00170757,0.902355,All
1.29788,0.359704,0.952715,15.57,0.0254502,0.948789,63.1734,0.00762464,0.953337,25.4584,0.0135872,0.944487,121.763,0.00162303,0.90636,All
1.31681,0.315411,0.959097,15.8127,0.0227449,0.954631,64.0829,0.00666062,0.959825,25.8763,0.0123232,0.949897,124.169,0.00154337,0.910168,All
1.33574,0.275821,0.964686,16.0554,0.0202945,0.959849,64.9923,0.00580126,0.965484,26.2943,0.0111666,0.954803,126.574,0.00146828,0.91379,All
1.35467,0.240579,0.969567,16.298,0.0180807,0.9645,65.9018,0.00503855,0.970407,26.7122,0.0101102,0.959246,128.98,0.00139746,0.917237,All
1.3736,0.209327,0.973819,16.5407,0.0160855,0.968642,66.8113,0.00436442,0.974676,27.1302,0.0091467,0.963267,131.386,0.00133062,0.920518,All
1.39253,0.181712,0.977515,16.7834,0.0142914,0.972324,67.7207,0.00377089,0.97837,27.5481,0.0082691,0.966903,133.792,0.00126753,0.923642,All
1.41146,0.157393,0.980719,17.0261,0.0126816,0.975593,68.6302,0.00325022,0.981557,27.9661,0.00747078,0.97019,136.198,0.00120793,0.926619,All
1.43039,0.136045,0.983492,17.2688,0.0112398,0.978493,69.5397,0.00279502,0.984302,28.384,0.00674544,0.973158,138.604,0.0011516,0.929457,All
1.44931,0.117359,0.985887,17.5114,0.00995104,0.981061,70.4491,0.00239834,0.986659,28.8019,0.00608713,0.975838,141.01,0.00109835,0.932163,All
1.46824,0.10105,0.98795,17.7541,0.00880091,0.983334,71.3586,0.0020537,0.98868,29.2199,0.00549024,0.978255,143.415,0.00104797,0.934744,All
1.48717,0.0868518,0.989726,17.9968,0.00777617,0.985343,72.2681,0.00175513,0.990408,29.6378,0.00494957,0.980435,145.821,0.0010003,0.937208,All
1.5061,0.0745225,0.99125,18.2395,0.0068645,0.987117,73.1776,0.00149716,0.991885,30.0558,0.00446021,0.982399,148.227,0.000955166,0.93956,All
1.52503,0.063841,0.992557,18.4821,0.00605457,0.988683,74.087,0.00127485,0.993143,30.4737,0.00401767,0.98417,150.633,0.000912412,0.941806,All
1.54396,0.0546073,0.993676,18.7248,0.00533594,0.990063,74.9965,0.00108371,0.994213,30.8917,0.00361774,0.985764,153.039,0.000871896,0.943952,All
1.56289,0.0466417,0.994633,18.9675,0.00469911,0.991279,75.906,0.000919757,0.995122,31.3096,0.00325657,0.987199,155.445,0.000833484,0.946003,All
1.58182,0.0397836,0.995449,19.2102,0.00413541,0.99235,76.8154,0.00077942,0.995893,31.7276,0.0029306,0.988491,157.851,0.000797051,0.947964,All
1.60075,0.0338899,0.996145,19.4529,0.00363697,0.993291,77.7249,0.000659541,0.996546,32.1455,0.00263656,0.989653,160.257,0.00076248,0.949839,All
1.61968,0.0288339,0.996737,19.6955,0.00319666,0.994119,78.6344,0.000557334,0.997098,32.5635,0.00237147,0.990699,162.662,0.000729664,0.951634,All
1.63861,0.0245036,0.997241,19.9382,0.00280808,0.994847,79.5438,0.000470352,0.997564,32.9814,0.00213259,0.991639,165.068,0.000698498,0.953352,All
1.65754,0.0208006,0.997669,20.1809,0.00246544,0.995486,80.4533,0.000396454,0.997957,33.3994,0.00191742,0.992485,167.474,0.00066889,0.954996,All
1.67647,0.0176388,0.998032,20.4236,0.00216356,0.996047,81.3628,0.000333775,0.998289,33.8173,0.00172369,0.993245,169.88,0.000640749,0.956571,All
1.6954,0.0149428,0.99834,20.6662,0.00189778,0.996539,82.2722,0.000280692,0.998568,34.2353,0.00154931,0.993928,172.286,0.000613992,0.95808,All
1.71433,0.0126471,0.9986,20.9089,0.00166395,0.996971,83.1817,0.000235802,0.998802,34.6532,0.00139241,0.994542,174.692,0.000588542,0.959527,All
1.73326,0.0106946,0.998821,21.1516,0.00145838,0.997349,84.0912,0.000197893,0.998999,35.0712,0.00125128,0.995094,177.098,0.000564324,0.960913,All
1.75219,0.00903592,0.999007,21.3943,0.00127774,0.997681,85.0007,0.000165921,0.999164,35.4891,0.00112437,0.99559,179.503,0.000541272,0.962243,All
1.77112,0.0076285,0.999164,21.637,0.00111912,0.997971,85.9101,0.000138989,0.999302,35.9071,0.00101026,0.996036,181.909,0.00051932,0.963519,All
1.79005,0.0064355,0.999297,21.8796,0.000979891,0.998225,86.8196,0.00011633,0.999418,36.325,0.000907696,0.996436,184.315,0.000498408,0.964743,All
1.80898,0.00542525,0.999409,22.1223,0.000857751,0.998448,87.7291,9.72865e-05,0.999515,36.743,0.000815519,0.996796,186.721,0.000478481,0.965918,All
1.82791,0.00457056,0.999504,22.365,0.000750649,0.998643,88.6385,8.12987e-05,0.999596,37.1609,0.000732691,0.997119,189.127,0.000459484,0.967046,All
1.84684,0.00384811,0.999583,22.6077,0.000656773,0.998813,89.548,6.78894e-05,0.999663,37.5788,0.000658276,0.99741,191.533,0.000441369,0.968129,All
1.86577,0.00323796,0.99965,22.8503,0.000574521,0.998963,90.4575,5.66534e-05,0.99972,37.9968,0.000591425,0.997671,193.939,0.000424087,0.96917,All
1.88469,0.00272304,0.999706,23.093,0.000502479,0.999093,91.3669,4.72467e-05,0.999767,38.4147,0.000531377,0.997905,196.344,0.000407596,0.97017,All
1.90362,0.00228883,0.999754,23.3357,0.0004394,0.999207,92.2764,3.93781e-05,0.999806,38.8327,0.000477443,0.998116,198.75,0.000391854,0.971132,All
1.92255,0.00192292,0.999793,23.5784,0.000384185,0.999307,93.1859,3.28014e-05,0.999839,39.2506,0.000429004,0.998305,201.156,0.000376822,0.972057,All
1.94148,0.00161478,0.999827,23.8211,0.000335868,0.999394,94.0954,2.73084e-05,0.999866,39.6686,0.000385502,0.998475,203.562,0.000362463,0.972946,All
1.96041,0.00135543,0.999855,24.0637,0.000293596,0.99947,95.0048,2.2724e-05,0.999889,40.0865,0.000346435,0.998628,205.968,0.000348743,0.973801,All
1.97934,0.00113729,0.999878,24.3064,0.000256622,0.999537,95.9143,1.89002e-05,0.999908,40.5045,0.000311351,0.998765,208.374,0.000335629,0.974624,All
1.99827,0.000953907,0.999898,24.5491,0.000224288,0.999595,96.8238,1.57129e-05,0.999923,40.9224,0.000279844,0.998888,210.78,0.00032309,0.975417,All
2.0172,0.000799817,0.999915,24.7918,0.000196017,0.999646,97.7332,1.30578e-05,0.999936,41.3404,0.00025155,0.998999,213.186,0.000311098,0.976179,All
2.03613,0.000670405,0.999929,25.0344,0.000171303,0.999691,98.6427,1.08471e-05,0.999947,41.7583,0.00022614,0.999099,215.591,0.000299625,0.976914,All
2.05506,0.000561767,0.99994,25.2771,0.0001497,0.99973,99.5522,9.00743e-06,0.999956,42.1763,0.000203319,0.999189,217.997,0.000288646,0.977621,All
2.07399,0.000470605,0.99995,25.5198,0.000130819,0.999764,100.462,7.47729e-06,0.999964,42.5942,0.000182822,0.999269,220.403,0.000278136,0.978303,All
2.09292,0.000394139,0.999958,25.7625,0.000114319,0.999793,101.371,6.20516e-06,0.99997,43.0122,0.000164413,0.999342,222.809,0.000268072,0.97896,All
2.11185,0.000330023,0.999965,26.0052,9.99015e-05,0.999819,102.281,5.14799e-06,0.999975,43.4301,0.000147876,0.999407,225.215,0.000258433,0.979593,All
2.13078,0.000276279,0.999971,26.2478,8.73039e-05,0.999842,103.19,4.2698e-06,0.999979,43.8481,0.000133021,0.999466,227.621,0.000249198,0.980204,All
2.14971,0.000231243,0.999975,26.4905,7.62972e-05,0.999862,104.1,3.54056e-06,0.999983,44.266,0.000119675,0.999519,230.027,0.000240348,0.980793,All
2.16864,0.000193516,0.999979,26.7332,6.6681e-05,0.999879,105.009,2.93521e-06,0.999986,44.684,0.000107684,0.999566,232.432,0.000231863,0.981361,All
2.18757,0.00016192,0.999983,26.9759,5.82798e-05,0.999894,105.918,2.43287e-06,0.999988,45.1019,9.69099e-05,0.999609,234.838,0.000223728,0.981909,All
2.2065,0.000135464,0.999986,27.2185,5.09401e-05,0.999908,106.828,2.01613e-06,0.99999,45.5199,8.72272e-05,0.999647,237.244,0.000215926,0.982437,All
2.22543,0.000113317,0.999988,27.4612,4.4528e-05,0.999919,107.737,1.6705e-06,0.999992,45.9378,7.85247e-05,0.999682,239.65,0.00020844,0.982948,All
2.24436,9.47819e-05,0.99999,27.7039,3.8926e-05,0.999929,108.647,1.38392e-06,0.999993,46.3557,7.07022e-05,0.999713,242.056,0.000201257,0.983441,All
