eta_Cl_vs_AGEA_abscissa,eta_Cl_vs_AGEA_spline,eta_Cl_vs_AGEA_regression,eta_Cl_vs_ALBGDL_abscissa,eta_Cl_vs_ALBGDL_spline,eta_Cl_vs_ALBGDL_regression,eta_Cl_vs_CLCRMLMIN_abscissa,eta_Cl_vs_CLCRMLMIN_spline,eta_Cl_vs_CLCRMLMIN_regression,eta_Cl_vs_HCM_abscissa,eta_Cl_vs_HCM_spline,eta_Cl_vs_HCM_regression,eta_Cl_vs_RAL_abscissa,eta_Cl_vs_RAL_spline,eta_Cl_vs_RAL_regression,eta_Cl_vs_SCRMGDL_abscissa,eta_Cl_vs_SCRMGDL_spline,eta_Cl_vs_SCRMGDL_regression,eta_Cl_vs_WTKG_abscissa,eta_Cl_vs_WTKG_spline,eta_Cl_vs_WTKG_regression,eta_Cl_vs_centeredAGEA_abscissa,eta_Cl_vs_centeredAGEA_spline,eta_Cl_vs_centeredAGEA_regression,eta_Cl_vs_centeredALBGDL_abscissa,eta_Cl_vs_centeredALBGDL_spline,eta_Cl_vs_centeredALBGDL_regression,eta_Cl_vs_centeredHCM_abscissa,eta_Cl_vs_centeredHCM_spline,eta_Cl_vs_centeredHCM_regression,eta_Cl_vs_centeredSCR_abscissa,eta_Cl_vs_centeredSCR_spline,eta_Cl_vs_centeredSCR_regression,eta_Cl_vs_centeredWT_abscissa,eta_Cl_vs_centeredWT_spline,eta_Cl_vs_centeredWT_regression,eta_Cl_vs_logtCLCR_abscissa,eta_Cl_vs_logtCLCR_spline,eta_Cl_vs_logtCLCR_regression,eta_Q_vs_AGEA_abscissa,eta_Q_vs_AGEA_spline,eta_Q_vs_AGEA_regression,eta_Q_vs_ALBGDL_abscissa,eta_Q_vs_ALBGDL_spline,eta_Q_vs_ALBGDL_regression,eta_Q_vs_CLCRMLMIN_abscissa,eta_Q_vs_CLCRMLMIN_spline,eta_Q_vs_CLCRMLMIN_regression,eta_Q_vs_HCM_abscissa,eta_Q_vs_HCM_spline,eta_Q_vs_HCM_regression,eta_Q_vs_RAL_abscissa,eta_Q_vs_RAL_spline,eta_Q_vs_RAL_regression,eta_Q_vs_SCRMGDL_abscissa,eta_Q_vs_SCRMGDL_spline,eta_Q_vs_SCRMGDL_regression,eta_Q_vs_WTKG_abscissa,eta_Q_vs_WTKG_spline,eta_Q_vs_WTKG_regression,eta_Q_vs_centeredAGEA_abscissa,eta_Q_vs_centeredAGEA_spline,eta_Q_vs_centeredAGEA_regression,eta_Q_vs_centeredALBGDL_abscissa,eta_Q_vs_centeredALBGDL_spline,eta_Q_vs_centeredALBGDL_regression,eta_Q_vs_centeredHCM_abscissa,eta_Q_vs_centeredHCM_spline,eta_Q_vs_centeredHCM_regression,eta_Q_vs_centeredSCR_abscissa,eta_Q_vs_centeredSCR_spline,eta_Q_vs_centeredSCR_regression,eta_Q_vs_centeredWT_abscissa,eta_Q_vs_centeredWT_spline,eta_Q_vs_centeredWT_regression,eta_Q_vs_logtCLCR_abscissa,eta_Q_vs_logtCLCR_spline,eta_Q_vs_logtCLCR_regression,eta_V1_vs_AGEA_abscissa,eta_V1_vs_AGEA_spline,eta_V1_vs_AGEA_regression,eta_V1_vs_ALBGDL_abscissa,eta_V1_vs_ALBGDL_spline,eta_V1_vs_ALBGDL_regression,eta_V1_vs_CLCRMLMIN_abscissa,eta_V1_vs_CLCRMLMIN_spline,eta_V1_vs_CLCRMLMIN_regression,eta_V1_vs_HCM_abscissa,eta_V1_vs_HCM_spline,eta_V1_vs_HCM_regression,eta_V1_vs_RAL_abscissa,eta_V1_vs_RAL_spline,eta_V1_vs_RAL_regression,eta_V1_vs_SCRMGDL_abscissa,eta_V1_vs_SCRMGDL_spline,eta_V1_vs_SCRMGDL_regression,eta_V1_vs_WTKG_abscissa,eta_V1_vs_WTKG_spline,eta_V1_vs_WTKG_regression,eta_V1_vs_centeredAGEA_abscissa,eta_V1_vs_centeredAGEA_spline,eta_V1_vs_centeredAGEA_regression,eta_V1_vs_centeredALBGDL_abscissa,eta_V1_vs_centeredALBGDL_spline,eta_V1_vs_centeredALBGDL_regression,eta_V1_vs_centeredHCM_abscissa,eta_V1_vs_centeredHCM_spline,eta_V1_vs_centeredHCM_regression,eta_V1_vs_centeredSCR_abscissa,eta_V1_vs_centeredSCR_spline,eta_V1_vs_centeredSCR_regression,eta_V1_vs_centeredWT_abscissa,eta_V1_vs_centeredWT_spline,eta_V1_vs_centeredWT_regression,eta_V1_vs_logtCLCR_abscissa,eta_V1_vs_logtCLCR_spline,eta_V1_vs_logtCLCR_regression,split
65.2929,0.0126114,-0.0417568,3.5897,-0.00207201,0.0184034,174.805,-0.0511236,-0.0044485,174.263,0.249894,0.125382,5047.07,-0.0264929,-0.00119554,0.700101,0.0257051,0.0168336,76.5657,0.163832,0.159586,1.40415,0.0126114,-0.0417568,1.1561,-0.00207201,0.0184034,1.06258,0.249894,0.125382,1.20707,0.0257051,0.0168336,1.27609,0.163832,0.159586,0.202657,-0.0483366,0.00235583,65.2929,0.715729,0.566006,3.5897,-0.0492199,-0.0611616,174.805,0.0888559,-0.0898053,174.263,-0.163382,-0.110374,5047.07,0.358037,0.171148,0.700101,-0.00569045,-0.106931,76.5657,0.0516435,-0.0212246,1.40415,0.715729,0.566006,1.1561,-0.0492199,-0.0611616,1.06258,-0.163382,-0.110374,1.20707,-0.00569045,-0.106931,1.27609,0.0516435,-0.0212246,0.202657,0.12667,-0.0888864,65.2929,0.0776383,0.0395647,3.5897,-0.0320881,-0.0254046,174.805,-0.009028,0.0127961,174.263,0.193571,0.110156,5047.07,0.077486,0.0675063,0.700101,0.0144028,0.00519928,76.5657,0.105478,0.0861393,1.40415,0.0776383,0.0395647,1.1561,-0.0320881,-0.0254046,1.06258,0.193571,0.110156,1.20707,0.0144028,0.00519928,1.27609,0.105478,0.0861393,0.202657,0.0125553,0.0190919,All
65.8889,0.00779849,-0.0429016,3.60667,6.21202e-05,0.0191014,175.822,-0.0521569,-0.00456682,174.556,0.253928,0.128936,5111.11,-0.0253466,-0.00120163,0.704444,0.0259899,0.0174849,76.8889,0.165448,0.163164,1.41697,0.00779849,-0.0429016,1.16157,6.21202e-05,0.0191014,1.06436,0.253928,0.128936,1.21456,0.0259899,0.0174849,1.28148,0.165448,0.163164,0.209823,-0.0482425,0.00248244,65.8889,0.731152,0.58279,3.60667,-0.0466236,-0.0621576,175.822,0.084717,-0.0916535,174.556,-0.167916,-0.112533,5111.11,0.351831,0.174815,0.704444,-0.0149229,-0.109628,76.8889,0.0485116,-0.0209469,1.41697,0.731152,0.58279,1.16157,-0.0466236,-0.0621576,1.06436,-0.167916,-0.112533,1.21456,-0.0149229,-0.109628,1.28148,0.0485116,-0.0209469,0.209823,0.117763,-0.0910631,65.8889,0.0746298,0.0404058,3.60667,-0.0306451,-0.02667,175.822,-0.0107933,0.0129042,174.556,0.19588,0.112989,5111.11,0.0782258,0.0685445,0.704444,0.012402,0.00504042,76.8889,0.106565,0.0878481,1.41697,0.0746298,0.0404058,1.16157,-0.0306451,-0.02667,1.06436,0.19588,0.112989,1.21456,0.012402,0.00504042,1.28148,0.106565,0.0878481,0.209823,0.0107704,0.0194696,All
66.4848,-0.00482767,-0.0440464,3.62364,0.00219625,0.0197993,176.839,-0.0531902,-0.00468513,174.848,0.257962,0.132489,5175.15,-0.0242003,-0.00120773,0.708788,0.0262747,0.0181362,77.2121,0.167063,0.166742,1.42978,-0.00482767,-0.0440464,1.16703,0.00219625,0.0197993,1.06615,0.257962,0.132489,1.22205,0.0262747,0.0181362,1.28687,0.167063,0.166742,0.216989,-0.0481483,0.00260904,66.4848,0.731393,0.599574,3.62364,-0.0440272,-0.0631537,176.839,0.080578,-0.0935017,174.848,-0.17245,-0.114692,5175.15,0.345624,0.178482,0.708788,-0.0241553,-0.112325,77.2121,0.0453797,-0.0206692,1.42978,0.731393,0.599574,1.16703,-0.0440272,-0.0631537,1.06615,-0.17245,-0.114692,1.22205,-0.0241553,-0.112325,1.28687,0.0453797,-0.0206692,0.216989,0.108857,-0.0932399,66.4848,0.0652214,0.0412469,3.62364,-0.0292021,-0.0279354,176.839,-0.0125585,0.0130123,174.848,0.198188,0.115823,5175.15,0.0789655,0.0695827,0.708788,0.0104013,0.00488156,77.2121,0.107652,0.089557,1.42978,0.0652214,0.0412469,1.16703,-0.0292021,-0.0279354,1.06615,0.198188,0.115823,1.22205,0.0104013,0.00488156,1.28687,0.107652,0.089557,0.216989,0.00898554,0.0198472,All
67.0808,-0.0192443,-0.0451912,3.64061,0.00433039,0.0204972,177.857,-0.0542235,-0.00480345,175.141,0.256075,0.136043,5239.19,-0.023054,-0.00121382,0.713131,0.0265596,0.0187876,77.5354,0.168679,0.17032,1.4426,-0.0192443,-0.0451912,1.1725,0.00433039,0.0204972,1.06794,0.256075,0.136043,1.22954,0.0265596,0.0187876,1.29226,0.168679,0.17032,0.224155,-0.0480542,0.00273565,67.0808,0.728155,0.616358,3.64061,-0.0414309,-0.0641497,177.857,0.0764391,-0.0953499,175.141,-0.175354,-0.116852,5239.19,0.339417,0.182149,0.713131,-0.0333877,-0.115023,77.5354,0.0422478,-0.0203915,1.4426,0.728155,0.616358,1.1725,-0.0414309,-0.0641497,1.06794,-0.175354,-0.116852,1.22954,-0.0333877,-0.115023,1.29226,0.0422478,-0.0203915,0.224155,0.0999504,-0.0954166,67.0808,0.0543464,0.042088,3.64061,-0.027759,-0.0292008,177.857,-0.0143238,0.0131204,175.141,0.196183,0.118656,5239.19,0.0797053,0.070621,0.713131,0.00840046,0.00472271,77.5354,0.108739,0.0912658,1.4426,0.0543464,0.042088,1.1725,-0.027759,-0.0292008,1.06794,0.196183,0.118656,1.22954,0.00840046,0.00472271,1.29226,0.108739,0.0912658,0.224155,0.00720066,0.0202249,All
67.6768,-0.033661,-0.046336,3.65758,0.00705897,0.0211951,178.874,-0.0552568,-0.00492177,175.434,0.247844,0.139597,5303.23,-0.0219077,-0.00121991,0.717475,0.0268444,0.0194389,77.8586,0.170294,0.173898,1.45541,-0.033661,-0.046336,1.17796,0.00705897,0.0211951,1.06972,0.247844,0.139597,1.23703,0.0268444,0.0194389,1.29764,0.170294,0.173898,0.23132,-0.04796,0.00286225,67.6768,0.724918,0.633143,3.65758,-0.0386692,-0.0651457,178.874,0.0723002,-0.0971981,175.434,-0.176511,-0.119011,5303.23,0.33321,0.185816,0.717475,-0.0426202,-0.11772,77.8586,0.0391159,-0.0201138,1.45541,0.724918,0.633143,1.17796,-0.0386692,-0.0651457,1.06972,-0.176511,-0.119011,1.23703,-0.0426202,-0.11772,1.29764,0.0391159,-0.0201138,0.23132,0.091044,-0.0975934,67.6768,0.0434714,0.0429291,3.65758,-0.0258631,-0.0304662,178.874,-0.016089,0.0132285,175.434,0.189555,0.121489,5303.23,0.0804451,0.0716592,0.717475,0.00639968,0.00456385,77.8586,0.109826,0.0929746,1.45541,0.0434714,0.0429291,1.17796,-0.0258631,-0.0304662,1.06972,0.189555,0.121489,1.23703,0.00639968,0.00456385,1.29764,0.109826,0.0929746,0.23132,0.00541577,0.0206025,All
68.2727,-0.0480777,-0.0474807,3.67455,0.0105247,0.0218931,179.891,-0.0562901,-0.00504009,175.727,0.239612,0.143151,5367.27,-0.0207615,-0.001226,0.721818,0.0271292,0.0200902,78.1818,0.17191,0.177476,1.46823,-0.0480777,-0.0474807,1.18343,0.0105247,0.0218931,1.07151,0.239612,0.143151,1.24451,0.0271292,0.0200902,1.30303,0.17191,0.177476,0.238486,-0.0478659,0.00298886,68.2727,0.72168,0.649927,3.67455,-0.0357025,-0.0661417,179.891,0.0681613,-0.0990463,175.727,-0.177668,-0.12117,5367.27,0.327004,0.189483,0.721818,-0.0518526,-0.120417,78.1818,0.035984,-0.0198361,1.46823,0.72168,0.649927,1.18343,-0.0357025,-0.0661417,1.07151,-0.177668,-0.12117,1.24451,-0.0518526,-0.120417,1.30303,0.035984,-0.0198361,0.238486,0.0821377,-0.0997702,68.2727,0.0325963,0.0437702,3.67455,-0.0234055,-0.0317316,179.891,-0.0178543,0.0133366,175.727,0.182927,0.124322,5367.27,0.0811849,0.0726975,0.721818,0.00439889,0.00440499,78.1818,0.110913,0.0946834,1.46823,0.0325963,0.0437702,1.18343,-0.0234055,-0.0317316,1.07151,0.182927,0.124322,1.24451,0.00439889,0.00440499,1.30303,0.110913,0.0946834,0.238486,0.00363088,0.0209802,All
68.8687,-0.0624944,-0.0486255,3.69152,0.0139904,0.022591,180.908,-0.0573234,-0.00515841,176.02,0.23138,0.146704,5431.31,-0.0196152,-0.0012321,0.726162,0.0274141,0.0207416,78.5051,0.173525,0.181054,1.48105,-0.0624944,-0.0486255,1.18889,0.0139904,0.022591,1.07329,0.23138,0.146704,1.252,0.0274141,0.0207416,1.30842,0.173525,0.181054,0.245652,-0.0477717,0.00311546,68.8687,0.718442,0.666711,3.69152,-0.0327357,-0.0671377,180.908,0.0640224,-0.100894,176.02,-0.178825,-0.123329,5431.31,0.320797,0.19315,0.726162,-0.061085,-0.123115,78.5051,0.0328521,-0.0195584,1.48105,0.718442,0.666711,1.18889,-0.0327357,-0.0671377,1.07329,-0.178825,-0.123329,1.252,-0.061085,-0.123115,1.30842,0.0328521,-0.0195584,0.245652,0.0732313,-0.101947,68.8687,0.0217213,0.0446112,3.69152,-0.0209479,-0.032997,180.908,-0.0196195,0.0134446,176.02,0.1763,0.127156,5431.31,0.0819247,0.0737357,0.726162,0.0023981,0.00424613,78.5051,0.112,0.0963922,1.48105,0.0217213,0.0446112,1.18889,-0.0209479,-0.032997,1.07329,0.1763,0.127156,1.252,0.0023981,0.00424613,1.30842,0.112,0.0963922,0.245652,0.001846,0.0213578,All
69.4646,-0.0769111,-0.0497703,3.70848,0.0174561,0.0232889,181.925,-0.0583567,-0.00527673,176.313,0.223149,0.150258,5495.35,-0.0184689,-0.00123819,0.730505,0.0276989,0.0213929,78.8283,0.175141,0.184632,1.49386,-0.0769111,-0.0497703,1.19436,0.0174561,0.0232889,1.07508,0.223149,0.150258,1.25949,0.0276989,0.0213929,1.3138,0.175141,0.184632,0.252818,-0.0476776,0.00324207,69.4646,0.715205,0.683496,3.70848,-0.029769,-0.0681337,181.925,0.0598835,-0.102743,176.313,-0.179982,-0.125488,5495.35,0.31459,0.196817,0.730505,-0.0703175,-0.125812,78.8283,0.0297202,-0.0192807,1.49386,0.715205,0.683496,1.19436,-0.029769,-0.0681337,1.07508,-0.179982,-0.125488,1.25949,-0.0703175,-0.125812,1.3138,0.0297202,-0.0192807,0.252818,0.0643249,-0.104124,69.4646,0.0108463,0.0454523,3.70848,-0.0184903,-0.0342624,181.925,-0.0213848,0.0135527,176.313,0.169672,0.129989,5495.35,0.0826645,0.074774,0.730505,0.000397316,0.00408727,78.8283,0.113087,0.098101,1.49386,0.0108463,0.0454523,1.19436,-0.0184903,-0.0342624,1.07508,0.169672,0.129989,1.25949,0.000397316,0.00408727,1.3138,0.113087,0.098101,0.252818,6.11101e-05,0.0217355,All
70.0606,-0.0913277,-0.0509151,3.72545,0.0209218,0.0239868,182.942,-0.05939,-0.00539505,176.606,0.214917,0.153812,5559.39,-0.0173226,-0.00124428,0.734848,0.0279838,0.0220442,79.1515,0.176756,0.18821,1.50668,-0.0913277,-0.0509151,1.19982,0.0209218,0.0239868,1.07687,0.214917,0.153812,1.26698,0.0279838,0.0220442,1.31919,0.176756,0.18821,0.259984,-0.0475834,0.00336867,70.0606,0.711967,0.70028,3.72545,-0.0268022,-0.0691298,182.942,0.0557445,-0.104591,176.606,-0.181139,-0.127647,5559.39,0.308384,0.200484,0.734848,-0.0795499,-0.128509,79.1515,0.0265883,-0.019003,1.50668,0.711967,0.70028,1.19982,-0.0268022,-0.0691298,1.07687,-0.181139,-0.127647,1.26698,-0.0795499,-0.128509,1.31919,0.0265883,-0.019003,0.259984,0.0554185,-0.1063,70.0606,-2.86912e-05,0.0462934,3.72545,-0.0160328,-0.0355278,182.942,-0.02315,0.0136608,176.606,0.163044,0.132822,5559.39,0.0834043,0.0758122,0.734848,-0.00160347,0.00392841,79.1515,0.114175,0.0998098,1.50668,-2.86912e-05,0.0462934,1.19982,-0.0160328,-0.0355278,1.07687,0.163044,0.132822,1.26698,-0.00160347,0.00392841,1.31919,0.114175,0.0998098,0.259984,-0.00172378,0.0221131,All
70.6566,-0.105744,-0.0520599,3.74242,0.0247139,0.0246847,183.96,-0.0604233,-0.00551336,176.899,0.206686,0.157366,5623.43,-0.0161763,-0.00125037,0.739192,0.0282686,0.0226956,79.4747,0.178372,0.191788,1.5195,-0.105744,-0.0520599,1.20529,0.0247139,0.0246847,1.07865,0.206686,0.157366,1.27447,0.0282686,0.0226956,1.32458,0.178372,0.191788,0.26715,-0.0474893,0.00349527,70.6566,0.708729,0.717064,3.74242,-0.0238022,-0.0701258,183.96,0.0516056,-0.106439,176.899,-0.182296,-0.129806,5623.43,0.302177,0.204151,0.739192,-0.0887823,-0.131207,79.4747,0.0234564,-0.0187253,1.5195,0.708729,0.717064,1.20529,-0.0238022,-0.0701258,1.07865,-0.182296,-0.129806,1.27447,-0.0887823,-0.131207,1.32458,0.0234564,-0.0187253,0.26715,0.0465121,-0.108477,70.6566,-0.0109037,0.0471345,3.74242,-0.0133555,-0.0367932,183.96,-0.0249153,0.0137689,176.899,0.156417,0.135655,5623.43,0.0841441,0.0768505,0.739192,-0.00360426,0.00376955,79.4747,0.115262,0.101519,1.5195,-0.0109037,0.0471345,1.20529,-0.0133555,-0.0367932,1.07865,0.156417,0.135655,1.27447,-0.00360426,0.00376955,1.32458,0.115262,0.101519,0.26715,-0.00350866,0.0224908,All
71.2525,-0.120161,-0.0532046,3.75939,0.030465,0.0253827,184.977,-0.0611283,-0.00563168,177.192,0.198454,0.160919,5687.47,-0.01503,-0.00125647,0.743535,0.0280163,0.0233469,79.798,0.179987,0.195366,1.53231,-0.120161,-0.0532046,1.21075,0.030465,0.0253827,1.08044,0.198454,0.160919,1.28196,0.0280163,0.0233469,1.32997,0.179987,0.195366,0.274316,-0.0473951,0.00362188,71.2525,0.705491,0.733848,3.75939,-0.0206024,-0.0711218,184.977,0.046231,-0.108287,177.192,-0.183453,-0.131965,5687.47,0.29597,0.207818,0.743535,-0.104135,-0.133904,79.798,0.0203245,-0.0184476,1.53231,0.705491,0.733848,1.21075,-0.0206024,-0.0711218,1.08044,-0.183453,-0.131965,1.28196,-0.104135,-0.133904,1.32997,0.0203245,-0.0184476,0.274316,0.0376058,-0.110654,71.2525,-0.0217787,0.0479756,3.75939,-0.0093603,-0.0380586,184.977,-0.0265218,0.013877,177.192,0.149789,0.138489,5687.47,0.0848839,0.0778887,0.743535,-0.00615613,0.0036107,79.798,0.116349,0.103227,1.53231,-0.0217787,0.0479756,1.21075,-0.0093603,-0.0380586,1.08044,0.149789,0.138489,1.28196,-0.00615613,0.0036107,1.32997,0.116349,0.103227,0.274316,-0.00529355,0.0228684,All
71.8485,-0.134578,-0.0543494,3.77636,0.0362161,0.0260806,185.994,-0.0571949,-0.00575,177.485,0.190222,0.164473,5751.52,-0.0138838,-0.00126256,0.747879,0.0276412,0.0239982,80.1212,0.181603,0.198944,1.54513,-0.134578,-0.0543494,1.21622,0.0362161,0.0260806,1.08222,0.190222,0.164473,1.28945,0.0276412,0.0239982,1.33535,0.181603,0.198944,0.281482,-0.047301,0.00374848,71.8485,0.702254,0.750633,3.77636,-0.0174027,-0.0721178,185.994,0.0234979,-0.110135,177.485,-0.18461,-0.134125,5751.52,0.289763,0.211485,0.747879,-0.120886,-0.136601,80.1212,0.0171926,-0.0181699,1.54513,0.702254,0.750633,1.21622,-0.0174027,-0.0721178,1.08222,-0.18461,-0.134125,1.28945,-0.120886,-0.136601,1.33535,0.0171926,-0.0181699,0.281482,0.0286994,-0.112831,71.8485,-0.0326537,0.0488167,3.77636,-0.00536507,-0.039324,185.994,-0.0258606,0.0139851,177.485,0.143161,0.141322,5751.52,0.0856236,0.0789269,0.747879,-0.00883396,0.00345184,80.1212,0.117436,0.104936,1.54513,-0.0326537,0.0488167,1.21622,-0.00536507,-0.039324,1.08222,0.143161,0.141322,1.28945,-0.00883396,0.00345184,1.33535,0.117436,0.104936,0.281482,-0.00707844,0.0232461,All
72.4444,-0.148994,-0.0554942,3.79333,0.0419672,0.0267785,187.011,-0.0528224,-0.00586832,177.778,0.181991,0.168027,5815.56,-0.0127375,-0.00126865,0.752222,0.0272661,0.0246496,80.4444,0.183219,0.202522,1.55795,-0.148994,-0.0554942,1.22169,0.0419672,0.0267785,1.08401,0.181991,0.168027,1.29693,0.0272661,0.0246496,1.34074,0.183219,0.202522,0.288648,-0.0472069,0.00387509,72.4444,0.699016,0.767417,3.79333,-0.0142029,-0.0731138,187.011,-0.000817474,-0.111984,177.778,-0.185767,-0.136284,5815.56,0.283557,0.215152,0.752222,-0.137637,-0.139299,80.4444,0.0140607,-0.0178922,1.55795,0.699016,0.767417,1.22169,-0.0142029,-0.0731138,1.08401,-0.185767,-0.136284,1.29693,-0.137637,-0.139299,1.34074,0.0140607,-0.0178922,0.288648,0.019793,-0.115007,72.4444,-0.0435287,0.0496578,3.79333,-0.00136985,-0.0405895,187.011,-0.0249695,0.0140932,177.778,0.136533,0.144155,5815.56,0.0863634,0.0799652,0.752222,-0.0115118,0.00329298,80.4444,0.118523,0.106645,1.55795,-0.0435287,0.0496578,1.22169,-0.00136985,-0.0405895,1.08401,0.136533,0.144155,1.29693,-0.0115118,0.00329298,1.34074,0.118523,0.106645,0.288648,-0.00886332,0.0236237,All
73.0404,-0.163411,-0.056639,3.8103,0.0477183,0.0274764,188.028,-0.0484498,-0.00598664,178.071,0.173759,0.171581,5879.6,-0.0115912,-0.00127474,0.756566,0.026891,0.0253009,80.7677,0.184834,0.2061,1.57076,-0.163411,-0.056639,1.22715,0.0477183,0.0274764,1.0858,0.173759,0.171581,1.30442,0.026891,0.0253009,1.34613,0.184834,0.2061,0.295814,-0.0471127,0.00400169,73.0404,0.695778,0.784201,3.8103,-0.0110032,-0.0741098,188.028,-0.0251329,-0.113832,178.071,-0.186924,-0.138443,5879.6,0.27735,0.218819,0.756566,-0.154389,-0.141996,80.7677,0.0109288,-0.0176145,1.57076,0.695778,0.784201,1.22715,-0.0110032,-0.0741098,1.0858,-0.186924,-0.138443,1.30442,-0.154389,-0.141996,1.34613,0.0109288,-0.0176145,0.295814,0.0108866,-0.117184,73.0404,-0.0544037,0.0504989,3.8103,0.00262537,-0.0418549,188.028,-0.0240784,0.0142013,178.071,0.129906,0.146988,5879.6,0.0871032,0.0810034,0.756566,-0.0141896,0.00313412,80.7677,0.11961,0.108354,1.57076,-0.0544037,0.0504989,1.22715,0.00262537,-0.0418549,1.0858,0.129906,0.146988,1.30442,-0.0141896,0.00313412,1.34613,0.11961,0.108354,0.295814,-0.0106482,0.0240014,All
73.6364,-0.177828,-0.0577838,3.82727,0.0534694,0.0281743,189.045,-0.0440772,-0.00610496,178.364,0.165528,0.175134,5943.64,-0.0104449,-0.00128083,0.760909,0.0265159,0.0259522,81.0909,0.18645,0.209678,1.58358,-0.177828,-0.0577838,1.23262,0.0534694,0.0281743,1.08758,0.165528,0.175134,1.31191,0.0265159,0.0259522,1.35152,0.18645,0.209678,0.302979,-0.0438523,0.0041283,73.6364,0.692541,0.800986,3.82727,-0.0078034,-0.0751059,189.045,-0.0494483,-0.11568,178.364,-0.188081,-0.140602,5943.64,0.271143,0.222486,0.760909,-0.17114,-0.144693,81.0909,0.00779691,-0.0173368,1.58358,0.692541,0.800986,1.23262,-0.0078034,-0.0751059,1.08758,-0.188081,-0.140602,1.31191,-0.17114,-0.144693,1.35152,0.00779691,-0.0173368,0.302979,-0.0106629,-0.119361,73.6364,-0.0652788,0.05134,3.82727,0.00662059,-0.0431203,189.045,-0.0231872,0.0143094,178.364,0.123278,0.149821,5943.64,0.087843,0.0820417,0.760909,-0.0168675,0.00297526,81.0909,0.120697,0.110063,1.58358,-0.0652788,0.05134,1.23262,0.00662059,-0.0431203,1.08758,0.123278,0.149821,1.31191,-0.0168675,0.00297526,1.35152,0.120697,0.110063,0.302979,-0.0117669,0.024379,All
74.2323,-0.192244,-0.0589285,3.84424,0.0592204,0.0288723,190.063,-0.0366985,-0.00622328,178.657,0.157296,0.178688,6007.68,-0.00929864,-0.00128693,0.765253,0.0261408,0.0266036,81.4141,0.188065,0.213256,1.59639,-0.192244,-0.0589285,1.23808,0.0592204,0.0288723,1.08937,0.157296,0.178688,1.3194,0.0261408,0.0266036,1.3569,0.188065,0.213256,0.310145,-0.0387201,0.0042549,74.2323,0.689303,0.81777,3.84424,-0.00460365,-0.0761019,190.063,-0.0844465,-0.117528,178.657,-0.189238,-0.142761,6007.68,0.264936,0.226153,0.765253,-0.187891,-0.147391,81.4141,0.00466502,-0.0170591,1.59639,0.689303,0.81777,1.23808,-0.00460365,-0.0761019,1.08937,-0.189238,-0.142761,1.3194,-0.187891,-0.147391,1.3569,0.00466502,-0.0170591,0.310145,-0.0396349,-0.121538,74.2323,-0.0761538,0.0521811,3.84424,0.0106158,-0.0443857,190.063,-0.0206849,0.0144174,178.657,0.11665,0.152655,6007.68,0.0885828,0.0830799,0.765253,-0.0195453,0.0028164,81.4141,0.121784,0.111772,1.59639,-0.0761538,0.0521811,1.23808,0.0106158,-0.0443857,1.08937,0.11665,0.152655,1.3194,-0.0195453,0.0028164,1.3569,0.121784,0.111772,0.310145,-0.0124756,0.0247567,All
74.8283,-0.206661,-0.0600733,3.86121,0.0649715,0.0295702,191.08,-0.0287812,-0.00634159,178.949,0.149065,0.182242,6071.72,-0.00815235,-0.00129302,0.769596,0.0257657,0.0272549,81.7374,0.189681,0.216834,1.60921,-0.206661,-0.0600733,1.24355,0.0649715,0.0295702,1.09116,0.149065,0.182242,1.32689,0.0257657,0.0272549,1.36229,0.189681,0.216834,0.317311,-0.0335879,0.00438151,74.8283,0.686065,0.834554,3.86121,-0.0014039,-0.0770979,191.08,-0.121359,-0.119376,178.949,-0.190396,-0.14492,6071.72,0.25873,0.22982,0.769596,-0.204642,-0.150088,81.7374,0.00153312,-0.0167814,1.60921,0.686065,0.834554,1.24355,-0.0014039,-0.0770979,1.09116,-0.190396,-0.14492,1.32689,-0.204642,-0.150088,1.36229,0.00153312,-0.0167814,0.317311,-0.0686069,-0.123715,74.8283,-0.0870288,0.0530221,3.86121,0.014611,-0.0456511,191.08,-0.0178938,0.0145255,178.949,0.110023,0.155488,6071.72,0.0893226,0.0841182,0.769596,-0.0222231,0.00265754,81.7374,0.122871,0.11348,1.60921,-0.0870288,0.0530221,1.24355,0.014611,-0.0456511,1.09116,0.110023,0.155488,1.32689,-0.0222231,0.00265754,1.36229,0.122871,0.11348,0.317311,-0.0131842,0.0251343,All
