Cl_vs_Q2_abscissa,Cl_vs_Q2_spline,Cl_vs_Q2_regression,Cl_vs_Q3_abscissa,Cl_vs_Q3_spline,Cl_vs_Q3_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Cl_vs_V3_abscissa,Cl_vs_V3_spline,Cl_vs_V3_regression,Cl_vs_fi_abscissa,Cl_vs_fi_spline,Cl_vs_fi_regression,Q2_vs_Cl_abscissa,Q2_vs_Cl_spline,Q2_vs_Cl_regression,Q2_vs_Q3_abscissa,Q2_vs_Q3_spline,Q2_vs_Q3_regression,Q2_vs_V1_abscissa,Q2_vs_V1_spline,Q2_vs_V1_regression,Q2_vs_V2_abscissa,Q2_vs_V2_spline,Q2_vs_V2_regression,Q2_vs_V3_abscissa,Q2_vs_V3_spline,Q2_vs_V3_regression,Q2_vs_fi_abscissa,Q2_vs_fi_spline,Q2_vs_fi_regression,Q3_vs_Cl_abscissa,Q3_vs_Cl_spline,Q3_vs_Cl_regression,Q3_vs_Q2_abscissa,Q3_vs_Q2_spline,Q3_vs_Q2_regression,Q3_vs_V1_abscissa,Q3_vs_V1_spline,Q3_vs_V1_regression,Q3_vs_V2_abscissa,Q3_vs_V2_spline,Q3_vs_V2_regression,Q3_vs_V3_abscissa,Q3_vs_V3_spline,Q3_vs_V3_regression,Q3_vs_fi_abscissa,Q3_vs_fi_spline,Q3_vs_fi_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q2_abscissa,V1_vs_Q2_spline,V1_vs_Q2_regression,V1_vs_Q3_abscissa,V1_vs_Q3_spline,V1_vs_Q3_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V1_vs_V3_abscissa,V1_vs_V3_spline,V1_vs_V3_regression,V1_vs_fi_abscissa,V1_vs_fi_spline,V1_vs_fi_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q2_abscissa,V2_vs_Q2_spline,V2_vs_Q2_regression,V2_vs_Q3_abscissa,V2_vs_Q3_spline,V2_vs_Q3_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression,V2_vs_V3_abscissa,V2_vs_V3_spline,V2_vs_V3_regression,V2_vs_fi_abscissa,V2_vs_fi_spline,V2_vs_fi_regression,V3_vs_Cl_abscissa,V3_vs_Cl_spline,V3_vs_Cl_regression,V3_vs_Q2_abscissa,V3_vs_Q2_spline,V3_vs_Q2_regression,V3_vs_Q3_abscissa,V3_vs_Q3_spline,V3_vs_Q3_regression,V3_vs_V1_abscissa,V3_vs_V1_spline,V3_vs_V1_regression,V3_vs_V2_abscissa,V3_vs_V2_spline,V3_vs_V2_regression,V3_vs_fi_abscissa,V3_vs_fi_spline,V3_vs_fi_regression,fi_vs_Cl_abscissa,fi_vs_Cl_spline,fi_vs_Cl_regression,fi_vs_Q2_abscissa,fi_vs_Q2_spline,fi_vs_Q2_regression,fi_vs_Q3_abscissa,fi_vs_Q3_spline,fi_vs_Q3_regression,fi_vs_V1_abscissa,fi_vs_V1_spline,fi_vs_V1_regression,fi_vs_V2_abscissa,fi_vs_V2_spline,fi_vs_V2_regression,fi_vs_V3_abscissa,fi_vs_V3_spline,fi_vs_V3_regression
-4.11997e-08,0.00638371,0.00638371,-2.50588e-08,-0.0163998,-0.0163998,-0.155837,0.0495474,-0.0868727,-1.24417,0.118353,0.0500472,-3.4384e-08,0.0370032,0.0370032,-0.304168,-0.116034,-0.185668,-0.333973,2.25437e-09,-4.00886e-09,-2.50588e-08,-7.7744e-09,-7.7744e-09,-0.155837,-3.4551e-09,-3.0315e-09,-1.24417,5.02076e-09,-8.06171e-09,-3.4384e-08,-4.19044e-09,-4.19044e-09,-0.304168,-1.50744e-08,-5.40899e-09,-0.333973,-1.16251e-08,-1.16911e-09,-4.11997e-08,2.23325e-10,2.23325e-10,-0.155837,4.92172e-09,7.98783e-10,-1.24417,-3.09424e-09,6.65033e-09,-3.4384e-08,4.90911e-09,4.90911e-09,-0.304168,-1.24647e-08,2.69197e-09,-0.333973,-0.17126,-0.179435,-4.11997e-08,-0.00627242,-0.00627242,-2.50588e-08,-0.0396621,-0.0396621,-1.24417,-0.00693179,0.0115995,-3.4384e-08,0.00446602,0.00446602,-0.304168,-0.189394,-0.163213,-0.333973,0.00510088,0.12871,-4.11997e-08,-0.0979191,-0.0979191,-2.50588e-08,0.00661547,0.00661547,-0.155837,0.0586416,0.0216747,-3.4384e-08,-0.0323025,-0.0323025,-0.304168,-0.491652,-0.26235,-0.333973,1.27547e-08,1.14209e-08,-4.11997e-08,7.1514e-10,7.1514e-10,-2.50588e-08,2.00471e-09,2.00471e-09,-0.155837,1.24534e-08,4.5471e-09,-1.24417,-7.0832e-10,9.01077e-10,-0.304168,-6.59797e-10,1.391e-08,-0.333973,-0.0425644,-0.142455,-4.11997e-08,-0.00821072,-0.00821072,-2.50588e-08,-0.00831548,-0.00831548,-0.155837,-0.0456206,-0.0644535,-1.24417,-0.0558886,-0.0492254,-3.4384e-08,0.0237331,0.0237331
-3.88909e-08,0.00631529,0.00631529,-2.29181e-08,-0.0147993,-0.0147993,-0.145025,0.0507676,-0.0797474,-1.18931,0.112657,0.048016,-3.20594e-08,0.0348971,0.0348971,-0.293587,-0.0983687,-0.178926,-0.322451,1.95319e-09,-4.01715e-09,-2.29181e-08,-7.51454e-09,-7.51454e-09,-0.145025,-2.8002e-09,-3.12594e-09,-1.18931,5.07469e-09,-7.88886e-09,-3.20594e-08,-4.19459e-09,-4.19459e-09,-0.293587,-1.51044e-08,-5.36818e-09,-0.322451,-1.06937e-08,-9.95273e-10,-3.88909e-08,4.56159e-10,4.56159e-10,-0.145025,6.40499e-09,1.04236e-09,-1.18931,-3.14392e-09,6.52775e-09,-3.20594e-08,4.84537e-09,4.84537e-09,-0.293587,-1.34482e-08,2.73636e-09,-0.322451,-0.160529,-0.173884,-3.88909e-08,-0.0068794,-0.0068794,-2.29181e-08,-0.0379149,-0.0379149,-1.18931,-0.013227,0.0103477,-3.20594e-08,0.00310783,0.00310783,-0.293587,-0.180595,-0.158015,-0.322451,0.0208049,0.123139,-3.88909e-08,-0.0940081,-0.0940081,-2.29181e-08,0.00351995,0.00351995,-0.145025,0.0695085,0.0172673,-3.20594e-08,-0.0325037,-0.0325037,-0.293587,-0.512749,-0.254335,-0.322451,1.30924e-08,1.10541e-08,-3.88909e-08,7.09166e-10,7.09166e-10,-2.29181e-08,1.90249e-09,1.90249e-09,-0.145025,1.09046e-08,4.24345e-09,-1.18931,-5.94433e-10,8.883e-10,-0.293587,-1.14081e-09,1.34408e-08,-0.322451,-0.0425449,-0.137768,-3.88909e-08,-0.00797668,-0.00797668,-2.29181e-08,-0.00803137,-0.00803137,-0.145025,-0.0389511,-0.0598157,-1.18931,-0.0522636,-0.0471941,-3.20594e-08,0.0218604,0.0218604
-3.65822e-08,0.00624688,0.00624688,-2.07775e-08,-0.0131988,-0.0131988,-0.134213,0.0478513,-0.0726221,-1.13445,0.104906,0.0459847,-2.97348e-08,0.0327909,0.0327909,-0.283007,-0.080703,-0.172185,-0.310929,1.652e-09,-4.02545e-09,-2.07775e-08,-7.25468e-09,-7.25468e-09,-0.134213,-1.86633e-09,-3.22038e-09,-1.13445,4.9371e-09,-7.71602e-09,-2.97348e-08,-4.19875e-09,-4.19875e-09,-0.283007,-1.51344e-08,-5.32737e-09,-0.310929,-9.76232e-09,-8.2144e-10,-3.65822e-08,6.88993e-10,6.88993e-10,-0.134213,7.48146e-09,1.28594e-09,-1.13445,-2.94437e-09,6.40517e-09,-2.97348e-08,4.78163e-09,4.78163e-09,-0.283007,-1.44318e-08,2.78075e-09,-0.310929,-0.149798,-0.168333,-3.65822e-08,-0.00748638,-0.00748638,-2.07775e-08,-0.0361677,-0.0361677,-1.13445,-0.0192609,0.00909578,-2.97348e-08,0.00174963,0.00174963,-0.283007,-0.171796,-0.152817,-0.310929,0.0365088,0.117568,-3.65822e-08,-0.0900971,-0.0900971,-2.07775e-08,0.000424424,0.000424424,-0.134213,0.076961,0.01286,-2.97348e-08,-0.0327049,-0.0327049,-0.283007,-0.533846,-0.246321,-0.310929,1.343e-08,1.06873e-08,-3.65822e-08,7.03193e-10,7.03193e-10,-2.07775e-08,1.80027e-09,1.80027e-09,-0.134213,8.74467e-09,3.9398e-09,-1.13445,-4.70715e-10,8.75524e-10,-0.283007,-1.62183e-09,1.29716e-08,-0.310929,-0.0425254,-0.133082,-3.65822e-08,-0.00774264,-0.00774264,-2.07775e-08,-0.00774726,-0.00774726,-0.134213,-0.0284299,-0.0551778,-1.13445,-0.048517,-0.0451628,-2.97348e-08,0.0199878,0.0199878
-3.42734e-08,0.00617846,0.00617846,-1.86368e-08,-0.0115982,-0.0115982,-0.1234,0.0433279,-0.0654969,-1.07959,0.0948704,0.0439535,-2.74103e-08,0.0306848,0.0306848,-0.272426,-0.0630373,-0.165443,-0.299407,1.35081e-09,-4.03374e-09,-1.86368e-08,-6.99482e-09,-6.99482e-09,-0.1234,-8.67748e-10,-3.31482e-09,-1.07959,4.58677e-09,-7.54317e-09,-2.74103e-08,-4.20291e-09,-4.20291e-09,-0.272426,-1.51644e-08,-5.28656e-09,-0.299407,-8.83093e-09,-6.47608e-10,-3.42734e-08,9.21827e-10,9.21827e-10,-0.1234,8.22874e-09,1.52951e-09,-1.07959,-2.46799e-09,6.28259e-09,-2.74103e-08,4.71789e-09,4.71789e-09,-0.272426,-1.54154e-08,2.82514e-09,-0.299407,-0.139067,-0.162782,-3.42734e-08,-0.00809336,-0.00809336,-1.86368e-08,-0.0344205,-0.0344205,-1.07959,-0.0250046,0.0078439,-2.74103e-08,0.000391439,0.000391439,-0.272426,-0.162997,-0.14762,-0.299407,0.0522128,0.111997,-3.42734e-08,-0.0861861,-0.0861861,-1.86368e-08,-0.0026711,-0.0026711,-0.1234,0.0815409,0.00845264,-2.74103e-08,-0.0329061,-0.0329061,-0.272426,-0.554943,-0.238306,-0.299407,1.37677e-08,1.03204e-08,-3.42734e-08,6.97219e-10,6.97219e-10,-1.86368e-08,1.69805e-09,1.69805e-09,-0.1234,6.29289e-09,3.63615e-09,-1.07959,-3.36079e-10,8.62747e-10,-0.272426,-2.10285e-09,1.25024e-08,-0.299407,-0.042506,-0.128396,-3.42734e-08,-0.00750861,-0.00750861,-1.86368e-08,-0.00746315,-0.00746315,-0.1234,-0.0162929,-0.05054,-1.07959,-0.0446353,-0.0431315,-2.74103e-08,0.0181151,0.0181151
-3.19646e-08,0.00611005,0.00611005,-1.64962e-08,-0.00999772,-0.00999772,-0.112588,0.038434,-0.0583716,-1.02473,0.0848351,0.0419223,-2.50857e-08,0.0285787,0.0285787,-0.261846,-0.0471262,-0.158702,-0.287885,1.04963e-09,-4.04203e-09,-1.64962e-08,-6.73496e-09,-6.73496e-09,-0.112588,6.92762e-11,-3.40926e-09,-1.02473,4.23644e-09,-7.37032e-09,-2.50857e-08,-4.20707e-09,-4.20707e-09,-0.261846,-1.49149e-08,-5.24576e-09,-0.287885,-7.89954e-09,-4.73775e-10,-3.19646e-08,1.15466e-09,1.15466e-09,-0.112588,8.60063e-09,1.77309e-09,-1.02473,-1.9916e-09,6.16002e-09,-2.50857e-08,4.65415e-09,4.65415e-09,-0.261846,-1.59151e-08,2.86953e-09,-0.287885,-0.128335,-0.157231,-3.19646e-08,-0.00870034,-0.00870034,-1.64962e-08,-0.0326733,-0.0326733,-1.02473,-0.0307483,0.00659203,-2.50857e-08,-0.000966754,-0.000966754,-0.261846,-0.15355,-0.142422,-0.287885,0.0679168,0.106425,-3.19646e-08,-0.0822751,-0.0822751,-1.64962e-08,-0.00576662,-0.00576662,-0.112588,0.082753,0.00404528,-2.50857e-08,-0.0331073,-0.0331073,-0.261846,-0.570077,-0.230292,-0.287885,1.41053e-08,9.95359e-09,-3.19646e-08,6.91245e-10,6.91245e-10,-1.64962e-08,1.59583e-09,1.59583e-09,-0.112588,3.67853e-09,3.3325e-09,-1.02473,-2.01442e-10,8.4997e-10,-0.261846,-2.09676e-09,1.20332e-08,-0.287885,-0.0424865,-0.123709,-3.19646e-08,-0.00727457,-0.00727457,-1.64962e-08,-0.00717903,-0.00717903,-0.112588,-0.00357435,-0.0459022,-1.02473,-0.0407537,-0.0411002,-2.50857e-08,0.0162425,0.0162425
-2.96559e-08,0.00604164,0.00604164,-1.43555e-08,-0.00839721,-0.00839721,-0.101776,0.0348436,-0.0512464,-0.969875,0.0747998,0.0398911,-2.27611e-08,0.0264725,0.0264725,-0.251265,-0.0336381,-0.15196,-0.276363,7.48443e-10,-4.05032e-09,-1.43555e-08,-6.4751e-09,-6.4751e-09,-0.101776,7.75432e-10,-3.5037e-09,-0.969875,3.88611e-09,-7.19748e-09,-2.27611e-08,-4.21122e-09,-4.21122e-09,-0.251265,-1.42796e-08,-5.20495e-09,-0.276363,-6.96815e-09,-2.99942e-10,-2.96559e-08,1.38749e-09,1.38749e-09,-0.101776,8.54079e-09,2.01666e-09,-0.969875,-1.51521e-09,6.03744e-09,-2.27611e-08,4.59041e-09,4.59041e-09,-0.251265,-1.57468e-08,2.91391e-09,-0.276363,-0.117604,-0.15168,-2.96559e-08,-0.00930731,-0.00930731,-1.43555e-08,-0.0309261,-0.0309261,-0.969875,-0.036492,0.00534015,-2.27611e-08,-0.00232495,-0.00232495,-0.251265,-0.143207,-0.137224,-0.276363,0.0836208,0.100854,-2.96559e-08,-0.0783641,-0.0783641,-1.43555e-08,-0.00886215,-0.00886215,-0.101776,0.0799828,-0.000362069,-2.27611e-08,-0.0333085,-0.0333085,-0.251265,-0.576974,-0.222277,-0.276363,1.4443e-08,9.58675e-09,-2.96559e-08,6.85271e-10,6.85271e-10,-1.43555e-08,1.49362e-09,1.49362e-09,-0.101776,1.07861e-09,3.02885e-09,-0.969875,-6.68057e-11,8.37194e-10,-0.251265,-1.41804e-09,1.1564e-08,-0.276363,-0.042467,-0.119023,-2.96559e-08,-0.00704053,-0.00704053,-1.43555e-08,-0.00689492,-0.00689492,-0.101776,0.00832101,-0.0412643,-0.969875,-0.036872,-0.0390689,-2.27611e-08,0.0143698,0.0143698
-2.73471e-08,0.00597322,0.00597322,-1.22149e-08,-0.00679669,-0.00679669,-0.0909634,0.033433,-0.0441211,-0.915015,0.062218,0.0378598,-2.04366e-08,0.0243664,0.0243664,-0.240685,-0.02015,-0.145219,-0.264841,4.47258e-10,-4.05862e-09,-1.22149e-08,-6.21524e-09,-6.21524e-09,-0.0909634,1.19228e-09,-3.59814e-09,-0.915015,3.29511e-09,-7.02463e-09,-2.04366e-08,-4.21538e-09,-4.21538e-09,-0.240685,-1.36442e-08,-5.16414e-09,-0.264841,-6.03676e-09,-1.2611e-10,-2.73471e-08,1.62033e-09,1.62033e-09,-0.0909634,8.13796e-09,2.26024e-09,-0.915015,-7.26933e-10,5.91486e-09,-2.04366e-08,4.52667e-09,4.52667e-09,-0.240685,-1.55784e-08,2.9583e-09,-0.264841,-0.106873,-0.146129,-2.73471e-08,-0.00991429,-0.00991429,-1.22149e-08,-0.0291789,-0.0291789,-0.915015,-0.0418234,0.00408827,-2.04366e-08,-0.00368314,-0.00368314,-0.240685,-0.132864,-0.132027,-0.264841,0.0993248,0.0952828,-2.73471e-08,-0.0744531,-0.0744531,-1.22149e-08,-0.0119577,-0.0119577,-0.0909634,0.0739769,-0.00476942,-2.04366e-08,-0.0335097,-0.0335097,-0.240685,-0.583872,-0.214263,-0.264841,1.47807e-08,9.21991e-09,-2.73471e-08,6.79297e-10,6.79297e-10,-1.22149e-08,1.3914e-09,1.3914e-09,-0.0909634,-1.3766e-09,2.7252e-09,-0.915015,7.19165e-11,8.24417e-10,-0.240685,-7.39317e-10,1.10948e-08,-0.264841,-0.0424475,-0.114336,-2.73471e-08,-0.00680649,-0.00680649,-1.22149e-08,-0.00661081,-0.00661081,-0.0909634,0.0185755,-0.0366265,-0.915015,-0.0328654,-0.0370376,-2.04366e-08,0.0124972,0.0124972
-2.50383e-08,0.00590481,0.00590481,-1.00742e-08,-0.00519617,-0.00519617,-0.0801511,0.035791,-0.0369958,-0.860155,0.0475313,0.0358286,-1.8112e-08,0.0222603,0.0222603,-0.230104,-0.0097055,-0.138478,-0.253319,1.46072e-10,-4.06691e-09,-1.00742e-08,-5.95539e-09,-5.95539e-09,-0.0801511,1.14848e-09,-3.69258e-09,-0.860155,2.48483e-09,-6.85179e-09,-1.8112e-08,-4.21954e-09,-4.21954e-09,-0.230104,-1.2882e-08,-5.12333e-09,-0.253319,-5.10537e-09,4.7723e-11,-2.50383e-08,1.85316e-09,1.85316e-09,-0.0801511,7.29705e-09,2.50382e-09,-0.860155,3.24165e-10,5.79228e-09,-1.8112e-08,4.46293e-09,4.46293e-09,-0.230104,-1.46423e-08,3.00269e-09,-0.253319,-0.096142,-0.140577,-2.50383e-08,-0.0105213,-0.0105213,-1.00742e-08,-0.0274317,-0.0274317,-0.860155,-0.0467118,0.00283639,-1.8112e-08,-0.00504133,-0.00504133,-0.230104,-0.122859,-0.126829,-0.253319,0.115029,0.0897116,-2.50383e-08,-0.0705421,-0.0705421,-1.00742e-08,-0.0150532,-0.0150532,-0.0801511,0.0637762,-0.00917678,-1.8112e-08,-0.0337109,-0.0337109,-0.230104,-0.582742,-0.206248,-0.253319,1.51183e-08,8.85307e-09,-2.50383e-08,6.73324e-10,6.73324e-10,-1.00742e-08,1.28918e-09,1.28918e-09,-0.0801511,-3.53233e-09,2.42155e-09,-0.860155,2.03741e-10,8.11641e-10,-0.230104,1.01917e-10,1.06256e-08,-0.253319,-0.042428,-0.10965,-2.50383e-08,-0.00657246,-0.00657246,-1.00742e-08,-0.0063267,-0.0063267,-0.0801511,0.0258849,-0.0319886,-0.860155,-0.0287545,-0.0350063,-1.8112e-08,0.0106245,0.0106245
-2.27296e-08,0.0058364,0.0058364,-7.93356e-09,-0.00359565,-0.00359565,-0.0693388,0.0431907,-0.0298706,-0.805296,0.0319454,0.0337974,-1.57874e-08,0.0201541,0.0201541,-0.219524,-0.000271002,-0.131736,-0.241796,-1.55114e-10,-4.0752e-09,-7.93356e-09,-5.69553e-09,-5.69553e-09,-0.0693388,5.14734e-10,-3.78703e-09,-0.805296,1.52575e-09,-6.67894e-09,-1.57874e-08,-4.2237e-09,-4.2237e-09,-0.219524,-1.20777e-08,-5.08252e-09,-0.241796,-4.17398e-09,2.21556e-10,-2.27296e-08,2.086e-09,2.086e-09,-0.0693388,6.01708e-09,2.74739e-09,-0.805296,1.50116e-09,5.66971e-09,-1.57874e-08,4.39919e-09,4.39919e-09,-0.219524,-1.34514e-08,3.04708e-09,-0.241796,-0.0854109,-0.135026,-2.27296e-08,-0.0111282,-0.0111282,-7.93356e-09,-0.0256845,-0.0256845,-0.805296,-0.0511345,0.00158451,-1.57874e-08,-0.00639953,-0.00639953,-0.219524,-0.112967,-0.121632,-0.241796,0.130733,0.0841403,-2.27296e-08,-0.0666311,-0.0666311,-7.93356e-09,-0.0181487,-0.0181487,-0.0693388,0.0493374,-0.0135841,-1.57874e-08,-0.0339121,-0.0339121,-0.219524,-0.578949,-0.198234,-0.241796,1.5456e-08,8.48623e-09,-2.27296e-08,6.6735e-10,6.6735e-10,-7.93356e-09,1.18696e-09,1.18696e-09,-0.0693388,-5.2203e-09,2.1179e-09,-0.805296,3.04823e-10,7.98864e-10,-0.219524,9.97078e-10,1.01564e-08,-0.241796,-0.0424085,-0.104964,-2.27296e-08,-0.00633842,-0.00633842,-7.93356e-09,-0.00604259,-0.00604259,-0.0693388,0.0290992,-0.0273508,-0.805296,-0.0245957,-0.032975,-1.57874e-08,0.00875185,0.00875185
-2.04208e-08,0.00576798,0.00576798,-5.79291e-09,-0.00199514,-0.00199514,-0.0585265,0.054179,-0.0227453,-0.750436,0.0164346,0.0317662,-1.34629e-08,0.018048,0.018048,-0.208943,0.0091635,-0.124995,-0.230274,-4.56299e-10,-4.0835e-09,-5.79291e-09,-5.43567e-09,-5.43567e-09,-0.0585265,-5.80535e-10,-3.88147e-09,-0.750436,4.75108e-10,-6.5061e-09,-1.34629e-08,-4.22785e-09,-4.22785e-09,-0.208943,-1.12734e-08,-5.04171e-09,-0.230274,-3.2426e-09,3.95388e-10,-2.04208e-08,2.31883e-09,2.31883e-09,-0.0585265,4.49785e-09,2.99097e-09,-0.750436,2.69281e-09,5.54713e-09,-1.34629e-08,4.33545e-09,4.33545e-09,-0.208943,-1.22605e-08,3.09147e-09,-0.230274,-0.0746798,-0.129475,-2.04208e-08,-0.0117352,-0.0117352,-5.79291e-09,-0.0239373,-0.0239373,-0.750436,-0.0550903,0.00033263,-1.34629e-08,-0.00775772,-0.00775772,-0.208943,-0.103075,-0.116434,-0.230274,0.146437,0.0785691,-2.04208e-08,-0.0627201,-0.0627201,-5.79291e-09,-0.0212442,-0.0212442,-0.0585265,0.0327895,-0.0179915,-1.34629e-08,-0.0341133,-0.0341133,-0.208943,-0.575157,-0.190219,-0.230274,1.57936e-08,8.11939e-09,-2.04208e-08,6.61376e-10,6.61376e-10,-5.79291e-09,1.08474e-09,1.08474e-09,-0.0585265,-6.44284e-09,1.81425e-09,-0.750436,3.57447e-10,7.86087e-10,-0.208943,1.89224e-09,9.68722e-09,-0.230274,-0.042389,-0.100277,-2.04208e-08,-0.00610438,-0.00610438,-5.79291e-09,-0.00575848,-0.00575848,-0.0585265,0.0290635,-0.022713,-0.750436,-0.0204288,-0.0309437,-1.34629e-08,0.0068792,0.0068792
-1.8112e-08,0.00569957,0.00569957,-3.65225e-09,-0.000394618,-0.000394618,-0.0477142,0.0669524,-0.01562,-0.695576,0.00158686,0.0297349,-1.11383e-08,0.0159419,0.0159419,-0.198363,0.018598,-0.118253,-0.218752,-7.57485e-10,-4.09179e-09,-3.65225e-09,-5.17581e-09,-5.17581e-09,-0.0477142,-1.97792e-09,-3.97591e-09,-0.695576,-6.74354e-10,-6.33325e-09,-1.11383e-08,-4.23201e-09,-4.23201e-09,-0.198363,-1.04691e-08,-5.0009e-09,-0.218752,-2.31121e-09,5.69221e-10,-1.8112e-08,2.55166e-09,2.55166e-09,-0.0477142,2.95099e-09,3.23454e-09,-0.695576,3.84206e-09,5.42455e-09,-1.11383e-08,4.27171e-09,4.27171e-09,-0.198363,-1.10697e-08,3.13586e-09,-0.218752,-0.0639487,-0.123924,-1.8112e-08,-0.0123422,-0.0123422,-3.65225e-09,-0.0221901,-0.0221901,-0.695576,-0.0583756,-0.000919249,-1.11383e-08,-0.00911591,-0.00911591,-0.198363,-0.0931829,-0.111236,-0.218752,0.162141,0.0729979,-1.8112e-08,-0.058809,-0.058809,-3.65225e-09,-0.0243398,-0.0243398,-0.0477142,0.0164085,-0.0223988,-1.11383e-08,-0.0343145,-0.0343145,-0.198363,-0.571364,-0.182205,-0.218752,1.61313e-08,7.75255e-09,-1.8112e-08,6.55402e-10,6.55402e-10,-3.65225e-09,9.82524e-10,9.82524e-10,-0.0477142,-7.23119e-09,1.5106e-09,-0.695576,3.30427e-10,7.73311e-10,-0.198363,2.7874e-09,9.21802e-09,-0.218752,-0.0423695,-0.0955907,-1.8112e-08,-0.00587035,-0.00587035,-3.65225e-09,-0.00547437,-0.00547437,-0.0477142,0.0268963,-0.0180751,-0.695576,-0.016273,-0.0289124,-1.11383e-08,0.00500655,0.00500655
-1.58033e-08,0.00563116,0.00563116,-1.5116e-09,0.0012059,0.0012059,-0.0369019,0.0798589,-0.00849478,-0.640716,-0.0118061,0.0277037,-8.81372e-09,0.0138357,0.0138357,-0.187782,0.0280325,-0.111512,-0.20723,-1.05867e-09,-4.10008e-09,-1.5116e-09,-4.91595e-09,-4.91595e-09,-0.0369019,-3.55115e-09,-4.07035e-09,-0.640716,-1.89237e-09,-6.16041e-09,-8.81372e-09,-4.23617e-09,-4.23617e-09,-0.187782,-9.66477e-09,-4.96009e-09,-0.20723,-1.37982e-09,7.43054e-10,-1.58033e-08,2.7845e-09,2.7845e-09,-0.0369019,1.59515e-09,3.47812e-09,-0.640716,4.86246e-09,5.30197e-09,-8.81372e-09,4.20797e-09,4.20797e-09,-0.187782,-9.87877e-09,3.18025e-09,-0.20723,-0.0532175,-0.118373,-1.58033e-08,-0.0129492,-0.0129492,-1.5116e-09,-0.0204429,-0.0204429,-0.640716,-0.0609106,-0.00217113,-8.81372e-09,-0.0104741,-0.0104741,-0.187782,-0.0832908,-0.106039,-0.20723,0.177845,0.0674266,-1.58033e-08,-0.054898,-0.054898,-1.5116e-09,-0.0274353,-0.0274353,-0.0369019,0.0026097,-0.0268062,-8.81372e-09,-0.0345157,-0.0345157,-0.187782,-0.567571,-0.17419,-0.20723,1.64689e-08,7.38571e-09,-1.58033e-08,6.49428e-10,6.49428e-10,-1.5116e-09,8.80306e-10,8.80306e-10,-0.0369019,-7.55889e-09,1.20695e-09,-0.640716,2.01412e-10,7.60534e-10,-0.187782,3.68256e-09,8.74882e-09,-0.20723,-0.04235,-0.0909043,-1.58033e-08,-0.00563631,-0.00563631,-1.5116e-09,-0.00519025,-0.00519025,-0.0369019,0.0234819,-0.0134373,-0.640716,-0.0121586,-0.0268811,-8.81372e-09,0.00313389,0.00313389
-1.34945e-08,0.00556274,0.00556274,6.29055e-10,0.00280642,0.00280642,-0.0260896,0.0909804,-0.00136952,-0.585857,-0.0218038,0.0256725,-6.48916e-09,0.0117296,0.0117296,-0.177201,0.0352456,-0.10477,-0.195708,-1.35986e-09,-4.10837e-09,6.29055e-10,-4.65609e-09,-4.65609e-09,-0.0260896,-5.13559e-09,-4.16479e-09,-0.585857,-3.16379e-09,-5.98756e-09,-6.48916e-09,-4.24033e-09,-4.24033e-09,-0.177201,-8.78674e-09,-4.91928e-09,-0.195708,-4.48429e-10,9.16886e-10,-1.34945e-08,3.01733e-09,3.01733e-09,-0.0260896,6.61522e-10,3.7217e-09,-0.585857,5.55632e-09,5.17939e-09,-6.48916e-09,4.14423e-09,4.14423e-09,-0.177201,-8.1313e-09,3.22463e-09,-0.195708,-0.0424864,-0.112822,-1.34945e-08,-0.0135562,-0.0135562,6.29055e-10,-0.0186957,-0.0186957,-0.585857,-0.0622127,-0.00342301,-6.48916e-09,-0.0118323,-0.0118323,-0.177201,-0.0737228,-0.100841,-0.195708,0.193549,0.0618554,-1.34945e-08,-0.050987,-0.050987,6.29055e-10,-0.0305308,-0.0305308,-0.0260896,-0.00610491,-0.0312135,-6.48916e-09,-0.0347169,-0.0347169,-0.177201,-0.558042,-0.166176,-0.195708,1.68066e-08,7.01887e-09,-1.34945e-08,6.43455e-10,6.43455e-10,6.29055e-10,7.78088e-10,7.78088e-10,-0.0260896,-7.44556e-09,9.03298e-10,-0.585857,-1.13352e-10,7.47758e-10,-0.177201,4.66036e-09,8.27962e-09,-0.195708,-0.0423305,-0.0862178,-1.34945e-08,-0.00540227,-0.00540227,6.29055e-10,-0.00490614,-0.00490614,-0.0260896,0.0199751,-0.00879944,-0.585857,-0.0081536,-0.0248498,-6.48916e-09,0.00126124,0.00126124
