iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2,E_bias,sd_bias
33,5.82789,0.0452238,23.1268,0.105204,7.567,0.31935,27.7217,0.237277,0.11737,1.60626
34,5.82647,0.0453028,23.1126,0.104967,7.56908,0.318361,27.7192,0.237155,0.11691,1.60918
35,5.82554,0.0453433,23.1109,0.104517,7.55609,0.317853,27.7336,0.23632,0.116325,1.61911
36,5.82361,0.045382,23.1174,0.104166,7.54191,0.31736,27.738,0.236073,0.116044,1.61882
37,5.82396,0.0455044,23.1299,0.103961,7.53903,0.316612,27.7424,0.237216,0.115939,1.62191
38,5.82394,0.0456664,23.1411,0.10359,7.53541,0.316975,27.7745,0.237594,0.115847,1.62317
39,5.82381,0.0457186,23.137,0.104123,7.54709,0.318048,27.7596,0.237314,0.115763,1.62238
40,5.82376,0.0457795,23.1234,0.104312,7.55835,0.318066,27.73,0.237899,0.115628,1.62377
41,5.82426,0.0457168,23.1062,0.104496,7.5743,0.319565,27.6872,0.237862,0.115469,1.62959
42,5.82398,0.0456837,23.0944,0.104857,7.58358,0.320981,27.6779,0.237786,0.115237,1.62915
43,5.82284,0.0457097,23.082,0.105308,7.59636,0.322819,27.6781,0.237807,0.114876,1.62733
44,5.82202,0.0457945,23.0637,0.105702,7.6114,0.32304,27.6462,0.237168,0.114564,1.63364
45,5.82172,0.0460008,23.0495,0.10578,7.62998,0.323719,27.6139,0.237626,0.114243,1.63857
46,5.8218,0.0462177,23.0411,0.105781,7.65006,0.324923,27.6026,0.237463,0.113971,1.64021
47,5.82193,0.0464598,23.0324,0.105988,7.67461,0.326586,27.6083,0.237624,0.113597,1.64248
48,5.82175,0.0465658,23.0236,0.106215,7.68954,0.327625,27.6061,0.237183,0.113356,1.64293
49,5.82174,0.0467104,23.014,0.106535,7.69249,0.328076,27.6003,0.237506,0.113164,1.64351
50,5.82205,0.0467682,23.0091,0.106711,7.69401,0.327942,27.5963,0.238127,0.112988,1.64222
51,5.82246,0.0468436,23.0141,0.107066,7.70117,0.327715,27.5943,0.238259,0.112875,1.64115
52,5.82284,0.0469509,23.0193,0.107562,7.70516,0.327766,27.6115,0.238578,0.112826,1.63797
53,5.82275,0.0470313,23.0154,0.107789,7.7026,0.328212,27.6128,0.238909,0.112635,1.63446
54,5.82243,0.0470671,23.0232,0.107857,7.69902,0.328836,27.616,0.239139,0.112272,1.63648
55,5.82131,0.04714,23.0257,0.10824,7.69523,0.32887,27.637,0.239558,0.111996,1.63611
56,5.82012,0.0471233,23.0318,0.108379,7.687,0.328698,27.6695,0.240569,0.111877,1.63377
57,5.81935,0.0470978,23.0363,0.108586,7.6789,0.328856,27.6946,0.240986,0.111785,1.63314
58,5.81889,0.0470345,23.0421,0.108521,7.67004,0.328817,27.7221,0.24121,0.111733,1.6328
59,5.81833,0.0470502,23.0467,0.108441,7.66549,0.328096,27.7332,0.241096,0.11159,1.63429
60,5.81763,0.0470137,23.0477,0.10851,7.66462,0.327879,27.7384,0.241489,0.111522,1.63086
61,5.81655,0.0469533,23.0476,0.108472,7.66052,0.327056,27.7704,0.241749,0.111386,1.63042
62,5.81524,0.0468789,23.0476,0.108444,7.66065,0.326584,27.7673,0.241865,0.111243,1.62857
63,5.8137,0.0467671,23.0395,0.108469,7.65778,0.326035,27.763,0.241741,0.111093,1.6261
64,5.81255,0.0466782,23.0338,0.108571,7.65106,0.326163,27.7506,0.241592,0.11096,1.62527
65,5.81167,0.0466157,23.0296,0.108728,7.64808,0.325863,27.733,0.241849,0.110801,1.62637
66,5.81115,0.0466181,23.0304,0.10883,7.64489,0.325811,27.7181,0.242011,0.110626,1.63219
67,5.81067,0.0465226,23.0297,0.109016,7.63856,0.32542,27.7296,0.242501,0.110474,1.63205
68,5.80971,0.0464734,23.0322,0.109003,7.62976,0.325203,27.7329,0.242658,0.11033,1.63279
69,5.8096,0.0463981,23.0303,0.108736,7.62739,0.324919,27.7266,0.242237,0.110196,1.63112
70,5.80932,0.0463097,23.0328,0.108517,7.62728,0.324869,27.7024,0.241793,0.110089,1.63216
71,5.80879,0.0462546,23.0318,0.108488,7.62745,0.325075,27.6812,0.24204,0.109796,1.63841
72,5.80795,0.0461762,23.0314,0.108412,7.62472,0.325483,27.6658,0.241766,0.109566,1.64497
73,5.80714,0.0461601,23.0325,0.108272,7.6217,0.325061,27.6529,0.241569,0.109497,1.64402
74,5.80663,0.046139,23.0315,0.108151,7.62059,0.324482,27.6409,0.241558,0.109445,1.6445
75,5.80626,0.0461374,23.0312,0.108024,7.62103,0.324617,27.6483,0.241773,0.10944,1.63953
76,5.80606,0.0461302,23.0323,0.107953,7.62307,0.324215,27.6715,0.242769,0.10944,1.63764
77,5.80561,0.0460694,23.0296,0.107848,7.62806,0.324047,27.6938,0.243426,0.10946,1.63557
78,5.80552,0.0460076,23.028,0.108016,7.6328,0.323636,27.7075,0.24337,0.109514,1.63438
79,5.80505,0.0459657,23.0281,0.108055,7.6341,0.323345,27.7034,0.243149,0.109488,1.6346
80,5.80442,0.045962,23.0244,0.107995,7.63287,0.323168,27.7042,0.243228,0.109439,1.63474
81,5.80421,0.0459405,23.0243,0.107805,7.63135,0.32287,27.6965,0.242969,0.10941,1.6373
82,5.80404,0.0459622,23.0246,0.107744,7.62795,0.322309,27.6971,0.242882,0.109396,1.63903
83,5.80395,0.0458865,23.0297,0.107776,7.6251,0.322044,27.7093,0.242902,0.109362,1.63886
84,5.80407,0.0458317,23.0329,0.107955,7.6219,0.322029,27.7115,0.242573,0.109389,1.63791
85,5.80433,0.0457752,23.0377,0.107913,7.61939,0.321555,27.7213,0.242611,0.109452,1.63819
86,5.80479,0.0457734,23.0422,0.107866,7.61285,0.321141,27.7224,0.243026,0.10953,1.63772
87,5.80493,0.0457962,23.0462,0.107939,7.61281,0.32139,27.7327,0.243103,0.109612,1.63639
88,5.80536,0.0458591,23.05,0.108015,7.60971,0.321634,27.7333,0.243004,0.109619,1.639
89,5.8056,0.0458674,23.0539,0.108013,7.61029,0.321567,27.7405,0.243535,0.109616,1.64171
90,5.80573,0.0459124,23.0561,0.108012,7.6113,0.321865,27.7609,0.243885,0.109598,1.64448
91,5.8054,0.0459186,23.0586,0.108042,7.61373,0.322568,27.776,0.244037,0.109595,1.64481
92,5.80529,0.0459348,23.0572,0.108187,7.61547,0.323142,27.7845,0.244515,0.109701,1.64219
93,5.80535,0.0459956,23.0551,0.108341,7.61529,0.323338,27.7935,0.244637,0.109743,1.64319
94,5.80592,0.0459899,23.0549,0.10833,7.6167,0.323686,27.8033,0.244617,0.109833,1.64227
95,5.80613,0.0460305,23.0568,0.108552,7.61966,0.323727,27.8035,0.244677,0.109783,1.64934
96,5.80643,0.0460184,23.0582,0.108664,7.6221,0.323632,27.8137,0.244705,0.109786,1.6523
97,5.80692,0.0459973,23.0615,0.108661,7.62478,0.323243,27.8175,0.244725,0.109863,1.65345
98,5.80703,0.0459878,23.0641,0.108632,7.62715,0.32312,27.815,0.245018,0.109878,1.6557
99,5.80706,0.0460076,23.0674,0.10854,7.62274,0.322821,27.818,0.245134,0.109918,1.65925
100,5.80709,0.0459807,23.0706,0.108514,7.61943,0.322703,27.8128,0.245195,0.10993,1.6651
101,5.80678,0.0459714,23.0719,0.108396,7.61885,0.322658,27.8152,0.24533,0.109918,1.67137
102,5.80636,0.0459669,23.0731,0.108255,7.61865,0.322523,27.8188,0.245369,0.10994,1.67273
103,5.80647,0.0459827,23.0734,0.108274,7.62242,0.322466,27.8107,0.245321,0.109998,1.67233
104,5.80724,0.0461346,23.0752,0.108366,7.62584,0.322782,27.8125,0.245155,0.110106,1.67235
105,5.80861,0.0463183,23.0806,0.108525,7.62417,0.323034,27.8191,0.245029,0.110275,1.67612
106,5.81008,0.0464472,23.0894,0.10867,7.6239,0.323021,27.8315,0.245317,0.110474,1.67876
107,5.81167,0.0466324,23.0954,0.108839,7.62917,0.323351,27.855,0.245733,0.110709,1.67861
108,5.81337,0.0468153,23.1032,0.108995,7.63059,0.323553,27.8741,0.245819,0.11094,1.67969
109,5.81475,0.0470014,23.1114,0.109248,7.63015,0.32414,27.8869,0.245913,0.111178,1.67967
110,5.81633,0.047216,23.1207,0.109421,7.62838,0.324335,27.8994,0.245739,0.111446,1.67896
111,5.8177,0.04741,23.1268,0.109643,7.62789,0.324226,27.9156,0.245618,0.111682,1.67808
112,5.8191,0.0475597,23.1324,0.109733,7.62604,0.324107,27.9244,0.245745,0.111914,1.67817
113,5.82017,0.0477626,23.1373,0.109805,7.62791,0.324639,27.9278,0.245852,0.112111,1.67779
114,5.82109,0.0479378,23.1375,0.110038,7.62949,0.324976,27.9352,0.246213,0.112291,1.67694
115,5.82207,0.048129,23.1404,0.11006,7.62768,0.325115,27.9356,0.246255,0.112437,1.67665
116,5.82306,0.0482885,23.1434,0.110289,7.62728,0.325037,27.9318,0.24662,0.112586,1.67529
117,5.82379,0.0483543,23.1464,0.110351,7.62905,0.324669,27.9248,0.246688,0.112683,1.67569
118,5.82468,0.0484648,23.1487,0.110338,7.63088,0.324146,27.9265,0.246918,0.112771,1.67668
119,5.82532,0.0485681,23.1547,0.110317,7.62654,0.32443,27.9386,0.246692,0.112873,1.6766
120,5.82625,0.0486287,23.1575,0.110332,7.62597,0.324678,27.9417,0.246554,0.112972,1.67649
121,5.82704,0.0486653,23.1624,0.110397,7.62802,0.32482,27.9422,0.24651,0.11306,1.67656
122,5.82768,0.0487056,23.1662,0.110496,7.6285,0.324985,27.9411,0.246392,0.11316,1.67735
123,5.82819,0.0486988,23.1682,0.110416,7.63039,0.325117,27.9387,0.246166,0.113264,1.67629
124,5.82853,0.0487283,23.1671,0.110324,7.63161,0.325133,27.9403,0.246101,0.113399,1.67503
125,5.82876,0.0486878,23.1664,0.110312,7.63496,0.325022,27.9441,0.245972,0.113482,1.6742
126,5.82936,0.0486899,23.1677,0.110212,7.6347,0.324871,27.9501,0.246072,0.113586,1.67518
127,5.82997,0.0486958,23.1713,0.110291,7.6382,0.324756,27.9562,0.246046,0.113696,1.67373
128,5.83044,0.0486731,23.1733,0.110301,7.63952,0.324707,27.9577,0.245755,0.11381,1.673
129,5.83095,0.0487005,23.1738,0.110233,7.63965,0.324628,27.9597,0.245481,0.113949,1.67365
130,5.83162,0.0487508,23.1762,0.110338,7.64049,0.324634,27.9689,0.245331,0.114096,1.67474
131,5.83227,0.0487781,23.1794,0.110328,7.6395,0.324708,27.9814,0.245584,0.114273,1.67365
132,5.83262,0.0488236,23.1823,0.110427,7.64125,0.324731,27.9882,0.246136,0.114387,1.67394
133,5.83273,0.0488831,23.1828,0.110571,7.64132,0.324864,27.9929,0.24623,0.114445,1.67504
134,5.83348,0.0489445,23.1865,0.11063,7.64099,0.324929,28.0064,0.246308,0.114556,1.67668
135,5.83409,0.048969,23.1912,0.110691,7.6403,0.325232,28.0162,0.246318,0.114714,1.67549
136,5.83453,0.0489562,23.1949,0.110765,7.63799,0.325174,28.0308,0.246337,0.114844,1.67739
137,5.83489,0.0489449,23.1976,0.110772,7.63702,0.325056,28.0388,0.246428,0.114931,1.67646
138,5.83516,0.0489269,23.2005,0.11077,7.63769,0.325409,28.0433,0.246816,0.115064,1.67562
139,5.83586,0.0488991,23.2012,0.110839,7.64006,0.325492,28.0401,0.247191,0.115171,1.67607
140,5.83657,0.0488739,23.2015,0.110943,7.64002,0.325476,28.0337,0.247263,0.115316,1.67484
141,5.83691,0.0488307,23.2025,0.111099,7.64011,0.3256,28.0274,0.247462,0.115449,1.67366
142,5.83734,0.0487971,23.2032,0.111198,7.64155,0.32572,28.0263,0.247686,0.115573,1.67292
143,5.83779,0.048766,23.1996,0.111233,7.64209,0.326293,28.0244,0.247511,0.115701,1.67315
144,5.83821,0.0487779,23.1989,0.111232,7.64399,0.326635,28.0223,0.247164,0.115824,1.67395
145,5.8385,0.0488038,23.1999,0.111222,7.64403,0.327113,28.0141,0.247095,0.115952,1.67323
146,5.83882,0.0488285,23.1998,0.111227,7.64405,0.327651,28.0093,0.247037,0.116049,1.67209
147,5.83901,0.0488499,23.1988,0.111239,7.64503,0.327814,28.0023,0.246854,0.116111,1.67498
148,5.83944,0.0488432,23.1997,0.111181,7.64632,0.327877,28.0008,0.246858,0.116258,1.67346
149,5.84002,0.0488466,23.1989,0.111179,7.65242,0.327921,27.9942,0.246696,0.116402,1.67215
150,5.84061,0.0488633,23.1973,0.111228,7.65834,0.328031,27.9861,0.246448,0.116553,1.67086
151,5.84113,0.0488589,23.1949,0.11133,7.66474,0.328274,27.9807,0.246462,0.116706,1.66932
152,5.84156,0.0488402,23.1943,0.111403,7.6694,0.328612,27.9761,0.246416,0.116824,1.668
153,5.8417,0.0488228,23.1919,0.111444,7.6749,0.328735,27.9714,0.246796,0.116911,1.66644
154,5.84175,0.0488328,23.1888,0.111454,7.67792,0.328748,27.9668,0.246842,0.116928,1.66489
155,5.84166,0.0488201,23.1872,0.111476,7.67553,0.328656,27.9604,0.24673,0.11695,1.66562
156,5.84172,0.048781,23.1875,0.111492,7.67638,0.328602,27.9537,0.246783,0.116984,1.66566
157,5.84182,0.0487621,23.1856,0.111613,7.67729,0.328682,27.953,0.246927,0.117017,1.66487
158,5.84185,0.0487126,23.1836,0.11174,7.67689,0.328838,27.9542,0.246953,0.11707,1.66486
159,5.84198,0.048655,23.1823,0.111778,7.67797,0.328824,27.9586,0.247033,0.117109,1.66407
160,5.84196,0.0486624,23.1791,0.111836,7.67895,0.329409,27.9579,0.246941,0.117157,1.66657
161,5.84201,0.0485998,23.1777,0.111997,7.67809,0.330143,27.9505,0.246953,0.117205,1.66571
162,5.84212,0.0485691,23.1747,0.112183,7.6779,0.330781,27.9443,0.247155,0.117254,1.66773
163,5.84228,0.0485539,23.1709,0.112423,7.67958,0.331226,27.9446,0.247172,0.117321,1.6668
164,5.84261,0.0485353,23.1697,0.112552,7.68095,0.33164,27.9355,0.247586,0.117405,1.666
165,5.84269,0.0485128,23.1704,0.112686,7.68007,0.332174,27.9323,0.247946,0.11745,1.66562
166,5.8429,0.0484872,23.1719,0.112867,7.68105,0.332901,27.9268,0.248272,0.117512,1.66491
167,5.8431,0.0484679,23.1728,0.112914,7.68051,0.333205,27.9322,0.248299,0.117592,1.66398
168,5.84318,0.0484754,23.1757,0.11291,7.67885,0.333213,27.9382,0.248279,0.117659,1.66402
169,5.84322,0.0484707,23.1775,0.112928,7.67666,0.33311,27.9522,0.248485,0.117728,1.6639
170,5.84341,0.0484309,23.1783,0.112868,7.67437,0.333189,27.9591,0.248542,0.117807,1.66198
171,5.84325,0.0483992,23.1795,0.112881,7.67235,0.333142,27.962,0.24845,0.11785,1.66054
172,5.84342,0.0483679,23.1825,0.112874,7.6705,0.333002,27.9677,0.248375,0.117913,1.65811
173,5.84352,0.0483255,23.1823,0.112791,7.66852,0.333115,27.9687,0.248285,0.117983,1.65616
174,5.84337,0.048287,23.1816,0.112738,7.66735,0.332921,27.9702,0.248416,0.118042,1.65427
175,5.84337,0.048289,23.1794,0.112813,7.66575,0.333124,27.9653,0.248514,0.11811,1.65369
176,5.84341,0.0482444,23.1802,0.112944,7.66636,0.333184,27.9665,0.248439,0.11814,1.65332
177,5.84337,0.0482082,23.1805,0.113106,7.66514,0.333397,27.9692,0.248574,0.118173,1.65434
178,5.84334,0.0481885,23.1812,0.113197,7.66514,0.333639,27.97,0.248638,0.118198,1.65402
179,5.84335,0.0481706,23.1833,0.113198,7.66268,0.33387,27.9726,0.24863,0.118192,1.65294
180,5.84343,0.0481891,23.1851,0.113125,7.66041,0.333914,27.9772,0.248532,0.11822,1.65352
181,5.84343,0.0481944,23.1845,0.113092,7.65864,0.333909,27.9774,0.248522,0.118252,1.65379
182,5.84355,0.0482602,23.185,0.113098,7.657,0.334192,27.9787,0.248625,0.11828,1.65342
183,5.84378,0.0482981,23.186,0.113131,7.6557,0.334112,27.9751,0.248447,0.118334,1.65335
184,5.84396,0.048347,23.1879,0.113113,7.65522,0.334127,27.9757,0.248754,0.118402,1.65231
185,5.84414,0.0483542,23.1884,0.113049,7.65557,0.334165,27.9778,0.248698,0.11845,1.65165
186,5.84411,0.0483334,23.1881,0.113052,7.65452,0.334284,27.9794,0.248803,0.1185,1.6506
187,5.84418,0.0483101,23.189,0.113127,7.65433,0.334388,27.9875,0.248917,0.118539,1.65123
188,5.84422,0.0483105,23.1911,0.113103,7.65288,0.334438,27.9926,0.249094,0.118569,1.65195
189,5.84419,0.0482991,23.1919,0.113082,7.65064,0.334442,27.9951,0.249173,0.118613,1.65169
190,5.84411,0.0482675,23.1927,0.113034,7.64908,0.334343,28.003,0.249274,0.118648,1.65168
191,5.84407,0.0482567,23.1977,0.113017,7.64618,0.334246,28.0138,0.249328,0.118705,1.65084
192,5.84409,0.0482359,23.201,0.112988,7.64211,0.334252,28.0179,0.249412,0.118755,1.65152
193,5.8443,0.0482336,23.2049,0.113002,7.63995,0.334179,28.0218,0.24942,0.118808,1.65186
194,5.84449,0.0482267,23.2091,0.112966,7.63878,0.334199,28.0256,0.249454,0.118862,1.65184
