Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,bias_abscissa,bias_pdf,bias_cdf,split
8.8886,0.0180727,0.985205,36.5503,0.00712612,0.967078,15.664,0.00813996,0.970697,71.8614,0.00170456,0.968083,7.48892,0.0320255,0.912278,All
9.02041,0.0154942,0.987414,37.095,0.00636707,0.97075,15.9395,0.00750665,0.972851,73.1345,0.00158349,0.970175,7.74266,0.0298481,0.920126,All
9.15223,0.0132609,0.989305,37.6397,0.00568292,0.974028,16.215,0.00692473,0.974838,74.4077,0.00147158,0.972119,7.9964,0.0277466,0.927432,All
9.28404,0.0113313,0.990923,38.1844,0.00506731,0.976953,16.4905,0.00638993,0.976671,75.6809,0.00136813,0.973926,8.25014,0.025726,0.934214,All
9.41585,0.00966784,0.992304,38.7291,0.00451425,0.97956,16.766,0.00589832,0.978363,76.9541,0.00127245,0.975606,8.50389,0.0237905,0.940494,All
9.54767,0.00823686,0.993482,39.2738,0.00401812,0.981881,17.0415,0.00544632,0.979925,78.2273,0.00118393,0.977169,8.75763,0.0219436,0.946295,All
9.67948,0.00700831,0.994485,39.8185,0.00357367,0.983947,17.317,0.00503062,0.981367,79.5005,0.00110201,0.978624,9.01137,0.0201874,0.951638,All
9.8113,0.0059555,0.995337,40.3632,0.00317602,0.985783,17.5925,0.00464822,0.9827,80.7737,0.00102616,0.979978,9.26511,0.0185235,0.956547,All
9.94311,0.00505488,0.996061,40.9079,0.00282066,0.987414,17.8681,0.00429634,0.983931,82.0469,0.000955905,0.981239,9.51885,0.0169526,0.961046,All
10.0749,0.0042857,0.996676,41.4526,0.00250345,0.988863,18.1436,0.00397247,0.98507,83.3201,0.000890812,0.982414,9.77259,0.0154746,0.965158,All
10.2067,0.00362978,0.997196,41.9973,0.00222059,0.990148,18.4191,0.00367427,0.986122,84.5933,0.000830476,0.983509,10.0263,0.0140888,0.968907,All
10.3386,0.00307125,0.997637,42.542,0.00196859,0.991287,18.6946,0.00339965,0.987096,85.8665,0.000774529,0.984531,10.2801,0.0127937,0.972316,All
10.4704,0.00259628,0.99801,43.0867,0.00174429,0.992297,18.9701,0.00314665,0.987998,87.1397,0.000722631,0.985483,10.5338,0.0115875,0.975407,All
10.6022,0.00219289,0.998324,43.6314,0.00154482,0.993192,19.2456,0.0029135,0.988832,88.4129,0.000674471,0.986372,10.7876,0.0104678,0.978204,All
10.734,0.00185068,0.99859,44.1761,0.00136755,0.993984,19.5211,0.00269857,0.989605,89.6861,0.000629763,0.987202,11.0413,0.00943167,0.980726,All
10.8658,0.00156071,0.998815,44.7208,0.00121013,0.994685,19.7966,0.00250037,0.990321,90.9593,0.000588242,0.987977,11.295,0.00847604,0.982997,All
10.9976,0.00131524,0.999004,45.2655,0.00107044,0.995306,20.0721,0.00231755,0.990984,92.2325,0.000549667,0.988701,11.5488,0.00759745,0.985034,All
11.1294,0.00110766,0.999163,45.8102,0.000946547,0.995854,20.3476,0.00214885,0.991599,93.5057,0.000513815,0.989378,11.8025,0.00679223,0.986858,All
11.2613,0.000932271,0.999297,46.3549,0.000836733,0.99634,20.6231,0.00199313,0.992169,94.7789,0.000480481,0.990011,12.0563,0.00605658,0.988487,All
11.3931,0.000784209,0.99941,46.8996,0.000739448,0.996768,20.8986,0.00184935,0.992698,96.0521,0.000449476,0.990603,12.31,0.00538657,0.989938,All
11.5249,0.000659315,0.999505,47.4443,0.000653306,0.997147,21.1741,0.00171654,0.993189,97.3252,0.000420626,0.991156,12.5637,0.00477824,0.991226,All
11.6567,0.000554041,0.999585,47.989,0.000577065,0.997482,21.4496,0.00159382,0.993645,98.5984,0.000393772,0.991675,12.8175,0.00422759,0.992367,All
11.7885,0.000465366,0.999652,48.5337,0.000509614,0.997777,21.7252,0.00148039,0.994068,99.8716,0.000368766,0.99216,13.0712,0.00373069,0.993376,All
11.9203,0.00039072,0.999708,49.0784,0.000449963,0.998038,22.0007,0.00137551,0.994461,101.145,0.000345471,0.992614,13.325,0.00328363,0.994265,All
12.0521,0.000327922,0.999755,49.6231,0.000397229,0.998269,22.2762,0.0012785,0.994827,102.418,0.000323764,0.99304,13.5787,0.00288264,0.995046,All
12.184,0.000275121,0.999795,50.1678,0.000350624,0.998472,22.5517,0.00118875,0.995167,103.691,0.000303527,0.993439,13.8324,0.00252404,0.995731,All
12.3158,0.000230747,0.999828,50.7125,0.000309449,0.998652,22.8272,0.00110567,0.995482,104.964,0.000284654,0.993814,14.0862,0.00220431,0.99633,All
12.4476,0.000193473,0.999856,51.2572,0.000273079,0.99881,23.1027,0.00102875,0.995776,106.238,0.000267048,0.994165,14.3399,0.00192008,0.996853,All
12.5794,0.000162177,0.999879,51.8019,0.000240962,0.99895,23.3782,0.000957503,0.99605,107.511,0.000250616,0.994494,14.5937,0.00166815,0.997308,All
12.7112,0.000135911,0.999899,52.3466,0.000212607,0.999073,23.6537,0.000891492,0.996304,108.784,0.000235275,0.994803,14.8474,0.00144552,0.997702,All
12.843,0.000113875,0.999915,52.8913,0.000187578,0.999182,23.9292,0.000830309,0.996542,110.057,0.000220948,0.995094,15.1011,0.00124934,0.998043,All
12.9748,9.5393e-05,0.999929,53.436,0.000165488,0.999278,24.2047,0.000773582,0.996762,111.33,0.000207562,0.995366,15.3549,0.00107698,0.998338,All
13.1067,7.98973e-05,0.999941,53.9807,0.000145996,0.999363,24.4802,0.00072097,0.996968,112.604,0.000195052,0.995623,15.6086,0.000925985,0.998592,All
13.2385,6.6909e-05,0.99995,54.5254,0.000128797,0.999438,24.7557,0.000672156,0.99716,113.877,0.000183356,0.995863,15.8624,0.000794094,0.99881,All
13.3703,5.6025e-05,0.999958,55.0701,0.000113624,0.999504,25.0312,0.000626852,0.997339,115.15,0.000172417,0.99609,16.1161,0.000679218,0.998996,All
13.5021,4.69065e-05,0.999965,55.6148,0.00010024,0.999562,25.3068,0.00058479,0.997506,116.423,0.000162182,0.996303,16.3698,0.000579452,0.999156,All
13.6339,3.92686e-05,0.999971,56.1595,8.84344e-05,0.999613,25.5823,0.000545727,0.997661,117.696,0.000152604,0.996503,16.6236,0.000493055,0.999291,All
13.7657,3.28722e-05,0.999976,56.7042,7.80217e-05,0.999658,25.8578,0.000509435,0.997807,118.97,0.000143636,0.996692,16.8773,0.00041845,0.999407,All
13.8975,2.75162e-05,0.99998,57.2489,6.8838e-05,0.999698,26.1333,0.000475708,0.997942,120.243,0.000135238,0.996869,17.1311,0.000354211,0.999505,All
14.0294,2.30321e-05,0.999983,57.7936,6.07386e-05,0.999734,26.4088,0.000444354,0.998069,121.516,0.00012737,0.997036,17.3848,0.000299054,0.999587,All
14.1612,1.92783e-05,0.999986,58.3383,5.35955e-05,0.999765,26.6843,0.000415195,0.998187,122.789,0.000119996,0.997194,17.6385,0.000251831,0.999657,All
14.293,1.61362e-05,0.999988,58.883,4.72959e-05,0.999792,26.9598,0.000388071,0.998298,124.062,0.000113083,0.997342,17.8923,0.000211513,0.999716,All
14.4248,1.35064e-05,0.99999,59.4277,4.17401e-05,0.999816,27.2353,0.00036283,0.998401,125.336,0.000106601,0.997482,18.146,0.000177189,0.999765,All
14.5566,1.13054e-05,0.999992,59.9724,3.68403e-05,0.999838,27.5108,0.000339334,0.998498,126.609,0.000100519,0.997614,18.3998,0.000148049,0.999806,All
14.6884,9.46342e-06,0.999993,60.5171,3.25187e-05,0.999857,27.7863,0.000317456,0.998588,127.882,9.4813e-05,0.997738,18.6535,0.00012338,0.99984,All
14.8203,7.92194e-06,0.999994,61.0618,2.87072e-05,0.999873,28.0618,0.000297077,0.998673,129.155,8.94565e-05,0.997855,18.9072,0.000102555,0.999869,All
14.9521,6.63195e-06,0.999995,61.6065,2.53452e-05,0.999888,28.3373,0.00027809,0.998752,130.428,8.44269e-05,0.997966,19.161,8.50226e-05,0.999893,All
