standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,split
0.703786,0.757143,0.589692,0.757143,0.74884,0.757143,All
0.710496,0.764286,0.592117,0.764286,0.761229,0.764286,All
0.719316,0.771429,0.593919,0.771429,0.768266,0.771429,All
0.730435,0.778571,0.594756,0.778571,0.768835,0.778571,All
0.735989,0.785714,0.596359,0.785714,0.777847,0.785714,All
0.741567,0.792857,0.599509,0.792857,0.857887,0.792857,All
0.765357,0.8,0.621871,0.8,0.879476,0.8,All
0.76785,0.807143,0.630475,0.807143,0.881387,0.807143,All
0.775703,0.814286,0.63713,0.814286,0.884618,0.814286,All
0.835306,0.821429,0.637869,0.821429,0.97724,0.821429,All
0.911142,0.828571,0.640254,0.828571,1.14655,0.828571,All
0.961023,0.835714,0.682281,0.835714,1.15037,0.835714,All
0.997097,0.842857,0.723067,0.842857,1.15608,0.842857,All
1.05094,0.85,0.725751,0.85,1.15766,0.85,All
1.08189,0.857143,0.749028,0.857143,1.1773,0.857143,All
1.08584,0.864286,0.770513,0.864286,1.21348,0.864286,All
1.09938,0.871429,0.770872,0.871429,1.23292,0.871429,All
1.10849,0.878571,0.801604,0.878571,1.25387,0.878571,All
1.13613,0.885714,0.81112,0.885714,1.27318,0.885714,All
1.18124,0.892857,0.836831,0.892857,1.35029,0.892857,All
1.19652,0.9,0.872042,0.9,1.45954,0.9,All
1.24849,0.907143,0.909384,0.907143,1.46315,0.907143,All
1.25732,0.914286,1.03006,0.914286,1.53602,0.914286,All
1.26497,0.921429,1.12565,0.921429,1.57977,0.921429,All
1.26576,0.928571,1.17316,0.928571,1.60765,0.928571,All
1.2696,0.935714,1.18417,0.935714,1.63254,0.935714,All
1.28051,0.942857,1.26568,0.942857,1.71038,0.942857,All
1.34096,0.95,1.30726,0.95,1.7609,0.95,All
1.37621,0.957143,1.3801,0.957143,1.79929,0.957143,All
1.43519,0.964286,1.4214,0.964286,1.99363,0.964286,All
1.43576,0.971429,1.68871,0.971429,2.02411,0.971429,All
1.51495,0.978571,1.7187,0.978571,2.09344,0.978571,All
1.64345,0.985714,1.79684,0.985714,2.106,0.985714,All
1.65205,0.992857,2.0488,0.992857,2.12363,0.992857,All
1.87556,1,2.125,1,2.24758,1,All
4,1,4,1,4,1,All
