id,outcome1,group
286,138.947,simulationGroup1
287,214.071,simulationGroup1
288,237.053,simulationGroup1
289,268.581,simulationGroup1
290,248.009,simulationGroup1
291,212.681,simulationGroup1
292,254.554,simulationGroup1
293,201.347,simulationGroup1
294,163.895,simulationGroup1
295,337.692,simulationGroup1
296,373.844,simulationGroup1
297,220.352,simulationGroup1
298,240.675,simulationGroup1
299,274.996,simulationGroup1
300,337.6,simulationGroup1
301,199.79,simulationGroup1
302,225.388,simulationGroup1
303,192.395,simulationGroup1
304,340.927,simulationGroup1
305,255.229,simulationGroup1
306,210.148,simulationGroup1
307,149.814,simulationGroup1
308,200.807,simulationGroup1
309,198.469,simulationGroup1
310,208.183,simulationGroup1
311,160.757,simulationGroup1
312,212.223,simulationGroup1
313,227.479,simulationGroup1
314,387.058,simulationGroup1
315,197.055,simulationGroup1
316,175.936,simulationGroup1
317,269.103,simulationGroup1
318,267.91,simulationGroup1
319,153.828,simulationGroup1
320,137.823,simulationGroup1
321,184.392,simulationGroup1
322,224.76,simulationGroup1
323,254.099,simulationGroup1
324,162.635,simulationGroup1
325,236.052,simulationGroup1
326,255.531,simulationGroup1
327,228.521,simulationGroup1
328,163.907,simulationGroup1
329,296.336,simulationGroup1
330,226.303,simulationGroup1
331,163.99,simulationGroup1
332,175.847,simulationGroup1
333,284.486,simulationGroup1
334,195.334,simulationGroup1
335,193.398,simulationGroup1
336,208.008,simulationGroup1
337,187.925,simulationGroup1
338,200.418,simulationGroup1
339,250.374,simulationGroup1
340,235.313,simulationGroup1
341,182.622,simulationGroup1
342,398.615,simulationGroup1
343,233.649,simulationGroup1
344,363.447,simulationGroup1
345,123.342,simulationGroup1
346,235.9,simulationGroup1
347,333.284,simulationGroup1
348,116.61,simulationGroup1
349,171.347,simulationGroup1
350,177.078,simulationGroup1
351,134.076,simulationGroup1
352,174.857,simulationGroup1
353,223.189,simulationGroup1
354,244.076,simulationGroup1
355,216.523,simulationGroup1
356,242.633,simulationGroup1
357,321.631,simulationGroup1
358,166.817,simulationGroup1
359,267.64,simulationGroup1
360,189.436,simulationGroup1
361,209.182,simulationGroup1
362,378.616,simulationGroup1
363,235.273,simulationGroup1
364,245.619,simulationGroup1
365,199.968,simulationGroup1
366,315.524,simulationGroup1
367,274.536,simulationGroup1
368,308.562,simulationGroup1
369,181.864,simulationGroup1
370,140.184,simulationGroup1
371,144.64,simulationGroup1
372,359.629,simulationGroup1
373,197.115,simulationGroup1
374,226.063,simulationGroup1
375,253.915,simulationGroup1
376,207.84,simulationGroup1
377,214.542,simulationGroup1
378,277.744,simulationGroup1
379,202.05,simulationGroup1
380,230.203,simulationGroup1
381,191.042,simulationGroup1
382,235.089,simulationGroup1
383,204.348,simulationGroup1
384,234.883,simulationGroup1
385,208.618,simulationGroup1
386,241.443,simulationGroup1
387,230.262,simulationGroup1
388,151.949,simulationGroup1
389,237.975,simulationGroup1
390,170.443,simulationGroup1
391,214.153,simulationGroup1
392,441.362,simulationGroup1
393,145.957,simulationGroup1
394,125.796,simulationGroup1
395,210.7,simulationGroup1
396,217.461,simulationGroup1
397,249.363,simulationGroup1
398,140.515,simulationGroup1
399,235.922,simulationGroup1
400,267.928,simulationGroup1
401,221.151,simulationGroup1
402,199.201,simulationGroup1
403,256.428,simulationGroup1
404,249.89,simulationGroup1
405,260.019,simulationGroup1
406,208.966,simulationGroup1
407,181.635,simulationGroup1
408,162.929,simulationGroup1
409,224.518,simulationGroup1
410,180.3,simulationGroup1
411,216.562,simulationGroup1
412,296.79,simulationGroup1
413,149.617,simulationGroup1
414,236.611,simulationGroup1
415,193.445,simulationGroup1
416,216.582,simulationGroup1
417,228.963,simulationGroup1
418,266.285,simulationGroup1
419,234.191,simulationGroup1
420,127.257,simulationGroup1
421,198.26,simulationGroup1
422,212.151,simulationGroup1
423,133.507,simulationGroup1
424,232.889,simulationGroup1
425,187.298,simulationGroup1
426,178.085,simulationGroup1
427,189.251,simulationGroup1
428,164.158,simulationGroup1
429,263.973,simulationGroup1
430,194.55,simulationGroup1
431,187.303,simulationGroup1
432,356.684,simulationGroup1
433,148.807,simulationGroup1
434,166.327,simulationGroup1
435,178.365,simulationGroup1
436,222.503,simulationGroup1
437,277.757,simulationGroup1
438,256.655,simulationGroup1
439,234.031,simulationGroup1
440,224.672,simulationGroup1
441,158.997,simulationGroup1
442,163.026,simulationGroup1
443,222.117,simulationGroup1
444,188.071,simulationGroup1
445,207.857,simulationGroup1
446,217.107,simulationGroup1
447,240.883,simulationGroup1
448,135.52,simulationGroup1
449,161.548,simulationGroup1
450,257.806,simulationGroup1
451,163.215,simulationGroup1
452,420.808,simulationGroup1
453,222.134,simulationGroup1
454,226.355,simulationGroup1
455,200.764,simulationGroup1
456,178.858,simulationGroup1
457,192.501,simulationGroup1
458,213.541,simulationGroup1
459,203.093,simulationGroup1
460,161.272,simulationGroup1
461,245.383,simulationGroup1
462,161.291,simulationGroup1
463,328.816,simulationGroup1
464,151.304,simulationGroup1
465,263.095,simulationGroup1
466,273.22,simulationGroup1
467,195.6,simulationGroup1
468,230.954,simulationGroup1
469,185.471,simulationGroup1
470,182.204,simulationGroup1
471,184.202,simulationGroup1
472,210.997,simulationGroup1
473,262.179,simulationGroup1
474,196.153,simulationGroup1
475,175.692,simulationGroup1
476,274.628,simulationGroup1
477,128.461,simulationGroup1
478,190.278,simulationGroup1
479,222.024,simulationGroup1
480,285.741,simulationGroup1
481,201.186,simulationGroup1
482,276.509,simulationGroup1
483,212.648,simulationGroup1
484,214.905,simulationGroup1
485,204.016,simulationGroup1
486,239.556,simulationGroup1
487,235.099,simulationGroup1
488,204.798,simulationGroup1
489,241.78,simulationGroup1
490,262.521,simulationGroup1
491,296.247,simulationGroup1
492,192.285,simulationGroup1
493,199.754,simulationGroup1
494,182.652,simulationGroup1
495,259.161,simulationGroup1
496,220.989,simulationGroup1
497,216.644,simulationGroup1
498,168.73,simulationGroup1
499,216.192,simulationGroup1
500,273.551,simulationGroup1
501,201.235,simulationGroup1
502,165.273,simulationGroup1
503,162.46,simulationGroup1
504,194.763,simulationGroup1
505,195.036,simulationGroup1
506,193.777,simulationGroup1
507,212.01,simulationGroup1
508,230.267,simulationGroup1
509,261.232,simulationGroup1
510,169.555,simulationGroup1
511,190.486,simulationGroup1
512,217.504,simulationGroup1
513,193.107,simulationGroup1
514,340.14,simulationGroup1
515,238.735,simulationGroup1
516,148.55,simulationGroup1
517,295.3,simulationGroup1
518,225.712,simulationGroup1
519,182.75,simulationGroup1
520,194.764,simulationGroup1
521,202.636,simulationGroup1
522,228.992,simulationGroup1
523,287.554,simulationGroup1
524,220.639,simulationGroup1
525,216.339,simulationGroup1
526,210.736,simulationGroup1
527,184.278,simulationGroup1
528,224.441,simulationGroup1
529,186.964,simulationGroup1
530,221.215,simulationGroup1
531,217.811,simulationGroup1
532,279.35,simulationGroup1
533,156.972,simulationGroup1
534,230.84,simulationGroup1
535,236.357,simulationGroup1
536,242.009,simulationGroup1
537,226.906,simulationGroup1
538,174.697,simulationGroup1
539,169.622,simulationGroup1
540,188.782,simulationGroup1
541,279.237,simulationGroup1
542,202.906,simulationGroup1
543,166.788,simulationGroup1
544,224.688,simulationGroup1
545,183.16,simulationGroup1
546,176.518,simulationGroup1
547,181.038,simulationGroup1
548,224.788,simulationGroup1
549,264.997,simulationGroup1
550,225.499,simulationGroup1
551,174.706,simulationGroup1
552,205.694,simulationGroup1
553,254.534,simulationGroup1
554,167.189,simulationGroup1
555,243.679,simulationGroup1
556,387.53,simulationGroup1
557,225.774,simulationGroup1
558,213.195,simulationGroup1
559,183.805,simulationGroup1
560,239.532,simulationGroup1
561,138.834,simulationGroup1
562,222.739,simulationGroup1
563,155.905,simulationGroup1
564,322.799,simulationGroup1
565,260.811,simulationGroup1
566,215.258,simulationGroup1
567,176.839,simulationGroup1
568,286.37,simulationGroup1
569,254.104,simulationGroup1
570,250.323,simulationGroup1
571,237.203,simulationGroup1
572,227.508,simulationGroup1
573,205.027,simulationGroup1
574,195.231,simulationGroup1
575,302.497,simulationGroup1
576,183.302,simulationGroup1
577,231.367,simulationGroup1
578,223.491,simulationGroup1
579,189.331,simulationGroup1
580,251.481,simulationGroup1
581,220.996,simulationGroup1
582,291.946,simulationGroup1
583,186.489,simulationGroup1
584,245.996,simulationGroup1
585,218.801,simulationGroup1
586,200.923,simulationGroup1
587,132.319,simulationGroup1
588,333.587,simulationGroup1
589,245.73,simulationGroup1
590,206.796,simulationGroup1
591,186.447,simulationGroup1
592,153.436,simulationGroup1
593,271.027,simulationGroup1
594,346.086,simulationGroup1
595,161.366,simulationGroup1
596,183.831,simulationGroup1
597,255.681,simulationGroup1
598,192.419,simulationGroup1
599,210.346,simulationGroup1
600,214.268,simulationGroup1
601,257.549,simulationGroup1
602,289.082,simulationGroup1
603,224.085,simulationGroup1
604,205.024,simulationGroup1
605,277.193,simulationGroup1
606,208.962,simulationGroup1
607,196.17,simulationGroup1
608,215.867,simulationGroup1
609,187.846,simulationGroup1
610,232.284,simulationGroup1
611,247.487,simulationGroup1
612,216.547,simulationGroup1
613,349.614,simulationGroup1
614,273.2,simulationGroup1
615,180.463,simulationGroup1
616,199.575,simulationGroup1
617,197.014,simulationGroup1
618,169.521,simulationGroup1
619,265.757,simulationGroup1
620,161.13,simulationGroup1
621,212.803,simulationGroup1
622,255.435,simulationGroup1
623,204.326,simulationGroup1
624,205.76,simulationGroup1
625,285.922,simulationGroup1
626,270.239,simulationGroup1
627,197.49,simulationGroup1
628,158.627,simulationGroup1
629,246.924,simulationGroup1
630,155.891,simulationGroup1
631,235.62,simulationGroup1
632,257.415,simulationGroup1
633,304.742,simulationGroup1
634,189.363,simulationGroup1
635,187.074,simulationGroup1
636,173.002,simulationGroup1
637,206.231,simulationGroup1
638,192.395,simulationGroup1
639,244.098,simulationGroup1
640,317.051,simulationGroup1
641,264.591,simulationGroup1
642,185.318,simulationGroup1
643,156.866,simulationGroup1
644,355.488,simulationGroup1
645,182.719,simulationGroup1
646,258.824,simulationGroup1
647,205.217,simulationGroup1
648,228.357,simulationGroup1
649,333.632,simulationGroup1
650,205.459,simulationGroup1
651,274.203,simulationGroup1
652,180.45,simulationGroup1
653,236.985,simulationGroup1
654,214.93,simulationGroup1
655,234.543,simulationGroup1
656,288.865,simulationGroup1
657,256.67,simulationGroup1
658,149.708,simulationGroup1
659,160.401,simulationGroup1
660,277.703,simulationGroup1
661,280.953,simulationGroup1
662,163.488,simulationGroup1
663,138.483,simulationGroup1
664,284.916,simulationGroup1
665,322.965,simulationGroup1
666,238.417,simulationGroup1
667,293.369,simulationGroup1
668,233.589,simulationGroup1
669,248.992,simulationGroup1
670,295.276,simulationGroup1
671,178.991,simulationGroup1
672,176.02,simulationGroup1
673,136.586,simulationGroup1
674,272.298,simulationGroup1
675,306.271,simulationGroup1
676,214.249,simulationGroup1
677,286.673,simulationGroup1
678,352.784,simulationGroup1
679,229.197,simulationGroup1
680,266.732,simulationGroup1
681,242.707,simulationGroup1
682,172.126,simulationGroup1
683,233.318,simulationGroup1
684,214.868,simulationGroup1
685,304.067,simulationGroup1
686,183.608,simulationGroup1
687,168.299,simulationGroup1
688,228.113,simulationGroup1
689,189.194,simulationGroup1
690,182.862,simulationGroup1
691,157.243,simulationGroup1
692,166.147,simulationGroup1
693,158.734,simulationGroup1
694,207.713,simulationGroup1
695,128.217,simulationGroup1
696,213.581,simulationGroup1
697,221.374,simulationGroup1
698,222.495,simulationGroup1
699,236.837,simulationGroup1
700,222.163,simulationGroup1
701,349.533,simulationGroup1
702,220.107,simulationGroup1
703,198.17,simulationGroup1
704,296.73,simulationGroup1
705,168.183,simulationGroup1
706,218.452,simulationGroup1
707,237.125,simulationGroup1
708,187.594,simulationGroup1
709,187.464,simulationGroup1
710,195.007,simulationGroup1
711,178.04,simulationGroup1
712,305.186,simulationGroup1
713,191.548,simulationGroup1
714,221.325,simulationGroup1
715,158.15,simulationGroup1
716,268.118,simulationGroup1
717,147.371,simulationGroup1
718,294.573,simulationGroup1
719,175.112,simulationGroup1
720,271.973,simulationGroup1
721,199.54,simulationGroup1
722,253.885,simulationGroup1
723,383.635,simulationGroup1
724,261.904,simulationGroup1
725,353.214,simulationGroup1
726,121.178,simulationGroup1
727,214.274,simulationGroup1
728,153.023,simulationGroup1
729,165.739,simulationGroup1
730,185.72,simulationGroup1
731,227.254,simulationGroup1
732,250.248,simulationGroup1
733,163.617,simulationGroup1
734,253.887,simulationGroup1
735,184.385,simulationGroup1
736,290.609,simulationGroup1
737,215.701,simulationGroup1
738,256.692,simulationGroup1
739,238.526,simulationGroup1
740,419.204,simulationGroup1
741,193.818,simulationGroup1
742,168.956,simulationGroup1
743,190.739,simulationGroup1
744,206.814,simulationGroup1
745,384.469,simulationGroup1
746,229.469,simulationGroup1
747,148.476,simulationGroup1
748,196.611,simulationGroup1
749,286.272,simulationGroup1
750,220.439,simulationGroup1
751,283.055,simulationGroup1
752,334.742,simulationGroup1
753,179.325,simulationGroup1
754,195.347,simulationGroup1
755,241.15,simulationGroup1
756,205.403,simulationGroup1
757,307.78,simulationGroup1
758,183.397,simulationGroup1
759,231.387,simulationGroup1
760,254.868,simulationGroup1
761,217.366,simulationGroup1
762,263.692,simulationGroup1
763,401.886,simulationGroup1
764,201.994,simulationGroup1
765,158.91,simulationGroup1
766,302.484,simulationGroup1
767,251.002,simulationGroup1
768,302.811,simulationGroup1
769,156.183,simulationGroup1
770,141.431,simulationGroup1
771,148.041,simulationGroup1
772,194.645,simulationGroup1
773,207.154,simulationGroup1
774,191.549,simulationGroup1
775,349.686,simulationGroup1
776,178.752,simulationGroup1
777,208.425,simulationGroup1
778,284.355,simulationGroup1
779,140.181,simulationGroup1
780,106.657,simulationGroup1
781,197.223,simulationGroup1
782,297.647,simulationGroup1
783,173.514,simulationGroup1
784,146.765,simulationGroup1
785,266.136,simulationGroup1
786,286.249,simulationGroup1
787,178.289,simulationGroup1
788,205.611,simulationGroup1
789,234.618,simulationGroup1
790,277.135,simulationGroup1
791,224.766,simulationGroup1
792,198.661,simulationGroup1
793,199.221,simulationGroup1
794,161.257,simulationGroup1
795,219.4,simulationGroup1
796,250.07,simulationGroup1
797,193.801,simulationGroup1
798,142.7,simulationGroup1
799,168.561,simulationGroup1
800,205.472,simulationGroup1
801,179.931,simulationGroup1
802,406.272,simulationGroup1
803,308.191,simulationGroup1
804,173.503,simulationGroup1
805,237.514,simulationGroup1
806,362.857,simulationGroup1
807,163.061,simulationGroup1
808,244.125,simulationGroup1
809,191.899,simulationGroup1
810,214.16,simulationGroup1
811,218.328,simulationGroup1
812,143.066,simulationGroup1
813,209.833,simulationGroup1
814,257.78,simulationGroup1
815,166.883,simulationGroup1
816,183.352,simulationGroup1
817,310.803,simulationGroup1
818,173.678,simulationGroup1
819,167.366,simulationGroup1
820,182.12,simulationGroup1
821,194.886,simulationGroup1
822,167.857,simulationGroup1
823,231.25,simulationGroup1
824,213.331,simulationGroup1
825,235.765,simulationGroup1
826,184.398,simulationGroup1
827,302.845,simulationGroup1
828,208.463,simulationGroup1
829,277.308,simulationGroup1
830,183.52,simulationGroup1
831,209.754,simulationGroup1
832,145.83,simulationGroup1
833,232.058,simulationGroup1
834,140.018,simulationGroup1
835,160.55,simulationGroup1
836,256.257,simulationGroup1
837,248.274,simulationGroup1
838,183.544,simulationGroup1
839,177.914,simulationGroup1
840,238.222,simulationGroup1
841,153.74,simulationGroup1
842,238.898,simulationGroup1
843,291.847,simulationGroup1
844,176.458,simulationGroup1
845,280.525,simulationGroup1
846,220.267,simulationGroup1
847,146.164,simulationGroup1
848,138.907,simulationGroup1
849,143.682,simulationGroup1
850,291.421,simulationGroup1
851,234.773,simulationGroup1
852,193.189,simulationGroup1
853,298.166,simulationGroup1
854,205.429,simulationGroup1
855,192.727,simulationGroup1
856,265.39,simulationGroup1
857,226.791,simulationGroup1
858,284.591,simulationGroup1
859,280.557,simulationGroup1
860,278.047,simulationGroup1
861,218.578,simulationGroup1
862,186.626,simulationGroup1
863,158.588,simulationGroup1
864,198.921,simulationGroup1
865,167.159,simulationGroup1
866,284.043,simulationGroup1
867,238.444,simulationGroup1
868,169.672,simulationGroup1
869,195.305,simulationGroup1
870,157.395,simulationGroup1
871,231.334,simulationGroup1
872,211.261,simulationGroup1
873,247.493,simulationGroup1
874,175.828,simulationGroup1
875,192.73,simulationGroup1
876,262.307,simulationGroup1
877,237.933,simulationGroup1
878,200.714,simulationGroup1
879,187.054,simulationGroup1
880,195.219,simulationGroup1
881,233.987,simulationGroup1
882,272.299,simulationGroup1
883,140.852,simulationGroup1
884,224.943,simulationGroup1
885,256.142,simulationGroup1
886,182.968,simulationGroup1
887,185.045,simulationGroup1
888,175.911,simulationGroup1
889,235.574,simulationGroup1
890,228.912,simulationGroup1
891,297.704,simulationGroup1
892,173.322,simulationGroup1
893,375.096,simulationGroup1
894,246.169,simulationGroup1
895,273.519,simulationGroup1
896,274.363,simulationGroup1
897,216.555,simulationGroup1
898,242.235,simulationGroup1
899,214.993,simulationGroup1
900,208.238,simulationGroup1
901,152.401,simulationGroup1
902,306.542,simulationGroup1
903,282.771,simulationGroup1
904,259.021,simulationGroup1
905,218.235,simulationGroup1
906,273.697,simulationGroup1
907,213.856,simulationGroup1
908,228.916,simulationGroup1
909,169.971,simulationGroup1
910,165.499,simulationGroup1
911,266.941,simulationGroup1
912,197.021,simulationGroup1
913,243.384,simulationGroup1
914,195.96,simulationGroup1
915,218.147,simulationGroup1
916,261.649,simulationGroup1
917,230.967,simulationGroup1
918,146.117,simulationGroup1
919,243.038,simulationGroup1
920,198.836,simulationGroup1
921,198.316,simulationGroup1
922,214.917,simulationGroup1
923,256.137,simulationGroup1
924,242.696,simulationGroup1
925,188.631,simulationGroup1
926,261.962,simulationGroup1
927,201.996,simulationGroup1
928,297.693,simulationGroup1
929,275.877,simulationGroup1
930,183.438,simulationGroup1
931,219.372,simulationGroup1
932,218.478,simulationGroup1
933,179.15,simulationGroup1
934,187.976,simulationGroup1
935,197.074,simulationGroup1
936,193.398,simulationGroup1
937,253.675,simulationGroup1
938,228.608,simulationGroup1
939,220.558,simulationGroup1
940,219.705,simulationGroup1
941,206.242,simulationGroup1
942,181.005,simulationGroup1
943,164.952,simulationGroup1
944,170.242,simulationGroup1
945,169.483,simulationGroup1
946,237.93,simulationGroup1
947,193.687,simulationGroup1
948,229.762,simulationGroup1
949,215.574,simulationGroup1
950,209.036,simulationGroup1
951,286.449,simulationGroup1
952,221.998,simulationGroup1
953,280.54,simulationGroup1
954,137.737,simulationGroup1
955,220.284,simulationGroup1
956,207.853,simulationGroup1
957,197.787,simulationGroup1
958,269.896,simulationGroup1
959,212.431,simulationGroup1
960,187.308,simulationGroup1
961,195.707,simulationGroup1
962,252.461,simulationGroup1
963,168.812,simulationGroup1
964,256.34,simulationGroup1
965,161.463,simulationGroup1
966,242.117,simulationGroup1
967,127.887,simulationGroup1
968,202.072,simulationGroup1
969,283.535,simulationGroup1
970,193.236,simulationGroup1
971,122.592,simulationGroup1
972,175.616,simulationGroup1
973,250.201,simulationGroup1
974,272.63,simulationGroup1
975,188.906,simulationGroup1
976,157.957,simulationGroup1
977,209.999,simulationGroup1
978,219.383,simulationGroup1
979,240.555,simulationGroup1
980,159.007,simulationGroup1
981,242.461,simulationGroup1
982,249.957,simulationGroup1
983,224.832,simulationGroup1
984,217.25,simulationGroup1
985,164.576,simulationGroup1
986,219.108,simulationGroup1
987,176.518,simulationGroup1
988,188.289,simulationGroup1
989,241.595,simulationGroup1
990,152.156,simulationGroup1
991,185.432,simulationGroup1
992,230.97,simulationGroup1
993,199.29,simulationGroup1
994,240.511,simulationGroup1
995,239.381,simulationGroup1
996,167.89,simulationGroup1
997,226.661,simulationGroup1
998,188.18,simulationGroup1
