Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,split
4.81685,0.271429,19.0508,0.271429,2.9266,0.271429,All
4.84177,0.278571,19.1617,0.278571,2.98487,0.278571,All
4.86344,0.285714,19.2859,0.285714,3.08279,0.285714,All
4.87627,0.292857,19.6764,0.292857,3.08816,0.292857,All
4.91555,0.3,19.7531,0.3,3.58372,0.3,All
4.91987,0.307143,19.7541,0.307143,3.63908,0.307143,All
4.92807,0.314286,19.8602,0.314286,3.67613,0.314286,All
4.92879,0.321429,19.9175,0.321429,3.68242,0.321429,All
4.93827,0.328571,19.9344,0.328571,3.73537,0.328571,All
4.96692,0.335714,19.9632,0.335714,3.78906,0.335714,All
4.977,0.342857,20.0164,0.342857,3.8314,0.342857,All
4.98716,0.35,20.0525,0.35,3.8347,0.35,All
4.98916,0.357143,20.0794,0.357143,3.91868,0.357143,All
5.01276,0.364286,20.355,0.364286,3.92733,0.364286,All
5.02879,0.371429,20.3651,0.371429,3.97198,0.371429,All
5.05744,0.378571,20.426,0.378571,3.99629,0.378571,All
5.06792,0.385714,20.4554,0.385714,3.99732,0.385714,All
5.06842,0.392857,20.4982,0.392857,4.0599,0.392857,All
5.06977,0.4,20.8253,0.4,4.13559,0.4,All
5.07714,0.407143,20.8644,0.407143,4.19024,0.407143,All
5.07855,0.414286,20.9263,0.414286,4.23268,0.414286,All
5.0882,0.421429,20.963,0.421429,4.29543,0.421429,All
5.09473,0.428571,21.0935,0.428571,4.30476,0.428571,All
5.13542,0.435714,21.1059,0.435714,4.35847,0.435714,All
5.13663,0.442857,21.1216,0.442857,4.37725,0.442857,All
5.14164,0.45,21.1368,0.45,4.42489,0.45,All
5.16391,0.457143,21.4131,0.457143,4.43156,0.457143,All
5.1713,0.464286,21.4652,0.464286,4.5871,0.464286,All
5.22596,0.471429,21.5065,0.471429,4.61023,0.471429,All
5.35604,0.478571,21.6067,0.478571,4.7555,0.478571,All
5.41139,0.485714,21.7772,0.485714,4.80183,0.485714,All
5.43944,0.492857,21.812,0.492857,4.82207,0.492857,All
5.47541,0.5,21.9151,0.5,4.85079,0.5,All
5.60287,0.507143,21.9923,0.507143,4.88278,0.507143,All
5.60821,0.514286,22.1722,0.514286,4.88394,0.514286,All
5.64419,0.521429,22.1821,0.521429,4.90729,0.521429,All
5.67519,0.528571,22.2318,0.528571,4.91896,0.528571,All
5.74882,0.535714,22.2385,0.535714,5.06299,0.535714,All
5.77063,0.542857,22.2463,0.542857,5.27418,0.542857,All
5.78113,0.55,22.4007,0.55,5.37205,0.55,All
5.8042,0.557143,22.5887,0.557143,5.407,0.557143,All
5.82126,0.564286,22.6243,0.564286,5.4432,0.564286,All
5.84916,0.571429,22.699,0.571429,5.45612,0.571429,All
5.86727,0.578571,22.7216,0.578571,5.47726,0.578571,All
5.86856,0.585714,22.747,0.585714,5.57281,0.585714,All
5.88741,0.592857,22.9148,0.592857,5.58469,0.592857,All
5.92431,0.6,23.0027,0.6,5.59509,0.6,All
5.94772,0.607143,23.137,0.607143,5.60626,0.607143,All
5.95681,0.614286,23.1457,0.614286,5.63717,0.614286,All
5.97887,0.621429,23.3846,0.621429,5.64496,0.621429,All
5.98021,0.628571,23.4785,0.628571,5.78739,0.628571,All
5.98532,0.635714,23.5018,0.635714,5.856,0.635714,All
5.98856,0.642857,23.5467,0.642857,5.89124,0.642857,All
6.00187,0.65,23.5555,0.65,5.99176,0.65,All
6.02149,0.657143,23.5886,0.657143,6.24084,0.657143,All
6.03004,0.664286,23.5955,0.664286,6.24318,0.664286,All
6.0332,0.671429,23.8836,0.671429,6.29101,0.671429,All
6.03413,0.678571,23.9977,0.678571,6.41024,0.678571,All
6.05673,0.685714,23.9977,0.685714,6.49227,0.685714,All
6.05856,0.692857,24.0553,0.692857,6.66487,0.692857,All
6.06334,0.7,24.0807,0.7,6.79823,0.7,All
6.06609,0.707143,24.2336,0.707143,6.83135,0.707143,All
6.06851,0.714286,24.2802,0.714286,6.87441,0.714286,All
6.08002,0.721429,24.3666,0.721429,6.95736,0.721429,All
6.08551,0.728571,24.4111,0.728571,6.95952,0.728571,All
6.11998,0.735714,24.4209,0.735714,7.41851,0.735714,All
6.12596,0.742857,24.4295,0.742857,7.48209,0.742857,All
6.14529,0.75,24.4976,0.75,7.51081,0.75,All
6.14842,0.757143,24.5212,0.757143,7.58985,0.757143,All
6.15301,0.764286,24.7063,0.764286,7.59633,0.764286,All
6.19799,0.771429,24.8305,0.771429,7.6469,0.771429,All
6.20272,0.778571,24.845,0.778571,7.66332,0.778571,All
6.21107,0.785714,24.8494,0.785714,7.92525,0.785714,All
6.21219,0.792857,24.9332,0.792857,8.27758,0.792857,All
6.24449,0.8,25.0638,0.8,8.33695,0.8,All
6.25449,0.807143,25.116,0.807143,8.68658,0.807143,All
6.26167,0.814286,25.162,0.814286,8.73505,0.814286,All
6.27848,0.821429,25.1748,0.821429,8.86286,0.821429,All
6.33655,0.828571,25.2292,0.828571,9.17254,0.828571,All
6.34137,0.835714,25.4681,0.835714,9.19361,0.835714,All
6.34686,0.842857,26.0311,0.842857,9.85954,0.842857,All
6.35994,0.85,26.1732,0.85,10.0318,0.85,All
6.39231,0.857143,26.2346,0.857143,10.0864,0.857143,All
6.41337,0.864286,26.4414,0.864286,10.5079,0.864286,All
6.42874,0.871429,26.4761,0.871429,10.5617,0.871429,All
6.43024,0.878571,26.5222,0.878571,11.0573,0.878571,All
6.43152,0.885714,26.5348,0.885714,11.937,0.885714,All
6.43153,0.892857,26.6199,0.892857,11.9476,0.892857,All
6.45779,0.9,26.7175,0.9,14.088,0.9,All
6.46665,0.907143,26.8304,0.907143,15.2731,0.907143,All
6.50058,0.914286,26.9127,0.914286,17.6553,0.914286,All
6.54005,0.921429,27.0127,0.921429,17.7093,0.921429,All
6.56458,0.928571,27.0421,0.928571,17.9518,0.928571,All
6.583,0.935714,27.199,0.935714,18.1233,0.935714,All
6.58395,0.942857,27.2218,0.942857,18.2635,0.942857,All
6.63077,0.95,27.3842,0.95,18.2783,0.95,All
6.63525,0.957143,27.5159,0.957143,18.4203,0.957143,All
6.66809,0.964286,27.7125,0.964286,19.1198,0.964286,All
6.66951,0.971429,27.9958,0.971429,19.863,0.971429,All
6.67223,0.978571,29.9107,0.978571,20.2591,0.978571,All
6.75287,0.985714,32.7655,0.985714,23.059,0.985714,All
6.75981,0.992857,33.66,0.992857,34.6032,0.992857,All
6.85394,1,42.3933,1,35.1478,1,All
14.5667,1,53.3446,1,35.1478,1,All
