iteration,E_fi,sd_fi,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
70,0.976188,0.0687053,10.6242,0.0387352,44.8572,0.0346795,17.571,0.35891,52.1953,0.133798
71,0.976203,0.0686105,10.624,0.0386653,44.8597,0.0347105,17.5644,0.359655,52.1945,0.133694
72,0.976109,0.0684614,10.6247,0.0387072,44.8609,0.0347402,17.5622,0.3601,52.1963,0.133475
73,0.975999,0.0684849,10.6241,0.0387375,44.8641,0.0346812,17.5479,0.35992,52.2155,0.133333
74,0.975949,0.0684003,10.6233,0.0387104,44.8634,0.0346502,17.5298,0.360051,52.2171,0.133124
75,0.975945,0.0683417,10.6228,0.0386231,44.8582,0.0346026,17.5331,0.359511,52.2218,0.132995
76,0.975956,0.0682363,10.6231,0.0385652,44.8595,0.0345659,17.522,0.359277,52.2352,0.13302
77,0.97598,0.068198,10.6228,0.0385464,44.8649,0.0345979,17.5448,0.359143,52.2377,0.132862
78,0.976117,0.0680622,10.6237,0.0385502,44.8662,0.0346375,17.5818,0.358857,52.2401,0.132724
79,0.976096,0.0680741,10.6245,0.0385309,44.8649,0.0346176,17.5977,0.358409,52.2362,0.132898
80,0.976134,0.0681841,10.6244,0.0385236,44.8594,0.0346573,17.6135,0.358188,52.2259,0.133009
81,0.976428,0.0681337,10.6253,0.0385777,44.8573,0.03465,17.617,0.357568,52.2034,0.132971
82,0.976573,0.0681856,10.6256,0.0385865,44.854,0.0345862,17.6098,0.35733,52.1975,0.132974
83,0.976596,0.0681611,10.626,0.0386149,44.8535,0.0345351,17.6138,0.357295,52.196,0.132754
84,0.976622,0.0680918,10.6247,0.0386712,44.853,0.0345537,17.6147,0.356976,52.2048,0.132576
85,0.976687,0.0681267,10.6236,0.0387277,44.8476,0.0345481,17.6229,0.357617,52.211,0.132441
86,0.976717,0.0680705,10.6232,0.0387445,44.8434,0.0345509,17.6195,0.357762,52.2324,0.132332
87,0.976556,0.0680184,10.6224,0.0386841,44.845,0.0345086,17.611,0.357009,52.2311,0.132472
88,0.976406,0.0679635,10.622,0.0386908,44.8429,0.034493,17.6024,0.356747,52.2166,0.132593
89,0.976324,0.0680091,10.6223,0.0387152,44.8402,0.0344883,17.6063,0.356404,52.21,0.132784
90,0.976273,0.0680278,10.6222,0.038719,44.8347,0.034509,17.6081,0.356571,52.2077,0.132901
91,0.976056,0.0681149,10.6212,0.0387016,44.8333,0.0345063,17.5961,0.35638,52.1888,0.133056
92,0.975959,0.0680081,10.6212,0.0386608,44.8359,0.0345618,17.5828,0.35636,52.1789,0.133258
93,0.975881,0.0681112,10.6209,0.0386793,44.8396,0.0345676,17.5634,0.356327,52.1905,0.13334
94,0.975922,0.0681343,10.6213,0.0386555,44.8399,0.0345347,17.5787,0.356116,52.2027,0.133412
95,0.975893,0.0682021,10.6213,0.0386944,44.8418,0.0345015,17.5854,0.356188,52.2091,0.133406
96,0.975876,0.0681439,10.6221,0.0386691,44.8431,0.0344876,17.5923,0.356071,52.2137,0.133321
97,0.975751,0.0681604,10.622,0.0386568,44.8452,0.0345385,17.5844,0.356005,52.2224,0.133156
98,0.975742,0.0681669,10.6225,0.0386249,44.847,0.0345746,17.582,0.35577,52.2448,0.133112
99,0.97578,0.0681251,10.6224,0.0386427,44.8447,0.0346241,17.5923,0.355684,52.2517,0.133112
100,0.975896,0.0682383,10.6219,0.0386115,44.8391,0.0346528,17.575,0.355395,52.2502,0.133629
101,0.975868,0.0682939,10.622,0.0385478,44.8374,0.0346112,17.5686,0.355314,52.2389,0.133761
102,0.975838,0.0683284,10.6218,0.0384823,44.8388,0.0345835,17.5661,0.355187,52.2462,0.13378
103,0.975891,0.0683023,10.6222,0.0385103,44.8406,0.0345964,17.5528,0.356074,52.2494,0.133567
104,0.976123,0.0683916,10.6227,0.0385552,44.8417,0.0345951,17.5354,0.356899,52.2511,0.133579
