iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2,E_bias,sd_bias
93,5.34384,0.0288869,22.8392,0.100258,6.38047,0.292003,26.93,0.199863,-0.784367,0.639505
94,5.34433,0.0289232,22.8378,0.100131,6.38445,0.292005,26.9337,0.199949,-0.783632,0.640691
95,5.34457,0.0289704,22.8346,0.100197,6.38755,0.291715,26.9334,0.200014,-0.783011,0.640548
96,5.34446,0.0289421,22.8367,0.100134,6.38729,0.291477,26.9325,0.199838,-0.784147,0.64015
97,5.34453,0.028937,22.8391,0.100113,6.38919,0.291409,26.9309,0.200192,-0.78543,0.639944
98,5.3445,0.0289451,22.8393,0.100024,6.38855,0.291093,26.9289,0.200459,-0.784782,0.639552
99,5.34426,0.0289622,22.8399,0.0999885,6.38545,0.291353,26.9382,0.200686,-0.785229,0.640191
100,5.34406,0.0289781,22.8436,0.100014,6.38139,0.291497,26.9338,0.200646,-0.784406,0.640892
101,5.34408,0.0289958,22.8424,0.099905,6.38014,0.291353,26.9363,0.200653,-0.78397,0.640828
102,5.34401,0.0290051,22.8404,0.0998288,6.38,0.291239,26.9309,0.200698,-0.78277,0.640651
103,5.34443,0.0290806,22.8356,0.0998423,6.38219,0.291325,26.9129,0.200942,-0.781734,0.639933
104,5.345,0.0290838,22.8339,0.0997805,6.38503,0.291236,26.8994,0.20116,-0.781102,0.638944
