iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
65,879.329,1,10.8776,0.489736,42.9842,15.0581,50.3436,0.290567,0.293324,0.722627,0.237011,0.998761,0.203155,0.193711
66,881.727,1,10.9242,0.478796,41.7207,17.0191,49.1674,0.28321,0.285897,0.704329,0.23101,0.998761,0.201744,0.188807
67,878.602,1,10.879,0.547299,40.9235,17.7715,48.4296,0.276039,0.278658,0.686495,0.225161,0.998761,0.204621,0.184026
68,869.231,1,11.0528,0.563856,40.9885,19.5748,48.4532,0.269049,0.271602,0.669113,0.219459,0.998761,0.216955,0.179366
69,868.672,1,10.9207,0.588988,40.3994,19.7757,47.9075,0.262237,0.268709,0.65217,0.215775,0.998761,0.227848,0.174825
70,862.966,1,10.7887,0.534547,39.747,19.3614,47.3049,0.255597,0.261905,0.635657,0.210312,0.998761,0.235654,0.170398
71,861.273,1,10.7809,0.532307,39.8965,16.5713,47.437,0.249125,0.255274,0.619562,0.204987,0.998761,0.247953,0.166083
72,850.254,1,10.779,0.588036,40.7482,15.6416,48.1946,0.242817,0.260655,0.603874,0.211828,0.998761,0.244824,0.161878
73,852.762,1,10.8574,0.546416,40.9949,16.707,48.3811,0.236669,0.275167,0.588584,0.221572,0.998761,0.239618,0.157779
74,853.891,1,10.8181,0.576287,40.6084,17.2561,48.0199,0.230676,0.274855,0.573681,0.221981,0.998761,0.24349,0.153784
75,840.339,1,10.8885,0.50746,41.0574,15.9262,48.4614,0.224835,0.267896,0.559155,0.21636,0.998761,0.246075,0.14989
76,838.969,1,10.7933,0.565632,41.2413,15.7238,48.6139,0.219142,0.26186,0.548274,0.211388,0.998761,0.255879,0.146095
77,835.713,1,10.6977,0.581538,41.3694,14.3469,48.67,0.213594,0.262242,0.591128,0.213135,0.998761,0.254045,0.142396
78,833.552,1,10.7325,0.537563,41.6189,13.6736,48.8726,0.208185,0.270704,0.63049,0.219092,0.998968,0.248199,0.13879
79,824.191,1,10.6811,0.541759,41.9728,14.3083,49.1407,0.202914,0.286218,0.614525,0.233626,0.999,0.257874,0.135276
80,826.559,1,10.6598,0.603041,42.6929,13.1574,49.8152,0.197776,0.2793,0.598965,0.22771,0.999,0.269847,0.131851
81,824.552,1,10.729,0.559038,42.3272,13.912,49.5053,0.194306,0.272227,0.583799,0.221944,0.99866,0.264705,0.128512
82,823.263,1,10.728,0.618172,41.4259,13.6166,48.5744,0.195997,0.265335,0.569017,0.216324,0.998649,0.273221,0.125258
83,827.348,1,10.6546,0.601152,42.0155,13.4369,49.1553,0.191035,0.258616,0.560268,0.210847,0.998205,0.267761,0.122087
84,821.832,1,10.5871,0.613894,41.5341,13.7264,48.7798,0.200081,0.252068,0.54823,0.207227,0.998481,0.27217,0.118995
85,821.724,1,10.5937,0.621756,41.6465,14.3522,48.7704,0.205006,0.249679,0.616077,0.205762,0.998553,0.27514,0.115982
86,814.956,1,10.5992,0.600852,41.6372,13.5644,48.8348,0.200568,0.255166,0.600478,0.209679,0.998602,0.279511,0.113045
87,814.028,1,10.6407,0.568212,42.1838,14.2,49.4444,0.196671,0.250373,0.628608,0.207481,0.998607,0.273529,0.110183
88,817.554,1,10.7433,0.588894,42.668,13.8797,49.9241,0.191691,0.265259,0.667082,0.218873,0.999,0.275919,0.107393
89,813.486,1,10.6778,0.588114,43.1832,13.3824,50.448,0.190715,0.260185,0.699911,0.21425,0.998941,0.272643,0.104674
90,809.061,1,10.564,0.56307,43.1359,12.2005,50.3265,0.187203,0.261852,0.682189,0.216279,0.998915,0.273801,0.102024
91,803.753,1,10.5767,0.561976,43.6061,12.1912,50.8214,0.190641,0.264555,0.664915,0.216587,0.999,0.280354,0.0994403
92,803.645,1,10.6376,0.594125,43.0922,12.418,50.3835,0.187735,0.268588,0.675242,0.221855,0.999,0.281525,0.0969224
93,805.334,1,10.5901,0.606763,42.701,12.3372,49.9287,0.192233,0.261787,0.667224,0.216238,0.998726,0.290378,0.0944682
94,798.161,1,10.6159,0.611775,42.3097,12.2549,49.5581,0.193293,0.255159,0.65033,0.210762,0.998726,0.290734,0.0920763
95,791.722,1,10.5952,0.580231,41.9848,12.322,49.2455,0.201752,0.248698,0.633863,0.205426,0.998792,0.291171,0.0897448
96,787.517,1,10.5626,0.636093,42.8544,12.2732,50.022,0.203221,0.246772,0.628142,0.205786,0.998778,0.28969,0.0874724
97,786.168,1,10.5186,0.635193,42.9002,11.7274,50.0531,0.203979,0.245917,0.612237,0.206207,0.998601,0.294833,0.0852576
98,788.001,1,10.5583,0.648505,43.1184,11.673,50.2811,0.210712,0.244149,0.596735,0.203798,0.998419,0.295831,0.0830988
99,783.591,1,10.5529,0.658148,43.0548,11.7811,50.1532,0.206754,0.243233,0.603366,0.203484,0.998592,0.296715,0.0809947
100,777.649,1,10.6369,0.672629,42.8074,11.6093,49.9535,0.202487,0.246347,0.59348,0.2065,0.998641,0.291161,0.0789439
101,779.918,1,10.5639,0.646683,42.7501,11.4249,49.9363,0.20637,0.248772,0.612701,0.210446,0.998325,0.301004,0.076945
102,787.997,1,10.542,0.597924,42.9367,11.4831,50.1257,0.209617,0.254038,0.637578,0.213486,0.997809,0.293402,0.0771561
103,788.065,1,10.5191,0.605207,42.8141,11.3881,50.1193,0.20431,0.254453,0.632129,0.213777,0.99758,0.293614,0.0769553
104,789.715,1,10.5112,0.625753,42.8846,11.0262,50.3885,0.20516,0.251854,0.659264,0.208663,0.996893,0.294021,0.0759495
105,788.543,1,10.5709,0.650054,42.1733,12.2707,49.7793,0.206304,0.252782,0.644913,0.21103,0.996356,0.296717,0.0740264
106,784.827,1,10.6047,0.64315,42.0118,12.7693,49.534,0.209156,0.266178,0.683731,0.223871,0.997761,0.29819,0.0728152
107,781.364,1,10.5518,0.644746,41.885,12.288,49.4976,0.206777,0.26318,0.666419,0.222921,0.997536,0.300877,0.0713754
108,786.195,1,10.4699,0.627574,41.7637,11.7643,49.413,0.206581,0.256516,0.649545,0.217716,0.996527,0.303975,0.0713483
109,782.474,1,10.5253,0.629144,41.9327,12.0324,49.5408,0.206089,0.250021,0.639503,0.212203,0.996386,0.299108,0.0711832
110,786.61,1,10.516,0.65651,41.5892,12.0313,49.3188,0.207305,0.248426,0.64256,0.213875,0.996503,0.301235,0.072362
111,784.54,1,10.5666,0.650966,42.229,11.6859,49.8828,0.207627,0.242136,0.627212,0.210264,0.995565,0.29866,0.0716452
112,778.869,1,10.6028,0.592007,42.573,11.4238,50.209,0.207126,0.253483,0.61133,0.221148,0.996484,0.298887,0.0703815
113,777.247,1,10.5535,0.585549,42.6912,11.6264,50.1325,0.204121,0.255092,0.614006,0.21672,0.995661,0.299861,0.0685994
114,774.902,1,10.5527,0.611946,42.5794,11.6676,50.1037,0.21063,0.25122,0.632754,0.216002,0.995517,0.306624,0.0668624
115,770.827,1,10.539,0.61391,42.3384,11.516,50.0415,0.213444,0.249063,0.616733,0.213363,0.995327,0.30408,0.0651694
116,765.556,1,10.5392,0.606885,42.2598,11.3734,49.889,0.214476,0.242756,0.638604,0.210392,0.995848,0.30217,0.0639507
117,767.806,1,10.5208,0.586445,42.2986,11.571,49.8881,0.212407,0.252014,0.663915,0.21836,0.996828,0.306889,0.0639958
118,781.278,1,10.5066,0.584403,42.6612,11.4891,50.2011,0.210552,0.264522,0.647104,0.232032,0.996773,0.302598,0.0689403
119,780.558,1,10.5205,0.606498,42.8985,10.7411,50.4029,0.211503,0.264678,0.64846,0.231763,0.996527,0.307198,0.0671947
120,776.08,1,10.5103,0.606187,42.5459,10.9567,50.0099,0.208246,0.270392,0.650071,0.235819,0.996484,0.305119,0.0656719
121,777.402,1,10.526,0.613094,42.177,11.3093,49.78,0.209413,0.263546,0.657638,0.233919,0.996182,0.299603,0.0671304
122,774.924,1,10.5106,0.602811,42.1014,11.9201,49.5915,0.206345,0.257587,0.640987,0.227996,0.99636,0.300187,0.0674391
123,772.79,1,10.5799,0.616286,42.3272,11.7907,49.864,0.208601,0.254835,0.634043,0.226608,0.99623,0.299048,0.0667133
124,766.767,1,10.5211,0.616805,42.1858,11.5968,49.7124,0.203319,0.254893,0.617989,0.228759,0.997184,0.298193,0.066655
125,767.673,1,10.5113,0.627376,42.2654,11.2999,50.0264,0.210121,0.255329,0.60619,0.22783,0.996916,0.303655,0.0652039
126,774.972,1,10.4825,0.647338,41.9206,11.0702,49.6726,0.216597,0.262475,0.65427,0.233761,0.99723,0.30702,0.0659561
127,769.537,1,10.4937,0.617163,42.1163,11.082,49.7042,0.213838,0.2676,0.687811,0.239926,0.998108,0.300321,0.0665834
128,762.385,1,10.5413,0.63859,42.3551,10.9961,50.017,0.210252,0.272265,0.69062,0.246191,0.998676,0.303736,0.0648975
129,756.522,1,10.5077,0.631275,42.0852,11.3539,49.6915,0.211986,0.265371,0.689475,0.239957,0.998601,0.304826,0.0632542
130,757.601,1,10.5095,0.630181,41.8957,12.003,49.4401,0.209359,0.258652,0.710774,0.233881,0.998064,0.301662,0.0636826
131,766.248,1,10.5033,0.615922,41.9848,11.5518,49.6153,0.21044,0.252103,0.729511,0.227959,0.998127,0.301641,0.0666867
132,769.848,1,10.4597,0.611986,41.6733,11.3995,49.2483,0.218186,0.245719,0.762144,0.222187,0.99854,0.306903,0.0672357
133,766.11,1,10.465,0.605683,41.9576,10.9306,49.4691,0.213227,0.241305,0.742846,0.217894,0.99823,0.299973,0.0670875
134,759.578,1,10.5139,0.6014,42.0395,11.4498,49.5611,0.211655,0.237422,0.769541,0.216017,0.998729,0.299017,0.0665424
135,761.561,1,10.56,0.616619,41.7815,11.327,49.2785,0.215818,0.231411,0.77824,0.211029,0.998715,0.307363,0.0655412
136,762.382,1,10.472,0.608724,41.4168,12.7105,48.8866,0.216279,0.241897,0.758535,0.22266,0.998931,0.306567,0.0662321
137,752.707,1,10.514,0.619185,41.2791,12.2151,48.8727,0.220345,0.242366,0.739328,0.222735,0.999,0.308109,0.0645551
138,755.919,1,10.475,0.584326,41.0237,11.7784,48.5604,0.214765,0.242493,0.764643,0.220862,0.999,0.302468,0.0655427
139,751.08,1,10.5067,0.611281,41.191,11.9416,48.752,0.209327,0.245901,0.759637,0.223848,0.999,0.303297,0.0656803
140,754.919,1,10.5085,0.61843,41.402,11.3314,48.927,0.210384,0.245413,0.749763,0.224148,0.998789,0.306126,0.0640173
141,753.709,1,10.5273,0.593558,41.3047,12.0714,48.8558,0.209035,0.257327,0.730779,0.233547,0.9989,0.301228,0.0644354
142,762.501,1,10.4964,0.600163,41.1102,11.5911,48.6729,0.215961,0.252175,0.712275,0.229227,0.998611,0.30662,0.0654873
143,753.437,1,10.4917,0.62644,41.4689,11.9001,49.0804,0.219433,0.248445,0.725173,0.226578,0.999,0.307893,0.0638292
144,751.403,1,10.5444,0.596777,41.5118,12.063,49.0419,0.213877,0.251424,0.706811,0.229584,0.999,0.300097,0.0652663
145,754.056,1,10.5479,0.621584,40.86,12.5841,48.2498,0.212694,0.255777,0.688914,0.231817,0.999,0.307023,0.0661503
146,758.683,1,10.5675,0.609538,41.0075,12.1415,48.4336,0.211448,0.258687,0.678675,0.233891,0.999,0.301519,0.0677469
147,763.559,1,10.552,0.607348,41.3331,12.0452,48.7306,0.206094,0.262869,0.66149,0.239038,0.999,0.297507,0.070038
148,766.211,1,10.5037,0.638413,40.9938,12.0567,48.5643,0.204636,0.263976,0.7048,0.237078,0.999,0.293755,0.0706993
149,757.162,1,10.521,0.617407,40.8781,12.0218,48.4624,0.208542,0.262332,0.686954,0.236151,0.999,0.301232,0.0689091
150,761.219,1,10.4924,0.624362,40.9442,12.6185,48.4815,0.215341,0.258645,0.66956,0.230866,0.998868,0.307164,0.0671643
151,760.217,1,10.594,0.615255,41.1968,12.3272,48.7988,0.210994,0.26343,0.652606,0.234954,0.998851,0.306189,0.0658462
152,758.245,1,10.5534,0.623789,41.2141,12.34,48.8129,0.208892,0.260343,0.636082,0.235488,0.998511,0.304651,0.0646177
153,757.648,1,10.5046,0.616133,41.3603,12.2733,48.9448,0.20561,0.263569,0.653041,0.239812,0.99872,0.301315,0.0651888
154,766.533,1,10.5906,0.597056,41.5529,11.8608,49.0867,0.203532,0.266042,0.6893,0.244851,0.998711,0.29884,0.0680696
155,765.416,1,10.5279,0.617722,41.5823,11.8133,49.1631,0.209072,0.264594,0.680317,0.243654,0.998479,0.3031,0.066346
156,759.538,1,10.5359,0.619884,41.5309,11.6834,48.9984,0.210282,0.270098,0.663091,0.249829,0.998696,0.304899,0.0646661
157,754.733,1,10.5195,0.621287,41.5813,11.5011,49.123,0.215019,0.264954,0.660385,0.245557,0.998595,0.304019,0.0630287
158,761.172,1,10.447,0.621631,41.5782,11.6386,49.0775,0.214577,0.261846,0.685226,0.242721,0.998737,0.304568,0.0648327
159,760.497,1,10.4862,0.647926,41.2935,11.9035,48.7852,0.213401,0.262388,0.702647,0.242185,0.999,0.303255,0.0661615
160,757.582,1,10.5383,0.605683,41.0183,12.068,48.6348,0.213927,0.267555,0.713929,0.247063,0.999,0.298858,0.0659263
161,758.001,1,10.4995,0.61706,40.8847,11.7973,48.4817,0.214724,0.270171,0.695852,0.248646,0.999,0.306763,0.064257
162,751.409,1,10.5235,0.607006,40.8996,12.1924,48.5254,0.212167,0.269991,0.678233,0.246812,0.999,0.307201,0.0630003
163,753.173,1,10.5042,0.614347,40.8401,11.9711,48.4229,0.216999,0.268414,0.661384,0.245591,0.999,0.307424,0.0637873
164,760.08,1,10.5069,0.630949,40.796,11.8428,48.2261,0.211504,0.269276,0.673893,0.246192,0.998615,0.308245,0.0631712
165,748.911,1,10.5241,0.622476,41.0034,11.9517,48.3894,0.213058,0.267059,0.670205,0.244819,0.999,0.306572,0.0622331
166,754.474,1,10.4873,0.628201,40.9447,12.0505,48.3081,0.209804,0.272352,0.703045,0.245032,0.999,0.308689,0.0629855
167,751.099,1,10.4534,0.620614,40.9308,12.5418,48.3602,0.213164,0.272395,0.69272,0.243061,0.998896,0.306399,0.0613906
168,752.897,1,10.5074,0.627455,40.881,12.0714,48.3602,0.209158,0.27318,0.736067,0.243742,0.998833,0.307913,0.0609496
169,747.581,1,10.527,0.628749,41.0536,12.424,48.5747,0.208671,0.274221,0.71743,0.244114,0.998825,0.308643,0.0597509
170,750.507,1,10.5655,0.614631,40.8236,12.5161,48.4031,0.206559,0.279381,0.699264,0.247006,0.998755,0.304261,0.0615916
171,748.851,1,10.5535,0.63651,40.9502,12.3028,48.6068,0.207792,0.284013,0.681558,0.252355,0.999,0.305834,0.0616366
172,748.909,1,10.512,0.629603,40.7789,12.4378,48.5133,0.215021,0.283558,0.664301,0.252735,0.998965,0.306975,0.0609921
173,752.119,1,10.5185,0.622859,40.8249,12.6172,48.6446,0.213725,0.285787,0.64748,0.252538,0.998744,0.303598,0.0614997
174,752.504,1,10.5862,0.619785,40.9018,12.6724,48.7205,0.215546,0.286917,0.65822,0.253326,0.9988,0.307364,0.0607584
175,758.968,1,10.6193,0.617435,40.7584,12.8092,48.5209,0.21745,0.294069,0.644608,0.262105,0.999,0.301546,0.0645457
176,757.7,1,10.6033,0.613305,40.7238,13.2519,48.4303,0.219627,0.295616,0.628286,0.263999,0.999,0.304449,0.0639193
177,760.201,1,10.5691,0.603642,40.8784,12.8206,48.6864,0.214066,0.293396,0.634945,0.263627,0.998988,0.296856,0.0661416
178,754.975,1,10.5509,0.617666,40.8824,12.6731,48.7579,0.212767,0.293735,0.651291,0.260822,0.999,0.302573,0.0645079
179,756.076,1,10.5166,0.62947,40.8464,12.9031,48.8541,0.219967,0.294488,0.659647,0.260539,0.999,0.306607,0.0628745
180,769.634,1,10.5494,0.640561,40.6279,12.3056,48.5529,0.214397,0.291692,0.682523,0.260027,0.998505,0.308222,0.0645114
181,763.349,1,10.4852,0.613536,40.8086,12.3426,48.7465,0.208969,0.296282,0.666476,0.264266,0.998838,0.30055,0.0654263
182,760.466,1,10.5071,0.614061,40.7291,12.2253,48.7595,0.208363,0.297772,0.695233,0.267165,0.999,0.305237,0.0641269
183,759.488,1,10.5717,0.621163,40.8497,12.3221,48.8186,0.208635,0.296627,0.677629,0.265459,0.998938,0.304134,0.0636027
184,758.657,1,10.535,0.633226,40.6447,12.5925,48.5754,0.2084,0.298116,0.687913,0.265694,0.99897,0.304547,0.0631351
185,762.983,1,10.4965,0.62655,40.7596,12.778,48.7084,0.211061,0.300583,0.671846,0.268029,0.99891,0.30438,0.0642854
186,759.704,1,10.5259,0.624392,41.0162,12.1233,48.9611,0.210253,0.299563,0.654835,0.267358,0.999,0.307117,0.063763
187,760.744,1,10.5108,0.601649,41.096,12.2367,49.118,0.210633,0.300773,0.655975,0.26752,0.999,0.300836,0.0649711
188,763.251,1,10.5199,0.600246,41.0271,12.3073,49.1412,0.209328,0.299821,0.639365,0.269051,0.999,0.300922,0.0664988
189,760.805,1,10.5391,0.606742,40.8184,12.2746,48.9871,0.210037,0.296433,0.639267,0.266515,0.999,0.303309,0.0654622
190,761.961,1,10.5144,0.601834,40.9772,12.2339,49.1412,0.208541,0.29802,0.656159,0.268334,0.998738,0.30029,0.0645282
191,767.457,1,10.5782,0.617404,40.7263,12.4228,48.9776,0.209322,0.300958,0.639545,0.273839,0.998921,0.305167,0.0661604
192,770.506,1,10.4768,0.616765,40.8146,11.9808,49.0819,0.211178,0.299181,0.628591,0.273399,0.998991,0.301478,0.0683812
193,771.887,1,10.4785,0.603144,40.9969,11.9168,49.2427,0.205831,0.29987,0.640271,0.277672,0.998931,0.302705,0.0683065
194,762.428,1,10.4828,0.611649,40.9269,11.7082,49.2181,0.208767,0.298779,0.624059,0.279323,0.999,0.30123,0.0665769
195,769.432,1,10.5285,0.580698,40.9493,12.5236,49.2709,0.205563,0.296239,0.654189,0.279362,0.998547,0.302811,0.065691
196,767.967,1,10.5866,0.58019,40.7422,12.9445,49.1309,0.204744,0.291895,0.662931,0.275619,0.998694,0.297447,0.0670697
197,760.116,1,10.5807,0.598753,40.8474,13.1051,49.3081,0.19956,0.290371,0.651516,0.27559,0.999,0.297921,0.0670154
198,763.974,1,10.5508,0.594477,40.8683,12.8441,49.292,0.200202,0.288394,0.652669,0.274992,0.99873,0.298038,0.0661981
199,766.901,1,10.5874,0.600653,41.0238,12.9877,49.747,0.20793,0.28356,0.663895,0.271096,0.99832,0.301712,0.0648288
200,765.698,1,10.6371,0.60709,40.2723,12.9952,48.8166,0.209056,0.278098,0.647084,0.268627,0.99889,0.30133,0.0670161
201,761.47,1,10.5737,0.618834,40.0955,14.1211,48.6296,0.206302,0.277423,0.675448,0.268542,0.999,0.30246,0.0656253
202,759.877,1,10.5893,0.608993,39.9596,13.5724,48.4891,0.204385,0.276643,0.658346,0.27064,0.999,0.30288,0.0657052
