iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q
42,5.24119,0.0309954,22.006,0.101408,5.5171,0.282731
43,5.2413,0.0310368,22.0223,0.101489,5.51822,0.283885
44,5.24188,0.0310188,22.0285,0.101625,5.52354,0.28446
45,5.24221,0.03115,22.0357,0.102117,5.52867,0.284201
46,5.24204,0.0314162,22.0418,0.102662,5.52616,0.284357
47,5.24134,0.0316375,22.0352,0.10285,5.51655,0.284877
48,5.24084,0.0317504,22.0244,0.103198,5.51119,0.284847
49,5.24107,0.0318294,22.0146,0.103374,5.51697,0.284282
50,5.24036,0.0318347,22.0122,0.103274,5.51525,0.283948
51,5.24051,0.0317857,22.008,0.103474,5.51941,0.284566
52,5.24099,0.0317872,22.0044,0.103639,5.52482,0.285065
53,5.24037,0.0318285,21.9937,0.103969,5.53307,0.28461
54,5.2403,0.0318105,21.9867,0.103815,5.54209,0.284474
55,5.24029,0.0319523,21.9787,0.103852,5.55158,0.284401
56,5.24066,0.0321518,21.9724,0.103787,5.56435,0.284574
57,5.24092,0.0322016,21.9707,0.104005,5.57559,0.28488
58,5.24114,0.0322919,21.9696,0.104211,5.57906,0.284518
59,5.24187,0.0323223,21.9702,0.104247,5.58549,0.284346
60,5.24255,0.0323626,21.9691,0.104218,5.59032,0.284584
61,5.24327,0.0324249,21.9722,0.103935,5.59501,0.283855
62,5.24391,0.03245,21.9746,0.103793,5.60239,0.283565
63,5.24422,0.0324899,21.9736,0.103609,5.60138,0.2831
64,5.24438,0.0324507,21.974,0.103709,5.60274,0.282466
65,5.24459,0.0324438,21.9686,0.103795,5.60861,0.281721
66,5.24458,0.0324493,21.9698,0.103665,5.61141,0.281146
67,5.24457,0.0324121,21.9684,0.103723,5.61299,0.281101
68,5.2446,0.0323977,21.9654,0.103757,5.61406,0.280677
69,5.24472,0.0323392,21.9612,0.103731,5.61724,0.279996
70,5.24467,0.0323345,21.9576,0.103785,5.61827,0.28015
71,5.24457,0.0322831,21.9557,0.103566,5.61487,0.279855
72,5.24452,0.0322595,21.9528,0.103361,5.61898,0.279887
73,5.24419,0.0322536,21.95,0.103425,5.62069,0.279523
74,5.24378,0.0322554,21.9476,0.103458,5.62529,0.279071
75,5.24367,0.0322467,21.9413,0.103754,5.63219,0.279155
76,5.2434,0.0322376,21.9366,0.103906,5.63469,0.279518
77,5.24316,0.032238,21.9353,0.103895,5.63506,0.279509
78,5.24291,0.0323035,21.9345,0.103959,5.63808,0.279587
79,5.24298,0.0323593,21.9305,0.103877,5.64348,0.279552
80,5.24339,0.0323845,21.9259,0.103828,5.65104,0.279775
81,5.24382,0.0324514,21.9273,0.103941,5.6564,0.280121
82,5.24404,0.0324939,21.9232,0.103984,5.66252,0.280388
83,5.24446,0.0324777,21.9209,0.104309,5.66699,0.280332
84,5.24487,0.0325038,21.9165,0.104702,5.67365,0.280274
85,5.24519,0.0325115,21.918,0.104803,5.67667,0.280147
86,5.24558,0.0325365,21.9194,0.104947,5.67861,0.280018
87,5.24576,0.032549,21.9191,0.105015,5.68066,0.280247
88,5.24638,0.0325742,21.9224,0.104966,5.68444,0.280279
89,5.24705,0.0325631,21.9236,0.10487,5.68716,0.28027
90,5.24761,0.0325962,21.9244,0.104689,5.6907,0.280431
91,5.24811,0.0326195,21.9324,0.104657,5.69112,0.280498
92,5.24858,0.0326052,21.9342,0.104722,5.68979,0.281053
93,5.24884,0.0326345,21.9305,0.10476,5.68795,0.282184
94,5.2493,0.0326927,21.9276,0.104816,5.68931,0.282651
95,5.2493,0.0327745,21.9192,0.104901,5.69036,0.283021
96,5.24934,0.0328036,21.9164,0.105061,5.6917,0.283073
97,5.24953,0.0327666,21.9161,0.104971,5.69194,0.282806
98,5.2499,0.0328035,21.9159,0.10489,5.69282,0.282462
99,5.25013,0.0328178,21.9185,0.104843,5.68832,0.282095
100,5.25037,0.0327757,21.923,0.104758,5.68418,0.281832
101,5.25078,0.032742,21.9258,0.10463,5.68231,0.281596
102,5.25087,0.0326902,21.9305,0.104478,5.67807,0.28119
103,5.25084,0.0326494,21.9341,0.104357,5.67475,0.281468
104,5.25077,0.03263,21.9406,0.104327,5.66758,0.28183
