iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q2,sd_Q2,E_V2,sd_V2,E_Q3,sd_Q3,E_V3,sd_V3
423,5.29041,0.0273294,21.1159,0.119995,7.3256,0.343568,26.3056,0.27316,1.93913e-06,6.541,1.05254e+06,6.62108
424,5.2905,0.0273273,21.1138,0.12001,7.32804,0.343706,26.3031,0.273097,1.93525e-06,6.54197,1.05014e+06,6.62013
425,5.29057,0.027317,21.1114,0.120165,7.33279,0.344114,26.3021,0.273053,1.93245e-06,6.54188,1.04768e+06,6.61937
426,5.29056,0.0273231,21.1106,0.120306,7.33513,0.344433,26.3055,0.273059,1.92828e-06,6.54363,1.04522e+06,6.61788
427,5.29057,0.0273207,21.1101,0.120344,7.33717,0.344594,26.3077,0.273022,1.9238e-06,6.5438,1.04278e+06,6.61471
428,5.29058,0.0273242,21.1086,0.120368,7.33995,0.344683,26.3083,0.27303,1.91932e-06,6.54294,1.04035e+06,6.61563
429,5.29056,0.0273264,21.1071,0.120392,7.34343,0.344831,26.3077,0.273099,1.91486e-06,6.54181,1.03793e+06,6.61435
430,5.29059,0.0273143,21.1053,0.1204,7.34539,0.344838,26.3078,0.27306,1.91043e-06,6.54108,1.03552e+06,6.61322
431,5.29056,0.0273231,21.1051,0.120371,7.34548,0.34482,26.3081,0.273068,1.90602e-06,6.53895,1.03313e+06,6.61416
432,5.29052,0.0273325,21.1042,0.120366,7.34638,0.344944,26.3061,0.272938,1.90191e-06,6.53841,1.03074e+06,6.61376
433,5.29058,0.0273333,21.1039,0.120357,7.34716,0.34494,26.3018,0.272807,1.89767e-06,6.53686,1.02918e+06,6.61539
434,5.29066,0.027341,21.1037,0.12033,7.34815,0.344998,26.2989,0.272742,1.89341e-06,6.53643,1.02756e+06,6.61648
435,5.2907,0.027353,21.1041,0.120298,7.34868,0.345047,26.2989,0.272643,1.88926e-06,6.53691,1.0252e+06,6.6172
436,5.29068,0.0273724,21.1042,0.120302,7.34843,0.345067,26.3012,0.272657,1.88494e-06,6.53555,1.02287e+06,6.61703
437,5.29063,0.0273739,21.1039,0.120281,7.34812,0.345021,26.303,0.272706,1.88064e-06,6.53607,1.02054e+06,6.61847
438,5.29065,0.0273599,21.1039,0.120268,7.34829,0.344957,26.3061,0.272648,1.87636e-06,6.53494,1.01823e+06,6.62095
439,5.29069,0.027359,21.1038,0.120306,7.34837,0.344995,26.3085,0.27257,1.87211e-06,6.53292,1.01592e+06,6.62094
440,5.29077,0.0273591,21.1037,0.12033,7.34934,0.345076,26.3079,0.272496,1.86815e-06,6.53352,1.01364e+06,6.62124
441,5.29082,0.0273555,21.1043,0.12034,7.35046,0.345134,26.307,0.272563,1.86393e-06,6.53056,1.01134e+06,6.62185
442,5.29085,0.0273474,21.1042,0.120392,7.3512,0.345124,26.3065,0.27261,1.85978e-06,6.52843,1.00907e+06,6.62427
443,5.29082,0.0273483,21.1034,0.120406,7.35161,0.345172,26.3065,0.272668,1.85919e-06,6.529,1.0068e+06,6.62522
444,5.29081,0.0273454,21.103,0.120431,7.35187,0.345134,26.309,0.272707,1.85512e-06,6.52949,1.00453e+06,6.62514
445,5.2908,0.0273411,21.1026,0.120432,7.35212,0.34516,26.3101,0.272689,1.85105e-06,6.52899,1.0023e+06,6.62458
446,5.29078,0.0273503,21.1028,0.120436,7.35229,0.34513,26.3097,0.272747,1.84695e-06,6.52767,1.00006e+06,6.62296
447,5.29078,0.0273623,21.1023,0.120416,7.35359,0.345198,26.3097,0.272797,1.84294e-06,6.52857,997842,6.62451
448,5.29078,0.027365,21.1024,0.120463,7.35543,0.34534,26.3097,0.272874,1.83885e-06,6.52697,995620,6.62515
449,5.2908,0.0273696,21.1022,0.120508,7.35691,0.345476,26.308,0.272892,1.83492e-06,6.5256,993408,6.62489
450,5.29081,0.0273733,21.1011,0.120596,7.35895,0.345453,26.3124,0.273024,1.83088e-06,6.52657,991205,6.62478
451,5.29079,0.0273683,21.1012,0.120597,7.35938,0.345468,26.316,0.273042,1.82768e-06,6.52871,989013,6.62546
452,5.29079,0.027362,21.1015,0.120588,7.35938,0.345413,26.3188,0.273122,1.82547e-06,6.52822,986830,6.62586
453,5.29077,0.0273701,21.1008,0.120556,7.35972,0.345278,26.3225,0.273132,1.82151e-06,6.5269,984725,6.62695
454,5.29072,0.0273701,21.1006,0.120539,7.36042,0.345127,26.3277,0.273147,1.81762e-06,6.52523,982571,6.62881
455,5.29068,0.0273685,21.0998,0.120512,7.36057,0.345057,26.3284,0.273098,1.81683e-06,6.52676,980436,6.62867
456,5.29069,0.0273634,21.0999,0.12053,7.36079,0.345087,26.3339,0.273156,1.81344e-06,6.52728,978291,6.62954
457,5.29069,0.0273589,21.0993,0.120593,7.36125,0.345155,26.3343,0.27309,1.80963e-06,6.52756,976155,6.62936
458,5.29072,0.0273649,21.0991,0.120622,7.36224,0.345177,26.3335,0.27303,1.80573e-06,6.52802,974031,6.6273
459,5.29078,0.0273755,21.0989,0.120636,7.3625,0.345156,26.3334,0.272908,1.8018e-06,6.52878,971916,6.62571
460,5.29085,0.0273809,21.0992,0.120674,7.36229,0.345098,26.3324,0.272962,1.79795e-06,6.52938,969808,6.62426
461,5.29087,0.0273921,21.0994,0.120684,7.36212,0.345184,26.3303,0.273018,1.87165e-06,6.53094,967710,6.62431
462,5.29088,0.0273994,21.0997,0.12071,7.36201,0.345212,26.3279,0.272985,1.86761e-06,6.52984,965621,6.62605
463,5.29089,0.0274078,21.0993,0.120733,7.36139,0.34519,26.3263,0.272979,1.86358e-06,6.52704,963542,6.62626
464,5.29091,0.0274079,21.099,0.120761,7.36131,0.345214,26.327,0.273019,1.8599e-06,6.52561,961471,6.6266
465,5.29096,0.0274079,21.099,0.120781,7.36257,0.345252,26.33,0.273068,1.85591e-06,6.5264,959408,6.62502
466,5.29093,0.0274076,21.0997,0.120765,7.36283,0.345281,26.3279,0.273124,1.85197e-06,6.5283,957356,6.62407
467,5.29093,0.0274058,21.1001,0.120751,7.36267,0.345355,26.3267,0.273121,1.84883e-06,6.53145,955311,6.62194
468,5.29088,0.0274049,21.0995,0.120744,7.36391,0.345384,26.329,0.273142,1.84488e-06,6.53177,953276,6.62133
469,5.29089,0.0274053,21.0986,0.120747,7.36525,0.345401,26.33,0.273137,1.84097e-06,6.53209,951248,6.62008
470,5.2909,0.0274039,21.0981,0.120774,7.3656,0.345394,26.3275,0.273072,1.83711e-06,6.53344,949321,6.62119
471,5.29092,0.027415,21.0975,0.120793,7.36653,0.345424,26.3284,0.273101,1.83379e-06,6.53273,947310,6.62081
472,5.29096,0.0274173,21.097,0.12086,7.36714,0.345458,26.3252,0.273056,1.82996e-06,6.53182,945308,6.61963
473,5.29096,0.0274187,21.097,0.120895,7.36786,0.345441,26.3232,0.273122,1.82632e-06,6.53198,943317,6.62148
474,5.29094,0.0274151,21.0968,0.120907,7.36758,0.345403,26.3254,0.273176,1.82258e-06,6.53092,941347,6.62386
475,5.29091,0.0274134,21.0959,0.120955,7.36829,0.345476,26.3271,0.273259,1.84469e-06,6.53235,939369,6.6233
476,5.29084,0.0274244,21.0952,0.120931,7.3692,0.345651,26.3284,0.273356,1.84087e-06,6.53246,937400,6.62315
477,5.29078,0.0274332,21.0948,0.120949,7.36962,0.345721,26.3333,0.273448,1.83702e-06,6.53098,935439,6.62413
478,5.29085,0.0274371,21.0959,0.120977,7.36967,0.345749,26.3373,0.273469,1.83366e-06,6.53037,933488,6.62509
479,5.29094,0.0274398,21.0972,0.121005,7.3692,0.345731,26.3401,0.273543,1.82989e-06,6.52834,931543,6.62439
480,5.29092,0.0274353,21.0976,0.121036,7.36842,0.345723,26.3416,0.273538,1.82614e-06,6.52899,929607,6.6231
481,5.29101,0.0274407,21.0979,0.121035,7.3686,0.345743,26.341,0.273529,1.82247e-06,6.52889,927679,6.62227
482,5.29107,0.0274458,21.0989,0.121028,7.36795,0.345712,26.34,0.273503,1.8187e-06,6.52897,925759,6.6217
483,5.29107,0.0274496,21.099,0.121021,7.36742,0.345655,26.3402,0.273505,1.81495e-06,6.52713,923846,6.62139
484,5.29102,0.0274467,21.0979,0.121015,7.36723,0.34565,26.3396,0.273582,1.81151e-06,6.52671,921941,6.61949
485,5.29098,0.0274454,21.0979,0.121057,7.36715,0.345665,26.337,0.273609,1.80807e-06,6.52569,920044,6.61877
486,5.29098,0.0274448,21.0978,0.121097,7.3672,0.345712,26.3335,0.273642,1.80501e-06,6.52448,918155,6.61758
487,5.291,0.0274422,21.0982,0.121071,7.36732,0.34574,26.3337,0.273612,1.80152e-06,6.52425,916277,6.6173
488,5.29095,0.0274463,21.0974,0.121042,7.36694,0.34574,26.3342,0.273666,1.79786e-06,6.52414,914522,6.61728
489,5.29091,0.0274455,21.0971,0.121013,7.36615,0.345674,26.334,0.273733,1.79422e-06,6.52456,912839,6.61789
490,5.29084,0.0274439,21.0976,0.120994,7.3648,0.34568,26.3358,0.273649,2.28018e-06,6.52639,911164,6.61711
491,5.29078,0.0274417,21.0985,0.120982,7.36356,0.345601,26.3402,0.273704,2.27824e-06,6.52668,909312,6.6154
492,5.29074,0.0274413,21.0989,0.120942,7.36299,0.345585,26.3404,0.273699,2.2738e-06,6.52781,907468,6.61271
493,5.29067,0.0274396,21.0996,0.120919,7.36236,0.345481,26.343,0.273763,2.26939e-06,6.52723,905631,6.61169
494,5.29065,0.0274333,21.1001,0.120895,7.36152,0.345404,26.3455,0.273728,2.26481e-06,6.52618,903803,6.61224
495,5.29068,0.0274363,21.0998,0.120854,7.36148,0.345289,26.3488,0.273755,2.26073e-06,6.52639,901981,6.61019
496,5.29065,0.0274439,21.0996,0.120797,7.36188,0.345196,26.3526,0.273797,2.2788e-06,6.52878,900432,6.61188
497,5.29064,0.0274477,21.0993,0.120753,7.36233,0.345143,26.3537,0.273777,2.27426e-06,6.53186,898624,6.61067
498,5.29055,0.0274538,21.0993,0.120725,7.36247,0.345081,26.3553,0.27386,2.26973e-06,6.5331,896825,6.6098
499,5.29045,0.027455,21.0994,0.1207,7.36142,0.345028,26.3557,0.273851,2.27146e-06,6.53632,895037,6.61074
500,5.29043,0.0274563,21.0993,0.120673,7.36027,0.344926,26.3596,0.273913,2.26694e-06,6.53536,905720,6.61294
501,5.29041,0.0274672,21.1,0.120647,7.36021,0.344859,26.3645,0.273992,2.26242e-06,6.53434,903916,6.61185
502,5.29035,0.0274682,21.0999,0.120649,7.36017,0.344904,26.3688,0.274044,2.25793e-06,6.53663,902120,6.61075
503,5.29035,0.0274628,21.0994,0.120632,7.36024,0.344918,26.3678,0.274006,2.25345e-06,6.53716,900330,6.60925
504,5.29035,0.0274642,21.099,0.120687,7.36059,0.344988,26.3663,0.273958,2.24908e-06,6.53724,898550,6.60938
505,5.29029,0.0274644,21.0987,0.120735,7.36184,0.345079,26.3651,0.273901,2.24469e-06,6.5371,896778,6.6091
506,5.29028,0.0274623,21.0979,0.120877,7.36287,0.345287,26.364,0.2739,2.24028e-06,6.53781,895009,6.60814
507,5.29029,0.0274675,21.0969,0.121016,7.36413,0.345437,26.3649,0.273973,2.23605e-06,6.53956,893256,6.60619
508,5.2903,0.0274587,21.0966,0.121044,7.36423,0.345489,26.365,0.274008,2.23167e-06,6.53942,891501,6.60562
509,5.2903,0.0274648,21.0968,0.121089,7.36477,0.345656,26.3657,0.274042,2.22731e-06,6.53936,889755,6.60763
510,5.29028,0.0274675,21.0966,0.121178,7.36437,0.345769,26.364,0.274073,2.22817e-06,6.53923,888014,6.60709
511,5.29033,0.0274661,21.0972,0.121175,7.36421,0.345789,26.3643,0.274054,2.22657e-06,6.53953,886280,6.60609
512,5.29032,0.0274637,21.0977,0.12114,7.36275,0.345697,26.3643,0.274065,2.22382e-06,6.54094,884553,6.60735
513,5.29035,0.0274672,21.0985,0.121089,7.36173,0.345572,26.3668,0.274103,2.21951e-06,6.54139,882837,6.60714
514,5.2904,0.0274697,21.0988,0.121047,7.36084,0.345491,26.3677,0.274137,2.21966e-06,6.5413,881132,6.60699
515,5.2904,0.0274712,21.1003,0.12101,7.35903,0.345469,26.3715,0.274295,2.21744e-06,6.54337,879425,6.60713
516,5.29042,0.0274628,21.1014,0.12098,7.35774,0.345475,26.3731,0.274337,2.21317e-06,6.54421,877729,6.60777
517,5.29046,0.0274654,21.1024,0.120956,7.35656,0.345522,26.3717,0.274387,2.2089e-06,6.54472,876035,6.60792
518,5.29053,0.027473,21.1025,0.120978,7.35569,0.345584,26.3692,0.274344,2.20527e-06,6.54481,874348,6.6057
519,5.29054,0.0274682,21.1028,0.120975,7.35469,0.345516,26.368,0.274331,2.20109e-06,6.5449,872666,6.60486
520,5.29056,0.0274623,21.1032,0.120991,7.35461,0.3456,26.3662,0.274333,2.19698e-06,6.54645,870995,6.60672
521,5.2906,0.0274604,21.1043,0.121024,7.35419,0.34561,26.3632,0.274248,2.19374e-06,6.5457,869327,6.60696
522,5.29063,0.0274645,21.1048,0.121013,7.35383,0.345683,26.3644,0.274194,2.19025e-06,6.54648,867665,6.60691
523,5.29069,0.0274561,21.1053,0.120989,7.35347,0.345643,26.3615,0.274114,2.18786e-06,6.54747,866009,6.60798
524,5.29071,0.0274495,21.1063,0.120996,7.35304,0.345592,26.3594,0.274112,2.1861e-06,6.54838,864359,6.6077
525,5.29076,0.0274445,21.1084,0.121044,7.35223,0.345566,26.3605,0.274073,2.18196e-06,6.54811,862905,6.611
526,5.29076,0.0274372,21.1087,0.121055,7.35169,0.345596,26.3547,0.274049,2.17786e-06,6.54745,861286,6.61354
527,5.29072,0.027437,21.1085,0.121047,7.35222,0.34558,26.3541,0.274041,2.17377e-06,6.54624,859655,6.61531
528,5.29075,0.0274322,21.1073,0.121063,7.35373,0.345562,26.351,0.273977,2.16966e-06,6.54549,858033,6.61526
529,5.29074,0.0274366,21.107,0.121055,7.35462,0.345605,26.3504,0.273923,2.16576e-06,6.54531,856418,6.61664
530,5.29079,0.0274345,21.1064,0.121083,7.35585,0.34563,26.3484,0.273886,2.1617e-06,6.54634,854805,6.6174
531,5.29085,0.0274335,21.1063,0.121064,7.35618,0.345526,26.347,0.273789,2.15764e-06,6.54562,853199,6.61767
532,5.29092,0.0274301,21.106,0.121042,7.35673,0.345494,26.3461,0.273788,2.15369e-06,6.54694,851646,6.61923
533,5.29096,0.0274399,21.1061,0.12107,7.35613,0.345529,26.346,0.273746,2.14966e-06,6.54631,850868,6.62194
534,5.29103,0.0274503,21.1061,0.121112,7.35732,0.34555,26.346,0.273654,2.14565e-06,6.54743,849412,6.6216
535,5.2911,0.0274488,21.1057,0.121106,7.3587,0.345512,26.3462,0.273666,2.14172e-06,6.54704,847828,6.62049
536,5.29115,0.027446,21.1045,0.12112,7.36053,0.345495,26.3455,0.273707,2.13788e-06,6.54732,846250,6.62108
537,5.29119,0.0274417,21.1031,0.121133,7.36197,0.345601,26.3429,0.273641,2.13421e-06,6.54748,844677,6.61901
538,5.29118,0.027436,21.102,0.121181,7.36385,0.345602,26.3425,0.273646,2.13036e-06,6.54882,843110,6.61831
539,5.29122,0.0274395,21.1008,0.121191,7.36631,0.345649,26.3436,0.273654,2.12744e-06,6.5508,841550,6.61741
540,5.2912,0.0274426,21.1,0.121189,7.36658,0.345628,26.3455,0.273649,2.12634e-06,6.55222,839995,6.61752
541,5.2912,0.0274455,21.1,0.121175,7.36665,0.345558,26.347,0.273698,2.12427e-06,6.55303,838456,6.61806
542,5.29121,0.0274444,21.0994,0.121178,7.36746,0.345553,26.3474,0.273588,2.12111e-06,6.55429,836978,6.61848
543,5.29125,0.0274393,21.0988,0.121179,7.36878,0.345535,26.35,0.273567,2.11726e-06,6.55382,835440,6.61735
544,5.29125,0.0274365,21.0976,0.121222,7.37051,0.345542,26.3496,0.273469,2.11338e-06,6.55349,833908,6.61707
545,5.29122,0.0274331,21.0967,0.121282,7.37266,0.345674,26.3497,0.273451,2.1103e-06,6.5535,832385,6.61994
546,5.29122,0.0274421,21.0955,0.12133,7.37501,0.345833,26.3498,0.273434,2.10646e-06,6.55249,830865,6.61943
547,5.29122,0.0274419,21.0949,0.12132,7.37615,0.345806,26.3491,0.273415,2.10264e-06,6.55199,829349,6.62209
548,5.29123,0.0274438,21.0939,0.1213,7.37659,0.345876,26.3484,0.273433,2.09885e-06,6.55196,827839,6.62117
549,5.29125,0.0274425,21.0938,0.121277,7.37693,0.345902,26.3476,0.273364,2.09528e-06,6.55313,874348,6.6232
550,5.2913,0.02744,21.0934,0.121342,7.37786,0.345847,26.3453,0.273288,2.84085e-06,6.55887,872829,6.62503
551,5.29136,0.0274383,21.0925,0.121335,7.37961,0.34584,26.3435,0.273191,2.84797e-06,6.56097,871250,6.62622
552,5.2914,0.0274341,21.0913,0.121329,7.38135,0.345848,26.3418,0.273111,2.8433e-06,6.5625,869675,6.62349
553,5.29146,0.0274377,21.09,0.121328,7.38284,0.345848,26.3429,0.273086,2.83861e-06,6.56389,868105,6.62143
554,5.2915,0.0274325,21.0892,0.12132,7.38417,0.345914,26.3423,0.273085,2.83406e-06,6.5654,866541,6.62056
555,5.29152,0.0274209,21.0884,0.121271,7.38466,0.345889,26.341,0.273086,2.829e-06,6.56425,865019,6.61991
556,5.29153,0.0274204,21.088,0.12128,7.3855,0.345924,26.3414,0.273072,2.82393e-06,6.5645,864665,6.61948
557,5.29159,0.02741,21.0868,0.121299,7.3866,0.345862,26.3406,0.273018,2.81898e-06,6.56377,863115,6.6193
558,5.29162,0.0274075,21.0863,0.121289,7.38793,0.345868,26.3378,0.272982,2.81404e-06,6.56524,861571,6.61899
559,5.29169,0.0274038,21.0853,0.121277,7.38895,0.345854,26.3354,0.272953,2.8091e-06,6.56495,860033,6.61879
560,5.29174,0.0273975,21.0844,0.121281,7.3895,0.345829,26.3345,0.272945,2.80412e-06,6.56538,858500,6.61795
561,5.29178,0.027394,21.0833,0.121311,7.3909,0.345892,26.3364,0.272951,2.79917e-06,6.56399,856988,6.61697
562,5.29179,0.0273869,21.0822,0.121302,7.3912,0.345879,26.3361,0.272905,2.79424e-06,6.56441,855469,6.61706
563,5.29185,0.0273818,21.0817,0.121336,7.39281,0.346034,26.3383,0.272875,2.78969e-06,6.5647,853953,6.61694
564,5.29189,0.0273828,21.0811,0.121382,7.39368,0.346186,26.3393,0.272848,2.78494e-06,6.56457,852443,6.6163
565,5.29194,0.0273891,21.0813,0.121401,7.39376,0.346265,26.3407,0.272867,2.78002e-06,6.56275,850940,6.61692
566,5.29196,0.0273878,21.0824,0.1214,7.39298,0.346165,26.3424,0.272854,2.77518e-06,6.56358,849446,6.61775
567,5.29194,0.0273827,21.0825,0.121383,7.39268,0.346121,26.3421,0.272827,2.77071e-06,6.56526,847950,6.61751
568,5.29191,0.0273906,21.0821,0.121384,7.39291,0.34613,26.343,0.272778,2.76586e-06,6.56565,846637,6.6179
569,5.29186,0.0273896,21.0813,0.121391,7.39365,0.346116,26.3424,0.272716,2.76101e-06,6.56469,845331,6.61857
570,5.2918,0.0273881,21.081,0.121376,7.3945,0.346101,26.344,0.272764,2.7599e-06,6.56525,843850,6.61753
571,5.29178,0.0273842,21.0808,0.121415,7.39504,0.346138,26.3481,0.272814,2.81578e-06,6.56663,842375,6.61701
572,5.29174,0.0273954,21.0808,0.121419,7.39447,0.346111,26.3521,0.272831,2.81104e-06,6.56641,840906,6.61585
573,5.2917,0.0273978,21.0805,0.121418,7.39485,0.346149,26.3553,0.272904,2.80619e-06,6.56665,839443,6.61772
574,5.29164,0.0274006,21.0804,0.121389,7.39423,0.346126,26.3548,0.27295,2.80138e-06,6.56729,838897,6.6182
575,5.29159,0.0274018,21.0808,0.121369,7.39321,0.346062,26.3573,0.272996,2.79652e-06,6.567,837441,6.61724
576,5.29154,0.0273959,21.0809,0.121355,7.39252,0.345986,26.3563,0.273065,2.79167e-06,6.56526,836052,6.61742
577,5.29148,0.0273981,21.0802,0.121303,7.39211,0.345883,26.3539,0.273028,2.79018e-06,6.56715,834618,6.61859
578,5.29147,0.0273995,21.0799,0.121292,7.39273,0.34585,26.3553,0.273026,2.78541e-06,6.56587,833289,6.61927
579,5.29144,0.0274069,21.0797,0.121304,7.39313,0.345865,26.3578,0.272997,2.78064e-06,6.56529,831856,6.61963
580,5.29146,0.0274028,21.0803,0.121302,7.39262,0.345817,26.3599,0.272967,2.77639e-06,6.56656,830424,6.61836
581,5.29148,0.027402,21.0811,0.121275,7.39224,0.345776,26.3624,0.272874,2.77274e-06,6.56509,829185,6.61991
582,5.29146,0.0273967,21.0813,0.121266,7.39188,0.345763,26.3626,0.272929,2.76818e-06,6.56599,827764,6.61907
583,5.29141,0.027393,21.082,0.12124,7.39131,0.345667,26.3635,0.272937,2.79852e-06,6.56712,826346,6.6196
584,5.29138,0.0273876,21.0824,0.121198,7.39102,0.345659,26.3639,0.272889,2.79493e-06,6.56802,824934,6.62021
585,5.29139,0.0273827,21.082,0.1212,7.39121,0.345632,26.3636,0.272882,2.79016e-06,6.56644,823527,6.62056
586,5.29142,0.0273828,21.0812,0.121216,7.3915,0.345687,26.3643,0.272898,2.78589e-06,6.56661,822125,6.61937
587,5.29139,0.02739,21.0807,0.121194,7.39184,0.345726,26.3634,0.272858,2.78361e-06,6.5679,820730,6.62044
588,5.29138,0.0273896,21.0808,0.121196,7.39166,0.345697,26.3646,0.272824,2.7789e-06,6.56779,819336,6.61992
589,5.29139,0.0273894,21.0811,0.121187,7.39192,0.345731,26.3643,0.272815,2.77464e-06,6.56836,817948,6.61959
590,5.29134,0.0273886,21.0812,0.121161,7.3914,0.345768,26.363,0.272773,2.76997e-06,6.56865,816564,6.61864
591,5.29133,0.0273844,21.0813,0.121169,7.39165,0.345759,26.3642,0.272781,2.76535e-06,6.56902,815280,6.61909
592,5.29136,0.0273755,21.0814,0.121167,7.39226,0.345806,26.3661,0.272795,2.76326e-06,6.57075,813905,6.61789
593,5.29141,0.0273736,21.0817,0.121171,7.39319,0.345867,26.3673,0.272806,2.76346e-06,6.57239,812538,6.6167
594,5.29142,0.0273768,21.0815,0.121186,7.39315,0.345843,26.3661,0.272783,2.75968e-06,6.57217,811625,6.61716
595,5.29138,0.0273749,21.0816,0.121191,7.39326,0.34583,26.3665,0.272794,2.75507e-06,6.57279,810412,6.61743
596,5.29139,0.0273667,21.0818,0.121156,7.39293,0.345796,26.3663,0.272746,2.75525e-06,6.5746,810437,6.62074
597,5.29137,0.0273627,21.0817,0.121147,7.39293,0.345738,26.3666,0.272677,2.75066e-06,6.57586,809106,6.61963
598,5.29138,0.0273709,21.0817,0.121141,7.39315,0.345773,26.368,0.272621,2.74655e-06,6.57571,807755,6.61862
599,5.29137,0.0273703,21.0819,0.121141,7.39382,0.345783,26.3705,0.272594,2.74564e-06,6.57765,806409,6.61832
600,5.29134,0.0273756,21.0822,0.121149,7.39389,0.345826,26.3716,0.272573,2.74142e-06,6.57823,805067,6.61766
601,5.29132,0.0273819,21.0819,0.121142,7.39437,0.345872,26.3713,0.272526,2.73948e-06,6.57908,803732,6.6188
602,5.29129,0.0273821,21.0825,0.121149,7.39437,0.345871,26.3712,0.272491,2.73665e-06,6.57854,802400,6.62159
603,5.29131,0.0273788,21.0831,0.121166,7.3938,0.345906,26.371,0.272504,2.73244e-06,6.57773,801072,6.62234
604,5.29135,0.027383,21.084,0.121182,7.39386,0.346003,26.3747,0.272502,2.72849e-06,6.57722,799748,6.62171
605,5.29136,0.0273773,21.0843,0.121198,7.39289,0.346047,26.3745,0.272381,3.16224e-06,6.57731,798432,6.62307
606,5.29133,0.0273739,21.0841,0.121191,7.39237,0.346134,26.3755,0.272339,3.15769e-06,6.57629,797117,6.62265
607,5.29137,0.0273838,21.0847,0.121211,7.39256,0.346223,26.3758,0.272339,3.16392e-06,6.57549,795813,6.6237
608,5.29138,0.0273839,21.085,0.121215,7.39254,0.346209,26.3759,0.272311,3.15872e-06,6.57416,794506,6.62343
609,5.29139,0.0273903,21.0854,0.121194,7.39216,0.346183,26.374,0.272257,3.15357e-06,6.57341,793204,6.62322
610,5.29139,0.0273927,21.0853,0.121165,7.3923,0.346137,26.374,0.272286,3.16629e-06,6.57413,791906,6.62407
611,5.29144,0.027393,21.0856,0.121128,7.39218,0.346148,26.3742,0.272293,3.16112e-06,6.5753,790622,6.62434
612,5.29144,0.0273963,21.0855,0.121113,7.39208,0.346118,26.3738,0.272241,3.15602e-06,6.57551,789333,6.62461
613,5.29142,0.0274036,21.0849,0.121084,7.39228,0.346066,26.3736,0.272238,3.15089e-06,6.5737,788048,6.62469
614,5.2914,0.0274077,21.0834,0.121066,7.39311,0.346063,26.3743,0.272255,3.14577e-06,6.5718,786766,6.62596
615,5.29138,0.027413,21.0828,0.121057,7.39459,0.346079,26.3763,0.272275,3.14073e-06,6.57199,785517,6.6271
616,5.29136,0.0274116,21.0811,0.121076,7.39555,0.346069,26.3777,0.272389,3.13565e-06,6.57235,784249,6.62659
617,5.29137,0.0274202,21.0804,0.12107,7.39632,0.345981,26.3794,0.272348,3.13058e-06,6.57145,782980,6.62585
618,5.29137,0.0274209,21.0801,0.121069,7.39746,0.345979,26.38,0.272366,3.12557e-06,6.56985,781717,6.62673
619,5.29134,0.0274207,21.0795,0.121074,7.39857,0.345981,26.3801,0.272384,3.12053e-06,6.5688,780457,6.62716
620,5.29129,0.0274182,21.0794,0.121074,7.39885,0.346026,26.3808,0.272383,3.11551e-06,6.56974,779200,6.62835
621,5.29127,0.0274123,21.0795,0.12109,7.39923,0.3461,26.3824,0.272351,3.11081e-06,6.57034,779476,6.63045
622,5.29122,0.0274114,21.0783,0.121091,7.39962,0.346078,26.383,0.272382,3.10588e-06,6.5716,778225,6.62983
623,5.29125,0.0274097,21.078,0.121088,7.40024,0.34609,26.3802,0.272399,3.10091e-06,6.57218,776978,6.628
624,5.29125,0.027409,21.0778,0.121104,7.40005,0.346058,26.3796,0.272417,3.10577e-06,6.57354,775737,6.62736
625,5.29125,0.0274076,21.0781,0.121082,7.39932,0.346031,26.3803,0.272428,3.10084e-06,6.57224,774508,6.62796
626,5.29122,0.0274041,21.0785,0.12109,7.39873,0.346075,26.3784,0.272374,3.09591e-06,6.57184,773273,6.62901
627,5.29122,0.0274037,21.0786,0.121117,7.3986,0.346026,26.3781,0.272375,3.09098e-06,6.57028,772043,6.63081
628,5.29122,0.0274019,21.0779,0.121155,7.3996,0.346099,26.3779,0.272361,3.08613e-06,6.57074,770822,6.63085
629,5.29124,0.0273966,21.0777,0.12118,7.40049,0.346175,26.3773,0.272339,3.08691e-06,6.57166,769600,6.63038
630,5.29125,0.0273941,21.0774,0.121184,7.40113,0.346153,26.3764,0.272395,3.08213e-06,6.5715,770062,6.63111
631,5.29129,0.0273944,21.0768,0.121183,7.40224,0.346147,26.3756,0.272398,3.07726e-06,6.57184,768843,6.63096
632,5.2913,0.0273974,21.0761,0.121179,7.40322,0.346152,26.3754,0.272436,3.07243e-06,6.57188,767629,6.63199
633,5.29132,0.0273955,21.0766,0.121168,7.40297,0.346178,26.3752,0.272413,3.06758e-06,6.57133,766422,6.63364
634,5.29127,0.0273955,21.0767,0.121155,7.40238,0.346137,26.3751,0.272376,3.06277e-06,6.5714,765227,6.63529
635,5.29123,0.0273914,21.0772,0.121133,7.40182,0.346106,26.3754,0.272377,3.05797e-06,6.57046,764206,6.63626
636,5.29122,0.0273874,21.0777,0.121142,7.40106,0.3461,26.3746,0.272344,3.05325e-06,6.57076,763015,6.63582
637,5.29121,0.0273857,21.0775,0.12113,7.40085,0.346084,26.3739,0.272315,3.24433e-06,6.57141,761820,6.63523
638,5.29118,0.0273852,21.0772,0.121111,7.40093,0.346056,26.377,0.272323,3.23941e-06,6.57117,760630,6.63445
639,5.29119,0.0273871,21.0766,0.121107,7.4013,0.346087,26.3761,0.272341,3.23436e-06,6.56918,759444,6.63468
