Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,split
4.99446,0.335714,20.3635,0.335714,4.13726,0.335714,All
4.99988,0.342857,20.3935,0.342857,4.16353,0.342857,All
5.01197,0.35,20.4109,0.35,4.22296,0.35,All
5.01679,0.357143,20.5219,0.357143,4.23246,0.357143,All
5.05531,0.364286,20.6706,0.364286,4.23269,0.364286,All
5.07416,0.371429,20.9768,0.371429,4.23447,0.371429,All
5.09081,0.378571,20.9814,0.378571,4.24477,0.378571,All
5.09394,0.385714,21.0633,0.385714,4.26368,0.385714,All
5.12348,0.392857,21.2522,0.392857,4.34098,0.392857,All
5.13043,0.4,21.3737,0.4,4.34819,0.4,All
5.13863,0.407143,21.387,0.407143,4.37537,0.407143,All
5.155,0.414286,21.7719,0.414286,4.40388,0.414286,All
5.16787,0.421429,21.7736,0.421429,4.42123,0.421429,All
5.16847,0.428571,21.7902,0.428571,4.42243,0.428571,All
5.21828,0.435714,21.9064,0.435714,4.54414,0.435714,All
5.23898,0.442857,21.9981,0.442857,4.55186,0.442857,All
5.29193,0.45,22.0781,0.45,4.57313,0.45,All
5.2967,0.457143,22.1406,0.457143,4.59002,0.457143,All
5.34072,0.464286,22.202,0.464286,4.6212,0.464286,All
5.35471,0.471429,22.3082,0.471429,4.80965,0.471429,All
5.4184,0.478571,22.3528,0.478571,4.81049,0.478571,All
5.41935,0.485714,22.3544,0.485714,4.85223,0.485714,All
5.47908,0.492857,22.3727,0.492857,4.95263,0.492857,All
5.48202,0.5,22.3964,0.5,4.95809,0.5,All
5.49238,0.507143,22.4287,0.507143,5.09441,0.507143,All
5.59317,0.514286,22.4593,0.514286,5.12188,0.514286,All
5.61212,0.521429,22.7052,0.521429,5.12546,0.521429,All
5.61652,0.528571,22.7578,0.528571,5.1324,0.528571,All
5.63802,0.535714,22.7742,0.535714,5.17365,0.535714,All
5.7238,0.542857,22.7824,0.542857,5.18851,0.542857,All
5.73533,0.55,22.8058,0.55,5.22969,0.55,All
5.76422,0.557143,22.835,0.557143,5.69506,0.557143,All
5.78871,0.564286,22.8479,0.564286,5.69596,0.564286,All
5.80309,0.571429,22.9359,0.571429,5.7859,0.571429,All
5.82918,0.578571,22.9957,0.578571,5.99661,0.578571,All
5.83267,0.585714,22.9979,0.585714,6.04164,0.585714,All
5.84992,0.592857,23.0147,0.592857,6.08244,0.592857,All
5.86566,0.6,23.1493,0.6,6.11731,0.6,All
5.89358,0.607143,23.3466,0.607143,6.16541,0.607143,All
5.90189,0.614286,23.3509,0.614286,6.18754,0.614286,All
5.90482,0.621429,23.4336,0.621429,6.19879,0.621429,All
5.90665,0.628571,23.4704,0.628571,6.20869,0.628571,All
5.91321,0.635714,23.6121,0.635714,6.23648,0.635714,All
5.92077,0.642857,23.6706,0.642857,6.24861,0.642857,All
5.92564,0.65,23.8043,0.65,6.3303,0.65,All
5.93347,0.657143,23.8066,0.657143,6.3786,0.657143,All
5.93618,0.664286,23.8563,0.664286,6.47062,0.664286,All
5.94616,0.671429,23.8622,0.671429,6.63961,0.671429,All
5.97356,0.678571,23.8843,0.678571,6.68566,0.678571,All
6.00995,0.685714,23.887,0.685714,6.79815,0.685714,All
6.01468,0.692857,23.94,0.692857,6.85076,0.692857,All
6.01746,0.7,24.0229,0.7,7.25621,0.7,All
6.0568,0.707143,24.045,0.707143,7.44023,0.707143,All
6.06892,0.714286,24.1328,0.714286,7.45642,0.714286,All
6.07313,0.721429,24.2396,0.721429,7.62856,0.721429,All
6.077,0.728571,24.2476,0.728571,7.65838,0.728571,All
6.08315,0.735714,24.3585,0.735714,7.84314,0.735714,All
6.09471,0.742857,24.4244,0.742857,8.19534,0.742857,All
6.1251,0.75,24.6285,0.75,8.39688,0.75,All
6.12655,0.757143,24.6814,0.757143,8.44093,0.757143,All
6.14578,0.764286,24.6815,0.764286,8.54628,0.764286,All
6.15584,0.771429,24.8346,0.771429,8.77536,0.771429,All
6.15839,0.778571,24.9212,0.778571,8.89972,0.778571,All
6.18109,0.785714,24.9297,0.785714,8.92838,0.785714,All
6.19538,0.792857,24.9484,0.792857,8.97956,0.792857,All
6.19967,0.8,24.9718,0.8,9.39772,0.8,All
6.28754,0.807143,24.9929,0.807143,9.62616,0.807143,All
6.29645,0.814286,25.2644,0.814286,9.62992,0.814286,All
6.30937,0.821429,25.4008,0.821429,9.99755,0.821429,All
6.34337,0.828571,25.4082,0.828571,10.0162,0.828571,All
6.35033,0.835714,25.6543,0.835714,10.1537,0.835714,All
6.36488,0.842857,25.6821,0.842857,10.5644,0.842857,All
6.38655,0.85,25.7057,0.85,10.5807,0.85,All
6.39494,0.857143,25.7151,0.857143,10.6372,0.857143,All
6.42289,0.864286,25.9142,0.864286,11.4352,0.864286,All
6.45944,0.871429,25.9614,0.871429,11.6639,0.871429,All
6.47358,0.878571,26.078,0.878571,12.2418,0.878571,All
6.47568,0.885714,26.1658,0.885714,12.6858,0.885714,All
6.49002,0.892857,26.3345,0.892857,13.4372,0.892857,All
6.4901,0.9,26.424,0.9,13.7446,0.9,All
6.49844,0.907143,26.545,0.907143,14.0636,0.907143,All
6.5007,0.914286,26.6486,0.914286,15.1048,0.914286,All
6.54266,0.921429,26.7104,0.921429,15.126,0.921429,All
6.55525,0.928571,26.8681,0.928571,15.1369,0.928571,All
6.5584,0.935714,27.3291,0.935714,15.3094,0.935714,All
6.56032,0.942857,27.4084,0.942857,15.7,0.942857,All
6.58169,0.95,27.5038,0.95,16.116,0.95,All
6.588,0.957143,27.7935,0.957143,16.4198,0.957143,All
6.60676,0.964286,28.2587,0.964286,18.1693,0.964286,All
6.70498,0.971429,29.0089,0.971429,18.6072,0.971429,All
6.767,0.978571,29.6302,0.978571,18.9175,0.978571,All
6.84969,0.985714,29.8814,0.985714,19.0147,0.985714,All
6.88911,0.992857,32.0074,0.992857,19.4356,0.992857,All
7.06287,1,32.5466,1,19.5139,1,All
15.8194,1,53.4525,1,25.0675,1,All
