standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q2_abscissa,standEta_Q2_cdf,standEta_V2_abscissa,standEta_V2_cdf,standEta_Q3_abscissa,standEta_Q3_cdf,standEta_V3_abscissa,standEta_V3_cdf,split
-0.607234,0.164286,-0.974532,0.164286,-0.931492,0.164286,-1.05482,0.164286,-0.992092,0.164286,-0.950788,0.164286,All
-0.593826,0.171429,-0.968207,0.171429,-0.929884,0.171429,-1.03471,0.171429,-0.935007,0.171429,-0.943364,0.171429,All
-0.560177,0.178571,-0.934957,0.178571,-0.862224,0.178571,-1.02565,0.178571,-0.915032,0.178571,-0.89055,0.178571,All
-0.491201,0.185714,-0.922482,0.185714,-0.853922,0.185714,-1.02466,0.185714,-0.881406,0.185714,-0.873046,0.185714,All
-0.432058,0.192857,-0.921492,0.192857,-0.843739,0.192857,-1.02173,0.192857,-0.86569,0.192857,-0.871368,0.192857,All
-0.415681,0.2,-0.8716,0.2,-0.841524,0.2,-1.01668,0.2,-0.864825,0.2,-0.775937,0.2,All
-0.366658,0.207143,-0.847562,0.207143,-0.799162,0.207143,-0.998312,0.207143,-0.834006,0.207143,-0.744398,0.207143,All
-0.358091,0.214286,-0.809358,0.214286,-0.791829,0.214286,-0.981245,0.214286,-0.833496,0.214286,-0.702578,0.214286,All
-0.311829,0.221429,-0.806394,0.221429,-0.784504,0.221429,-0.971315,0.221429,-0.827302,0.221429,-0.699483,0.221429,All
-0.27555,0.228571,-0.800056,0.228571,-0.78027,0.228571,-0.937126,0.228571,-0.816629,0.228571,-0.638013,0.228571,All
-0.272582,0.235714,-0.793236,0.235714,-0.728379,0.235714,-0.93078,0.235714,-0.781873,0.235714,-0.634463,0.235714,All
-0.267407,0.242857,-0.789862,0.242857,-0.650483,0.242857,-0.867056,0.242857,-0.777844,0.242857,-0.607204,0.242857,All
-0.242029,0.25,-0.766161,0.25,-0.612832,0.25,-0.851684,0.25,-0.769773,0.25,-0.56633,0.25,All
-0.238512,0.257143,-0.7637,0.257143,-0.606842,0.257143,-0.808568,0.257143,-0.749248,0.257143,-0.516617,0.257143,All
-0.234995,0.264286,-0.754854,0.264286,-0.501124,0.264286,-0.790396,0.264286,-0.743185,0.264286,-0.485521,0.264286,All
-0.233231,0.271429,-0.751481,0.271429,-0.493605,0.271429,-0.771972,0.271429,-0.724836,0.271429,-0.45739,0.271429,All
-0.225977,0.278571,-0.70762,0.278571,-0.461933,0.278571,-0.741314,0.278571,-0.717897,0.278571,-0.454199,0.278571,All
-0.225879,0.285714,-0.687757,0.285714,-0.399008,0.285714,-0.739213,0.285714,-0.687898,0.285714,-0.437372,0.285714,All
-0.203381,0.292857,-0.642801,0.292857,-0.392644,0.292857,-0.735606,0.292857,-0.682987,0.292857,-0.424563,0.292857,All
-0.186723,0.3,-0.617381,0.3,-0.373351,0.3,-0.718899,0.3,-0.666843,0.3,-0.409659,0.3,All
-0.174981,0.307143,-0.583951,0.307143,-0.352424,0.307143,-0.622283,0.307143,-0.656409,0.307143,-0.373565,0.307143,All
-0.164432,0.314286,-0.574141,0.314286,-0.33439,0.314286,-0.588422,0.314286,-0.645652,0.314286,-0.354002,0.314286,All
-0.140768,0.321429,-0.515807,0.321429,-0.328641,0.321429,-0.571866,0.321429,-0.610696,0.321429,-0.338657,0.321429,All
-0.136235,0.328571,-0.499973,0.328571,-0.289838,0.328571,-0.558292,0.328571,-0.608917,0.328571,-0.320866,0.328571,All
-0.129388,0.335714,-0.498714,0.335714,-0.288815,0.335714,-0.555296,0.335714,-0.561719,0.335714,-0.285816,0.335714,All
-0.12656,0.342857,-0.49586,0.342857,-0.287963,0.342857,-0.528658,0.342857,-0.560893,0.342857,-0.276,0.342857,All
-0.106264,0.35,-0.487543,0.35,-0.264944,0.35,-0.494796,0.35,-0.484834,0.35,-0.260309,0.35,All
-0.106221,0.357143,-0.482454,0.357143,-0.261346,0.357143,-0.475331,0.357143,-0.477919,0.357143,-0.246904,0.357143,All
-0.0660301,0.364286,-0.451472,0.364286,-0.250704,0.364286,-0.436824,0.364286,-0.471944,0.364286,-0.177817,0.364286,All
-0.0614114,0.371429,-0.441222,0.371429,-0.198866,0.371429,-0.435411,0.371429,-0.443282,0.371429,-0.106421,0.371429,All
-0.0508219,0.378571,-0.402293,0.378571,-0.19599,0.378571,-0.424365,0.378571,-0.402005,0.378571,-0.0898184,0.378571,All
-0.0420065,0.385714,-0.391745,0.385714,-0.182345,0.385714,-0.398388,0.385714,-0.395963,0.385714,-0.0739219,0.385714,All
-0.0401915,0.392857,-0.344135,0.392857,-0.177783,0.392857,-0.358829,0.392857,-0.395937,0.392857,-0.0683967,0.392857,All
-0.0365422,0.4,-0.332753,0.4,-0.14033,0.4,-0.346079,0.4,-0.372025,0.4,-0.0681044,0.4,All
-0.033343,0.407143,-0.317067,0.407143,-0.138803,0.407143,-0.24754,0.407143,-0.365316,0.407143,-0.0435188,0.407143,All
-0.0296183,0.414286,-0.283402,0.414286,-0.108342,0.414286,-0.20161,0.414286,-0.361678,0.414286,-0.039213,0.414286,All
-0.0164599,0.421429,-0.278978,0.421429,-0.0981393,0.421429,-0.152238,0.421429,-0.342741,0.421429,-0.0195985,0.421429,All
0.00385969,0.428571,-0.259605,0.428571,-0.0889501,0.428571,-0.144488,0.428571,-0.333272,0.428571,-0.0176048,0.428571,All
0.00436776,0.435714,-0.199682,0.435714,-0.0785032,0.435714,-0.134475,0.435714,-0.325576,0.435714,-0.0126549,0.435714,All
0.0138712,0.442857,-0.196521,0.442857,-0.033464,0.442857,-0.133358,0.442857,-0.319005,0.442857,-0.0113319,0.442857,All
0.0341971,0.45,-0.193641,0.45,-0.0203058,0.45,-0.120063,0.45,-0.313901,0.45,-0.0106169,0.45,All
0.0463678,0.457143,-0.187273,0.457143,-0.00820377,0.457143,-0.105661,0.457143,-0.291404,0.457143,0.00746991,0.457143,All
0.0825041,0.464286,-0.17398,0.464286,-0.000185996,0.464286,-0.0706868,0.464286,-0.230398,0.464286,0.00986989,0.464286,All
0.107775,0.471429,-0.126978,0.471429,0.0101078,0.471429,-0.0626181,0.471429,-0.224494,0.471429,0.0236756,0.471429,All
0.148587,0.478571,-0.114492,0.478571,0.0349407,0.478571,0.0351581,0.478571,-0.214961,0.478571,0.0308736,0.478571,All
0.165179,0.485714,-0.0776064,0.485714,0.0441013,0.485714,0.0409828,0.485714,-0.132986,0.485714,0.0338221,0.485714,All
0.170382,0.492857,-0.0529756,0.492857,0.0557942,0.492857,0.0584074,0.492857,-0.125001,0.492857,0.052176,0.492857,All
0.174149,0.5,-0.0463339,0.5,0.0808929,0.5,0.0846833,0.5,-0.124968,0.5,0.0614572,0.5,All
0.237126,0.507143,-0.0435211,0.507143,0.0947028,0.507143,0.101698,0.507143,-0.124583,0.507143,0.078286,0.507143,All
0.298691,0.514286,-0.0100446,0.514286,0.107369,0.514286,0.136167,0.514286,-0.124221,0.514286,0.0869307,0.514286,All
0.344292,0.521429,0.00833283,0.521429,0.109876,0.521429,0.140829,0.521429,-0.119528,0.521429,0.0937573,0.521429,All
0.370801,0.528571,0.035788,0.528571,0.157419,0.528571,0.141368,0.528571,-0.0795289,0.528571,0.09764,0.528571,All
0.392891,0.535714,0.0527095,0.535714,0.161455,0.535714,0.170045,0.535714,-0.0710099,0.535714,0.139245,0.535714,All
0.394768,0.542857,0.0537586,0.542857,0.169871,0.542857,0.17048,0.542857,-0.0634374,0.542857,0.140456,0.542857,All
0.455744,0.55,0.0662572,0.55,0.190107,0.55,0.201283,0.55,-0.0558456,0.55,0.144359,0.55,All
0.458346,0.557143,0.0778173,0.557143,0.201887,0.557143,0.205282,0.557143,-0.00498637,0.557143,0.147972,0.557143,All
0.479741,0.564286,0.0841068,0.564286,0.248207,0.564286,0.217822,0.564286,-0.00307529,0.564286,0.160838,0.564286,All
0.481978,0.571429,0.127284,0.571429,0.270653,0.571429,0.25254,0.571429,0.0442046,0.571429,0.16916,0.571429,All
0.492397,0.578571,0.134473,0.578571,0.312553,0.578571,0.294146,0.578571,0.0481711,0.578571,0.171065,0.578571,All
0.514763,0.585714,0.167231,0.585714,0.317825,0.585714,0.30326,0.585714,0.0505006,0.585714,0.182014,0.585714,All
0.518421,0.592857,0.184816,0.592857,0.345615,0.592857,0.304622,0.592857,0.0983899,0.592857,0.266155,0.592857,All
0.54508,0.6,0.198229,0.6,0.355915,0.6,0.308107,0.6,0.103991,0.6,0.302494,0.6,All
0.561158,0.607143,0.207535,0.607143,0.362636,0.607143,0.330075,0.607143,0.121501,0.607143,0.321641,0.607143,All
0.570093,0.614286,0.262987,0.614286,0.393396,0.614286,0.339423,0.614286,0.225377,0.614286,0.341132,0.614286,All
0.572915,0.621429,0.275121,0.621429,0.526689,0.621429,0.353309,0.621429,0.240388,0.621429,0.348601,0.621429,All
0.585145,0.628571,0.28048,0.628571,0.602618,0.628571,0.360111,0.628571,0.248836,0.628571,0.381223,0.628571,All
0.590306,0.635714,0.287195,0.635714,0.628639,0.635714,0.384557,0.635714,0.272113,0.635714,0.395095,0.635714,All
0.600271,0.642857,0.287204,0.642857,0.633717,0.642857,0.390205,0.642857,0.31888,0.642857,0.403821,0.642857,All
0.601883,0.65,0.310338,0.65,0.66255,0.65,0.429435,0.65,0.327197,0.65,0.42572,0.65,All
0.605991,0.657143,0.31455,0.657143,0.677296,0.657143,0.449158,0.657143,0.383378,0.657143,0.450188,0.657143,All
0.609232,0.664286,0.337388,0.664286,0.70429,0.664286,0.450471,0.664286,0.439485,0.664286,0.463145,0.664286,All
0.621814,0.671429,0.34814,0.671429,0.734426,0.671429,0.470166,0.671429,0.447759,0.671429,0.473435,0.671429,All
0.641616,0.678571,0.363386,0.678571,0.734583,0.678571,0.487346,0.678571,0.457542,0.678571,0.482784,0.678571,All
0.645791,0.685714,0.375916,0.685714,0.742044,0.685714,0.534253,0.685714,0.466761,0.685714,0.506237,0.685714,All
0.648783,0.692857,0.416131,0.692857,0.74572,0.692857,0.539539,0.692857,0.479333,0.692857,0.527774,0.692857,All
0.650829,0.7,0.421192,0.7,0.746009,0.7,0.625138,0.7,0.48771,0.7,0.54112,0.7,All
0.65087,0.707143,0.421517,0.707143,0.754699,0.707143,0.626422,0.707143,0.531385,0.707143,0.541423,0.707143,All
0.676221,0.714286,0.422464,0.714286,0.756132,0.714286,0.629677,0.714286,0.577585,0.714286,0.560303,0.714286,All
0.714862,0.721429,0.492837,0.721429,0.779602,0.721429,0.654413,0.721429,0.582008,0.721429,0.572952,0.721429,All
0.722917,0.728571,0.508035,0.728571,0.817879,0.728571,0.694873,0.728571,0.587917,0.728571,0.590587,0.728571,All
0.72577,0.735714,0.509617,0.735714,0.832108,0.735714,0.710073,0.735714,0.589564,0.735714,0.635748,0.735714,All
0.74669,0.742857,0.553839,0.742857,0.845993,0.742857,0.713842,0.742857,0.610799,0.742857,0.653787,0.742857,All
0.746856,0.75,0.60577,0.75,0.925049,0.75,0.717155,0.75,0.636803,0.75,0.654478,0.75,All
0.748596,0.757143,0.642218,0.757143,0.935962,0.757143,0.741332,0.757143,0.662159,0.757143,0.661719,0.757143,All
0.755504,0.764286,0.737217,0.764286,0.951884,0.764286,0.744447,0.764286,0.667736,0.764286,0.663232,0.764286,All
0.759132,0.771429,0.738476,0.771429,0.96435,0.771429,0.748906,0.771429,0.684536,0.771429,0.679963,0.771429,All
0.760699,0.778571,0.742061,0.778571,0.973388,0.778571,0.765269,0.778571,0.739428,0.778571,0.719351,0.778571,All
0.774331,0.785714,0.826964,0.785714,0.975656,0.785714,0.781907,0.785714,0.748514,0.785714,0.742705,0.785714,All
0.777212,0.792857,0.892192,0.792857,0.990304,0.792857,0.805335,0.792857,0.787313,0.792857,0.767049,0.792857,All
0.796449,0.8,0.921566,0.8,0.996882,0.8,0.809162,0.8,0.806174,0.8,0.779655,0.8,All
0.813688,0.807143,0.943458,0.807143,1.01389,0.807143,0.812114,0.807143,0.812976,0.807143,0.805541,0.807143,All
0.819834,0.814286,0.948704,0.814286,1.02226,0.814286,0.841297,0.814286,0.85468,0.814286,0.819685,0.814286,All
0.824833,0.821429,0.966084,0.821429,1.04516,0.821429,0.861453,0.821429,0.89852,0.821429,0.829129,0.821429,All
0.838539,0.828571,0.971457,0.828571,1.05359,0.828571,0.909694,0.828571,0.899204,0.828571,0.843779,0.828571,All
0.842544,0.835714,0.97303,0.835714,1.05982,0.835714,0.910498,0.835714,0.924069,0.835714,0.865639,0.835714,All
0.881363,0.842857,0.97891,0.842857,1.07286,0.842857,0.914435,0.842857,0.940114,0.842857,0.86894,0.842857,All
0.882243,0.85,1.0004,0.85,1.13398,0.85,0.964303,0.85,0.970017,0.85,0.909087,0.85,All
0.883865,0.857143,1.06124,0.857143,1.13567,0.857143,0.974052,0.857143,0.978885,0.857143,0.988907,0.857143,All
0.896624,0.864286,1.06314,0.864286,1.17956,0.864286,0.987331,0.864286,1.01024,0.864286,0.994438,0.864286,All
0.908559,0.871429,1.0775,0.871429,1.28697,0.871429,1.00467,0.871429,1.09493,0.871429,1.03352,0.871429,All
0.926183,0.878571,1.087,0.878571,1.31809,0.878571,1.01607,0.878571,1.10912,0.878571,1.06174,0.878571,All
0.937608,0.885714,1.09378,0.885714,1.38951,0.885714,1.01956,0.885714,1.12958,0.885714,1.07015,0.885714,All
0.941347,0.892857,1.09808,0.892857,1.39201,0.892857,1.0222,0.892857,1.15945,0.892857,1.07605,0.892857,All
0.946087,0.9,1.10033,0.9,1.4025,0.9,1.04139,0.9,1.16502,0.9,1.07679,0.9,All
0.962077,0.907143,1.20522,0.907143,1.43619,0.907143,1.11812,0.907143,1.21266,0.907143,1.14589,0.907143,All
0.96285,0.914286,1.23901,0.914286,1.518,0.914286,1.13645,0.914286,1.24181,0.914286,1.24171,0.914286,All
0.992695,0.921429,1.26101,0.921429,1.56992,0.921429,1.19731,0.921429,1.28541,0.921429,1.262,0.921429,All
0.997131,0.928571,1.28616,0.928571,1.57772,0.928571,1.29553,0.928571,1.32322,0.928571,1.33503,0.928571,All
1.00995,0.935714,1.32028,0.935714,1.63211,0.935714,1.46536,0.935714,1.41058,0.935714,1.35003,0.935714,All
1.01758,0.942857,1.45277,0.942857,1.67642,0.942857,1.4989,0.942857,1.42466,0.942857,1.35556,0.942857,All
1.04657,0.95,1.47303,0.95,1.75977,0.95,1.52523,0.95,1.46013,0.95,1.4829,0.95,All
1.05791,0.957143,1.54726,0.957143,1.79957,0.957143,1.63228,0.957143,1.64391,0.957143,1.48575,0.957143,All
1.0633,0.964286,1.64137,0.964286,1.80053,0.964286,1.63786,0.964286,1.6874,0.964286,1.71505,0.964286,All
1.0688,0.971429,1.77118,0.971429,1.81137,0.971429,1.68922,0.971429,2.0605,0.971429,1.87003,0.971429,All
1.07995,0.978571,1.83027,0.978571,1.98358,0.978571,1.91322,0.978571,2.29915,0.978571,2.02957,0.978571,All
1.08399,0.985714,1.92665,0.985714,2.02457,0.985714,2.01605,0.985714,2.49804,0.985714,2.05346,0.985714,All
1.09957,0.992857,2.02357,0.992857,2.20816,0.992857,2.36756,0.992857,2.80401,0.992857,2.11967,0.992857,All
1.15118,1,2.06008,1,2.26531,1,2.39642,1,3.01483,1,2.63658,1,All
4,1,4,1,4,1,4,1,4,1,4,1,All
