trans_Cl_vs_CLCRMLMIN_abscissa,trans_Cl_vs_CLCRMLMIN_spline,trans_Cl_vs_CLCRMLMIN_regression,trans_Cl_vs_WTKG_abscissa,trans_Cl_vs_WTKG_spline,trans_Cl_vs_WTKG_regression,trans_Cl_vs_logtCLCRMLMIN_abscissa,trans_Cl_vs_logtCLCRMLMIN_spline,trans_Cl_vs_logtCLCRMLMIN_regression,trans_Q_vs_CLCRMLMIN_abscissa,trans_Q_vs_CLCRMLMIN_spline,trans_Q_vs_CLCRMLMIN_regression,trans_Q_vs_WTKG_abscissa,trans_Q_vs_WTKG_spline,trans_Q_vs_WTKG_regression,trans_Q_vs_logtCLCRMLMIN_abscissa,trans_Q_vs_logtCLCRMLMIN_spline,trans_Q_vs_logtCLCRMLMIN_regression,trans_V1_vs_CLCRMLMIN_abscissa,trans_V1_vs_CLCRMLMIN_spline,trans_V1_vs_CLCRMLMIN_regression,trans_V1_vs_WTKG_abscissa,trans_V1_vs_WTKG_spline,trans_V1_vs_WTKG_regression,trans_V1_vs_logtCLCRMLMIN_abscissa,trans_V1_vs_logtCLCRMLMIN_spline,trans_V1_vs_logtCLCRMLMIN_regression,trans_V2_vs_CLCRMLMIN_abscissa,trans_V2_vs_CLCRMLMIN_spline,trans_V2_vs_CLCRMLMIN_regression,trans_V2_vs_WTKG_abscissa,trans_V2_vs_WTKG_spline,trans_V2_vs_WTKG_regression,trans_V2_vs_logtCLCRMLMIN_abscissa,trans_V2_vs_logtCLCRMLMIN_spline,trans_V2_vs_logtCLCRMLMIN_regression,split
115.809,1.64681,1.51113,57.8182,1.51504,1.58415,-0.260975,1.57992,1.47917,115.809,1.36485,1.82508,57.8182,1.59552,1.78225,-0.260975,1.70418,1.83483,115.809,3.10209,3.02272,57.8182,2.85138,2.99909,-0.260975,3.07832,3.0157,115.809,3.13488,3.25014,57.8182,3.17178,3.29083,-0.260975,3.17373,3.25485,All
116.826,1.66011,1.51549,58.1414,1.54761,1.58776,-0.253809,1.59105,1.48384,116.826,1.29276,1.82383,58.1414,1.56618,1.78288,-0.253809,1.64627,1.83347,116.826,3.10657,3.02272,58.1414,2.89393,3.00088,-0.253809,3.08199,3.01591,116.826,3.12685,3.24978,58.1414,3.18735,3.28699,-0.253809,3.16723,3.2544,All
117.843,1.6734,1.51985,58.4646,1.58018,1.59137,-0.246643,1.60217,1.48852,117.843,1.22067,1.82258,58.4646,1.53685,1.78351,-0.246643,1.58836,1.83212,117.843,3.11104,3.02272,58.4646,2.93648,3.00267,-0.246643,3.08566,3.01613,117.843,3.11882,3.24943,58.4646,3.20292,3.28315,-0.246643,3.16073,3.25396,All
118.861,1.68669,1.52422,58.7879,1.61275,1.59499,-0.239477,1.61329,1.49319,118.861,1.14858,1.82133,58.7879,1.50751,1.78414,-0.239477,1.53045,1.83076,118.861,3.11552,3.02272,58.7879,2.97903,3.00446,-0.239477,3.08933,3.01634,118.861,3.11079,3.24907,58.7879,3.21849,3.27931,-0.239477,3.15423,3.25351,All
119.878,1.69958,1.52858,59.1111,1.64533,1.5986,-0.232311,1.62442,1.49786,119.878,1.092,1.82008,59.1111,1.47817,1.78477,-0.232311,1.47254,1.8294,119.878,3.11937,3.02271,59.1111,3.02158,3.00625,-0.232311,3.093,3.01655,119.878,3.10249,3.24872,59.1111,3.23406,3.27548,-0.232311,3.14773,3.25307,All
120.895,1.70749,1.53294,59.4343,1.6779,1.60221,-0.225145,1.63554,1.50253,120.895,1.22264,1.81883,59.4343,1.44883,1.7854,-0.225145,1.41463,1.82805,120.895,3.11578,3.02271,59.4343,3.06413,3.00804,-0.225145,3.09667,3.01676,120.895,3.09098,3.24836,59.4343,3.24963,3.27164,-0.225145,3.14123,3.25262,All
121.912,1.71539,1.5373,59.7576,1.71047,1.60582,-0.217979,1.64666,1.50721,121.912,1.35328,1.81758,59.7576,1.41949,1.78603,-0.217979,1.35672,1.82669,121.912,3.11218,3.02271,59.7576,3.10668,3.00983,-0.217979,3.10034,3.01698,121.912,3.07947,3.24801,59.7576,3.2652,3.2678,-0.217979,3.13473,3.25218,All
122.929,1.7233,1.54167,60.0808,1.73361,1.60943,-0.210813,1.65779,1.51188,122.929,1.48392,1.81633,60.0808,1.47494,1.78666,-0.210813,1.29881,1.82533,122.929,3.10858,3.02271,60.0808,3.14983,3.01163,-0.210813,3.10402,3.01719,122.929,3.06796,3.24765,60.0808,3.29374,3.26396,-0.210813,3.12823,3.25173,All
123.946,1.73121,1.54603,60.404,1.72843,1.61304,-0.203647,1.66891,1.51655,123.946,1.61456,1.81508,60.404,1.78478,1.78729,-0.203647,1.2409,1.82398,123.946,3.10498,3.0227,60.404,3.1948,3.01342,-0.203647,3.10769,3.0174,123.946,3.05645,3.24729,60.404,3.36118,3.26012,-0.203647,3.12173,3.25129,All
124.964,1.73912,1.55039,60.7273,1.72325,1.61665,-0.196482,1.68003,1.52123,124.964,1.7452,1.81383,60.7273,2.09462,1.78792,-0.196482,1.18299,1.82262,124.964,3.10138,3.0227,60.7273,3.23977,3.01521,-0.196482,3.11136,3.01762,124.964,3.04494,3.24694,60.7273,3.42862,3.25628,-0.196482,3.11523,3.25084,All
125.981,1.50578,1.55475,61.0505,1.71451,1.62026,-0.189316,1.69115,1.5259,125.981,1.4721,1.81258,61.0505,2.34021,1.78855,-0.189316,1.12508,1.82126,125.981,2.99824,3.0227,61.0505,3.2552,3.017,-0.189316,3.11503,3.01783,125.981,3.30656,3.24658,61.0505,3.45664,3.25244,-0.189316,3.10873,3.2504,All
126.998,1.32621,1.55912,61.3737,1.68651,1.62388,-0.18215,1.70127,1.53057,126.998,1.26667,1.81133,61.3737,2.23891,1.78918,-0.18215,1.11094,1.8199,126.998,2.9112,3.0227,61.3737,3.11117,3.01879,-0.18215,3.11699,3.01804,126.998,3.49765,3.24623,61.3737,3.27178,3.24861,-0.18215,3.10134,3.24995,All
128.015,1.36659,1.56348,61.697,1.65851,1.62749,-0.174984,1.70845,1.53524,128.015,1.37543,1.81008,61.697,2.13761,1.78981,-0.174984,1.22351,1.81855,128.015,2.90021,3.02269,61.697,2.96714,3.02058,-0.174984,3.11397,3.01826,128.015,3.41643,3.24587,61.697,3.08691,3.24477,-0.174984,3.09135,3.24951,All
129.032,1.40697,1.56784,62.0202,1.63215,1.6311,-0.167818,1.71564,1.53992,129.032,1.48419,1.80883,62.0202,2.04227,1.79044,-0.167818,1.33608,1.81719,129.032,2.88921,3.02269,62.0202,2.83312,3.02237,-0.167818,3.11095,3.01847,129.032,3.33521,3.24552,62.0202,2.91473,3.24093,-0.167818,3.08137,3.24906,All
130.049,1.44735,1.5722,62.3434,1.63035,1.63471,-0.160652,1.72282,1.54459,130.049,1.59294,1.80758,62.3434,2.03647,1.79107,-0.160652,1.44864,1.81583,130.049,2.87822,3.02269,62.3434,2.84918,3.02417,-0.160652,3.10793,3.01868,130.049,3.25399,3.24516,62.3434,2.93269,3.23709,-0.160652,3.07139,3.24862,All
131.067,1.48773,1.57657,62.6667,1.62855,1.63832,-0.153486,1.73001,1.54926,131.067,1.7017,1.80633,62.6667,2.03067,1.7917,-0.153486,1.56121,1.81448,131.067,2.86723,3.02269,62.6667,2.86524,3.02596,-0.153486,3.10491,3.0189,131.067,3.17278,3.24481,62.6667,2.95066,3.23325,-0.153486,3.0614,3.24817,All
132.084,1.52811,1.58093,62.9899,1.62674,1.64193,-0.14632,1.7372,1.55393,132.084,1.81046,1.80508,62.9899,2.02486,1.79233,-0.14632,1.67378,1.81312,132.084,2.85623,3.02269,62.9899,2.8813,3.02775,-0.14632,3.1019,3.01911,132.084,3.09156,3.24445,62.9899,2.96863,3.22941,-0.14632,3.05142,3.24773,All
133.101,1.56849,1.58529,63.3131,1.62494,1.64554,-0.139154,1.69112,1.55861,133.101,1.91922,1.80383,63.3131,2.01906,1.79296,-0.139154,1.69785,1.81176,133.101,2.84524,3.02268,63.3131,2.89736,3.02954,-0.139154,3.07687,3.01932,133.101,3.01034,3.2441,63.3131,2.98659,3.22557,-0.139154,3.10171,3.24728,All
134.118,1.60887,1.58966,63.6364,1.62314,1.64915,-0.131988,1.45135,1.56328,134.118,2.02798,1.80258,63.6364,2.01326,1.79359,-0.131988,1.40009,1.8104,134.118,2.83425,3.02268,63.6364,2.91343,3.03133,-0.131988,2.97181,3.01954,134.118,2.92913,3.24374,63.6364,3.00456,3.22174,-0.131988,3.37121,3.24684,All
135.135,1.63042,1.59402,63.9596,1.62134,1.65277,-0.124823,1.33413,1.56795,135.135,2.09149,1.80133,63.9596,2.00745,1.79422,-0.124823,1.27815,1.80905,135.135,2.89569,3.02268,63.9596,2.92949,3.03312,-0.124823,2.90877,3.01975,135.135,2.9948,3.24339,63.9596,3.02253,3.2179,-0.124823,3.48851,3.24639,All
136.153,1.64787,1.59838,64.2828,1.61954,1.65638,-0.117657,1.3715,1.57262,136.153,2.14516,1.80008,64.2828,2.00165,1.79485,-0.117657,1.37803,1.80769,136.153,2.97289,3.02268,64.2828,2.94555,3.03491,-0.117657,2.89876,3.01996,136.153,3.09243,3.24303,64.2828,3.04049,3.21406,-0.117657,3.41382,3.24594,All
137.17,1.66531,1.60274,64.6061,1.61773,1.65999,-0.110491,1.40888,1.5773,137.17,2.19882,1.79883,64.6061,1.99584,1.79548,-0.110491,1.47791,1.80633,137.17,3.05009,3.02267,64.6061,2.96161,3.0367,-0.110491,2.88874,3.02018,137.17,3.19007,3.24268,64.6061,3.05846,3.21022,-0.110491,3.33912,3.2455,All
138.187,1.68276,1.60711,64.9293,1.61593,1.6636,-0.103325,1.44626,1.58197,138.187,2.25249,1.79758,64.9293,1.99004,1.79611,-0.103325,1.57778,1.80498,138.187,3.12729,3.02267,64.9293,2.97767,3.0385,-0.103325,2.87872,3.02039,138.187,3.28771,3.24232,64.9293,3.07643,3.20638,-0.103325,3.26443,3.24505,All
139.204,1.70021,1.61147,65.2525,1.61413,1.66721,-0.096159,1.48364,1.58664,139.204,2.30616,1.79633,65.2525,1.98424,1.79674,-0.096159,1.67766,1.80362,139.204,3.2045,3.02267,65.2525,2.99373,3.04029,-0.096159,2.8687,3.0206,139.204,3.38535,3.24197,65.2525,3.09439,3.20254,-0.096159,3.18973,3.24461,All
140.221,1.71753,1.61583,65.5758,1.61233,1.67082,-0.0889931,1.52102,1.59131,140.221,2.35467,1.79508,65.5758,1.97843,1.79737,-0.0889931,1.77754,1.80226,140.221,3.27934,3.02267,65.5758,3.00979,3.04208,-0.0889931,2.85869,3.02082,140.221,3.47952,3.24161,65.5758,3.11236,3.1987,-0.0889931,3.11504,3.24416,All
141.238,1.72892,1.62019,65.899,1.61053,1.67443,-0.0818272,1.5584,1.59599,141.238,2.16124,1.79383,65.899,1.97263,1.798,-0.0818272,1.87741,1.80091,141.238,3.24367,3.02266,65.899,3.02585,3.04387,-0.0818272,2.84867,3.02103,141.238,3.41081,3.24125,65.899,3.13032,3.19487,-0.0818272,3.04035,3.24372,All
142.256,1.7403,1.62456,66.2222,1.60872,1.67805,-0.0746613,1.59578,1.60066,142.256,1.96781,1.79258,66.2222,1.96683,1.79863,-0.0746613,1.97729,1.79955,142.256,3.20799,3.02266,66.2222,3.04191,3.04566,-0.0746613,2.83865,3.02124,142.256,3.3421,3.2409,66.2222,3.14829,3.19103,-0.0746613,2.96565,3.24327,All
143.273,1.75169,1.62892,66.5455,1.60692,1.68166,-0.0674954,1.6268,1.60533,143.273,1.77438,1.79133,66.5455,1.96102,1.79926,-0.0674954,2.06213,1.79819,143.273,3.17231,3.02266,66.5455,3.05798,3.04745,-0.0674954,2.85514,3.02146,143.273,3.27339,3.24054,66.5455,3.16626,3.18719,-0.0674954,2.94384,3.24283,All
144.29,1.75434,1.63328,66.8687,1.60512,1.68527,-0.0603295,1.64385,1.61,144.29,1.69025,1.79008,66.8687,1.95522,1.79989,-0.0603295,2.11396,1.79683,144.29,3.14995,3.02266,66.8687,3.07404,3.04924,-0.0603295,2.92987,3.02167,144.29,3.24095,3.24019,66.8687,3.18422,3.18335,-0.0603295,3.0382,3.24238,All
145.307,1.74758,1.63764,67.1919,1.60768,1.68888,-0.0531636,1.6609,1.61468,145.307,1.72375,1.78883,67.1919,1.95051,1.80052,-0.0531636,2.16578,1.79548,145.307,3.1419,3.02265,67.1919,3.08139,3.05104,-0.0531636,3.00459,3.02188,145.307,3.24755,3.23983,67.1919,3.18838,3.17951,-0.0531636,3.13255,3.24194,All
146.324,1.74082,1.64201,67.5152,1.61322,1.69249,-0.0459977,1.67795,1.61935,146.324,1.75726,1.78758,67.5152,1.94655,1.80115,-0.0459977,2.2176,1.79412,146.324,3.13386,3.02265,67.5152,3.08278,3.05283,-0.0459977,3.07931,3.0221,146.324,3.25414,3.23948,67.5152,3.18309,3.17567,-0.0459977,3.2269,3.24149,All
147.341,1.73406,1.64637,67.8384,1.61876,1.6961,-0.0388318,1.695,1.62402,147.341,1.79077,1.78633,67.8384,1.94259,1.80178,-0.0388318,2.26943,1.79276,147.341,3.12581,3.02265,67.8384,3.08417,3.05462,-0.0388318,3.15404,3.02231,147.341,3.26074,3.23912,67.8384,3.1778,3.17183,-0.0388318,3.32126,3.24105,All
148.359,1.7273,1.65073,68.1616,1.6243,1.69971,-0.0316658,1.71205,1.62869,148.359,1.82427,1.78508,68.1616,1.93862,1.80241,-0.0316658,2.32125,1.79141,148.359,3.11777,3.02265,68.1616,3.08556,3.05641,-0.0316658,3.22876,3.02252,148.359,3.26733,3.23877,68.1616,3.17252,3.168,-0.0316658,3.41561,3.2406,All
149.376,1.72054,1.65509,68.4848,1.62984,1.70332,-0.0244999,1.72737,1.63337,149.376,1.85778,1.78383,68.4848,1.93466,1.80304,-0.0244999,2.29626,1.79005,149.376,3.10973,3.02265,68.4848,3.08695,3.0582,-0.0244999,3.26894,3.02274,149.376,3.27393,3.23841,68.4848,3.16723,3.16416,-0.0244999,3.45889,3.24016,All
150.393,1.71378,1.65946,68.8081,1.63538,1.70694,-0.017334,1.73888,1.63804,150.393,1.89129,1.78258,68.8081,1.9307,1.80367,-0.017334,2.10273,1.78869,150.393,3.10168,3.02264,68.8081,3.08834,3.05999,-0.017334,3.23334,3.02295,150.393,3.28052,3.23806,68.8081,3.16194,3.16032,-0.017334,3.39013,3.23971,All
151.41,1.70702,1.66382,69.1313,1.64092,1.71055,-0.0101681,1.75039,1.64271,151.41,1.9248,1.78133,69.1313,1.92674,1.8043,-0.0101681,1.90919,1.78733,151.41,3.09364,3.02264,69.1313,3.08973,3.06178,-0.0101681,3.19774,3.02316,151.41,3.28712,3.2377,69.1313,3.15665,3.15648,-0.0101681,3.32136,3.23927,All
152.427,1.70027,1.66818,69.4545,1.64646,1.71416,-0.00300224,1.7619,1.64738,152.427,1.9583,1.78008,69.4545,1.92278,1.80493,-0.00300224,1.71565,1.78598,152.427,3.08559,3.02264,69.4545,3.09112,3.06358,-0.00300224,3.16214,3.02337,152.427,3.29371,3.23735,69.4545,3.15136,3.15264,-0.00300224,3.2526,3.23882,All
153.444,1.69351,1.67255,69.7778,1.65201,1.71777,0.00416366,1.75887,1.65206,153.444,1.99181,1.77883,69.7778,1.91881,1.80556,0.00416366,1.69996,1.78462,153.444,3.07755,3.02264,69.7778,3.09251,3.06537,0.00416366,3.1475,3.02359,153.444,3.30031,3.23699,69.7778,3.14607,3.1488,0.00416366,3.24259,3.23838,All
154.462,1.68675,1.67691,70.101,1.65755,1.72138,0.0113296,1.75162,1.65673,154.462,2.02532,1.77758,70.101,1.91485,1.80619,0.0113296,1.7359,1.78326,154.462,3.06951,3.02263,70.101,3.0939,3.06716,0.0113296,3.13896,3.0238,154.462,3.3069,3.23664,70.101,3.14078,3.14497,0.0113296,3.24964,3.23793,All
155.479,1.67999,1.68127,70.4242,1.66309,1.72499,0.0184955,1.74436,1.6614,155.479,2.05882,1.77633,70.4242,1.91089,1.80682,0.0184955,1.77184,1.78191,155.479,3.06146,3.02263,70.4242,3.09529,3.06895,0.0184955,3.13042,3.02401,155.479,3.31349,3.23628,70.4242,3.1355,3.14113,0.0184955,3.25669,3.23749,All
156.496,1.67323,1.68563,70.7475,1.66863,1.7286,0.0256614,1.73711,1.66607,156.496,2.09233,1.77508,70.7475,1.90693,1.80745,0.0256614,1.80778,1.78055,156.496,3.05342,3.02263,70.7475,3.09668,3.07074,0.0256614,3.12187,3.02423,156.496,3.32009,3.23593,70.7475,3.13021,3.13729,0.0256614,3.26373,3.23704,All
157.513,1.66647,1.69,71.0707,1.67417,1.73222,0.0328273,1.72985,1.67075,157.513,2.12584,1.77383,71.0707,1.90297,1.80808,0.0328273,1.84373,1.77919,157.513,3.04537,3.02263,71.0707,3.09806,3.07253,0.0328273,3.11333,3.02444,157.513,3.32668,3.23557,71.0707,3.12492,3.13345,0.0328273,3.27078,3.2366,All
158.53,1.65971,1.69436,71.3939,1.67971,1.73583,0.0399932,1.7226,1.67542,158.53,2.15934,1.77258,71.3939,1.899,1.80871,0.0399932,1.87967,1.77784,158.53,3.03733,3.02262,71.3939,3.09945,3.07432,0.0399932,3.10479,3.02465,158.53,3.33328,3.23521,71.3939,3.11963,3.12961,0.0399932,3.27783,3.23615,All
159.547,1.65295,1.69872,71.7172,1.68525,1.73944,0.0471591,1.71535,1.68009,159.547,2.19285,1.77133,71.7172,1.89504,1.80934,0.0471591,1.91561,1.77648,159.547,3.02929,3.02262,71.7172,3.10084,3.07611,0.0471591,3.09624,3.02487,159.547,3.33987,3.23486,71.7172,3.11434,3.12577,0.0471591,3.28488,3.23571,All
160.565,1.64619,1.70308,72.0404,1.69079,1.74305,0.054325,1.70809,1.68477,160.565,2.22636,1.77008,72.0404,1.89108,1.80997,0.054325,1.95155,1.77512,160.565,3.02124,3.02262,72.0404,3.10223,3.07791,0.054325,3.0877,3.02508,160.565,3.34647,3.2345,72.0404,3.10905,3.12193,0.054325,3.29193,3.23526,All
161.582,1.64619,1.70745,72.3636,1.69633,1.74666,0.0614909,1.70084,1.68944,161.582,2.23314,1.76883,72.3636,1.88712,1.8106,0.0614909,1.98749,1.77376,161.582,3.02004,3.02262,72.3636,3.10362,3.0797,0.0614909,3.07916,3.02529,161.582,3.35153,3.23415,72.3636,3.10377,3.1181,0.0614909,3.29898,3.23482,All
162.599,1.6537,1.71181,72.6869,1.70187,1.75027,0.0686568,1.69358,1.69411,162.599,2.21023,1.76758,72.6869,1.88316,1.81123,0.0686568,2.02343,1.77241,162.599,3.02644,3.02261,72.6869,3.10501,3.08149,0.0686568,3.07061,3.02551,162.599,3.35488,3.23379,72.6869,3.09848,3.11426,0.0686568,3.30603,3.23437,All
163.616,1.66121,1.71617,73.0101,1.70741,1.75388,0.0758227,1.68633,1.69878,163.616,2.18731,1.76633,73.0101,1.87919,1.81186,0.0758227,2.05937,1.77105,163.616,3.03283,3.02261,73.0101,3.1064,3.08328,0.0758227,3.06207,3.02572,163.616,3.35823,3.23344,73.0101,3.09319,3.11042,0.0758227,3.31308,3.23393,All
164.633,1.66871,1.72053,73.3333,1.71296,1.75749,0.0829886,1.67907,1.70346,164.633,2.1644,1.76508,73.3333,1.87523,1.81249,0.0829886,2.09531,1.76969,164.633,3.03923,3.02261,73.3333,3.10779,3.08507,0.0829886,3.05352,3.02593,164.633,3.36158,3.23308,73.3333,3.0879,3.10658,0.0829886,3.32013,3.23348,All
165.651,1.67622,1.7249,73.6566,1.7185,1.76111,0.0901545,1.67182,1.70813,165.651,2.14149,1.76383,73.6566,1.87127,1.81312,0.0901545,2.13126,1.76834,165.651,3.04563,3.02261,73.6566,3.10918,3.08686,0.0901545,3.04498,3.02615,165.651,3.36493,3.23273,73.6566,3.08261,3.10274,0.0901545,3.32718,3.23304,All
