standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,standEta_bias_abscissa,standEta_bias_cdf,split
-2.17905,0.03,-2.06028,0.03,-2.18055,0.03,-1.84752,0.03,-1.96479,0.03,All
-2.17373,0.0314286,-2.05522,0.0314286,-2.17184,0.0314286,-1.83555,0.0314286,-1.94251,0.0314286,All
-2.17096,0.0328571,-2.04127,0.0328571,-2.16306,0.0328571,-1.82677,0.0328571,-1.89407,0.0328571,All
-2.166,0.0342857,-2.03441,0.0342857,-2.16016,0.0342857,-1.81945,0.0342857,-1.87136,0.0342857,All
-2.16294,0.0357143,-2.02905,0.0357143,-2.15063,0.0357143,-1.8169,0.0357143,-1.87074,0.0357143,All
-2.15421,0.0371429,-2.02332,0.0371429,-2.14938,0.0371429,-1.76224,0.0371429,-1.85969,0.0371429,All
-2.15212,0.0385714,-2.01807,0.0385714,-2.12391,0.0385714,-1.76049,0.0385714,-1.85704,0.0385714,All
-2.13879,0.04,-2.00788,0.04,-2.12146,0.04,-1.75541,0.04,-1.84634,0.04,All
-2.13075,0.0414286,-1.99254,0.0414286,-2.11722,0.0414286,-1.74482,0.0414286,-1.80116,0.0414286,All
-2.13026,0.0428571,-1.95281,0.0428571,-2.10703,0.0428571,-1.74062,0.0428571,-1.78577,0.0428571,All
-2.11511,0.0442857,-1.94602,0.0442857,-2.08912,0.0442857,-1.73419,0.0442857,-1.76897,0.0442857,All
-2.09738,0.0457143,-1.94581,0.0457143,-2.08375,0.0457143,-1.73387,0.0457143,-1.75086,0.0457143,All
-2.0901,0.0471429,-1.93296,0.0471429,-2.05844,0.0471429,-1.72528,0.0471429,-1.74713,0.0471429,All
-2.08833,0.0485714,-1.93069,0.0485714,-2.05372,0.0485714,-1.68921,0.0485714,-1.73019,0.0485714,All
-2.08546,0.05,-1.92443,0.05,-2.05343,0.05,-1.65823,0.05,-1.72232,0.05,All
-2.08481,0.0514286,-1.91327,0.0514286,-2.0144,0.0514286,-1.64851,0.0514286,-1.70588,0.0514286,All
-2.08141,0.0528571,-1.91044,0.0528571,-2.00324,0.0528571,-1.62691,0.0528571,-1.66612,0.0528571,All
-2.06917,0.0542857,-1.90514,0.0542857,-1.99772,0.0542857,-1.6255,0.0542857,-1.64647,0.0542857,All
-2.05191,0.0557143,-1.87974,0.0557143,-1.99456,0.0557143,-1.62073,0.0557143,-1.63523,0.0557143,All
-2.04853,0.0571429,-1.87819,0.0571429,-1.96048,0.0571429,-1.61823,0.0571429,-1.62116,0.0571429,All
-2.0446,0.0585714,-1.87771,0.0585714,-1.95768,0.0585714,-1.6177,0.0585714,-1.61717,0.0585714,All
-2.01253,0.06,-1.87385,0.06,-1.897,0.06,-1.61671,0.06,-1.58949,0.06,All
-2.00196,0.0614286,-1.87057,0.0614286,-1.896,0.0614286,-1.61343,0.0614286,-1.56169,0.0614286,All
-1.99038,0.0628571,-1.86636,0.0628571,-1.88894,0.0628571,-1.6091,0.0628571,-1.55738,0.0628571,All
-1.98376,0.0642857,-1.85506,0.0642857,-1.88563,0.0642857,-1.59825,0.0642857,-1.55013,0.0642857,All
-1.94475,0.0657143,-1.85152,0.0657143,-1.8577,0.0657143,-1.58955,0.0657143,-1.53501,0.0657143,All
-1.93372,0.0671429,-1.84612,0.0671429,-1.84939,0.0671429,-1.58316,0.0671429,-1.50537,0.0671429,All
-1.93133,0.0685714,-1.83548,0.0685714,-1.83938,0.0685714,-1.57949,0.0685714,-1.50456,0.0685714,All
-1.92941,0.07,-1.82152,0.07,-1.8071,0.07,-1.56636,0.07,-1.46129,0.07,All
-1.92831,0.0714286,-1.81045,0.0714286,-1.80574,0.0714286,-1.56529,0.0714286,-1.4564,0.0714286,All
-1.8966,0.0728571,-1.77296,0.0728571,-1.80109,0.0728571,-1.5583,0.0728571,-1.43045,0.0728571,All
-1.85913,0.0742857,-1.76358,0.0742857,-1.7459,0.0742857,-1.55602,0.0742857,-1.42105,0.0742857,All
-1.85537,0.0757143,-1.76116,0.0757143,-1.74129,0.0757143,-1.54301,0.0757143,-1.40721,0.0757143,All
-1.85131,0.0771429,-1.75635,0.0771429,-1.72475,0.0771429,-1.54134,0.0771429,-1.40664,0.0771429,All
-1.83137,0.0785714,-1.74986,0.0785714,-1.66902,0.0785714,-1.53771,0.0785714,-1.40114,0.0785714,All
-1.81879,0.08,-1.70957,0.08,-1.6624,0.08,-1.52016,0.08,-1.37854,0.08,All
-1.80799,0.0814286,-1.70162,0.0814286,-1.64107,0.0814286,-1.51655,0.0814286,-1.37772,0.0814286,All
-1.80536,0.0828571,-1.68945,0.0828571,-1.63888,0.0828571,-1.49472,0.0828571,-1.36888,0.0828571,All
-1.76941,0.0842857,-1.68798,0.0842857,-1.62595,0.0842857,-1.48696,0.0842857,-1.35587,0.0842857,All
-1.75173,0.0857143,-1.63921,0.0857143,-1.61721,0.0857143,-1.48189,0.0857143,-1.34482,0.0857143,All
-1.75135,0.0871429,-1.63801,0.0871429,-1.61702,0.0871429,-1.47523,0.0871429,-1.33704,0.0871429,All
-1.75123,0.0885714,-1.63133,0.0885714,-1.61,0.0885714,-1.47207,0.0885714,-1.33053,0.0885714,All
-1.74425,0.09,-1.63069,0.09,-1.59138,0.09,-1.46668,0.09,-1.3267,0.09,All
-1.7428,0.0914286,-1.62727,0.0914286,-1.59005,0.0914286,-1.46418,0.0914286,-1.32604,0.0914286,All
-1.73022,0.0928571,-1.62102,0.0928571,-1.57213,0.0928571,-1.46097,0.0928571,-1.30962,0.0928571,All
-1.72385,0.0942857,-1.62086,0.0942857,-1.57198,0.0942857,-1.45094,0.0942857,-1.30933,0.0942857,All
-1.7184,0.0957143,-1.58321,0.0957143,-1.56105,0.0957143,-1.44784,0.0957143,-1.30746,0.0957143,All
-1.71088,0.0971429,-1.55698,0.0971429,-1.5319,0.0971429,-1.44506,0.0971429,-1.30539,0.0971429,All
-1.6946,0.0985714,-1.53248,0.0985714,-1.52679,0.0985714,-1.42313,0.0985714,-1.30355,0.0985714,All
-1.69,0.1,-1.52022,0.1,-1.50887,0.1,-1.40801,0.1,-1.29766,0.1,All
-1.68271,0.101429,-1.49908,0.101429,-1.501,0.101429,-1.37658,0.101429,-1.29102,0.101429,All
-1.67897,0.102857,-1.49819,0.102857,-1.49692,0.102857,-1.37409,0.102857,-1.27741,0.102857,All
-1.67474,0.104286,-1.49357,0.104286,-1.48181,0.104286,-1.3728,0.104286,-1.26794,0.104286,All
-1.674,0.105714,-1.45971,0.105714,-1.46203,0.105714,-1.35924,0.105714,-1.26485,0.105714,All
-1.6666,0.107143,-1.45182,0.107143,-1.46089,0.107143,-1.35659,0.107143,-1.24031,0.107143,All
-1.65746,0.108571,-1.44411,0.108571,-1.45625,0.108571,-1.34928,0.108571,-1.23974,0.108571,All
-1.65266,0.11,-1.44356,0.11,-1.4529,0.11,-1.3416,0.11,-1.23922,0.11,All
-1.65191,0.111429,-1.4189,0.111429,-1.43637,0.111429,-1.33984,0.111429,-1.23392,0.111429,All
-1.64487,0.112857,-1.41592,0.112857,-1.43338,0.112857,-1.33753,0.112857,-1.2335,0.112857,All
-1.62099,0.114286,-1.41399,0.114286,-1.42412,0.114286,-1.32372,0.114286,-1.23301,0.114286,All
-1.6204,0.115714,-1.41095,0.115714,-1.42273,0.115714,-1.3234,0.115714,-1.22164,0.115714,All
-1.6191,0.117143,-1.40982,0.117143,-1.41711,0.117143,-1.32245,0.117143,-1.2199,0.117143,All
-1.60878,0.118571,-1.40832,0.118571,-1.40869,0.118571,-1.32027,0.118571,-1.21952,0.118571,All
-1.59359,0.12,-1.40652,0.12,-1.40146,0.12,-1.31788,0.12,-1.1933,0.12,All
-1.57396,0.121429,-1.39384,0.121429,-1.39955,0.121429,-1.31419,0.121429,-1.18889,0.121429,All
-1.55537,0.122857,-1.3891,0.122857,-1.37901,0.122857,-1.31342,0.122857,-1.18597,0.122857,All
-1.54702,0.124286,-1.38157,0.124286,-1.37808,0.124286,-1.30701,0.124286,-1.18104,0.124286,All
-1.54606,0.125714,-1.35685,0.125714,-1.37299,0.125714,-1.30495,0.125714,-1.17692,0.125714,All
-1.53951,0.127143,-1.35629,0.127143,-1.35795,0.127143,-1.30065,0.127143,-1.17512,0.127143,All
-1.53808,0.128571,-1.35425,0.128571,-1.35164,0.128571,-1.27938,0.128571,-1.17136,0.128571,All
-1.50616,0.13,-1.34384,0.13,-1.3265,0.13,-1.25824,0.13,-1.16451,0.13,All
-1.49886,0.131429,-1.34343,0.131429,-1.30939,0.131429,-1.25646,0.131429,-1.14445,0.131429,All
-1.49179,0.132857,-1.33239,0.132857,-1.30494,0.132857,-1.25331,0.132857,-1.1437,0.132857,All
-1.46301,0.134286,-1.32743,0.134286,-1.2964,0.134286,-1.25228,0.134286,-1.142,0.134286,All
-1.46228,0.135714,-1.29719,0.135714,-1.28022,0.135714,-1.25145,0.135714,-1.13991,0.135714,All
-1.44139,0.137143,-1.28793,0.137143,-1.27556,0.137143,-1.24168,0.137143,-1.13795,0.137143,All
-1.43986,0.138571,-1.28736,0.138571,-1.27502,0.138571,-1.23608,0.138571,-1.12891,0.138571,All
-1.39887,0.14,-1.28587,0.14,-1.22891,0.14,-1.22937,0.14,-1.12635,0.14,All
-1.32062,0.141429,-1.27051,0.141429,-1.22796,0.141429,-1.22584,0.141429,-1.12468,0.141429,All
-1.19014,0.142857,-1.22977,0.142857,-1.21045,0.142857,-1.22192,0.142857,-1.12107,0.142857,All
-1.03795,0.144286,-1.22971,0.144286,-1.17175,0.144286,-1.21841,0.144286,-1.11609,0.144286,All
-0.951043,0.145714,-1.22845,0.145714,-1.16653,0.145714,-1.21702,0.145714,-1.11599,0.145714,All
-0.930727,0.147143,-1.21961,0.147143,-1.16003,0.147143,-1.17644,0.147143,-1.11431,0.147143,All
-0.92441,0.148571,-1.2115,0.148571,-1.13089,0.148571,-1.16279,0.148571,-1.11276,0.148571,All
-0.906562,0.15,-1.20282,0.15,-1.1134,0.15,-1.16187,0.15,-1.09033,0.15,All
-0.906282,0.151429,-1.19589,0.151429,-1.1062,0.151429,-1.15335,0.151429,-1.08441,0.151429,All
-0.902055,0.152857,-1.16711,0.152857,-1.10332,0.152857,-1.13718,0.152857,-1.08423,0.152857,All
-0.900628,0.154286,-1.16321,0.154286,-1.10238,0.154286,-1.13539,0.154286,-1.08028,0.154286,All
-0.880983,0.155714,-1.15294,0.155714,-1.0917,0.155714,-1.13395,0.155714,-1.05498,0.155714,All
-0.877773,0.157143,-1.1487,0.157143,-1.08832,0.157143,-1.12379,0.157143,-1.05384,0.157143,All
-0.858852,0.158571,-1.14546,0.158571,-1.0626,0.158571,-1.1151,0.158571,-1.04672,0.158571,All
-0.854404,0.16,-1.13472,0.16,-1.04241,0.16,-1.09037,0.16,-1.04563,0.16,All
-0.849539,0.161429,-1.13314,0.161429,-1.03397,0.161429,-1.07674,0.161429,-1.03902,0.161429,All
-0.843492,0.162857,-1.12283,0.162857,-1.02324,0.162857,-1.07583,0.162857,-1.02334,0.162857,All
-0.836454,0.164286,-1.11998,0.164286,-1.017,0.164286,-1.07564,0.164286,-1.01992,0.164286,All
-0.834298,0.165714,-1.11512,0.165714,-1.01603,0.165714,-1.03991,0.165714,-1.01578,0.165714,All
-0.82534,0.167143,-1.11049,0.167143,-1.00909,0.167143,-1.0338,0.167143,-1.01182,0.167143,All
-0.824154,0.168571,-1.0936,0.168571,-1.00409,0.168571,-1.01817,0.168571,-0.996525,0.168571,All
-0.814685,0.17,-1.08746,0.17,-1.00063,0.17,-1.00516,0.17,-0.982657,0.17,All
-0.807545,0.171429,-1.08675,0.171429,-0.992957,0.171429,-0.996547,0.171429,-0.979887,0.171429,All
-0.799582,0.172857,-1.07741,0.172857,-0.963926,0.172857,-0.990933,0.172857,-0.969915,0.172857,All
-0.798596,0.174286,-1.07693,0.174286,-0.947285,0.174286,-0.989927,0.174286,-0.965105,0.174286,All
-0.784039,0.175714,-1.06777,0.175714,-0.941634,0.175714,-0.976792,0.175714,-0.960193,0.175714,All
-0.777325,0.177143,-1.06633,0.177143,-0.939485,0.177143,-0.972348,0.177143,-0.957903,0.177143,All
-0.772875,0.178571,-1.04301,0.178571,-0.929727,0.178571,-0.971515,0.178571,-0.954982,0.178571,All
-0.77249,0.18,-1.04297,0.18,-0.912224,0.18,-0.966506,0.18,-0.948609,0.18,All
-0.769089,0.181429,-1.03947,0.181429,-0.901212,0.181429,-0.956743,0.181429,-0.948515,0.181429,All
-0.764168,0.182857,-1.03326,0.182857,-0.889792,0.182857,-0.920456,0.182857,-0.938318,0.182857,All
-0.760897,0.184286,-1.03235,0.184286,-0.886585,0.184286,-0.917692,0.184286,-0.925724,0.184286,All
-0.752703,0.185714,-1.03159,0.185714,-0.881729,0.185714,-0.906859,0.185714,-0.918349,0.185714,All
-0.750898,0.187143,-1.01315,0.187143,-0.881321,0.187143,-0.904468,0.187143,-0.90517,0.187143,All
-0.749401,0.188571,-1.00032,0.188571,-0.876547,0.188571,-0.902704,0.188571,-0.904816,0.188571,All
-0.748593,0.19,-0.985717,0.19,-0.86741,0.19,-0.885225,0.19,-0.904646,0.19,All
-0.743668,0.191429,-0.984331,0.191429,-0.866197,0.191429,-0.88007,0.191429,-0.901928,0.191429,All
-0.743355,0.192857,-0.97027,0.192857,-0.855777,0.192857,-0.877341,0.192857,-0.897073,0.192857,All
-0.739224,0.194286,-0.957506,0.194286,-0.847051,0.194286,-0.877312,0.194286,-0.892689,0.194286,All
-0.732044,0.195714,-0.954162,0.195714,-0.836919,0.195714,-0.875503,0.195714,-0.890159,0.195714,All
-0.729363,0.197143,-0.916925,0.197143,-0.815369,0.197143,-0.871382,0.197143,-0.888987,0.197143,All
-0.728648,0.198571,-0.899837,0.198571,-0.776433,0.198571,-0.867649,0.198571,-0.888493,0.198571,All
-0.72625,0.2,-0.898695,0.2,-0.775849,0.2,-0.831254,0.2,-0.872589,0.2,All
-0.717148,0.201429,-0.89522,0.201429,-0.775839,0.201429,-0.821272,0.201429,-0.870052,0.201429,All
-0.713943,0.202857,-0.876861,0.202857,-0.76587,0.202857,-0.8031,0.202857,-0.868763,0.202857,All
-0.709151,0.204286,-0.856249,0.204286,-0.757389,0.204286,-0.784611,0.204286,-0.865296,0.204286,All
-0.706082,0.205714,-0.834695,0.205714,-0.75413,0.205714,-0.784277,0.205714,-0.858921,0.205714,All
-0.698677,0.207143,-0.826387,0.207143,-0.753725,0.207143,-0.779403,0.207143,-0.857674,0.207143,All
-0.696638,0.208571,-0.815977,0.208571,-0.741327,0.208571,-0.778487,0.208571,-0.857172,0.208571,All
-0.68508,0.21,-0.812903,0.21,-0.72288,0.21,-0.773038,0.21,-0.857157,0.21,All
-0.684508,0.211429,-0.794482,0.211429,-0.717708,0.211429,-0.771752,0.211429,-0.831674,0.211429,All
-0.683274,0.212857,-0.793333,0.212857,-0.712215,0.212857,-0.769498,0.212857,-0.828215,0.212857,All
-0.677263,0.214286,-0.790856,0.214286,-0.707681,0.214286,-0.767941,0.214286,-0.82672,0.214286,All
-0.675686,0.215714,-0.778214,0.215714,-0.704804,0.215714,-0.7665,0.215714,-0.824793,0.215714,All
-0.675178,0.217143,-0.775002,0.217143,-0.704338,0.217143,-0.748813,0.217143,-0.815985,0.217143,All
-0.671144,0.218571,-0.771715,0.218571,-0.702698,0.218571,-0.745647,0.218571,-0.813124,0.218571,All
-0.664439,0.22,-0.770904,0.22,-0.698451,0.22,-0.73894,0.22,-0.810273,0.22,All
-0.663912,0.221429,-0.764485,0.221429,-0.69005,0.221429,-0.736037,0.221429,-0.810185,0.221429,All
-0.662907,0.222857,-0.761035,0.222857,-0.675418,0.222857,-0.722949,0.222857,-0.802108,0.222857,All
-0.661731,0.224286,-0.758001,0.224286,-0.674538,0.224286,-0.721409,0.224286,-0.800634,0.224286,All
-0.661018,0.225714,-0.754977,0.225714,-0.659452,0.225714,-0.711097,0.225714,-0.792474,0.225714,All
-0.656767,0.227143,-0.735143,0.227143,-0.658385,0.227143,-0.708184,0.227143,-0.7914,0.227143,All
-0.656649,0.228571,-0.721008,0.228571,-0.655945,0.228571,-0.687254,0.228571,-0.787191,0.228571,All
-0.652256,0.23,-0.701408,0.23,-0.655401,0.23,-0.683046,0.23,-0.772337,0.23,All
-0.652125,0.231429,-0.691162,0.231429,-0.640336,0.231429,-0.664233,0.231429,-0.766121,0.231429,All
-0.648282,0.232857,-0.688693,0.232857,-0.637094,0.232857,-0.660989,0.232857,-0.764894,0.232857,All
-0.645894,0.234286,-0.6787,0.234286,-0.636876,0.234286,-0.658751,0.234286,-0.758157,0.234286,All
-0.640689,0.235714,-0.677835,0.235714,-0.628366,0.235714,-0.656618,0.235714,-0.757639,0.235714,All
-0.631964,0.237143,-0.671767,0.237143,-0.625957,0.237143,-0.651517,0.237143,-0.750847,0.237143,All
-0.627832,0.238571,-0.65746,0.238571,-0.621069,0.238571,-0.646834,0.238571,-0.749981,0.238571,All
-0.627654,0.24,-0.653453,0.24,-0.614787,0.24,-0.64011,0.24,-0.7487,0.24,All
-0.623699,0.241429,-0.648986,0.241429,-0.611862,0.241429,-0.63964,0.241429,-0.743624,0.241429,All
-0.616378,0.242857,-0.64465,0.242857,-0.610835,0.242857,-0.636379,0.242857,-0.741847,0.242857,All
-0.615794,0.244286,-0.631835,0.244286,-0.608597,0.244286,-0.619138,0.244286,-0.740871,0.244286,All
-0.614376,0.245714,-0.63126,0.245714,-0.60807,0.245714,-0.614234,0.245714,-0.738572,0.245714,All
-0.588166,0.247143,-0.629683,0.247143,-0.607899,0.247143,-0.605121,0.247143,-0.71783,0.247143,All
-0.581651,0.248571,-0.627977,0.248571,-0.593651,0.248571,-0.605111,0.248571,-0.705729,0.248571,All
-0.580408,0.25,-0.593445,0.25,-0.593397,0.25,-0.602688,0.25,-0.70287,0.25,All
-0.579079,0.251429,-0.573675,0.251429,-0.593305,0.251429,-0.596751,0.251429,-0.69676,0.251429,All
-0.569009,0.252857,-0.573163,0.252857,-0.588639,0.252857,-0.591231,0.252857,-0.688958,0.252857,All
-0.562226,0.254286,-0.561539,0.254286,-0.588199,0.254286,-0.576481,0.254286,-0.68368,0.254286,All
-0.556239,0.255714,-0.545878,0.255714,-0.586744,0.255714,-0.54331,0.255714,-0.681574,0.255714,All
-0.550901,0.257143,-0.533438,0.257143,-0.582713,0.257143,-0.541463,0.257143,-0.674535,0.257143,All
-0.550053,0.258571,-0.525249,0.258571,-0.57297,0.258571,-0.525326,0.258571,-0.669361,0.258571,All
-0.544315,0.26,-0.52224,0.26,-0.555487,0.26,-0.523939,0.26,-0.668388,0.26,All
-0.540495,0.261429,-0.517893,0.261429,-0.537312,0.261429,-0.52001,0.261429,-0.663473,0.261429,All
-0.539693,0.262857,-0.516838,0.262857,-0.528908,0.262857,-0.517477,0.262857,-0.652789,0.262857,All
-0.537951,0.264286,-0.51449,0.264286,-0.52457,0.264286,-0.515033,0.264286,-0.646986,0.264286,All
-0.536265,0.265714,-0.508791,0.265714,-0.523869,0.265714,-0.504761,0.265714,-0.645125,0.265714,All
-0.531117,0.267143,-0.507248,0.267143,-0.517743,0.267143,-0.496952,0.267143,-0.643404,0.267143,All
-0.512668,0.268571,-0.490859,0.268571,-0.511559,0.268571,-0.492972,0.268571,-0.638565,0.268571,All
-0.504918,0.27,-0.477323,0.27,-0.503479,0.27,-0.491486,0.27,-0.636538,0.27,All
-0.503131,0.271429,-0.468402,0.271429,-0.499626,0.271429,-0.489994,0.271429,-0.629585,0.271429,All
-0.501606,0.272857,-0.464596,0.272857,-0.495449,0.272857,-0.480629,0.272857,-0.625717,0.272857,All
-0.498605,0.274286,-0.464343,0.274286,-0.494528,0.274286,-0.479584,0.274286,-0.616263,0.274286,All
-0.496946,0.275714,-0.461914,0.275714,-0.493597,0.275714,-0.479281,0.275714,-0.605919,0.275714,All
-0.492689,0.277143,-0.458609,0.277143,-0.488599,0.277143,-0.465265,0.277143,-0.605067,0.277143,All
-0.491106,0.278571,-0.447304,0.278571,-0.470861,0.278571,-0.451282,0.278571,-0.604316,0.278571,All
-0.488739,0.28,-0.440858,0.28,-0.467448,0.28,-0.449342,0.28,-0.601959,0.28,All
-0.480582,0.281429,-0.434308,0.281429,-0.461218,0.281429,-0.441599,0.281429,-0.596794,0.281429,All
-0.473833,0.282857,-0.413037,0.282857,-0.460596,0.282857,-0.438036,0.282857,-0.595457,0.282857,All
-0.457878,0.284286,-0.411535,0.284286,-0.423412,0.284286,-0.430648,0.284286,-0.587849,0.284286,All
-0.435095,0.285714,-0.411525,0.285714,-0.422757,0.285714,-0.42134,0.285714,-0.581358,0.285714,All
-0.424722,0.287143,-0.402965,0.287143,-0.422443,0.287143,-0.416723,0.287143,-0.577123,0.287143,All
-0.421631,0.288571,-0.395747,0.288571,-0.421579,0.288571,-0.411382,0.288571,-0.574784,0.288571,All
-0.411192,0.29,-0.389755,0.29,-0.414316,0.29,-0.397587,0.29,-0.574262,0.29,All
-0.40635,0.291429,-0.381804,0.291429,-0.413353,0.291429,-0.393919,0.291429,-0.567068,0.291429,All
-0.40247,0.292857,-0.381301,0.292857,-0.403217,0.292857,-0.392893,0.292857,-0.559934,0.292857,All
-0.399942,0.294286,-0.377892,0.294286,-0.40069,0.294286,-0.384494,0.294286,-0.555183,0.294286,All
-0.398471,0.295714,-0.375001,0.295714,-0.398864,0.295714,-0.37855,0.295714,-0.554765,0.295714,All
-0.393438,0.297143,-0.373676,0.297143,-0.39521,0.297143,-0.373026,0.297143,-0.547472,0.297143,All
-0.390379,0.298571,-0.370633,0.298571,-0.393056,0.298571,-0.366622,0.298571,-0.544821,0.298571,All
-0.390357,0.3,-0.369955,0.3,-0.391737,0.3,-0.364942,0.3,-0.540874,0.3,All
-0.38692,0.301429,-0.365151,0.301429,-0.385033,0.301429,-0.36467,0.301429,-0.538576,0.301429,All
-0.381489,0.302857,-0.364826,0.302857,-0.382885,0.302857,-0.361797,0.302857,-0.538233,0.302857,All
-0.375119,0.304286,-0.362261,0.304286,-0.378372,0.304286,-0.359246,0.304286,-0.535812,0.304286,All
-0.374748,0.305714,-0.360542,0.305714,-0.374429,0.305714,-0.355507,0.305714,-0.52576,0.305714,All
-0.369989,0.307143,-0.351532,0.307143,-0.370237,0.307143,-0.355328,0.307143,-0.524746,0.307143,All
-0.359856,0.308571,-0.350626,0.308571,-0.362271,0.308571,-0.353325,0.308571,-0.521989,0.308571,All
-0.354808,0.31,-0.336824,0.31,-0.362083,0.31,-0.351276,0.31,-0.521021,0.31,All
-0.348807,0.311429,-0.333684,0.311429,-0.354397,0.311429,-0.347676,0.311429,-0.517752,0.311429,All
-0.346784,0.312857,-0.332685,0.312857,-0.35274,0.312857,-0.34439,0.312857,-0.510614,0.312857,All
-0.341166,0.314286,-0.324994,0.314286,-0.350139,0.314286,-0.339633,0.314286,-0.5056,0.314286,All
-0.33851,0.315714,-0.324395,0.315714,-0.308977,0.315714,-0.335329,0.315714,-0.504624,0.315714,All
-0.328429,0.317143,-0.321401,0.317143,-0.30652,0.317143,-0.327035,0.317143,-0.490925,0.317143,All
-0.325556,0.318571,-0.309619,0.318571,-0.295432,0.318571,-0.322829,0.318571,-0.482473,0.318571,All
-0.323233,0.32,-0.308975,0.32,-0.293193,0.32,-0.319538,0.32,-0.481861,0.32,All
-0.319459,0.321429,-0.30492,0.321429,-0.292885,0.321429,-0.317549,0.321429,-0.473235,0.321429,All
-0.312662,0.322857,-0.301765,0.322857,-0.288784,0.322857,-0.310097,0.322857,-0.464633,0.322857,All
-0.305983,0.324286,-0.29606,0.324286,-0.283298,0.324286,-0.307434,0.324286,-0.462404,0.324286,All
-0.298445,0.325714,-0.295364,0.325714,-0.283113,0.325714,-0.305696,0.325714,-0.461914,0.325714,All
-0.294171,0.327143,-0.291536,0.327143,-0.2796,0.327143,-0.301245,0.327143,-0.457333,0.327143,All
-0.290081,0.328571,-0.283027,0.328571,-0.276919,0.328571,-0.298256,0.328571,-0.455755,0.328571,All
-0.276942,0.33,-0.282747,0.33,-0.272358,0.33,-0.297123,0.33,-0.45225,0.33,All
-0.276148,0.331429,-0.27632,0.331429,-0.272176,0.331429,-0.296784,0.331429,-0.43182,0.331429,All
-0.272675,0.332857,-0.253959,0.332857,-0.265814,0.332857,-0.296772,0.332857,-0.425403,0.332857,All
-0.272519,0.334286,-0.253257,0.334286,-0.262909,0.334286,-0.294142,0.334286,-0.421598,0.334286,All
-0.26058,0.335714,-0.252163,0.335714,-0.262185,0.335714,-0.29074,0.335714,-0.420779,0.335714,All
-0.260506,0.337143,-0.251968,0.337143,-0.258353,0.337143,-0.283362,0.337143,-0.417608,0.337143,All
-0.25899,0.338571,-0.251239,0.338571,-0.249643,0.338571,-0.281606,0.338571,-0.403236,0.338571,All
-0.257537,0.34,-0.251122,0.34,-0.24285,0.34,-0.28135,0.34,-0.401551,0.34,All
