rep,ID,eta_fi_simulated,eta_Cl_simulated,eta_V1_simulated,eta_Q_simulated,eta_V2_simulated,split,color,filter
1,12,0.202394,0.0171989,0.11573,0.315985,-0.35454,All,#4682B4,0
2,12,0.106711,-0.00565626,0.137425,0.231973,-0.245052,All,#4682B4,0
3,12,0.0872043,-0.0189477,0.139032,0.24903,0.184193,All,#4682B4,0
4,12,0.177103,-0.010985,0.0271358,0.754405,-0.194242,All,#4682B4,0
5,12,-0.0175477,-0.36997,0.0155173,0.195485,1.63186,All,#4682B4,0
6,12,0.188217,-0.0338384,0.0912352,0.416671,0.788724,All,#4682B4,0
7,12,0.176313,-0.0308656,0.0218281,-0.0248953,0.00155784,All,#4682B4,0
8,12,0.0313269,-0.078935,0.111582,0.156005,0.0770186,All,#4682B4,0
9,12,0.148013,0.0284624,0.0692066,0.540425,0.111311,All,#4682B4,0
0,13,0.319938,0.0390763,-0.0959338,0.241196,0.297934,All,#4682B4,0
1,13,0.131954,-0.0546519,-0.0799954,-0.248267,0.547862,All,#4682B4,0
2,13,0.350882,0.0894451,0.303948,0.121546,0.494952,All,#4682B4,0
3,13,0.327433,0.0472,0.0619166,0.142209,-0.305549,All,#4682B4,0
4,13,0.304915,0.0922562,0.0909914,0.278114,-0.111239,All,#4682B4,0
5,13,0.227,0.00519287,0.00162143,0.21401,-0.0272131,All,#4682B4,0
6,13,0.27017,0.0146112,0.0910626,0.133199,0.323592,All,#4682B4,0
7,13,0.213864,0.0913725,0.131235,0.415459,0.176675,All,#4682B4,0
8,13,0.346824,0.0748492,0.107089,0.519363,0.644625,All,#4682B4,0
9,13,0.208064,-0.0106448,0.0511539,-0.620844,-0.207558,All,#4682B4,0
0,14,-0.110648,0.198065,-0.0301262,-0.874872,-0.398594,All,#4682B4,0
1,14,-0.142129,0.142865,-0.0775691,-1.03039,-1.32648,All,#4682B4,0
2,14,-0.123071,0.149657,-0.0590619,-0.755382,0.463571,All,#4682B4,0
3,14,-0.143941,0.178713,-0.102373,0.821186,-1.52995,All,#4682B4,0
4,14,-0.130776,0.211824,-0.0543122,-0.560581,-1.49494,All,#4682B4,0
5,14,0.0186498,0.127312,0.0512928,-1.1501,0.960927,All,#4682B4,0
6,14,-0.144351,-0.158878,-0.041678,-0.462804,2.05714,All,#4682B4,0
7,14,-0.162145,0.145025,-0.0941665,-0.564782,-0.424082,All,#4682B4,0
8,14,-0.10745,0.171496,0.0587884,-0.806305,-1.6973,All,#4682B4,0
9,14,-0.0648321,0.268144,-0.0291501,0.248401,-1.36592,All,#4682B4,0
