trans_Cl_vs_CLCRMLMIN_abscissa,trans_Cl_vs_CLCRMLMIN_spline,trans_Cl_vs_CLCRMLMIN_regression,trans_Cl_vs_WTKG_abscissa,trans_Cl_vs_WTKG_spline,trans_Cl_vs_WTKG_regression,trans_Cl_vs_logtCLCRMLMIN_abscissa,trans_Cl_vs_logtCLCRMLMIN_spline,trans_Cl_vs_logtCLCRMLMIN_regression,trans_Cl_vs_logtWTKG_abscissa,trans_Cl_vs_logtWTKG_spline,trans_Cl_vs_logtWTKG_regression,trans_Cl_vs_tCLCRMLMIN_abscissa,trans_Cl_vs_tCLCRMLMIN_spline,trans_Cl_vs_tCLCRMLMIN_regression,trans_Q_vs_CLCRMLMIN_abscissa,trans_Q_vs_CLCRMLMIN_spline,trans_Q_vs_CLCRMLMIN_regression,trans_Q_vs_WTKG_abscissa,trans_Q_vs_WTKG_spline,trans_Q_vs_WTKG_regression,trans_Q_vs_logtCLCRMLMIN_abscissa,trans_Q_vs_logtCLCRMLMIN_spline,trans_Q_vs_logtCLCRMLMIN_regression,trans_Q_vs_logtWTKG_abscissa,trans_Q_vs_logtWTKG_spline,trans_Q_vs_logtWTKG_regression,trans_Q_vs_tCLCRMLMIN_abscissa,trans_Q_vs_tCLCRMLMIN_spline,trans_Q_vs_tCLCRMLMIN_regression,trans_V1_vs_CLCRMLMIN_abscissa,trans_V1_vs_CLCRMLMIN_spline,trans_V1_vs_CLCRMLMIN_regression,trans_V1_vs_WTKG_abscissa,trans_V1_vs_WTKG_spline,trans_V1_vs_WTKG_regression,trans_V1_vs_logtCLCRMLMIN_abscissa,trans_V1_vs_logtCLCRMLMIN_spline,trans_V1_vs_logtCLCRMLMIN_regression,trans_V1_vs_logtWTKG_abscissa,trans_V1_vs_logtWTKG_spline,trans_V1_vs_logtWTKG_regression,trans_V1_vs_tCLCRMLMIN_abscissa,trans_V1_vs_tCLCRMLMIN_spline,trans_V1_vs_tCLCRMLMIN_regression,trans_V2_vs_CLCRMLMIN_abscissa,trans_V2_vs_CLCRMLMIN_spline,trans_V2_vs_CLCRMLMIN_regression,trans_V2_vs_WTKG_abscissa,trans_V2_vs_WTKG_spline,trans_V2_vs_WTKG_regression,trans_V2_vs_logtCLCRMLMIN_abscissa,trans_V2_vs_logtCLCRMLMIN_spline,trans_V2_vs_logtCLCRMLMIN_regression,trans_V2_vs_logtWTKG_abscissa,trans_V2_vs_logtWTKG_spline,trans_V2_vs_logtWTKG_regression,trans_V2_vs_tCLCRMLMIN_abscissa,trans_V2_vs_tCLCRMLMIN_spline,trans_V2_vs_tCLCRMLMIN_regression,split
107.672,2.2404,2.19074,55.2323,2.4023,2.26691,-0.318302,2.2126,2.1578,-0.127449,2.40006,2.25671,0.74772,2.2404,2.19074,107.672,2.76074,2.61301,55.2323,2.53629,2.54186,-0.318302,2.76212,2.61892,-0.127449,2.60281,2.53914,0.74772,2.76074,2.61301,107.672,3.69027,3.69712,55.2323,3.74539,3.67561,-0.318302,3.70857,3.68821,-0.127449,3.78462,3.6705,0.74772,3.69027,3.69712,107.672,3.79917,3.8046,55.2323,3.85426,3.78272,-0.318302,3.81744,3.79554,-0.127449,3.89453,3.77748,0.74772,3.79917,3.8046,All
108.689,2.25177,2.19493,55.5556,2.3574,2.27036,-0.311136,2.2182,2.16229,-0.122605,2.42134,2.26015,0.754784,2.25177,2.19493,108.689,2.69493,2.61163,55.5556,2.50557,2.5429,-0.311136,2.76184,2.61756,-0.122605,2.57456,2.54015,0.754784,2.69493,2.61163,108.689,3.69664,3.69717,55.5556,3.69055,3.6767,-0.311136,3.70298,3.68847,-0.122605,3.7841,3.67166,0.754784,3.69664,3.69717,108.689,3.80566,3.80464,55.5556,3.79803,3.78382,-0.311136,3.81184,3.7958,-0.122605,3.89397,3.77865,0.754784,3.80566,3.80464,All
109.706,2.26445,2.19912,55.8788,2.31249,2.27382,-0.30397,2.2238,2.16677,-0.117761,2.41788,2.26358,0.761848,2.26445,2.19912,109.706,2.61014,2.61025,55.8788,2.47486,2.54393,-0.30397,2.76155,2.6162,-0.117761,2.54738,2.54117,0.761848,2.61014,2.61025,109.706,3.70708,3.69721,55.8788,3.63572,3.67779,-0.30397,3.69738,3.68873,-0.117761,3.76446,3.67282,0.761848,3.70708,3.69721,109.706,3.81626,3.80468,55.8788,3.74179,3.78492,-0.30397,3.80624,3.79605,-0.117761,3.87381,3.77983,0.761848,3.81626,3.80468,All
110.723,2.27713,2.20331,56.202,2.26759,2.27727,-0.296804,2.22941,2.17125,-0.112916,2.38041,2.26702,0.768911,2.27713,2.20331,110.723,2.52535,2.60886,56.202,2.44415,2.54497,-0.296804,2.76126,2.61485,-0.112916,2.52166,2.54218,0.768911,2.52535,2.60886,110.723,3.71752,3.69725,56.202,3.58088,3.67888,-0.296804,3.69179,3.68898,-0.112916,3.71854,3.67398,0.768911,3.71752,3.69725,110.723,3.82686,3.80472,56.202,3.68556,3.78602,-0.296804,3.80064,3.79631,-0.112916,3.82672,3.78101,0.768911,3.82686,3.80472,All
111.74,2.28981,2.2075,56.5253,2.22268,2.28073,-0.289638,2.23501,2.17574,-0.108072,2.34294,2.27045,0.775975,2.28981,2.2075,111.74,2.44056,2.60748,56.5253,2.41344,2.546,-0.289638,2.76097,2.61349,-0.108072,2.49595,2.5432,0.775975,2.44056,2.60748,111.74,3.72796,3.69729,56.5253,3.52605,3.67997,-0.289638,3.6862,3.68924,-0.108072,3.67263,3.67514,0.775975,3.72796,3.69729,111.74,3.83746,3.80476,56.5253,3.62932,3.78712,-0.289638,3.79504,3.79657,-0.108072,3.77963,3.78218,0.775975,3.83746,3.80476,All
112.758,2.3025,2.21168,56.8485,2.17777,2.28418,-0.282472,2.2449,2.18022,-0.103228,2.30547,2.27389,0.783039,2.3025,2.21168,112.758,2.35576,2.6061,56.8485,2.38273,2.54704,-0.282472,2.70267,2.61213,-0.103228,2.47024,2.54422,0.783039,2.35576,2.6061,112.758,3.7384,3.69734,56.8485,3.47122,3.68106,-0.282472,3.69264,3.6895,-0.103228,3.62671,3.67631,0.783039,3.7384,3.69734,112.758,3.84807,3.8048,56.8485,3.57309,3.78822,-0.282472,3.80158,3.79682,-0.103228,3.73254,3.78336,0.783039,3.84807,3.8048,All
113.775,2.31518,2.21587,57.1717,2.17258,2.28764,-0.275306,2.25552,2.1847,-0.0983839,2.268,2.27733,0.790102,2.31518,2.21587,113.775,2.27097,2.60472,57.1717,2.35469,2.54807,-0.275306,2.63462,2.61077,-0.0983839,2.44452,2.54523,0.790102,2.27097,2.60472,113.775,3.74885,3.69738,57.1717,3.46696,3.68214,-0.275306,3.70109,3.68975,-0.0983839,3.58079,3.67747,0.790102,3.74885,3.69738,113.775,3.85867,3.80484,57.1717,3.56873,3.78931,-0.275306,3.81017,3.79708,-0.0983839,3.68545,3.78453,0.790102,3.85867,3.80484,All
114.792,2.32786,2.22006,57.4949,2.20244,2.29109,-0.268141,2.26613,2.18919,-0.0935397,2.23054,2.28076,0.797166,2.32786,2.22006,114.792,2.18618,2.60334,57.4949,2.32901,2.54911,-0.268141,2.56657,2.60942,-0.0935397,2.41881,2.54625,0.797166,2.18618,2.60334,114.792,3.75929,3.69742,57.4949,3.50732,3.68323,-0.268141,3.70955,3.69001,-0.0935397,3.53488,3.67863,0.797166,3.75929,3.69742,114.792,3.86927,3.80487,57.4949,3.61014,3.79041,-0.268141,3.81876,3.79734,-0.0935397,3.63836,3.78571,0.797166,3.86927,3.80487,All
115.809,2.34054,2.22425,57.8182,2.2323,2.29455,-0.260975,2.27674,2.19367,-0.0886956,2.19307,2.2842,0.80423,2.34054,2.22425,115.809,2.10139,2.60195,57.8182,2.30333,2.55014,-0.260975,2.49853,2.60806,-0.0886956,2.3931,2.54726,0.80423,2.10139,2.60195,115.809,3.76973,3.69746,57.8182,3.54768,3.68432,-0.260975,3.71801,3.69027,-0.0886956,3.48896,3.67979,0.80423,3.76973,3.69746,115.809,3.87987,3.80491,57.8182,3.65155,3.79151,-0.260975,3.82734,3.79759,-0.0886956,3.59127,3.78688,0.80423,3.87987,3.80491,All
116.826,2.35322,2.22844,58.1414,2.26215,2.298,-0.253809,2.28735,2.19816,-0.0838514,2.15865,2.28763,0.811293,2.35322,2.22844,116.826,2.0166,2.60057,58.1414,2.27766,2.55118,-0.253809,2.43048,2.6067,-0.0838514,2.36754,2.54828,0.811293,2.0166,2.60057,116.826,3.78017,3.69751,58.1414,3.58804,3.68541,-0.253809,3.72646,3.69052,-0.0838514,3.44694,3.68095,0.811293,3.78017,3.69751,116.826,3.89047,3.80495,58.1414,3.69296,3.79261,-0.253809,3.83593,3.79785,-0.0838514,3.54818,3.78806,0.811293,3.89047,3.80495,All
117.843,2.3659,2.23263,58.4646,2.29201,2.30146,-0.246643,2.29797,2.20264,-0.0790072,2.18498,2.29107,0.818357,2.3659,2.23263,117.843,1.93181,2.59919,58.4646,2.25198,2.55221,-0.246643,2.36243,2.60535,-0.0790072,2.34508,2.5493,0.818357,1.93181,2.59919,117.843,3.79061,3.69755,58.4646,3.6284,3.6865,-0.246643,3.73492,3.69078,-0.0790072,3.4824,3.68211,0.818357,3.79061,3.69755,117.843,3.90107,3.80499,58.4646,3.73437,3.79371,-0.246643,3.84451,3.79811,-0.0790072,3.58456,3.78923,0.818357,3.90107,3.80499,All
118.861,2.37858,2.23682,58.7879,2.32186,2.30491,-0.239477,2.30858,2.20712,-0.074163,2.21131,2.2945,0.825421,2.37858,2.23682,118.861,1.84701,2.59781,58.7879,2.2263,2.55325,-0.239477,2.29439,2.60399,-0.074163,2.32261,2.55031,0.825421,1.84701,2.59781,118.861,3.80106,3.69759,58.7879,3.66876,3.68759,-0.239477,3.74338,3.69104,-0.074163,3.51786,3.68327,0.825421,3.80106,3.69759,118.861,3.91168,3.80503,58.7879,3.77578,3.79481,-0.239477,3.8531,3.79836,-0.074163,3.62094,3.79041,0.825421,3.91168,3.80503,All
119.878,2.39127,2.24101,59.1111,2.35172,2.30837,-0.232311,2.31919,2.21161,-0.0693189,2.23765,2.29794,0.832485,2.39127,2.24101,119.878,1.78217,2.59642,59.1111,2.20062,2.55428,-0.232311,2.22634,2.60263,-0.0693189,2.30015,2.55133,0.832485,1.78217,2.59642,119.878,3.80959,3.69763,59.1111,3.70912,3.68867,-0.232311,3.75183,3.69129,-0.0693189,3.55332,3.68443,0.832485,3.80959,3.69763,119.878,3.92031,3.80507,59.1111,3.81719,3.79591,-0.232311,3.86169,3.79862,-0.0693189,3.65732,3.79159,0.832485,3.92031,3.80507,All
120.895,2.40402,2.2452,59.4343,2.38157,2.31182,-0.225145,2.3298,2.21609,-0.0644747,2.26398,2.30137,0.839548,2.40402,2.2452,120.895,1.95821,2.59504,59.4343,2.17494,2.55532,-0.225145,2.15829,2.60127,-0.0644747,2.27768,2.55234,0.839548,1.95821,2.59504,120.895,3.79503,3.69768,59.4343,3.74949,3.68976,-0.225145,3.76029,3.69155,-0.0644747,3.58878,3.68559,0.839548,3.79503,3.69768,120.895,3.90519,3.80511,59.4343,3.8586,3.79701,-0.225145,3.87027,3.79888,-0.0644747,3.69371,3.79276,0.839548,3.90519,3.80511,All
121.912,2.41676,2.24939,59.7576,2.41143,2.31528,-0.217979,2.34042,2.22057,-0.0596305,2.29031,2.30481,0.846612,2.41676,2.24939,121.912,2.13425,2.59366,59.7576,2.14927,2.55636,-0.217979,2.09025,2.59992,-0.0596305,2.25522,2.55336,0.846612,2.13425,2.59366,121.912,3.78047,3.69772,59.7576,3.78985,3.69085,-0.217979,3.76875,3.69181,-0.0596305,3.62424,3.68675,0.846612,3.78047,3.69772,121.912,3.89006,3.80514,59.7576,3.90001,3.79811,-0.217979,3.87886,3.79914,-0.0596305,3.73009,3.79394,0.846612,3.89006,3.80514,All
122.929,2.42951,2.25358,60.0808,2.43241,2.31873,-0.210813,2.35103,2.22506,-0.0547864,2.31664,2.30825,0.853676,2.42951,2.25358,122.929,2.3103,2.59228,60.0808,2.20135,2.55739,-0.210813,2.0222,2.59856,-0.0547864,2.23276,2.55437,0.853676,2.3103,2.59228,122.929,3.76592,3.69776,60.0808,3.83382,3.69194,-0.210813,3.7772,3.69206,-0.0547864,3.6597,3.68791,0.853676,3.76592,3.69776,122.929,3.87494,3.80518,60.0808,3.94509,3.79921,-0.210813,3.88744,3.79939,-0.0547864,3.76647,3.79511,0.853676,3.87494,3.80518,All
123.946,2.44225,2.25777,60.404,2.42679,2.32218,-0.203647,2.36164,2.22954,-0.0499422,2.34297,2.31168,0.860739,2.44225,2.25777,123.946,2.48634,2.5909,60.404,2.48671,2.55843,-0.203647,1.95415,2.5972,-0.0499422,2.21029,2.55539,0.860739,2.48634,2.5909,123.946,3.75136,3.6978,60.404,3.88863,3.69303,-0.203647,3.78566,3.69232,-0.0499422,3.69516,3.68907,0.860739,3.75136,3.6978,123.946,3.85981,3.80522,60.404,4.00116,3.80031,-0.203647,3.89603,3.79965,-0.0499422,3.80285,3.79629,0.860739,3.85981,3.80522,All
124.964,2.455,2.26196,60.7273,2.42118,2.32564,-0.196482,2.37226,2.23403,-0.045098,2.36931,2.31512,0.867803,2.455,2.26196,124.964,2.66238,2.58951,60.7273,2.77207,2.55946,-0.196482,1.88611,2.59585,-0.045098,2.18783,2.55641,0.867803,2.66238,2.58951,124.964,3.73681,3.69785,60.7273,3.94344,3.69412,-0.196482,3.79412,3.69258,-0.045098,3.73062,3.69023,0.867803,3.73681,3.69785,124.964,3.84469,3.80526,60.7273,4.05722,3.80141,-0.196482,3.90462,3.79991,-0.045098,3.83924,3.79746,0.867803,3.84469,3.80526,All
125.981,2.24234,2.26615,61.0505,2.41187,2.32909,-0.189316,2.38287,2.23851,-0.0402538,2.39564,2.31855,0.874867,2.24234,2.26615,125.981,2.53741,2.58813,61.0505,2.99595,2.5605,-0.189316,1.81806,2.59449,-0.0402538,2.16536,2.55742,0.874867,2.53741,2.58813,125.981,3.62461,3.69789,61.0505,3.9661,3.6952,-0.189316,3.80257,3.69283,-0.0402538,3.76609,3.69139,0.874867,3.62461,3.69789,125.981,3.72857,3.8053,61.0505,4.08029,3.80251,-0.189316,3.9132,3.80016,-0.0402538,3.87562,3.79864,0.874867,3.72857,3.8053,All
126.998,2.07684,2.27033,61.3737,2.38264,2.33255,-0.18215,2.39367,2.24299,-0.0354097,2.42197,2.32199,0.88193,2.07684,2.27033,126.998,2.4266,2.58675,61.3737,2.8879,2.56153,-0.18215,1.80645,2.59313,-0.0354097,2.1429,2.55844,0.88193,2.4266,2.58675,126.998,3.53412,3.69793,61.3737,3.81513,3.69629,-0.18215,3.80566,3.69309,-0.0354097,3.80155,3.69255,0.88193,3.53412,3.69793,126.998,3.63498,3.80534,61.3737,3.92516,3.80361,-0.18215,3.91626,3.80042,-0.0354097,3.912,3.79981,0.88193,3.63498,3.80534,All
128.015,2.10939,2.27452,61.697,2.35341,2.336,-0.174984,2.40501,2.24748,-0.0305655,2.43393,2.32542,0.888994,2.10939,2.27452,128.015,2.46244,2.58537,61.697,2.77984,2.56257,-0.174984,1.95823,2.59177,-0.0305655,2.24957,2.55945,0.888994,2.46244,2.58537,128.015,3.53251,3.69798,61.697,3.66415,3.69738,-0.174984,3.79319,3.69335,-0.0305655,3.84357,3.69372,0.888994,3.53251,3.69798,128.015,3.63353,3.80538,61.697,3.77003,3.80471,-0.174984,3.9033,3.80068,-0.0305655,3.95505,3.80099,0.888994,3.63353,3.80538,All
129.032,2.14193,2.27871,62.0202,2.32593,2.33946,-0.167818,2.41635,2.25196,-0.0257213,2.42895,2.32886,0.896058,2.14193,2.27871,129.032,2.49827,2.58399,62.0202,2.67882,2.5636,-0.167818,2.11,2.59042,-0.0257213,2.50832,2.56047,0.896058,2.49827,2.58399,129.032,3.5309,3.69802,62.0202,3.52343,3.69847,-0.167818,3.78072,3.6936,-0.0257213,3.89334,3.69488,0.896058,3.5309,3.69802,129.032,3.63207,3.80542,62.0202,3.62543,3.80581,-0.167818,3.89035,3.80093,-0.0257213,4.00596,3.80217,0.896058,3.63207,3.80542,All
130.049,2.17448,2.2829,62.3434,2.3245,2.34291,-0.160652,2.42769,2.25644,-0.0208771,2.42398,2.33229,0.903121,2.17448,2.2829,130.049,2.53411,2.5826,62.3434,2.68319,2.56464,-0.160652,2.26177,2.58906,-0.0208771,2.76708,2.56149,0.903121,2.53411,2.5826,130.049,3.52929,3.69806,62.3434,3.5364,3.69956,-0.160652,3.76826,3.69386,-0.0208771,3.9431,3.69604,0.903121,3.52929,3.69806,130.049,3.63062,3.80545,62.3434,3.63885,3.80691,-0.160652,3.87739,3.80119,-0.0208771,4.05686,3.80334,0.903121,3.63062,3.80545,All
131.067,2.20702,2.28709,62.6667,2.32308,2.34637,-0.153486,2.43903,2.26093,-0.016033,2.41798,2.33573,0.910185,2.20702,2.28709,131.067,2.56995,2.58122,62.6667,2.68756,2.56567,-0.153486,2.41355,2.5877,-0.016033,3.00901,2.5625,0.910185,2.56995,2.58122,131.067,3.52767,3.6981,62.6667,3.54937,3.70065,-0.153486,3.75579,3.69412,-0.016033,3.984,3.6972,0.910185,3.52767,3.6981,131.067,3.62917,3.80549,62.6667,3.65227,3.808,-0.153486,3.86443,3.80145,-0.016033,4.09867,3.80452,0.910185,3.62917,3.80549,All
132.084,2.23957,2.29128,62.9899,2.32165,2.34982,-0.14632,2.45037,2.26541,-0.0111888,2.39114,2.33917,0.917249,2.23957,2.29128,132.084,2.60578,2.57984,62.9899,2.69194,2.56671,-0.14632,2.56532,2.58635,-0.0111888,2.90944,2.56352,0.917249,2.60578,2.57984,132.084,3.52606,3.69815,62.9899,3.56233,3.70174,-0.14632,3.74332,3.69437,-0.0111888,3.84491,3.69836,0.917249,3.52606,3.69815,132.084,3.62771,3.80553,62.9899,3.66569,3.8091,-0.14632,3.85148,3.80171,-0.0111888,3.95575,3.80569,0.917249,3.62771,3.80553,All
133.101,2.27212,2.29547,63.3131,2.32023,2.35328,-0.139154,2.41198,2.26989,-0.00634463,2.36431,2.3426,0.924313,2.27212,2.29547,133.101,2.64162,2.57846,63.3131,2.69631,2.56774,-0.139154,2.65153,2.58499,-0.00634463,2.80988,2.56453,0.924313,2.64162,2.57846,133.101,3.52445,3.69819,63.3131,3.5753,3.70282,-0.139154,3.70921,3.69463,-0.00634463,3.70583,3.69952,0.924313,3.52445,3.69819,133.101,3.62626,3.80557,63.3131,3.67911,3.8102,-0.139154,3.81613,3.80196,-0.00634463,3.81284,3.80687,0.924313,3.62626,3.80557,All
134.118,2.30466,2.29966,63.6364,2.3188,2.35673,-0.131988,2.19272,2.27438,-0.00150046,2.33747,2.34604,0.931376,2.30466,2.29966,134.118,2.67745,2.57708,63.6364,2.70069,2.56878,-0.131988,2.49931,2.58363,-0.00150046,2.71031,2.56555,0.931376,2.67745,2.57708,134.118,3.52284,3.69823,63.6364,3.58827,3.70391,-0.131988,3.59637,3.69489,-0.00150046,3.56675,3.70068,0.931376,3.52284,3.69823,134.118,3.6248,3.80561,63.6364,3.69253,3.8113,-0.131988,3.69936,3.80222,-0.00150046,3.66993,3.80804,0.931376,3.6248,3.80561,All
