Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Cl_vs_fi_abscissa,Cl_vs_fi_spline,Cl_vs_fi_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,Q_vs_fi_abscissa,Q_vs_fi_spline,Q_vs_fi_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V1_vs_fi_abscissa,V1_vs_fi_spline,V1_vs_fi_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression,V2_vs_fi_abscissa,V2_vs_fi_spline,V2_vs_fi_regression,fi_vs_Cl_abscissa,fi_vs_Cl_spline,fi_vs_Cl_regression,fi_vs_Q_abscissa,fi_vs_Q_spline,fi_vs_Q_regression,fi_vs_V1_abscissa,fi_vs_V1_spline,fi_vs_V1_regression,fi_vs_V2_abscissa,fi_vs_V2_spline,fi_vs_V2_regression
-2.646,-0.0334381,-0.100151,-0.205255,-0.264541,-0.151393,-2.04451,0.124548,0.0578576,-0.567674,-0.555205,-0.26215,-0.711118,-0.391939,-0.394121,-0.205255,-0.145883,-0.134217,-2.04451,-0.100175,-0.0525073,-0.567674,-0.545412,-0.558212,-0.711118,-0.0833902,-0.0915001,-2.646,-0.0443792,-0.0125469,-2.04451,-0.0719834,-0.0786868,-0.567674,-0.0520579,-0.057895,-0.711118,0.16886,0.224334,-2.646,0.161997,0.128496,-0.205255,-0.185876,-0.210733,-0.567674,0.31295,0.11551,-0.711118,-0.498258,-0.29924,-2.646,-0.228434,-0.177592,-0.205255,-0.158722,-0.103343,-2.04451,-0.0906114,0.0149632
-2.59585,-0.0285373,-0.0982979,-0.200101,-0.257765,-0.147577,-2.0054,0.123991,0.0566622,-0.557008,-0.545732,-0.257304,-0.699713,-0.411443,-0.389707,-0.200101,-0.176978,-0.133883,-2.0054,-0.114938,-0.0537828,-0.557008,-0.549684,-0.549923,-0.699713,-0.0846846,-0.090182,-2.59585,-0.0385369,-0.0124984,-2.0054,-0.0695333,-0.0774202,-0.557008,-0.0489061,-0.0569879,-0.699713,0.132386,0.221889,-2.59585,0.151478,0.127401,-0.200101,-0.185999,-0.203231,-0.557008,0.342965,0.11471,-0.699713,-0.491758,-0.294488,-2.59585,-0.224349,-0.174179,-0.200101,-0.15753,-0.100768,-2.0054,-0.0858843,0.0145796
-2.5457,-0.0236678,-0.0964448,-0.194948,-0.243338,-0.14376,-1.96628,0.123433,0.0554669,-0.546342,-0.536259,-0.252458,-0.688308,-0.424817,-0.385293,-0.194948,-0.187893,-0.133549,-1.96628,-0.129702,-0.0550583,-0.546342,-0.553955,-0.541634,-0.688308,-0.0857327,-0.0888639,-2.5457,-0.0341192,-0.01245,-1.96628,-0.0670831,-0.0761535,-0.546342,-0.0457542,-0.0560807,-0.688308,0.104881,0.219444,-2.5457,0.141096,0.126306,-0.194948,-0.17838,-0.195729,-0.546342,0.37298,0.11391,-0.688308,-0.480393,-0.289736,-2.5457,-0.216615,-0.170767,-0.194948,-0.14702,-0.098192,-1.96628,-0.0811572,0.014196
-2.49556,-0.0188056,-0.0945916,-0.189795,-0.22667,-0.139943,-1.92716,0.122876,0.0542715,-0.535676,-0.523936,-0.247612,-0.676903,-0.438151,-0.380879,-0.189795,-0.192896,-0.133214,-1.92716,-0.144465,-0.0563338,-0.535676,-0.555538,-0.533345,-0.676903,-0.0867792,-0.0875458,-2.49556,-0.030035,-0.0124015,-1.92716,-0.0646329,-0.0748868,-0.535676,-0.0433444,-0.0551736,-0.676903,0.0774349,0.216999,-2.49556,0.130747,0.12521,-0.189795,-0.168493,-0.188227,-0.535676,0.395546,0.113109,-0.676903,-0.468996,-0.284984,-2.49556,-0.208026,-0.167354,-0.189795,-0.133778,-0.0956163,-1.92716,-0.0764301,0.0138124
-2.44541,-0.014251,-0.0927384,-0.184641,-0.208218,-0.136126,-1.88804,0.122318,0.0530761,-0.52501,-0.505811,-0.242765,-0.665498,-0.447573,-0.376465,-0.184641,-0.191189,-0.13288,-1.88804,-0.159228,-0.0576093,-0.52501,-0.551636,-0.525056,-0.665498,-0.0876411,-0.0862277,-2.44541,-0.026506,-0.0123531,-1.88804,-0.0621828,-0.0736201,-0.52501,-0.0424509,-0.0542664,-0.665498,0.0558021,0.214554,-2.44541,0.120875,0.124115,-0.184641,-0.157151,-0.180725,-0.52501,0.402755,0.112309,-0.665498,-0.454663,-0.280232,-2.44541,-0.198612,-0.163942,-0.184641,-0.118343,-0.0930406,-1.88804,-0.0717031,0.0134287
-2.39526,-0.00981251,-0.0908852,-0.179488,-0.188494,-0.13231,-1.84892,0.121761,0.0518807,-0.514344,-0.485854,-0.237919,-0.654093,-0.453988,-0.372052,-0.179488,-0.183543,-0.132546,-1.84892,-0.173992,-0.0588848,-0.514344,-0.545988,-0.516767,-0.654093,-0.0883462,-0.0849096,-2.39526,-0.0231863,-0.0123046,-1.84892,-0.0597326,-0.0723534,-0.514344,-0.0420437,-0.0533593,-0.654093,0.0386848,0.212109,-2.39526,0.111184,0.12302,-0.179488,-0.144972,-0.173223,-0.514344,0.404855,0.111509,-0.654093,-0.438167,-0.27548,-2.39526,-0.188885,-0.160529,-0.179488,-0.101328,-0.0904649,-1.84892,-0.066976,0.0130451
-2.34512,-0.00537397,-0.089032,-0.174335,-0.168769,-0.128493,-1.80981,0.121203,0.0506853,-0.503678,-0.461302,-0.233073,-0.642688,-0.459883,-0.367638,-0.174335,-0.175897,-0.132212,-1.80981,-0.188755,-0.0601603,-0.503678,-0.535882,-0.508478,-0.642688,-0.0890169,-0.0835915,-2.34512,-0.0198666,-0.0122562,-1.80981,-0.0572825,-0.0710867,-0.503678,-0.0428905,-0.0524521,-0.642688,0.0223715,0.209664,-2.34512,0.101493,0.121924,-0.174335,-0.132794,-0.165721,-0.503678,0.393005,0.110709,-0.642688,-0.421344,-0.270728,-2.34512,-0.179159,-0.157117,-0.174335,-0.0843125,-0.0878892,-1.80981,-0.0622489,0.0126615
-2.29497,-0.000935439,-0.0871789,-0.169181,-0.149035,-0.124676,-1.77069,0.120646,0.04949,-0.493012,-0.436518,-0.228227,-0.631283,-0.459473,-0.363224,-0.169181,-0.166158,-0.131878,-1.77069,-0.203519,-0.0614358,-0.493012,-0.525552,-0.500189,-0.631283,-0.089269,-0.0822734,-2.29497,-0.016547,-0.0122077,-1.77069,-0.0548323,-0.06982,-0.493012,-0.0438006,-0.051545,-0.631283,0.0158216,0.207219,-2.29497,0.0918022,0.120829,-0.169181,-0.120968,-0.158219,-0.493012,0.38045,0.109909,-0.631283,-0.400542,-0.265976,-2.29497,-0.169433,-0.153704,-0.169181,-0.0672631,-0.0853135,-1.77069,-0.0575218,0.0122779
-2.24482,0.00335239,-0.0853257,-0.164028,-0.129755,-0.12086,-1.73157,0.120089,0.0482946,-0.482346,-0.411734,-0.223381,-0.619878,-0.459064,-0.35881,-0.164028,-0.153115,-0.131544,-1.73157,-0.218282,-0.0627113,-0.482346,-0.515223,-0.4919,-0.619878,-0.0895211,-0.0809553,-2.24482,-0.0134101,-0.0121593,-1.73157,-0.0523821,-0.0685534,-0.482346,-0.0447107,-0.0506378,-0.619878,0.00927177,0.204774,-2.24482,0.0823397,0.119734,-0.164028,-0.110387,-0.150717,-0.482346,0.367896,0.109108,-0.619878,-0.37974,-0.261224,-2.24482,-0.159535,-0.150292,-0.164028,-0.0507159,-0.0827378,-1.73157,-0.0527947,0.0118943
-2.19467,0.00722486,-0.0834725,-0.158875,-0.111515,-0.117043,-1.69245,0.119531,0.0470992,-0.47168,-0.38695,-0.218534,-0.608473,-0.458654,-0.354396,-0.158875,-0.139419,-0.13121,-1.69245,-0.233046,-0.0639868,-0.47168,-0.504893,-0.483611,-0.608473,-0.0897732,-0.0796372,-2.19467,-0.0107575,-0.0121108,-1.69245,-0.049932,-0.0672867,-0.47168,-0.0456207,-0.0497306,-0.608473,0.00272191,0.202329,-2.19467,0.0735056,0.118638,-0.158875,-0.101454,-0.143215,-0.47168,0.355341,0.108308,-0.608473,-0.358938,-0.256472,-2.19467,-0.149213,-0.14688,-0.158875,-0.0353989,-0.0801621,-1.69245,-0.0480676,0.0115106
-2.14453,0.0108834,-0.0816193,-0.153722,-0.0956021,-0.113226,-1.65333,0.118974,0.0459038,-0.461013,-0.362166,-0.213688,-0.597068,-0.458244,-0.349982,-0.153722,-0.126282,-0.130875,-1.65333,-0.247809,-0.0652623,-0.461013,-0.494563,-0.475322,-0.597068,-0.0900253,-0.0783191,-2.14453,-0.00829869,-0.0120624,-1.65333,-0.0474818,-0.06602,-0.461013,-0.0465308,-0.0488235,-0.597068,-0.00382795,0.199884,-2.14453,0.0649915,0.117543,-0.153722,-0.0958498,-0.135712,-0.461013,0.342786,0.107508,-0.597068,-0.338136,-0.25172,-2.14453,-0.138818,-0.143467,-0.153722,-0.0228539,-0.0775864,-1.65333,-0.0433405,0.011127
-2.09438,0.0136465,-0.0797661,-0.148568,-0.0803775,-0.109409,-1.61422,0.118416,0.0447084,-0.450347,-0.335111,-0.208842,-0.585663,-0.457174,-0.345568,-0.148568,-0.113383,-0.130541,-1.61422,-0.262573,-0.0665378,-0.450347,-0.4817,-0.467033,-0.585663,-0.090183,-0.077001,-2.09438,-0.00639878,-0.0120139,-1.61422,-0.0450317,-0.0647533,-0.450347,-0.0482171,-0.0479163,-0.585663,-0.00919126,0.197439,-2.09438,0.0578006,0.116448,-0.148568,-0.0912186,-0.12821,-0.450347,0.318056,0.106708,-0.585663,-0.317232,-0.246968,-2.09438,-0.128773,-0.140055,-0.148568,-0.0111299,-0.0750107,-1.61422,-0.0386134,0.0107434
-2.04423,0.0154109,-0.077913,-0.143415,-0.0688435,-0.105593,-1.5751,0.117859,0.0435131,-0.439681,-0.307312,-0.203996,-0.574258,-0.448552,-0.341154,-0.143415,-0.103222,-0.130207,-1.5751,-0.277336,-0.0678133,-0.439681,-0.468007,-0.458744,-0.574258,-0.089261,-0.0756829,-2.04423,-0.00506435,-0.0119655,-1.5751,-0.0425815,-0.0634866,-0.439681,-0.0501578,-0.0470092,-0.574258,-0.000979418,0.194994,-2.04423,0.0520818,0.115352,-0.143415,-0.0915451,-0.120708,-0.439681,0.289335,0.105908,-0.574258,-0.295154,-0.242216,-2.04423,-0.119271,-0.136642,-0.143415,-0.00382361,-0.072435,-1.5751,-0.0338863,0.0103598
-1.99409,0.0171752,-0.0760598,-0.138262,-0.0589299,-0.101776,-1.53598,0.117301,0.0423177,-0.429015,-0.279513,-0.199149,-0.562853,-0.43993,-0.33674,-0.138262,-0.0944175,-0.129873,-1.53598,-0.2921,-0.0690888,-0.429015,-0.454313,-0.450455,-0.562853,-0.088339,-0.0743648,-1.99409,-0.00372992,-0.011917,-1.53598,-0.0401314,-0.0622199,-0.429015,-0.0520986,-0.046102,-0.562853,0.00723243,0.192549,-1.99409,0.046363,0.114257,-0.138262,-0.0940216,-0.113206,-0.429015,0.260615,0.105107,-0.562853,-0.273077,-0.237464,-1.99409,-0.109769,-0.13323,-0.138262,0.00154124,-0.0698593,-1.53598,-0.0291592,0.00997616
-1.94394,0.0189395,-0.0742066,-0.133108,-0.0535101,-0.0979592,-1.49686,0.116744,0.0411223,-0.418349,-0.251713,-0.194303,-0.551448,-0.431309,-0.332326,-0.133108,-0.0900502,-0.129539,-1.49686,-0.306863,-0.0703643,-0.418349,-0.44062,-0.442166,-0.551448,-0.087417,-0.0730467,-1.94394,-0.00239549,-0.0118686,-1.49686,-0.0376812,-0.0609532,-0.418349,-0.0540393,-0.0451949,-0.551448,0.0154443,0.190104,-1.94394,0.0406442,0.113162,-0.133108,-0.102337,-0.105704,-0.418349,0.231894,0.104307,-0.551448,-0.250999,-0.232712,-1.94394,-0.100267,-0.129817,-0.133108,0.0015149,-0.0672836,-1.49686,-0.0244321,0.00959254
-1.89379,0.0207039,-0.0723534,-0.127955,-0.051885,-0.0941425,-1.45774,0.115849,0.0399269,-0.407683,-0.223914,-0.189457,-0.540043,-0.422687,-0.327912,-0.127955,-0.0899083,-0.129205,-1.45774,-0.32033,-0.0716397,-0.407683,-0.426927,-0.433877,-0.540043,-0.086495,-0.0717286,-1.89379,-0.00106106,-0.0118201,-1.45774,-0.0353818,-0.0596866,-0.407683,-0.0559801,-0.0442877,-0.540043,0.0236561,0.187659,-1.89379,0.0349254,0.112066,-0.127955,-0.115355,-0.0982022,-0.407683,0.203174,0.103507,-0.540043,-0.228922,-0.22796,-1.89379,-0.0907643,-0.126405,-0.127955,-0.00305912,-0.0647079,-1.45774,-0.0198376,0.00920892
-1.84364,0.0224682,-0.0705002,-0.122802,-0.0538086,-0.0903258,-1.41862,0.111479,0.0387315,-0.397017,-0.196114,-0.184611,-0.528638,-0.414065,-0.323499,-0.122802,-0.094427,-0.12887,-1.41862,-0.320434,-0.0729152,-0.397017,-0.413233,-0.425588,-0.528638,-0.085573,-0.0704105,-1.84364,0.000273369,-0.0117717,-1.41862,-0.0346362,-0.0584199,-0.397017,-0.0579208,-0.0433806,-0.528638,0.031868,0.185214,-1.84364,0.0292066,0.110971,-0.122802,-0.131932,-0.0907002,-0.397017,0.174453,0.102707,-0.528638,-0.206844,-0.223208,-1.84364,-0.0812621,-0.122992,-0.122802,-0.0118447,-0.0621322,-1.41862,-0.0166084,0.0088253
-1.7935,0.0242325,-0.068647,-0.117648,-0.0570591,-0.0865091,-1.37951,0.106836,0.0375362,-0.386351,-0.168315,-0.179765,-0.517233,-0.405444,-0.319085,-0.117648,-0.100822,-0.128536,-1.37951,-0.319572,-0.0741907,-0.386351,-0.39954,-0.417299,-0.517233,-0.084651,-0.0690924,-1.7935,0.0016078,-0.0117232,-1.37951,-0.0340222,-0.0571532,-0.386351,-0.0598616,-0.0424734,-0.517233,0.0400798,0.182769,-1.7935,0.0234878,0.109876,-0.117648,-0.149675,-0.0831981,-0.386351,0.145733,0.101907,-0.517233,-0.184766,-0.218456,-1.7935,-0.0717599,-0.11958,-0.117648,-0.0221968,-0.0595566,-1.37951,-0.013621,0.00844168
-1.74335,0.0259969,-0.0667939,-0.112495,-0.0624577,-0.0826924,-1.34039,0.101986,0.0363408,-0.375685,-0.140516,-0.174918,-0.505828,-0.396822,-0.314671,-0.112495,-0.11193,-0.128202,-1.34039,-0.317979,-0.0754662,-0.375685,-0.385847,-0.40901,-0.505828,-0.083729,-0.0677743,-1.74335,0.00294223,-0.0116748,-1.34039,-0.0335078,-0.0558865,-0.375685,-0.0618023,-0.0415663,-0.505828,0.0482917,0.180324,-1.74335,0.017769,0.10878,-0.112495,-0.167239,-0.075696,-0.375685,0.117012,0.101106,-0.505828,-0.162689,-0.213704,-1.74335,-0.0622577,-0.116167,-0.112495,-0.0349814,-0.0569809,-1.34039,-0.0108164,0.00805806
-1.6932,0.0277612,-0.0649407,-0.107342,-0.0683828,-0.0788757,-1.30127,0.0968835,0.0351454,-0.365019,-0.11405,-0.170072,-0.494423,-0.3882,-0.310257,-0.107342,-0.124194,-0.127868,-1.30127,-0.315533,-0.0767417,-0.365019,-0.373148,-0.400721,-0.494423,-0.082807,-0.0664562,-1.6932,0.00427666,-0.0116263,-1.30127,-0.0331196,-0.0546198,-0.365019,-0.06352,-0.0406591,-0.494423,0.0565035,0.177879,-1.6932,0.0120501,0.107685,-0.107342,-0.184759,-0.068194,-0.365019,0.0875927,0.100306,-0.494423,-0.140611,-0.208952,-1.6932,-0.0527554,-0.112755,-0.107342,-0.048362,-0.0544052,-1.30127,-0.00830035,0.00767444
-1.64306,0.0295256,-0.0630875,-0.102189,-0.0744469,-0.075059,-1.26215,0.0914041,0.03395,-0.354353,-0.0913471,-0.165226,-0.483018,-0.379579,-0.305843,-0.102189,-0.139081,-0.127534,-1.26215,-0.311869,-0.0780172,-0.354353,-0.363509,-0.392432,-0.483018,-0.081885,-0.0651381,-1.64306,0.00561108,-0.0115779,-1.26215,-0.0329249,-0.0533531,-0.354353,-0.0644897,-0.039752,-0.483018,0.0647153,0.175434,-1.64306,0.00633133,0.10659,-0.102189,-0.199407,-0.0606919,-0.354353,0.0601849,0.099506,-0.483018,-0.118534,-0.2042,-1.64306,-0.0432532,-0.109342,-0.102189,-0.0617567,-0.0518295,-1.26215,-0.00629319,0.00729082
-1.59291,0.0288896,-0.0612343,-0.0970352,-0.0801149,-0.0712422,-1.22303,0.0859248,0.0327546,-0.343687,-0.0689685,-0.16038,-0.471613,-0.370957,-0.301429,-0.0970352,-0.156267,-0.1272,-1.22303,-0.308204,-0.0792927,-0.343687,-0.354144,-0.384143,-0.471613,-0.080963,-0.0638201,-1.59291,0.00602444,-0.0115294,-1.22303,-0.0327302,-0.0520865,-0.343687,-0.0653903,-0.0388448,-0.471613,0.0729272,0.172989,-1.59291,0.00412173,0.105494,-0.0970352,-0.210181,-0.0531899,-0.343687,0.0331139,0.0987058,-0.471613,-0.0964561,-0.199448,-1.59291,-0.0361954,-0.10593,-0.0970352,-0.0745069,-0.0492538,-1.22303,-0.00428602,0.0069072
-1.54276,0.0278853,-0.0593811,-0.0918819,-0.0842536,-0.0674255,-1.18392,0.0803465,0.0315593,-0.333021,-0.0465898,-0.155534,-0.460208,-0.362335,-0.297015,-0.0918819,-0.175268,-0.126866,-1.18392,-0.30425,-0.0805682,-0.333021,-0.344778,-0.375854,-0.460208,-0.080041,-0.062502,-1.54276,0.00629645,-0.011481,-1.18392,-0.0325896,-0.0508198,-0.333021,-0.0662908,-0.0379377,-0.460208,0.081139,0.170544,-1.54276,0.00245067,0.104399,-0.0918819,-0.214705,-0.0456878,-0.333021,0.00604293,0.0979056,-0.460208,-0.0743785,-0.194696,-1.54276,-0.0295127,-0.102518,-0.0918819,-0.0852056,-0.0466781,-1.18392,-0.00246092,0.00652358
