iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCRMLMIN,V1_pop,Q_pop,V2_pop,bias_pop,beta_bias_lcat_2,omega_Cl,omega_V1,omega_Q,omega_V2,bias_sd,corr_V2_V1,a1,a2,plcat_1,plcat_2
1136,739.889,1,5.25426,0.635856,21.3094,5.836,23.7061,-16.5618,17.1391,0.214248,0.293348,0.55187,0.359459,3.73481,0.9174,0.137533,0.0621778,0.0714074,0.928593
1137,739.268,1,5.27976,0.634075,21.3921,6.1085,24.1405,-16.692,17.444,0.211464,0.298601,0.568822,0.368748,3.82803,0.916162,0.133918,0.0627082,0.0713976,0.928602
1138,739.792,1,5.27373,0.611449,21.7368,6.04258,24.9977,-16.7107,17.2329,0.214111,0.282424,0.550568,0.357333,3.70704,0.922718,0.13467,0.0644835,0.0713953,0.928605
1139,757.668,1,5.26642,0.613006,21.5542,5.8194,25.7839,-16.7753,17.478,0.215949,0.292673,0.594768,0.372997,3.78381,0.903781,0.137008,0.0664793,0.0713883,0.928612
1140,752.562,1,5.24802,0.625474,21.4842,6.23876,26.4832,-16.7427,17.3536,0.216273,0.29814,0.604672,0.388993,3.72073,0.905888,0.137761,0.064041,0.0713541,0.928646
1141,741.275,1,5.27998,0.655661,21.317,6.01181,26.8368,-17.5769,18.2554,0.21348,0.283012,0.574358,0.377011,3.89294,0.912336,0.135638,0.0626697,0.0714043,0.928596
1142,751.193,1,5.24852,0.629502,21.6505,5.98941,26.86,-17.3837,18.0462,0.220399,0.277728,0.585143,0.367271,3.92861,0.907209,0.135506,0.0653452,0.0713451,0.928655
1143,747.771,1,5.252,0.66447,21.534,6.03908,26.7695,-18.3561,18.9767,0.223905,0.290358,0.528778,0.377215,4.09931,0.923705,0.13838,0.0636695,0.0713795,0.928621
1144,746.943,1,5.26574,0.641156,21.3734,6.24127,25.7889,-18.2397,18.8871,0.22117,0.273525,0.55957,0.346754,4.09132,0.882732,0.133007,0.0647212,0.0713351,0.928665
1145,741.722,1,5.2631,0.641328,21.2877,6.3215,25.8194,-18.1257,18.7964,0.222234,0.273642,0.573102,0.369433,4.05904,0.912096,0.132096,0.0640734,0.0713462,0.928654
1146,744.963,1,5.27302,0.668242,21.6018,6.06516,25.6133,-17.957,18.7446,0.224203,0.260984,0.621954,0.359616,4.08823,0.898114,0.132327,0.0639663,0.0713406,0.928659
1147,750.087,1,5.25619,0.634022,21.6415,6.24752,24.8362,-18.7344,19.3659,0.222067,0.267643,0.606024,0.380323,4.14785,0.890094,0.133761,0.0642998,0.071397,0.928603
1148,754.503,1,5.24462,0.65197,21.8992,6.00097,24.8432,-18.9877,19.6371,0.224467,0.266001,0.591687,0.375871,4.21419,0.904681,0.130301,0.0683961,0.0712637,0.928736
1149,755.789,1,5.25013,0.649848,22.2625,5.97408,25.3128,-19.2713,19.9329,0.220974,0.284712,0.56926,0.390701,4.26576,0.89892,0.128432,0.068935,0.0713498,0.92865
1150,761.313,1,5.25841,0.64858,22.2196,6.12321,25.4294,-18.8775,19.4968,0.218811,0.28743,0.564688,0.398538,4.20637,0.912604,0.130993,0.0702536,0.0713825,0.928617
1151,753.841,1,5.2504,0.660317,21.7664,6.11623,25.6855,-18.9686,19.5703,0.220416,0.274169,0.566882,0.391626,4.24359,0.903359,0.13555,0.0667409,0.0713397,0.92866
1152,751.114,1,5.25694,0.648511,21.4193,6.32654,24.3661,-18.6601,19.1177,0.222261,0.263622,0.590892,0.385428,4.15056,0.905413,0.134215,0.0652236,0.0713447,0.928655
1153,757.746,1,5.2519,0.676279,21.3991,6.38985,25.0677,-18.7472,19.3206,0.227255,0.277023,0.609222,0.41961,4.1715,0.913882,0.137788,0.064485,0.0713596,0.92864
1154,743.65,1,5.25696,0.645574,21.0754,6.53709,24.6943,-18.755,19.4601,0.219907,0.275698,0.579427,0.401491,4.12493,0.937912,0.136318,0.0637358,0.0714002,0.9286
1155,739.172,1,5.25137,0.62953,20.9512,6.63513,23.7656,-17.563,18.0005,0.212423,0.279512,0.597459,0.394625,3.85524,0.930458,0.1345,0.0630775,0.0714247,0.928575
1156,745.883,1,5.25368,0.664182,20.7207,6.83763,23.2153,-18.2866,18.9432,0.212613,0.287536,0.62142,0.383057,4.07668,0.926036,0.137099,0.0628249,0.0714177,0.928582
1157,737.487,1,5.24514,0.641849,20.6822,6.75093,23.115,-18.2219,18.7731,0.211962,0.278196,0.640405,0.386508,3.99617,0.943347,0.135492,0.0624937,0.0714117,0.928588
1158,732.772,1,5.25796,0.63886,20.8136,6.58746,23.7737,-18.2211,18.8607,0.212439,0.267708,0.589829,0.386056,4.07277,0.943949,0.133729,0.0625631,0.0713695,0.92863
1159,733.421,1,5.27474,0.638624,21.1339,6.56959,24.2041,-18.0467,18.6924,0.209314,0.257031,0.601745,0.370782,4.00742,0.939828,0.132236,0.0640588,0.071392,0.928608
1160,730.171,1,5.24935,0.646862,21.2457,6.25352,25.2502,-18.5629,19.1805,0.215645,0.266987,0.539527,0.389352,4.11944,0.94024,0.132622,0.0624926,0.071397,0.928603
1161,732.45,1,5.24819,0.648902,21.1397,6.23518,25.1412,-18.7186,19.3235,0.219299,0.269657,0.547011,0.387701,4.10645,0.95007,0.133163,0.0637779,0.0713918,0.928608
1162,734.584,1,5.26455,0.655678,21.5211,6.1707,25.2964,-17.9861,18.6826,0.220466,0.273725,0.512583,0.381447,4.02319,0.95208,0.135676,0.0641024,0.0714201,0.92858
1163,741.464,1,5.28696,0.631812,21.316,6.35866,24.8213,-17.1142,17.7186,0.217328,0.269963,0.500457,0.386483,3.87364,0.950357,0.138489,0.0654221,0.0714032,0.928597
1164,743.5,1,5.278,0.629198,21.3022,6.06913,24.9409,-16.829,17.4057,0.207667,0.281174,0.482291,0.384284,3.86198,0.94193,0.138572,0.065497,0.0712131,0.928787
1165,741.121,1,5.2913,0.642512,21.5116,6.19806,24.8353,-17.5695,18.2207,0.214331,0.282002,0.480799,0.388089,3.99329,0.933068,0.133478,0.0658227,0.0713929,0.928607
1166,747.346,1,5.28724,0.638626,21.5051,5.95085,24.77,-16.6561,17.4266,0.214189,0.2591,0.535832,0.392502,3.86305,0.915909,0.135872,0.0654246,0.0712337,0.928766
1167,742.786,1,5.27065,0.646504,21.2136,6.2029,25.3209,-16.6679,17.3341,0.209068,0.26858,0.531893,0.384048,3.85767,0.930637,0.134817,0.0655142,0.0713048,0.928695
1168,752.514,1,5.25716,0.623023,21.0293,6.06887,24.6965,-17.0322,17.5171,0.212683,0.273028,0.496278,0.394675,3.77699,0.908496,0.139018,0.0660872,0.071272,0.928728
1169,758.061,1,5.25963,0.609283,20.9711,6.40364,24.662,-17.6322,18.165,0.219536,0.277165,0.563297,0.414605,3.91724,0.911935,0.13846,0.0659593,0.071326,0.928674
1170,752.083,1,5.22747,0.620267,21.212,6.25425,24.4857,-18.636,19.1588,0.223176,0.258475,0.573709,0.372978,4.11877,0.940076,0.140656,0.0658226,0.0713696,0.92863
1171,757.971,1,5.21564,0.649138,20.9965,5.91667,24.3117,-18.7549,19.3309,0.220751,0.248728,0.554193,0.358371,4.18194,0.925745,0.13982,0.0680796,0.0713252,0.928675
1172,759.475,1,5.22244,0.646954,21.6079,5.9797,24.439,-18.3755,19.0683,0.220336,0.252933,0.589709,0.388067,4.13713,0.925323,0.137068,0.0684523,0.0713742,0.928626
1173,763.865,1,5.23387,0.634736,21.8113,6.07356,24.0261,-19.011,19.6406,0.218755,0.249061,0.57916,0.392607,4.22263,0.923367,0.137007,0.0701369,0.0714166,0.928583
1174,765.247,1,5.24964,0.621186,21.3447,5.99936,23.4385,-18.9271,19.4993,0.223843,0.251821,0.597784,0.403733,4.16033,0.920952,0.140453,0.0680652,0.0713464,0.928654
1175,759.931,1,5.24666,0.625967,21.3165,6.38988,23.197,-18.4455,19.1416,0.221096,0.250005,0.648504,0.413102,4.13691,0.921171,0.137628,0.0666246,0.071342,0.928658
1176,757.961,1,5.24994,0.656919,21.3596,6.26074,23.6734,-18.7799,19.5368,0.210821,0.247577,0.630559,0.377841,4.22362,0.916843,0.133885,0.0690326,0.0714203,0.92858
1177,761.584,1,5.25234,0.638697,21.24,6.31744,23.2144,-18.8038,19.5131,0.215063,0.249286,0.616569,0.37244,4.15811,0.904259,0.133966,0.0700091,0.0713941,0.928606
1178,764.48,1,5.28907,0.636837,21.2489,6.28049,23.0478,-18.046,18.7214,0.210647,0.262796,0.622336,0.386491,4.03477,0.890268,0.135218,0.0690354,0.0714013,0.928599
1179,764.006,1,5.28911,0.660651,21.4639,6.39996,23.8881,-18.2142,18.8814,0.215098,0.241541,0.656716,0.361872,4.05595,0.843445,0.132739,0.0690956,0.0713918,0.928608
1180,761.209,1,5.28487,0.660208,21.3061,6.22881,24.1922,-17.8518,18.5196,0.212174,0.24451,0.606172,0.373431,3.99819,0.87938,0.137513,0.0675547,0.0714073,0.928593
1181,759.642,1,5.30016,0.666215,21.3559,6.23887,24.5131,-17.9975,18.7099,0.220291,0.249708,0.632078,0.401149,4.03213,0.890851,0.135881,0.0665702,0.0713939,0.928606
1182,759.7,1,5.27353,0.690684,21.7463,6.00174,25.1549,-18.825,19.4918,0.226775,0.247026,0.585416,0.402132,4.18078,0.899934,0.13522,0.0676204,0.0714092,0.928591
1183,760.155,1,5.23508,0.671317,21.9912,5.68249,25.5795,-18.0352,18.6244,0.228227,0.247352,0.564144,0.403379,4.03734,0.881589,0.137928,0.066053,0.0713829,0.928617
1184,750.705,1,5.2778,0.657489,21.7757,5.85317,25.3464,-18.4293,19.159,0.225117,0.252874,0.492695,0.359702,4.08114,0.83863,0.134523,0.0654329,0.0713758,0.928624
1185,758.515,1,5.2531,0.648599,21.5186,5.99363,24.6893,-18.3338,18.9304,0.222637,0.257912,0.472166,0.398775,3.99419,0.873321,0.134976,0.0687831,0.071395,0.928605
1186,765.989,1,5.29472,0.662036,21.8799,5.84181,25.1709,-18.4106,19.3103,0.218238,0.24966,0.511589,0.401671,4.1615,0.917896,0.138502,0.0709241,0.0714063,0.928594
1187,744.208,1,5.26169,0.65452,22.0145,5.99956,24.5126,-17.9376,18.576,0.212207,0.250075,0.481144,0.411987,3.95747,0.931017,0.134754,0.0673778,0.0714055,0.928594
1188,745.319,1,5.26889,0.636775,22.0033,5.94487,24.2802,-18.2298,18.7696,0.215816,0.251914,0.511804,0.410973,4.03098,0.939269,0.134482,0.0673573,0.0714035,0.928596
1189,743.048,1,5.29582,0.654626,22.358,5.9815,25.0007,-18.2036,18.8966,0.215085,0.265912,0.531766,0.417112,4.05844,0.930976,0.129831,0.0671398,0.0714089,0.928591
1190,742.396,1,5.26843,0.636667,22.1114,5.59002,23.4444,-18.1134,18.9594,0.216092,0.250138,0.513149,0.402689,4.05306,0.937921,0.130627,0.0684198,0.0714102,0.92859
1191,740.316,1,5.26478,0.630252,22.0645,5.6425,23.1319,-18.0117,18.7166,0.214028,0.266897,0.560366,0.399476,3.99381,0.943119,0.131721,0.066456,0.0714101,0.92859
1192,750.859,1,5.27956,0.617906,22.0887,5.90027,23.575,-17.4391,18.0321,0.214862,0.26221,0.542487,0.411113,3.88823,0.943334,0.129854,0.0715458,0.0714038,0.928596
1193,751.528,1,5.25559,0.62906,21.9851,6.11096,24.0103,-17.6671,18.2562,0.212389,0.263566,0.579918,0.431276,3.9321,0.938467,0.13447,0.0679685,0.0713924,0.928608
1194,754.297,1,5.287,0.639529,22.2074,6.02385,24.2863,-17.1133,17.7196,0.207976,0.240224,0.532063,0.402219,3.85411,0.909734,0.134599,0.0692628,0.0713318,0.928668
1195,755.243,1,5.29338,0.63665,22.1424,6.15387,24.2967,-16.6657,17.3869,0.203492,0.233414,0.490511,0.415932,3.8043,0.911364,0.132503,0.0718769,0.0712737,0.928726
1196,752.251,1,5.2706,0.63459,22.0296,5.75459,24.468,-16.5145,17.2095,0.201589,0.232007,0.500553,0.387614,3.81364,0.920243,0.131071,0.0726229,0.0713611,0.928639
1197,752.57,1,5.26903,0.6435,22.0816,5.83492,24.9481,-17.1262,17.7947,0.212249,0.242837,0.518991,0.373531,3.90026,0.917141,0.131778,0.0710483,0.0713966,0.928603
1198,751.516,1,5.27011,0.641454,22.2115,6.01335,24.7566,-17.8747,18.5328,0.217054,0.241884,0.532747,0.343403,4.03158,0.929261,0.128959,0.073299,0.0713784,0.928622
1199,749.532,1,5.26857,0.664396,22.1961,5.80975,24.7523,-18.032,18.7099,0.216853,0.264868,0.530348,0.346919,4.10049,0.904138,0.129388,0.069634,0.0714106,0.928589
1200,741.716,1,5.27559,0.659153,22.1727,5.84532,24.8395,-17.8986,18.5127,0.219314,0.248317,0.533942,0.323556,3.98083,0.893792,0.128576,0.0681651,0.0714123,0.928588
1201,750.291,1,5.27934,0.659428,21.6999,5.84355,24.1114,-17.8147,18.5474,0.210519,0.241942,0.512415,0.344175,4.02711,0.892174,0.13088,0.0701622,0.0714142,0.928586
1202,747.202,1,5.29906,0.666553,22.1297,5.68084,24.6484,-18.2942,19.1888,0.214223,0.236006,0.607584,0.308876,4.14306,0.91449,0.130939,0.0694858,0.0713846,0.928615
1203,737.866,1,5.30247,0.65962,21.9568,5.90568,24.5327,-17.9558,18.5608,0.216383,0.226166,0.593008,0.284647,3.96169,0.919886,0.133029,0.0674181,0.0714091,0.928591
1204,742.894,1,5.3032,0.656477,21.7831,6.10873,24.1933,-18.1909,18.8068,0.216505,0.237387,0.589989,0.299096,4.07674,0.904979,0.132058,0.0673588,0.0713845,0.928616
1205,744.86,1,5.30052,0.66592,21.7601,5.88011,23.7211,-18.4609,19.1332,0.213592,0.233206,0.625466,0.289937,4.10739,0.8951,0.134431,0.0664508,0.0714126,0.928587
1206,740.896,1,5.2889,0.668126,21.4662,6.00874,23.2058,-17.7078,18.3857,0.218622,0.231121,0.587306,0.278731,3.97088,0.907229,0.13468,0.0666805,0.0713913,0.928609
1207,744.759,1,5.28419,0.659437,21.6318,5.94816,22.7252,-18.6789,19.4376,0.219753,0.240551,0.637672,0.279003,4.22915,0.90638,0.136558,0.0651063,0.0713485,0.928652
1208,743.846,1,5.27292,0.648975,21.9623,5.60555,23.3163,-18.966,19.6789,0.218021,0.240024,0.579317,0.293955,4.23067,0.92308,0.135226,0.067138,0.0713917,0.928608
1209,738.828,1,5.26745,0.646113,21.8243,5.72084,23.2713,-18.8802,19.7036,0.22271,0.233541,0.618281,0.297408,4.22992,0.902834,0.134301,0.0640212,0.0713824,0.928618
1210,745.225,1,5.27292,0.64755,21.8509,5.69395,23.2436,-17.8614,18.6956,0.215753,0.235788,0.622483,0.303287,4.07701,0.898636,0.136146,0.0651845,0.071347,0.928653
1211,735.667,1,5.28351,0.641444,21.7493,5.8694,23.1774,-17.3816,17.933,0.216355,0.23702,0.546914,0.290606,3.8729,0.922601,0.135592,0.0657568,0.0714174,0.928583
1212,728.949,1,5.2598,0.629157,21.7365,5.72116,23.3984,-17.2,17.7454,0.216266,0.238561,0.541075,0.298881,3.83277,0.930872,0.136288,0.0636246,0.0713843,0.928616
1213,731.896,1,5.26312,0.624651,21.6313,5.80623,23.1235,-17.0194,17.5838,0.213467,0.240812,0.551099,0.303775,3.81868,0.938616,0.131897,0.0670667,0.0713618,0.928638
1214,740.695,1,5.28655,0.634044,21.725,6.00159,23.0088,-16.9336,17.4329,0.203969,0.252157,0.537828,0.335583,3.77815,0.937773,0.132626,0.0691173,0.0713342,0.928666
1215,749.015,1,5.25482,0.645932,21.7445,5.95548,23.6483,-17.0708,17.656,0.207037,0.24076,0.538384,0.298445,3.84082,0.902523,0.137165,0.068595,0.0714075,0.928592
1216,755.434,1,5.28068,0.63001,21.3881,6.45832,22.4935,-16.3583,17.0082,0.21336,0.253853,0.593694,0.310764,3.76673,0.901936,0.135043,0.0696583,0.0708344,0.929166
1217,752.913,1,5.28983,0.606365,21.5249,6.30035,22.8687,-16.6411,17.3711,0.213482,0.258692,0.585416,0.317909,3.8247,0.88492,0.135276,0.06746,0.0711257,0.928874
1218,755.475,1,5.29898,0.651294,21.4917,6.12748,22.5748,-17.1351,18.0032,0.213975,0.273682,0.581639,0.291667,3.94893,0.879867,0.138898,0.0664429,0.0712599,0.92874
1219,755.184,1,5.26543,0.631187,21.4013,6.12201,23.3876,-17.5206,18.3025,0.213373,0.261875,0.572211,0.288303,3.99926,0.888663,0.137938,0.0678484,0.0713675,0.928633
1220,747.918,1,5.29352,0.636135,21.1124,6.4076,22.7441,-18.3111,19.1191,0.210137,0.262698,0.571902,0.292558,4.15812,0.890996,0.140691,0.064456,0.0713976,0.928602
1221,750.192,1,5.26816,0.639606,21.426,6.29517,23.0265,-18.4283,19.1948,0.221842,0.247627,0.557791,0.321768,4.13697,0.877515,0.135319,0.0661149,0.0714009,0.928599
1222,747.983,1,5.27549,0.648438,21.2711,6.25019,22.8856,-18.1476,18.7891,0.214383,0.245451,0.580599,0.333508,4.02398,0.871595,0.135408,0.0651252,0.0713939,0.928606
1223,743.159,1,5.2601,0.630112,21.365,6.38759,22.4593,-18.7817,19.4416,0.216324,0.241263,0.573251,0.31492,4.17125,0.851569,0.131717,0.0649791,0.0714054,0.928595
1224,749.418,1,5.26917,0.652534,20.7598,6.59041,22.8172,-18.8658,19.5474,0.214352,0.247316,0.581577,0.328599,4.20564,0.835502,0.136592,0.0634754,0.0714142,0.928586
1225,750.435,1,5.28048,0.639639,20.9643,6.50854,22.9171,-18.8452,19.673,0.217788,0.253107,0.603446,0.318792,4.23197,0.858193,0.136245,0.0641717,0.0714083,0.928592
1226,751.485,1,5.28752,0.654374,21.112,6.77172,22.9624,-17.7589,18.4332,0.214362,0.250819,0.560662,0.334464,3.98882,0.863793,0.132006,0.0677856,0.0713578,0.928642
1227,754.012,1,5.30462,0.670445,21.2165,6.54927,23.6859,-17.3798,18.0931,0.216613,0.253604,0.564699,0.348251,3.94295,0.87037,0.134703,0.0668936,0.0713891,0.928611
1228,755.61,1,5.31261,0.642996,21.5261,6.60742,24.2647,-17.2607,17.967,0.211748,0.26329,0.542129,0.362053,3.95458,0.887918,0.13754,0.0664951,0.0713703,0.92863
1229,755.737,1,5.31313,0.654088,21.6864,6.69868,23.7825,-17.4063,18.0895,0.213481,0.247023,0.523413,0.365972,3.90764,0.86277,0.135411,0.0677322,0.0714088,0.928591
1230,751.898,1,5.29523,0.649102,21.2969,6.58937,24.2444,-17.6262,18.22,0.211189,0.263341,0.552915,0.359294,3.95653,0.856588,0.135505,0.0650859,0.0714042,0.928596
1231,744.31,1,5.27887,0.630494,21.4337,6.518,24.792,-17.8321,18.4631,0.217084,0.253723,0.542718,0.343623,3.98418,0.858368,0.136583,0.0628073,0.0714104,0.92859
1232,749.903,1,5.27562,0.623905,21.159,6.5413,23.7178,-17.1053,17.9033,0.215524,0.259496,0.542094,0.345979,3.90467,0.86542,0.136577,0.0647603,0.0714051,0.928595
1233,754.246,1,5.28579,0.618459,21.2547,6.3984,23.6322,-17.3315,18.2992,0.215235,0.254954,0.51935,0.344392,3.96764,0.886174,0.137046,0.0674126,0.071394,0.928606
1234,754.831,1,5.29669,0.623717,21.3503,6.23045,23.2121,-17.6479,18.4929,0.21748,0.284546,0.517952,0.362716,4.00091,0.888127,0.136602,0.0662172,0.0713968,0.928603
1235,747.227,1,5.29805,0.631727,21.4228,6.41947,23.3777,-16.2626,16.97,0.219261,0.281007,0.515579,0.35092,3.71906,0.891441,0.132477,0.0667165,0.0713297,0.92867
1236,754.073,1,5.2934,0.629229,21.8158,6.21615,23.2385,-17.2402,18.0152,0.224137,0.276533,0.513948,0.360065,3.93811,0.861336,0.134736,0.0659602,0.071342,0.928658
1237,746.09,1,5.28605,0.628559,21.9721,5.96677,24.0389,-17.1395,17.9589,0.218921,0.265648,0.496681,0.347587,3.93946,0.872727,0.131656,0.0663903,0.0714057,0.928594
1238,738.848,1,5.28645,0.638377,22.0584,5.97123,23.3671,-17.8371,18.4591,0.224317,0.265991,0.486906,0.333979,3.95037,0.912004,0.126797,0.0689264,0.0714101,0.92859
1239,744.325,1,5.26199,0.633116,22.0813,5.73698,24.3222,-17.9911,18.6884,0.216702,0.257354,0.493783,0.34036,4.01587,0.911845,0.131375,0.0685641,0.071358,0.928642
1240,736.438,1,5.25788,0.635549,22.1325,5.78603,24.5219,-18.5251,19.2185,0.216075,0.269345,0.531379,0.330295,4.14874,0.953781,0.134781,0.0664142,0.0713877,0.928612
1241,737.788,1,5.26516,0.654661,22.1044,5.61519,24.524,-18.0549,18.7831,0.218069,0.26959,0.509322,0.322747,4.06808,0.946178,0.135724,0.0662232,0.0710197,0.92898
1242,737.902,1,5.25495,0.629636,22.1613,5.49392,24.7876,-17.5149,18.3646,0.219071,0.270998,0.493513,0.329163,4.01716,0.947021,0.135443,0.0665053,0.0712368,0.928763
1243,753.106,1,5.26589,0.655796,22.0118,5.83107,24.1548,-18.1589,18.8186,0.222259,0.273067,0.489433,0.314074,4.1019,0.919003,0.135994,0.0694256,0.0713162,0.928684
1244,747.872,1,5.2694,0.618924,21.8446,5.97175,23.5213,-17.2915,17.9001,0.214756,0.281528,0.500461,0.342008,3.89358,0.917817,0.133961,0.0680186,0.071353,0.928647
1245,740.676,1,5.26153,0.628615,21.446,5.79001,23.4726,-17.447,18.085,0.217452,0.273256,0.47834,0.33445,3.85381,0.940115,0.137727,0.0665704,0.0713888,0.928611
1246,735.479,1,5.27317,0.644316,21.9367,5.6907,23.6971,-16.9418,17.4572,0.212131,0.264187,0.416936,0.322586,3.77878,0.924986,0.135454,0.0668863,0.0714121,0.928588
1247,743.99,1,5.27665,0.63701,21.7328,5.75755,23.0767,-16.5809,17.2521,0.209861,0.257167,0.489956,0.30603,3.79626,0.926433,0.133501,0.0700408,0.0713932,0.928607
1248,747.589,1,5.2455,0.624524,21.6543,5.93773,22.9791,-17.5326,18.0955,0.212899,0.267983,0.504462,0.315324,3.947,0.914294,0.133902,0.0688605,0.0714034,0.928597
1249,739.763,1,5.24036,0.629484,21.7661,5.86996,23.5192,-17.6557,18.3161,0.212308,0.282459,0.521598,0.330098,3.97595,0.941175,0.134967,0.0663402,0.0713517,0.928648
1250,748.149,1,5.2592,0.618252,21.7853,5.98466,23.3409,-18.1399,18.8403,0.216006,0.296941,0.499142,0.355753,4.04815,0.94067,0.133876,0.0687863,0.0714046,0.928595
1251,751.613,1,5.25406,0.631531,21.7614,6.02411,22.9843,-17.8996,18.6858,0.212924,0.282317,0.543081,0.338977,4.08392,0.927885,0.132063,0.0698413,0.0713581,0.928642
1252,756.834,1,5.27499,0.621834,21.8063,6.15889,23.5342,-17.7542,18.3964,0.214421,0.289961,0.537734,0.342798,3.97592,0.905213,0.131992,0.0703526,0.0713582,0.928642
1253,755.19,1,5.2982,0.618163,22.3358,6.00171,24.4238,-17.6602,18.3599,0.214932,0.273536,0.539397,0.332497,3.96153,0.899302,0.127994,0.072538,0.0713891,0.928611
1254,753.692,1,5.27524,0.631834,21.9436,5.84146,23.8481,-17.5032,18.1236,0.216647,0.282987,0.486932,0.333698,3.8899,0.923861,0.132537,0.0718986,0.0712508,0.928749
1255,746.598,1,5.2706,0.64216,22.2584,5.68409,24.2172,-17.5857,18.0662,0.217288,0.273851,0.480722,0.3363,3.8373,0.944621,0.132323,0.0719003,0.0714124,0.928588
1256,742.568,1,5.27755,0.648634,22.4063,5.96567,24.0259,-18.0098,18.6164,0.222086,0.264384,0.470006,0.325688,3.96936,0.933687,0.128955,0.0714722,0.0714021,0.928598
1257,749.361,1,5.27224,0.646806,22.2378,5.71095,23.8334,-18.3507,19.0454,0.221686,0.26752,0.513167,0.330781,4.10016,0.929873,0.128614,0.0722083,0.0713933,0.928607
1258,745.468,1,5.31122,0.624923,21.9419,5.97976,23.8017,-18.6161,19.292,0.220972,0.269215,0.505079,0.335872,4.13322,0.937374,0.129695,0.0707796,0.0714155,0.928585
1259,753.895,1,5.28713,0.632825,22.2287,5.91201,24.0285,-18.6552,19.3618,0.220616,0.256011,0.503154,0.330723,4.15402,0.926823,0.13215,0.0723428,0.0713928,0.928607
1260,747.413,1,5.27977,0.629415,21.8726,5.86041,23.784,-17.7028,18.2031,0.217793,0.256325,0.52033,0.315378,3.89862,0.945671,0.138694,0.069212,0.0714131,0.928587
1261,746.282,1,5.25961,0.645003,21.6597,6.12424,23.7502,-18.6279,19.1755,0.219739,0.259156,0.544495,0.324672,4.1226,0.943466,0.134849,0.068948,0.0714072,0.928593
1262,745.233,1,5.25065,0.638542,21.4597,6.13918,23.7412,-17.7203,18.2163,0.218769,0.259193,0.514307,0.321719,3.90755,0.942145,0.139397,0.0674458,0.0713987,0.928601
1263,741.69,1,5.28421,0.650743,21.2564,6.30297,23.2083,-18.0565,18.839,0.213791,0.266981,0.540822,0.323993,4.02763,0.945103,0.137733,0.0664372,0.0713847,0.928615
1264,740.03,1,5.29312,0.680292,21.2695,6.25145,23.4773,-17.2903,18.0867,0.216376,0.244281,0.528258,0.306322,3.94209,0.934274,0.134651,0.0678511,0.0714045,0.928595
1265,730.087,1,5.28199,0.634583,21.5435,6.07514,23.9183,-17.5882,18.3919,0.211173,0.268395,0.516808,0.302872,3.94682,0.939468,0.135204,0.0644586,0.0714135,0.928587
1266,734.266,1,5.27671,0.633055,21.7985,5.87812,23.994,-18.0617,18.6936,0.212215,0.256611,0.540334,0.316896,3.98766,0.950118,0.135352,0.0663756,0.0714001,0.9286
1267,733.426,1,5.24784,0.638371,21.538,5.79975,23.2771,-17.8524,18.4584,0.213142,0.271218,0.549097,0.331019,3.95135,0.955422,0.136521,0.0650585,0.0713897,0.92861
1268,740.047,1,5.25922,0.618972,21.4748,6.13393,23.3928,-17.6124,18.4092,0.210515,0.272934,0.566165,0.355271,4.00471,0.947637,0.137863,0.0645181,0.0713564,0.928644
1269,744.142,1,5.26847,0.620963,21.4083,5.81553,23.2595,-17.2962,18.1044,0.213342,0.294476,0.574984,0.35851,3.97582,0.93463,0.143655,0.0612922,0.0713695,0.92863
1270,739.034,1,5.27818,0.614841,21.4723,6.01697,23.0923,-16.9521,17.6625,0.210277,0.294321,0.517896,0.355528,3.8819,0.948328,0.144477,0.0615898,0.0712993,0.928701
1271,733.619,1,5.27795,0.634146,21.4442,5.86633,22.691,-17.4966,18.3141,0.218226,0.29103,0.476983,0.337139,3.9439,0.942661,0.138858,0.0628614,0.0713859,0.928614
1272,739.443,1,5.26036,0.631791,21.5549,5.9931,23.3473,-18.0147,18.6719,0.221372,0.292777,0.465376,0.343473,3.97172,0.940873,0.141434,0.0634233,0.0713687,0.928631
1273,742.636,1,5.26773,0.646675,21.5041,6.04374,23.1067,-18.6203,19.2388,0.216361,0.292965,0.446104,0.353905,4.09427,0.946392,0.140111,0.0656627,0.0714156,0.928584
1274,743.142,1,5.24784,0.654597,21.73,5.66762,22.7538,-18.0354,18.5006,0.216336,0.283309,0.510313,0.349101,4.02008,0.948134,0.142594,0.0639482,0.0713986,0.928601
1275,730.244,1,5.27381,0.649099,21.6093,5.56349,22.5705,-16.6246,17.2746,0.210678,0.267767,0.485515,0.335108,3.81024,0.943163,0.13985,0.0623506,0.0714075,0.928592
1276,728.037,1,5.26423,0.635161,21.6654,5.69403,22.8235,-17.0736,17.7726,0.211989,0.276385,0.479112,0.34572,3.90242,0.950989,0.133927,0.0644807,0.0713585,0.928641
1277,736.187,1,5.27701,0.631476,21.4887,5.81705,22.6191,-16.7458,17.4535,0.212974,0.281586,0.536168,0.328986,3.81958,0.952012,0.139176,0.0642954,0.0713961,0.928604
1278,746.699,1,5.25561,0.633311,21.1424,5.93815,21.8832,-17.1498,18.0445,0.214245,0.281594,0.524106,0.314716,3.99024,0.949939,0.143233,0.0657798,0.0714102,0.92859
