standEta_Cl_abscissa,standEta_Cl_cdf,standEta_Q_abscissa,standEta_Q_cdf,split
-0.0747772,0.324143,-0.266787,0.324143,All
-0.0747469,0.324286,-0.266787,0.324286,All
-0.0741558,0.324429,-0.265611,0.324429,All
-0.0738585,0.324571,-0.265611,0.324571,All
-0.0738363,0.324714,-0.264779,0.324714,All
-0.0736712,0.324857,-0.264779,0.324857,All
-0.0732422,0.325,-0.26452,0.325,All
-0.0729217,0.325143,-0.26452,0.325143,All
-0.072897,0.325286,-0.264504,0.325286,All
-0.0727378,0.325429,-0.264304,0.325429,All
-0.0721424,0.325571,-0.264304,0.325571,All
-0.0721424,0.325714,-0.264271,0.325714,All
-0.0717703,0.325857,-0.263926,0.325857,All
-0.0714325,0.326,-0.263926,0.326,All
-0.0714325,0.326143,-0.261328,0.326143,All
-0.0713443,0.326286,-0.259942,0.326286,All
-0.0705133,0.326429,-0.259283,0.326429,All
-0.0704579,0.326571,-0.259258,0.326571,All
-0.0704295,0.326714,-0.259182,0.326714,All
-0.0703684,0.326857,-0.258296,0.326857,All
-0.0703684,0.327,-0.258296,0.327,All
-0.0703684,0.327143,-0.257033,0.327143,All
-0.0699526,0.327286,-0.257033,0.327286,All
-0.069862,0.327429,-0.257033,0.327429,All
-0.0697259,0.327571,-0.256953,0.327571,All
-0.06962,0.327714,-0.254653,0.327714,All
-0.0695477,0.327857,-0.254568,0.327857,All
-0.0695477,0.328,-0.254464,0.328,All
-0.069106,0.328143,-0.254464,0.328143,All
-0.0690562,0.328286,-0.254464,0.328286,All
-0.0689142,0.328429,-0.254464,0.328429,All
-0.0688127,0.328571,-0.252832,0.328571,All
-0.0687436,0.328714,-0.251437,0.328714,All
-0.0682285,0.328857,-0.251294,0.328857,All
-0.0682012,0.329,-0.251286,0.329,All
-0.0680225,0.329143,-0.250912,0.329143,All
-0.0679682,0.329286,-0.250134,0.329286,All
-0.0678067,0.329429,-0.250013,0.329429,All
-0.0678067,0.329571,-0.249422,0.329571,All
-0.0669375,0.329714,-0.249262,0.329714,All
-0.066812,0.329857,-0.24827,0.329857,All
-0.0667365,0.33,-0.248158,0.33,All
-0.0666296,0.330143,-0.24795,0.330143,All
-0.0662127,0.330286,-0.247285,0.330286,All
-0.0659557,0.330429,-0.24563,0.330429,All
-0.0658796,0.330571,-0.24563,0.330571,All
-0.0656812,0.330714,-0.245602,0.330714,All
-0.0647567,0.330857,-0.245602,0.330857,All
-0.0647558,0.331,-0.245392,0.331,All
-0.0647199,0.331143,-0.245392,0.331143,All
-0.0643309,0.331286,-0.244331,0.331286,All
-0.0631849,0.331429,-0.242617,0.331429,All
-0.062397,0.331571,-0.242617,0.331571,All
-0.0620212,0.331714,-0.241471,0.331714,All
-0.0618563,0.331857,-0.241147,0.331857,All
-0.0618563,0.332,-0.240051,0.332,All
-0.0618563,0.332143,-0.240051,0.332143,All
-0.0618493,0.332286,-0.238831,0.332286,All
-0.0618493,0.332429,-0.237844,0.332429,All
-0.061715,0.332571,-0.237805,0.332571,All
-0.061715,0.332714,-0.237692,0.332714,All
-0.061715,0.332857,-0.237692,0.332857,All
-0.061148,0.333,-0.237584,0.333,All
-0.0610248,0.333143,-0.237263,0.333143,All
-0.0610062,0.333286,-0.236524,0.333286,All
-0.0604364,0.333429,-0.236339,0.333429,All
-0.0603329,0.333571,-0.236193,0.333571,All
-0.0602606,0.333714,-0.233501,0.333714,All
-0.0601706,0.333857,-0.233103,0.333857,All
-0.0599593,0.334,-0.233027,0.334,All
-0.0598064,0.334143,-0.232572,0.334143,All
-0.0598064,0.334286,-0.232572,0.334286,All
-0.0595199,0.334429,-0.232572,0.334429,All
-0.0595001,0.334571,-0.232572,0.334571,All
-0.0594982,0.334714,-0.231863,0.334714,All
-0.0583345,0.334857,-0.230404,0.334857,All
-0.0581207,0.335,-0.22886,0.335,All
-0.0581207,0.335143,-0.228701,0.335143,All
-0.0581207,0.335286,-0.228447,0.335286,All
-0.0581207,0.335429,-0.228325,0.335429,All
-0.0581207,0.335571,-0.228325,0.335571,All
-0.057983,0.335714,-0.228322,0.335714,All
-0.0573162,0.335857,-0.227701,0.335857,All
-0.0573126,0.336,-0.226998,0.336,All
-0.0569566,0.336143,-0.226032,0.336143,All
-0.0567921,0.336286,-0.225172,0.336286,All
-0.0567921,0.336429,-0.225083,0.336429,All
-0.0564972,0.336571,-0.224642,0.336571,All
-0.0563339,0.336714,-0.22417,0.336714,All
-0.0559247,0.336857,-0.223649,0.336857,All
-0.0558119,0.337,-0.222571,0.337,All
-0.0558119,0.337143,-0.222571,0.337143,All
-0.0555339,0.337286,-0.222571,0.337286,All
-0.0552374,0.337429,-0.222571,0.337429,All
-0.0552323,0.337571,-0.222362,0.337571,All
-0.054585,0.337714,-0.222147,0.337714,All
-0.0545651,0.337857,-0.222033,0.337857,All
-0.0545075,0.338,-0.222033,0.338,All
-0.0542591,0.338143,-0.221597,0.338143,All
-0.0541909,0.338286,-0.221597,0.338286,All
-0.0535769,0.338429,-0.219863,0.338429,All
-0.0535769,0.338571,-0.219385,0.338571,All
-0.0525715,0.338714,-0.218543,0.338714,All
-0.0524021,0.338857,-0.218479,0.338857,All
-0.0518646,0.339,-0.218308,0.339,All
-0.0518482,0.339143,-0.218308,0.339143,All
-0.0517069,0.339286,-0.218308,0.339286,All
-0.0506177,0.339429,-0.217371,0.339429,All
-0.0505267,0.339571,-0.216882,0.339571,All
-0.0505087,0.339714,-0.215829,0.339714,All
-0.0503765,0.339857,-0.215249,0.339857,All
-0.0503097,0.34,-0.215212,0.34,All
-0.0503097,0.340143,-0.214815,0.340143,All
-0.0503097,0.340286,-0.21477,0.340286,All
-0.0502064,0.340429,-0.21477,0.340429,All
-0.0489716,0.340571,-0.21477,0.340571,All
-0.0489619,0.340714,-0.214543,0.340714,All
-0.0488292,0.340857,-0.214122,0.340857,All
-0.0486467,0.341,-0.213782,0.341,All
-0.0485962,0.341143,-0.213782,0.341143,All
-0.0480342,0.341286,-0.213355,0.341286,All
-0.0480342,0.341429,-0.213355,0.341429,All
-0.0479457,0.341571,-0.211947,0.341571,All
-0.0477788,0.341714,-0.211612,0.341714,All
-0.0477089,0.341857,-0.211355,0.341857,All
-0.0476706,0.342,-0.210375,0.342,All
-0.0476095,0.342143,-0.209758,0.342143,All
-0.047356,0.342286,-0.209758,0.342286,All
-0.047356,0.342429,-0.209718,0.342429,All
-0.047356,0.342571,-0.209565,0.342571,All
-0.0472791,0.342714,-0.209565,0.342714,All
-0.0472077,0.342857,-0.20954,0.342857,All
-0.0471572,0.343,-0.208894,0.343,All
-0.0468592,0.343143,-0.208568,0.343143,All
-0.0464019,0.343286,-0.206745,0.343286,All
-0.0460115,0.343429,-0.206231,0.343429,All
-0.0458657,0.343571,-0.206204,0.343571,All
-0.0457601,0.343714,-0.205789,0.343714,All
-0.0457387,0.343857,-0.203834,0.343857,All
-0.0452663,0.344,-0.203751,0.344,All
-0.0447876,0.344143,-0.203751,0.344143,All
-0.0447336,0.344286,-0.203445,0.344286,All
-0.044657,0.344429,-0.202984,0.344429,All
-0.0445091,0.344571,-0.202681,0.344571,All
-0.0443609,0.344714,-0.202073,0.344714,All
-0.0439995,0.344857,-0.201761,0.344857,All
-0.0427536,0.345,-0.199048,0.345,All
-0.0426492,0.345143,-0.199048,0.345143,All
-0.042572,0.345286,-0.198167,0.345286,All
-0.042572,0.345429,-0.197913,0.345429,All
-0.0423677,0.345571,-0.197913,0.345571,All
-0.0421159,0.345714,-0.197592,0.345714,All
-0.0411645,0.345857,-0.197592,0.345857,All
-0.0411645,0.346,-0.196411,0.346,All
-0.0403543,0.346143,-0.196411,0.346143,All
-0.0403543,0.346286,-0.196282,0.346286,All
-0.0403543,0.346429,-0.196251,0.346429,All
-0.0402417,0.346571,-0.196251,0.346571,All
-0.0400215,0.346714,-0.195527,0.346714,All
-0.0400188,0.346857,-0.19481,0.346857,All
-0.0397034,0.347,-0.193677,0.347,All
-0.0395609,0.347143,-0.190468,0.347143,All
-0.0395609,0.347286,-0.190468,0.347286,All
-0.0384931,0.347429,-0.189563,0.347429,All
-0.0382425,0.347571,-0.188793,0.347571,All
-0.0375002,0.347714,-0.188793,0.347714,All
-0.0374657,0.347857,-0.187729,0.347857,All
-0.0366282,0.348,-0.187662,0.348,All
-0.0366282,0.348143,-0.18742,0.348143,All
-0.0365842,0.348286,-0.186647,0.348286,All
-0.0365842,0.348429,-0.186251,0.348429,All
-0.0354642,0.348571,-0.186109,0.348571,All
-0.0350321,0.348714,-0.185641,0.348714,All
-0.0350188,0.348857,-0.185641,0.348857,All
-0.0350188,0.349,-0.185288,0.349,All
-0.0348335,0.349143,-0.184466,0.349143,All
-0.034215,0.349286,-0.184228,0.349286,All
-0.034215,0.349429,-0.184179,0.349429,All
-0.0339936,0.349571,-0.183624,0.349571,All
-0.0339743,0.349714,-0.183511,0.349714,All
-0.0339292,0.349857,-0.18173,0.349857,All
-0.0337845,0.35,-0.18173,0.35,All
-0.0333521,0.350143,-0.18173,0.350143,All
-0.0333521,0.350286,-0.180884,0.350286,All
-0.0331658,0.350429,-0.179849,0.350429,All
-0.0331658,0.350571,-0.179745,0.350571,All
-0.0331503,0.350714,-0.178995,0.350714,All
-0.0331503,0.350857,-0.178973,0.350857,All
-0.0331503,0.351,-0.17881,0.351,All
-0.0328312,0.351143,-0.178749,0.351143,All
-0.0327253,0.351286,-0.176704,0.351286,All
-0.0321676,0.351429,-0.176574,0.351429,All
-0.0321162,0.351571,-0.176083,0.351571,All
-0.0318601,0.351714,-0.175758,0.351714,All
-0.0317441,0.351857,-0.17555,0.351857,All
-0.0315146,0.352,-0.175362,0.352,All
-0.0314239,0.352143,-0.174689,0.352143,All
-0.0308621,0.352286,-0.174689,0.352286,All
-0.0308621,0.352429,-0.17465,0.352429,All
-0.0308498,0.352571,-0.17465,0.352571,All
-0.0307365,0.352714,-0.17465,0.352714,All
-0.030675,0.352857,-0.174616,0.352857,All
-0.0304577,0.353,-0.174426,0.353,All
-0.029944,0.353143,-0.173321,0.353143,All
-0.0298795,0.353286,-0.173243,0.353286,All
-0.0297064,0.353429,-0.173243,0.353429,All
-0.029114,0.353571,-0.173243,0.353571,All
-0.0290464,0.353714,-0.173243,0.353714,All
-0.0290464,0.353857,-0.173243,0.353857,All
-0.0289329,0.354,-0.172998,0.354,All
-0.0288573,0.354143,-0.172438,0.354143,All
-0.028419,0.354286,-0.171801,0.354286,All
-0.0283596,0.354429,-0.171801,0.354429,All
-0.0283438,0.354571,-0.171531,0.354571,All
-0.0282015,0.354714,-0.171531,0.354714,All
-0.0277287,0.354857,-0.171531,0.354857,All
-0.0277281,0.355,-0.171531,0.355,All
-0.0277281,0.355143,-0.171399,0.355143,All
-0.02722,0.355286,-0.170345,0.355286,All
-0.02722,0.355429,-0.169438,0.355429,All
-0.026603,0.355571,-0.1692,0.355571,All
-0.026603,0.355714,-0.1692,0.355714,All
-0.0265553,0.355857,-0.169003,0.355857,All
-0.0259414,0.356,-0.16773,0.356,All
-0.0246339,0.356143,-0.16773,0.356143,All
-0.0243023,0.356286,-0.167437,0.356286,All
-0.0242545,0.356429,-0.167125,0.356429,All
-0.0242545,0.356571,-0.166689,0.356571,All
-0.0242545,0.356714,-0.166377,0.356714,All
-0.0240753,0.356857,-0.165765,0.356857,All
-0.0240344,0.357,-0.162989,0.357,All
-0.0235647,0.357143,-0.162989,0.357143,All
-0.0222358,0.357286,-0.162975,0.357286,All
-0.0218839,0.357429,-0.162914,0.357429,All
-0.0217539,0.357571,-0.162186,0.357571,All
-0.0214558,0.357714,-0.162136,0.357714,All
-0.0214029,0.357857,-0.161972,0.357857,All
-0.0212854,0.358,-0.161742,0.358,All
-0.0211516,0.358143,-0.161693,0.358143,All
-0.0210313,0.358286,-0.161693,0.358286,All
-0.020945,0.358429,-0.160762,0.358429,All
-0.020945,0.358571,-0.160383,0.358571,All
-0.020945,0.358714,-0.160321,0.358714,All
-0.0208419,0.358857,-0.160321,0.358857,All
-0.0208419,0.359,-0.159914,0.359,All
-0.0203934,0.359143,-0.159423,0.359143,All
-0.0203934,0.359286,-0.159423,0.359286,All
-0.0203552,0.359429,-0.158636,0.359429,All
-0.0200658,0.359571,-0.158509,0.359571,All
-0.0196417,0.359714,-0.158039,0.359714,All
-0.0195941,0.359857,-0.157679,0.359857,All
-0.0193872,0.36,-0.156462,0.36,All
-0.0193872,0.360143,-0.155925,0.360143,All
-0.0193763,0.360286,-0.155912,0.360286,All
-0.0193099,0.360429,-0.154759,0.360429,All
-0.0191467,0.360571,-0.153845,0.360571,All
-0.0189502,0.360714,-0.153617,0.360714,All
-0.0187475,0.360857,-0.153264,0.360857,All
-0.0184778,0.361,-0.15135,0.361,All
-0.0178878,0.361143,-0.151168,0.361143,All
-0.0175479,0.361286,-0.150087,0.361286,All
-0.0175479,0.361429,-0.149864,0.361429,All
-0.0171949,0.361571,-0.149864,0.361571,All
-0.0171121,0.361714,-0.149571,0.361714,All
-0.0171121,0.361857,-0.149571,0.361857,All
-0.0161088,0.362,-0.149571,0.362,All
-0.0161088,0.362143,-0.14957,0.362143,All
-0.0161088,0.362286,-0.149171,0.362286,All
-0.0154627,0.362429,-0.148811,0.362429,All
-0.0154538,0.362571,-0.148259,0.362571,All
-0.0148954,0.362714,-0.147364,0.362714,All
-0.0148954,0.362857,-0.146567,0.362857,All
-0.0147861,0.363,-0.146141,0.363,All
-0.0134433,0.363143,-0.146046,0.363143,All
-0.013368,0.363286,-0.146046,0.363286,All
-0.013368,0.363429,-0.14591,0.363429,All
-0.0128324,0.363571,-0.144671,0.363571,All
-0.012646,0.363714,-0.144122,0.363714,All
-0.0124151,0.363857,-0.144092,0.363857,All
-0.0124151,0.364,-0.144092,0.364,All
-0.0124151,0.364143,-0.144092,0.364143,All
-0.0116689,0.364286,-0.144092,0.364286,All
-0.0115175,0.364429,-0.144092,0.364429,All
-0.0111259,0.364571,-0.143942,0.364571,All
-0.0111259,0.364714,-0.143732,0.364714,All
-0.0111259,0.364857,-0.14365,0.364857,All
-0.0108025,0.365,-0.14365,0.365,All
-0.0107035,0.365143,-0.143649,0.365143,All
-0.0106378,0.365286,-0.143137,0.365286,All
-0.0106245,0.365429,-0.142809,0.365429,All
-0.0106245,0.365571,-0.14254,0.365571,All
-0.0106245,0.365714,-0.141971,0.365714,All
-0.0106245,0.365857,-0.141971,0.365857,All
-0.0106245,0.366,-0.141971,0.366,All
-0.00968199,0.366143,-0.141729,0.366143,All
-0.00940525,0.366286,-0.140917,0.366286,All
-0.00891152,0.366429,-0.140235,0.366429,All
-0.00825591,0.366571,-0.139995,0.366571,All
-0.00809276,0.366714,-0.13986,0.366714,All
-0.00804215,0.366857,-0.139719,0.366857,All
-0.00759002,0.367,-0.138536,0.367,All
-0.00759002,0.367143,-0.138517,0.367143,All
-0.00741417,0.367286,-0.138447,0.367286,All
-0.00725755,0.367429,-0.138386,0.367429,All
-0.00725755,0.367571,-0.138347,0.367571,All
-0.00714565,0.367714,-0.138125,0.367714,All
-0.00660971,0.367857,-0.137998,0.367857,All
-0.00660971,0.368,-0.137998,0.368,All
-0.00627264,0.368143,-0.137987,0.368143,All
-0.00599518,0.368286,-0.137641,0.368286,All
-0.00543934,0.368429,-0.137133,0.368429,All
-0.00543934,0.368571,-0.136964,0.368571,All
-0.00543934,0.368714,-0.136479,0.368714,All
-0.00527106,0.368857,-0.135599,0.368857,All
-0.00510639,0.369,-0.135599,0.369,All
-0.00476689,0.369143,-0.135335,0.369143,All
-0.00473396,0.369286,-0.13505,0.369286,All
-0.00393962,0.369429,-0.133573,0.369429,All
-0.00381581,0.369571,-0.13291,0.369571,All
-0.00352602,0.369714,-0.132722,0.369714,All
-0.00301441,0.369857,-0.131038,0.369857,All
-0.00299866,0.37,-0.129549,0.37,All
-0.00298031,0.370143,-0.129125,0.370143,All
-0.00298031,0.370286,-0.128891,0.370286,All
-0.00266382,0.370429,-0.128891,0.370429,All
-0.00211931,0.370571,-0.127626,0.370571,All
-0.00211931,0.370714,-0.127347,0.370714,All
-0.00201222,0.370857,-0.127029,0.370857,All
-0.00201222,0.371,-0.1268,0.371,All
-0.00200116,0.371143,-0.126526,0.371143,All
-0.00198422,0.371286,-0.126526,0.371286,All
-0.00137319,0.371429,-0.126386,0.371429,All
-0.00129505,0.371571,-0.126254,0.371571,All
-0.00114674,0.371714,-0.125867,0.371714,All
-0.00089972,0.371857,-0.125867,0.371857,All
-0.00089972,0.372,-0.125867,0.372,All
-0.000767868,0.372143,-0.125119,0.372143,All
-0.000624886,0.372286,-0.123673,0.372286,All
-0.000624886,0.372429,-0.123673,0.372429,All
-0.000392658,0.372571,-0.121101,0.372571,All
0.000209546,0.372714,-0.121101,0.372714,All
0.000209546,0.372857,-0.121101,0.372857,All
0.000228286,0.373,-0.120807,0.373,All
0.000647401,0.373143,-0.120662,0.373143,All
0.000647401,0.373286,-0.120627,0.373286,All
0.00117812,0.373429,-0.120615,0.373429,All
0.00137437,0.373571,-0.119069,0.373571,All
0.00149732,0.373714,-0.118569,0.373714,All
0.00179741,0.373857,-0.118346,0.373857,All
0.0018776,0.374,-0.118004,0.374,All
0.0020156,0.374143,-0.116923,0.374143,All
0.00248073,0.374286,-0.1167,0.374286,All
0.00248073,0.374429,-0.115789,0.374429,All
0.00337732,0.374571,-0.11573,0.374571,All
0.00341516,0.374714,-0.11408,0.374714,All
0.00341516,0.374857,-0.11374,0.374857,All
0.00341516,0.375,-0.113267,0.375,All
0.00409316,0.375143,-0.11317,0.375143,All
0.00410309,0.375286,-0.112907,0.375286,All
0.00433419,0.375429,-0.112857,0.375429,All
0.0044309,0.375571,-0.111897,0.375571,All
0.00465216,0.375714,-0.111653,0.375714,All
0.00482355,0.375857,-0.111653,0.375857,All
0.00521273,0.376,-0.111653,0.376,All
0.0060276,0.376143,-0.111396,0.376143,All
0.00613879,0.376286,-0.110009,0.376286,All
0.00626765,0.376429,-0.110003,0.376429,All
0.00636929,0.376571,-0.110003,0.376571,All
0.00643519,0.376714,-0.109719,0.376714,All
0.00646529,0.376857,-0.109578,0.376857,All
0.00672495,0.377,-0.109165,0.377,All
0.00672495,0.377143,-0.109165,0.377143,All
0.0072938,0.377286,-0.108578,0.377286,All
0.00735896,0.377429,-0.108193,0.377429,All
0.00750555,0.377571,-0.107685,0.377571,All
0.00750555,0.377714,-0.106675,0.377714,All
0.00764876,0.377857,-0.10559,0.377857,All
0.00764876,0.378,-0.10559,0.378,All
0.00792865,0.378143,-0.10559,0.378143,All
0.00801845,0.378286,-0.10559,0.378286,All
0.00814792,0.378429,-0.10559,0.378429,All
0.00816732,0.378571,-0.105566,0.378571,All
0.00818297,0.378714,-0.105363,0.378714,All
0.00818297,0.378857,-0.104976,0.378857,All
0.00820028,0.379,-0.104976,0.379,All
0.00820799,0.379143,-0.104976,0.379143,All
0.00824545,0.379286,-0.104754,0.379286,All
0.00831436,0.379429,-0.104754,0.379429,All
0.00895508,0.379571,-0.104343,0.379571,All
0.00931424,0.379714,-0.103729,0.379714,All
0.00933467,0.379857,-0.103396,0.379857,All
0.00933467,0.38,-0.103118,0.38,All
0.00955453,0.380143,-0.103118,0.380143,All
0.00968192,0.380286,-0.102993,0.380286,All
0.00992826,0.380429,-0.10276,0.380429,All
0.00992826,0.380571,-0.10276,0.380571,All
0.00992826,0.380714,-0.10268,0.380714,All
0.0109467,0.380857,-0.102575,0.380857,All
0.0110743,0.381,-0.102575,0.381,All
0.0112247,0.381143,-0.101565,0.381143,All
0.0116121,0.381286,-0.101555,0.381286,All
0.0118946,0.381429,-0.101473,0.381429,All
0.0120663,0.381571,-0.101473,0.381571,All
0.0121691,0.381714,-0.101324,0.381714,All
0.0126865,0.381857,-0.101254,0.381857,All
0.0126865,0.382,-0.0999721,0.382,All
0.013523,0.382143,-0.0998535,0.382143,All
0.013523,0.382286,-0.099744,0.382286,All
0.0135459,0.382429,-0.0992885,0.382429,All
0.0140465,0.382571,-0.0977764,0.382571,All
0.0141956,0.382714,-0.0971134,0.382714,All
0.0142219,0.382857,-0.0965506,0.382857,All
0.0142395,0.383,-0.0960853,0.383,All
0.0142395,0.383143,-0.0960853,0.383143,All
0.0142395,0.383286,-0.0953678,0.383286,All
0.0142395,0.383429,-0.0951859,0.383429,All
0.0145916,0.383571,-0.0946846,0.383571,All
0.014807,0.383714,-0.0942887,0.383714,All
0.0152193,0.383857,-0.0938039,0.383857,All
0.0160212,0.384,-0.0938039,0.384,All
0.0160556,0.384143,-0.0938039,0.384143,All
0.0162049,0.384286,-0.0938039,0.384286,All
0.0165122,0.384429,-0.093582,0.384429,All
0.0165122,0.384571,-0.093582,0.384571,All
0.0169172,0.384714,-0.093208,0.384714,All
0.0171868,0.384857,-0.092346,0.384857,All
0.0171868,0.385,-0.0913648,0.385,All
0.0171868,0.385143,-0.0908665,0.385143,All
0.0176562,0.385286,-0.090839,0.385286,All
0.0176562,0.385429,-0.090839,0.385429,All
0.0176562,0.385571,-0.090839,0.385571,All
0.017938,0.385714,-0.090755,0.385714,All
0.0179609,0.385857,-0.090755,0.385857,All
0.0180514,0.386,-0.0907174,0.386,All
0.0180897,0.386143,-0.0906002,0.386143,All
0.0186033,0.386286,-0.09044,0.386286,All
0.0186033,0.386429,-0.089547,0.386429,All
0.0186355,0.386571,-0.089547,0.386571,All
0.0186355,0.386714,-0.0892397,0.386714,All
0.0191348,0.386857,-0.0885564,0.386857,All
0.01927,0.387,-0.0881658,0.387,All
0.0194506,0.387143,-0.0880258,0.387143,All
0.0198946,0.387286,-0.0875877,0.387286,All
0.0198946,0.387429,-0.0873252,0.387429,All
0.0198946,0.387571,-0.0862575,0.387571,All
0.0200689,0.387714,-0.0860027,0.387714,All
0.020129,0.387857,-0.0859514,0.387857,All
0.020129,0.388,-0.0856661,0.388,All
0.0202898,0.388143,-0.085622,0.388143,All
0.020571,0.388286,-0.0852987,0.388286,All
0.0207179,0.388429,-0.0847523,0.388429,All
0.0209349,0.388571,-0.0847523,0.388571,All
0.020971,0.388714,-0.0841116,0.388714,All
0.0212165,0.388857,-0.0838577,0.388857,All
0.0215733,0.389,-0.0838515,0.389,All
0.021807,0.389143,-0.0837148,0.389143,All
0.021807,0.389286,-0.0837148,0.389286,All
0.021807,0.389429,-0.0835276,0.389429,All
0.0220161,0.389571,-0.0828928,0.389571,All
0.0220161,0.389714,-0.0821016,0.389714,All
0.0220829,0.389857,-0.0817193,0.389857,All
0.0220829,0.39,-0.0817193,0.39,All
0.0232561,0.390143,-0.0808438,0.390143,All
0.0239707,0.390286,-0.0806078,0.390286,All
0.0242532,0.390429,-0.0802885,0.390429,All
0.0247022,0.390571,-0.080261,0.390571,All
0.0254155,0.390714,-0.0802237,0.390714,All
0.0255479,0.390857,-0.0794567,0.390857,All
0.0256602,0.391,-0.0792832,0.391,All
0.0262747,0.391143,-0.0789487,0.391143,All
0.0265649,0.391286,-0.0788162,0.391286,All
0.0265649,0.391429,-0.0786814,0.391429,All
0.026946,0.391571,-0.0786814,0.391571,All
0.0270655,0.391714,-0.0778411,0.391714,All
0.0273709,0.391857,-0.076698,0.391857,All
0.0276217,0.392,-0.076698,0.392,All
0.0283002,0.392143,-0.076698,0.392143,All
0.0286311,0.392286,-0.076698,0.392286,All
0.0288149,0.392429,-0.0763547,0.392429,All
0.0288149,0.392571,-0.0763137,0.392571,All
0.0296325,0.392714,-0.0763137,0.392714,All
0.0296325,0.392857,-0.0757083,0.392857,All
0.0299305,0.393,-0.0746726,0.393,All
0.0299603,0.393143,-0.0737795,0.393143,All
0.0312757,0.393286,-0.0728889,0.393286,All
0.0317178,0.393429,-0.0728889,0.393429,All
0.0318788,0.393571,-0.0728889,0.393571,All
0.0318788,0.393714,-0.0728756,0.393714,All
0.0320085,0.393857,-0.0728756,0.393857,All
0.0320227,0.394,-0.0728756,0.394,All
0.032251,0.394143,-0.0724782,0.394143,All
0.0323478,0.394286,-0.0724782,0.394286,All
0.0331251,0.394429,-0.0724782,0.394429,All
0.033896,0.394571,-0.0724782,0.394571,All
0.0339571,0.394714,-0.0724782,0.394714,All
0.034279,0.394857,-0.0721286,0.394857,All
0.034279,0.395,-0.0701753,0.395,All
0.034279,0.395143,-0.0700848,0.395143,All
0.0345585,0.395286,-0.0700848,0.395286,All
0.0347974,0.395429,-0.0700848,0.395429,All
0.0347974,0.395571,-0.0700848,0.395571,All
0.0348945,0.395714,-0.0700848,0.395714,All
