Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,bias_abscissa,bias_cdf,split
3.52559,0.0342857,15.5078,0.0342857,1.8848,0.0357143,11.9979,0.0342857,5.77468e-05,0.0357143,All
3.53954,0.0357143,15.5111,0.0357143,1.91549,0.0371429,12.0197,0.0357143,6.52156e-05,0.0371429,All
3.54033,0.0371429,15.5535,0.0371429,1.98813,0.0385714,12.0357,0.0371429,7.27401e-05,0.0385714,All
3.54035,0.0385714,15.5627,0.0385714,2.00768,0.04,12.1333,0.0385714,8.98053e-05,0.04,All
3.55159,0.04,15.6069,0.04,2.01484,0.0414286,12.4487,0.04,9.17522e-05,0.0414286,All
3.55594,0.0414286,15.6292,0.0414286,2.03105,0.0428571,12.4507,0.0414286,9.27422e-05,0.0428571,All
3.56551,0.0428571,15.6807,0.0428571,2.04052,0.0442857,12.5551,0.0428571,0.000113182,0.0442857,All
3.56996,0.0442857,15.6931,0.0442857,2.09243,0.0457143,12.5648,0.0442857,0.000128916,0.0457143,All
3.57233,0.0457143,15.7191,0.0457143,2.10923,0.0471429,12.5722,0.0457143,0.000129267,0.0471429,All
3.57545,0.0471429,15.7582,0.0471429,2.11435,0.0485714,12.6499,0.0471429,0.000133397,0.0485714,All
3.59374,0.0485714,15.7981,0.0485714,2.12321,0.05,12.6583,0.0485714,0.000147759,0.05,All
3.6009,0.05,15.86,0.05,2.13533,0.0514286,12.6912,0.05,0.000160117,0.0514286,All
3.61579,0.0514286,15.8659,0.0514286,2.1613,0.0528571,12.7095,0.0514286,0.000193537,0.0528571,All
3.6304,0.0528571,15.8996,0.0528571,2.17086,0.0542857,12.7707,0.0528571,0.000193881,0.0542857,All
3.65335,0.0542857,15.9947,0.0542857,2.18754,0.0557143,12.8248,0.0542857,0.000194725,0.0557143,All
3.66418,0.0557143,16.004,0.0557143,2.25234,0.0571429,12.8933,0.0557143,0.000199718,0.0571429,All
3.66448,0.0571429,16.0176,0.0571429,2.29345,0.0585714,12.9016,0.0571429,0.000202745,0.0585714,All
3.6675,0.0585714,16.0193,0.0585714,2.3104,0.06,12.9294,0.0585714,0.000206688,0.06,All
3.68784,0.06,16.0526,0.06,2.34547,0.0614286,12.9511,0.06,0.00020816,0.0614286,All
3.69172,0.0614286,16.0809,0.0614286,2.36988,0.0628571,12.9557,0.0614286,0.000212814,0.0628571,All
3.70637,0.0628571,16.0902,0.0628571,2.37206,0.0642857,13.1979,0.0628571,0.000217487,0.0642857,All
3.73966,0.0642857,16.1503,0.0642857,2.37936,0.0657143,13.247,0.0642857,0.000217526,0.0657143,All
3.74816,0.0657143,16.1513,0.0657143,2.38093,0.0671429,13.2855,0.0657143,0.000219229,0.0671429,All
3.78276,0.0671429,16.1634,0.0671429,2.38963,0.0685714,13.3661,0.0671429,0.000235072,0.0685714,All
3.84149,0.0685714,16.2378,0.0685714,2.39216,0.07,13.4074,0.0685714,0.000241008,0.07,All
3.88107,0.07,16.2731,0.07,2.46015,0.0714286,13.4394,0.07,0.000249203,0.0714286,All
3.94682,0.0714286,16.2883,0.0714286,2.46603,0.0728571,13.4431,0.0714286,0.000250355,0.0728571,All
4.19992,0.0728571,16.3347,0.0728571,2.4732,0.0742857,13.4723,0.0728571,0.000255384,0.0742857,All
4.31658,0.0742857,16.3459,0.0742857,2.49622,0.0757143,13.5777,0.0742857,0.000259903,0.0757143,All
4.39991,0.0757143,16.3854,0.0757143,2.5047,0.0771429,13.6713,0.0757143,0.000277308,0.0771429,All
4.47146,0.0771429,16.3863,0.0771429,2.52431,0.0785714,13.7057,0.0771429,0.000281501,0.0785714,All
4.47268,0.0785714,16.478,0.0785714,2.52688,0.08,13.7104,0.0785714,0.000294454,0.08,All
4.50995,0.08,16.5159,0.08,2.54304,0.0814286,13.7164,0.08,0.00029757,0.0814286,All
4.51569,0.0814286,16.5308,0.0814286,2.59018,0.0828571,13.7648,0.0814286,0.000309918,0.0828571,All
4.526,0.0828571,16.5895,0.0828571,2.62072,0.0842857,13.9297,0.0828571,0.000312338,0.0842857,All
4.52683,0.0842857,16.6333,0.0842857,2.66959,0.0857143,13.9517,0.0842857,0.000312902,0.0857143,All
4.53344,0.0857143,16.7505,0.0857143,2.69623,0.0871429,13.9539,0.0857143,0.000314216,0.0871429,All
4.54897,0.0871429,16.7738,0.0871429,2.70184,0.0885714,14.1765,0.0871429,0.000318228,0.0885714,All
4.56575,0.0885714,16.7772,0.0885714,2.73661,0.09,14.2422,0.0885714,0.000320255,0.09,All
4.58135,0.09,16.816,0.09,2.73862,0.0914286,14.2888,0.09,0.000333894,0.0914286,All
4.59083,0.0914286,16.8184,0.0914286,2.76447,0.0928571,14.2903,0.0914286,0.000335245,0.0928571,All
4.61046,0.0928571,16.8368,0.0928571,2.81229,0.0942857,14.3325,0.0928571,0.000342441,0.0942857,All
4.61306,0.0942857,16.8607,0.0942857,2.84345,0.0957143,14.3619,0.0942857,0.000344666,0.0957143,All
4.62881,0.0957143,16.8675,0.0957143,2.8506,0.0971429,14.4219,0.0957143,0.000353149,0.0971429,All
4.6321,0.0971429,16.8786,0.0971429,2.87307,0.0985714,14.4306,0.0971429,0.000359932,0.0985714,All
4.63705,0.0985714,16.8985,0.0985714,2.94284,0.1,14.4518,0.0985714,0.000363181,0.1,All
4.6555,0.1,17.0163,0.1,2.95064,0.101429,14.519,0.1,0.000364505,0.101429,All
4.67813,0.101429,17.0203,0.101429,2.95719,0.102857,14.555,0.101429,0.000368448,0.102857,All
4.68183,0.102857,17.0453,0.102857,2.9665,0.104286,14.5647,0.102857,0.000389486,0.104286,All
4.7195,0.104286,17.0826,0.104286,2.98285,0.105714,14.6409,0.104286,0.000420485,0.105714,All
4.73136,0.105714,17.1026,0.105714,2.98963,0.107143,14.6479,0.105714,0.000423622,0.107143,All
4.74405,0.107143,17.2184,0.107143,3.02553,0.108571,14.6876,0.107143,0.00042615,0.108571,All
4.75066,0.108571,17.3283,0.108571,3.04969,0.11,14.7966,0.108571,0.000437377,0.11,All
4.75944,0.11,17.3443,0.11,3.06677,0.111429,14.8645,0.11,0.000448115,0.111429,All
4.76312,0.111429,17.3673,0.111429,3.07411,0.112857,15.0024,0.111429,0.000449578,0.112857,All
4.77302,0.112857,17.3732,0.112857,3.1037,0.114286,15.0134,0.112857,0.000458756,0.114286,All
4.77305,0.114286,17.4446,0.114286,3.11538,0.115714,15.088,0.114286,0.00047633,0.115714,All
4.77758,0.115714,17.4689,0.115714,3.13596,0.117143,15.1638,0.115714,0.000484417,0.117143,All
4.77768,0.117143,17.4844,0.117143,3.16079,0.118571,15.2251,0.117143,0.000484642,0.118571,All
4.80686,0.118571,17.4913,0.118571,3.17433,0.12,15.322,0.118571,0.00048825,0.12,All
4.81206,0.12,17.4958,0.12,3.23847,0.121429,15.3238,0.12,0.000501294,0.121429,All
4.81914,0.121429,17.547,0.121429,3.24282,0.122857,15.5434,0.121429,0.000509292,0.122857,All
4.82181,0.122857,17.5767,0.122857,3.25231,0.124286,15.5714,0.122857,0.000510423,0.124286,All
4.82386,0.124286,17.5784,0.124286,3.25574,0.125714,15.6004,0.124286,0.000563051,0.125714,All
4.82448,0.125714,17.6236,0.125714,3.28578,0.127143,15.6441,0.125714,0.000563502,0.127143,All
4.83083,0.127143,17.6579,0.127143,3.29215,0.128571,15.7411,0.127143,0.000564865,0.128571,All
4.83306,0.128571,17.6581,0.128571,3.29263,0.13,15.8975,0.128571,0.000589164,0.13,All
4.83333,0.13,17.667,0.13,3.31909,0.131429,16.2526,0.13,0.000599206,0.131429,All
4.83338,0.131429,17.6734,0.131429,3.36165,0.132857,16.2643,0.131429,0.000603426,0.132857,All
4.83471,0.132857,17.7394,0.132857,3.36658,0.134286,16.3369,0.132857,0.000665547,0.134286,All
4.84032,0.134286,17.7914,0.134286,3.40606,0.135714,16.3377,0.134286,0.00068335,0.135714,All
4.84149,0.135714,17.8478,0.135714,3.43205,0.137143,16.3641,0.135714,0.000695756,0.137143,All
4.84367,0.137143,17.8542,0.137143,3.43605,0.138571,16.3752,0.137143,0.00072253,0.138571,All
4.84421,0.138571,17.8646,0.138571,3.46106,0.14,16.4589,0.138571,0.000732726,0.14,All
4.84882,0.14,17.942,0.14,3.46108,0.141429,16.4619,0.14,0.000774209,0.141429,All
4.85434,0.141429,17.9787,0.141429,3.46848,0.142857,16.5344,0.141429,0.000774449,0.142857,All
4.85579,0.142857,18.0044,0.142857,3.48805,0.144286,16.5586,0.142857,0.000784538,0.144286,All
4.85627,0.144286,18.0334,0.144286,3.48808,0.145714,16.5889,0.144286,0.000790848,0.145714,All
4.85912,0.145714,18.054,0.145714,3.51345,0.147143,16.7583,0.145714,0.000800388,0.147143,All
4.86075,0.147143,18.1127,0.147143,3.52464,0.148571,16.8078,0.147143,0.000823681,0.148571,All
4.86528,0.148571,18.1491,0.148571,3.52732,0.15,16.854,0.148571,0.000884004,0.15,All
4.87127,0.15,18.1818,0.15,3.55418,0.151429,16.8622,0.15,0.000899265,0.151429,All
4.87196,0.151429,18.1833,0.151429,3.55993,0.152857,16.9342,0.151429,0.000903879,0.152857,All
4.87503,0.152857,18.1916,0.152857,3.61336,0.154286,17.0292,0.152857,0.000908645,0.154286,All
4.88171,0.154286,18.247,0.154286,3.61992,0.155714,17.0323,0.154286,0.000910903,0.155714,All
4.88433,0.155714,18.273,0.155714,3.65247,0.157143,17.0538,0.155714,0.00091899,0.157143,All
4.88457,0.157143,18.2731,0.157143,3.67728,0.158571,17.2573,0.157143,0.000919415,0.158571,All
4.88481,0.158571,18.2836,0.158571,3.69357,0.16,17.3005,0.158571,0.000944879,0.16,All
4.88746,0.16,18.2842,0.16,3.73459,0.161429,17.3196,0.16,0.000952178,0.161429,All
4.88789,0.161429,18.3178,0.161429,3.73724,0.162857,17.3302,0.161429,0.000987241,0.162857,All
4.88941,0.162857,18.3552,0.162857,3.74762,0.164286,17.3419,0.162857,0.00100651,0.164286,All
4.89049,0.164286,18.4036,0.164286,3.75711,0.165714,17.3431,0.164286,0.00101773,0.165714,All
4.89522,0.165714,18.4413,0.165714,3.75995,0.167143,17.3878,0.165714,0.00102207,0.167143,All
4.89642,0.167143,18.4497,0.167143,3.77674,0.168571,17.435,0.167143,0.00102539,0.168571,All
4.89855,0.168571,18.4535,0.168571,3.77923,0.17,17.5078,0.168571,0.00102847,0.17,All
4.89971,0.17,18.47,0.17,3.78392,0.171429,17.5396,0.17,0.00105261,0.171429,All
4.90036,0.171429,18.5159,0.171429,3.79202,0.172857,17.5777,0.171429,0.00109452,0.172857,All
4.90056,0.172857,18.5249,0.172857,3.80987,0.174286,17.5904,0.172857,0.0011037,0.174286,All
4.90312,0.174286,18.5692,0.174286,3.83552,0.175714,17.5954,0.174286,0.00112357,0.175714,All
4.90506,0.175714,18.6269,0.175714,3.88864,0.177143,17.7085,0.175714,0.00113851,0.177143,All
4.9083,0.177143,18.661,0.177143,3.9082,0.178571,17.7479,0.177143,0.0011399,0.178571,All
4.90948,0.178571,18.6683,0.178571,3.95538,0.18,17.7916,0.178571,0.00114415,0.18,All
4.91251,0.18,18.6862,0.18,3.96284,0.181429,17.8312,0.18,0.00116081,0.181429,All
4.91619,0.181429,18.7032,0.181429,3.96354,0.182857,17.8965,0.181429,0.00119148,0.182857,All
4.92494,0.182857,18.7328,0.182857,3.99649,0.184286,18.036,0.182857,0.00121154,0.184286,All
4.92768,0.184286,18.7582,0.184286,4.00385,0.185714,18.1044,0.184286,0.00122853,0.185714,All
4.93046,0.185714,18.759,0.185714,4.00795,0.187143,18.1056,0.185714,0.00126098,0.187143,All
4.93054,0.187143,18.8011,0.187143,4.01544,0.188571,18.2198,0.187143,0.0012655,0.188571,All
4.93155,0.188571,18.8107,0.188571,4.01985,0.19,18.2404,0.188571,0.00126761,0.19,All
4.93331,0.19,18.828,0.19,4.02934,0.191429,18.2482,0.19,0.00128546,0.191429,All
4.93386,0.191429,18.8765,0.191429,4.03002,0.192857,18.2685,0.191429,0.00129276,0.192857,All
4.93618,0.192857,18.878,0.192857,4.05894,0.194286,18.2743,0.192857,0.00130242,0.194286,All
4.93803,0.194286,18.9266,0.194286,4.06578,0.195714,18.2864,0.194286,0.00131061,0.195714,All
4.94368,0.195714,18.9844,0.195714,4.11343,0.197143,18.311,0.195714,0.00131685,0.197143,All
4.94435,0.197143,19.0075,0.197143,4.13822,0.198571,18.3701,0.197143,0.00132011,0.198571,All
4.94598,0.198571,19.025,0.198571,4.15162,0.2,18.5295,0.198571,0.00141876,0.2,All
4.94673,0.2,19.0304,0.2,4.16602,0.201429,18.6796,0.2,0.00141957,0.201429,All
4.94743,0.201429,19.0983,0.201429,4.1756,0.202857,18.7543,0.201429,0.00143363,0.202857,All
4.95194,0.202857,19.0998,0.202857,4.17678,0.204286,18.8268,0.202857,0.00145122,0.204286,All
4.9522,0.204286,19.1022,0.204286,4.19778,0.205714,18.836,0.204286,0.00147897,0.205714,All
4.95375,0.205714,19.116,0.205714,4.20046,0.207143,18.9158,0.205714,0.00151181,0.207143,All
4.95479,0.207143,19.149,0.207143,4.21626,0.208571,18.9594,0.207143,0.00152085,0.208571,All
4.9567,0.208571,19.1633,0.208571,4.21686,0.21,18.9623,0.208571,0.00152309,0.21,All
4.95845,0.21,19.1912,0.21,4.23661,0.211429,18.972,0.21,0.00153244,0.211429,All
4.95856,0.211429,19.2304,0.211429,4.256,0.212857,18.9891,0.211429,0.00154126,0.212857,All
4.96002,0.212857,19.2431,0.212857,4.26959,0.214286,19.017,0.212857,0.00158292,0.214286,All
4.96117,0.214286,19.2758,0.214286,4.27973,0.215714,19.031,0.214286,0.0016319,0.215714,All
4.96153,0.215714,19.3109,0.215714,4.29189,0.217143,19.0393,0.215714,0.00163479,0.217143,All
4.97014,0.217143,19.314,0.217143,4.30199,0.218571,19.1017,0.217143,0.00165287,0.218571,All
4.97168,0.218571,19.3342,0.218571,4.30681,0.22,19.1642,0.218571,0.00168218,0.22,All
4.9725,0.22,19.3731,0.22,4.33297,0.221429,19.3021,0.22,0.00168906,0.221429,All
4.97891,0.221429,19.3849,0.221429,4.34598,0.222857,19.3504,0.221429,0.00169818,0.222857,All
4.9797,0.222857,19.4192,0.222857,4.35084,0.224286,19.3549,0.222857,0.00170318,0.224286,All
4.9825,0.224286,19.4311,0.224286,4.38916,0.225714,19.3876,0.224286,0.00170323,0.225714,All
4.98558,0.225714,19.4457,0.225714,4.39545,0.227143,19.5237,0.225714,0.00171639,0.227143,All
4.98735,0.227143,19.4842,0.227143,4.39574,0.228571,19.6007,0.227143,0.00174931,0.228571,All
4.98897,0.228571,19.5001,0.228571,4.40341,0.23,19.622,0.228571,0.00176686,0.23,All
4.99003,0.23,19.5386,0.23,4.41105,0.231429,19.6807,0.23,0.00176858,0.231429,All
4.9912,0.231429,19.5878,0.231429,4.41604,0.232857,19.7433,0.231429,0.00177574,0.232857,All
4.99179,0.232857,19.5949,0.232857,4.41925,0.234286,19.7558,0.232857,0.00178015,0.234286,All
4.994,0.234286,19.6113,0.234286,4.43364,0.235714,19.7988,0.234286,0.00178339,0.235714,All
4.99457,0.235714,19.6272,0.235714,4.45667,0.237143,19.8189,0.235714,0.00178929,0.237143,All
5.00072,0.237143,19.7096,0.237143,4.4578,0.238571,19.9774,0.237143,0.00180657,0.238571,All
5.00141,0.238571,19.7133,0.238571,4.46273,0.24,20.0339,0.238571,0.00183947,0.24,All
5.00487,0.24,19.724,0.24,4.47896,0.241429,20.0469,0.24,0.00185661,0.241429,All
5.00511,0.241429,19.7293,0.241429,4.48372,0.242857,20.047,0.241429,0.00186445,0.242857,All
5.00767,0.242857,19.8037,0.242857,4.50288,0.244286,20.0688,0.242857,0.00187183,0.244286,All
5.0159,0.244286,19.8121,0.244286,4.53957,0.245714,20.0698,0.244286,0.00188848,0.245714,All
5.0177,0.245714,19.8386,0.245714,4.57688,0.247143,20.1168,0.245714,0.00188973,0.247143,All
5.02079,0.247143,19.8803,0.247143,4.59797,0.248571,20.1472,0.247143,0.00192245,0.248571,All
5.02258,0.248571,19.889,0.248571,4.60423,0.25,20.22,0.248571,0.00201853,0.25,All
5.02314,0.25,19.9704,0.25,4.62251,0.251429,20.2766,0.25,0.00205047,0.251429,All
5.03056,0.251429,19.9833,0.251429,4.63766,0.252857,20.2917,0.251429,0.00208187,0.252857,All
5.03171,0.252857,20.0039,0.252857,4.65586,0.254286,20.3393,0.252857,0.00208467,0.254286,All
5.0368,0.254286,20.0129,0.254286,4.70749,0.255714,20.3882,0.254286,0.00209081,0.255714,All
5.0431,0.255714,20.0292,0.255714,4.70896,0.257143,20.4266,0.255714,0.00212365,0.257143,All
5.04359,0.257143,20.0404,0.257143,4.71558,0.258571,20.4625,0.257143,0.0021312,0.258571,All
5.04648,0.258571,20.0718,0.258571,4.71731,0.26,20.5066,0.258571,0.00213331,0.26,All
5.04882,0.26,20.1717,0.26,4.72651,0.261429,20.5222,0.26,0.00213756,0.261429,All
5.04888,0.261429,20.1805,0.261429,4.78526,0.262857,20.6987,0.261429,0.00215096,0.262857,All
5.04892,0.262857,20.2115,0.262857,4.79685,0.264286,20.8165,0.262857,0.00217593,0.264286,All
5.05015,0.264286,20.2225,0.264286,4.79835,0.265714,20.8361,0.264286,0.00218909,0.265714,All
5.05028,0.265714,20.224,0.265714,4.80168,0.267143,20.8425,0.265714,0.00223471,0.267143,All
5.05925,0.267143,20.2438,0.267143,4.82995,0.268571,20.9221,0.267143,0.00224345,0.268571,All
5.0603,0.268571,20.2541,0.268571,4.85581,0.27,20.9494,0.268571,0.00226717,0.27,All
5.06298,0.27,20.3059,0.27,4.88683,0.271429,20.9767,0.27,0.00229367,0.271429,All
5.06527,0.271429,20.3161,0.271429,4.89608,0.272857,21.0187,0.271429,0.0022946,0.272857,All
5.0701,0.272857,20.3658,0.272857,4.89757,0.274286,21.0497,0.272857,0.00231454,0.274286,All
5.07756,0.274286,20.374,0.274286,4.93863,0.275714,21.0755,0.274286,0.00232921,0.275714,All
5.08003,0.275714,20.3814,0.275714,4.9583,0.277143,21.0866,0.275714,0.00235382,0.277143,All
5.08144,0.277143,20.4363,0.277143,4.96294,0.278571,21.134,0.277143,0.00238779,0.278571,All
5.08154,0.278571,20.4462,0.278571,4.96349,0.28,21.1395,0.278571,0.00242078,0.28,All
5.08537,0.28,20.4763,0.28,4.96463,0.281429,21.1543,0.28,0.00243349,0.281429,All
5.086,0.281429,20.5165,0.281429,4.97669,0.282857,21.2547,0.281429,0.00243378,0.282857,All
5.08604,0.282857,20.5328,0.282857,5.01584,0.284286,21.3356,0.282857,0.00244792,0.284286,All
5.09109,0.284286,20.55,0.284286,5.01848,0.285714,21.3446,0.284286,0.00245613,0.285714,All
5.09221,0.285714,20.559,0.285714,5.02639,0.287143,21.3453,0.285714,0.00248265,0.287143,All
5.09309,0.287143,20.5613,0.287143,5.03471,0.288571,21.4234,0.287143,0.00255296,0.288571,All
5.09589,0.288571,20.5701,0.288571,5.04194,0.29,21.4629,0.288571,0.00257841,0.29,All
5.09917,0.29,20.5779,0.29,5.05217,0.291429,21.4824,0.29,0.00260871,0.291429,All
5.1014,0.291429,20.6147,0.291429,5.0533,0.292857,21.4874,0.291429,0.00260949,0.292857,All
5.10186,0.292857,20.6527,0.292857,5.07514,0.294286,21.4966,0.292857,0.00263183,0.294286,All
5.10188,0.294286,20.6759,0.294286,5.08352,0.295714,21.4983,0.294286,0.00266522,0.295714,All
5.10493,0.295714,20.7103,0.295714,5.09707,0.297143,21.6115,0.295714,0.00267829,0.297143,All
5.10653,0.297143,20.7172,0.297143,5.10185,0.298571,21.6302,0.297143,0.0026978,0.298571,All
5.10675,0.298571,20.729,0.298571,5.1047,0.3,21.6457,0.298571,0.00271849,0.3,All
5.10751,0.3,20.7405,0.3,5.11377,0.301429,21.695,0.3,0.00278067,0.301429,All
5.11317,0.301429,20.7947,0.301429,5.11715,0.302857,21.7625,0.301429,0.00278567,0.302857,All
5.11904,0.302857,20.7993,0.302857,5.1585,0.304286,21.7626,0.302857,0.00281776,0.304286,All
5.12185,0.304286,20.8068,0.304286,5.17805,0.305714,21.765,0.304286,0.002821,0.305714,All
5.12281,0.305714,20.8493,0.305714,5.18465,0.307143,21.8308,0.305714,0.00289077,0.307143,All
5.13413,0.307143,20.8669,0.307143,5.18796,0.308571,21.8328,0.307143,0.00291173,0.308571,All
5.13916,0.308571,20.8716,0.308571,5.21289,0.31,21.8584,0.308571,0.0029256,0.31,All
5.14491,0.31,20.8794,0.31,5.21806,0.311429,21.8828,0.31,0.00299636,0.311429,All
5.14734,0.311429,20.9548,0.311429,5.22084,0.312857,21.8968,0.311429,0.0030841,0.312857,All
5.14758,0.312857,20.9868,0.312857,5.22373,0.314286,21.9475,0.312857,0.0031478,0.314286,All
5.1488,0.314286,20.9964,0.314286,5.27039,0.315714,22.1049,0.314286,0.00315572,0.315714,All
5.1499,0.315714,21.0254,0.315714,5.28327,0.317143,22.1094,0.315714,0.00320217,0.317143,All
5.16072,0.317143,21.0873,0.317143,5.30582,0.318571,22.1224,0.317143,0.00323181,0.318571,All
5.16109,0.318571,21.1415,0.318571,5.30706,0.32,22.14,0.318571,0.00329439,0.32,All
5.16236,0.32,21.1854,0.32,5.35659,0.321429,22.1866,0.32,0.00334564,0.321429,All
5.16305,0.321429,21.1973,0.321429,5.38526,0.322857,22.2336,0.321429,0.00335918,0.322857,All
5.16485,0.322857,21.2062,0.322857,5.42048,0.324286,22.2527,0.322857,0.00336168,0.324286,All
5.16661,0.324286,21.2248,0.324286,5.45192,0.325714,22.3623,0.324286,0.00336534,0.325714,All
5.1721,0.325714,21.2361,0.325714,5.45296,0.327143,22.4335,0.325714,0.0034443,0.327143,All
5.17286,0.327143,21.253,0.327143,5.45621,0.328571,22.4827,0.327143,0.00356263,0.328571,All
5.17797,0.328571,21.2577,0.328571,5.45801,0.33,22.5265,0.328571,0.00356809,0.33,All
5.18157,0.33,21.2994,0.33,5.4605,0.331429,22.7011,0.33,0.00356971,0.331429,All
5.18223,0.331429,21.3019,0.331429,5.47146,0.332857,22.7041,0.331429,0.00359109,0.332857,All
5.18571,0.332857,21.3061,0.332857,5.49269,0.334286,22.708,0.332857,0.00360544,0.334286,All
5.18689,0.334286,21.3249,0.334286,5.49294,0.335714,22.7501,0.334286,0.0036426,0.335714,All
5.18693,0.335714,21.3316,0.335714,5.50669,0.337143,22.8057,0.335714,0.00376607,0.337143,All
5.18756,0.337143,21.3563,0.337143,5.51152,0.338571,22.8369,0.337143,0.00377863,0.338571,All
5.18779,0.338571,21.3673,0.338571,5.51224,0.34,22.8439,0.338571,0.00384666,0.34,All
5.18855,0.34,21.3719,0.34,5.51458,0.341429,22.8909,0.34,0.0038726,0.341429,All
5.18877,0.341429,21.448,0.341429,5.53648,0.342857,22.9842,0.341429,0.00389815,0.342857,All
5.19001,0.342857,21.4987,0.342857,5.54339,0.344286,23.1225,0.342857,0.00410786,0.344286,All
5.19322,0.344286,21.5007,0.344286,5.55599,0.345714,23.2524,0.344286,0.00414949,0.345714,All
5.19465,0.345714,21.5203,0.345714,5.55946,0.347143,23.3218,0.345714,0.00418335,0.347143,All
5.19716,0.347143,21.526,0.347143,5.57942,0.348571,23.367,0.347143,0.00422701,0.348571,All
5.2015,0.348571,21.5271,0.348571,5.5883,0.35,23.4123,0.348571,0.00435038,0.35,All
5.20342,0.35,21.5727,0.35,5.58961,0.351429,23.4502,0.35,0.0043725,0.351429,All
5.20549,0.351429,21.589,0.351429,5.63864,0.352857,23.4549,0.351429,0.00438365,0.352857,All
5.20943,0.352857,21.6011,0.352857,5.64719,0.354286,23.6294,0.352857,0.00441683,0.354286,All
5.20959,0.354286,21.6122,0.354286,5.64778,0.355714,23.6539,0.354286,0.00444989,0.355714,All
5.21274,0.355714,21.615,0.355714,5.65665,0.357143,23.7299,0.355714,0.00445124,0.357143,All
5.21313,0.357143,21.6377,0.357143,5.67011,0.358571,23.7963,0.357143,0.00449002,0.358571,All
5.21784,0.358571,21.6432,0.358571,5.67215,0.36,23.8405,0.358571,0.00449153,0.36,All
5.21961,0.36,21.6781,0.36,5.68159,0.361429,23.877,0.36,0.00452847,0.361429,All
5.22825,0.361429,21.7001,0.361429,5.69187,0.362857,23.9973,0.361429,0.00454501,0.362857,All
5.22876,0.362857,21.7394,0.362857,5.70726,0.364286,24.0298,0.362857,0.0045914,0.364286,All
5.22884,0.364286,21.7471,0.364286,5.72768,0.365714,24.0582,0.364286,0.00460262,0.365714,All
5.23848,0.365714,21.7495,0.365714,5.73913,0.367143,24.0928,0.365714,0.00464835,0.367143,All
5.24587,0.367143,21.786,0.367143,5.74505,0.368571,24.1365,0.367143,0.00475827,0.368571,All
5.24918,0.368571,21.7936,0.368571,5.74662,0.37,24.1758,0.368571,0.00482579,0.37,All
