iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q,omega_V2
170,339.564,1,10.125,9.31939,43.5964,55.4159,0.0944259,0.264797,1.0714,0.0532895
171,332.771,1,10.1572,9.32551,43.7999,55.5128,0.0927126,0.267566,1.05631,0.0527761
172,336.199,1,10.1799,9.48934,43.9021,55.8772,0.093674,0.259583,1.02348,0.0532857
173,331.457,1,10.2279,10.0541,43.8201,56.3065,0.0934773,0.262051,0.993797,0.0508273
174,338.885,1,10.2041,10.0207,44.065,56.47,0.094426,0.264799,0.945044,0.0546544
175,342.64,1,10.22,10.0748,44.1625,56.2173,0.0965104,0.264381,0.936398,0.0545602
176,339.033,1,10.225,9.91412,44.1985,56.7816,0.0969483,0.256759,0.909827,0.0550617
177,338.799,1,10.2097,9.78124,44.1677,56.5641,0.0960365,0.258542,0.931901,0.0559179
178,336.15,1,10.1922,9.94338,44.0235,56.2078,0.0944372,0.268464,0.91914,0.0566509
179,336.996,1,10.218,10.0045,44.1157,56.39,0.0946146,0.265036,0.922625,0.0570982
180,337.867,1,10.181,9.86366,44.1259,56.2103,0.0944383,0.26399,0.932901,0.0570525
181,340.369,1,10.2317,9.60941,44.4635,56.257,0.0956996,0.26214,0.930096,0.0583919
182,342.605,1,10.2033,9.24683,44.546,56.1282,0.095466,0.26166,0.995576,0.0592308
183,344.479,1,10.1954,9.47139,44.6442,56.1865,0.0963023,0.264809,0.961458,0.0602839
184,342.275,1,10.1608,8.85355,44.4055,56.2403,0.0965646,0.259771,0.950536,0.0586074
185,341.72,1,10.1926,9.22429,44.529,55.9352,0.096771,0.262025,0.921503,0.0588702
186,340.287,1,10.1995,9.28706,44.3326,56.1015,0.0966315,0.260081,0.926584,0.0577607
187,339.146,1,10.1268,9.3411,44.132,55.9803,0.0965306,0.260149,0.872218,0.0564643
188,350.104,1,10.1366,9.53218,44.0502,56.3512,0.0982988,0.255898,0.918439,0.0599108
189,342.078,1,10.1469,9.41351,44.1012,56.3331,0.0968522,0.257165,0.938768,0.0604384
190,342.69,1,10.171,9.4591,44.3658,56.461,0.0973218,0.259494,0.871506,0.0622338
191,344.818,1,10.1668,9.60172,44.0162,56.8242,0.0977823,0.255644,0.872367,0.0625148
192,344.698,1,10.1915,9.71926,44.2243,56.7239,0.098328,0.26338,0.83524,0.0624094
193,347.47,1,10.2316,10.1522,43.948,56.7316,0.0984037,0.262215,0.845075,0.0665372
194,347.782,1,10.1978,10.2181,43.9074,56.6389,0.097652,0.269475,0.858827,0.0679949
195,345.283,1,10.2479,10.465,44.1147,56.6572,0.0977488,0.266661,0.846615,0.0684101
196,345.969,1,10.2205,10.2875,44.3279,56.5086,0.0984442,0.266552,0.841115,0.0644776
197,344.043,1,10.2196,10.1154,44.3994,55.7485,0.0975569,0.266733,0.828861,0.0666775
198,344.338,1,10.2133,10.2867,44.0765,55.9679,0.0971536,0.267537,0.89371,0.0629507
199,344.815,1,10.1629,9.75125,44.365,56.0861,0.0972798,0.268263,0.946487,0.0584628
200,347.051,1,10.1527,9.58075,44.2219,56.1815,0.0972798,0.266023,0.944345,0.0615133
201,344.052,1,10.2378,9.93789,44.1659,55.9776,0.0975236,0.257504,0.96425,0.0615815
202,334.666,1,10.1677,9.74607,43.983,56.0906,0.0953803,0.256462,0.922737,0.0583499
203,346.875,1,10.1736,9.74822,44.0637,55.8118,0.0964623,0.258628,0.926,0.0633905
204,340.54,1,10.1649,10.2074,43.5048,55.5459,0.0963878,0.258654,0.954987,0.0569428
205,338.606,1,10.1506,10.2387,43.6045,55.5668,0.0957285,0.261338,0.957343,0.0540278
206,338.151,1,10.2047,10.1463,43.7993,55.8248,0.0965591,0.259699,0.947094,0.0517675
207,334.723,1,10.2154,10.0512,44.0798,55.6607,0.0963027,0.266005,0.945086,0.0478323
208,337.644,1,10.2259,10.8271,43.6287,55.637,0.0966257,0.269921,0.931045,0.0475043
209,334.55,1,10.2303,10.869,43.3582,55.5877,0.0955776,0.268998,0.965923,0.0468464
210,341.774,1,10.281,10.9403,43.6553,55.3906,0.0970327,0.270463,1.016,0.047349
211,338.148,1,10.2813,10.8948,43.4853,55.4722,0.097807,0.263481,1.028,0.0443685
212,328.487,1,10.2701,10.1999,43.9609,55.1494,0.0957084,0.260986,1.01614,0.0425888
213,331.99,1,10.2548,9.97779,43.9558,55.2851,0.0961623,0.255811,1.00998,0.041301
214,336.154,1,10.2517,10.3269,43.7546,55.4511,0.0968869,0.257293,1.03623,0.0410392
215,329.973,1,10.2672,10.6941,43.434,55.5875,0.0961565,0.258842,0.99816,0.0406413
216,330.825,1,10.2686,10.6791,43.3496,55.5427,0.0963378,0.265046,1.02106,0.0377851
217,340.834,1,10.2273,11.0857,42.6882,55.406,0.0978176,0.263282,1.04035,0.0395664
218,335.527,1,10.2563,11.3896,42.8001,55.3306,0.0973541,0.255295,1.03023,0.0418676
219,332.614,1,10.2975,11.224,43.1503,55.5123,0.0978326,0.257928,0.974896,0.0405995
220,331.216,1,10.2554,11.1307,43.2338,55.599,0.0969332,0.262109,1.00391,0.0383349
221,329,1,10.2446,11.1389,43.3519,55.7743,0.0962079,0.263575,1.00787,0.037163
222,326.716,1,10.1479,10.3117,43.2235,55.9616,0.0945235,0.267652,1.03836,0.0352948
223,320.703,1,10.1606,9.86727,43.3855,56.1692,0.0939803,0.262044,1.06518,0.0319761
224,322.927,1,10.11,9.83418,43.168,56.3116,0.093425,0.263785,1.05997,0.0313683
225,324.273,1,10.1613,10.1565,43.2367,56.2738,0.0943464,0.25823,1.05308,0.0312789
226,324.686,1,10.1471,9.64061,43.4672,56.2021,0.0922992,0.264,1.12805,0.0339431
227,328.979,1,10.1552,9.33959,43.3684,56.2754,0.0934077,0.261612,1.08698,0.0362306
228,332.117,1,10.1567,10.082,43.2994,56.2157,0.0952234,0.26127,1.03427,0.0367178
229,330.975,1,10.1749,10.351,42.9594,56.2527,0.095369,0.256106,1.0097,0.0387515
230,319.03,1,10.1989,10.1494,43.2413,55.9611,0.0952498,0.258998,0.95916,0.0329874
231,320.336,1,10.153,10.3059,43.2315,55.9437,0.0948893,0.266404,0.960517,0.029497
232,318.043,1,10.1956,10.9728,43.1335,55.9518,0.0945344,0.269651,0.929711,0.0288955
233,323.452,1,10.1825,10.9044,42.9965,56.0827,0.0961374,0.265496,0.906231,0.0287042
234,329.527,1,10.1798,10.4292,43.22,56.0939,0.0977204,0.260683,0.912157,0.0308716
235,330.74,1,10.2043,10.2098,43.3617,56.1578,0.0986969,0.260981,0.913024,0.0323912
236,329.126,1,10.2123,10.4576,43.3421,56.2081,0.0979515,0.263638,0.927575,0.0334858
237,327.431,1,10.1328,10.8381,42.7311,56.4504,0.0966232,0.264166,0.937668,0.0329062
238,322.179,1,10.1844,10.8032,42.9818,56.3802,0.0951152,0.268247,0.992095,0.0315068
239,324.548,1,10.2138,10.7232,43.4751,56.2601,0.095345,0.276658,0.986003,0.0309216
240,325.683,1,10.181,10.4189,43.5439,56.5743,0.0956706,0.271235,1.05521,0.0289062
241,322.811,1,10.1332,10.2632,43.4504,56.4858,0.0953397,0.276988,1.00253,0.0281385
242,322.543,1,10.1261,9.97557,43.4651,56.436,0.0959263,0.27242,0.927424,0.0288882
243,325.957,1,10.1629,9.98032,43.5729,56.4589,0.0965887,0.267299,0.949912,0.0297401
244,315.639,1,10.1938,10.0492,43.8523,56.5104,0.0970116,0.263014,0.885258,0.0266765
245,317.324,1,10.2118,10.0964,43.9165,56.3888,0.0958556,0.262321,0.942903,0.0261919
246,315.683,1,10.1832,9.76319,43.862,56.4245,0.0946671,0.261452,0.937395,0.0268513
247,319.814,1,10.1879,9.71038,43.7632,56.3953,0.095779,0.262923,0.91111,0.0270675
248,317.482,1,10.145,9.44371,44.2294,56.2561,0.0956762,0.266766,0.875211,0.0270118
249,321.732,1,10.1462,9.03579,44.6015,56.1654,0.0956347,0.261804,0.883337,0.0298468
250,327.583,1,10.1248,9.27946,44.3904,56.2831,0.096032,0.260573,0.874572,0.0338709
251,323.3,1,10.1555,9.41572,44.4852,56.0084,0.0960213,0.25838,0.914977,0.0327053
252,327.574,1,10.1699,9.3422,44.4852,56.1853,0.0966809,0.260858,0.956455,0.0319554
253,325.347,1,10.187,9.19287,44.8241,56.2573,0.0976849,0.26142,0.919944,0.0306305
254,317.542,1,10.2,9.21746,44.5213,56.3345,0.0963863,0.256975,0.905851,0.0293782
255,323.042,1,10.2108,9.10153,44.6511,56.3646,0.0965179,0.260668,0.950204,0.0289221
256,318.165,1,10.1803,9.04236,44.5307,56.4011,0.0955274,0.265908,0.968995,0.027112
257,322.302,1,10.1744,9.04842,44.6605,56.3602,0.0965022,0.259776,0.978901,0.0266792
258,318.931,1,10.1918,9.22677,44.5903,56.4309,0.095587,0.260758,0.969454,0.0276797
259,309.658,1,10.1879,9.49503,44.6103,56.4036,0.0941376,0.262245,0.948039,0.0252215
260,317.301,1,10.1496,9.47868,44.3549,56.4512,0.0943235,0.263737,0.974184,0.0252432
261,319.615,1,10.1379,9.10973,44.2952,56.4859,0.0960052,0.26278,0.980328,0.0240117
262,316.115,1,10.1791,9.48628,44.0268,56.5374,0.0963859,0.259406,0.960575,0.0235006
263,311.401,1,10.2204,9.90325,44.3119,56.5769,0.0979505,0.256251,0.92794,0.0202914
264,320.751,1,10.1846,9.38551,44.1431,56.5922,0.0982699,0.258847,0.936057,0.0220301
265,321.45,1,10.2202,9.85793,44.2812,56.6129,0.0987893,0.270048,0.915315,0.0229192
266,315.249,1,10.2312,10.3557,44.0828,56.7257,0.0977282,0.267632,0.894298,0.0230378
267,321.231,1,10.2888,10.647,44.0976,56.719,0.100447,0.260669,0.900405,0.0217354
268,309.454,1,10.2648,10.4859,44.255,56.8605,0.0983101,0.265091,0.897237,0.0201097
269,313.383,1,10.2681,10.2227,44.4573,56.876,0.0991884,0.262297,0.910978,0.0187362
270,302.911,1,10.3102,10.1667,44.5763,56.9047,0.097832,0.260844,0.900968,0.0172614
271,306.728,1,10.2899,9.60861,44.8641,56.8703,0.0982639,0.256581,0.904769,0.0165801
272,312.476,1,10.2124,9.3786,44.6836,56.7825,0.0970327,0.253693,0.999326,0.0177852
273,309.879,1,10.1574,9.09669,44.7235,56.7124,0.0962968,0.260159,0.94404,0.0187652
274,312.297,1,10.1277,9.30407,44.5738,56.6948,0.0967754,0.264371,0.913669,0.0188091
275,301.828,1,10.1676,9.42083,44.5738,56.7623,0.0958342,0.263741,0.918779,0.0170722
276,306.128,1,10.1851,9.63095,44.4943,56.7688,0.0963401,0.259731,0.938348,0.0165756
277,299.948,1,10.1542,9.83577,43.8968,56.7872,0.0946346,0.259963,0.971269,0.0155298
278,300.248,1,10.2129,9.97109,44.1308,56.9314,0.0944261,0.255141,0.979191,0.0157161
279,307.236,1,10.2226,9.90925,44.1259,56.9148,0.096117,0.252225,0.941413,0.0165465
280,300.467,1,10.1878,9.8206,43.7912,56.9576,0.0953969,0.25761,0.899469,0.0160269
281,297.694,1,10.1279,9.6452,43.5522,56.9373,0.0946704,0.26383,0.881029,0.0148886
282,300.742,1,10.164,9.7247,43.6199,56.9047,0.095367,0.262888,0.888165,0.014688
283,298.14,1,10.1537,9.74323,43.4549,56.9304,0.0943423,0.264166,0.940951,0.0141661
