trans_Cl_vs_CLCRMLMIN_abscissa,trans_Cl_vs_CLCRMLMIN_spline,trans_Cl_vs_CLCRMLMIN_regression,trans_Cl_vs_WTKG_abscissa,trans_Cl_vs_WTKG_spline,trans_Cl_vs_WTKG_regression,trans_Cl_vs_logtCLCRMLMIN_abscissa,trans_Cl_vs_logtCLCRMLMIN_spline,trans_Cl_vs_logtCLCRMLMIN_regression,trans_Cl_vs_logtWTKG_abscissa,trans_Cl_vs_logtWTKG_spline,trans_Cl_vs_logtWTKG_regression,trans_Cl_vs_tCLCRMLMIN_abscissa,trans_Cl_vs_tCLCRMLMIN_spline,trans_Cl_vs_tCLCRMLMIN_regression,trans_Q_vs_CLCRMLMIN_abscissa,trans_Q_vs_CLCRMLMIN_spline,trans_Q_vs_CLCRMLMIN_regression,trans_Q_vs_WTKG_abscissa,trans_Q_vs_WTKG_spline,trans_Q_vs_WTKG_regression,trans_Q_vs_logtCLCRMLMIN_abscissa,trans_Q_vs_logtCLCRMLMIN_spline,trans_Q_vs_logtCLCRMLMIN_regression,trans_Q_vs_logtWTKG_abscissa,trans_Q_vs_logtWTKG_spline,trans_Q_vs_logtWTKG_regression,trans_Q_vs_tCLCRMLMIN_abscissa,trans_Q_vs_tCLCRMLMIN_spline,trans_Q_vs_tCLCRMLMIN_regression,trans_V1_vs_CLCRMLMIN_abscissa,trans_V1_vs_CLCRMLMIN_spline,trans_V1_vs_CLCRMLMIN_regression,trans_V1_vs_WTKG_abscissa,trans_V1_vs_WTKG_spline,trans_V1_vs_WTKG_regression,trans_V1_vs_logtCLCRMLMIN_abscissa,trans_V1_vs_logtCLCRMLMIN_spline,trans_V1_vs_logtCLCRMLMIN_regression,trans_V1_vs_logtWTKG_abscissa,trans_V1_vs_logtWTKG_spline,trans_V1_vs_logtWTKG_regression,trans_V1_vs_tCLCRMLMIN_abscissa,trans_V1_vs_tCLCRMLMIN_spline,trans_V1_vs_tCLCRMLMIN_regression,trans_V2_vs_CLCRMLMIN_abscissa,trans_V2_vs_CLCRMLMIN_spline,trans_V2_vs_CLCRMLMIN_regression,trans_V2_vs_WTKG_abscissa,trans_V2_vs_WTKG_spline,trans_V2_vs_WTKG_regression,trans_V2_vs_logtCLCRMLMIN_abscissa,trans_V2_vs_logtCLCRMLMIN_spline,trans_V2_vs_logtCLCRMLMIN_regression,trans_V2_vs_logtWTKG_abscissa,trans_V2_vs_logtWTKG_spline,trans_V2_vs_logtWTKG_regression,trans_V2_vs_tCLCRMLMIN_abscissa,trans_V2_vs_tCLCRMLMIN_spline,trans_V2_vs_tCLCRMLMIN_regression,split
107.672,2.24263,2.1856,55.2323,2.3994,2.26277,-0.318302,2.21365,2.15171,-0.127449,2.39771,2.25223,0.74772,2.24263,2.1856,107.672,2.78535,2.65678,55.2323,2.61949,2.58006,-0.318302,2.78786,2.66125,-0.127449,2.68989,2.57893,0.74772,2.78535,2.65678,107.672,3.71388,3.70152,55.2323,3.73464,3.6733,-0.318302,3.72455,3.69465,-0.127449,3.76789,3.66737,0.74772,3.71388,3.70152,107.672,3.84232,3.82784,55.2323,3.86738,3.79465,-0.318302,3.85489,3.81977,-0.127449,3.90685,3.78768,0.74772,3.84232,3.82784,All
108.689,2.25414,2.18986,55.5556,2.35254,2.2663,-0.311136,2.2195,2.15628,-0.122605,2.41949,2.25574,0.754784,2.25414,2.18986,108.689,2.71987,2.65484,55.5556,2.56957,2.58043,-0.311136,2.78695,2.65944,-0.122605,2.66795,2.57929,0.754784,2.71987,2.65484,108.689,3.71986,3.70149,55.5556,3.68512,3.67458,-0.311136,3.72111,3.69479,-0.122605,3.76866,3.66873,0.754784,3.71986,3.70149,108.689,3.8494,3.8278,55.5556,3.80884,3.79615,-0.311136,3.85084,3.81993,-0.122605,3.90765,3.78928,0.754784,3.8494,3.8278,All
109.706,2.26692,2.19412,55.8788,2.30568,2.26982,-0.30397,2.22534,2.16085,-0.117761,2.41562,2.25925,0.761848,2.26692,2.19412,109.706,2.63574,2.65291,55.8788,2.51966,2.58079,-0.30397,2.78604,2.65764,-0.117761,2.63761,2.57966,0.761848,2.63574,2.65291,109.706,3.72895,3.70146,55.8788,3.63559,3.67586,-0.30397,3.71767,3.69493,-0.117761,3.75164,3.6701,0.761848,3.72895,3.70146,109.706,3.86015,3.82776,55.8788,3.7503,3.79766,-0.30397,3.84679,3.8201,-0.117761,3.88747,3.79087,0.761848,3.86015,3.82776,All
110.723,2.27969,2.19838,56.202,2.25882,2.27335,-0.296804,2.23118,2.16541,-0.112916,2.37652,2.26276,0.768911,2.27969,2.19838,110.723,2.55161,2.65097,56.202,2.46974,2.58116,-0.296804,2.78513,2.65583,-0.112916,2.59575,2.58003,0.768911,2.55161,2.65097,110.723,3.73804,3.70143,56.202,3.58606,3.67715,-0.296804,3.71423,3.69508,-0.112916,3.71019,3.67146,0.768911,3.73804,3.70143,110.723,3.8709,3.82772,56.202,3.69176,3.79916,-0.296804,3.84274,3.82026,-0.112916,3.83848,3.79247,0.768911,3.8709,3.82772,All
111.74,2.29246,2.20264,56.5253,2.21196,2.27688,-0.289638,2.23703,2.16998,-0.108072,2.33742,2.26628,0.775975,2.29246,2.20264,111.74,2.46748,2.64904,56.5253,2.41983,2.58153,-0.289638,2.78422,2.65402,-0.108072,2.55389,2.5804,0.775975,2.46748,2.64904,111.74,3.74714,3.7014,56.5253,3.53654,3.67843,-0.289638,3.71079,3.69522,-0.108072,3.66875,3.67283,0.775975,3.74714,3.7014,111.74,3.88165,3.82768,56.5253,3.63322,3.80066,-0.289638,3.83869,3.82043,-0.108072,3.7895,3.79407,0.775975,3.88165,3.82768,All
112.758,2.30524,2.2069,56.8485,2.1651,2.2804,-0.282472,2.24703,2.17455,-0.103228,2.29832,2.26979,0.783039,2.30524,2.2069,112.758,2.38335,2.6471,56.8485,2.36992,2.5819,-0.282472,2.72627,2.65222,-0.103228,2.51202,2.58076,0.783039,2.38335,2.6471,112.758,3.75623,3.70137,56.8485,3.48701,3.67971,-0.282472,3.71659,3.69536,-0.103228,3.6273,3.67419,0.783039,3.75623,3.70137,112.758,3.8924,3.82764,56.8485,3.57468,3.80217,-0.282472,3.84555,3.82059,-0.103228,3.74051,3.79567,0.783039,3.8924,3.82764,All
113.775,2.31801,2.21116,57.1717,2.15982,2.28393,-0.275306,2.25773,2.17912,-0.0983839,2.25922,2.2733,0.790102,2.31801,2.21116,113.775,2.29922,2.64517,57.1717,2.33519,2.58226,-0.275306,2.65876,2.65041,-0.0983839,2.47016,2.58113,0.790102,2.29922,2.64517,113.775,3.76532,3.70134,57.1717,3.48428,3.68099,-0.275306,3.72395,3.6955,-0.0983839,3.58586,3.67555,0.790102,3.76532,3.70134,113.775,3.90315,3.8276,57.1717,3.57144,3.80367,-0.275306,3.85425,3.82076,-0.0983839,3.69152,3.79727,0.790102,3.90315,3.8276,All
114.792,2.33078,2.21542,57.4949,2.19122,2.28746,-0.268141,2.26842,2.18369,-0.0935397,2.22011,2.27681,0.797166,2.33078,2.21542,114.792,2.21509,2.64323,57.4949,2.31388,2.58263,-0.268141,2.59124,2.6486,-0.0935397,2.4283,2.5815,0.797166,2.21509,2.64323,114.792,3.77442,3.70131,57.4949,3.52285,3.68228,-0.268141,3.7313,3.69565,-0.0935397,3.54441,3.67692,0.797166,3.77442,3.70131,114.792,3.9139,3.82757,57.4949,3.61699,3.80517,-0.268141,3.86294,3.82092,-0.0935397,3.64253,3.79887,0.797166,3.9139,3.82757,All
115.809,2.34356,2.21968,57.8182,2.22262,2.29098,-0.260975,2.27912,2.18826,-0.0886956,2.18101,2.28033,0.80423,2.34356,2.21968,115.809,2.13096,2.6413,57.8182,2.29256,2.583,-0.260975,2.52372,2.6468,-0.0886956,2.38644,2.58186,0.80423,2.13096,2.6413,115.809,3.78351,3.70128,57.8182,3.56141,3.68356,-0.260975,3.73865,3.69579,-0.0886956,3.50297,3.67828,0.80423,3.78351,3.70128,115.809,3.92464,3.82753,57.8182,3.66254,3.80667,-0.260975,3.87163,3.82108,-0.0886956,3.59354,3.80047,0.80423,3.92464,3.82753,All
116.826,2.35633,2.22394,58.1414,2.25402,2.29451,-0.253809,2.28982,2.19283,-0.0838514,2.14511,2.28384,0.811293,2.35633,2.22394,116.826,2.04683,2.63936,58.1414,2.27125,2.58336,-0.253809,2.4562,2.64499,-0.0838514,2.34568,2.58223,0.811293,2.04683,2.63936,116.826,3.7926,3.70125,58.1414,3.59998,3.68484,-0.253809,3.74601,3.69593,-0.0838514,3.46513,3.67964,0.811293,3.7926,3.70125,116.826,3.93539,3.82749,58.1414,3.70809,3.80818,-0.253809,3.88032,3.82125,-0.0838514,3.54881,3.80207,0.811293,3.93539,3.82749,All
117.843,2.3691,2.2282,58.4646,2.28542,2.29804,-0.246643,2.30052,2.1974,-0.0790072,2.1728,2.28735,0.818357,2.3691,2.2282,117.843,1.9627,2.63743,58.4646,2.24993,2.58373,-0.246643,2.38868,2.64318,-0.0790072,2.32702,2.5826,0.818357,1.9627,2.63743,117.843,3.8017,3.70122,58.4646,3.63854,3.68612,-0.246643,3.75336,3.69607,-0.0790072,3.49902,3.68101,0.818357,3.8017,3.70122,117.843,3.94614,3.82745,58.4646,3.75364,3.80968,-0.246643,3.88901,3.82141,-0.0790072,3.58885,3.80367,0.818357,3.94614,3.82745,All
118.861,2.38188,2.23246,58.7879,2.31682,2.30156,-0.239477,2.31122,2.20197,-0.074163,2.20049,2.29087,0.825421,2.38188,2.23246,118.861,1.87857,2.63549,58.7879,2.22861,2.5841,-0.239477,2.32116,2.64138,-0.074163,2.30835,2.58297,0.825421,1.87857,2.63549,118.861,3.81079,3.70119,58.7879,3.67711,3.68741,-0.239477,3.76071,3.69622,-0.074163,3.53292,3.68237,0.825421,3.81079,3.70119,118.861,3.95689,3.82741,58.7879,3.79919,3.81118,-0.239477,3.89771,3.82158,-0.074163,3.62888,3.80527,0.825421,3.95689,3.82741,All
119.878,2.39454,2.23672,59.1111,2.34822,2.30509,-0.232311,2.32191,2.20654,-0.0693189,2.22818,2.29438,0.832485,2.39454,2.23672,119.878,1.81345,2.63356,59.1111,2.2073,2.58447,-0.232311,2.25364,2.63957,-0.0693189,2.28969,2.58333,0.832485,1.81345,2.63356,119.878,3.81816,3.70116,59.1111,3.71567,3.68869,-0.232311,3.76807,3.69636,-0.0693189,3.56682,3.68374,0.832485,3.81816,3.70116,119.878,3.96561,3.82737,59.1111,3.84474,3.81269,-0.232311,3.9064,3.82174,-0.0693189,3.66892,3.80687,0.832485,3.96561,3.82737,All
120.895,2.40586,2.24098,59.4343,2.37962,2.30862,-0.225145,2.33261,2.21111,-0.0644747,2.25587,2.29789,0.839548,2.40586,2.24098,120.895,1.97782,2.63162,59.4343,2.18598,2.58483,-0.225145,2.18613,2.63776,-0.0644747,2.27102,2.5837,0.839548,1.97782,2.63162,120.895,3.80474,3.70113,59.4343,3.75424,3.68997,-0.225145,3.77542,3.6965,-0.0644747,3.60072,3.6851,0.839548,3.80474,3.70113,120.895,3.9498,3.82733,59.4343,3.89029,3.81419,-0.225145,3.91509,3.82191,-0.0644747,3.70896,3.80847,0.839548,3.9498,3.82733,All
121.912,2.41719,2.24524,59.7576,2.41102,2.31214,-0.217979,2.34331,2.21568,-0.0596305,2.28356,2.3014,0.846612,2.41719,2.24524,121.912,2.1422,2.62969,59.7576,2.16466,2.5852,-0.217979,2.11861,2.63596,-0.0596305,2.25235,2.58407,0.846612,2.1422,2.62969,121.912,3.79133,3.70109,59.7576,3.7928,3.69125,-0.217979,3.78277,3.69664,-0.0596305,3.63462,3.68646,0.846612,3.79133,3.70109,121.912,3.93398,3.82729,59.7576,3.93584,3.81569,-0.217979,3.92378,3.82207,-0.0596305,3.749,3.81007,0.846612,3.93398,3.82729,All
122.929,2.42851,2.2495,60.0808,2.43304,2.31567,-0.210813,2.35401,2.22025,-0.0547864,2.31126,2.30492,0.853676,2.42851,2.2495,122.929,2.30658,2.62775,60.0808,2.22064,2.58557,-0.210813,2.05109,2.63415,-0.0547864,2.23369,2.58443,0.853676,2.30658,2.62775,122.929,3.77791,3.70106,60.0808,3.83496,3.69254,-0.210813,3.79013,3.69678,-0.0547864,3.66852,3.68783,0.853676,3.77791,3.70106,122.929,3.91817,3.82725,60.0808,3.98576,3.8172,-0.210813,3.93247,3.82224,-0.0547864,3.78904,3.81167,0.853676,3.91817,3.82725,All
123.946,2.43983,2.25376,60.404,2.42693,2.3192,-0.203647,2.36471,2.22481,-0.0499422,2.33895,2.30843,0.860739,2.43983,2.25376,123.946,2.47096,2.62582,60.404,2.5085,2.58593,-0.203647,1.98357,2.63234,-0.0499422,2.21502,2.5848,0.860739,2.47096,2.62582,123.946,3.76449,3.70103,60.404,3.88788,3.69382,-0.203647,3.79748,3.69693,-0.0499422,3.70242,3.68919,0.860739,3.76449,3.70103,123.946,3.90236,3.82722,60.404,4.0488,3.8187,-0.203647,3.94117,3.8224,-0.0499422,3.82908,3.81327,0.860739,3.90236,3.82722,All
124.964,2.45115,2.25802,60.7273,2.42082,2.32272,-0.196482,2.37541,2.22938,-0.045098,2.36664,2.31194,0.867803,2.45115,2.25802,124.964,2.63534,2.62388,60.7273,2.79635,2.5863,-0.196482,1.91605,2.63054,-0.045098,2.19635,2.58517,0.867803,2.63534,2.62388,124.964,3.75107,3.701,60.7273,3.9408,3.6951,-0.196482,3.80483,3.69707,-0.045098,3.73632,3.69056,0.867803,3.75107,3.701,124.964,3.88654,3.82718,60.7273,4.11184,3.8202,-0.196482,3.94986,3.82256,-0.045098,3.86911,3.81487,0.867803,3.88654,3.82718,All
125.981,2.23918,2.26228,61.0505,2.41112,2.32625,-0.189316,2.3861,2.23395,-0.0402538,2.39433,2.31545,0.874867,2.23918,2.26228,125.981,2.56369,2.62195,61.0505,3.02693,2.58667,-0.189316,1.84853,2.62873,-0.0402538,2.17769,2.58554,0.874867,2.56369,2.62195,125.981,3.62501,3.70097,61.0505,3.96112,3.69639,-0.189316,3.81219,3.69721,-0.0402538,3.77022,3.69192,0.874867,3.62501,3.70097,125.981,3.73612,3.82714,61.0505,4.13607,3.82171,-0.189316,3.95855,3.82273,-0.0402538,3.90915,3.81647,0.874867,3.73612,3.82714,All
126.998,2.07446,2.26654,61.3737,2.382,2.32978,-0.18215,2.39665,2.23852,-0.0354097,2.42202,2.31897,0.88193,2.07446,2.26654,126.998,2.49957,2.62001,61.3737,2.94817,2.58704,-0.18215,1.83474,2.62692,-0.0354097,2.15902,2.5859,0.88193,2.49957,2.62001,126.998,3.52277,3.70094,61.3737,3.80539,3.69767,-0.18215,3.8147,3.69735,-0.0354097,3.80411,3.69328,0.88193,3.52277,3.70094,126.998,3.61412,3.8271,61.3737,3.95077,3.82321,-0.18215,3.96153,3.82289,-0.0354097,3.94919,3.81806,0.88193,3.61412,3.8271,All
128.015,2.10725,2.2708,61.697,2.35289,2.3333,-0.174984,2.40678,2.24309,-0.0305655,2.43451,2.32248,0.888994,2.10725,2.2708,128.015,2.54183,2.61808,61.697,2.86941,2.5874,-0.174984,1.97646,2.62511,-0.0305655,2.26877,2.58627,0.888994,2.54183,2.61808,128.015,3.52014,3.70091,61.697,3.64966,3.69895,-0.174984,3.80319,3.6975,-0.0305655,3.84452,3.69465,0.888994,3.52014,3.70091,128.015,3.61104,3.82706,61.697,3.76546,3.82471,-0.174984,3.94797,3.82306,-0.0305655,3.99713,3.81966,0.888994,3.61104,3.82706,All
129.032,2.14003,2.27506,62.0202,2.32552,2.33683,-0.167818,2.4169,2.24766,-0.0257213,2.4291,2.32599,0.896058,2.14003,2.27506,129.032,2.58409,2.61614,62.0202,2.79544,2.58777,-0.167818,2.11818,2.62331,-0.0257213,2.52978,2.58664,0.896058,2.58409,2.61614,129.032,3.51751,3.70088,62.0202,3.5046,3.70023,-0.167818,3.79169,3.69764,-0.0257213,3.89258,3.69601,0.896058,3.51751,3.70088,129.032,3.60796,3.82702,62.0202,3.59286,3.82621,-0.167818,3.93441,3.82322,-0.0257213,4.05438,3.82126,0.896058,3.60796,3.82702,All
130.049,2.17281,2.27932,62.3434,2.3243,2.34036,-0.160652,2.42703,2.25223,-0.0208771,2.42369,2.3295,0.903121,2.17281,2.27932,130.049,2.62635,2.61421,62.3434,2.79319,2.58814,-0.160652,2.25991,2.6215,-0.0208771,2.79079,2.587,0.903121,2.62635,2.61421,130.049,3.51488,3.70085,62.3434,3.51969,3.70152,-0.160652,3.78018,3.69778,-0.0208771,3.94064,3.69737,0.903121,3.51488,3.70085,130.049,3.60488,3.82698,62.3434,3.61082,3.82772,-0.160652,3.92085,3.82339,-0.0208771,4.11163,3.82286,0.903121,3.60488,3.82698,All
131.067,2.20559,2.28358,62.6667,2.32308,2.34388,-0.153486,2.43715,2.2568,-0.016033,2.41727,2.33302,0.910185,2.20559,2.28358,131.067,2.6686,2.61227,62.6667,2.79095,2.5885,-0.153486,2.40163,2.61969,-0.016033,3.03612,2.58737,0.910185,2.6686,2.61227,131.067,3.51225,3.70082,62.6667,3.53478,3.7028,-0.153486,3.76868,3.69792,-0.016033,3.97971,3.69874,0.910185,3.51225,3.70082,131.067,3.6018,3.82694,62.6667,3.62878,3.82922,-0.153486,3.90729,3.82355,-0.016033,4.15817,3.82446,0.910185,3.6018,3.82694,All
132.084,2.23838,2.28784,62.9899,2.32186,2.34741,-0.14632,2.44728,2.26137,-0.0111888,2.39055,2.33653,0.917249,2.23838,2.28784,132.084,2.71086,2.61033,62.9899,2.7887,2.58887,-0.14632,2.54336,2.61789,-0.0111888,2.96355,2.58774,0.917249,2.71086,2.61033,132.084,3.50962,3.70079,62.9899,3.54987,3.70408,-0.14632,3.75717,3.69807,-0.0111888,3.83625,3.7001,0.917249,3.50962,3.70079,132.084,3.59873,3.8269,62.9899,3.64673,3.83072,-0.14632,3.89373,3.82372,-0.0111888,3.98747,3.82606,0.917249,3.59873,3.8269,All
133.101,2.27116,2.2921,63.3131,2.32064,2.35094,-0.139154,2.40812,2.26594,-0.00634463,2.36382,2.34004,0.924313,2.27116,2.2921,133.101,2.75312,2.6084,63.3131,2.78646,2.58924,-0.139154,2.63381,2.61608,-0.00634463,2.89097,2.58811,0.924313,2.75312,2.6084,133.101,3.50699,3.70076,63.3131,3.56495,3.70536,-0.139154,3.72071,3.69821,-0.00634463,3.69279,3.70147,0.924313,3.50699,3.70076,133.101,3.59565,3.82687,63.3131,3.66469,3.83223,-0.139154,3.85035,3.82388,-0.00634463,3.81677,3.82766,0.924313,3.59565,3.82687,All
134.118,2.30394,2.29636,63.6364,2.31942,2.35446,-0.131988,2.18977,2.27051,-0.00150046,2.33709,2.34355,0.931376,2.30394,2.29636,134.118,2.79537,2.60646,63.6364,2.78422,2.58961,-0.131988,2.53782,2.61427,-0.00150046,2.81839,2.58847,0.931376,2.79537,2.60646,134.118,3.50436,3.70073,63.6364,3.58004,3.70665,-0.131988,3.5935,3.69835,-0.00150046,3.54933,3.70283,0.931376,3.50436,3.70073,134.118,3.59257,3.82683,63.6364,3.68265,3.83373,-0.131988,3.69852,3.82405,-0.00150046,3.64607,3.82926,0.931376,3.59257,3.82683,All
