trans_Cl_vs_CLCRMLMIN_abscissa,trans_Cl_vs_CLCRMLMIN_spline,trans_Cl_vs_CLCRMLMIN_regression,trans_Cl_vs_WTKG_abscissa,trans_Cl_vs_WTKG_spline,trans_Cl_vs_WTKG_regression,trans_Cl_vs_logtCLCRMLMIN_abscissa,trans_Cl_vs_logtCLCRMLMIN_spline,trans_Cl_vs_logtCLCRMLMIN_regression,trans_Q_vs_CLCRMLMIN_abscissa,trans_Q_vs_CLCRMLMIN_spline,trans_Q_vs_CLCRMLMIN_regression,trans_Q_vs_WTKG_abscissa,trans_Q_vs_WTKG_spline,trans_Q_vs_WTKG_regression,trans_Q_vs_logtCLCRMLMIN_abscissa,trans_Q_vs_logtCLCRMLMIN_spline,trans_Q_vs_logtCLCRMLMIN_regression,trans_V1_vs_CLCRMLMIN_abscissa,trans_V1_vs_CLCRMLMIN_spline,trans_V1_vs_CLCRMLMIN_regression,trans_V1_vs_WTKG_abscissa,trans_V1_vs_WTKG_spline,trans_V1_vs_WTKG_regression,trans_V1_vs_logtCLCRMLMIN_abscissa,trans_V1_vs_logtCLCRMLMIN_spline,trans_V1_vs_logtCLCRMLMIN_regression,trans_V2_vs_CLCRMLMIN_abscissa,trans_V2_vs_CLCRMLMIN_spline,trans_V2_vs_CLCRMLMIN_regression,trans_V2_vs_WTKG_abscissa,trans_V2_vs_WTKG_spline,trans_V2_vs_WTKG_regression,trans_V2_vs_logtCLCRMLMIN_abscissa,trans_V2_vs_logtCLCRMLMIN_spline,trans_V2_vs_logtCLCRMLMIN_regression,split
119.878,1.6289,1.50702,59.1111,1.62038,1.58871,-0.232311,1.56679,1.4764,119.878,1.29414,1.58214,59.1111,1.46737,1.6112,-0.232311,1.42263,1.58252,119.878,3.17467,3.13992,59.1111,3.0781,3.09925,-0.232311,3.18505,3.13902,119.878,4.30586,3.67865,59.1111,3.76972,3.51438,-0.232311,4.08271,3.68419,All
120.895,1.63897,1.5116,59.4343,1.64731,1.59159,-0.225145,1.57603,1.48124,120.895,1.31764,1.58212,59.4343,1.47278,1.60798,-0.225145,1.40332,1.58249,120.895,3.18316,3.13899,59.4343,3.11247,3.10129,-0.225145,3.18306,3.13828,120.895,4.25927,3.67529,59.4343,3.86771,3.52366,-0.225145,4.11546,3.68122,All
121.912,1.64904,1.51617,59.7576,1.67424,1.59447,-0.217979,1.58527,1.48608,121.912,1.34113,1.5821,59.7576,1.4782,1.60475,-0.217979,1.38401,1.58246,121.912,3.19165,3.13805,59.7576,3.14684,3.10332,-0.217979,3.18107,3.13754,121.912,4.21267,3.67193,59.7576,3.96571,3.53293,-0.217979,4.14821,3.67826,All
122.929,1.6591,1.52074,60.0808,1.69406,1.59735,-0.210813,1.5945,1.49093,122.929,1.36463,1.58208,60.0808,1.51622,1.60152,-0.210813,1.3647,1.58243,122.929,3.20013,3.13712,60.0808,3.19013,3.10535,-0.210813,3.17909,3.1368,122.929,4.16607,3.66858,60.0808,4.03039,3.5422,-0.210813,4.18096,3.67529,All
123.946,1.66917,1.52532,60.404,1.69253,1.60024,-0.203647,1.60374,1.49577,123.946,1.38813,1.58206,60.404,1.65208,1.59829,-0.203647,1.34538,1.5824,123.946,3.20862,3.13619,60.404,3.26019,3.10739,-0.203647,3.1771,3.13607,123.946,4.11947,3.66522,60.404,3.99513,3.55147,-0.203647,4.21371,3.67233,All
124.964,1.67924,1.52989,60.7273,1.691,1.60312,-0.196482,1.61298,1.50061,124.964,1.41162,1.58204,60.7273,1.78794,1.59506,-0.196482,1.32607,1.58237,124.964,3.21711,3.13526,60.7273,3.33026,3.10942,-0.196482,3.17511,3.13533,124.964,4.07287,3.66186,60.7273,3.95988,3.56075,-0.196482,4.24646,3.66937,All
125.981,1.50857,1.53446,61.0505,1.68519,1.606,-0.189316,1.62222,1.50546,125.981,1.5515,1.58202,61.0505,1.87785,1.59184,-0.189316,1.30676,1.58233,125.981,3.05717,3.13432,61.0505,3.36994,3.11146,-0.189316,3.17312,3.13459,125.981,3.41902,3.6585,61.0505,3.90358,3.57002,-0.189316,4.2792,3.6664,All
126.998,1.37654,1.53904,61.3737,1.65621,1.60888,-0.18215,1.6314,1.5103,126.998,1.65332,1.58199,61.3737,1.71968,1.58861,-0.18215,1.29761,1.5823,126.998,2.9289,3.13339,61.3737,3.24556,3.11349,-0.18215,3.17353,3.13385,126.998,2.91092,3.65515,61.3737,3.73365,3.57929,-0.18215,4.29322,3.66344,All
128.015,1.4053,1.54361,61.697,1.62723,1.61176,-0.174984,1.64045,1.51514,128.015,1.61985,1.58197,61.697,1.56151,1.58538,-0.174984,1.31787,1.58227,128.015,2.93996,3.13246,61.697,3.12119,3.11552,-0.174984,3.18087,3.13311,128.015,2.98155,3.65179,61.697,3.56372,3.58856,-0.174984,4.253,3.66047,All
129.032,1.43406,1.54818,62.0202,1.59996,1.61464,-0.167818,1.64949,1.51999,129.032,1.58637,1.58195,62.0202,1.41391,1.58215,-0.167818,1.33813,1.58224,129.032,2.95101,3.13152,62.0202,3.0054,3.11756,-0.167818,3.18822,3.13238,129.032,3.05218,3.64843,62.0202,3.40576,3.59784,-0.167818,4.21278,3.65751,All
130.049,1.46283,1.55276,62.3434,1.59826,1.61752,-0.160652,1.65854,1.52483,130.049,1.5529,1.58193,62.3434,1.42495,1.57893,-0.160652,1.3584,1.58221,130.049,2.96207,3.13059,62.3434,3.01853,3.11959,-0.160652,3.19557,3.13164,130.049,3.1228,3.64507,62.3434,3.42742,3.60711,-0.160652,4.17256,3.65455,All
131.067,1.49159,1.55733,62.6667,1.59657,1.6204,-0.153486,1.66758,1.52967,131.067,1.51943,1.58191,62.6667,1.43598,1.5757,-0.153486,1.37866,1.58218,131.067,2.97313,3.12966,62.6667,3.03165,3.12162,-0.153486,3.20292,3.1309,131.067,3.19343,3.64172,62.6667,3.44907,3.61638,-0.153486,4.13234,3.65158,All
132.084,1.52036,1.56191,62.9899,1.59487,1.62329,-0.14632,1.67662,1.53452,132.084,1.48595,1.58189,62.9899,1.44701,1.57247,-0.14632,1.39892,1.58215,132.084,2.98419,3.12873,62.9899,3.04477,3.12366,-0.14632,3.21026,3.13016,132.084,3.26405,3.63836,62.9899,3.47072,3.62566,-0.14632,4.09212,3.64862,All
133.101,1.54912,1.56648,63.3131,1.59317,1.62617,-0.139154,1.64578,1.53936,133.101,1.45248,1.58187,63.3131,1.45804,1.56924,-0.139154,1.44501,1.58212,133.101,2.99525,3.12779,63.3131,3.05789,3.12569,-0.139154,3.18045,3.12942,133.101,3.33468,3.635,63.3131,3.49237,3.63493,-0.139154,3.91752,3.64565,All
134.118,1.57789,1.57105,63.6364,1.59147,1.62905,-0.131988,1.4699,1.5442,134.118,1.419,1.58185,63.6364,1.46907,1.56601,-0.131988,1.58505,1.58209,134.118,3.00631,3.12686,63.6364,3.07102,3.12772,-0.131988,3.01551,3.12868,134.118,3.4053,3.63164,63.6364,3.51402,3.6442,-0.131988,3.2542,3.64269,All
135.135,1.59773,1.57563,63.9596,1.58978,1.63193,-0.124823,1.3836,1.54905,135.135,1.48173,1.58182,63.9596,1.48011,1.56279,-0.124823,1.64955,1.58206,135.135,3.06282,3.12593,63.9596,3.08414,3.12976,-0.124823,2.92801,3.12795,135.135,3.49288,3.62829,63.9596,3.53567,3.65347,-0.124823,2.91292,3.63973,All
136.153,1.61563,1.5802,64.2828,1.58808,1.63481,-0.117657,1.41029,1.55389,136.153,1.5654,1.5818,64.2828,1.49114,1.55956,-0.117657,1.61878,1.58203,136.153,3.12922,3.125,64.2828,3.09726,3.13179,-0.117657,2.93823,3.12721,136.153,3.58415,3.62493,64.2828,3.55732,3.66275,-0.117657,2.97788,3.63676,All
137.17,1.63353,1.58477,64.6061,1.58638,1.63769,-0.110491,1.43698,1.55874,137.17,1.64906,1.58178,64.6061,1.50217,1.55633,-0.110491,1.58801,1.582,137.17,3.19562,3.12406,64.6061,3.11039,3.13382,-0.110491,2.94844,3.12647,137.17,3.67542,3.62157,64.6061,3.57897,3.67202,-0.110491,3.04284,3.6338,All
138.187,1.65143,1.58935,64.9293,1.58469,1.64057,-0.103325,1.46368,1.56358,138.187,1.73273,1.58176,64.9293,1.5132,1.5531,-0.103325,1.55724,1.58197,138.187,3.26202,3.12313,64.9293,3.12351,3.13586,-0.103325,2.95865,3.12573,138.187,3.76669,3.61821,64.9293,3.60062,3.68129,-0.103325,3.1078,3.63083,All
139.204,1.66933,1.59392,65.2525,1.58299,1.64346,-0.096159,1.49037,1.56842,139.204,1.8164,1.58174,65.2525,1.52423,1.54987,-0.096159,1.52647,1.58194,139.204,3.32841,3.1222,65.2525,3.13663,3.13789,-0.096159,2.96886,3.12499,139.204,3.85796,3.61485,65.2525,3.62227,3.69056,-0.096159,3.17277,3.62787,All
140.221,1.68713,1.59849,65.5758,1.58129,1.64634,-0.0889931,1.51706,1.57327,140.221,1.89625,1.58172,65.5758,1.53527,1.54665,-0.0889931,1.4957,1.58191,140.221,3.39242,3.12126,65.5758,3.14975,3.13992,-0.0889931,2.97908,3.12425,140.221,3.94686,3.6115,65.5758,3.64392,3.69984,-0.0889931,3.23773,3.62491,All
141.238,1.70039,1.60307,65.899,1.57959,1.64922,-0.0818272,1.54376,1.57811,141.238,1.79687,1.5817,65.899,1.5463,1.54342,-0.0818272,1.46493,1.58188,141.238,3.34399,3.12033,65.899,3.16288,3.14196,-0.0818272,2.98929,3.12352,141.238,3.92449,3.60814,65.899,3.66557,3.70911,-0.0818272,3.30269,3.62194,All
142.256,1.71365,1.60764,66.2222,1.5779,1.6521,-0.0746613,1.57045,1.58295,142.256,1.69748,1.58168,66.2222,1.55733,1.54019,-0.0746613,1.43416,1.58184,142.256,3.29557,3.1194,66.2222,3.176,3.14399,-0.0746613,2.9995,3.12278,142.256,3.90212,3.60478,66.2222,3.68722,3.71838,-0.0746613,3.36765,3.61898,All
143.273,1.72692,1.61221,66.5455,1.5762,1.65498,-0.0674954,1.59426,1.5878,143.273,1.5981,1.58165,66.5455,1.56836,1.53696,-0.0674954,1.43832,1.58181,143.273,3.24714,3.11847,66.5455,3.18912,3.14602,-0.0674954,3.02662,3.12204,143.273,3.87975,3.60142,66.5455,3.70887,3.72765,-0.0674954,3.43993,3.61601,All
144.29,1.7309,1.61679,66.8687,1.5745,1.65786,-0.0603295,1.61173,1.59264,144.29,1.55552,1.58163,66.8687,1.57939,1.53373,-0.0603295,1.5192,1.58178,144.29,3.22094,3.11753,66.8687,3.20224,3.14806,-0.0603295,3.09088,3.1213,144.29,3.85694,3.59807,66.8687,3.73052,3.73693,-0.0603295,3.52828,3.61305,All
145.307,1.72488,1.62136,67.1919,1.57652,1.66074,-0.0531636,1.62921,1.59748,145.307,1.57407,1.58161,67.1919,1.58069,1.53051,-0.0531636,1.60008,1.58175,145.307,3.21866,3.1166,67.1919,3.20826,3.15009,-0.0531636,3.15514,3.12056,145.307,3.83365,3.59471,67.1919,3.74611,3.7462,-0.0531636,3.61663,3.61009,All
146.324,1.71887,1.62594,67.5152,1.58108,1.66362,-0.0459977,1.64668,1.60233,146.324,1.59263,1.58159,67.5152,1.57533,1.52728,-0.0459977,1.68096,1.58172,146.324,3.21638,3.11567,67.5152,3.20943,3.15212,-0.0459977,3.2194,3.11982,146.324,3.81036,3.59135,67.5152,3.75756,3.75547,-0.0459977,3.70498,3.60712,All
147.341,1.71286,1.63051,67.8384,1.58564,1.66651,-0.0388318,1.66415,1.60717,147.341,1.61118,1.58157,67.8384,1.56997,1.52405,-0.0388318,1.76184,1.58169,147.341,3.21411,3.11473,67.8384,3.21059,3.15416,-0.0388318,3.28365,3.11909,147.341,3.78707,3.58799,67.8384,3.76901,3.76475,-0.0388318,3.79333,3.60416,All
148.359,1.70684,1.63508,68.1616,1.5902,1.66939,-0.0316658,1.68163,1.61201,148.359,1.62973,1.58155,68.1616,1.5646,1.52082,-0.0316658,1.84273,1.58166,148.359,3.21183,3.1138,68.1616,3.21175,3.15619,-0.0316658,3.34791,3.11835,148.359,3.76377,3.58464,68.1616,3.78045,3.77402,-0.0316658,3.88168,3.60119,All
149.376,1.70083,1.63966,68.4848,1.59477,1.67227,-0.0244999,1.69782,1.61686,149.376,1.64828,1.58153,68.4848,1.55924,1.51759,-0.0244999,1.86716,1.58163,149.376,3.20955,3.11287,68.4848,3.21291,3.15822,-0.0244999,3.37691,3.11761,149.376,3.74048,3.58128,68.4848,3.7919,3.78329,-0.0244999,3.93541,3.59823,All
150.393,1.69482,1.64423,68.8081,1.59933,1.67515,-0.017334,1.71119,1.6217,150.393,1.66683,1.58151,68.8081,1.55388,1.51437,-0.017334,1.76775,1.5816,150.393,3.20727,3.11194,68.8081,3.21407,3.16026,-0.017334,3.32855,3.11687,150.393,3.71719,3.57792,68.8081,3.80334,3.79256,-0.017334,3.91319,3.59527,All
151.41,1.6888,1.6488,69.1313,1.60389,1.67803,-0.0101681,1.72457,1.62654,151.41,1.68538,1.58148,69.1313,1.54851,1.51114,-0.0101681,1.66833,1.58157,151.41,3.20499,3.111,69.1313,3.21524,3.16229,-0.0101681,3.28018,3.11613,151.41,3.6939,3.57456,69.1313,3.81479,3.80184,-0.0101681,3.89097,3.5923,All
152.427,1.68279,1.65338,69.4545,1.60845,1.68091,-0.00300224,1.73794,1.63139,152.427,1.70393,1.58146,69.4545,1.54315,1.50791,-0.00300224,1.56891,1.58154,152.427,3.20271,3.11007,69.4545,3.2164,3.16432,-0.00300224,3.23182,3.11539,152.427,3.67061,3.57121,69.4545,3.82623,3.81111,-0.00300224,3.86875,3.58934,All
153.444,1.67678,1.65795,69.7778,1.61301,1.68379,0.00416366,1.73593,1.63623,153.444,1.72248,1.58144,69.7778,1.53779,1.50468,0.00416366,1.56197,1.58151,153.444,3.20044,3.10914,69.7778,3.21756,3.16636,0.00416366,3.21912,3.11466,153.444,3.64732,3.56785,69.7778,3.83768,3.82038,0.00416366,3.84458,3.58637,All
154.462,1.67076,1.66252,70.101,1.61757,1.68667,0.0113296,1.72945,1.64107,154.462,1.74103,1.58142,70.101,1.53243,1.50146,0.0113296,1.58186,1.58148,154.462,3.19816,3.10821,70.101,3.21872,3.16839,0.0113296,3.21678,3.11392,154.462,3.62403,3.56449,70.101,3.84912,3.82965,0.0113296,3.81985,3.58341,All
155.479,1.66475,1.6671,70.4242,1.62213,1.68956,0.0184955,1.72298,1.64592,155.479,1.75959,1.5814,70.4242,1.52706,1.49823,0.0184955,1.60176,1.58145,155.479,3.19588,3.10727,70.4242,3.21988,3.17042,0.0184955,3.21444,3.11318,155.479,3.60074,3.56113,70.4242,3.86057,3.83893,0.0184955,3.79512,3.58045,All
156.496,1.65874,1.67167,70.7475,1.6267,1.69244,0.0256614,1.7165,1.65076,156.496,1.77814,1.58138,70.7475,1.5217,1.495,0.0256614,1.62166,1.58142,156.496,3.1936,3.10634,70.7475,3.22104,3.17246,0.0256614,3.21211,3.11244,156.496,3.57745,3.55778,70.7475,3.87201,3.8482,0.0256614,3.77039,3.57748,All
157.513,1.65272,1.67624,71.0707,1.63126,1.69532,0.0328273,1.71002,1.65561,157.513,1.79669,1.58136,71.0707,1.51634,1.49177,0.0328273,1.64156,1.58139,157.513,3.19132,3.10541,71.0707,3.22221,3.17449,0.0328273,3.20977,3.1117,157.513,3.55415,3.55442,71.0707,3.88346,3.85747,0.0328273,3.74565,3.57452,All
158.53,1.64671,1.68082,71.3939,1.63582,1.6982,0.0399932,1.70355,1.66045,158.53,1.81524,1.58134,71.3939,1.51098,1.48854,0.0399932,1.66146,1.58135,158.53,3.18905,3.10447,71.3939,3.22337,3.17652,0.0399932,3.20743,3.11097,158.53,3.53086,3.55106,71.3939,3.89491,3.86674,0.0399932,3.72092,3.57156,All
159.547,1.6407,1.68539,71.7172,1.64038,1.70108,0.0471591,1.69707,1.66529,159.547,1.83379,1.58131,71.7172,1.50561,1.48532,0.0471591,1.68136,1.58132,159.547,3.18677,3.10354,71.7172,3.22453,3.17856,0.0471591,3.20509,3.11023,159.547,3.50757,3.5477,71.7172,3.90635,3.87602,0.0471591,3.69619,3.56859,All
160.565,1.63468,1.68997,72.0404,1.64494,1.70396,0.054325,1.69059,1.67014,160.565,1.85234,1.58129,72.0404,1.50025,1.48209,0.054325,1.70126,1.58129,160.565,3.18449,3.10261,72.0404,3.22569,3.18059,0.054325,3.20275,3.10949,160.565,3.48428,3.54435,72.0404,3.9178,3.88529,0.054325,3.67146,3.56563,All
161.582,1.63505,1.69454,72.3636,1.6495,1.70684,0.0614909,1.68412,1.67498,161.582,1.85792,1.58127,72.3636,1.49489,1.47886,0.0614909,1.72116,1.58126,161.582,3.18313,3.10168,72.3636,3.22685,3.18263,0.0614909,3.20041,3.10875,161.582,3.47855,3.54099,72.3636,3.92924,3.89456,0.0614909,3.64672,3.56266,All
162.599,1.6425,1.69911,72.6869,1.65406,1.70972,0.0686568,1.67764,1.67982,162.599,1.84909,1.58125,72.6869,1.48953,1.47563,0.0686568,1.74106,1.58123,162.599,3.1828,3.10074,72.6869,3.22802,3.18466,0.0686568,3.19807,3.10801,162.599,3.49232,3.53763,72.6869,3.94069,3.90384,0.0686568,3.62199,3.5597,All
163.616,1.64995,1.70369,73.0101,1.65862,1.71261,0.0758227,1.67116,1.68467,163.616,1.84026,1.58123,73.0101,1.48416,1.4724,0.0758227,1.76096,1.5812,163.616,3.18246,3.09981,73.0101,3.22918,3.18669,0.0758227,3.19573,3.10727,163.616,3.50609,3.53427,73.0101,3.95213,3.91311,0.0758227,3.59726,3.55674,All
164.633,1.6574,1.70826,73.3333,1.66319,1.71549,0.0829886,1.66469,1.68951,164.633,1.83143,1.58121,73.3333,1.4788,1.46918,0.0829886,1.78086,1.58117,164.633,3.18213,3.09888,73.3333,3.23034,3.18873,0.0829886,3.19339,3.10654,164.633,3.51986,3.53091,73.3333,3.96358,3.92238,0.0829886,3.57253,3.55377,All
165.651,1.66485,1.71283,73.6566,1.66775,1.71837,0.0901545,1.65821,1.69435,165.651,1.8226,1.58119,73.6566,1.47344,1.46595,0.0901545,1.80076,1.58114,165.651,3.18179,3.09794,73.6566,3.2315,3.19076,0.0901545,3.19105,3.1058,165.651,3.53363,3.52756,73.6566,3.97502,3.93165,0.0901545,3.54779,3.55081,All
