Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,split
1.02456,0.392857,22.7688,0.392857,6.05119,0.392857,All
1.06174,0.4,22.8966,0.4,6.10934,0.4,All
1.11005,0.407143,23.024,0.407143,6.13396,0.407143,All
1.15939,0.414286,23.047,0.414286,6.15704,0.414286,All
1.28602,0.421429,23.1057,0.421429,6.2079,0.421429,All
1.37127,0.428571,23.1368,0.428571,6.21616,0.428571,All
1.47482,0.435714,23.1952,0.435714,6.34655,0.435714,All
1.50057,0.442857,23.2281,0.442857,6.3875,0.442857,All
1.50718,0.45,23.4071,0.45,6.39714,0.45,All
1.5164,0.457143,23.4385,0.457143,6.39891,0.457143,All
1.5235,0.464286,23.5003,0.464286,6.41011,0.464286,All
1.56231,0.471429,23.5587,0.471429,6.4104,0.471429,All
1.57559,0.478571,23.5814,0.478571,6.43692,0.478571,All
1.57769,0.485714,23.6676,0.485714,6.45382,0.485714,All
1.58559,0.492857,23.8011,0.492857,6.48592,0.492857,All
1.62713,0.5,23.9563,0.5,6.5027,0.5,All
1.64046,0.507143,24.0747,0.507143,6.51806,0.507143,All
1.66115,0.514286,24.079,0.514286,6.54161,0.514286,All
1.74219,0.521429,24.1379,0.521429,6.57105,0.521429,All
1.78018,0.528571,24.174,0.528571,6.66682,0.528571,All
1.87167,0.535714,24.3324,0.535714,6.6861,0.535714,All
1.87839,0.542857,24.3934,0.542857,6.70209,0.542857,All
1.896,0.55,24.4563,0.55,6.71679,0.55,All
1.92181,0.557143,24.4575,0.557143,6.7454,0.557143,All
1.92562,0.564286,24.4955,0.564286,6.86251,0.564286,All
1.92683,0.571429,24.5225,0.571429,6.89569,0.571429,All
1.94265,0.578571,24.5978,0.578571,6.90338,0.578571,All
1.95533,0.585714,24.6252,0.585714,6.91006,0.585714,All
2.00117,0.592857,25.0173,0.592857,6.94681,0.592857,All
2.04413,0.6,25.0218,0.6,7.00819,0.6,All
2.06922,0.607143,25.044,0.607143,7.04866,0.607143,All
2.10275,0.614286,25.1115,0.614286,7.06214,0.614286,All
2.10802,0.621429,25.2007,0.621429,7.09105,0.621429,All
2.15599,0.628571,25.2128,0.628571,7.19562,0.628571,All
2.22313,0.635714,25.2331,0.635714,7.20628,0.635714,All
2.23,0.642857,25.245,0.642857,7.22126,0.642857,All
2.29018,0.65,25.3128,0.65,7.30873,0.65,All
2.33007,0.657143,25.339,0.657143,7.34359,0.657143,All
2.34456,0.664286,25.4635,0.664286,7.35166,0.664286,All
2.43655,0.671429,25.4862,0.671429,7.3891,0.671429,All
2.44411,0.678571,25.5416,0.678571,7.41007,0.678571,All
2.46994,0.685714,25.5536,0.685714,7.49496,0.685714,All
2.48786,0.692857,25.5583,0.692857,7.59342,0.692857,All
2.52152,0.7,25.6326,0.7,7.62582,0.7,All
2.54404,0.707143,25.6993,0.707143,7.6972,0.707143,All
2.61837,0.714286,25.7234,0.714286,7.70227,0.714286,All
2.62316,0.721429,25.8043,0.721429,7.72609,0.721429,All
2.67504,0.728571,25.8588,0.728571,7.76288,0.728571,All
2.68227,0.735714,25.9117,0.735714,7.82862,0.735714,All
2.69328,0.742857,25.9342,0.742857,7.93286,0.742857,All
2.70873,0.75,25.9754,0.75,7.99114,0.75,All
2.79077,0.757143,26.0305,0.757143,8.04775,0.757143,All
2.80232,0.764286,26.3254,0.764286,8.07078,0.764286,All
2.80442,0.771429,26.441,0.771429,8.09393,0.771429,All
2.81915,0.778571,26.4664,0.778571,8.1062,0.778571,All
2.82699,0.785714,26.6563,0.785714,8.14088,0.785714,All
2.82828,0.792857,26.9392,0.792857,8.15362,0.792857,All
2.83131,0.8,27.2825,0.8,8.16479,0.8,All
2.85073,0.807143,27.4661,0.807143,8.23356,0.807143,All
2.86474,0.814286,27.7082,0.814286,8.28825,0.814286,All
2.87281,0.821429,27.7652,0.821429,8.29858,0.821429,All
2.87633,0.828571,28.1758,0.828571,8.32303,0.828571,All
2.88142,0.835714,28.1833,0.835714,8.35719,0.835714,All
2.88885,0.842857,28.2222,0.842857,8.37794,0.842857,All
2.90925,0.85,28.4277,0.85,8.52639,0.85,All
2.92767,0.857143,28.5111,0.857143,8.57707,0.857143,All
2.93699,0.864286,28.7013,0.864286,8.6376,0.864286,All
2.93915,0.871429,28.7527,0.871429,8.69769,0.871429,All
2.98521,0.878571,28.7756,0.878571,8.71824,0.878571,All
2.99274,0.885714,28.9319,0.885714,8.76191,0.885714,All
3.00468,0.892857,29.1061,0.892857,8.87861,0.892857,All
3.0067,0.9,29.5344,0.9,8.8816,0.9,All
3.0698,0.907143,29.5691,0.907143,8.94007,0.907143,All
3.11171,0.914286,30.2633,0.914286,9.11766,0.914286,All
3.224,0.921429,30.458,0.921429,9.22567,0.921429,All
3.24792,0.928571,30.8386,0.928571,9.28467,0.928571,All
3.29589,0.935714,32.304,0.935714,9.29444,0.935714,All
3.29742,0.942857,32.4507,0.942857,9.5118,0.942857,All
3.30771,0.95,32.5134,0.95,9.5975,0.95,All
3.33718,0.957143,32.5212,0.957143,9.94071,0.957143,All
3.34449,0.964286,33.7136,0.964286,10.0607,0.964286,All
3.35111,0.971429,34.7034,0.971429,10.1782,0.971429,All
3.45441,0.978571,35.9819,0.978571,10.3795,0.978571,All
3.49439,0.985714,38.0252,0.985714,10.5622,0.985714,All
3.50963,0.992857,38.2336,0.992857,13.4028,0.992857,All
3.6269,1,40.8887,1,13.4411,1,All
15.0108,1,60.4711,1,19.5732,1,All
