Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,split
10.4903,0.00271772,0.990932,44.9736,0.000756482,0.997509,14.2302,0.0044482,0.991968,All
10.641,0.00257788,0.991331,45.4902,0.000648663,0.997872,14.4083,0.00402791,0.992723,All
10.7916,0.00244629,0.991709,46.0068,0.000555797,0.998182,14.5864,0.0036472,0.993405,All
10.9423,0.00232242,0.992068,46.5233,0.000475892,0.998448,14.7645,0.0033024,0.994024,All
11.093,0.00220573,0.992409,47.0399,0.000407207,0.998676,14.9426,0.00299017,0.994584,All
11.2437,0.00209577,0.992733,47.5565,0.000348219,0.998871,15.1207,0.00270749,0.995091,All
11.3944,0.00199209,0.993041,48.0731,0.000297604,0.999037,15.2988,0.00245158,0.99555,All
11.5451,0.00189429,0.993334,48.5897,0.000254208,0.999179,15.4769,0.00221993,0.995965,All
11.6957,0.00180199,0.993612,49.1063,0.000217029,0.999301,15.655,0.00201026,0.996342,All
11.8464,0.00171483,0.993877,49.6228,0.000185199,0.999404,15.8331,0.00182049,0.996683,All
11.9971,0.00163251,0.994129,50.1394,0.000157968,0.999493,16.0112,0.00164875,0.996991,All
12.1478,0.00155471,0.994369,50.656,0.000134685,0.999568,16.1893,0.00149333,0.997271,All
12.2985,0.00148115,0.994598,51.1726,0.00011479,0.999633,16.3674,0.00135268,0.997524,All
12.4492,0.00141157,0.994816,51.6892,9.77982e-05,0.999687,16.5455,0.00122539,0.997753,All
12.5998,0.00134573,0.995024,52.2058,8.32944e-05,0.999734,16.7236,0.00111019,0.997961,All
12.7505,0.0012834,0.995222,52.7223,7.092e-05,0.999774,16.9017,0.00100593,0.99815,All
12.9012,0.00122437,0.995411,53.2389,6.0367e-05,0.999808,17.0798,0.000911577,0.99832,All
13.0519,0.00116844,0.995591,53.7555,5.13711e-05,0.999836,17.2579,0.000826175,0.998475,All
13.2026,0.00111543,0.995763,54.2721,4.37055e-05,0.999861,17.436,0.000748874,0.998615,All
13.3533,0.00106517,0.995927,54.7887,3.71757e-05,0.999882,17.6141,0.000678899,0.998742,All
13.5039,0.0010175,0.996084,55.3053,3.16155e-05,0.9999,17.7922,0.000615551,0.998857,All
13.6546,0.000972259,0.996234,55.8218,2.68822e-05,0.999915,17.9703,0.000558199,0.998962,All
13.8053,0.000929316,0.996377,56.3384,2.28539e-05,0.999927,18.1484,0.000506268,0.999056,All
13.956,0.000888537,0.996514,56.855,1.94267e-05,0.999938,18.3265,0.000459242,0.999142,All
14.1067,0.0008498,0.996645,57.3716,1.65113e-05,0.999948,18.5046,0.000416653,0.99922,All
14.2574,0.000812989,0.99677,57.8882,1.40321e-05,0.999955,18.6827,0.000378077,0.999291,All
14.408,0.000777996,0.99689,58.4048,1.1924e-05,0.999962,18.8608,0.000343132,0.999355,All
14.5587,0.000744721,0.997005,58.9213,1.01319e-05,0.999968,19.0389,0.000311472,0.999413,All
14.7094,0.000713068,0.997115,59.4379,8.60865e-06,0.999973,19.217,0.000282784,0.999466,All
14.8601,0.000682948,0.99722,59.9545,7.31406e-06,0.999977,19.3951,0.000256785,0.999514,All
15.0108,0.000654278,0.997321,60.4711,6.21395e-06,0.99998,19.5732,0.00023322,0.999558,All
