standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,split
-0.0092215,0.514286,0.186858,0.514286,0.28586,0.514286,All
-0.00904178,0.521429,0.203874,0.521429,0.322032,0.521429,All
0.0119927,0.528571,0.213185,0.528571,0.332544,0.528571,All
0.0295432,0.535714,0.21652,0.535714,0.340806,0.535714,All
0.0339379,0.542857,0.222603,0.542857,0.356205,0.542857,All
0.0472074,0.55,0.235168,0.55,0.362181,0.55,All
0.0527375,0.557143,0.244694,0.557143,0.368403,0.557143,All
0.0561955,0.564286,0.257894,0.564286,0.384699,0.564286,All
0.063051,0.571429,0.263436,0.571429,0.418145,0.571429,All
0.0762333,0.578571,0.265135,0.578571,0.427402,0.578571,All
0.0810866,0.585714,0.273905,0.585714,0.434354,0.585714,All
0.138518,0.592857,0.274684,0.592857,0.448078,0.592857,All
0.140045,0.6,0.280501,0.6,0.462805,0.6,All
0.184307,0.607143,0.29207,0.607143,0.466983,0.607143,All
0.204684,0.614286,0.293445,0.614286,0.477071,0.614286,All
0.214561,0.621429,0.298333,0.621429,0.487683,0.621429,All
0.220961,0.628571,0.301693,0.628571,0.494861,0.628571,All
0.224259,0.635714,0.328307,0.635714,0.497578,0.635714,All
0.239514,0.642857,0.333535,0.642857,0.522679,0.642857,All
0.264051,0.65,0.346532,0.65,0.523633,0.65,All
0.270952,0.657143,0.347612,0.657143,0.530912,0.657143,All
0.30499,0.664286,0.36482,0.664286,0.541111,0.664286,All
0.305698,0.671429,0.3771,0.671429,0.546156,0.671429,All
0.312279,0.678571,0.379027,0.678571,0.551426,0.678571,All
0.323065,0.685714,0.391789,0.685714,0.560433,0.685714,All
0.337307,0.692857,0.399629,0.692857,0.569854,0.692857,All
0.351506,0.7,0.406761,0.7,0.581175,0.7,All
0.368427,0.707143,0.439685,0.707143,0.589773,0.707143,All
0.391987,0.714286,0.448536,0.714286,0.61024,0.714286,All
0.401378,0.721429,0.466374,0.721429,0.632229,0.721429,All
0.434495,0.728571,0.466493,0.728571,0.635637,0.728571,All
0.453862,0.735714,0.476024,0.735714,0.649972,0.735714,All
0.533166,0.742857,0.492614,0.742857,0.687809,0.742857,All
0.566748,0.75,0.497314,0.75,0.729692,0.75,All
0.624795,0.757143,0.498403,0.757143,0.774813,0.757143,All
0.701355,0.764286,0.507922,0.764286,0.775432,0.764286,All
0.745097,0.771429,0.510842,0.771429,0.797808,0.771429,All
0.770421,0.778571,0.541058,0.778571,0.810519,0.778571,All
0.771824,0.785714,0.560014,0.785714,0.825863,0.785714,All
0.820449,0.792857,0.582403,0.792857,0.834656,0.792857,All
0.824884,0.8,0.595638,0.8,0.844827,0.8,All
0.882612,0.807143,0.627426,0.807143,0.861973,0.807143,All
0.904819,0.814286,0.641952,0.814286,0.878564,0.814286,All
0.926802,0.821429,0.682196,0.821429,0.885262,0.821429,All
0.95291,0.828571,0.693523,0.828571,0.897793,0.828571,All
0.973996,0.835714,0.75145,0.835714,0.909745,0.835714,All
0.982675,0.842857,0.762583,0.842857,0.923472,0.842857,All
0.999228,0.85,0.794513,0.85,0.953747,0.85,All
1.01803,0.857143,0.805195,0.857143,0.966145,0.857143,All
1.37227,0.864286,0.807908,0.864286,0.968897,0.864286,All
1.37953,0.871429,0.819688,0.871429,0.989337,0.871429,All
1.47922,0.878571,0.82938,0.878571,1.01226,0.878571,All
1.48639,0.885714,0.843413,0.885714,1.01476,0.885714,All
1.49925,0.892857,0.85727,0.892857,1.0707,0.892857,All
1.50962,0.9,0.964373,0.9,1.07556,0.9,All
1.5176,0.907143,0.98501,0.907143,1.14345,0.907143,All
1.557,0.914286,0.990958,0.914286,1.19713,0.914286,All
1.57364,0.921429,1.12902,0.921429,1.19938,0.921429,All
1.66752,0.928571,1.20225,0.928571,1.2425,0.928571,All
1.69027,0.935714,1.30409,0.935714,1.33031,0.935714,All
1.71276,0.942857,1.442,0.942857,1.43425,0.942857,All
1.71569,0.95,1.56479,0.95,1.43654,0.95,All
1.78003,0.957143,1.60195,0.957143,1.59259,0.957143,All
1.79738,0.964286,1.62223,0.964286,1.64155,0.964286,All
1.8127,0.971429,1.76988,0.971429,1.80735,0.971429,All
1.8264,0.978571,1.7715,0.978571,1.93112,0.978571,All
1.84209,0.985714,2.13168,0.985714,2.10494,0.985714,All
1.8517,0.992857,2.15874,0.992857,2.13303,0.992857,All
1.91335,1,2.6587,1,2.48606,1,All
4,1,4,1,4,1,All
