iteration,E_fi,sd_fi,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
132,0.976911,0.0735092,10.3573,0.0675828,46.4354,0.0825655,14.7932,0.442739,85.2202,0.680493
133,0.976884,0.0735066,10.3569,0.0676887,46.4374,0.0825887,14.7912,0.442453,85.2644,0.6812
134,0.976935,0.0735219,10.357,0.0677298,46.4386,0.0825479,14.7945,0.44251,85.2366,0.682149
135,0.976973,0.0735272,10.3575,0.0676845,46.4414,0.0824963,14.7957,0.442788,85.226,0.68197
136,0.976994,0.0734581,10.3578,0.0676824,46.44,0.0824212,14.7999,0.442937,85.2592,0.682032
137,0.977031,0.0734302,10.3577,0.0676431,46.4386,0.0823556,14.7987,0.442898,85.2993,0.682092
138,0.976996,0.0734685,10.3578,0.0676272,46.4418,0.0823124,14.7983,0.442609,85.3138,0.682222
139,0.976972,0.0734242,10.3578,0.0675908,46.4468,0.0823105,14.7934,0.442698,85.3485,0.68268
140,0.976952,0.0733717,10.3571,0.0676026,46.4476,0.0822674,14.7842,0.44265,85.4003,0.682827
141,0.976923,0.0733054,10.3573,0.0675655,46.4527,0.08222,14.7706,0.442822,85.3376,0.682281
142,0.976993,0.0732734,10.3575,0.0674884,46.4563,0.0821911,14.7583,0.443144,85.2605,0.681574
143,0.977099,0.0733272,10.3575,0.0674831,46.455,0.0822101,14.7523,0.443474,85.1831,0.681633
144,0.977113,0.0733284,10.3574,0.0674482,46.4514,0.0822482,14.7511,0.443639,85.1164,0.682001
145,0.9771,0.0732855,10.3579,0.0674897,46.4517,0.0821839,14.7455,0.444202,85.0892,0.682123
