iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,b1,a2,b2
386,824.506,2,5.14029,21.1503,5.41152,27.4621,0.257908,0.230245,0.69864,0.223439,0.304837,2.22045e-16,0.0469617,0.00592074
387,839.32,2,5.13987,21.1518,5.41014,27.4673,0.257924,0.230051,0.698533,0.223464,0.30483,2.22045e-16,0.0470093,0.00590673
388,838.572,2,5.13984,21.1531,5.40724,27.4665,0.257883,0.229908,0.697778,0.223274,0.304827,2.22045e-16,0.0469803,0.00592683
389,834.732,2,5.1395,21.154,5.40528,27.463,0.257874,0.229743,0.697415,0.223264,0.304818,2.22045e-16,0.0469538,0.00593677
390,835.583,2,5.13923,21.1543,5.40256,27.4675,0.257835,0.229807,0.697136,0.222871,0.304789,2.22045e-16,0.0469093,0.00595856
391,832.238,2,5.1393,21.1566,5.40034,27.4773,0.257863,0.22968,0.697295,0.222696,0.30476,2.22045e-16,0.0469028,0.00595873
392,831.883,2,5.13953,21.1566,5.39902,27.477,0.257775,0.229621,0.697295,0.222585,0.304721,2.22045e-16,0.046715,0.00602732
393,833.714,2,5.13964,21.1598,5.39712,27.4785,0.257823,0.229508,0.697349,0.222277,0.304746,2.22045e-16,0.0467653,0.00600607
394,834.752,2,5.13967,21.163,5.39592,27.4798,0.257793,0.229437,0.696838,0.222293,0.304701,2.22045e-16,0.0467977,0.0059965
395,843.73,2,5.1395,21.163,5.3968,27.4808,0.25784,0.229423,0.69674,0.222503,0.304744,2.22045e-16,0.0468506,0.00597638
396,840.914,2,5.13942,21.1648,5.395,27.4754,0.257907,0.229316,0.696975,0.222356,0.304766,2.22045e-16,0.0468509,0.00597924
397,839.043,2,5.13919,21.1675,5.39238,27.474,0.258002,0.229265,0.697014,0.222465,0.304756,2.22045e-16,0.0468855,0.00596522
398,844.57,2,5.13912,21.1714,5.38815,27.4782,0.258037,0.229348,0.696894,0.222536,0.304799,2.22045e-16,0.0468889,0.00596546
399,843.979,2,5.13922,21.1738,5.38961,27.4876,0.258008,0.229323,0.697176,0.222464,0.304764,2.22045e-16,0.047059,0.00591001
400,829.942,2,5.13938,21.177,5.38861,27.4896,0.257961,0.229237,0.696944,0.222142,0.304716,2.22045e-16,0.0470167,0.00592772
401,827.587,2,5.13949,21.1758,5.38705,27.4827,0.257891,0.229247,0.696508,0.221896,0.304693,2.22045e-16,0.0469701,0.00594123
402,833.091,2,5.13986,21.1781,5.38703,27.4871,0.257881,0.229143,0.695987,0.221655,0.304676,2.22045e-16,0.0469542,0.00595064
403,843.966,2,5.14027,21.1778,5.38861,27.4865,0.257903,0.229071,0.696375,0.221512,0.304659,2.22045e-16,0.0470848,0.00590975
404,833.298,2,5.1404,21.1779,5.3892,27.4901,0.257877,0.228974,0.69662,0.221247,0.304603,2.22045e-16,0.0471697,0.00588087
405,839.612,2,5.14066,21.177,5.39069,27.4794,0.257865,0.22902,0.696467,0.220951,0.304635,2.22045e-16,0.0471333,0.00589836
406,834.313,2,5.14059,21.1753,5.39253,27.477,0.257928,0.228901,0.696397,0.221067,0.304653,2.22045e-16,0.0470407,0.00592651
407,834.617,2,5.14047,21.174,5.39542,27.4706,0.257939,0.228688,0.696597,0.220917,0.304665,2.22045e-16,0.0470357,0.00592769
408,836.095,2,5.14033,21.173,5.39522,27.4683,0.257972,0.228544,0.696609,0.220572,0.304683,2.22045e-16,0.0470615,0.00592122
409,843.768,2,5.14043,21.1691,5.39629,27.4668,0.258004,0.228622,0.696867,0.220572,0.304684,2.22045e-16,0.047093,0.00591221
410,842.868,2,5.14068,21.1656,5.39738,27.4567,0.258001,0.228737,0.696785,0.220395,0.304686,2.22045e-16,0.0470399,0.00593823
