iteration,convergenceIndicator,phase,Cl_pop,V_pop,a1,a2,f_pop,omega_Cl,omega_V,omega_f
6872,987.651,2,10.1187,54.6103,3.4427,3.26305,0.907455,0.249905,0.16513,0.19234
6873,995.223,2,10.1187,54.6102,3.4427,3.26306,0.907457,0.24991,0.165126,0.192338
6874,987.289,2,10.1188,54.6104,3.44271,3.26302,0.90746,0.249912,0.165127,0.192336
6875,994.435,2,10.1188,54.6106,3.44273,3.26301,0.907466,0.24991,0.16513,0.192334
6876,999.675,2,10.1188,54.6107,3.44276,3.263,0.90747,0.249911,0.165134,0.19233
6877,996.458,2,10.1189,54.6106,3.44277,3.26299,0.907474,0.249913,0.165141,0.192327
6878,988.079,2,10.1189,54.6108,3.44279,3.26295,0.907479,0.249913,0.165143,0.192327
6879,993.58,2,10.1189,54.6106,3.44278,3.26296,0.90748,0.249914,0.165141,0.192326
6880,996.189,2,10.1189,54.6106,3.44278,3.26299,0.907479,0.249912,0.165141,0.192326
6881,1001.46,2,10.1189,54.6109,3.44278,3.263,0.907483,0.249913,0.165145,0.192328
6882,990.764,2,10.1189,54.6112,3.44277,3.26301,0.907485,0.249912,0.165143,0.192328
6883,996.829,2,10.1189,54.6117,3.44277,3.26302,0.907489,0.24991,0.165142,0.192333
6884,994.617,2,10.1188,54.612,3.44276,3.26303,0.907492,0.249911,0.165139,0.192336
6885,992.962,2,10.1188,54.612,3.44273,3.26305,0.907489,0.249911,0.16514,0.192339
6886,993.697,2,10.1189,54.6123,3.44271,3.26307,0.907492,0.249915,0.165139,0.19234
6887,991.996,2,10.1189,54.6126,3.44271,3.26307,0.907494,0.249918,0.165137,0.192337
6888,991.064,2,10.1189,54.6128,3.44271,3.26305,0.907494,0.249915,0.165139,0.192342
6889,999.047,2,10.1189,54.6128,3.44274,3.26304,0.907493,0.249915,0.16514,0.192345
6890,997.902,2,10.1189,54.6129,3.44275,3.26305,0.907494,0.249915,0.165138,0.192346
6891,1000.58,2,10.1188,54.6132,3.44278,3.26306,0.907496,0.249912,0.165141,0.192346
6892,992.196,2,10.1189,54.6133,3.44276,3.26305,0.907499,0.249909,0.165147,0.192348
6893,998.47,2,10.1189,54.6134,3.44275,3.26308,0.907501,0.249906,0.165148,0.192351
6894,987.951,2,10.1189,54.6134,3.44273,3.26307,0.907504,0.249908,0.165148,0.19235
6895,985.03,2,10.1189,54.6133,3.44272,3.26306,0.907507,0.249909,0.165144,0.192349
6896,984.505,2,10.119,54.6132,3.4427,3.26306,0.907508,0.249908,0.16514,0.192348
6897,992.29,2,10.119,54.6134,3.44268,3.26307,0.907508,0.249907,0.165139,0.192351
6898,1000.08,2,10.119,54.6131,3.4427,3.26308,0.907508,0.249906,0.165138,0.192351
6899,996.259,2,10.119,54.6126,3.44271,3.2631,0.907506,0.249903,0.165139,0.192347
6900,993.041,2,10.1189,54.6125,3.44273,3.26308,0.907502,0.249902,0.165142,0.192346
6901,996.378,2,10.1189,54.6122,3.44275,3.2631,0.907498,0.249899,0.165139,0.192344
6902,994.544,2,10.1189,54.6123,3.44274,3.26311,0.907494,0.249896,0.165143,0.192341
6903,990.516,2,10.1188,54.6124,3.44274,3.26311,0.907491,0.249894,0.165144,0.192339
6904,992.263,2,10.1188,54.6127,3.44275,3.2631,0.907493,0.249895,0.165144,0.192336
6905,993.628,2,10.1189,54.6129,3.44275,3.26312,0.9075,0.249898,0.165139,0.192334
6906,996.256,2,10.1189,54.613,3.44275,3.26314,0.9075,0.2499,0.165136,0.192333
6907,996.272,2,10.1189,54.6131,3.44277,3.26314,0.9075,0.249901,0.165134,0.192332
6908,985.972,2,10.1189,54.613,3.44275,3.26312,0.9075,0.249899,0.165138,0.19233
6909,983.664,2,10.1189,54.6129,3.44275,3.2631,0.9075,0.249898,0.165136,0.192327
6910,985.714,2,10.1188,54.6128,3.44273,3.2631,0.9075,0.249897,0.165134,0.192326
6911,990.065,2,10.1188,54.6128,3.44271,3.26312,0.907497,0.249897,0.165129,0.192324
6912,999.136,2,10.1188,54.613,3.4427,3.26315,0.907494,0.249901,0.165129,0.192323
6913,992.111,2,10.1188,54.6132,3.44269,3.26316,0.907491,0.249901,0.165128,0.192322
6914,990.31,2,10.1188,54.6132,3.44269,3.26315,0.907493,0.249903,0.165128,0.192324
6915,1000.45,2,10.1188,54.6131,3.4427,3.26316,0.907494,0.249906,0.165128,0.192326
6916,999.538,2,10.1188,54.6132,3.44268,3.26317,0.907494,0.249909,0.165133,0.192327
6917,995.603,2,10.1188,54.6131,3.44268,3.26318,0.907499,0.249912,0.165134,0.192326
6918,995.277,2,10.1189,54.6131,3.44267,3.26317,0.907495,0.249915,0.165138,0.192331
6919,994.175,2,10.1189,54.6132,3.44267,3.26319,0.907499,0.249916,0.165134,0.19233
6920,991.528,2,10.1189,54.6131,3.44266,3.26319,0.907501,0.249918,0.165132,0.19233
6921,997.702,2,10.1189,54.6134,3.44265,3.26321,0.907501,0.249923,0.165133,0.19233
6922,998.35,2,10.1189,54.6136,3.44269,3.2632,0.907504,0.24992,0.165134,0.192333
6923,995.058,2,10.1189,54.6135,3.4427,3.2632,0.907504,0.249918,0.165134,0.19233
6924,995.36,2,10.1189,54.6134,3.44271,3.26322,0.907499,0.249917,0.165132,0.192327
6925,995.224,2,10.1188,54.6133,3.44273,3.26323,0.907493,0.249917,0.165126,0.192325
6926,998.728,2,10.1188,54.6133,3.44276,3.26323,0.90749,0.249916,0.165123,0.192325
6927,989.293,2,10.1188,54.613,3.44278,3.26323,0.907491,0.249913,0.165117,0.192324
6928,1000.24,2,10.1188,54.6132,3.4428,3.26324,0.90749,0.249912,0.165114,0.192325
6929,994.169,2,10.1188,54.613,3.44283,3.26323,0.907486,0.249909,0.165113,0.192327
6930,1000.9,2,10.1188,54.6132,3.44285,3.26323,0.907485,0.249907,0.165122,0.192325
6931,992.924,2,10.1188,54.6131,3.44286,3.26321,0.907485,0.249906,0.165122,0.192325
6932,992.161,2,10.1188,54.6131,3.44288,3.26318,0.907484,0.249907,0.165123,0.192325
6933,991.351,2,10.1188,54.613,3.44289,3.26319,0.907485,0.249906,0.165119,0.192324
6934,989.658,2,10.1188,54.6131,3.44288,3.26319,0.907484,0.249904,0.165114,0.192326
6935,992.753,2,10.1188,54.6132,3.44287,3.2632,0.907481,0.249907,0.165109,0.192328
6936,992.615,2,10.1188,54.6131,3.44286,3.2632,0.90748,0.249907,0.165108,0.192331
6937,998.842,2,10.1188,54.6128,3.44285,3.26324,0.907478,0.249906,0.165106,0.192335
6938,992.549,2,10.1189,54.6129,3.44284,3.26324,0.907486,0.249905,0.16511,0.192335
6939,997.632,2,10.1189,54.6129,3.44282,3.26328,0.907485,0.249903,0.165109,0.192335
6940,995.057,2,10.1189,54.6132,3.44283,3.26331,0.907489,0.249901,0.165109,0.192327
6941,1002.51,2,10.1189,54.6132,3.44287,3.26332,0.90749,0.249896,0.16511,0.192326
6942,988.583,2,10.1189,54.6135,3.44287,3.26328,0.907493,0.249895,0.165115,0.192327
6943,989.175,2,10.1189,54.6139,3.44287,3.26325,0.907496,0.249895,0.165119,0.192329
6944,989.504,2,10.1189,54.6139,3.44286,3.26324,0.907497,0.249894,0.165126,0.192326
6945,991.128,2,10.1189,54.6141,3.44285,3.26322,0.907497,0.249896,0.16513,0.192328
6946,990.367,2,10.119,54.6141,3.4428,3.26322,0.907496,0.249897,0.165135,0.192332
6947,997.846,2,10.119,54.6143,3.44281,3.26322,0.907497,0.249897,0.165143,0.19233
6948,992.991,2,10.119,54.6145,3.44282,3.26322,0.907498,0.249896,0.165142,0.192328
6949,991.211,2,10.119,54.6146,3.4428,3.26322,0.907499,0.249897,0.165141,0.192329
6950,993.762,2,10.1191,54.6147,3.44278,3.26322,0.9075,0.249896,0.165149,0.192334
6951,996.566,2,10.1191,54.615,3.44278,3.26321,0.907506,0.249896,0.165155,0.192333
6952,988.781,2,10.1191,54.6148,3.44276,3.26321,0.907507,0.249896,0.165156,0.192332
6953,992.368,2,10.1191,54.6151,3.44276,3.26321,0.907512,0.249895,0.165157,0.192333
6954,992.009,2,10.1192,54.6151,3.44275,3.26321,0.907513,0.249896,0.165155,0.192337
6955,991.277,2,10.1192,54.615,3.44273,3.26322,0.907515,0.249896,0.165155,0.192337
6956,993.739,2,10.1192,54.6148,3.44272,3.26323,0.907517,0.249899,0.165152,0.192338
6957,988.489,2,10.1192,54.6149,3.44271,3.26322,0.907515,0.249899,0.165148,0.192341
6958,993.284,2,10.1193,54.6151,3.44269,3.26323,0.907519,0.2499,0.165152,0.192344
6959,989.413,2,10.1193,54.6154,3.44267,3.26323,0.907524,0.2499,0.165148,0.192345
6960,992.289,2,10.1193,54.6153,3.44267,3.26323,0.907527,0.249899,0.16515,0.192343
6961,990.046,2,10.1193,54.6154,3.44264,3.26326,0.907529,0.249901,0.165148,0.19234
6962,996.869,2,10.1193,54.6152,3.4426,3.2633,0.90753,0.2499,0.165151,0.19234
6963,993.027,2,10.1193,54.6151,3.44258,3.26331,0.907531,0.249901,0.165154,0.19234
6964,997.55,2,10.1193,54.6153,3.44257,3.26334,0.907533,0.249901,0.165152,0.19234
6965,990.096,2,10.1193,54.6153,3.44257,3.26334,0.907533,0.249902,0.165149,0.19234
6966,991.882,2,10.1193,54.6155,3.44259,3.26333,0.907533,0.249899,0.165148,0.192339
6967,995.452,2,10.1193,54.6157,3.4426,3.26333,0.907533,0.249897,0.165151,0.192334
6968,998.798,2,10.1193,54.6161,3.44264,3.26333,0.907538,0.249894,0.165151,0.192334
6969,997.301,2,10.1193,54.6162,3.44266,3.26333,0.907542,0.249892,0.165156,0.19233
6970,996.576,2,10.1193,54.6163,3.44268,3.26333,0.907543,0.24989,0.165156,0.192329
6971,993.92,2,10.1193,54.6161,3.44266,3.26334,0.907543,0.249892,0.165159,0.192329
6972,990.777,2,10.1192,54.6163,3.44268,3.26333,0.907542,0.24989,0.165155,0.192327
6973,990.634,2,10.1192,54.6164,3.44269,3.26332,0.907537,0.249888,0.165153,0.192328
6974,995.526,2,10.1192,54.616,3.44268,3.26333,0.907533,0.249888,0.165154,0.192328
6975,1000.08,2,10.1191,54.6158,3.44271,3.26333,0.907528,0.249885,0.165152,0.192334
6976,997.689,2,10.1191,54.6157,3.4427,3.26336,0.907529,0.249885,0.165153,0.192336
6977,993.189,2,10.1192,54.6152,3.44268,3.26337,0.907529,0.249888,0.165152,0.192336
6978,993.849,2,10.1192,54.6149,3.44268,3.26337,0.907527,0.249885,0.165156,0.192335
6979,995.43,2,10.1192,54.6148,3.44269,3.26337,0.907527,0.249883,0.165158,0.19233
6980,990.247,2,10.1192,54.6153,3.44269,3.26336,0.907527,0.24988,0.165163,0.192327
6981,995.671,2,10.1192,54.6154,3.44269,3.26337,0.907529,0.24988,0.165168,0.192325
6982,996.649,2,10.1192,54.6151,3.44272,3.26337,0.907527,0.249879,0.165165,0.192323
6983,987.067,2,10.1192,54.6151,3.44275,3.26333,0.907524,0.249878,0.165162,0.19232
6984,984.411,2,10.1191,54.6152,3.44276,3.26332,0.907521,0.249873,0.16516,0.192316
6985,986.366,2,10.1191,54.6151,3.44275,3.2633,0.907517,0.249873,0.16516,0.192314
6986,994.741,2,10.1191,54.6151,3.44276,3.2633,0.907515,0.249875,0.165159,0.19231
6987,988.821,2,10.1191,54.6151,3.44275,3.2633,0.907511,0.249876,0.165159,0.192306
6988,986.964,2,10.1191,54.6151,3.44277,3.26328,0.907514,0.249874,0.165155,0.192302
6989,988.161,2,10.119,54.6151,3.44277,3.26327,0.907514,0.249876,0.165153,0.192298
6990,995.48,2,10.1191,54.6152,3.44278,3.26327,0.907514,0.249878,0.165157,0.192294
6991,986.305,2,10.1191,54.6151,3.44279,3.26325,0.907516,0.249877,0.165153,0.19229
6992,983.944,2,10.1191,54.6153,3.44277,3.26324,0.907521,0.249876,0.165153,0.192288
6993,985.17,2,10.1192,54.6153,3.44275,3.26324,0.907525,0.249875,0.165152,0.192287
6994,996.699,2,10.1192,54.6154,3.44277,3.26324,0.907527,0.249874,0.165154,0.192283
6995,996.817,2,10.1192,54.6154,3.4428,3.26324,0.907529,0.249875,0.165154,0.192278
6996,984.165,2,10.1192,54.6152,3.4428,3.26322,0.907527,0.24987,0.165153,0.192274
6997,986.326,2,10.1192,54.6151,3.44281,3.2632,0.907526,0.249867,0.165155,0.192269
6998,991.751,2,10.1191,54.6148,3.44282,3.26319,0.907524,0.249864,0.165155,0.192267
6999,992.803,2,10.1192,54.6151,3.44282,3.26318,0.907525,0.249864,0.165155,0.192268
7000,988.184,2,10.1192,54.6153,3.44281,3.26318,0.907529,0.249862,0.165153,0.192271
7001,990.359,2,10.1192,54.6154,3.4428,3.26319,0.90753,0.24986,0.16515,0.192271
7002,993.524,2,10.1193,54.6153,3.4428,3.2632,0.907533,0.24986,0.165147,0.192269
7003,991.667,2,10.1193,54.6152,3.44279,3.26321,0.907534,0.249858,0.165144,0.192272
7004,992.667,2,10.1193,54.615,3.44277,3.26322,0.907535,0.249858,0.165145,0.192273
7005,995.987,2,10.1193,54.6153,3.44277,3.26323,0.907538,0.249861,0.165142,0.192276
7006,1000.38,2,10.1193,54.6156,3.44278,3.26322,0.907538,0.249868,0.165142,0.192283
7007,992.251,2,10.1194,54.6159,3.44278,3.2632,0.90754,0.249871,0.165143,0.192288
7008,998.213,2,10.1194,54.6161,3.44277,3.26322,0.907539,0.249873,0.16514,0.192293
7009,1001.01,2,10.1194,54.616,3.44281,3.26322,0.907541,0.249875,0.165137,0.192291
7010,994.478,2,10.1194,54.6163,3.44283,3.26321,0.907538,0.249875,0.165137,0.192295
7011,995.887,2,10.1193,54.6164,3.44285,3.26319,0.907542,0.249878,0.165136,0.192297
7012,994.442,2,10.1193,54.6166,3.44286,3.26317,0.90754,0.249879,0.165136,0.192301
7013,995.319,2,10.1194,54.6167,3.44285,3.26318,0.907544,0.249881,0.165139,0.192302
7014,990.423,2,10.1194,54.6167,3.44282,3.26319,0.907544,0.249882,0.165139,0.192304
7015,992.397,2,10.1194,54.617,3.4428,3.26319,0.907545,0.249885,0.16514,0.192306
7016,989.929,2,10.1194,54.6173,3.44279,3.26317,0.907543,0.249888,0.16514,0.192309
7017,991.496,2,10.1194,54.6172,3.44278,3.26316,0.907542,0.249893,0.16514,0.192312
7018,994.905,2,10.1194,54.6173,3.44278,3.26317,0.90754,0.249891,0.165142,0.192311
7019,986.794,2,10.1194,54.6173,3.44276,3.26316,0.907545,0.249892,0.165141,0.192312
7020,989.564,2,10.1194,54.6172,3.44275,3.26315,0.907547,0.249891,0.165139,0.192314
7021,990.013,2,10.1195,54.6173,3.44276,3.26315,0.907552,0.249891,0.165137,0.19231
7022,990.652,2,10.1195,54.6173,3.44276,3.26313,0.907551,0.249891,0.165138,0.19231
7023,987.272,2,10.1195,54.6171,3.44275,3.26314,0.907549,0.249889,0.165133,0.192309
7024,986.427,2,10.1195,54.617,3.44274,3.26312,0.907548,0.249885,0.165136,0.19231
7025,988.504,2,10.1195,54.6168,3.44271,3.26313,0.907549,0.249884,0.165136,0.192309
7026,983.153,2,10.1195,54.6168,3.44267,3.26312,0.90755,0.249884,0.165137,0.192309
7027,993.224,2,10.1195,54.6167,3.44268,3.26311,0.907549,0.249884,0.165138,0.192308
7028,986.996,2,10.1194,54.6167,3.44267,3.26309,0.907547,0.249886,0.165138,0.192307
7029,986.915,2,10.1195,54.6165,3.44265,3.26309,0.907546,0.249888,0.165137,0.192306
7030,999.118,2,10.1195,54.6167,3.44266,3.26309,0.907545,0.24989,0.165137,0.192309
7031,995.804,2,10.1195,54.617,3.44266,3.2631,0.907547,0.249893,0.165135,0.192312
7032,997.602,2,10.1195,54.6173,3.44266,3.26312,0.907547,0.24989,0.165139,0.192307
7033,1002.4,2,10.1195,54.6174,3.44267,3.26315,0.907551,0.249893,0.165142,0.192305
7034,996.342,2,10.1195,54.6172,3.44267,3.26316,0.907552,0.249895,0.16514,0.192307
7035,991.875,2,10.1195,54.6171,3.44267,3.26314,0.907553,0.249894,0.165139,0.192312
7036,996.74,2,10.1195,54.6171,3.44267,3.26315,0.907562,0.249893,0.165139,0.192318
7037,990.791,2,10.1195,54.6173,3.44266,3.26314,0.907564,0.24989,0.165139,0.192318
7038,990.228,2,10.1195,54.6175,3.44266,3.26314,0.907563,0.24989,0.165139,0.19232
7039,989.98,2,10.1195,54.6175,3.44265,3.26313,0.907562,0.249892,0.165136,0.192321
7040,996.367,2,10.1195,54.6177,3.44265,3.26315,0.907561,0.249892,0.165135,0.192318
7041,991.671,2,10.1195,54.6176,3.44265,3.26315,0.907561,0.249894,0.165135,0.192316
7042,993.069,2,10.1195,54.6179,3.44264,3.26316,0.907558,0.249893,0.165139,0.192315
7043,994.152,2,10.1195,54.618,3.44264,3.26315,0.907558,0.249894,0.165138,0.192315
7044,994.059,2,10.1194,54.6178,3.44264,3.26315,0.907556,0.249892,0.165144,0.192317
7045,993.522,2,10.1194,54.6178,3.44263,3.26314,0.907551,0.24989,0.165148,0.192317
7046,992.763,2,10.1193,54.6178,3.44265,3.26314,0.907547,0.24989,0.165146,0.192316
7047,996.682,2,10.1193,54.6177,3.44265,3.26317,0.907543,0.249892,0.165138,0.192318
7048,990.831,2,10.1193,54.6178,3.44264,3.26318,0.907541,0.249892,0.165135,0.192316
7049,983.667,2,10.1193,54.6176,3.44263,3.26316,0.907539,0.249889,0.165134,0.192315
7050,981.743,2,10.1193,54.6172,3.4426,3.26315,0.907538,0.249886,0.165135,0.192314
7051,993.86,2,10.1193,54.6172,3.44262,3.26313,0.907539,0.249886,0.165138,0.192312
7052,996.358,2,10.1193,54.6172,3.44264,3.26312,0.907541,0.249883,0.16514,0.192313
7053,992.135,2,10.1193,54.6173,3.44263,3.2631,0.907543,0.249882,0.165145,0.192314
7054,999.655,2,10.1194,54.6177,3.44265,3.26311,0.907548,0.249885,0.165147,0.192313
7055,994.824,2,10.1194,54.6173,3.44264,3.26312,0.907549,0.249888,0.165147,0.192314
7056,996.868,2,10.1194,54.6171,3.44265,3.26314,0.90755,0.249887,0.165145,0.192312
7057,991.109,2,10.1194,54.6171,3.44266,3.26313,0.907548,0.249887,0.165144,0.19231
7058,990.159,2,10.1194,54.6169,3.44266,3.2631,0.907543,0.249881,0.165152,0.19231
7059,997.641,2,10.1194,54.617,3.44265,3.26311,0.907537,0.24988,0.165158,0.192314
7060,988.695,2,10.1193,54.6168,3.44266,3.26309,0.907535,0.24988,0.165158,0.19231
7061,995.817,2,10.1193,54.6168,3.44267,3.2631,0.907534,0.249879,0.165159,0.192306
7062,999.701,2,10.1194,54.6168,3.44268,3.26311,0.907537,0.24988,0.16516,0.192306
7063,992.844,2,10.1194,54.6171,3.44268,3.26311,0.907539,0.249877,0.165163,0.192304
7064,989.148,2,10.1195,54.617,3.44267,3.26311,0.907541,0.249876,0.165163,0.192303
7065,998.718,2,10.1194,54.617,3.4427,3.26309,0.907543,0.249876,0.165171,0.192303
7066,986.171,2,10.1194,54.6171,3.44267,3.2631,0.907542,0.249873,0.16517,0.192302
7067,993.503,2,10.1194,54.617,3.44265,3.26312,0.907539,0.249873,0.16517,0.192302
7068,987.384,2,10.1194,54.617,3.44262,3.26312,0.907538,0.249874,0.165169,0.192302
7069,991.273,2,10.1194,54.6172,3.44261,3.26312,0.907538,0.249872,0.165171,0.192302
7070,991.51,2,10.1195,54.6171,3.4426,3.26313,0.907538,0.249874,0.16517,0.1923
7071,983.016,2,10.1195,54.6169,3.44259,3.26311,0.907538,0.249872,0.165167,0.192297
7072,1002.21,2,10.1195,54.6169,3.44259,3.26314,0.907537,0.249872,0.165168,0.192298
7073,993.323,2,10.1195,54.6172,3.44259,3.26315,0.907539,0.249872,0.165169,0.192295
7074,987.729,2,10.1195,54.6172,3.44255,3.26316,0.907541,0.249875,0.165174,0.192293
7075,999.828,2,10.1195,54.6176,3.44252,3.2632,0.907541,0.249873,0.165179,0.192294
7076,991.396,2,10.1195,54.6176,3.44252,3.2632,0.907545,0.249873,0.165177,0.192296
7077,986.965,2,10.1195,54.6176,3.4425,3.26318,0.907546,0.249874,0.165178,0.192297
7078,996.717,2,10.1196,54.6175,3.44249,3.2632,0.907551,0.249872,0.165181,0.192297
7079,1000.04,2,10.1196,54.6174,3.44248,3.26322,0.907553,0.249871,0.165186,0.192296
7080,994.489,2,10.1196,54.6173,3.44248,3.26323,0.907554,0.249868,0.16519,0.192297
7081,1004.47,2,10.1196,54.6172,3.44247,3.26326,0.907558,0.249869,0.165197,0.192295
7082,991.719,2,10.1196,54.6172,3.44247,3.26325,0.907556,0.24987,0.165198,0.192295
7083,1000.83,2,10.1196,54.6171,3.44246,3.26327,0.907557,0.249873,0.165206,0.192293
7084,999.178,2,10.1196,54.6171,3.44248,3.26329,0.90756,0.249873,0.165201,0.192293
7085,996.116,2,10.1196,54.617,3.44253,3.26327,0.90756,0.249872,0.1652,0.192289
7086,1004,2,10.1196,54.6172,3.44258,3.26327,0.907557,0.249873,0.165198,0.192292
7087,991.045,2,10.1196,54.6171,3.44258,3.26327,0.907555,0.249874,0.165194,0.192293
7088,993.261,2,10.1196,54.6167,3.44256,3.26328,0.907553,0.249874,0.165192,0.192297
7089,991.009,2,10.1196,54.6171,3.44255,3.26328,0.907554,0.249877,0.165192,0.192294
7090,990.925,2,10.1196,54.6172,3.44253,3.26329,0.90755,0.249878,0.165191,0.192299
7091,995.642,2,10.1195,54.6172,3.44253,3.26328,0.907545,0.24988,0.165188,0.192303
7092,994.178,2,10.1195,54.6172,3.44255,3.26328,0.907544,0.249878,0.165186,0.192305
7093,991.513,2,10.1195,54.6173,3.44258,3.26327,0.907544,0.249876,0.165185,0.1923
7094,990.597,2,10.1195,54.6175,3.44258,3.26326,0.907543,0.249872,0.165186,0.1923
7095,988.846,2,10.1195,54.6177,3.44258,3.26323,0.907544,0.249872,0.165185,0.192303
7096,995.184,2,10.1194,54.6176,3.44257,3.26325,0.907542,0.249871,0.165182,0.192307
7097,997.4,2,10.1195,54.6172,3.44255,3.26327,0.907541,0.249871,0.165183,0.192311
7098,995.434,2,10.1195,54.6171,3.44254,3.2633,0.907541,0.249874,0.165181,0.192312
7099,997.282,2,10.1195,54.6173,3.44254,3.2633,0.907537,0.249879,0.165178,0.192314
7100,992.888,2,10.1194,54.6175,3.44254,3.2633,0.907537,0.249879,0.165179,0.192315
7101,989.747,2,10.1194,54.6177,3.44254,3.2633,0.907536,0.24988,0.165176,0.192315
7102,992.646,2,10.1194,54.6178,3.44255,3.26331,0.907537,0.249882,0.165169,0.192313
7103,1000.76,2,10.1194,54.618,3.44256,3.26331,0.907539,0.249887,0.165168,0.192314
7104,1000.36,2,10.1194,54.6183,3.4426,3.26329,0.907538,0.249885,0.165173,0.192317
7105,992.783,2,10.1194,54.6185,3.44262,3.26329,0.907538,0.249884,0.165171,0.192315
7106,995.359,2,10.1194,54.6186,3.44264,3.26329,0.907538,0.249883,0.165168,0.192313
7107,990.969,2,10.1195,54.6187,3.44264,3.26329,0.907544,0.249881,0.165168,0.19231
7108,998.361,2,10.1195,54.6186,3.44268,3.26329,0.907551,0.249878,0.165164,0.192308
7109,996.131,2,10.1194,54.6188,3.44273,3.26327,0.907552,0.249875,0.165165,0.192306
7110,992.813,2,10.1194,54.6189,3.44274,3.26325,0.907556,0.249875,0.165168,0.192306
7111,994.777,2,10.1194,54.6186,3.44273,3.26325,0.907558,0.249876,0.165173,0.192305
7112,988.652,2,10.1195,54.6186,3.44272,3.26325,0.907558,0.249877,0.165174,0.192304
7113,988.225,2,10.1195,54.6183,3.44272,3.26323,0.907556,0.249878,0.165172,0.192305
7114,994.151,2,10.1194,54.6185,3.44272,3.26322,0.907556,0.249879,0.165173,0.192305
7115,990.723,2,10.1194,54.6183,3.44271,3.26322,0.907556,0.249878,0.165174,0.192304
7116,989.843,2,10.1194,54.6183,3.44269,3.26322,0.907557,0.249878,0.165176,0.192306
7117,995.787,2,10.1194,54.6179,3.44269,3.26322,0.907553,0.249876,0.165178,0.192308
7118,999.213,2,10.1194,54.6177,3.4427,3.26323,0.907553,0.249874,0.165182,0.192308
7119,1000.08,2,10.1194,54.6178,3.4427,3.26326,0.907551,0.249875,0.16518,0.192311
7120,991.829,2,10.1194,54.618,3.44269,3.26327,0.907553,0.249871,0.165183,0.192308
7121,989.766,2,10.1194,54.618,3.4427,3.26326,0.907554,0.249869,0.165181,0.192307
7122,991.435,2,10.1194,54.618,3.4427,3.26325,0.907553,0.249867,0.165181,0.192311
7123,993.726,2,10.1194,54.618,3.44271,3.26324,0.907552,0.249862,0.165181,0.192312
7124,994.02,2,10.1194,54.6183,3.44273,3.26325,0.907559,0.249862,0.165178,0.192308
7125,987.611,2,10.1195,54.6187,3.44272,3.26323,0.907562,0.249862,0.165179,0.192308
7126,988.64,2,10.1195,54.6186,3.44272,3.26322,0.907564,0.249864,0.165178,0.192307
7127,992.753,2,10.1195,54.619,3.44273,3.26321,0.907566,0.249866,0.165179,0.192303
7128,989.495,2,10.1195,54.6192,3.44271,3.26321,0.907568,0.249865,0.165183,0.192301
7129,990.756,2,10.1195,54.6191,3.44273,3.2632,0.907566,0.249861,0.165179,0.192303
7130,993.33,2,10.1195,54.6188,3.44271,3.2632,0.907567,0.249861,0.165185,0.192302
7131,986.274,2,10.1195,54.6188,3.4427,3.26318,0.907568,0.249858,0.165187,0.192303
7132,990.835,2,10.1195,54.6185,3.44268,3.26319,0.907569,0.249853,0.165191,0.192302
7133,991.316,2,10.1196,54.6186,3.44266,3.2632,0.907572,0.249851,0.165195,0.1923
7134,989.955,2,10.1196,54.6186,3.44266,3.26318,0.907574,0.249852,0.165192,0.192303
7135,999.491,2,10.1196,54.6184,3.44266,3.26319,0.907575,0.249851,0.165195,0.192306
7136,990.712,2,10.1196,54.6184,3.44268,3.26318,0.907575,0.249849,0.165194,0.192306
7137,991.489,2,10.1196,54.6182,3.44269,3.26316,0.907575,0.249846,0.165194,0.192303
7138,996.387,2,10.1196,54.6183,3.4427,3.26317,0.907574,0.249845,0.165198,0.192303
7139,994.921,2,10.1196,54.6182,3.44267,3.26319,0.907575,0.249843,0.165202,0.192305
7140,993.569,2,10.1196,54.6181,3.44264,3.26319,0.907572,0.249843,0.165207,0.192307
7141,998.252,2,10.1196,54.6182,3.44264,3.26321,0.90757,0.249842,0.165212,0.192307
7142,994.413,2,10.1197,54.6183,3.44263,3.26322,0.907571,0.249843,0.165209,0.19231
7143,992.523,2,10.1196,54.6186,3.44264,3.26323,0.907572,0.249842,0.165205,0.19231
7144,1001.67,2,10.1197,54.6189,3.44264,3.26325,0.907575,0.249845,0.165203,0.192313
7145,996.611,2,10.1197,54.6188,3.44264,3.26327,0.907579,0.249845,0.165202,0.192314
7146,987.763,2,10.1197,54.6185,3.44263,3.26325,0.907575,0.249846,0.165201,0.192314
7147,991.005,2,10.1197,54.6183,3.44264,3.26323,0.90757,0.249846,0.165202,0.192314
7148,1000.75,2,10.1197,54.6181,3.44266,3.26325,0.907568,0.249845,0.165202,0.192315
7149,995.478,2,10.1196,54.6182,3.44266,3.26323,0.907565,0.249846,0.165206,0.19232
7150,996.042,2,10.1196,54.6183,3.44266,3.26324,0.907563,0.249847,0.165207,0.192317
7151,993.113,2,10.1196,54.6186,3.44267,3.26325,0.907561,0.249845,0.165207,0.192315
7152,998.487,2,10.1195,54.6187,3.44267,3.26325,0.907562,0.249847,0.165209,0.192316
7153,996.098,2,10.1196,54.6186,3.44266,3.26326,0.907565,0.249852,0.165208,0.192317
7154,997.432,2,10.1196,54.6189,3.44269,3.26325,0.907566,0.249853,0.165206,0.192318
7155,996.371,2,10.1196,54.6191,3.44271,3.26326,0.907568,0.249852,0.165204,0.192318
7156,992.445,2,10.1196,54.6191,3.44271,3.26323,0.907571,0.249853,0.165207,0.192321
