rep,ID,eta_Cl_simulated,eta_V1_simulated,eta_Q2_simulated,eta_V2_simulated,eta_Q3_simulated,eta_V3_simulated,split,color,filter
8,6,0.195421,0.208357,-8.87805e-09,-0.440503,-5.78176e-08,1.98609,All,#4682B4,0
9,6,-0.1788,0.400638,1.04286e-08,-1.18371,-6.0163e-08,5.7835,All,#4682B4,0
10,6,0.0279789,0.207765,-1.95837e-08,-1.2298,-5.65183e-08,4.62445,All,#4682B4,0
1,7,0.291358,-0.523253,-2.81325e-08,-5.96885,-9.94245e-09,-1.46643,All,#4682B4,0
2,7,-0.297192,-0.428217,-1.97993e-08,8.23308,1.60859e-08,0.506339,All,#4682B4,0
3,7,0.32257,-0.560531,-9.24857e-09,0.0320415,-2.75537e-08,-6.53035,All,#4682B4,0
4,7,-0.46762,-0.411676,2.40301e-08,9.5096,-7.38495e-08,-5.482,All,#4682B4,0
5,7,0.293825,-0.572387,-1.76344e-08,-1.23965,-2.58682e-08,-0.555505,All,#4682B4,0
6,7,-0.331375,-0.44441,1.93952e-08,8.75117,5.30021e-08,-1.12152,All,#4682B4,0
7,7,0.314793,-0.551983,-5.58015e-09,-5.81253,3.85315e-08,-1.80376,All,#4682B4,0
8,7,-0.502375,-0.493307,1.05144e-08,9.11239,8.30322e-08,-2.40641,All,#4682B4,0
9,7,0.248216,-0.563762,-1.84198e-08,-3.76563,2.88993e-08,-2.26508,All,#4682B4,0
10,7,-0.307999,-0.474622,-1.23349e-08,7.59809,-3.89608e-09,-6.18383,All,#4682B4,0
1,8,0.0767896,0.219248,2.55331e-08,6.71002,-2.16505e-08,-5.08489,All,#4682B4,0
2,8,-0.0568562,-0.0358749,-5.02504e-09,9.01327,3.41681e-08,1.93052,All,#4682B4,0
3,8,0.488197,0.121907,9.30171e-09,5.22746,-5.93554e-08,2.76916,All,#4682B4,0
4,8,0.494907,-0.112419,-2.40077e-08,3.59573,3.04175e-08,-1.4305,All,#4682B4,0
5,8,0.152014,0.196794,-2.4896e-08,6.88432,4.3392e-08,0.295053,All,#4682B4,0
6,8,0.50784,-0.00536777,-1.18495e-08,2.66085,8.94076e-08,-3.10598,All,#4682B4,0
7,8,0.260247,0.00670838,1.33346e-08,5.80352,-4.16823e-08,0.191778,All,#4682B4,0
8,8,0.306545,-0.161817,3.10363e-09,-1.15779,-1.41312e-08,4.80496,All,#4682B4,0
9,8,-0.115585,-0.148419,-1.56242e-08,8.1779,-3.12074e-08,3.17113,All,#4682B4,0
10,8,0.259153,0.0735987,-6.66972e-09,-3.78634,5.77766e-09,5.84444,All,#4682B4,0
1,9,0.00376139,0.368038,2.95646e-08,-3.98018,-8.39281e-09,1.90457,All,#4682B4,0
2,9,-0.0290096,-0.00441061,-4.03278e-08,2.99564,-9.4017e-08,3.45487,All,#4682B4,0
3,9,-0.0941596,0.0303611,-1.50929e-08,3.29439,8.48568e-08,-1.1431,All,#4682B4,0
4,9,-0.0635112,0.116353,-2.419e-08,3.80601,-3.56771e-09,3.828,All,#4682B4,0
5,9,-0.0402252,-0.0525607,2.12119e-08,1.97387,-1.96663e-08,2.04702,All,#4682B4,0
6,9,-0.107453,-0.121386,7.53761e-09,0.978019,2.82442e-08,3.65063,All,#4682B4,0
7,9,-0.129049,0.180124,9.63232e-09,4.10009,6.29984e-08,-0.469311,All,#4682B4,0
8,9,-0.0189168,0.176946,-1.09997e-08,3.71804,-6.66384e-08,-6.09616,All,#4682B4,0
9,9,-0.257472,0.0647471,-3.04708e-08,3.78328,-1.56191e-07,4.52592,All,#4682B4,0
10,9,-0.0750227,0.0302954,-1.24482e-08,1.53469,5.23639e-08,2.84274,All,#4682B4,0
1,10,-0.381692,-0.116135,-4.46403e-10,2.25693,-6.8559e-08,2.15133,All,#4682B4,0
2,10,-0.331928,0.344567,-1.84609e-09,1.176,-8.01137e-08,-1.86213,All,#4682B4,0
3,10,-0.484351,-0.0670461,3.83782e-08,3.01987,-3.61829e-08,-5.35403,All,#4682B4,0
4,10,-0.524428,0.0961995,-1.36296e-09,-2.20253,-4.48176e-08,3.56567,All,#4682B4,0
5,10,-0.460389,-0.130869,1.62013e-08,3.53385,2.18377e-09,1.97178,All,#4682B4,0
6,10,-0.409906,0.251628,-9.64988e-09,-2.3282,-2.09757e-08,-1.30516,All,#4682B4,0
7,10,-0.363977,0.390462,7.01572e-09,-2.00438,3.42114e-08,-0.0883817,All,#4682B4,0
8,10,-0.325088,0.00338862,9.47745e-09,3.27274,-1.51383e-08,2.74131,All,#4682B4,0
9,10,-0.349345,0.173701,-1.48733e-08,3.08685,2.17531e-08,0.746892,All,#4682B4,0
10,10,-0.45351,0.0560316,-1.91394e-08,-7.08882,9.4202e-08,3.17046,All,#4682B4,0
1,11,0.0532391,0.150093,1.26992e-08,-4.10704,1.54649e-08,-4.39156,All,#4682B4,0
2,11,-0.0638244,0.173882,1.45899e-09,0.452988,5.06704e-08,4.60868,All,#4682B4,0
3,11,0.075331,0.101471,-2.66245e-08,-3.28295,8.44467e-08,-1.41496,All,#4682B4,0
4,11,0.0714814,0.22346,-2.52816e-08,-4.7229,-4.08463e-08,-6.03468,All,#4682B4,0
5,11,0.0634701,0.145746,-1.78927e-08,1.74877,6.97789e-08,-2.12619,All,#4682B4,0
6,11,0.0274214,0.0147656,4.65229e-08,1.1602,7.95075e-08,1.22589,All,#4682B4,0
7,11,0.0035701,-0.0677385,1.0739e-08,1.26104,8.99741e-09,2.21262,All,#4682B4,0
8,11,-0.0141539,0.0809384,1.37689e-09,-8.69632,-1.71115e-08,0.524295,All,#4682B4,0
9,11,0.00518779,0.0569246,-1.3829e-08,-0.861132,3.12554e-08,1.56971,All,#4682B4,0
10,11,0.0783144,0.0478033,-2.07852e-08,0.96326,-2.25434e-08,0.342788,All,#4682B4,0
1,12,-0.332279,0.00432485,-1.69146e-09,4.74626,-6.17398e-08,-6.07192,All,#4682B4,0
2,12,-0.15564,-0.00449284,-5.39991e-08,-0.384017,-3.91031e-08,2.63091,All,#4682B4,0
3,12,-0.168897,0.0949432,-1.82215e-08,4.41781,9.60588e-09,-1.56289,All,#4682B4,0
4,12,-0.0854437,0.0612671,-1.89683e-08,2.75059,-6.77769e-08,1.52778,All,#4682B4,0
5,12,-0.131554,0.118291,6.75362e-09,0.147061,9.82743e-08,-1.54509,All,#4682B4,0
6,12,-0.11664,0.167639,-2.65579e-08,3.43719,-7.03573e-09,-5.06817,All,#4682B4,0
7,12,-0.165174,0.123793,4.14908e-08,-7.09237,-1.82655e-08,3.22834,All,#4682B4,0
8,12,-0.159974,0.114881,-3.75253e-08,-3.08549,-5.43732e-08,0.433484,All,#4682B4,0
9,12,-0.128217,-0.00602654,2.33171e-08,1.6567,5.63244e-08,2.10457,All,#4682B4,0
10,12,-0.144308,-0.0669975,1.5668e-08,0.727621,1.22946e-08,3.20024,All,#4682B4,0
1,13,-0.214163,0.0566779,-4.90985e-09,1.68272,3.42608e-08,1.74521,All,#4682B4,0
2,13,-0.341472,0.152446,1.43625e-08,4.54142,1.73256e-08,-4.33709,All,#4682B4,0
3,13,-0.259246,-0.0924228,1.66084e-08,2.23697,1.00356e-07,-8.78478,All,#4682B4,0
4,13,-0.184102,0.171688,7.93979e-09,3.05083,-7.31815e-08,-3.08415,All,#4682B4,0
5,13,-0.195104,-0.0309804,-3.40604e-08,2.24196,1.64241e-08,-1.84183,All,#4682B4,0
6,13,-0.161068,-0.0819478,-3.82856e-08,2.21911,6.34722e-08,3.19317,All,#4682B4,0
7,13,-0.217023,0.0246746,3.85621e-08,4.36861,-5.55907e-08,1.3742,All,#4682B4,0
8,13,-0.202329,0.058672,-1.27449e-08,3.49575,-2.03045e-08,1.08447,All,#4682B4,0
9,13,-0.190253,0.0119342,2.71476e-08,3.78902,-4.27899e-08,2.97251,All,#4682B4,0
10,13,-0.223734,-0.118337,-4.20576e-10,1.61705,6.61222e-08,3.66858,All,#4682B4,0
1,14,-0.285431,-0.0583281,3.09605e-08,6.29249,-1.22844e-07,-1.39812,All,#4682B4,0
2,14,-0.0315112,0.0212154,-7.6202e-09,6.48059,-3.92897e-08,1.88297,All,#4682B4,0
3,14,-0.0392781,-0.0419652,1.20416e-08,3.82852,5.10008e-08,8.67234,All,#4682B4,0
4,14,0.274085,-0.199689,-1.76383e-08,0.419344,-3.36271e-08,3.95064,All,#4682B4,0
5,14,-0.0482775,-0.0375097,-3.73333e-08,-1.26836,7.6302e-08,5.82232,All,#4682B4,0
6,14,0.00954406,0.0782123,3.21245e-08,-1.1262,-5.73691e-09,6.08125,All,#4682B4,0
7,14,0.323533,-0.14794,-3.56679e-08,-0.047144,-6.5155e-08,1.84882,All,#4682B4,0
8,14,-0.188201,-0.170545,6.2413e-10,2.40447,1.22549e-07,10.0389,All,#4682B4,0
9,14,0.434415,0.309045,1.95733e-08,-3.40307,-9.23424e-09,0.256334,All,#4682B4,0
10,14,-0.175126,-0.0460414,1.72817e-08,0.818284,2.53109e-08,6.97576,All,#4682B4,0
