iteration,E_fi,sd_fi,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
44,0.927967,0.0621759,10.2519,0.0697087,47.414,0.0895845,14.1369,5.99715e-08,68.9267,0.649815
45,0.927934,0.0621075,10.2491,0.0697147,47.4319,0.0899052,14.1369,6.23576e-08,69.041,0.650086
46,0.927968,0.0620246,10.2487,0.069582,47.4556,0.0899145,14.1369,6.26448e-08,69.0042,0.649469
47,0.927951,0.0621263,10.2472,0.0694877,47.4797,0.0898625,14.1369,6.56301e-08,69.0126,0.648736
48,0.928203,0.0620406,10.2496,0.0693757,47.4917,0.0896728,14.1369,6.62478e-08,69.0837,0.647235
49,0.928267,0.0620485,10.2511,0.0692361,47.501,0.0896591,14.1369,6.45309e-08,69.0805,0.644497
50,0.92827,0.0620933,10.2544,0.069034,47.502,0.0895901,14.1369,6.7154e-08,68.9962,0.64178
51,0.928622,0.0622061,10.2597,0.0690195,47.5121,0.0895913,14.1369,6.69721e-08,68.7681,0.639933
52,0.928671,0.0621693,10.2633,0.0687075,47.5165,0.0895289,14.1369,6.66162e-08,68.4538,0.637355
53,0.928785,0.0621558,10.2681,0.0685652,47.5132,0.0893756,14.1369,6.67584e-08,68.2363,0.636241
54,0.928866,0.0623001,10.2712,0.0684076,47.5174,0.0890538,14.1369,6.0763e-08,67.8613,0.633784
55,0.928868,0.0624834,10.272,0.068122,47.5149,0.0887399,14.1369,6.34365e-08,67.6093,0.632305
56,0.929034,0.0623385,10.2744,0.0679507,47.511,0.0885491,14.1369,5.59522e-08,67.492,0.631266
57,0.929168,0.062306,10.2748,0.0676949,47.5133,0.0884082,14.1369,5.70476e-08,67.5159,0.630234
58,0.929153,0.0621787,10.274,0.0675156,47.519,0.0881936,14.1369,5.76804e-08,67.441,0.628833
59,0.929057,0.0619851,10.2759,0.067483,47.5259,0.0881791,14.1369,5.41006e-08,67.3322,0.629134
60,0.928993,0.0619119,10.2746,0.0674509,47.5338,0.0880753,14.1369,5.69333e-08,67.3297,0.630478
61,0.929134,0.061879,10.2746,0.0674116,47.5353,0.0880475,14.1369,4.8785e-08,67.3298,0.630845
62,0.929211,0.0617397,10.2734,0.0673107,47.5427,0.0878686,14.1369,4.98938e-08,67.4939,0.631467
63,0.929118,0.0618202,10.2743,0.0671387,47.5419,0.0879768,14.1369,4.90037e-08,67.408,0.630257
64,0.929029,0.0618283,10.2741,0.0669701,47.5316,0.0880436,14.1369,5.17421e-08,67.3737,0.629838
65,0.928994,0.0616736,10.2761,0.0666671,47.5283,0.0879635,14.1369,5.19622e-08,67.2296,0.62852
66,0.929094,0.0615552,10.2779,0.0663943,47.5302,0.087818,14.1369,5.09606e-08,67.077,0.626941
67,0.929252,0.0615212,10.2814,0.0661328,47.5311,0.0877951,14.1369,5.14318e-08,67.0381,0.627953
68,0.929383,0.0614712,10.2827,0.0660596,47.5313,0.0875942,14.1369,5.45072e-08,66.949,0.628141
69,0.929535,0.0613695,10.2823,0.0660333,47.5353,0.0874972,14.1369,5.7733e-08,67.0798,0.628477
70,0.929543,0.0613263,10.2833,0.0659542,47.5359,0.08754,14.1369,5.92023e-08,67.1147,0.628009
71,0.929539,0.0612296,10.284,0.065903,47.5333,0.0874803,14.1369,5.12277e-08,67.1026,0.629423
72,0.929435,0.0611967,10.2828,0.0659952,47.5275,0.0873923,14.1369,5.53517e-08,67.1004,0.628529
73,0.929276,0.0612779,10.2822,0.0660837,47.5173,0.0872594,14.1369,5.74868e-08,67.2617,0.629203
74,0.929301,0.0612905,10.2816,0.0660313,47.5221,0.0873041,14.1369,5.78904e-08,67.2922,0.6298
75,0.929321,0.0612487,10.2801,0.0661213,47.5262,0.0873153,14.1369,5.79587e-08,67.3325,0.630396
76,0.929421,0.0613072,10.2794,0.0669439,47.5333,0.0873876,14.1369,5.52253e-08,67.5409,0.632747
77,0.929431,0.061257,10.2774,0.067266,47.545,0.0873751,14.1369,5.36931e-08,67.6471,0.634596
78,0.929479,0.0611594,10.2771,0.0674919,47.5506,0.0874285,14.1369,5.1605e-08,67.7175,0.635708
79,0.929448,0.0611243,10.2773,0.0675784,47.5384,0.087341,14.1369,5.17973e-08,67.7365,0.635504
80,0.929375,0.0610161,10.2764,0.0677716,47.5214,0.0874089,14.1369,5.62993e-08,67.7451,0.636145
81,0.929455,0.0609538,10.276,0.0679871,47.5168,0.0872562,14.1369,4.80938e-08,67.722,0.636779
82,0.929458,0.0609471,10.276,0.0682259,47.5093,0.0871498,14.1369,5.88528e-08,67.714,0.638063
83,0.929441,0.0611313,10.2759,0.0683883,47.5146,0.0871938,14.1369,6.07905e-08,67.7652,0.639099
84,0.929456,0.0612052,10.2739,0.0686352,47.5153,0.0874435,14.1369,6.02391e-08,67.9204,0.6394
85,0.929545,0.0613088,10.2755,0.0685134,47.5076,0.087396,14.1369,5.96514e-08,67.8482,0.638271
86,0.929755,0.061375,10.2774,0.0684023,47.5062,0.0873808,14.1369,6.33041e-08,67.8602,0.637518
87,0.9298,0.0613667,10.2781,0.0682758,47.5065,0.0873507,14.1369,6.11835e-08,67.8524,0.63704
88,0.929724,0.0612899,10.2794,0.0682013,47.5038,0.0872523,14.1369,6.36512e-08,67.7558,0.637227
89,0.929624,0.0612226,10.2795,0.0684678,47.5019,0.0872596,14.1369,6.30907e-08,67.7622,0.638677
90,0.929563,0.0613571,10.2795,0.0684644,47.4945,0.0872305,14.1369,6.35495e-08,67.659,0.639187
91,0.929348,0.0613007,10.279,0.0683844,47.5042,0.0873194,14.1369,6.07605e-08,67.5743,0.638932
92,0.92938,0.0612027,10.2793,0.0682628,47.5136,0.0875536,14.1369,5.9807e-08,67.56,0.63918
93,0.929342,0.0611299,10.2787,0.0682229,47.5212,0.0876152,14.1369,6.36492e-08,67.5442,0.638929
94,0.929476,0.0611105,10.2786,0.0682941,47.5235,0.0875938,14.1369,6.40703e-08,67.5838,0.638742
95,0.929473,0.0610807,10.2781,0.0683376,47.5262,0.0875503,14.1369,6.35419e-08,67.6066,0.638943
96,0.929535,0.0610368,10.2802,0.0684142,47.5272,0.0875403,14.1369,6.19268e-08,67.6128,0.639267
97,0.92967,0.0610862,10.2814,0.0685214,47.521,0.0876483,14.1369,6.24771e-08,67.5904,0.639194
98,0.929792,0.0611673,10.2831,0.0685448,47.5183,0.0875957,14.1369,6.41838e-08,67.6158,0.639421
99,0.929857,0.0611796,10.2823,0.0684845,47.5138,0.0876207,14.1369,6.0435e-08,67.6247,0.639915
100,0.929792,0.0611664,10.2818,0.0684891,47.505,0.0876838,14.1369,6.16106e-08,67.605,0.6405
101,0.92978,0.0610851,10.2814,0.0684888,47.5035,0.087716,14.1369,6.15709e-08,67.5869,0.641117
102,0.929746,0.0610883,10.281,0.0685545,47.5083,0.0876598,14.1369,6.42531e-08,67.6409,0.641056
103,0.929758,0.0611421,10.2809,0.0686098,47.5104,0.0876841,14.1369,6.59713e-08,67.7241,0.640879
104,0.929822,0.0611029,10.281,0.0687147,47.5159,0.0876334,14.1369,6.58876e-08,67.7714,0.641177
105,0.930059,0.061174,10.2825,0.0686016,47.5132,0.0875645,14.1369,6.25566e-08,67.7423,0.641267
106,0.930164,0.0611758,10.2854,0.0684939,47.5102,0.0875473,14.1369,6.52167e-08,67.6621,0.640677
107,0.930334,0.0611548,10.2865,0.0685232,47.5112,0.0875508,14.1369,6.29741e-08,67.6582,0.640788
108,0.930403,0.0612357,10.2876,0.0683836,47.5121,0.0875354,14.1369,6.03571e-08,67.6167,0.639987
109,0.930303,0.0612888,10.2876,0.0682389,47.5177,0.087392,14.1369,6.54176e-08,67.5555,0.639282
110,0.930294,0.0612225,10.2868,0.0681261,47.5173,0.0873042,14.1369,6.60847e-08,67.4818,0.638865
111,0.930243,0.0611542,10.2862,0.0680661,47.5196,0.0872844,14.1369,6.63123e-08,67.4082,0.638169
112,0.930233,0.0610835,10.2861,0.0680644,47.5215,0.0872688,14.1369,6.6356e-08,67.3882,0.637473
113,0.930232,0.0610842,10.2866,0.0679961,47.5245,0.0872953,14.1369,7.03757e-08,67.3228,0.637067
114,0.930199,0.0611521,10.2864,0.0679464,47.5255,0.0873087,14.1369,7.03775e-08,67.3266,0.636839
115,0.9302,0.0611777,10.2876,0.0679182,47.5188,0.0872567,14.1369,6.90783e-08,67.2973,0.636155
116,0.930171,0.0611626,10.2875,0.0678616,47.514,0.0872256,14.1369,7.11691e-08,67.3075,0.635926
117,0.930149,0.0611106,10.2876,0.0677637,47.5105,0.08712,14.1369,6.96626e-08,67.3127,0.636843
118,0.930132,0.0611206,10.2874,0.0676962,47.5113,0.087047,14.1369,6.73634e-08,67.2553,0.63673
119,0.930009,0.0611507,10.2867,0.0677575,47.5083,0.0870325,14.1369,6.62538e-08,67.2628,0.636853
120,0.930073,0.0611645,10.2854,0.0678162,47.5169,0.0871733,14.1369,6.46313e-08,67.3314,0.637541
121,0.930039,0.061199,10.2858,0.0678688,47.5181,0.0871389,14.1369,6.71417e-08,67.3114,0.638503
122,0.930043,0.0612745,10.2862,0.0679251,47.5173,0.0871434,14.1369,6.74564e-08,67.2724,0.638638
123,0.929966,0.0612784,10.2866,0.0678988,47.5147,0.0871889,14.1369,6.75282e-08,67.2073,0.63904
124,0.929885,0.0612446,10.2859,0.0679026,47.5152,0.0870936,14.1369,6.9605e-08,67.2595,0.638942
125,0.929906,0.0612123,10.2857,0.0679261,47.5173,0.0870515,14.1369,6.70162e-08,67.324,0.639281
