DD,II,Tinf,CLCR,MIC
2500,8,4,110,1.8585858585858563
3500,12,4,120,-0.06060606060606013
4000,8,4,100,-1.4747474747474736
4000,6,4,100,3.7777777777777812
4000,8,2,130,1.959595959595959
2500,6,4,130,5.797979797979799
2500,6,2,150,5.2929292929292915
2000,24,24,110,-3.2929292929292937
1000,12,2,90,4.9898989898989905
1500,12,4,120,-1.8787878787878778
2000,12,2,100,1.353535353535352
1000,12,2,120,-2.8888888888888915
3500,6,2,150,1.454545454545456
3000,8,2,110,5.393939393939396
4000,8,4,150,2.1616161616161613
2000,6,2,100,-3.3939393939393945
1500,6,4,110,3.5757575757575735
2000,6,4,130,3.4747474747474745
1000,12,4,150,2.7676767676767686
1500,12,2,90,-0.26262626262626276
1000,12,2,150,-1.6767676767676751
2000,6,2,120,0.9494949494949515
1500,12,2,150,4.787878787878786
4000,8,2,120,-1.0707070707070694
2000,8,2,120,-0.6666666666666656
3500,8,2,110,-2.3838383838383805
2500,24,24,110,-1.7777777777777783
1500,8,2,120,1.7575757575757582
3000,6,4,120,-0.9696969696969696
2000,12,4,130,-0.06060606060606013
1500,12,2,90,-3.191919191919188
2000,6,4,120,2.8686868686868676
1000,24,24,90,0.44444444444444775
3000,8,2,110,1.959595959595959
2000,12,4,150,2.262626262626263
3000,12,2,130,5.797979797979799
1000,6,2,150,1.959595959595959
3500,8,4,110,-2.4848484848484858
4000,6,4,120,0.9494949494949515
4000,8,4,110,5.494949494949497
3000,6,4,100,1.8585858585858563
3000,24,24,120,1.5555555555555567
1000,8,2,130,-0.5656565656565646
1500,8,2,110,-0.16161616161616116
3500,8,4,120,4.484848484848485
2500,12,2,150,-0.06060606060606013
4000,12,4,110,-0.16161616161616116
3000,6,2,120,-1.3737373737373753
3000,24,24,130,3.4747474747474745
2500,12,2,110,0.34343434343434387
1000,6,4,120,2.9696969696969697
3000,12,2,100,-1.7777777777777783
1500,6,2,130,-3.2929292929292937
1500,6,4,130,-3.5959595959595965
1000,6,4,110,3.4747474747474745
1000,8,4,110,-3.898989898989899
2000,12,2,150,-1.1717171717171722
3500,12,4,150,4.383838383838384
1500,8,4,150,3.070707070707071
3500,6,2,150,0.7474747474747476
3000,8,4,150,5.494949494949497
1500,6,2,150,1.7575757575757582
1500,8,4,120,4.585858585858585
4000,8,4,130,3.5757575757575735
2500,24,24,100,-2.181818181818184
2000,8,4,150,3.3737373737373764
4000,8,2,100,-0.06060606060606013
3500,6,4,90,-3.0909090909090944
4000,24,24,120,-3.2929292929292937
2000,24,24,110,2.262626262626263
2500,8,2,130,-0.3636363636363629
2000,6,4,130,2.5656565656565666
2000,8,4,130,5.595959595959596
2500,8,4,120,5.393939393939396
3000,12,4,150,5.494949494949497
2000,6,2,130,6.0
3000,6,4,150,3.5757575757575735
3500,8,4,100,2.9696969696969697
2000,12,4,90,-1.0707070707070694
2500,8,4,120,0.44444444444444775
2000,8,4,130,0.9494949494949515
2000,12,4,150,-0.6666666666666656
2500,6,2,100,-1.272727272727274
1500,12,4,90,2.5656565656565666
1000,12,2,100,5.696969696969699
1000,8,2,100,3.5757575757575735
2500,8,2,90,-1.3737373737373753
1500,6,4,150,2.8686868686868676
1000,24,24,100,4.282828282828281
3500,8,4,150,2.262626262626263
2500,6,4,90,-3.2929292929292937
3000,12,4,100,-3.0909090909090944
4000,12,4,90,5.19191919191919
3500,8,2,90,3.1717171717171713
4000,8,2,150,4.9898989898989905
3000,6,2,100,0.7474747474747476
3000,8,2,90,4.181818181818182
3500,6,4,120,2.666666666666667
2500,12,4,100,2.7676767676767686
2000,24,24,130,4.383838383838384
2000,6,2,100,0.8484848484848494
2500,8,4,90,3.070707070707071
1500,12,4,90,-0.7676767676767668
3000,12,4,110,3.3737373737373764
1000,6,2,120,4.484848484848485
3500,6,4,90,-3.494949494949495
3000,6,2,110,-1.1717171717171722
4000,12,4,150,1.0505050505050515
2000,12,2,150,2.666666666666667
3500,8,2,130,1.454545454545456
3000,24,24,100,0.5454545454545491
3500,24,24,90,0.24242424242424673
1000,8,4,100,4.686868686868685
2500,6,2,130,1.8585858585858563
2000,24,24,110,1.2525252525252542
2000,8,4,90,1.1515151515151505
1500,12,4,110,-1.3737373737373753
3500,12,4,110,3.7777777777777812
2000,12,4,120,2.8686868686868676
4000,8,4,150,1.959595959595959
1000,8,4,90,3.4747474747474745
1000,8,2,150,2.06060606060606
3000,8,4,100,1.0505050505050515
1500,6,2,90,-2.181818181818184
1000,24,24,150,0.14141414141414405
2500,6,2,130,-3.6969696969696964
3000,12,2,120,-3.797979797979797
4000,6,4,110,1.5555555555555567
1500,6,4,100,-2.9898989898989945
1500,8,4,100,-0.8686868686868698
3500,12,2,100,-1.9797979797979766
2500,8,2,150,1.8585858585858563
1500,24,24,130,-2.7878787878787845
2000,12,2,90,4.787878787878786
1500,6,4,120,-1.3737373737373753
2000,8,4,110,4.181818181818182
1000,24,24,110,4.9898989898989905
3000,6,2,120,-3.898989898989899
3000,8,2,120,-2.4848484848484858
1500,12,2,110,-3.191919191919188
1500,12,4,100,-1.8787878787878778
4000,12,2,150,-0.6666666666666656
2500,24,24,90,-2.8888888888888915
1000,12,4,110,3.5757575757575735
1000,12,2,120,3.8787878787878802
2000,12,4,110,-3.797979797979797
3000,24,24,90,2.666666666666667
2000,6,4,110,2.9696969696969697
3000,12,4,90,1.7575757575757582
4000,8,4,100,4.686868686868685
3500,24,24,120,-0.6666666666666656
4000,6,4,120,2.363636363636364
3500,12,4,100,-1.3737373737373753
4000,6,4,120,-2.7878787878787845
1000,6,2,90,5.090909090909091
2000,6,2,120,1.6565656565656584
2000,12,4,130,-3.0909090909090944
2000,8,4,110,4.484848484848485
4000,6,2,100,4.181818181818182
2500,6,4,120,-1.7777777777777783
1000,6,4,130,-1.9797979797979766
2000,8,2,110,-0.8686868686868698
1500,6,4,90,-0.5656565656565646
2000,8,4,150,-3.898989898989899
2500,24,24,110,-1.3737373737373753
1000,12,2,150,0.6464646464646426
4000,6,2,120,-1.1717171717171722
2000,6,2,120,-1.1717171717171722
1000,12,4,150,-0.9696969696969696
4000,12,4,120,0.14141414141414405
4000,12,2,110,4.0808080808080796
2000,24,24,150,2.1616161616161613
4000,12,4,110,-4.0
3500,12,2,100,2.7676767676767686
2500,24,24,130,5.494949494949497
1500,8,2,120,5.797979797979799
4000,8,2,100,-1.1717171717171722
1500,8,4,100,-0.06060606060606013
3500,6,4,120,2.1616161616161613
1500,6,4,90,0.8484848484848494
3000,12,4,90,-0.7676767676767668
1000,6,2,120,3.070707070707071
3500,8,2,90,1.8585858585858563
1000,12,4,150,0.44444444444444775
1500,8,4,120,-1.3737373737373753
2000,24,24,150,2.363636363636364
2000,8,2,150,-0.26262626262626276
1500,12,4,120,4.686868686868685
1500,6,2,110,5.595959595959596
1500,6,4,130,5.595959595959596
3500,12,4,130,5.696969696969699
2500,12,4,90,1.2525252525252542
3500,12,2,110,3.4747474747474745
1500,8,2,150,-1.1717171717171722
3000,12,2,90,-3.898989898989899
1500,8,4,110,-2.181818181818184
1000,6,2,100,1.7575757575757582
4000,6,4,150,2.8686868686868676
1000,12,2,110,-0.5656565656565646
1000,8,4,110,3.4747474747474745
3500,6,4,110,3.8787878787878802
1500,6,2,120,1.7575757575757582
1000,6,4,130,-3.191919191919188
4000,8,2,90,0.5454545454545491
3500,12,4,150,-0.3636363636363629
2000,12,2,150,-0.06060606060606013
3000,12,2,110,2.7676767676767686
3500,12,4,90,2.262626262626263
4000,6,4,130,-0.3636363636363629
2500,24,24,90,2.06060606060606
3500,12,2,120,1.6565656565656584
4000,8,2,100,2.1616161616161613
2500,8,2,130,-1.3737373737373753
2000,12,2,110,5.595959595959596
2000,8,4,110,-1.4747474747474736
1000,24,24,90,-2.282828282828282
3500,6,2,100,-2.0808080808080804
2000,12,2,120,3.7777777777777812
1500,12,2,100,-0.06060606060606013
2500,6,4,130,4.787878787878786
3000,12,2,120,1.6565656565656584
1000,6,2,110,-4.0
1500,6,4,150,-1.8787878787878778
3000,24,24,150,-2.8888888888888915
3500,8,2,120,-2.686868686868683
3500,8,2,110,-0.9696969696969696
4000,24,24,150,1.959595959595959
3500,12,2,150,4.282828282828281
1500,6,4,130,-1.6767676767676751
2000,12,2,110,3.676767676767675
3000,24,24,150,5.090909090909091
1500,8,2,130,2.666666666666667
3000,12,2,120,4.181818181818182
4000,12,2,130,2.262626262626263
1000,8,2,150,0.24242424242424673
2000,6,4,130,0.24242424242424673
3000,12,4,100,1.454545454545456
4000,24,24,120,4.0808080808080796
2000,8,4,130,-2.3838383838383805
1000,12,4,150,-1.9797979797979766
2000,6,4,110,-1.9797979797979766
2500,24,24,110,1.5555555555555567
3500,12,2,110,1.5555555555555567
2500,6,4,130,-0.46464646464646414
1000,12,2,110,1.959595959595959
3500,24,24,110,-2.4848484848484858
2000,6,2,90,-1.1717171717171722
2000,8,2,150,2.4646464646464636
3500,6,4,110,4.686868686868685
2000,6,4,120,4.282828282828281
3500,6,4,150,0.34343434343434387
1500,8,2,120,-0.46464646464646414
1000,6,4,120,0.7474747474747476
1500,6,4,90,-0.46464646464646414
3000,12,4,110,-3.898989898989899
4000,8,2,130,3.4747474747474745
2500,12,2,90,2.1616161616161613
2500,6,4,130,-1.8787878787878778
4000,12,2,120,4.888888888888889
1500,12,4,100,-4.0
4000,12,2,150,4.484848484848485
3500,6,4,90,0.7474747474747476
3500,8,2,110,0.14141414141414405
2000,24,24,100,4.383838383838384
1500,8,4,90,-0.6666666666666656
2500,8,4,120,0.9494949494949515
1000,12,2,100,1.1515151515151505
3000,6,2,110,-0.7676767676767668
2000,12,4,150,-2.8888888888888915
2500,8,2,120,2.666666666666667
3500,12,4,120,1.454545454545456
3500,8,4,150,0.9494949494949515
1000,6,2,90,1.1515151515151505
2000,6,4,100,-0.3636363636363629
3500,8,4,100,1.5555555555555567
2000,12,4,120,5.696969696969699
3500,12,4,150,3.1717171717171713
2000,8,2,90,-3.0909090909090944
3000,8,2,90,3.070707070707071
2000,6,2,110,4.282828282828281
4000,6,2,90,1.959595959595959
1500,6,4,110,-0.26262626262626276
3000,24,24,100,5.090909090909091
3500,8,2,110,-2.7878787878787845
1000,8,4,90,4.585858585858585
4000,12,2,130,1.353535353535352
3000,12,4,90,-2.8888888888888915
2500,24,24,130,5.393939393939396
3000,8,4,100,-2.8888888888888915
2500,6,4,150,-0.8686868686868698
1000,12,4,120,0.9494949494949515
3000,24,24,130,2.262626262626263
4000,6,4,90,1.353535353535352
1500,12,2,90,-2.3838383838383805
2000,12,2,110,-2.8888888888888915
4000,6,2,120,-2.4848484848484858
2500,8,4,90,1.1515151515151505
1000,12,2,90,1.454545454545456
1000,8,4,110,5.898989898989901
1000,24,24,150,1.2525252525252542
4000,12,2,100,-0.3636363636363629
2000,24,24,120,4.9898989898989905
1000,12,2,150,1.1515151515151505
1500,12,4,120,-1.6767676767676751
4000,24,24,120,1.454545454545456
3500,24,24,150,3.676767676767675
2500,8,4,120,-2.3838383838383805
2500,12,4,150,5.494949494949497
4000,12,4,110,-0.5656565656565646
3000,24,24,150,6.0
