iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q
59,10.4993,0.038288,43.4578,6.05305e-08,15.3951,0.371564
60,10.5003,0.0382911,43.4578,5.94743e-08,15.3902,0.372632
61,10.5008,0.0384385,43.4578,5.68308e-08,15.3806,0.373311
62,10.5023,0.0385136,43.4578,5.7364e-08,15.3889,0.374554
63,10.503,0.038542,43.4578,5.73125e-08,15.4039,0.374619
64,10.5031,0.0384779,43.4578,5.6658e-08,15.4044,0.374605
65,10.5027,0.0385486,43.4578,5.45819e-08,15.3909,0.374533
66,10.5019,0.0385351,43.4578,5.74575e-08,15.3774,0.374309
67,10.5008,0.0385707,43.4578,5.74511e-08,15.3674,0.375154
68,10.4998,0.0386189,43.4578,5.47046e-08,15.3757,0.375999
69,10.4999,0.0386067,43.4578,5.82617e-08,15.3602,0.37619
70,10.5001,0.03872,43.4578,6.58676e-08,15.3734,0.375948
71,10.5,0.0387327,43.4578,5.91891e-08,15.3587,0.375549
72,10.5007,0.038883,43.4578,6.16504e-08,15.3859,0.376286
73,10.4995,0.0389361,43.4578,5.87788e-08,15.3919,0.377282
74,10.4995,0.0389589,43.4578,5.94889e-08,15.3944,0.377738
75,10.4999,0.0389165,43.4578,5.4114e-08,15.4281,0.378102
76,10.4982,0.0388793,43.4578,5.42499e-08,15.4112,0.378362
77,10.4968,0.0388333,43.4578,5.33066e-08,15.3849,0.37777
78,10.4965,0.0388311,43.4578,5.33022e-08,15.3934,0.377426
79,10.4969,0.0388646,43.4578,5.76789e-08,15.4049,0.377631
80,10.4972,0.038808,43.4578,5.65162e-08,15.4062,0.377048
81,10.498,0.0388613,43.4578,5.85224e-08,15.4207,0.377091
82,10.4982,0.0388745,43.4578,6.20864e-08,15.4427,0.377693
83,10.4988,0.0388612,43.4578,5.58874e-08,15.4555,0.378452
84,10.4999,0.0387798,43.4578,6.27924e-08,15.4839,0.378503
85,10.5,0.0387402,43.4578,5.82032e-08,15.4904,0.378397
86,10.5003,0.0386741,43.4578,5.6945e-08,15.4801,0.377666
87,10.5005,0.0386999,43.4578,6.39289e-08,15.4741,0.377022
88,10.5013,0.0387032,43.4578,6.40758e-08,15.4809,0.376697
89,10.5026,0.0387562,43.4578,6.44844e-08,15.4912,0.377433
90,10.5023,0.038853,43.4578,6.35727e-08,15.4831,0.378911
91,10.5026,0.0388193,43.4578,6.08196e-08,15.4695,0.379252
92,10.503,0.038825,43.4578,6.4634e-08,15.4821,0.380015
93,10.5041,0.0388507,43.4578,6.32698e-08,15.4723,0.380065
94,10.5048,0.0388487,43.4578,7.4575e-08,15.4712,0.380185
95,10.505,0.0388598,43.4578,7.34823e-08,15.4678,0.379758
96,10.5056,0.0388329,43.4578,7.52293e-08,15.48,0.379695
97,10.5057,0.0388245,43.4578,7.26419e-08,15.4744,0.379699
98,10.5054,0.0388176,43.4578,7.33941e-08,15.4622,0.379309
99,10.5056,0.0388243,43.4578,7.68143e-08,15.4474,0.379023
100,10.5057,0.0388087,43.4578,7.5646e-08,15.4481,0.378902
101,10.5066,0.0387541,43.4578,7.40453e-08,15.46,0.378813
102,10.5067,0.0387628,43.4578,7.07308e-08,15.4464,0.378672
103,10.5065,0.0387788,43.4578,6.91285e-08,15.4255,0.379408
104,10.5064,0.0387881,43.4578,7.1686e-08,15.4022,0.379569
105,10.5061,0.038812,43.4578,7.08418e-08,15.3911,0.379412
106,10.5064,0.0387958,43.4578,6.69186e-08,15.3856,0.379301
107,10.506,0.038748,43.4578,6.92505e-08,15.3789,0.379349
108,10.5061,0.0387319,43.4578,6.62776e-08,15.3797,0.378941
109,10.5062,0.0387641,43.4578,6.96869e-08,15.3883,0.378767
110,10.5067,0.0387458,43.4578,6.75247e-08,15.4049,0.37874
111,10.5067,0.038741,43.4578,6.94203e-08,15.4052,0.378907
112,10.5073,0.0387548,43.4578,7.15046e-08,15.4148,0.379654
113,10.5072,0.0387408,43.4578,7.40891e-08,15.4013,0.379534
114,10.5071,0.0388099,43.4578,7.39217e-08,15.4034,0.379325
115,10.5064,0.0388457,43.4578,7.65883e-08,15.4338,0.379556
116,10.5069,0.0388483,43.4578,7.52127e-08,15.4432,0.379612
117,10.5076,0.0388618,43.4578,7.49323e-08,15.457,0.379734
118,10.5081,0.0388474,43.4578,7.41637e-08,15.454,0.379346
119,10.5086,0.0388209,43.4578,7.58775e-08,15.4644,0.378642
120,10.5087,0.0387815,43.4578,7.64922e-08,15.4612,0.377837
121,10.5084,0.0387588,43.4578,7.56008e-08,15.4574,0.377748
122,10.5079,0.0387561,43.4578,7.90875e-08,15.4413,0.37744
123,10.5076,0.038809,43.4578,8.04679e-08,15.4275,0.377664
124,10.507,0.0387853,43.4578,7.92925e-08,15.4156,0.377922
125,10.507,0.0387745,43.4578,7.47273e-08,15.414,0.377795
126,10.5073,0.0387984,43.4578,7.60592e-08,15.4182,0.377489
127,10.5071,0.0388135,43.4578,7.65754e-08,15.4328,0.377755
128,10.5071,0.0388246,43.4578,7.44931e-08,15.5037,0.379199
129,10.5069,0.0388175,43.4578,7.3544e-08,15.5281,0.379322
130,10.5066,0.0388193,43.4578,7.51476e-08,15.5304,0.379296
131,10.5064,0.0387902,43.4578,7.91798e-08,15.5278,0.378938
132,10.5059,0.0387637,43.4578,7.91557e-08,15.5143,0.378839
133,10.5052,0.0387771,43.4578,7.47598e-08,15.5089,0.378819
134,10.5052,0.0387788,43.4578,7.52898e-08,15.5117,0.378756
135,10.5053,0.0387737,43.4578,7.10621e-08,15.528,0.378648
136,10.505,0.0387866,43.4578,7.04535e-08,15.52,0.379024
137,10.505,0.0388216,43.4578,6.98692e-08,15.5051,0.37899
138,10.5053,0.0388264,43.4578,6.56828e-08,15.4923,0.378725
139,10.5057,0.0388307,43.4578,6.98438e-08,15.4881,0.378502
140,10.5063,0.0388227,43.4578,6.99521e-08,15.4977,0.378403
141,10.5073,0.0388143,43.4578,6.72632e-08,15.5169,0.378348
142,10.5074,0.038806,43.4578,6.79296e-08,15.5273,0.378114
143,10.508,0.0387987,43.4578,7.1261e-08,15.5345,0.37787
