iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a
2331,-53.9423,1,10.3145,36.3357,15.4592,52.6876,0.26309,0.24814,1.02412,2.49018e-07,1.08807
2332,-62.934,1,10.3599,36.9319,14.9528,52.6876,0.267906,0.249035,0.986186,2.23837e-07,1.05702
2333,-66.6524,1,10.3149,36.9989,14.7093,52.6876,0.267987,0.254682,1.01932,1.86235e-07,1.05631
2334,-75.4705,1,10.2094,36.4924,15.522,52.6876,0.26165,0.246874,0.946966,1.91906e-07,1.02352
2335,-75.9388,1,10.2383,36.584,16.4346,52.6876,0.260393,0.256559,0.935163,1.9277e-07,1.01722
2336,-68.6087,1,10.264,36.9072,16.3261,52.6876,0.259729,0.24313,0.946199,1.8595e-07,1.0693
2337,-72.751,1,10.2525,36.8777,16.0256,52.6876,0.261051,0.241067,0.957422,1.74833e-07,1.05464
2338,-69.07,1,10.4079,36.6366,15.8921,52.6876,0.269809,0.239573,0.933906,1.96813e-07,1.05635
2339,-69.7446,1,10.3901,36.3048,15.6359,52.6876,0.269569,0.262097,0.999571,1.89599e-07,1.03445
2340,-66.7478,1,10.3471,36.5631,15.8434,52.6876,0.264982,0.262536,0.929745,2.15027e-07,1.04493
2341,-73.6987,1,10.2599,36.8907,15.5106,52.6876,0.263153,0.264632,0.935004,1.63446e-07,1.04788
2342,-73.6416,1,10.3003,36.8087,15.9075,52.6876,0.263637,0.262993,0.880635,1.68301e-07,1.05356
2343,-75.2419,1,10.3687,36.2143,15.8281,52.6876,0.268196,0.29279,0.908789,1.56586e-07,1.03212
2344,-66.7099,1,10.3864,36.7385,14.9318,52.6876,0.267946,0.278752,0.92517,1.62255e-07,1.07849
2345,-70.3671,1,10.3302,37.0799,14.7114,52.6876,0.266784,0.282072,0.948849,1.63757e-07,1.05169
2346,-64.1934,1,10.2862,35.9184,15.6855,52.6876,0.260301,0.291924,0.978024,1.53105e-07,1.09038
2347,-74.9062,1,10.3283,35.8931,15.3168,52.6876,0.265701,0.291808,1.02722,1.46363e-07,1.02757
2348,-74.1695,1,10.3687,35.2566,15.5607,52.6876,0.266212,0.291431,1.05753,1.29901e-07,1.04509
2349,-78.6966,1,10.3807,35.9698,15.4113,52.6876,0.2654,0.278983,1.02879,1.39134e-07,1.02157
2350,-73.5789,1,10.2743,36.8502,14.917,52.6876,0.265534,0.292496,0.990937,1.40231e-07,1.04639
2351,-73.7271,1,10.3185,36.9364,15.3802,52.6876,0.264264,0.284957,0.94213,1.51455e-07,1.04626
2352,-75.078,1,10.2823,36.1506,15.8459,52.6876,0.26311,0.286772,0.943267,1.32358e-07,1.05905
2353,-80.0685,1,10.3997,35.9384,15.6449,52.6876,0.269167,0.277213,0.904764,1.25396e-07,1.04809
2354,-79.0548,1,10.3278,36.6334,14.9815,52.6876,0.264767,0.274595,0.936316,1.2862e-07,1.04847
2355,-84.6455,1,10.3787,36.5695,15.7125,52.6876,0.262061,0.26618,0.931141,1.11857e-07,1.04647
2356,-82.9809,1,10.2871,36.3496,15.9728,52.6876,0.260008,0.248772,0.921513,1.15598e-07,1.06377
2357,-85.3135,1,10.3323,36.2145,17.1847,52.6876,0.26717,0.244513,0.973729,1.00969e-07,1.06176
2358,-92.5128,1,10.3481,36.4328,15.9441,52.6876,0.265748,0.251016,0.945697,8.85692e-08,1.04367
2359,-96.3916,1,10.358,36.4145,16.4078,52.6876,0.265118,0.237072,0.925585,7.82746e-08,1.05377
2360,-97.47,1,10.2582,36.4337,16.2744,52.6876,0.265719,0.245678,1.01812,6.4705e-08,1.05665
2361,-104.258,1,10.2726,36.2241,16.5753,52.6876,0.265626,0.250962,0.957179,6.14374e-08,1.03381
2362,-98.9533,1,10.3243,36.606,15.3466,52.6876,0.2672,0.254417,0.949665,5.61849e-08,1.07488
2363,-96.5602,1,10.3298,37.1461,15.6109,52.6876,0.264828,0.244559,0.959145,6.7722e-08,1.06508
2364,-102.795,1,10.365,36.7955,15.2532,52.6876,0.262945,0.259431,0.974742,6.15362e-08,1.03523
2365,-93.0136,1,10.3405,35.8526,15.5697,52.6876,0.263707,0.283376,1.01777,7.21432e-08,1.04371
2366,-95.8474,1,10.3119,35.8441,16.0433,52.6876,0.265505,0.263427,0.953725,7.38911e-08,1.04463
2367,-100.542,1,10.3509,36.0531,16.4456,52.6876,0.2684,0.252311,0.928404,6.23291e-08,1.05407
2368,-96.7851,1,10.4033,35.9699,16.1602,52.6876,0.272664,0.251644,0.922284,5.80994e-08,1.08494
2369,-93.6034,1,10.3848,36.0129,15.4529,52.6876,0.271408,0.262976,0.912303,6.9854e-08,1.06936
2370,-94.1748,1,10.2649,36.7658,16.5773,52.6876,0.266538,0.260415,0.880771,7.24925e-08,1.07024
2371,-94.8047,1,10.3257,36.1361,16.3055,52.6876,0.265513,0.264375,0.845639,6.16754e-08,1.09687
2372,-96.635,1,10.3247,36.0572,16.9284,52.6876,0.262719,0.271151,0.86919,6.25897e-08,1.07748
2373,-95.6035,1,10.3443,36.3792,15.8922,52.6876,0.264192,0.301494,0.919224,6.92422e-08,1.04167
2374,-91.0855,1,10.1991,36.9673,15.0392,52.6876,0.260505,0.310698,0.886049,6.34369e-08,1.08345
2375,-93.7551,1,10.2296,37.3331,15.108,52.6876,0.261555,0.28298,0.92925,5.94231e-08,1.08532
2376,-93.6496,1,10.2976,37.0251,15.7825,52.6876,0.261777,0.281103,0.87833,6.03253e-08,1.0934
2377,-99.1155,1,10.3532,36.4915,15.387,52.6876,0.261702,0.270747,0.877126,5.90734e-08,1.07208
2378,-99.2113,1,10.3537,35.7287,16.766,52.6876,0.260449,0.290039,0.851892,6.17877e-08,1.05915
2379,-88.7522,1,10.3826,35.3434,16.8927,52.6876,0.262739,0.278775,0.88108,6.71149e-08,1.10458
2380,-88.37,1,10.3601,35.973,16.8476,52.6876,0.268079,0.297063,0.926031,6.70754e-08,1.08555
2381,-88.3498,1,10.3864,36.163,16.06,52.6876,0.264733,0.296196,0.899905,6.93639e-08,1.08734
2382,-91.7704,1,10.3489,36.3555,16.1386,52.6876,0.262048,0.292858,0.873669,6.89609e-08,1.07704
2383,-95.0294,1,10.3517,36.9929,15.1595,52.6876,0.264008,0.301883,0.853864,7.38436e-08,1.04613
2384,-91.4935,1,10.3254,37.1565,14.8657,52.6876,0.260926,0.318938,0.841221,8.17644e-08,1.04554
2385,-94.6338,1,10.2649,37.0855,15.0384,52.6876,0.259155,0.29357,0.887176,7.60718e-08,1.04501
2386,-92.9918,1,10.274,36.9062,14.9353,52.6876,0.262279,0.27123,0.867874,8.0004e-08,1.05996
2387,-81.8054,1,10.336,36.5746,14.8707,52.6876,0.265254,0.281521,0.901314,9.42305e-08,1.08332
2388,-78.8689,1,10.3608,37.2005,14.7058,52.6876,0.257336,0.264991,0.932335,1.10283e-07,1.08404
2389,-75.3923,1,10.3228,37.1909,14.1512,52.6876,0.265491,0.270899,0.985324,9.05474e-08,1.11821
2390,-70.2306,1,10.2827,36.8514,14.1814,52.6876,0.264543,0.276986,0.96467,8.95873e-08,1.1509
2391,-83.9431,1,10.3118,37.0482,14.3782,52.6876,0.262083,0.277372,0.901115,8.06129e-08,1.10033
2392,-86.2493,1,10.2987,37.714,14.4072,52.6876,0.26241,0.283905,0.909583,7.60598e-08,1.09105
2393,-81.9274,1,10.2965,38.029,14.38,52.6876,0.262316,0.279537,0.884736,8.49141e-08,1.10511
2394,-81.5144,1,10.341,37.9062,14.1097,52.6876,0.267884,0.265959,0.894167,7.78622e-08,1.12456
2395,-79.5832,1,10.2482,37.3493,14.8517,52.6876,0.266704,0.283655,0.867064,7.91142e-08,1.12847
2396,-83.8836,1,10.2888,37.197,14.5813,52.6876,0.265454,0.281112,0.89817,7.54297e-08,1.10769
2397,-90.1952,1,10.3456,37.0969,15.8933,52.6876,0.266787,0.275051,0.855555,6.84246e-08,1.09763
2398,-89.1368,1,10.2788,36.5555,15.6497,52.6876,0.259157,0.253191,0.86227,5.98865e-08,1.14256
2399,-99.6805,1,10.2496,36.8722,15.3916,52.6876,0.265041,0.251675,0.911283,5.1447e-08,1.09423
2400,-111.418,1,10.3583,36.559,15.7106,52.6876,0.266286,0.24984,0.954591,4.15761e-08,1.05505
2401,-110.453,1,10.3596,36.2441,15.7587,52.6876,0.267893,0.259767,0.992028,3.73557e-08,1.06403
2402,-113.914,1,10.3841,36.2207,16.623,52.6876,0.265939,0.262314,0.922395,3.04662e-08,1.08766
2403,-115.043,1,10.3253,36.017,15.9877,52.6876,0.267207,0.274005,0.924141,3.30737e-08,1.0606
2404,-117.702,1,10.3887,35.5446,16.8022,52.6876,0.264954,0.289785,0.896951,3.26883e-08,1.04511
2405,-113.733,1,10.3536,36.4647,16.2129,52.6876,0.264062,0.282235,0.943211,3.19499e-08,1.0673
2406,-116.897,1,10.3144,36.3243,15.6847,52.6876,0.26521,0.263318,0.940858,3.20391e-08,1.05982
2407,-120.18,1,10.3246,36.7226,15.57,52.6876,0.264487,0.271812,0.914283,3.74895e-08,1.0182
2408,-116.491,1,10.3133,36.8295,14.8265,52.6876,0.261505,0.258097,0.953372,3.50254e-08,1.05155
2409,-113.459,1,10.311,36.4036,16.2629,52.6876,0.263368,0.285288,0.910519,3.21846e-08,1.07192
2410,-109.66,1,10.2931,37.1743,15.4828,52.6876,0.26194,0.276703,0.886304,3.20274e-08,1.10421
2411,-115.122,1,10.3133,37.3124,15.4557,52.6876,0.26269,0.264364,0.864709,2.82674e-08,1.10377
2412,-116.06,1,10.2646,37.9907,14.8286,52.6876,0.257502,0.263776,0.906724,3.01517e-08,1.0841
2413,-125.788,1,10.2561,37.933,14.4762,52.6876,0.258474,0.262793,0.908024,2.96598e-08,1.03279
2414,-120.564,1,10.2765,37.9589,14.978,52.6876,0.257894,0.279032,0.891708,3.22242e-08,1.04249
2415,-107.196,1,10.2618,38.3196,14.0597,52.6876,0.26454,0.272399,0.982216,3.73456e-08,1.07834
2416,-109.349,1,10.3007,37.6639,13.3244,52.6876,0.260069,0.272477,0.914576,3.77528e-08,1.0784
2417,-115.511,1,10.3511,37.5217,13.7048,52.6876,0.261116,0.270874,0.949495,3.41375e-08,1.0543
2418,-112.879,1,10.2944,37.9396,14.4876,52.6876,0.260859,0.27601,0.976433,3.67716e-08,1.05029
2419,-114.307,1,10.3342,38.5495,13.5863,52.6876,0.266563,0.279765,0.925394,3.41336e-08,1.05674
2420,-116.279,1,10.2676,38.698,13.7631,52.6876,0.259207,0.272516,0.933849,3.16024e-08,1.06475
2421,-113.619,1,10.2693,37.3576,15.0407,52.6876,0.258851,0.271362,0.972843,3.3417e-08,1.06535
2422,-118.486,1,10.3714,37.009,15.0852,52.6876,0.266192,0.272221,0.978301,3.24463e-08,1.03759
2423,-120.47,1,10.3419,36.9085,15.3926,52.6876,0.26597,0.25323,0.995343,2.98598e-08,1.04794
2424,-123.007,1,10.3756,36.1482,16.7206,52.6876,0.268496,0.249598,0.916761,3.10142e-08,1.04165
2425,-117.178,1,10.4015,35.7977,17.0382,52.6876,0.264663,0.246881,0.978426,2.87693e-08,1.07931
2426,-88.9411,1,10.3938,36.1808,1,52.6876,0.264434,0.253111,2.93258,2.59263e-08,1.07786
2427,-89.8397,1,10.3075,36.3355,1,52.6876,0.265279,0.250057,2.99316,2.56214e-08,1.07288
2428,-87.5956,1,10.3422,36.7492,1,52.6876,0.260221,0.258463,2.88395,2.61015e-08,1.08625
2429,-87.9518,1,10.4128,37.075,1,52.6876,0.263208,0.260853,2.88228,2.41876e-08,1.09315
2430,-87.0492,1,10.3571,37.3193,1,52.6876,0.263963,0.259533,2.93547,2.2806e-08,1.10516
2431,-94.8552,1,10.3172,37.5823,1,52.6876,0.265751,0.250036,2.9188,1.75554e-08,1.10825
2432,-104.338,1,10.302,37.3287,1,52.6876,0.260819,0.259761,2.93106,1.57655e-08,1.06783
2433,-113.731,1,10.2898,36.9596,1,52.6876,0.261939,0.253671,2.96081,1.49012e-08,1.03337
2434,-42.5785,1,10.3151,37.6242,1,52.6876,0.266398,0.253974,2.91412,1.8414e-07,1.03035
2435,-61.7636,1,10.3121,37.5354,12.0852,52.6876,0.262846,0.247802,1.60347,1.68244e-07,1.03645
2436,-61.2192,1,10.3018,36.8535,12.7709,52.6876,0.261982,0.252969,1.58382,1.61471e-07,1.04488
2437,-57.6527,1,10.3657,37.4519,12.0073,52.6876,0.263891,0.251286,1.53295,1.41919e-07,1.08978
2438,-63.8048,1,10.3569,37.1719,12.8391,52.6876,0.262125,0.263191,1.34209,1.55387e-07,1.05584
2439,-61.9135,1,10.2814,37.1149,14.3064,52.6876,0.261917,0.263566,1.25717,1.49272e-07,1.08272
2440,-73.7565,1,10.2827,36.5483,14.6606,52.6876,0.262459,0.278175,1.14481,1.31654e-07,1.04247
2441,-74.535,1,10.2201,36.5023,14.9184,52.6876,0.259398,0.268509,0.988866,1.30284e-07,1.06961
2442,-73.039,1,10.35,35.9665,15.7424,52.6876,0.261195,0.269325,1.03387,1.38956e-07,1.05945
2443,-81.0056,1,10.3145,36.3265,15.535,52.6876,0.266338,0.255412,1.00568,1.31547e-07,1.03372
2444,-79.6945,1,10.3899,35.9422,15.1049,52.6876,0.267164,0.256831,1.02502,1.09025e-07,1.06539
2445,-85.4908,1,10.3203,37.022,14.1898,52.6876,0.26825,0.238313,0.988602,1.10279e-07,1.04821
2446,-78.0718,1,10.3509,37.2862,13.9398,52.6876,0.260441,0.257319,1.00461,1.00852e-07,1.09366
2447,-89.4231,1,10.3544,37.2807,14.8285,52.6876,0.261321,0.254249,0.945393,8.71311e-08,1.06381
2448,-90.5808,1,10.3076,36.0982,16.1587,52.6876,0.26291,0.266528,0.93957,8.29118e-08,1.05781
2449,-88.4595,1,10.2747,36.5421,16.174,52.6876,0.261547,0.26191,0.880798,8.36787e-08,1.08181
2450,-90.924,1,10.3262,36.6778,15.4156,52.6876,0.261964,0.264815,0.836168,7.35735e-08,1.09451
2451,-97.8934,1,10.3174,36.1777,16.5727,52.6876,0.25989,0.241245,0.884221,6.25187e-08,1.08802
2452,-104.694,1,10.2768,36.7672,16.6234,52.6876,0.260557,0.237415,0.908091,6.00802e-08,1.05424
2453,-104.171,1,10.2661,36.5052,16.4875,52.6876,0.261868,0.246168,0.912959,5.84999e-08,1.05405
2454,-106.846,1,10.3019,37.1117,15.1526,52.6876,0.262059,0.269999,0.954566,4.62123e-08,1.05444
2455,-102.532,1,10.3148,37.2129,15.8661,52.6876,0.260664,0.284662,0.98902,4.69413e-08,1.063
2456,-101.384,1,10.2934,37.6011,15.6356,52.6876,0.261921,0.275774,0.970536,4.81166e-08,1.07266
2457,-113.342,1,10.3212,37.2643,14.9394,52.6876,0.267956,0.285051,0.877781,3.96241e-08,1.0436
2458,-116.975,1,10.3073,37.295,14.6651,52.6876,0.270488,0.273397,0.922921,3.68337e-08,1.03232
2459,-113.655,1,10.3254,37.3537,14.2716,52.6876,0.268372,0.280585,0.923173,3.77685e-08,1.04369
2460,-125.52,1,10.3104,37.3792,15.1568,52.6876,0.26245,0.278003,0.832129,3.00327e-08,1.03473
2461,-116.83,1,10.3187,37.9404,15.5874,52.6876,0.264287,0.288139,0.825367,2.68253e-08,1.09507
2462,-119.589,1,10.3119,37.3357,15.8166,52.6876,0.263155,0.291138,0.807331,2.64761e-08,1.08405
2463,-120.412,1,10.3646,37.7244,14.7037,52.6876,0.266827,0.299362,0.833445,2.56605e-08,1.07277
2464,-126,1,10.2675,38.3975,13.6432,52.6876,0.264678,0.287608,0.88697,2.40117e-08,1.04998
2465,-95.2505,1,10.251,38.5883,1,52.6876,0.265211,0.287054,2.75733,2.12543e-08,1.06322
2466,-95.6497,1,10.2703,38.3583,1,52.6876,0.261332,0.274189,2.795,2.42433e-08,1.048
2467,-102.146,1,10.2951,37.937,1,52.6876,0.260984,0.258982,2.8359,2.59488e-08,1.00958
2468,-100.067,1,10.2776,37.7732,1,52.6876,0.262904,0.255335,2.82012,2.5471e-08,1.0252
2469,-97.772,1,10.3538,37.6321,1,52.6876,0.266498,0.255926,2.78927,2.64711e-08,1.03098
2470,-92.5093,1,10.3171,37.8741,1,52.6876,0.266003,0.280924,2.82456,2.48253e-08,1.05351
2471,-98.2399,1,10.2532,37.5324,1,52.6876,0.263071,0.278484,2.8633,2.20584e-08,1.04124
2472,-95.9112,1,10.3668,37.7954,1,52.6876,0.267422,0.294808,2.82087,2.0729e-08,1.05452
2473,-105.088,1,10.2668,37.4863,1,52.6876,0.256866,0.300396,2.80565,1.67562e-08,1.04107
2474,-94.5092,1,10.346,37.942,1,52.6876,0.259768,0.295047,2.81124,1.73537e-08,1.09518
2475,-109.162,1,10.3154,37.5769,1,52.6876,0.261476,0.299196,2.83892,1.65663e-08,1.0171
2476,-107.465,1,10.3737,39.0364,1,52.6876,0.259612,0.269,2.75224,1.74913e-08,1.03972
2477,-109.413,1,10.3053,39.1948,1,52.6876,0.25759,0.285949,2.76946,1.55232e-08,1.03825
2478,-109.367,1,10.2843,38.9001,1,52.6876,0.261655,0.276707,2.81029,1.6481e-08,1.02985
2479,-100.109,1,10.2597,38.5757,1,52.6876,0.266453,0.259781,2.88608,1.71006e-08,1.07781
2480,-96.8687,1,10.3077,38.5939,1,52.6876,0.262365,0.26259,2.84689,1.69979e-08,1.10006
2481,-94.2221,1,10.3342,38.7733,1,52.6876,0.266179,0.253731,2.81922,1.60763e-08,1.1293
2482,-99.2187,1,10.2635,38.2145,1,52.6876,0.266413,0.243132,2.85883,1.49012e-08,1.11992
2483,-24.1367,1,10.323,38.0904,1,52.6876,0.265192,0.244529,2.867,2.33191e-07,1.10525
2484,-38.6331,1,10.2803,38.2945,11.9404,52.6876,0.265129,0.263334,1.48276,2.24305e-07,1.12257
2485,-50.5927,1,10.267,37.5867,12.8566,52.6876,0.263804,0.254804,1.35112,2.35759e-07,1.06733
2486,-49.6463,1,10.353,37.3458,12.7148,52.6876,0.258843,0.274683,1.28971,2.34265e-07,1.0721
2487,-48.4998,1,10.2648,37.146,14.2355,52.6876,0.26308,0.288135,1.16891,2.12799e-07,1.09922
2488,-62.2294,1,10.3656,36.656,14.6318,52.6876,0.266694,0.271716,1.10668,1.88498e-07,1.05688
2489,-59.5942,1,10.3259,37.058,14.2398,52.6876,0.267479,0.268356,1.1276,2.11924e-07,1.05192
2490,-58.7111,1,10.2692,37.5163,13.6253,52.6876,0.262613,0.276129,1.13298,2.16665e-07,1.05108
2491,-57.5863,1,10.2698,37.4525,14.2446,52.6876,0.264883,0.245484,1.11665,2.02091e-07,1.08746
2492,-60.9372,1,10.2833,38.222,13.8708,52.6876,0.264325,0.258905,1.00962,2.17437e-07,1.06498
2493,-59.1503,1,10.2773,37.4757,14.1015,52.6876,0.261002,0.264833,1.01298,2.10221e-07,1.07815
2494,-63.0878,1,10.396,37.0377,15.2104,52.6876,0.262282,0.275804,0.912062,1.9921e-07,1.07385
2495,-66.5975,1,10.3125,37.3476,14.6074,52.6876,0.261328,0.282726,0.876334,1.90073e-07,1.06456
2496,-68.275,1,10.315,36.7181,15.407,52.6876,0.265209,0.280025,0.932286,1.85218e-07,1.04899
2497,-66.5197,1,10.3095,35.4711,16.984,52.6876,0.262682,0.264997,0.962873,1.7066e-07,1.07642
2498,-60.0347,1,10.3528,36.0459,16.0255,52.6876,0.265449,0.277172,0.904924,1.655e-07,1.11948
2499,-61.3102,1,10.3492,36.3747,17.1852,52.6876,0.262622,0.277766,0.84443,1.60153e-07,1.13015
2500,-68.6376,1,10.2597,36.4655,16.3311,52.6876,0.261394,0.27609,0.874664,1.59525e-07,1.08458
2501,-74.1178,1,10.2658,37.8515,15.4165,52.6876,0.258077,0.263022,0.863494,1.61754e-07,1.06337
2502,-76.2103,1,10.3034,37.6674,14.311,52.6876,0.260503,0.267967,0.869463,1.72879e-07,1.0364
2503,-70.7315,1,10.2738,37.2926,15.2667,52.6876,0.262397,0.26611,0.90055,1.9924e-07,1.03918
2504,-65.957,1,10.3166,36.8188,15.8936,52.6876,0.265993,0.255341,0.895153,1.76579e-07,1.08961
2505,-68.9285,1,10.3069,37.2771,15.414,52.6876,0.265323,0.260084,0.885556,1.77935e-07,1.07088
2506,-66.9713,1,10.2991,36.8523,14.5772,52.6876,0.264104,0.256457,0.950575,2.05412e-07,1.0514
2507,-59.936,1,10.3476,37.0482,14.5615,52.6876,0.264832,0.265945,0.918677,2.70093e-07,1.0472
2508,-67.3189,1,10.3482,36.5501,15.6631,52.6876,0.263114,0.281105,0.887499,2.66304e-07,1.00766
2509,-58.2622,1,10.3973,36.2482,16.002,52.6876,0.270224,0.279889,0.930401,2.99343e-07,1.02799
2510,-54.3593,1,10.338,35.8742,16.1971,52.6876,0.263763,0.268847,1.01288,3.13899e-07,1.03875
2511,-48.9308,1,10.3519,36.0064,14.9883,52.6876,0.267996,0.247475,1.05667,3.19457e-07,1.06963
2512,-45.6985,1,10.3467,36.4694,15.1298,52.6876,0.267481,0.247364,1.06414,3.54385e-07,1.07073
2513,-47.6927,1,10.3555,36.3846,15.208,52.6876,0.269082,0.236398,1.02861,3.59165e-07,1.06897
2514,-56.2804,1,10.3064,36.2627,15.7592,52.6876,0.260715,0.232446,1.01636,3.4911e-07,1.03554
2515,-56.3965,1,10.3526,36.6293,14.884,52.6876,0.263706,0.254999,0.96533,3.51303e-07,1.02608
2516,-54.5954,1,10.3438,36.4544,15.1812,52.6876,0.264635,0.261155,0.969159,3.71086e-07,1.02282
2517,-57.8716,1,10.3105,36.7323,16.088,52.6876,0.265574,0.263642,0.924395,4.13796e-07,0.994629
2518,-46.4022,1,10.2722,37.052,15.4057,52.6876,0.260655,0.279301,0.937316,4.76056e-07,1.02654
2519,-39.0532,1,10.3293,36.7067,14.99,52.6876,0.261761,0.289649,0.944485,5.46748e-07,1.03795
2520,-42.7989,1,10.2968,36.7016,14.3763,52.6876,0.26583,0.280472,0.99658,5.12543e-07,1.02202
2521,-40.9467,1,10.3452,36.7138,14.3219,52.6876,0.265267,0.29024,0.985199,5.45137e-07,1.01962
2522,-38.323,1,10.2845,37.1484,14.5898,52.6876,0.263488,0.294703,0.950099,6.06494e-07,1.02182
2523,-33.2977,1,10.2991,37.458,13.9543,52.6876,0.262283,0.283245,1.01304,6.61709e-07,1.03267
2524,-24.975,1,10.3406,37.4647,14.3215,52.6876,0.257916,0.291626,0.895574,6.84517e-07,1.09059
2525,-29.1711,1,10.3353,37.4591,13.8716,52.6876,0.257567,0.290597,0.935056,8.13153e-07,1.03477
2526,-26.2475,1,10.2888,38.7646,13.4031,52.6876,0.259281,0.274664,0.91066,7.12023e-07,1.08316
2527,-18.4114,1,10.3137,38.0841,13.5872,52.6876,0.26536,0.283493,0.903637,7.5109e-07,1.11187
2528,-28.8481,1,10.3288,37.6687,14.3426,52.6876,0.265761,0.293859,0.892839,6.72589e-07,1.06617
2529,-37.5461,1,10.2922,38.1015,13.8918,52.6876,0.264375,0.254028,0.872275,6.62636e-07,1.04744
2530,-40.6295,1,10.3432,37.8302,14.1341,52.6876,0.262951,0.248754,0.947746,5.90818e-07,1.03953
2531,-49.6152,1,10.3617,36.8647,15.4825,52.6876,0.262941,0.24904,0.96418,4.74437e-07,1.02152
2532,-48.4669,1,10.3146,36.5674,15.4141,52.6876,0.263538,0.238045,0.975247,4.89284e-07,1.02774
2533,-49.9176,1,10.2766,36.9156,15.3852,52.6876,0.265482,0.247205,0.906942,4.67177e-07,1.03104
2534,-46.3935,1,10.2655,37.1526,15.0374,52.6876,0.265207,0.235292,0.887231,4.84732e-07,1.05559
2535,-54.5593,1,10.3133,37.3393,14.8811,52.6876,0.26223,0.242366,0.877724,4.29001e-07,1.02868
2536,-51.1307,1,10.3199,37.5108,14.7492,52.6876,0.266064,0.254183,0.914929,3.90384e-07,1.0458
2537,-48.8605,1,10.3293,37.0679,14.9783,52.6876,0.266141,0.261811,0.924639,4.22304e-07,1.04003
2538,-50.4045,1,10.3022,37.0125,15.7789,52.6876,0.261645,0.252837,0.977001,3.92859e-07,1.04215
2539,-49.5114,1,10.3153,37.0198,14.6067,52.6876,0.268442,0.227649,0.975837,4.27288e-07,1.04647
2540,-58.1375,1,10.3443,37.0682,15.6235,52.6876,0.265434,0.226337,0.869239,4.64516e-07,1.0077
2541,-48.0862,1,10.3487,37.6646,15.4033,52.6876,0.264294,0.248816,0.867024,5.00083e-07,1.03712
2542,-37.9515,1,10.3281,36.6019,16.5318,52.6876,0.261254,0.241731,0.891938,6.38292e-07,1.05698
2543,-33.6407,1,10.3041,36.55,16.5434,52.6876,0.261249,0.236482,0.910311,6.78162e-07,1.07172
2544,-36.6498,1,10.3295,36.7362,15.8025,52.6876,0.264129,0.22379,0.939509,6.62184e-07,1.06068
2545,-35.3172,1,10.2671,36.9987,15.4447,52.6876,0.261056,0.209541,0.900012,6.7522e-07,1.08391
2546,-31.7564,1,10.277,37.2899,15.4596,52.6876,0.264075,0.216534,0.887622,6.91406e-07,1.09551
2547,-32.895,1,10.3571,36.5343,15.7438,52.6876,0.263026,0.236357,0.918007,6.83652e-07,1.07233
2548,-27.5904,1,10.3349,37.226,15.5219,52.6876,0.268367,0.24407,0.901958,7.72986e-07,1.07735
2549,-35.2554,1,10.3136,37.517,15.8603,52.6876,0.271414,0.234201,0.925883,6.33067e-07,1.06637
2550,-28.3316,1,10.2823,37.1585,15.2995,52.6876,0.265782,0.218662,0.916359,6.5319e-07,1.11665
2551,-37.1741,1,10.2628,37.5921,16.0786,52.6876,0.267375,0.222309,0.870271,5.64983e-07,1.09382
2552,-39.8802,1,10.3132,37.2346,14.9276,52.6876,0.267133,0.231126,0.925345,5.25984e-07,1.07415
2553,-45.214,1,10.3118,37.042,15.437,52.6876,0.263123,0.220294,0.917583,5.07692e-07,1.06114
2554,-36.1657,1,10.325,36.7251,15.7597,52.6876,0.260763,0.252823,0.952124,5.63128e-07,1.06951
2555,-33.7473,1,10.3744,36.4174,16.1449,52.6876,0.25949,0.240677,0.930339,5.5738e-07,1.09698
2556,-33.9882,1,10.3083,36.4367,14.8483,52.6876,0.261666,0.263326,0.97588,5.85047e-07,1.06496
2557,-41.7621,1,10.3901,36.1679,15.5951,52.6876,0.265286,0.286148,0.923911,4.48857e-07,1.05648
2558,-47.7239,1,10.3467,36.426,15.0849,52.6876,0.262376,0.291665,0.919155,3.62918e-07,1.05598
2559,-49.85,1,10.3033,36.8242,15.2303,52.6876,0.262886,0.300084,0.871484,3.55243e-07,1.05111
2560,-49.2531,1,10.3392,37.8741,14.3116,52.6876,0.261297,0.292118,0.877359,3.71348e-07,1.0516
2561,-48.2491,1,10.3419,37.9037,14.4784,52.6876,0.26281,0.289812,0.881889,3.20027e-07,1.07982
2562,-47.9029,1,10.2663,37.7716,14.3031,52.6876,0.26451,0.270461,0.820687,3.58326e-07,1.08517
2563,-46.9063,1,10.2758,38.8778,14.3092,52.6876,0.267848,0.262592,0.773083,3.50124e-07,1.10683
2564,-48.0322,1,10.2703,38.5387,14.3927,52.6876,0.267115,0.280661,0.787173,3.37145e-07,1.0933
2565,-52.9915,1,10.2528,38.6334,14.1756,52.6876,0.258153,0.26308,0.821605,3.34969e-07,1.07518
2566,-49.3696,1,10.3439,38.5759,13.4064,52.6876,0.264199,0.245959,0.81704,2.90077e-07,1.12703
2567,-41.7785,1,10.3242,38.8308,14.3289,52.6876,0.257679,0.245287,0.831091,3.18346e-07,1.15849
2568,-35.5736,1,10.323,38.1719,14.1174,52.6876,0.264715,0.240517,0.859264,3.677e-07,1.16473
2569,-46.1159,1,10.3236,39.1208,13.4006,52.6876,0.267686,0.255652,0.899598,3.38534e-07,1.09682
2570,-49.9501,1,10.2784,38.4156,13.4688,52.6876,0.266223,0.247929,0.885427,3.63332e-07,1.07221
