Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,bias_abscissa,bias_pdf,bias_cdf,split
3.15429,0.0677673,0.0215872,12.2214,0.0243381,0.0397617,3.91254,0.120997,0.221884,13.747,0.0339558,0.106196,0.267505,2.22045e-16,2.22045e-16,All
3.29933,0.0919039,0.0331275,12.7362,0.02971,0.0536611,4.20505,0.122112,0.25748,14.4649,0.037614,0.131908,0.267518,2.22045e-16,2.22045e-16,All
3.44438,0.118819,0.0483832,13.251,0.0352949,0.070388,4.49755,0.121709,0.293172,15.1827,0.0408187,0.160089,0.26753,2.22045e-16,2.22045e-16,All
3.58943,0.147336,0.0676745,13.7658,0.0409195,0.0900078,4.79005,0.120079,0.328561,15.9006,0.0435085,0.190389,0.267543,2.22045e-16,2.22045e-16,All
3.73448,0.176139,0.091139,14.2806,0.0464101,0.112496,5.08256,0.117483,0.363325,16.6184,0.0456508,0.222424,0.267555,2.22045e-16,2.22045e-16,All
3.87953,0.20392,0.118722,14.7954,0.0516041,0.137741,5.37506,0.114148,0.397217,17.3363,0.0472382,0.255797,0.267568,2.22045e-16,2.22045e-16,All
4.02458,0.229509,0.15019,15.3102,0.0563586,0.165553,5.66756,0.110269,0.43005,18.0541,0.0482839,0.290114,0.26758,2.22045e-16,2.22045e-16,All
4.16963,0.251953,0.18515,15.825,0.0605561,0.195673,5.96007,0.106007,0.461688,18.772,0.0488173,0.324996,0.267593,2.22045e-16,2.22045e-16,All
4.31468,0.27057,0.223095,16.3398,0.0641081,0.227791,6.25257,0.101496,0.49204,19.4898,0.0488792,0.360088,0.267605,2.22045e-16,2.22045e-16,All
4.45973,0.28495,0.263437,16.8546,0.0669565,0.261558,6.54507,0.0968444,0.52105,20.2077,0.0485178,0.395071,0.267618,2.22045e-16,2.22045e-16,All
4.60478,0.294937,0.305546,17.3694,0.0690718,0.296604,6.83758,0.0921385,0.54869,20.9256,0.0477858,0.429657,0.267631,2.22045e-16,2.22045e-16,All
4.74983,0.300595,0.348788,17.8843,0.0704516,0.332549,7.13008,0.0874466,0.574953,21.6434,0.0467368,0.463601,0.267643,2.22045e-16,2.22045e-16,All
4.89488,0.302158,0.39255,18.3991,0.071116,0.369018,7.42258,0.0828215,0.599853,22.3613,0.0454241,0.496694,0.267656,2.22045e-16,2.22045e-16,All
5.03992,0.299981,0.436263,18.9139,0.0711044,0.405654,7.71509,0.0783034,0.623415,23.0791,0.0438983,0.528766,0.267668,2.22045e-16,2.22045e-16,All
5.18497,0.294502,0.479414,19.4287,0.0704704,0.442121,8.00759,0.0739218,0.645674,23.797,0.0422066,0.55968,0.267681,2.22045e-16,2.22045e-16,All
5.33002,0.286199,0.521561,19.9435,0.0692784,0.478115,8.30009,0.069698,0.666675,24.5148,0.0403919,0.589333,0.267693,2.22045e-16,2.22045e-16,All
5.47507,0.275561,0.562327,20.4583,0.067599,0.513367,8.59259,0.0656464,0.686465,25.2327,0.0384929,0.61765,0.267706,2.22045e-16,2.22045e-16,All
5.62012,0.263068,0.601411,20.9731,0.0655056,0.547645,8.8851,0.0617759,0.705096,25.9505,0.0365431,0.644585,0.267718,2.22045e-16,2.22045e-16,All
5.76517,0.249174,0.638575,21.4879,0.0630722,0.580754,9.1776,0.0580911,0.722622,26.6684,0.0345716,0.67011,0.267731,2.22045e-16,2.22045e-16,All
5.91022,0.234296,0.673648,22.0027,0.0603702,0.612539,9.4701,0.0545931,0.739098,27.3862,0.0326032,0.69422,0.267743,2.22045e-16,2.22045e-16,All
6.05527,0.218808,0.706515,22.5175,0.0574671,0.642877,9.76261,0.0512807,0.754578,28.1041,0.0306585,0.716925,0.267756,2.22045e-16,2.22045e-16,All
6.20032,0.203039,0.73711,23.0323,0.0544251,0.671683,10.0551,0.0481504,0.769115,28.8219,0.0287541,0.738247,0.267768,2.22045e-16,2.22045e-16,All
6.34537,0.187271,0.765416,23.5471,0.0513002,0.6989,10.3476,0.0451973,0.782763,29.5398,0.0269035,0.75822,0.267781,2.22045e-16,2.22045e-16,All
6.49042,0.171742,0.791449,24.0619,0.0481419,0.724497,10.6401,0.0424156,0.795573,30.2576,0.0251171,0.776887,0.267793,2.22045e-16,2.22045e-16,All
6.63547,0.156647,0.815259,24.5767,0.044993,0.748469,10.9326,0.0397985,0.807593,30.9755,0.0234025,0.794298,0.267806,2.22045e-16,2.22045e-16,All
6.78051,0.142141,0.836921,25.0915,0.0418897,0.77083,11.2251,0.0373388,0.81887,31.6933,0.0217652,0.810505,0.267818,2.22045e-16,2.22045e-16,All
6.92556,0.128342,0.856528,25.6063,0.0388617,0.791612,11.5176,0.0350293,0.829451,32.4112,0.0202088,0.825566,0.267831,2.22045e-16,2.22045e-16,All
7.07061,0.115337,0.874191,26.1211,0.0359331,0.810859,11.8101,0.0328622,0.839377,33.129,0.0187352,0.839539,0.267843,2.22045e-16,2.22045e-16,All
7.21566,0.103181,0.890028,26.6359,0.0331223,0.828629,12.1026,0.03083,0.848688,33.8469,0.017345,0.852484,0.267856,2.22045e-16,2.22045e-16,All
7.36071,0.0919079,0.904166,27.1507,0.0304432,0.844985,12.3951,0.0289254,0.857425,34.5648,0.0160375,0.864461,0.267868,2.22045e-16,2.22045e-16,All
7.50576,0.0815268,0.916734,27.6655,0.0279054,0.859998,12.6876,0.0271409,0.865622,35.2826,0.0148115,0.875529,0.267881,2.22045e-16,2.22045e-16,All
7.65081,0.0720309,0.92786,28.1803,0.0255147,0.873742,12.9801,0.0254696,0.873313,36.0005,0.0136648,0.885745,0.267893,2.22045e-16,2.22045e-16,All
7.79586,0.0633986,0.937672,28.6951,0.0232738,0.886294,13.2726,0.0239047,0.880532,36.7183,0.0125947,0.895166,0.267906,2.22045e-16,2.22045e-16,All
7.94091,0.0555971,0.946292,29.21,0.021183,0.897731,13.5651,0.0224397,0.887307,37.4362,0.0115983,0.903845,0.267919,2.22045e-16,2.22045e-16,All
8.08596,0.0485849,0.953838,29.7248,0.0192404,0.908129,13.8577,0.0210684,0.893668,38.154,0.0106722,0.911834,0.267931,2.22045e-16,2.22045e-16,All
8.23101,0.0423149,0.960422,30.2396,0.0174423,0.917565,14.1502,0.0197848,0.899641,38.8719,0.00981294,0.919183,0.267944,2.22045e-16,2.22045e-16,All
8.37606,0.0367358,0.966147,30.7544,0.0157837,0.926112,14.4427,0.0185834,0.905251,39.5897,0.00901697,0.925938,0.267956,2.22045e-16,2.22045e-16,All
8.5211,0.0317943,0.97111,31.2692,0.0142589,0.933839,14.7352,0.017459,0.91052,40.3076,0.00828066,0.932143,0.267969,2.22045e-16,2.22045e-16,All
8.66615,0.0274367,0.975399,31.784,0.012861,0.940815,15.0277,0.0164065,0.915471,41.0254,0.00760041,0.93784,0.267981,2.22045e-16,2.22045e-16,All
8.8112,0.0236098,0.979095,32.2988,0.0115832,0.947102,15.3202,0.0154213,0.920125,41.7433,0.00697269,0.943067,0.267994,2.22045e-16,2.22045e-16,All
8.95625,0.0202622,0.982271,32.8136,0.0104179,0.95276,15.6127,0.014499,0.924499,42.4611,0.00639405,0.947862,0.268006,2.22045e-16,1,All
9.1013,0.0173447,0.984994,33.3284,0.00935781,0.957846,15.9052,0.0136354,0.928612,43.179,0.00586117,0.952258,0.268019,2.22045e-16,1,All
9.24635,0.014811,0.987322,33.8432,0.00839547,0.962412,16.1977,0.0128268,0.932481,43.8968,0.00537087,0.956287,0.268031,2.22045e-16,1,All
9.3914,0.0126179,0.989307,34.358,0.00752363,0.966506,16.4902,0.0120694,0.936121,44.6147,0.00492009,0.959979,0.268044,2.22045e-16,1,All
9.53645,0.0107256,0.990997,34.8728,0.00673525,0.970173,16.7827,0.01136,0.939546,45.3325,0.00450594,0.96336,0.268056,2.22045e-16,1,All
9.6815,0.00909783,0.992431,35.3876,0.00602357,0.973454,17.0752,0.0106953,0.942771,46.0504,0.0041257,0.966456,0.268069,2.22045e-16,1,All
9.82655,0.0077015,0.993647,35.9024,0.00538216,0.976387,17.3677,0.0100724,0.945807,46.7683,0.0037768,0.969291,0.268081,2.22045e-16,1,All
9.9716,0.00650696,0.994675,36.4172,0.00480495,0.979006,17.6602,0.00948847,0.948667,47.4861,0.00345681,0.971885,0.268094,2.22045e-16,1,All
10.1166,0.00548765,0.995543,36.932,0.00428624,0.981344,17.9527,0.00894104,0.951362,48.204,0.00316348,0.97426,0.268106,2.22045e-16,1,All
10.2617,0.00461998,0.996275,37.4468,0.00382069,0.983428,18.2452,0.00842767,0.953901,48.9218,0.00289471,0.976433,0.268119,2.22045e-16,1,All
10.4067,0.00388309,0.99689,37.9616,0.00340337,0.985286,18.5377,0.00794613,0.956295,49.6397,0.00264853,0.978421,0.268131,2.22045e-16,1,All
10.5518,0.00325861,0.997406,38.4764,0.00302969,0.98694,18.8302,0.00749431,0.958553,50.3575,0.00242311,0.98024,0.268144,2.22045e-16,1,All
10.6968,0.00273049,0.99784,38.9912,0.00269544,0.988412,19.1227,0.00707027,0.960682,51.0754,0.00221677,0.981905,0.268156,2.22045e-16,1,All
10.8419,0.00228474,0.998203,39.506,0.00239674,0.989721,19.4152,0.00667221,0.962691,51.7932,0.00202794,0.983427,0.268169,2.22045e-16,1,All
10.9869,0.0019092,0.998506,40.0208,0.00213006,0.990885,19.7077,0.00629842,0.964588,52.5111,0.00185518,0.98482,0.268181,2.22045e-16,1,All
11.132,0.00159337,0.998759,40.5357,0.00189216,0.99192,20.0002,0.00594733,0.966378,53.2289,0.00169714,0.986094,0.268194,2.22045e-16,1,All
11.277,0.00132819,0.998971,41.0505,0.00168011,0.992838,20.2927,0.00561747,0.968069,53.9468,0.0015526,0.98726,0.268207,2.22045e-16,1,All
11.4221,0.00110589,0.999147,41.5653,0.00149122,0.993653,20.5852,0.00530747,0.969666,54.6646,0.00142042,0.988326,0.268219,2.22045e-16,1,All
11.5671,0.000919808,0.999293,42.0801,0.00132309,0.994377,20.8777,0.00501605,0.971176,55.3825,0.00129956,0.989302,0.268232,2.22045e-16,1,All
11.7122,0.000764263,0.999415,42.5949,0.00117352,0.995019,21.1702,0.00474201,0.972602,56.1003,0.00118906,0.990195,0.268244,2.22045e-16,1,All
11.8572,0.000634415,0.999516,43.1097,0.00104054,0.995588,21.4627,0.00448425,0.973951,56.8182,0.00108803,0.991011,0.268257,2.22045e-16,1,All
12.0023,0.000526154,0.9996,43.6245,0.000922367,0.996093,21.7552,0.00424173,0.975227,57.536,0.000995676,0.991759,0.268269,2.22045e-16,1,All
12.1473,0.000435998,0.99967,44.1393,0.000817413,0.99654,22.0477,0.00401348,0.976434,58.2539,0.000911248,0.992443,0.268282,2.22045e-16,1,All
12.2924,0.000361001,0.999727,44.6541,0.000724238,0.996936,22.3402,0.0037986,0.977576,58.9717,0.000834068,0.993069,0.268294,2.22045e-16,1,All
12.4374,0.000298681,0.999775,45.1689,0.000641554,0.997287,22.6327,0.00359625,0.978658,59.6896,0.000763514,0.993642,0.268307,2.22045e-16,1,All
12.5825,0.000246946,0.999814,45.6837,0.000568207,0.997598,22.9252,0.00340564,0.979681,60.4075,0.000699015,0.994166,0.268319,2.22045e-16,1,All
12.7275,0.000204037,0.999847,46.1985,0.000503166,0.997874,23.2178,0.00322604,0.980651,61.1253,0.000640049,0.994647,0.268332,2.22045e-16,1,All
12.8726,0.00016848,0.999874,46.7133,0.000445508,0.998118,23.5103,0.00305676,0.98157,61.8432,0.00058614,0.995087,0.268344,2.22045e-16,1,All
13.0176,0.000139039,0.999896,47.2281,0.00039441,0.998334,23.8028,0.00289717,0.98244,62.561,0.00053685,0.995489,0.268357,2.22045e-16,1,All
13.1627,0.000114681,0.999915,47.7429,0.000349137,0.998525,24.0953,0.00274667,0.983265,63.2789,0.00049178,0.995858,0.268369,2.22045e-16,1,All
13.3077,9.45433e-05,0.99993,48.2577,0.000309036,0.998694,24.3878,0.00260469,0.984048,63.9967,0.000450566,0.996196,0.268382,2.22045e-16,1,All
13.4528,7.79054e-05,0.999942,48.7725,0.000273522,0.998844,24.6803,0.00247072,0.98479,64.7146,0.000412874,0.996506,0.268394,2.22045e-16,1,All
13.5978,6.41677e-05,0.999952,49.2873,0.000242076,0.998976,24.9728,0.00234428,0.985494,65.4324,0.0003784,0.99679,0.268407,2.22045e-16,1,All
13.7429,5.28315e-05,0.999961,49.8021,0.000214238,0.999094,25.2653,0.00222489,0.986162,66.1503,0.000346865,0.99705,0.268419,2.22045e-16,1,All
13.8879,4.34821e-05,0.999968,50.3169,0.000189597,0.999198,25.5578,0.00211215,0.986796,66.8681,0.000318015,0.997288,0.268432,2.22045e-16,1,All
14.033,3.57752e-05,0.999974,50.8317,0.000167789,0.999289,25.8503,0.00200564,0.987398,67.586,0.000291618,0.997507,0.268444,2.22045e-16,1,All
14.178,2.94252e-05,0.999978,51.3465,0.000148489,0.999371,26.1428,0.001905,0.98797,68.3038,0.000267463,0.997708,0.268457,2.22045e-16,1,All
14.3231,2.41955e-05,0.999982,51.8613,0.000131412,0.999443,26.4353,0.00180988,0.988513,69.0217,0.000245356,0.997892,0.268469,2.22045e-16,1,All
14.4681,1.98902e-05,0.999985,52.3762,0.000116302,0.999506,26.7278,0.00171994,0.989029,69.7395,0.00022512,0.99806,0.268482,2.22045e-16,1,All
14.6132,1.63473e-05,0.999988,52.891,0.000102933,0.999563,27.0203,0.00163489,0.98952,70.4574,0.000206593,0.998215,0.268494,2.22045e-16,1,All
14.7582,1.34327e-05,0.99999,53.4058,9.1105e-05,0.999613,27.3128,0.00155443,0.989986,71.1752,0.00018963,0.998357,0.268507,2.22045e-16,1,All
14.9033,1.10358e-05,0.999992,53.9206,8.06411e-05,0.999657,27.6053,0.0014783,0.99043,71.8931,0.000174095,0.998488,0.26852,2.22045e-16,1,All
15.0483,9.06507e-06,0.999993,54.4354,7.13839e-05,0.999696,27.8978,0.00140625,0.990851,72.611,0.000159865,0.998608,0.268532,2.22045e-16,1,All
15.1934,7.44528e-06,0.999995,54.9502,6.31942e-05,0.99973,28.1903,0.00133803,0.991253,73.3288,0.000146829,0.998718,0.268545,2.22045e-16,1,All
15.3384,6.1142e-06,0.999996,55.465,5.59488e-05,0.999761,28.4828,0.00127343,0.991635,74.0467,0.000134884,0.998819,0.268557,2.22045e-16,1,All
15.4835,5.02061e-06,0.999996,55.9798,4.95388e-05,0.999788,28.7753,0.00121225,0.991998,74.7645,0.000123938,0.998912,0.26857,2.22045e-16,1,All
15.6285,4.12229e-06,0.999997,56.4946,4.38676e-05,0.999812,29.0678,0.00115427,0.992344,75.4824,0.000113904,0.998997,0.268582,2.22045e-16,1,All
15.7736,3.3845e-06,0.999998,57.0094,3.88499e-05,0.999833,29.3603,0.00109933,0.992674,76.2002,0.000104705,0.999075,0.268595,2.22045e-16,1,All
15.9186,2.77863e-06,0.999998,57.5242,3.441e-05,0.999852,29.6528,0.00104725,0.992987,76.9181,9.627e-05,0.999147,0.268607,2.22045e-16,1,All
16.0637,2.28116e-06,0.999998,58.039,3.04813e-05,0.999869,29.9453,0.000997863,0.993286,77.6359,8.85337e-05,0.999214,0.26862,2.22045e-16,1,All
