standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,split
-2.93005,0.0122857,-2.20866,0.0122857,-2.56232,0.0122857,All
-2.92753,0.0124286,-2.20059,0.0124286,-2.55478,0.0124286,All
-2.92363,0.0125714,-2.19994,0.0125714,-2.55311,0.0125714,All
-2.92348,0.0127143,-2.19994,0.0127143,-2.55184,0.0127143,All
-2.92335,0.0128571,-2.19371,0.0128571,-2.55184,0.0128571,All
-2.92324,0.013,-2.17915,0.013,-2.55126,0.013,All
-2.92105,0.0131429,-2.17473,0.0131429,-2.54527,0.0131429,All
-2.92053,0.0132857,-2.17292,0.0132857,-2.54527,0.0132857,All
-2.91966,0.0134286,-2.16794,0.0134286,-2.54412,0.0134286,All
-2.91686,0.0135714,-2.16554,0.0135714,-2.54217,0.0135714,All
-2.91643,0.0137143,-2.16554,0.0137143,-2.54101,0.0137143,All
-2.91628,0.0138571,-2.16052,0.0138571,-2.53444,0.0138571,All
-2.91601,0.014,-2.15861,0.014,-2.53284,0.014,All
-2.91601,0.0141429,-2.15397,0.0141429,-2.53282,0.0141429,All
-2.91597,0.0142857,-2.14762,0.0142857,-2.53191,0.0142857,All
-2.91524,0.0144286,-2.14762,0.0144286,-2.52564,0.0144286,All
-2.91247,0.0145714,-2.14367,0.0145714,-2.51369,0.0145714,All
-2.91247,0.0147143,-2.14336,0.0147143,-2.51148,0.0147143,All
-2.91126,0.0148571,-2.13956,0.0148571,-2.5113,0.0148571,All
-2.91101,0.015,-2.13468,0.015,-2.51059,0.015,All
-2.90987,0.0151429,-2.12371,0.0151429,-2.51059,0.0151429,All
-2.90917,0.0152857,-2.11974,0.0152857,-2.50909,0.0152857,All
-2.90593,0.0154286,-2.11924,0.0154286,-2.50909,0.0154286,All
-2.904,0.0155714,-2.11807,0.0155714,-2.50504,0.0155714,All
-2.90285,0.0157143,-2.11693,0.0157143,-2.49727,0.0157143,All
-2.89998,0.0158571,-2.11446,0.0158571,-2.47805,0.0158571,All
-2.89998,0.016,-2.1031,0.016,-2.47805,0.016,All
-2.89596,0.0161429,-2.08911,0.0161429,-2.47805,0.0161429,All
-2.89435,0.0162857,-2.0869,0.0162857,-2.47292,0.0162857,All
-2.89422,0.0164286,-2.08495,0.0164286,-2.47049,0.0164286,All
-2.89323,0.0165714,-2.08473,0.0165714,-2.47049,0.0165714,All
-2.89069,0.0167143,-2.08473,0.0167143,-2.47049,0.0167143,All
-2.88881,0.0168571,-2.08119,0.0168571,-2.4595,0.0168571,All
-2.88705,0.017,-2.07891,0.017,-2.45117,0.017,All
-2.88705,0.0171429,-2.0715,0.0171429,-2.43838,0.0171429,All
-2.88592,0.0172857,-2.07098,0.0172857,-2.43068,0.0172857,All
-2.88529,0.0174286,-2.06847,0.0174286,-2.42849,0.0174286,All
-2.88494,0.0175714,-2.06647,0.0175714,-2.4239,0.0175714,All
-2.88405,0.0177143,-2.05949,0.0177143,-2.42001,0.0177143,All
-2.88305,0.0178571,-2.05817,0.0178571,-2.41709,0.0178571,All
-2.88171,0.018,-2.0556,0.018,-2.41709,0.018,All
-2.87994,0.0181429,-2.05516,0.0181429,-2.41236,0.0181429,All
-2.87836,0.0182857,-2.04653,0.0182857,-2.41128,0.0182857,All
-2.8777,0.0184286,-2.0453,0.0184286,-2.40428,0.0184286,All
-2.87662,0.0185714,-2.04452,0.0185714,-2.39769,0.0185714,All
-2.87616,0.0187143,-2.04452,0.0187143,-2.39769,0.0187143,All
-2.87585,0.0188571,-2.04178,0.0188571,-2.39749,0.0188571,All
-2.8756,0.019,-2.03963,0.019,-2.39088,0.019,All
-2.86694,0.0191429,-2.03963,0.0191429,-2.3842,0.0191429,All
-2.86418,0.0192857,-2.026,0.0192857,-2.376,0.0192857,All
-2.8637,0.0194286,-2.01972,0.0194286,-2.37488,0.0194286,All
-2.86296,0.0195714,-2.01965,0.0195714,-2.373,0.0195714,All
-2.86232,0.0197143,-2.01676,0.0197143,-2.37165,0.0197143,All
-2.85833,0.0198571,-2.00848,0.0198571,-2.36926,0.0198571,All
-2.85736,0.02,-2.0065,0.02,-2.36926,0.02,All
-2.85664,0.0201429,-2.0065,0.0201429,-2.36877,0.0201429,All
-2.85346,0.0202857,-2.00647,0.0202857,-2.36841,0.0202857,All
-2.85272,0.0204286,-2.00483,0.0204286,-2.36736,0.0204286,All
-2.85087,0.0205714,-2.00004,0.0205714,-2.36171,0.0205714,All
-2.85015,0.0207143,-2.00003,0.0207143,-2.35751,0.0207143,All
-2.84858,0.0208571,-1.99726,0.0208571,-2.35564,0.0208571,All
-2.84599,0.021,-1.99515,0.021,-2.35564,0.021,All
-2.84599,0.0211429,-1.99299,0.0211429,-2.35419,0.0211429,All
-2.84447,0.0212857,-1.99299,0.0212857,-2.35014,0.0212857,All
-2.84231,0.0214286,-1.99066,0.0214286,-2.34027,0.0214286,All
-2.84085,0.0215714,-1.98484,0.0215714,-2.33948,0.0215714,All
-2.83921,0.0217143,-1.98212,0.0217143,-2.33899,0.0217143,All
-2.83841,0.0218571,-1.97966,0.0218571,-2.33899,0.0218571,All
-2.83758,0.022,-1.97229,0.022,-2.33899,0.022,All
-2.83747,0.0221429,-1.96926,0.0221429,-2.338,0.0221429,All
-2.83511,0.0222857,-1.96858,0.0222857,-2.338,0.0222857,All
-2.83378,0.0224286,-1.96422,0.0224286,-2.33068,0.0224286,All
-2.83131,0.0225714,-1.96422,0.0225714,-2.32816,0.0225714,All
-2.83066,0.0227143,-1.96128,0.0227143,-2.32565,0.0227143,All
-2.82993,0.0228571,-1.96066,0.0228571,-2.32565,0.0228571,All
-2.82861,0.023,-1.96066,0.023,-2.32351,0.023,All
-2.82768,0.0231429,-1.96019,0.0231429,-2.32351,0.0231429,All
-2.82765,0.0232857,-1.95919,0.0232857,-2.32331,0.0232857,All
-2.82746,0.0234286,-1.95778,0.0234286,-2.32331,0.0234286,All
-2.82479,0.0235714,-1.95615,0.0235714,-2.31843,0.0235714,All
-2.82259,0.0237143,-1.94623,0.0237143,-2.31824,0.0237143,All
-2.82184,0.0238571,-1.94623,0.0238571,-2.31426,0.0238571,All
-2.82098,0.024,-1.94511,0.024,-2.31396,0.024,All
-2.82098,0.0241429,-1.94433,0.0241429,-2.30972,0.0241429,All
-2.82098,0.0242857,-1.94133,0.0242857,-2.30972,0.0242857,All
-2.82058,0.0244286,-1.93938,0.0244286,-2.30855,0.0244286,All
-2.82055,0.0245714,-1.93584,0.0245714,-2.30816,0.0245714,All
-2.81988,0.0247143,-1.92904,0.0247143,-2.30801,0.0247143,All
-2.81967,0.0248571,-1.92826,0.0248571,-2.30666,0.0248571,All
-2.81753,0.025,-1.92539,0.025,-2.30062,0.025,All
-2.81747,0.0251429,-1.92231,0.0251429,-2.3004,0.0251429,All
-2.81454,0.0252857,-1.92221,0.0252857,-2.29993,0.0252857,All
-2.81213,0.0254286,-1.91244,0.0254286,-2.29974,0.0254286,All
-2.81006,0.0255714,-1.9038,0.0255714,-2.29899,0.0255714,All
-2.80923,0.0257143,-1.90256,0.0257143,-2.29899,0.0257143,All
-2.80689,0.0258571,-1.90251,0.0258571,-2.28971,0.0258571,All
-2.80683,0.026,-1.90149,0.026,-2.28623,0.026,All
-2.8058,0.0261429,-1.8992,0.0261429,-2.28359,0.0261429,All
-2.80541,0.0262857,-1.89784,0.0262857,-2.28208,0.0262857,All
-2.80473,0.0264286,-1.89553,0.0264286,-2.28208,0.0264286,All
-2.80421,0.0265714,-1.89226,0.0265714,-2.28014,0.0265714,All
-2.80402,0.0267143,-1.88665,0.0267143,-2.2799,0.0267143,All
-2.8021,0.0268571,-1.886,0.0268571,-2.2798,0.0268571,All
-2.80099,0.027,-1.88096,0.027,-2.27373,0.027,All
-2.80095,0.0271429,-1.87972,0.0271429,-2.27227,0.0271429,All
-2.79948,0.0272857,-1.86908,0.0272857,-2.27227,0.0272857,All
-2.79853,0.0274286,-1.86505,0.0274286,-2.26776,0.0274286,All
-2.79673,0.0275714,-1.86377,0.0275714,-2.26745,0.0275714,All
-2.79653,0.0277143,-1.86169,0.0277143,-2.26745,0.0277143,All
-2.79543,0.0278571,-1.86118,0.0278571,-2.26421,0.0278571,All
-2.79479,0.028,-1.86106,0.028,-2.26421,0.028,All
-2.79458,0.0281429,-1.85981,0.0281429,-2.26138,0.0281429,All
-2.7907,0.0282857,-1.85735,0.0282857,-2.26131,0.0282857,All
-2.79004,0.0284286,-1.85658,0.0284286,-2.25712,0.0284286,All
-2.78984,0.0285714,-1.85658,0.0285714,-2.25696,0.0285714,All
-2.78905,0.0287143,-1.85071,0.0287143,-2.25696,0.0287143,All
-2.78813,0.0288571,-1.85069,0.0288571,-2.25693,0.0288571,All
-2.78791,0.029,-1.84874,0.029,-2.25693,0.029,All
-2.78745,0.0291429,-1.84637,0.0291429,-2.2355,0.0291429,All
-2.78744,0.0292857,-1.84591,0.0292857,-2.2338,0.0292857,All
-2.78712,0.0294286,-1.84216,0.0294286,-2.23368,0.0294286,All
-2.7869,0.0295714,-1.83926,0.0295714,-2.22935,0.0295714,All
-2.7802,0.0297143,-1.83718,0.0297143,-2.2288,0.0297143,All
-2.77995,0.0298571,-1.83718,0.0298571,-2.22844,0.0298571,All
-2.77841,0.03,-1.83537,0.03,-2.22459,0.03,All
-2.77816,0.0301429,-1.83373,0.0301429,-2.22459,0.0301429,All
-2.77759,0.0302857,-1.83255,0.0302857,-2.22073,0.0302857,All
-2.77727,0.0304286,-1.83181,0.0304286,-2.21946,0.0304286,All
-2.77719,0.0305714,-1.83149,0.0305714,-2.21813,0.0305714,All
-2.77688,0.0307143,-1.83124,0.0307143,-2.21813,0.0307143,All
-2.77643,0.0308571,-1.82133,0.0308571,-2.2175,0.0308571,All
-2.77563,0.031,-1.82133,0.031,-2.21657,0.031,All
-2.77515,0.0311429,-1.81296,0.0311429,-2.20734,0.0311429,All
-2.77363,0.0312857,-1.81296,0.0312857,-2.20421,0.0312857,All
-2.77251,0.0314286,-1.80766,0.0314286,-2.19774,0.0314286,All
-2.77142,0.0315714,-1.80434,0.0315714,-2.19774,0.0315714,All
-2.77095,0.0317143,-1.80408,0.0317143,-2.19771,0.0317143,All
-2.76841,0.0318571,-1.80408,0.0318571,-2.19753,0.0318571,All
-2.76344,0.032,-1.80385,0.032,-2.1948,0.032,All
-2.76279,0.0321429,-1.8014,0.0321429,-2.1948,0.0321429,All
-2.76141,0.0322857,-1.80051,0.0322857,-2.19431,0.0322857,All
-2.76064,0.0324286,-1.80051,0.0324286,-2.19403,0.0324286,All
-2.76035,0.0325714,-1.80015,0.0325714,-2.18702,0.0325714,All
-2.75998,0.0327143,-1.79814,0.0327143,-2.18146,0.0327143,All
-2.7595,0.0328571,-1.79807,0.0328571,-2.17324,0.0328571,All
-2.75913,0.033,-1.7933,0.033,-2.17175,0.033,All
-2.75904,0.0331429,-1.7933,0.0331429,-2.17175,0.0331429,All
-2.75837,0.0332857,-1.79315,0.0332857,-2.16912,0.0332857,All
-2.75545,0.0334286,-1.79174,0.0334286,-2.16912,0.0334286,All
-2.75496,0.0335714,-1.79124,0.0335714,-2.16905,0.0335714,All
-2.75479,0.0337143,-1.78897,0.0337143,-2.16778,0.0337143,All
-2.75456,0.0338571,-1.78424,0.0338571,-2.16574,0.0338571,All
-2.75451,0.034,-1.78424,0.034,-2.16574,0.034,All
-2.75347,0.0341429,-1.78402,0.0341429,-2.1647,0.0341429,All
-2.75174,0.0342857,-1.77967,0.0342857,-2.15982,0.0342857,All
-2.75174,0.0344286,-1.77761,0.0344286,-2.15916,0.0344286,All
-2.7514,0.0345714,-1.77691,0.0345714,-2.15911,0.0345714,All
-2.75127,0.0347143,-1.77668,0.0347143,-2.15515,0.0347143,All
-2.75056,0.0348571,-1.7765,0.0348571,-2.15515,0.0348571,All
-2.75046,0.035,-1.77587,0.035,-2.15391,0.035,All
-2.75008,0.0351429,-1.77506,0.0351429,-2.15253,0.0351429,All
-2.74938,0.0352857,-1.77504,0.0352857,-2.15089,0.0352857,All
-2.74903,0.0354286,-1.77395,0.0354286,-2.14936,0.0354286,All
-2.74903,0.0355714,-1.7711,0.0355714,-2.14678,0.0355714,All
-2.74898,0.0357143,-1.7711,0.0357143,-2.14422,0.0357143,All
-2.74794,0.0358571,-1.7711,0.0358571,-2.14345,0.0358571,All
-2.74773,0.036,-1.76527,0.036,-2.14345,0.036,All
-2.74652,0.0361429,-1.76461,0.0361429,-2.14345,0.0361429,All
-2.74652,0.0362857,-1.76461,0.0362857,-2.14345,0.0362857,All
-2.74637,0.0364286,-1.76324,0.0364286,-2.14328,0.0364286,All
-2.74589,0.0365714,-1.76147,0.0365714,-2.1378,0.0365714,All
-2.74555,0.0367143,-1.76074,0.0367143,-2.13504,0.0367143,All
-2.74463,0.0368571,-1.75745,0.0368571,-2.13345,0.0368571,All
-2.74399,0.037,-1.75675,0.037,-2.1328,0.037,All
-2.74346,0.0371429,-1.75585,0.0371429,-2.12839,0.0371429,All
-2.74346,0.0372857,-1.7548,0.0372857,-2.12681,0.0372857,All
-2.74346,0.0374286,-1.7548,0.0374286,-2.12291,0.0374286,All
-2.74159,0.0375714,-1.75164,0.0375714,-2.12077,0.0375714,All
-2.74157,0.0377143,-1.74673,0.0377143,-2.11916,0.0377143,All
-2.74049,0.0378571,-1.7461,0.0378571,-2.11522,0.0378571,All
-2.73833,0.038,-1.74375,0.038,-2.11314,0.038,All
-2.73202,0.0381429,-1.74342,0.0381429,-2.11288,0.0381429,All
-2.73029,0.0382857,-1.74342,0.0382857,-2.10875,0.0382857,All
-2.73029,0.0384286,-1.74267,0.0384286,-2.10579,0.0384286,All
-2.72952,0.0385714,-1.7403,0.0385714,-2.103,0.0385714,All
-2.72879,0.0387143,-1.7403,0.0387143,-2.1017,0.0387143,All
-2.72682,0.0388571,-1.73772,0.0388571,-2.10107,0.0388571,All
-2.72586,0.039,-1.7341,0.039,-2.09624,0.039,All
-2.72534,0.0391429,-1.73155,0.0391429,-2.09624,0.0391429,All
-2.72399,0.0392857,-1.73117,0.0392857,-2.09624,0.0392857,All
-2.7192,0.0394286,-1.72468,0.0394286,-2.09519,0.0394286,All
-2.71473,0.0395714,-1.72374,0.0395714,-2.09225,0.0395714,All
-2.7135,0.0397143,-1.72286,0.0397143,-2.09168,0.0397143,All
-2.71209,0.0398571,-1.72078,0.0398571,-2.09168,0.0398571,All
-2.71195,0.04,-1.71802,0.04,-2.09162,0.04,All
-2.71067,0.0401429,-1.71751,0.0401429,-2.09162,0.0401429,All
-2.70955,0.0402857,-1.71167,0.0402857,-2.09019,0.0402857,All
-2.70903,0.0404286,-1.71117,0.0404286,-2.08951,0.0404286,All
-2.7061,0.0405714,-1.707,0.0405714,-2.089,0.0405714,All
-2.70569,0.0407143,-1.707,0.0407143,-2.08615,0.0407143,All
-2.70563,0.0408571,-1.70468,0.0408571,-2.08611,0.0408571,All
-2.70502,0.041,-1.70402,0.041,-2.08429,0.041,All
-2.70233,0.0411429,-1.704,0.0411429,-2.08429,0.0411429,All
-2.70192,0.0412857,-1.70154,0.0412857,-2.08104,0.0412857,All
-2.70159,0.0414286,-1.70154,0.0414286,-2.07814,0.0414286,All
-2.70097,0.0415714,-1.69183,0.0415714,-2.07014,0.0415714,All
-2.69941,0.0417143,-1.69068,0.0417143,-2.06758,0.0417143,All
-2.69848,0.0418571,-1.69037,0.0418571,-2.06633,0.0418571,All
-2.69687,0.042,-1.68986,0.042,-2.06202,0.042,All
-2.69671,0.0421429,-1.68664,0.0421429,-2.06202,0.0421429,All
-2.69668,0.0422857,-1.6856,0.0422857,-2.05507,0.0422857,All
-2.69474,0.0424286,-1.68488,0.0424286,-2.05053,0.0424286,All
-2.69466,0.0425714,-1.68382,0.0425714,-2.04745,0.0425714,All
-2.69466,0.0427143,-1.68382,0.0427143,-2.04745,0.0427143,All
-2.69362,0.0428571,-1.68308,0.0428571,-2.0457,0.0428571,All
-2.69346,0.043,-1.68031,0.043,-2.04363,0.043,All
-2.6926,0.0431429,-1.68031,0.0431429,-2.04363,0.0431429,All
-2.69099,0.0432857,-1.67997,0.0432857,-2.04291,0.0432857,All
-2.69088,0.0434286,-1.6783,0.0434286,-2.04073,0.0434286,All
-2.69088,0.0435714,-1.67634,0.0435714,-2.03963,0.0435714,All
-2.69029,0.0437143,-1.6757,0.0437143,-2.03963,0.0437143,All
-2.69024,0.0438571,-1.67557,0.0438571,-2.03783,0.0438571,All
-2.68986,0.044,-1.67557,0.044,-2.03612,0.044,All
-2.68951,0.0441429,-1.67557,0.0441429,-2.03607,0.0441429,All
-2.68779,0.0442857,-1.67365,0.0442857,-2.03607,0.0442857,All
-2.68671,0.0444286,-1.6736,0.0444286,-2.03519,0.0444286,All
-2.68512,0.0445714,-1.66972,0.0445714,-2.03248,0.0445714,All
-2.68282,0.0447143,-1.66972,0.0447143,-2.03248,0.0447143,All
-2.68262,0.0448571,-1.66877,0.0448571,-2.02904,0.0448571,All
-2.68224,0.045,-1.66685,0.045,-2.02888,0.045,All
-2.68223,0.0451429,-1.66685,0.0451429,-2.02453,0.0451429,All
-2.68167,0.0452857,-1.6616,0.0452857,-2.02375,0.0452857,All
-2.68167,0.0454286,-1.6605,0.0454286,-2.02375,0.0454286,All
-2.68146,0.0455714,-1.65876,0.0455714,-2.02197,0.0455714,All
-2.68,0.0457143,-1.65667,0.0457143,-2.01718,0.0457143,All
-2.6795,0.0458571,-1.65615,0.0458571,-2.01353,0.0458571,All
-2.67748,0.046,-1.65509,0.046,-2.01353,0.046,All
-2.67726,0.0461429,-1.65438,0.0461429,-2.01112,0.0461429,All
-2.6771,0.0462857,-1.65335,0.0462857,-2.00622,0.0462857,All
-2.67578,0.0464286,-1.65059,0.0464286,-2.00423,0.0464286,All
-2.67538,0.0465714,-1.6492,0.0465714,-2.00084,0.0465714,All
-2.67387,0.0467143,-1.64738,0.0467143,-2.00036,0.0467143,All
-2.67347,0.0468571,-1.64629,0.0468571,-1.9986,0.0468571,All
-2.67202,0.047,-1.64189,0.047,-1.99753,0.047,All
-2.66951,0.0471429,-1.64189,0.0471429,-1.99656,0.0471429,All
-2.66939,0.0472857,-1.63872,0.0472857,-1.99656,0.0472857,All
-2.6675,0.0474286,-1.63744,0.0474286,-1.99611,0.0474286,All
-2.6669,0.0475714,-1.63744,0.0475714,-1.98942,0.0475714,All
-2.66489,0.0477143,-1.63744,0.0477143,-1.98942,0.0477143,All
-2.66218,0.0478571,-1.63688,0.0478571,-1.98428,0.0478571,All
-2.66166,0.048,-1.62605,0.048,-1.98278,0.048,All
-2.65389,0.0481429,-1.62521,0.0481429,-1.97581,0.0481429,All
-2.65188,0.0482857,-1.62511,0.0482857,-1.97546,0.0482857,All
-2.65188,0.0484286,-1.62474,0.0484286,-1.97514,0.0484286,All
-2.65188,0.0485714,-1.62474,0.0485714,-1.97327,0.0485714,All
-2.65003,0.0487143,-1.62391,0.0487143,-1.97073,0.0487143,All
-2.64986,0.0488571,-1.62328,0.0488571,-1.96772,0.0488571,All
-2.64979,0.049,-1.62256,0.049,-1.96616,0.049,All
-2.64892,0.0491429,-1.61576,0.0491429,-1.96614,0.0491429,All
-2.64673,0.0492857,-1.61502,0.0492857,-1.96416,0.0492857,All
-2.64643,0.0494286,-1.61444,0.0494286,-1.96232,0.0494286,All
-2.64525,0.0495714,-1.61359,0.0495714,-1.96071,0.0495714,All
-2.64503,0.0497143,-1.61027,0.0497143,-1.9604,0.0497143,All
-2.64418,0.0498571,-1.61027,0.0498571,-1.9604,0.0498571,All
-2.64127,0.05,-1.60851,0.05,-1.95991,0.05,All
-2.64008,0.0501429,-1.60363,0.0501429,-1.9595,0.0501429,All
-2.6378,0.0502857,-1.60008,0.0502857,-1.95942,0.0502857,All
-2.63747,0.0504286,-1.5998,0.0504286,-1.95942,0.0504286,All
-2.63637,0.0505714,-1.59866,0.0505714,-1.95942,0.0505714,All
-2.63524,0.0507143,-1.59842,0.0507143,-1.95942,0.0507143,All
-2.63517,0.0508571,-1.59747,0.0508571,-1.9571,0.0508571,All
-2.63415,0.051,-1.5971,0.051,-1.95387,0.051,All
-2.63362,0.0511429,-1.596,0.0511429,-1.95387,0.0511429,All
-2.63362,0.0512857,-1.59454,0.0512857,-1.95361,0.0512857,All
-2.63189,0.0514286,-1.59035,0.0514286,-1.95303,0.0514286,All
-2.63122,0.0515714,-1.59,0.0515714,-1.9477,0.0515714,All
-2.62935,0.0517143,-1.58733,0.0517143,-1.94225,0.0517143,All
-2.6286,0.0518571,-1.5866,0.0518571,-1.94225,0.0518571,All
-2.6276,0.052,-1.58651,0.052,-1.93914,0.052,All
-2.62746,0.0521429,-1.58205,0.0521429,-1.93904,0.0521429,All
-2.6273,0.0522857,-1.58143,0.0522857,-1.93458,0.0522857,All
-2.62607,0.0524286,-1.58032,0.0524286,-1.92735,0.0524286,All
-2.62303,0.0525714,-1.58032,0.0525714,-1.92434,0.0525714,All
-2.62234,0.0527143,-1.57993,0.0527143,-1.92046,0.0527143,All
-2.62044,0.0528571,-1.5785,0.0528571,-1.91859,0.0528571,All
-2.61958,0.053,-1.57765,0.053,-1.91492,0.053,All
-2.61936,0.0531429,-1.57765,0.0531429,-1.91416,0.0531429,All
