Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,split
5.29457,0.45,21.8927,0.45,4.63816,0.45,All
5.33904,0.457143,21.9801,0.457143,4.6824,0.457143,All
5.36622,0.464286,22.05,0.464286,4.74737,0.464286,All
5.39452,0.471429,22.0839,0.471429,4.76642,0.471429,All
5.424,0.478571,22.121,0.478571,4.87961,0.478571,All
5.46471,0.485714,22.2392,0.485714,4.99346,0.485714,All
5.53888,0.492857,22.2556,0.492857,5.01352,0.492857,All
5.53969,0.5,22.4346,0.5,5.27877,0.5,All
5.58117,0.507143,22.4576,0.507143,5.28261,0.507143,All
5.60403,0.514286,22.4901,0.514286,5.34934,0.514286,All
5.61682,0.521429,22.5045,0.521429,5.55835,0.521429,All
5.62236,0.528571,22.5111,0.528571,5.58404,0.528571,All
5.65317,0.535714,22.5684,0.535714,5.66917,0.535714,All
5.67032,0.542857,22.6659,0.542857,5.67011,0.542857,All
5.67673,0.55,22.744,0.55,5.68281,0.55,All
5.68632,0.557143,22.7443,0.557143,5.72764,0.557143,All
5.74093,0.564286,22.7708,0.564286,5.78059,0.564286,All
5.74955,0.571429,22.7876,0.571429,5.84032,0.571429,All
5.77213,0.578571,22.9258,0.578571,6.01278,0.578571,All
5.77854,0.585714,23.0208,0.585714,6.0245,0.585714,All
5.79513,0.592857,23.1979,0.592857,6.03056,0.592857,All
5.85474,0.6,23.2734,0.6,6.03909,0.6,All
5.88284,0.607143,23.2736,0.607143,6.111,0.607143,All
5.88373,0.614286,23.5441,0.614286,6.21539,0.614286,All
5.88974,0.621429,23.6068,0.621429,6.25994,0.621429,All
5.90722,0.628571,23.6438,0.628571,6.28164,0.628571,All
5.91677,0.635714,23.6862,0.635714,6.53232,0.635714,All
5.9203,0.642857,23.6979,0.642857,6.62765,0.642857,All
5.94734,0.65,23.7381,0.65,6.72131,0.65,All
5.96359,0.657143,23.8066,0.657143,6.8297,0.657143,All
5.97036,0.664286,23.8183,0.664286,6.90294,0.664286,All
5.97406,0.671429,23.8959,0.671429,6.92577,0.671429,All
6.01913,0.678571,23.8972,0.678571,6.95211,0.678571,All
6.02432,0.685714,23.9455,0.685714,6.97136,0.685714,All
6.04866,0.692857,23.9869,0.692857,7.00451,0.692857,All
6.07921,0.7,24.063,0.7,7.4809,0.7,All
6.07997,0.707143,24.0735,0.707143,7.71846,0.707143,All
6.08507,0.714286,24.1391,0.714286,7.74517,0.714286,All
6.1117,0.721429,24.1583,0.721429,8.01093,0.721429,All
6.11788,0.728571,24.1739,0.728571,8.34002,0.728571,All
6.12477,0.735714,24.237,0.735714,8.52826,0.735714,All
6.15439,0.742857,24.2546,0.742857,8.56943,0.742857,All
6.17116,0.75,24.3242,0.75,8.63572,0.75,All
6.20719,0.757143,24.5837,0.757143,8.65715,0.757143,All
6.21489,0.764286,24.5962,0.764286,8.81789,0.764286,All
6.21941,0.771429,24.8234,0.771429,8.92887,0.771429,All
6.22248,0.778571,24.9406,0.778571,8.96218,0.778571,All
6.23568,0.785714,24.9654,0.785714,9.19481,0.785714,All
6.23616,0.792857,24.9903,0.792857,9.23643,0.792857,All
6.24058,0.8,24.9988,0.8,9.47724,0.8,All
6.30494,0.807143,25.1447,0.807143,9.59664,0.807143,All
6.31163,0.814286,25.3642,0.814286,9.88263,0.814286,All
6.33683,0.821429,25.4644,0.821429,10.1565,0.821429,All
6.34068,0.828571,25.5018,0.828571,10.2537,0.828571,All
6.35452,0.835714,25.5302,0.835714,10.3205,0.835714,All
6.36091,0.842857,25.5356,0.842857,10.4915,0.842857,All
6.36206,0.85,25.6607,0.85,10.5988,0.85,All
6.37142,0.857143,25.8436,0.857143,11.4524,0.857143,All
6.39683,0.864286,25.8814,0.864286,11.8034,0.864286,All
6.40093,0.871429,25.9574,0.871429,11.8529,0.871429,All
6.40508,0.878571,25.9578,0.878571,12.5895,0.878571,All
6.41525,0.885714,26.0421,0.885714,12.6516,0.885714,All
6.42578,0.892857,26.0986,0.892857,12.6896,0.892857,All
6.47813,0.9,26.2218,0.9,12.8083,0.9,All
6.4969,0.907143,26.4542,0.907143,13.4426,0.907143,All
6.50707,0.914286,26.5098,0.914286,13.55,0.914286,All
6.53046,0.921429,26.662,0.921429,13.656,0.921429,All
6.53325,0.928571,26.7172,0.928571,14.2568,0.928571,All
6.55109,0.935714,26.9292,0.935714,14.6995,0.935714,All
6.55964,0.942857,27.0611,0.942857,15.7496,0.942857,All
6.58001,0.95,27.3394,0.95,16.1155,0.95,All
6.68571,0.957143,27.3742,0.957143,17.253,0.957143,All
6.69879,0.964286,27.6392,0.964286,17.9699,0.964286,All
6.73832,0.971429,28.6636,0.971429,19.3066,0.971429,All
6.77318,0.978571,28.9164,0.978571,19.9965,0.978571,All
6.87318,0.985714,29.6421,0.985714,20.6637,0.985714,All
6.95419,0.992857,30.3991,0.992857,21.4284,0.992857,All
6.98399,1,34.9084,1,28.3343,1,All
15.8542,1,54.4069,1,28.3343,1,All
