Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,split
11.1138,0.0014221,0.998868,39.0179,0.00136469,0.995812,19.2172,0.00452538,0.974172,All
11.2575,0.0011915,0.999055,39.4843,0.0011766,0.996403,19.4935,0.00428446,0.975388,All
11.4011,0.000997366,0.999212,39.9506,0.00101359,0.996913,19.7698,0.0040578,0.97654,All
11.5448,0.000834133,0.999343,40.4169,0.000872469,0.997352,20.046,0.00384447,0.977632,All
11.6884,0.00069704,0.999453,40.8833,0.00075044,0.997729,20.3223,0.0036436,0.978666,All
11.8321,0.000582029,0.999544,41.3496,0.000645029,0.998054,20.5986,0.0034544,0.979646,All
11.9757,0.000485642,0.999621,41.8159,0.000554061,0.998333,20.8749,0.00327613,0.980575,All
12.1194,0.000404942,0.999685,42.2822,0.000475629,0.998573,21.1511,0.00310808,0.981457,All
12.263,0.000337437,0.999738,42.7486,0.000408065,0.998779,21.4274,0.00294963,0.982294,All
12.4067,0.000281018,0.999782,43.2149,0.00034991,0.998955,21.7037,0.00280016,0.983088,All
12.5503,0.000233902,0.999819,43.6812,0.000299891,0.999106,21.98,0.00265911,0.983842,All
12.694,0.000194586,0.99985,44.1476,0.000256902,0.999236,22.2562,0.00252597,0.984558,All
12.8376,0.0001618,0.999875,44.6139,0.000219978,0.999347,22.5325,0.00240025,0.985238,All
12.9812,0.000134479,0.999896,45.0802,0.000188284,0.999442,22.8088,0.00228149,0.985885,All
13.1249,0.000111725,0.999914,45.5466,0.000161096,0.999523,23.085,0.00216926,0.986499,All
13.2685,9.27855e-05,0.999929,46.0129,0.000137785,0.999593,23.3613,0.00206318,0.987084,All
13.4122,7.703e-05,0.999941,46.4792,0.000117809,0.999652,23.6376,0.00196287,0.98764,All
13.5558,6.39295e-05,0.999951,46.9456,0.000100699,0.999703,23.9139,0.00186799,0.988169,All
13.6995,5.30416e-05,0.999959,47.4119,8.60499e-05,0.999746,24.1901,0.00177821,0.988672,All
13.8431,4.39964e-05,0.999966,47.8782,7.35135e-05,0.999784,24.4664,0.00169323,0.989152,All
13.9868,3.6485e-05,0.999972,48.3445,6.27891e-05,0.999815,24.7427,0.00161278,0.989608,All
14.1304,3.02495e-05,0.999977,48.8109,5.3618e-05,0.999842,25.019,0.00153657,0.990043,All
14.2741,2.5075e-05,0.999981,49.2772,4.57778e-05,0.999865,25.2952,0.00146438,0.990458,All
14.4177,2.07821e-05,0.999984,49.7435,3.90774e-05,0.999885,25.5715,0.00139595,0.990853,All
14.5614,1.72217e-05,0.999987,50.2099,3.33527e-05,0.999902,25.8478,0.00133109,0.991229,All
14.705,1.42695e-05,0.999989,50.6762,2.84629e-05,0.999916,26.1241,0.00126958,0.991589,All
14.8487,1.18222e-05,0.999991,51.1425,2.42871e-05,0.999929,26.4003,0.00121123,0.991931,All
14.9923,9.79372e-06,0.999993,51.6089,2.07219e-05,0.999939,26.6766,0.00115586,0.992258,All
15.1359,8.11276e-06,0.999994,52.0752,1.76786e-05,0.999948,26.9529,0.00110331,0.99257,All
15.2796,6.71999e-06,0.999995,52.5415,1.50812e-05,0.999956,27.2292,0.00105342,0.992868,All
15.4232,5.56614e-06,0.999996,53.0079,1.28647e-05,0.999962,27.5054,0.00100604,0.993153,All
15.5669,4.61033e-06,0.999996,53.4742,1.09735e-05,0.999968,27.7817,0.000961033,0.993424,All
15.7105,3.81865e-06,0.999997,53.9405,9.36006e-06,0.999973,28.058,0.000918263,0.993684,All
15.8542,3.16296e-06,0.999998,54.4069,7.98372e-06,0.999977,28.3343,0.00087761,0.993932,All
