iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,b
259,277.899,1,5.08836,21.6589,4.91453,28.7793,0.260949,0.22998,0.584773,0.184068,0.024153
260,287.628,1,5.07601,21.3542,4.84013,28.2964,0.271378,0.224694,0.598182,0.192443,0.0251022
261,288.649,1,5.08498,21.323,4.96947,28.3327,0.25916,0.216728,0.660829,0.216998,0.0247459
262,288.823,1,5.09333,21.5462,5.23874,28.1281,0.270849,0.226624,0.696151,0.214702,0.0243004
263,283.15,1,5.12185,21.3289,5.2207,27.9939,0.265012,0.215033,0.703665,0.164799,0.0248019
264,280.224,1,5.1188,21.4242,5.07351,29.2222,0.2609,0.208174,0.700192,0.169241,0.0245212
265,279.841,1,5.07297,21.2594,5.04743,28.705,0.271406,0.224757,0.669157,0.168625,0.0241512
266,282.421,1,5.09803,21.5465,4.97155,28.8037,0.26784,0.210011,0.66563,0.163198,0.024955
267,283.432,1,5.12001,21.8175,4.80107,28.3571,0.263817,0.211755,0.672503,0.158348,0.0252274
268,281.528,1,5.08955,21.507,4.81578,28.0416,0.266804,0.201427,0.7101,0.155022,0.0249391
269,278.208,1,5.11391,21.7717,4.7275,27.8063,0.261518,0.194472,0.674103,0.152183,0.0250248
270,284.739,1,5.09029,22.1174,4.71145,27.6269,0.266979,0.207037,0.701486,0.15603,0.0252825
271,284.458,1,5.14341,22.1023,4.72728,28.3244,0.26012,0.218368,0.661568,0.158829,0.0253548
272,281.166,1,5.12861,22.0941,4.71836,28.1456,0.26285,0.217167,0.640934,0.165331,0.0248748
273,273.315,1,5.11209,21.7465,4.41658,28.112,0.265148,0.208618,0.603266,0.143364,0.0247203
274,278.717,1,5.10366,21.6857,4.61175,27.8737,0.261445,0.232314,0.623608,0.130726,0.0252424
275,272.897,1,5.12662,21.639,4.73283,28.0234,0.262311,0.235237,0.636353,0.126791,0.0245047
276,271.733,1,5.12908,22.1195,4.62687,27.0261,0.267889,0.245282,0.588647,0.12106,0.0245732
277,269.829,1,5.09066,21.8738,4.59549,26.9892,0.276849,0.226798,0.579544,0.122654,0.0244617
278,271.493,1,5.13194,21.9365,4.61504,26.7474,0.260413,0.229532,0.586819,0.109673,0.0252382
279,279.796,1,5.1519,22.0517,4.68682,26.4432,0.261718,0.21752,0.610309,0.12113,0.0260719
280,269.535,1,5.12722,21.856,4.72449,25.9961,0.262982,0.219466,0.594001,0.102025,0.0253322
281,269.413,1,5.15962,21.8604,5.06088,26.5148,0.254661,0.209301,0.621766,0.116804,0.0249889
282,266.461,1,5.12874,21.7334,4.84895,27.3502,0.263893,0.190863,0.668561,0.116143,0.0245554
283,269.708,1,5.11642,22.078,4.87347,27.3426,0.262664,0.186147,0.663758,0.113504,0.025185
284,274.301,1,5.07656,21.9659,5.02177,27.8318,0.27777,0.198267,0.706537,0.111288,0.0251338
285,261.41,1,5.07599,21.4555,4.76757,27.5636,0.263517,0.199837,0.614761,0.103159,0.0244098
286,261.536,1,5.10892,21.6493,4.87058,27.7128,0.263045,0.196721,0.653907,0.0971042,0.0245184
287,265.888,1,5.10492,21.8136,4.97905,27.4394,0.261465,0.17825,0.685862,0.106321,0.0249226
288,268.353,1,5.14608,21.2243,5.14544,27.2825,0.259652,0.194251,0.686386,0.114675,0.0247192
289,272.745,1,5.13574,21.1874,5.02824,27.1525,0.254578,0.209666,0.70957,0.114621,0.0249699
290,278.606,1,5.11604,21.6668,4.89442,26.9621,0.260422,0.196092,0.734863,0.117891,0.0256426
291,278.851,1,5.14185,22.0235,4.97637,26.5739,0.26238,0.212215,0.715425,0.133545,0.0250279
292,271.183,1,5.11532,21.7224,4.94288,26.8229,0.255733,0.18856,0.748473,0.107012,0.0251771
293,277.055,1,5.11158,21.426,4.873,26.9919,0.258877,0.177663,0.720875,0.106949,0.0262977
294,263.375,1,5.10384,21.0497,4.97218,27.2009,0.258257,0.192536,0.701937,0.0933743,0.0247678
295,265.324,1,5.10825,21.4584,4.98028,26.8475,0.257246,0.205745,0.707624,0.0801712,0.0253234
296,268.754,1,5.10691,21.4301,4.92721,27.2395,0.256734,0.212661,0.742851,0.0904294,0.0250421
297,263.257,1,5.1074,21.3086,4.78805,28.0884,0.253407,0.200702,0.713292,0.0835291,0.0250415
298,259.802,1,5.12199,21.0135,4.9533,28.1445,0.253951,0.203519,0.730078,0.0634639,0.0254643
299,254.108,1,5.10614,21.0273,4.97586,28.2051,0.264136,0.189511,0.730491,0.0664725,0.0246652
300,248.252,1,5.08475,21.1609,5.09675,28.1774,0.270666,0.191012,0.699631,0.059569,0.0242966
301,257.119,1,5.11829,20.9109,5.0348,28.2083,0.265933,0.192365,0.692683,0.0692706,0.0250313
302,257.727,1,5.10359,20.9581,4.95989,27.9837,0.266301,0.190963,0.676843,0.0755517,0.0248725
303,266.803,1,5.08627,20.6643,4.97089,27.7547,0.266373,0.210456,0.661445,0.0786157,0.0256417
304,269.572,1,5.12141,21.5115,5.17837,27.9997,0.259776,0.215948,0.68836,0.0855192,0.0255291
305,266.593,1,5.13301,21.1262,5.2085,28.1538,0.255146,0.224764,0.69509,0.0839956,0.0251127
306,268.06,1,5.12367,21.3068,5.06892,28.4769,0.258996,0.220824,0.677491,0.0760555,0.025774
307,259.867,1,5.09449,21.5472,4.84722,28.4626,0.254601,0.195641,0.68425,0.0784785,0.0250091
308,261.684,1,5.09362,21.2729,4.71957,28.4663,0.254413,0.206781,0.619843,0.0830507,0.0252154
309,264.363,1,5.08257,21.0872,4.79756,28.149,0.253329,0.222023,0.649239,0.0809568,0.0252233
310,258.689,1,5.09272,21.096,4.56507,28.2289,0.250134,0.197793,0.64285,0.0766332,0.02525
311,256.993,1,5.09909,21.2319,4.72467,28.4975,0.25252,0.198728,0.675939,0.0803696,0.0246062
312,263.866,1,5.06042,21.2245,4.73182,28.2706,0.270397,0.235505,0.689317,0.0854748,0.0243002
313,263.49,1,5.12511,21.2283,4.99744,28.0578,0.25817,0.225638,0.677012,0.0811229,0.0248741
314,262.282,1,5.10529,20.9685,5.0326,28.2974,0.273253,0.211332,0.790103,0.0823548,0.0241588
315,252.469,1,5.12356,21.559,4.82171,27.5719,0.261383,0.211669,0.750542,0.0795261,0.0233877
316,266.568,1,5.1381,21.4239,4.79106,27.7899,0.259246,0.225449,0.755951,0.0999526,0.0241526
317,269.99,1,5.10565,21.2013,4.96546,27.3348,0.263964,0.234436,0.82107,0.090324,0.0243813
318,275.054,1,5.10653,21.3318,4.98965,27.4449,0.266661,0.214612,0.733627,0.105501,0.0251725
319,277.722,1,5.11589,21.6421,4.73347,27.3184,0.267656,0.227409,0.807099,0.114747,0.0246892
320,277.856,1,5.08911,21.5326,4.72555,28.1343,0.275936,0.24927,0.765232,0.113217,0.0244317
321,277.681,1,5.1337,21.3917,4.85342,28.8392,0.268212,0.230531,0.757995,0.109617,0.0250328
322,273.7,1,5.11069,21.4086,5.10785,28.7451,0.269824,0.207423,0.735065,0.100352,0.0252715
323,275.225,1,5.12551,21.6873,5.18859,28.5212,0.265753,0.213601,0.780577,0.105236,0.0250254
324,271.616,1,5.11028,21.5149,4.94119,28.5126,0.271177,0.208601,0.7696,0.102185,0.024741
325,275.659,1,5.11153,21.3509,5.07228,28.7781,0.274589,0.224063,0.744538,0.0938262,0.0253742
326,269.776,1,5.1283,21.4758,4.97399,28.5698,0.277981,0.218437,0.730698,0.0858146,0.0250838
327,269.643,1,5.15455,21.3274,5.29001,29.129,0.27335,0.195827,0.716305,0.101487,0.0250257
328,267.965,1,5.11288,21.7058,5.1813,29.0425,0.271965,0.213099,0.716604,0.09718,0.0246042
329,276.057,1,5.11001,21.4594,4.8143,28.7456,0.270481,0.220616,0.731876,0.0989004,0.0254465
330,277.412,1,5.09998,21.6233,4.66828,28.9903,0.266997,0.226413,0.704267,0.102867,0.0255213
331,276.513,1,5.11632,21.4155,4.76446,28.5818,0.264014,0.196298,0.739491,0.110602,0.0255456
332,276.735,1,5.12087,21.5543,4.95824,28.5273,0.268654,0.210532,0.718725,0.103391,0.025622
333,278.099,1,5.0919,21.0812,5.22352,28.7718,0.278025,0.219063,0.711787,0.102821,0.0255241
334,275.441,1,5.08424,21.1979,5.04289,28.8388,0.27247,0.229138,0.718996,0.102979,0.0250175
335,276.953,1,5.07711,20.8579,4.97242,28.9977,0.267829,0.245738,0.746761,0.0991285,0.025039
336,271.997,1,5.06699,21.2735,5.22081,28.511,0.273572,0.227574,0.733363,0.0968272,0.024722
337,273.636,1,5.10279,21.4064,5.06791,29.053,0.266989,0.225552,0.734603,0.112132,0.0245736
338,278.944,1,5.11286,21.5529,4.9407,28.6391,0.263718,0.243684,0.707683,0.114679,0.0250963
339,279.457,1,5.10795,21.1613,4.8828,28.4617,0.26481,0.238511,0.731237,0.1214,0.0249188
340,273.342,1,5.09651,21.2213,4.96366,28.3127,0.264504,0.23226,0.682552,0.116997,0.0245758
341,270.659,1,5.0728,21.0977,4.77115,28.9498,0.26474,0.244157,0.64478,0.115841,0.0242858
342,271.867,1,5.09411,21.3507,4.83773,28.7307,0.262028,0.268276,0.685637,0.122357,0.0237326
343,270.96,1,5.10705,21.4128,4.86945,28.7987,0.262806,0.250286,0.63387,0.131378,0.0238828
344,278.092,1,5.13554,21.3895,4.92812,27.7858,0.253842,0.255514,0.653207,0.136888,0.0246327
345,277.993,1,5.11675,21.4218,5.12794,27.6832,0.264168,0.253502,0.635316,0.148662,0.0242599
346,273.576,1,5.09347,21.0654,4.91159,28.5835,0.27061,0.266838,0.61939,0.150838,0.0234964
347,279.007,1,5.11603,21.1939,5.10308,27.8656,0.267566,0.258321,0.639972,0.171587,0.0237597
348,280.429,1,5.12833,21.277,5.1645,26.9465,0.268,0.259661,0.629842,0.150924,0.0244291
349,267.356,1,5.12537,21.7514,5.0452,27.1495,0.275014,0.221914,0.5758,0.125707,0.0242157
350,269.133,1,5.13931,21.4074,5.17152,27.42,0.269173,0.220386,0.618208,0.128329,0.0242073
351,273.976,1,5.12213,21.8803,4.96974,26.7527,0.271536,0.208319,0.555709,0.122158,0.025561
352,272.95,1,5.06915,21.6236,4.81285,26.8131,0.27748,0.190655,0.595051,0.118956,0.0254622
353,270.714,1,5.10049,21.5264,4.73853,26.8625,0.259759,0.212049,0.581469,0.116987,0.0252006
354,267.558,1,5.09069,21.718,4.63659,27.4785,0.265727,0.202507,0.591985,0.112083,0.0249522
355,259.846,1,5.09649,21.3104,4.7267,27.1297,0.26435,0.196298,0.618473,0.0903869,0.0247301
356,258.399,1,5.09224,21.4974,4.73945,27.3577,0.262673,0.204259,0.654793,0.0796447,0.0246539
357,253.756,1,5.14276,21.5774,5.04582,27.9716,0.259462,0.217168,0.654152,0.0743765,0.024216
358,256.606,1,5.13046,21.5749,4.94372,28.1038,0.255928,0.223313,0.639767,0.0724189,0.0246761
359,263.363,1,5.12865,21.2025,5.26854,28.107,0.253995,0.244318,0.683868,0.0741225,0.0249176
360,265.494,1,5.11646,20.9586,5.4897,27.9394,0.262553,0.21965,0.684839,0.0771747,0.0252797
361,256.202,1,5.08933,21.3534,5.20627,28.3007,0.265142,0.210078,0.734838,0.0693957,0.0243202
362,267.611,1,5.1108,21.2783,5.22197,28.2313,0.260606,0.210042,0.698211,0.0717546,0.0259906
363,266.374,1,5.11105,21.1277,5.07478,28.1399,0.260244,0.211787,0.698818,0.0699361,0.0258822
364,262.5,1,5.13445,20.8712,5.26691,27.8837,0.259851,0.210395,0.702063,0.0718766,0.0253014
365,267.034,1,5.15044,21.2012,5.20716,27.7632,0.260542,0.209534,0.678483,0.0836518,0.0254734
366,269.511,1,5.13792,21.24,5.26766,27.5377,0.257311,0.216547,0.689289,0.100375,0.024967
367,273.81,1,5.10248,20.9882,5.06616,26.9804,0.259688,0.213628,0.717762,0.0859516,0.0259497
368,276.2,1,5.09571,20.9215,5.04044,26.3308,0.257509,0.229777,0.690077,0.0864219,0.0261511
369,274.99,1,5.08259,21.1531,4.90092,26.0999,0.255763,0.223671,0.652562,0.096185,0.0259148
370,271.782,1,5.09833,20.8744,5.07159,25.6269,0.259741,0.221921,0.660268,0.0931965,0.0255432
371,271.463,1,5.09539,20.9805,5.16283,25.7738,0.26053,0.228834,0.709301,0.0947017,0.0250419
372,271.578,1,5.07798,21.1574,4.83689,26.2947,0.262844,0.209904,0.657282,0.093511,0.0256645
373,271.706,1,5.1292,21.3669,4.9097,26.0174,0.25813,0.221664,0.666128,0.0935724,0.0255613
374,273.951,1,5.13368,21.0571,5.19221,25.8605,0.257734,0.216221,0.673012,0.105116,0.0255157
375,267.744,1,5.13148,21.5049,5.18973,25.8328,0.26085,0.221714,0.6291,0.103172,0.0248333
376,264.958,1,5.13236,21.216,5.07634,26.042,0.258298,0.20171,0.623768,0.106673,0.024785
377,263.357,1,5.12126,21.2256,5.3445,26.1555,0.253486,0.194054,0.693592,0.0992964,0.0246205
378,267.832,1,5.10936,21.4107,5.2077,25.7638,0.25824,0.197512,0.734991,0.103395,0.024695
379,263.146,1,5.10078,21.292,5.33909,26.2116,0.265086,0.172517,0.7155,0.101519,0.0246612
380,263.146,1,5.07521,21.3009,5.24629,25.9105,0.264654,0.174144,0.710968,0.0803586,0.0254756
381,260.77,1,5.12699,21.0218,5.20176,26.4321,0.255944,0.1651,0.693323,0.0839645,0.0254822
382,264.939,1,5.1043,20.7111,5.19283,26.5359,0.254346,0.179798,0.657877,0.0828124,0.0259422
383,270.163,1,5.13499,21.142,5.03086,26.5305,0.25767,0.194058,0.662066,0.0823897,0.0263766
384,260.338,1,5.13959,21.2886,5.27082,26.4447,0.256824,0.185847,0.71587,0.0727643,0.0253825
385,255.892,1,5.14851,21.5641,5.23309,26.6123,0.260583,0.209671,0.683316,0.0674459,0.0247645
386,252.116,1,5.16565,21.4509,5.32698,26.6859,0.260361,0.20825,0.693288,0.0687874,0.0242049
387,258.84,1,5.12921,21.3667,5.30572,26.948,0.260157,0.216735,0.706771,0.0690838,0.0247871
388,262.479,1,5.10671,21.469,4.99581,26.9869,0.26629,0.198426,0.645865,0.0741584,0.0255782
389,257.327,1,5.09081,21.2008,4.93175,27.3817,0.26303,0.1921,0.647955,0.0781811,0.024826
390,256.556,1,5.09198,21.44,4.88523,27.0038,0.264941,0.198513,0.665678,0.0750612,0.024636
391,248.3,1,5.1255,21.5915,4.96778,27.1811,0.26897,0.195933,0.672884,0.0735539,0.0236844
392,247.569,1,5.14782,21.7997,4.8767,27.1283,0.257247,0.204139,0.622005,0.0673137,0.024198
393,255.779,1,5.15099,21.9001,4.67368,27.0139,0.269227,0.223599,0.657297,0.0668339,0.0246056
394,249.952,1,5.14607,21.9856,4.68955,26.8079,0.263995,0.231899,0.623061,0.0626971,0.0242112
395,247.652,1,5.12175,21.6752,4.8738,26.9533,0.266046,0.22588,0.636172,0.0652354,0.0237403
396,252.625,1,5.13086,21.6023,4.80203,26.9116,0.267591,0.224385,0.673304,0.0696903,0.0239676
397,247.945,1,5.13678,21.853,4.801,27.0081,0.273741,0.22892,0.695172,0.0682959,0.0232146
398,256.919,1,5.1306,21.9378,4.66038,27.3398,0.273214,0.242403,0.642388,0.0726531,0.0241773
399,258.066,1,5.15528,21.937,5.03859,27.7765,0.26209,0.232342,0.651665,0.0567174,0.025472
400,256.198,1,5.1396,21.9475,4.88741,27.7449,0.269057,0.241178,0.650267,0.0507719,0.0254057
401,255.388,1,5.1442,21.6257,4.9511,27.3608,0.25865,0.241124,0.661731,0.0527745,0.0252147
402,252.281,1,5.15972,21.8837,5.12041,27.3668,0.262496,0.226663,0.580145,0.0518942,0.0255633
403,250.867,1,5.18473,21.5837,5.35037,27.6574,0.265209,0.230259,0.631602,0.0381706,0.0261584
404,244.539,1,5.17111,21.5461,5.38672,27.7362,0.260911,0.231667,0.623499,0.0355533,0.0256371
405,245.797,1,5.16548,21.6463,5.13364,27.8428,0.260204,0.252633,0.633869,0.0292709,0.026151
406,237.777,1,5.13405,21.0992,5.18712,27.7769,0.263759,0.234436,0.668084,0.0258572,0.0255402
407,236.546,1,5.14868,21.3734,5.43141,27.824,0.255294,0.201661,0.687784,0.0262965,0.0258796
408,234.631,1,5.14406,21.523,5.22593,27.73,0.26298,0.203154,0.717501,0.027186,0.0252235
409,238.401,1,5.14335,21.1965,5.17697,27.6847,0.264399,0.215543,0.745402,0.0256947,0.0255507
410,241.514,1,5.15777,21.2679,5.09783,27.6314,0.268527,0.225743,0.710698,0.024886,0.0260769
411,244.349,1,5.14458,21.5402,4.87073,27.6389,0.266393,0.239,0.630982,0.0239541,0.0268631
412,240.148,1,5.13264,21.6247,4.98635,27.6496,0.272327,0.225398,0.640242,0.0248512,0.0262178
413,230.841,1,5.10014,21.4349,4.97405,27.702,0.273072,0.202081,0.697134,0.0242483,0.0250886
414,227.235,1,5.12453,21.594,4.77922,27.7342,0.260953,0.207313,0.649908,0.0242843,0.0249789
415,228.033,1,5.11455,21.5028,4.80489,27.8185,0.266382,0.198647,0.677393,0.0232933,0.0251455
416,228.441,1,5.12079,21.2379,4.89429,27.7704,0.265924,0.198142,0.671487,0.0226538,0.0253437
417,219.059,1,5.11004,21.2178,5.06108,27.6669,0.269793,0.197806,0.650555,0.0175315,0.0251246
418,223.759,1,5.12577,21.6843,4.90467,27.5978,0.268515,0.194185,0.643054,0.0172152,0.0259698
419,224.378,1,5.12353,22.0294,4.66288,27.4986,0.261152,0.206689,0.636878,0.0162757,0.0261618
420,225.986,1,5.06201,21.3505,4.67447,27.5227,0.269037,0.211016,0.600089,0.015788,0.0264534
421,213.559,1,5.10221,21.9564,4.71549,27.5002,0.270184,0.198829,0.624979,0.0145994,0.0251894
422,212.93,1,5.12805,21.7609,4.83445,27.497,0.260739,0.185103,0.670513,0.0154759,0.0250657
423,210.692,1,5.08315,21.4955,4.69865,27.6182,0.261399,0.205566,0.620908,0.014698,0.0247663
424,213.447,1,5.09368,21.5351,4.73573,27.6093,0.263097,0.207393,0.62064,0.0130217,0.0255603
425,216.854,1,5.1057,21.6284,4.73982,27.6582,0.260526,0.221037,0.611012,0.0132876,0.0257837
426,210.214,1,5.11934,21.5962,4.92063,27.6499,0.267086,0.214249,0.650678,0.01279,0.0248899
427,210.808,1,5.12246,21.5741,4.80787,27.6859,0.266232,0.220454,0.609038,0.0117043,0.0254384
428,213.548,1,5.10968,21.5701,4.86593,27.6959,0.260392,0.2301,0.589483,0.0126561,0.0255138
429,214.231,1,5.09455,21.3464,4.77162,27.7416,0.261354,0.222792,0.614152,0.0146591,0.0249948
430,219.315,1,5.11777,21.9827,4.66519,27.8268,0.257489,0.210302,0.648946,0.0155417,0.0255697
431,221.489,1,5.09447,21.7369,4.75285,27.8936,0.26147,0.18717,0.647224,0.0174087,0.0257717
432,212.718,1,5.09464,21.4232,4.78252,27.8563,0.26275,0.186932,0.68165,0.0160096,0.0247407
433,214.252,1,5.09855,21.498,4.93975,27.7662,0.266332,0.187541,0.704425,0.0147879,0.025055
434,219.793,1,5.15367,21.9122,4.96554,27.8711,0.253567,0.190973,0.740511,0.0165094,0.0253926
435,229.204,1,5.11449,21.3104,5.26921,27.8602,0.25055,0.198955,0.775546,0.0156418,0.0265019
436,215.266,1,5.11166,21.4672,4.77233,27.8629,0.256562,0.1703,0.754508,0.0150637,0.0253932
437,217.96,1,5.14521,21.624,4.85026,27.8597,0.252897,0.173967,0.737677,0.0154452,0.0257701
438,225.28,1,5.09106,21.3424,4.98367,27.8204,0.256287,0.192154,0.783161,0.0169981,0.0256426
439,213.292,1,5.09758,21.3827,4.83181,27.9606,0.26622,0.183426,0.739299,0.0123235,0.0255138
440,218.756,1,5.11333,21.3432,5.05584,27.9765,0.273497,0.184752,0.739926,0.0128967,0.0259846
441,208.818,1,5.12689,21.3688,5.05951,27.9373,0.257393,0.192924,0.765118,0.0109176,0.0252185
442,207.274,1,5.13941,21.2841,5.33477,27.9785,0.262932,0.190921,0.735304,0.00934254,0.0257089
443,204.144,1,5.12909,21.8532,5.08015,27.9645,0.263584,0.192118,0.70033,0.00887973,0.0256092
444,206.108,1,5.12426,21.6558,4.81414,27.935,0.263503,0.205064,0.719448,0.00978605,0.0251931
445,216.274,1,5.16599,21.6976,5.03413,27.9698,0.260386,0.236596,0.733691,0.0103945,0.0257952
446,217.79,1,5.14032,22.0005,4.90148,27.9365,0.264353,0.233061,0.651021,0.0103011,0.0264383
447,214.436,1,5.15239,22.175,4.78671,27.8963,0.255697,0.214665,0.682645,0.0103852,0.0262304
448,205.687,1,5.14396,22.088,4.89234,27.8771,0.252083,0.20484,0.630215,0.0102919,0.0256013
449,201.653,1,5.14757,21.8226,4.95383,27.914,0.253193,0.201937,0.613515,0.00987035,0.0253641
450,204.688,1,5.12294,21.7153,5.03032,27.9167,0.257045,0.20951,0.627073,0.0092887,0.0256813
451,204.436,1,5.14052,21.1833,5.14742,27.8841,0.260864,0.199928,0.642868,0.00921903,0.0257303
452,199.791,1,5.13228,21.325,5.1579,27.9101,0.259193,0.190902,0.640726,0.00939469,0.0252234
453,205.604,1,5.13982,21.7455,5.01719,27.9025,0.26474,0.206477,0.648726,0.00975112,0.0254646
454,202.372,1,5.1184,21.4539,4.93968,27.8831,0.261823,0.213605,0.614652,0.00862387,0.0255815
455,200.972,1,5.09678,21.2526,5.10436,27.9118,0.265907,0.204496,0.640501,0.00867374,0.0253008
456,202.406,1,5.12743,21.366,4.86348,27.9121,0.258499,0.192967,0.687275,0.00874432,0.0256141
457,202.207,1,5.11291,21.6201,4.90586,27.9329,0.25711,0.206247,0.660443,0.00836305,0.0256109
458,204.984,1,5.10637,21.3233,4.94777,27.916,0.267786,0.214431,0.657465,0.00775909,0.0259905
459,203.948,1,5.09533,21.516,4.8689,27.9225,0.268541,0.19559,0.616115,0.00763544,0.0264827
460,201.258,1,5.09843,21.4642,5.02897,27.9358,0.274782,0.200057,0.647293,0.00678632,0.0262107
461,198.181,1,5.09637,21.3647,5.03918,27.8949,0.267601,0.191283,0.675848,0.00624787,0.0261981
462,194.332,1,5.07476,21.263,4.6927,27.9173,0.264868,0.198638,0.639964,0.00573717,0.0260821
463,191.623,1,5.08814,21.0608,4.77795,27.8703,0.25598,0.220144,0.688794,0.00578224,0.0251479
464,189.504,1,5.07973,20.6299,5.10231,27.8836,0.26788,0.218381,0.709271,0.00563147,0.0247084
465,199.06,1,5.09839,20.9379,4.74189,27.8491,0.265361,0.223404,0.726681,0.0053612,0.0260589
466,199.167,1,5.08613,21.0181,4.93093,27.8581,0.272226,0.23663,0.775264,0.00498398,0.0257701
467,206.111,1,5.07326,21.0824,4.88464,27.8329,0.27507,0.257598,0.754006,0.00553177,0.0260446
468,197.778,1,5.08027,20.9368,4.87048,27.8414,0.276147,0.247484,0.704197,0.00481521,0.0258651
469,186.431,1,5.09507,21.4669,4.92921,27.8589,0.272173,0.236845,0.736868,0.00424582,0.0248723
470,189.054,1,5.12512,21.1863,4.97631,27.8706,0.262356,0.227558,0.719259,0.00452423,0.0254002
471,197.515,1,5.10618,21.3605,4.96047,27.846,0.262028,0.237977,0.713313,0.0050795,0.0259001
472,193.514,1,5.08399,21.3222,4.75465,27.8274,0.260764,0.235629,0.741975,0.00487523,0.0254242
473,201.536,1,5.09442,21.4044,4.65897,27.832,0.260088,0.222387,0.747094,0.00499092,0.026666
474,190.701,1,5.07093,21.0291,4.91297,27.8204,0.262811,0.209455,0.7703,0.00470868,0.0254363
475,185.02,1,5.10137,21.2331,4.82832,27.8134,0.263773,0.217028,0.706873,0.00472374,0.0249002
476,181.673,1,5.08222,21.1189,4.69776,27.7988,0.267246,0.215298,0.727921,0.00480271,0.0242792
477,184.047,1,5.09875,21.1919,5.00827,27.8013,0.2674,0.210377,0.737242,0.00456072,0.0248167
478,170.539,1,5.1237,21.3137,5.03778,27.8219,0.264991,0.216797,0.667805,0.00348091,0.0243614
479,174.007,1,5.10884,20.893,5.11292,27.804,0.263024,0.234087,0.677768,0.00358479,0.0243667
480,169.336,1,5.10695,21.0809,5.14177,27.7775,0.267722,0.234515,0.621919,0.00327984,0.0243093
481,165.402,1,5.11333,20.9526,5.07168,27.7856,0.267588,0.227025,0.616607,0.0023773,0.0251507
482,161.805,1,5.11917,21.3107,5.19137,27.7676,0.266146,0.242603,0.643503,0.00223202,0.0245325
483,166.204,1,5.13206,21.7309,5.05261,27.7739,0.263382,0.247692,0.670849,0.00227564,0.024854
484,172.332,1,5.13442,21.9722,4.8766,27.768,0.26262,0.233687,0.67033,0.00270878,0.0252612
485,169.937,1,5.1502,21.5588,5.15517,27.7752,0.264268,0.246713,0.704946,0.00260511,0.0246813
486,161.014,1,5.16018,21.8423,5.15346,27.7704,0.266039,0.226675,0.642423,0.00204551,0.0250684
487,163.001,1,5.15676,22.1188,5.26097,27.773,0.263291,0.214193,0.61904,0.00194985,0.0258723
488,163.777,1,5.11295,21.6744,5.03838,27.7758,0.274125,0.204928,0.603323,0.00202161,0.0259204
489,168.414,1,5.13522,21.5828,5.06774,27.7702,0.264908,0.21122,0.641715,0.00227138,0.0259094
490,172.103,1,5.14249,21.1448,5.35927,27.7651,0.272687,0.202106,0.677047,0.00235821,0.0261432
491,179.306,1,5.12521,21.077,5.33056,27.7807,0.265435,0.212359,0.698786,0.00280249,0.0262009
492,185.176,1,5.13656,21.1189,5.25178,27.7769,0.268922,0.207243,0.686885,0.00322352,0.0265931
493,178.47,1,5.12026,21.067,5.43423,27.7833,0.269035,0.206093,0.726318,0.00309654,0.0256275
494,179.236,1,5.13775,21.2597,5.07003,27.7941,0.259695,0.20168,0.705628,0.00322449,0.0259457
