rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q2_simulated,standEta_V2_simulated,standEta_Q3_simulated,standEta_V3_simulated,filter
4,3,0.69679,0.77266,0.0419903,0.789323,1.38984,-2.7419,0
5,3,0.748482,0.638217,-0.131241,1.8593,0.356231,1.16,0
6,3,0.643217,0.577049,-0.0909975,2.48695,-0.358114,-0.108925,0
7,3,0.704072,0.769806,-0.0705988,0.789506,0.233374,-0.922999,0
8,3,0.496536,0.301686,-0.075355,2.10743,1.153,0.998806,0
9,3,0.753667,0.664607,0.348506,0.329653,-0.774871,0.183755,0
10,3,0.653198,1.02049,-0.228941,1.88659,0.0567261,-1.80909,0
1,4,-0.212778,-0.253338,-1.2158,0.303282,0.826926,0.413987,0
2,4,0.147528,-1.35429,0.486537,-1.56076,1.46158,-1.14034,0
3,4,-0.232532,-0.353607,-1.08176,0.870732,-1.24613,0.877209,0
4,4,0.0919573,-3.43193,1.88996,-0.42122,-0.459059,-0.877793,0
5,4,0.0538901,-0.521846,-0.340444,-0.36269,-1.66045,-0.611796,0
6,4,-0.00373429,-1.28844,0.881776,-1.74622,0.757813,0.79594,0
7,4,0.0172028,-1.20022,1.23552,-2.03445,-2.16657,1.7129,0
8,4,0.0609911,-1.65047,1.58312,-1.82964,-0.594718,1.03872,0
9,4,-0.0247942,-1.56609,1.15587,-2.21618,0.579663,-0.531374,0
10,4,0.117516,-0.983091,0.488213,-1.30764,0.286206,-1.0595,0
1,5,-0.481754,-0.366896,1.36295,-0.124849,0.0650983,-1.67489,0
2,5,-0.50016,-0.504555,0.966058,-0.717838,-1.09324,0.339873,0
3,5,-0.426598,0.563977,0.183585,0.97651,-1.49851,1.23169,0
4,5,-0.375335,0.878893,0.206769,-0.346827,3.37129,0.140112,0
5,5,-0.505133,0.931984,-0.0554461,0.593615,-1.03517,-0.334496,0
6,5,-0.265168,0.568409,0.710776,0.212818,-0.598886,-1.5121,0
7,5,-0.520028,0.398927,0.670118,-1.24037,-0.650385,0.187305,0
8,5,-0.392385,0.00500919,1.55807,-0.368763,0.665745,-2.39242,0
9,5,-0.527447,0.143484,1.02646,-0.647013,-0.134049,0.429686,0
10,5,-0.368677,-0.933383,1.4078,0.292638,-0.61813,1.09988,0
1,6,0.646934,1.61043,1.24626,0.744606,0.903861,-1.08121,0
2,6,0.653971,1.95921,1.38587,0.80392,1.97568,-0.806421,0
3,6,0.528509,2.3006,0.563753,-0.794209,0.13732,-0.217323,0
4,6,0.443144,-0.289853,2.60509,1.47411,-0.0273478,0.3661,0
5,6,0.60674,1.35153,1.96646,1.32784,1.21925,1.20871,0
6,6,0.543072,1.31753,1.77217,0.740254,0.297749,-0.857185,0
7,6,0.638266,1.41253,2.05165,0.579758,1.15587,1.41736,0
8,6,0.443498,0.484049,1.77844,0.52266,-1.2025,0.899287,0
9,6,0.52741,0.971714,1.45205,0.0329338,0.321608,0.395876,0
10,6,0.600309,0.602787,2.07366,0.641353,0.652539,-1.10711,0
1,7,0.69716,-1.48957,-1.00611,0.125885,1.04251,-2.28431,0
2,7,0.192379,-2.11516,-1.61707,0.0936025,0.6524,-1.71163,0
3,7,0.463321,-2.10656,-1.14857,-0.936177,-0.380866,-0.621693,0
4,7,0.467115,-1.57587,-1.26806,-0.595636,0.710674,3.2774,0
5,7,0.433157,-2.04603,-1.25216,-0.597626,1.2319,-0.0265095,0
6,7,0.313809,-2.13515,-1.30136,0.0463102,0.68631,-0.422233,0
7,7,0.45795,-2.35843,-0.890576,-1.4035,-0.129729,-1.01322,0
8,7,0.431189,-1.98107,-1.26886,-0.497566,1.5252,-0.615127,0
9,7,0.458596,-1.42921,-1.40285,0.971546,0.61324,0.273856,0
10,7,0.504673,-1.67071,-1.22604,-0.875446,1.5037,1.3616,0
1,8,0.932401,0.516369,-0.884316,0.385147,0.616871,-0.444204,0
2,8,0.901544,-0.04722,-0.194556,0.325177,-0.660432,-0.116454,0
3,8,0.891502,-0.00674001,-0.132243,-0.0665632,-2.82884,0.371521,0
4,8,0.916334,0.391758,-0.300168,-0.797469,1.45157,2.73624,0
5,8,0.806594,0.213458,-0.523865,-0.113602,0.614288,-1.57125,0
6,8,0.817752,-0.257182,-0.362695,0.832083,-0.907053,0.413312,0
7,8,0.923681,-0.747829,0.317906,-0.382039,-0.658894,1.7719,0
8,8,0.8459,0.457138,-0.953421,0.411901,-0.0600942,0.504904,0
9,8,0.853793,0.0277775,-0.586971,-1.05536,-1.27342,-0.124298,0
10,8,0.87969,-0.288495,-0.0519303,-0.187222,1.23908,0.191942,0
1,9,-0.017065,-0.910782,1.04562,0.833814,-0.196738,-2.55863,0
2,9,-0.128869,-0.71952,1.19531,-0.0754219,1.43148,1.26921,0
3,9,0.00388693,-0.223876,1.19875,0.686389,0.884678,1.39563,0
4,9,-0.242717,0.193049,0.334075,1.17335,-0.560911,3.10409,0
5,9,-0.118632,-0.348408,0.474651,0.896411,-1.26109,-0.498598,0
6,9,0.0371861,-0.244243,1.18328,0.710253,1.07785,-1.31278,0
7,9,-0.198745,-0.372048,0.818356,0.954313,1.46181,-1.24297,0
8,9,-0.0870905,-0.361453,0.851084,0.405081,-0.322954,-1.14092,0
9,9,-0.00183486,-0.62742,1.31022,0.678869,-1.22245,-2.01809,0
10,9,0.0379429,-0.469512,1.03887,0.459051,0.894141,-0.913653,0
1,10,-1.43513,-0.0711094,-1.52812,-1.54176,0.460319,1.13767,0
2,10,-1.63091,-0.799908,-1.05305,0.373266,1.02498,1.28757,0
3,10,-1.6592,-0.883317,-0.709539,-2.12317,2.20571,0.0691224,0
4,10,-1.46667,-0.341973,-0.992586,0.45748,0.938245,-0.530083,0
5,10,-1.60659,-0.379363,-1.76364,0.197184,-0.270682,-1.26351,0
6,10,-1.37032,-1.54553,0.997672,-1.35578,-0.34827,-0.546107,0
7,10,-1.63182,-0.334013,-1.73593,0.744566,0.651876,-0.493547,0
8,10,-1.56759,-0.779873,-1.09026,-0.944515,-0.110669,-0.415852,0
9,10,-1.44451,-0.246161,-1.33068,-0.885396,-0.194834,1.4574,0
10,10,-1.52138,-0.626149,-1.03413,-0.662914,-1.97531,-1.56483,0
1,11,0.813805,0.980262,-0.53563,0.857914,0.651071,-0.041655,0
2,11,1.02316,-0.670539,1.7212,0.171501,-1.95607,0.208506,0
3,11,0.816712,1.23998,-0.695767,0.671581,-0.415687,0.580462,0
4,11,0.877542,0.810845,0.220989,-0.344143,0.0993106,0.803159,0
5,11,0.819049,-0.958396,1.98081,-0.165311,0.137158,1.11201,0
6,11,0.851949,0.697828,0.326782,-0.290521,1.0981,-0.759537,0
7,11,0.968392,0.691968,0.363704,-0.729311,-0.13014,-1.39499,0
8,11,0.90461,1.03174,0.00634244,-0.699753,1.345,1.57628,0
9,11,0.946674,1.39565,-0.267921,0.76683,0.303747,1.12374,0
10,11,0.891189,0.480803,0.697213,-0.419235,-0.292419,-0.21574,0
1,12,-0.0662413,-0.561807,1.28206,-0.183997,-1.09135,2.08747,0
2,12,-0.149628,-0.0267715,0.915097,0.668655,0.808395,0.911618,0
3,12,-0.0448977,-0.465861,1.22708,0.966658,-1.82409,-0.383635,0
4,12,-0.15277,0.67768,0.141346,-0.416557,0.218223,-0.919238,0
5,12,-0.102579,-0.0772126,1.1802,0.346349,-1.33179,-1.10589,0
6,12,-0.102527,0.949373,0.427605,-0.434187,1.11939,-0.627784,0
7,12,-0.0830671,0.437013,1.41785,1.1015,0.505876,-0.385494,0
8,12,-0.280581,0.629988,0.536065,0.82734,1.3768,0.500169,0
9,12,-0.208039,-0.173577,0.902018,0.326778,-0.116897,-1.0193,0
10,12,0.0631002,-0.605245,1.45387,0.827137,2.97405,-0.711682,0
1,13,0.10418,-0.27922,1.02825,-0.217644,0.548095,-0.0448632,0
2,13,0.215451,1.42448,-0.627434,0.624696,1.49317,1.32685,0
3,13,0.281716,0.952223,-0.186071,-0.875688,-0.990171,-0.058835,0
4,13,-0.0136679,0.397577,-0.447798,-0.374591,-0.904117,-0.76019,0
5,13,-0.0822851,0.0241443,0.0277885,-0.108976,-0.675691,-1.27791,0
6,13,0.144206,0.322517,0.0887977,-0.578281,-1.69844,-1.24694,0
7,13,0.0275851,0.338299,-0.462021,-0.614487,0.821059,0.177161,0
8,13,0.0458964,-0.430003,0.715207,-0.454854,0.0636918,0.14162,0
9,13,0.185963,0.574932,0.24119,0.692392,1.28729,-1.11552,0
10,13,0.222214,0.871054,0.324586,-0.0346284,0.256539,-0.302934,0
1,14,0.622426,0.803363,-2.24998,-2.03481,0.213403,0.442848,0
2,14,0.613969,0.575048,-1.38718,-0.326668,0.948106,-0.627557,0
3,14,0.787396,0.658015,-1.58504,-0.492635,0.113513,0.646331,0
4,14,0.517609,0.641608,-1.72587,1.53003,-0.968562,-0.78504,0
5,14,0.52548,0.443808,-1.56051,0.750745,-0.852934,-0.768943,0
6,14,0.645214,0.809612,-1.87573,0.0536115,0.189411,-0.559105,0
7,14,0.536173,0.754436,-1.84302,0.124555,-0.108068,-1.27184,0
8,14,0.70558,0.732514,-1.33532,-0.68419,-0.313076,0.289163,0
9,14,0.792774,1.02068,-2.16563,0.154101,0.0163652,0.245482,0
10,14,0.515487,0.589671,-1.60791,1.85905,-0.7013,-0.544342,0
