standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q2_abscissa,standEta_Q2_cdf,standEta_V2_abscissa,standEta_V2_cdf,standEta_Q3_abscissa,standEta_Q3_cdf,standEta_V3_abscissa,standEta_V3_cdf,split
-0.505133,0.164286,-1.02747,0.164286,-1.14857,0.164286,-0.717838,0.164286,-0.990171,0.164286,-1.14034,0.164286,All
-0.50016,0.171429,-0.983091,0.171429,-1.09026,0.171429,-0.699753,0.171429,-0.968562,0.171429,-1.11552,0.171429,All
-0.481754,0.178571,-0.958396,0.178571,-1.08176,0.178571,-0.68419,0.178571,-0.907053,0.178571,-1.10711,0.178571,All
-0.426598,0.185714,-0.933383,0.185714,-1.05305,0.185714,-0.662914,0.185714,-0.904117,0.185714,-1.10589,0.185714,All
-0.392385,0.192857,-0.910782,0.192857,-1.03413,0.192857,-0.647013,0.192857,-0.852934,0.192857,-1.10288,0.192857,All
-0.375335,0.2,-0.883317,0.2,-1.00611,0.2,-0.614487,0.2,-0.774871,0.2,-1.08121,0.2,All
-0.368677,0.207143,-0.799908,0.207143,-0.992586,0.207143,-0.597626,0.207143,-0.719824,0.207143,-1.0595,0.207143,All
-0.280581,0.214286,-0.779873,0.214286,-0.990202,0.214286,-0.595636,0.214286,-0.7013,0.214286,-1.0193,0.214286,All
-0.265168,0.221429,-0.747829,0.221429,-0.953421,0.221429,-0.5793,0.221429,-0.675691,0.221429,-1.01322,0.221429,All
-0.242717,0.228571,-0.71952,0.228571,-0.890576,0.228571,-0.578281,0.228571,-0.660432,0.228571,-0.987272,0.228571,All
-0.232532,0.235714,-0.670539,0.235714,-0.884316,0.235714,-0.52244,0.235714,-0.658894,0.235714,-0.922999,0.235714,All
-0.212778,0.242857,-0.637882,0.242857,-0.709539,0.242857,-0.497566,0.242857,-0.658515,0.242857,-0.919238,0.242857,All
-0.208039,0.25,-0.62742,0.25,-0.695767,0.25,-0.492635,0.25,-0.650385,0.25,-0.913653,0.25,All
-0.198745,0.257143,-0.626149,0.257143,-0.683036,0.257143,-0.454854,0.257143,-0.61813,0.257143,-0.877793,0.257143,All
-0.15277,0.264286,-0.611597,0.264286,-0.627434,0.264286,-0.434187,0.264286,-0.598886,0.264286,-0.857185,0.264286,All
-0.149628,0.271429,-0.605245,0.271429,-0.586971,0.271429,-0.42122,0.271429,-0.594718,0.271429,-0.820489,0.271429,All
-0.128869,0.278571,-0.561807,0.278571,-0.566437,0.278571,-0.419235,0.278571,-0.560911,0.278571,-0.806421,0.278571,All
-0.118632,0.285714,-0.521846,0.285714,-0.53563,0.285714,-0.416557,0.285714,-0.459059,0.285714,-0.78504,0.285714,All
-0.102579,0.292857,-0.519975,0.292857,-0.523865,0.292857,-0.382039,0.292857,-0.415687,0.292857,-0.768943,0.292857,All
-0.102527,0.3,-0.506775,0.3,-0.462021,0.3,-0.374591,0.3,-0.413763,0.3,-0.76019,0.3,All
-0.0870905,0.307143,-0.504555,0.307143,-0.447798,0.307143,-0.368763,0.307143,-0.380866,0.307143,-0.759537,0.307143,All
-0.0830671,0.314286,-0.469512,0.314286,-0.375175,0.314286,-0.36269,0.314286,-0.364759,0.314286,-0.711682,0.314286,All
-0.0822851,0.321429,-0.465861,0.321429,-0.362695,0.321429,-0.346827,0.321429,-0.358114,0.321429,-0.627784,0.321429,All
-0.0662413,0.328571,-0.430003,0.328571,-0.340444,0.328571,-0.344143,0.328571,-0.34827,0.328571,-0.627557,0.328571,All
-0.0448977,0.335714,-0.379363,0.335714,-0.300168,0.335714,-0.326668,0.335714,-0.322954,0.335714,-0.621693,0.335714,All
-0.0247942,0.342857,-0.372048,0.342857,-0.267921,0.342857,-0.290521,0.342857,-0.318605,0.342857,-0.615127,0.342857,All
-0.017065,0.35,-0.366896,0.35,-0.259264,0.35,-0.240678,0.35,-0.313076,0.35,-0.611796,0.35,All
-0.0136679,0.357143,-0.361453,0.357143,-0.252664,0.357143,-0.217644,0.357143,-0.302945,0.357143,-0.559105,0.357143,All
-0.00373429,0.364286,-0.353607,0.364286,-0.228941,0.364286,-0.187222,0.364286,-0.293673,0.364286,-0.546107,0.364286,All
-0.00183486,0.371429,-0.348408,0.371429,-0.194556,0.371429,-0.183997,0.371429,-0.292419,0.371429,-0.544342,0.371429,All
0.00388693,0.378571,-0.341973,0.378571,-0.186071,0.378571,-0.18009,0.378571,-0.270682,0.378571,-0.531374,0.378571,All
0.0172028,0.385714,-0.334013,0.385714,-0.147274,0.385714,-0.165311,0.385714,-0.196738,0.385714,-0.530083,0.385714,All
0.0275851,0.392857,-0.289853,0.392857,-0.132243,0.392857,-0.124849,0.392857,-0.194834,0.392857,-0.498598,0.392857,All
0.0371861,0.4,-0.288495,0.4,-0.131241,0.4,-0.113602,0.4,-0.190834,0.4,-0.493547,0.4,All
0.0379429,0.407143,-0.27922,0.407143,-0.119807,0.407143,-0.108976,0.407143,-0.134049,0.407143,-0.444204,0.407143,All
0.0458964,0.414286,-0.265958,0.414286,-0.115027,0.414286,-0.0754219,0.414286,-0.13014,0.414286,-0.437623,0.414286,All
0.0538901,0.421429,-0.257182,0.421429,-0.0909975,0.421429,-0.0665632,0.421429,-0.129729,0.421429,-0.422233,0.421429,All
0.0609911,0.428571,-0.253338,0.428571,-0.07959,0.428571,-0.0346284,0.428571,-0.116897,0.428571,-0.415852,0.428571,All
0.0631002,0.435714,-0.246161,0.435714,-0.075355,0.435714,-0.0255528,0.435714,-0.110669,0.435714,-0.385494,0.435714,All
0.0919573,0.442857,-0.244243,0.442857,-0.071941,0.442857,0.00485776,0.442857,-0.108068,0.442857,-0.383635,0.442857,All
0.10418,0.45,-0.223876,0.45,-0.0705988,0.45,0.0241184,0.45,-0.0891704,0.45,-0.361702,0.45,All
0.117516,0.457143,-0.211379,0.457143,-0.0554461,0.457143,0.0329338,0.457143,-0.0600942,0.457143,-0.334496,0.457143,All
0.144206,0.464286,-0.173577,0.464286,-0.0519303,0.464286,0.0396285,0.464286,-0.0586434,0.464286,-0.302934,0.464286,All
0.147528,0.471429,-0.0772126,0.471429,0.00634244,0.471429,0.0463102,0.471429,-0.0273478,0.471429,-0.246732,0.471429,All
0.185963,0.478571,-0.0711094,0.478571,0.0277885,0.478571,0.0536115,0.478571,0.0163652,0.478571,-0.217323,0.478571,All
0.192379,0.485714,-0.04722,0.485714,0.0419903,0.485714,0.0613139,0.485714,0.0567261,0.485714,-0.21574,0.485714,All
0.215451,0.492857,-0.0267715,0.492857,0.0768028,0.492857,0.0682164,0.492857,0.0636918,0.492857,-0.214645,0.492857,All
0.222214,0.5,-0.00674001,0.5,0.0887977,0.5,0.0936025,0.5,0.0650983,0.5,-0.124298,0.5,All
0.281716,0.507143,0.00500919,0.507143,0.141346,0.507143,0.124555,0.507143,0.0986577,0.507143,-0.116454,0.507143,All
0.313809,0.514286,0.0241443,0.514286,0.183585,0.514286,0.125885,0.514286,0.0993106,0.514286,-0.108925,0.514286,All
0.431189,0.521429,0.0277775,0.521429,0.206769,0.521429,0.154101,0.521429,0.113513,0.521429,-0.084474,0.521429,All
0.433157,0.528571,0.143484,0.528571,0.209374,0.528571,0.168147,0.528571,0.137158,0.528571,-0.0712248,0.528571,All
0.443144,0.535714,0.165618,0.535714,0.220989,0.535714,0.171501,0.535714,0.13732,0.535714,-0.058835,0.535714,All
0.443498,0.542857,0.193049,0.542857,0.24119,0.542857,0.197184,0.542857,0.145539,0.542857,-0.0448632,0.542857,All
0.45795,0.55,0.213458,0.55,0.317906,0.55,0.206921,0.55,0.182056,0.55,-0.041655,0.55,All
0.458596,0.557143,0.225447,0.557143,0.324586,0.557143,0.212818,0.557143,0.189411,0.557143,-0.0349334,0.557143,All
0.463321,0.564286,0.301686,0.564286,0.326782,0.564286,0.292638,0.564286,0.213403,0.564286,-0.0265095,0.564286,All
0.467115,0.571429,0.322517,0.571429,0.334075,0.571429,0.303282,0.571429,0.218223,0.571429,0.028306,0.571429,All
0.496536,0.578571,0.330578,0.578571,0.344777,0.578571,0.325177,0.578571,0.233374,0.578571,0.0691224,0.578571,All
0.504673,0.585714,0.338299,0.585714,0.348506,0.585714,0.326778,0.585714,0.256539,0.585714,0.126325,0.585714,All
0.515487,0.592857,0.391758,0.592857,0.363704,0.592857,0.329653,0.592857,0.286206,0.592857,0.140112,0.592857,All
0.517609,0.6,0.397577,0.6,0.427605,0.6,0.346349,0.6,0.292134,0.6,0.14162,0.6,All
0.52548,0.607143,0.398927,0.607143,0.453151,0.607143,0.373266,0.607143,0.297749,0.607143,0.177161,0.607143,All
0.52741,0.614286,0.437013,0.614286,0.455677,0.614286,0.385147,0.614286,0.303747,0.614286,0.183755,0.614286,All
0.528509,0.621429,0.443808,0.621429,0.474651,0.621429,0.402268,0.621429,0.321608,0.621429,0.187305,0.621429,All
0.536173,0.628571,0.457138,0.628571,0.475299,0.628571,0.405081,0.628571,0.356231,0.628571,0.191942,0.628571,All
0.543072,0.635714,0.480803,0.635714,0.486537,0.635714,0.411901,0.635714,0.460319,0.635714,0.208506,0.635714,All
0.599994,0.642857,0.484049,0.642857,0.488213,0.642857,0.45748,0.642857,0.505876,0.642857,0.234186,0.642857,All
0.600309,0.65,0.509295,0.65,0.536065,0.65,0.459051,0.65,0.548095,0.65,0.245482,0.65,All
0.60674,0.657143,0.516369,0.657143,0.563753,0.657143,0.463588,0.657143,0.579663,0.657143,0.273856,0.657143,All
0.613969,0.664286,0.563977,0.664286,0.669586,0.664286,0.495622,0.664286,0.589914,0.664286,0.289163,0.664286,All
0.622426,0.671429,0.564963,0.671429,0.670118,0.671429,0.52266,0.671429,0.61324,0.671429,0.296326,0.671429,All
0.638266,0.678571,0.568409,0.678571,0.691295,0.678571,0.537632,0.678571,0.614288,0.678571,0.339873,0.678571,All
0.643217,0.685714,0.574932,0.685714,0.697213,0.685714,0.564166,0.685714,0.616871,0.685714,0.363643,0.685714,All
0.645214,0.692857,0.575048,0.692857,0.710776,0.692857,0.579758,0.692857,0.651071,0.692857,0.3661,0.692857,All
0.646934,0.7,0.577049,0.7,0.715207,0.7,0.593615,0.7,0.651876,0.7,0.371521,0.7,All
0.653198,0.707143,0.589671,0.707143,0.747174,0.707143,0.624696,0.707143,0.6524,0.707143,0.395876,0.707143,All
0.653971,0.714286,0.602787,0.714286,0.754618,0.714286,0.641353,0.714286,0.652539,0.714286,0.413312,0.714286,All
0.69679,0.721429,0.629988,0.721429,0.767032,0.721429,0.646035,0.721429,0.665745,0.721429,0.413987,0.721429,All
0.69716,0.728571,0.638217,0.728571,0.818356,0.728571,0.668655,0.728571,0.68631,0.728571,0.429686,0.728571,All
0.704072,0.735714,0.641608,0.735714,0.851084,0.735714,0.671581,0.735714,0.710674,0.735714,0.430687,0.735714,All
0.70558,0.742857,0.658015,0.742857,0.881776,0.742857,0.678869,0.742857,0.757813,0.742857,0.442848,0.742857,All
0.744198,0.75,0.664607,0.75,0.902018,0.75,0.686389,0.75,0.808395,0.75,0.462111,0.75,All
0.748482,0.757143,0.67768,0.757143,0.915097,0.757143,0.692392,0.757143,0.821059,0.757143,0.500169,0.757143,All
0.750743,0.764286,0.691968,0.764286,0.966058,0.764286,0.694139,0.764286,0.826926,0.764286,0.504904,0.764286,All
0.753667,0.771429,0.697828,0.771429,0.997672,0.771429,0.710253,0.771429,0.884678,0.771429,0.554577,0.771429,All
0.762045,0.778571,0.732514,0.778571,1.00513,0.778571,0.740254,0.778571,0.894141,0.778571,0.580462,0.778571,All
0.787396,0.785714,0.734236,0.785714,1.02646,0.785714,0.744566,0.785714,0.903861,0.785714,0.646331,0.785714,All
0.792774,0.792857,0.749519,0.792857,1.02825,0.792857,0.744606,0.792857,0.938245,0.792857,0.744501,0.792857,All
0.806594,0.8,0.754436,0.8,1.03887,0.8,0.750745,0.8,0.948106,0.8,0.79594,0.8,All
0.813805,0.807143,0.769806,0.807143,1.04562,0.807143,0.76683,0.807143,1.01134,0.807143,0.803159,0.807143,All
0.816712,0.814286,0.77266,0.814286,1.15587,0.814286,0.789323,0.814286,1.02498,0.814286,0.877209,0.814286,All
0.817752,0.821429,0.803363,0.821429,1.1802,0.821429,0.789506,0.821429,1.04251,0.821429,0.899287,0.821429,All
0.819049,0.828571,0.809612,0.828571,1.18328,0.828571,0.80392,0.828571,1.06968,0.828571,0.911618,0.828571,All
0.827904,0.835714,0.810845,0.835714,1.19531,0.835714,0.812972,0.835714,1.07785,0.835714,0.998806,0.835714,All
0.8459,0.842857,0.871054,0.842857,1.19875,0.842857,0.827137,0.842857,1.0981,0.842857,1.03872,0.842857,All
0.85158,0.85,0.878457,0.85,1.22708,0.85,0.82734,0.85,1.11939,0.85,1.09988,0.85,All
0.851949,0.857143,0.878893,0.857143,1.23552,0.857143,0.832083,0.857143,1.153,0.857143,1.11201,0.857143,All
0.853793,0.864286,0.931984,0.864286,1.24626,0.864286,0.833814,0.864286,1.15587,0.864286,1.12374,0.864286,All
0.863847,0.871429,0.949373,0.871429,1.28206,0.871429,0.857914,0.871429,1.21925,0.871429,1.13767,0.871429,All
0.877542,0.878571,0.952223,0.878571,1.31022,0.878571,0.870732,0.878571,1.2319,0.878571,1.16,0.878571,All
0.87969,0.885714,0.958046,0.885714,1.36295,0.885714,0.896411,0.885714,1.23908,0.885714,1.20871,0.885714,All
0.891189,0.892857,0.971714,0.892857,1.38587,0.892857,0.954313,0.892857,1.28729,0.892857,1.23169,0.892857,All
0.891502,0.9,0.980262,0.9,1.4078,0.9,0.966658,0.9,1.345,0.9,1.26921,0.9,All
0.897025,0.907143,1.02049,0.907143,1.41785,0.907143,0.971546,0.907143,1.3768,0.907143,1.28757,0.907143,All
0.901544,0.914286,1.02068,0.914286,1.45205,0.914286,0.97651,0.914286,1.38984,0.914286,1.32685,0.914286,All
0.90461,0.921429,1.03174,0.921429,1.45387,0.921429,1.1015,0.921429,1.43148,0.921429,1.3616,0.921429,All
0.905376,0.928571,1.03447,0.928571,1.55807,0.928571,1.13511,0.928571,1.45157,0.928571,1.39563,0.928571,All
0.916334,0.935714,1.12971,0.935714,1.58312,0.935714,1.17335,0.935714,1.46158,0.935714,1.41736,0.935714,All
0.923681,0.942857,1.23998,0.942857,1.7212,0.942857,1.32784,0.942857,1.46181,0.942857,1.4574,0.942857,All
0.926599,0.95,1.31753,0.95,1.77217,0.95,1.42076,0.95,1.49317,0.95,1.55455,0.95,All
0.932401,0.957143,1.35153,0.957143,1.77844,0.957143,1.47411,0.957143,1.5037,0.957143,1.57628,0.957143,All
0.946674,0.964286,1.39565,0.964286,1.88996,0.964286,1.53003,0.964286,1.5252,0.964286,1.7129,0.964286,All
0.958145,0.971429,1.41253,0.971429,1.96646,0.971429,1.85905,0.971429,1.71989,0.971429,1.7719,0.971429,All
0.968392,0.978571,1.42448,0.978571,1.98081,0.978571,1.8593,0.978571,1.97568,0.978571,2.08747,0.978571,All
0.998095,0.985714,1.61043,0.985714,2.05165,0.985714,1.88659,0.985714,2.20571,0.985714,2.73624,0.985714,All
1.02316,0.992857,1.95921,0.992857,2.07366,0.992857,2.10743,0.992857,2.97405,0.992857,3.10409,0.992857,All
1.27628,1,2.3006,1,2.60509,1,2.48695,1,3.37129,1,3.2774,1,All
4,1,4,1,4,1,4,1,4,1,4,1,All
