standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,split
-0.00224298,0.421429,0.204578,0.421429,-0.21058,0.421429,All
0.0119155,0.428571,0.213762,0.428571,-0.197403,0.428571,All
0.0163439,0.435714,0.219425,0.435714,-0.194293,0.435714,All
0.0305556,0.442857,0.239269,0.442857,-0.188501,0.442857,All
0.0431129,0.45,0.245581,0.45,-0.163345,0.45,All
0.0493823,0.457143,0.246211,0.457143,-0.15285,0.457143,All
0.0599688,0.464286,0.269138,0.464286,-0.142614,0.464286,All
0.0616612,0.471429,0.284896,0.471429,-0.138528,0.471429,All
0.0652673,0.478571,0.313409,0.478571,-0.0893154,0.478571,All
0.0699798,0.485714,0.320805,0.485714,-0.0692159,0.485714,All
0.0782495,0.492857,0.334399,0.492857,-0.0544733,0.492857,All
0.0811246,0.5,0.343435,0.5,-0.0343002,0.5,All
0.0920639,0.507143,0.3437,0.507143,-0.0171865,0.507143,All
0.10362,0.514286,0.346258,0.514286,-0.012149,0.514286,All
0.109877,0.521429,0.374987,0.521429,0.0334807,0.521429,All
0.137808,0.528571,0.374997,0.528571,0.0343067,0.528571,All
0.145382,0.535714,0.379222,0.535714,0.0367313,0.535714,All
0.161588,0.542857,0.381959,0.542857,0.0428499,0.542857,All
0.172653,0.55,0.402867,0.55,0.0443762,0.55,All
0.187703,0.557143,0.40479,0.557143,0.0457315,0.557143,All
0.188246,0.564286,0.406151,0.564286,0.0460198,0.564286,All
0.235648,0.571429,0.417161,0.571429,0.0587279,0.571429,All
0.241574,0.578571,0.435259,0.578571,0.0596585,0.578571,All
0.248117,0.585714,0.441534,0.585714,0.10908,0.585714,All
0.283108,0.592857,0.446584,0.592857,0.121071,0.592857,All
0.287875,0.6,0.467485,0.6,0.142202,0.6,All
0.290055,0.607143,0.471206,0.607143,0.149036,0.607143,All
0.297495,0.614286,0.486065,0.614286,0.171617,0.614286,All
0.343796,0.621429,0.50037,0.621429,0.173916,0.621429,All
0.349429,0.628571,0.535106,0.628571,0.189705,0.628571,All
0.353116,0.635714,0.553002,0.635714,0.197749,0.635714,All
0.360598,0.642857,0.570767,0.642857,0.21617,0.642857,All
0.407863,0.65,0.578344,0.65,0.2181,0.65,All
0.484105,0.657143,0.600154,0.657143,0.241138,0.657143,All
0.496309,0.664286,0.620543,0.664286,0.290158,0.664286,All
0.51013,0.671429,0.650336,0.671429,0.384919,0.671429,All
0.510948,0.678571,0.653026,0.678571,0.392009,0.678571,All
0.515136,0.685714,0.657608,0.685714,0.45199,0.685714,All
0.519959,0.692857,0.685546,0.692857,0.485967,0.692857,All
0.525579,0.7,0.686571,0.7,0.492628,0.7,All
0.531255,0.707143,0.686713,0.707143,0.504767,0.707143,All
0.536396,0.714286,0.69526,0.714286,0.508353,0.714286,All
0.549074,0.721429,0.702622,0.721429,0.509407,0.721429,All
0.55272,0.728571,0.725845,0.728571,0.545064,0.728571,All
0.588442,0.735714,0.734707,0.735714,0.553104,0.735714,All
0.610254,0.742857,0.759072,0.742857,0.599542,0.742857,All
0.639096,0.75,0.759914,0.75,0.6293,0.75,All
0.646323,0.757143,0.783661,0.757143,0.631224,0.757143,All
0.701145,0.764286,0.823962,0.764286,0.665329,0.764286,All
0.745705,0.771429,0.829098,0.771429,0.666799,0.771429,All
0.74585,0.778571,0.846935,0.778571,0.68716,0.778571,All
0.763244,0.785714,0.859918,0.785714,0.695552,0.785714,All
0.772509,0.792857,0.866276,0.792857,0.698117,0.792857,All
0.801218,0.8,0.891966,0.8,0.698242,0.8,All
0.816795,0.807143,0.894905,0.807143,0.726044,0.807143,All
0.825101,0.814286,0.911045,0.814286,0.733244,0.814286,All
0.830603,0.821429,0.920972,0.821429,0.747567,0.821429,All
0.869403,0.828571,0.939969,0.828571,0.748351,0.828571,All
0.954496,0.835714,0.947023,0.835714,0.805084,0.835714,All
0.970454,0.842857,0.95327,0.842857,0.81036,0.842857,All
0.986769,0.85,0.964641,0.85,0.946212,0.85,All
1.07776,0.857143,0.975665,0.857143,0.964441,0.857143,All
1.13313,0.864286,0.979001,0.864286,0.970623,0.864286,All
1.16914,0.871429,0.980369,0.871429,0.976415,0.871429,All
1.21977,0.878571,1.01591,0.878571,0.980967,0.878571,All
1.23228,0.885714,1.05397,0.885714,1.0474,0.885714,All
1.23912,0.892857,1.05633,0.892857,1.06934,0.892857,All
1.2455,0.9,1.08807,0.9,1.08858,0.9,All
1.25126,0.907143,1.10855,0.907143,1.09178,0.907143,All
1.30902,0.914286,1.12067,0.914286,1.19462,0.914286,All
1.31067,0.921429,1.18397,0.921429,1.19698,0.921429,All
1.31093,0.928571,1.19208,0.928571,1.43375,0.928571,All
1.32086,0.935714,1.19329,0.935714,1.45986,0.935714,All
1.32718,0.942857,1.27572,0.942857,1.47482,0.942857,All
1.4074,0.95,1.27666,0.95,1.56716,0.95,All
1.41392,0.957143,1.42451,0.957143,1.77976,0.957143,All
1.46508,0.964286,1.60918,0.964286,1.86662,0.964286,All
1.49599,0.971429,1.65444,0.971429,1.88259,0.971429,All
1.5202,0.978571,1.6636,0.978571,2.11237,0.978571,All
1.53367,0.985714,2.39207,0.985714,2.44135,0.985714,All
1.53492,0.992857,2.53128,0.992857,2.60708,0.992857,All
1.55633,1,2.98775,1,2.69099,1,All
4,1,4,1,4,1,All
