iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
366,755.478,1,5.80762,13.9213,41.0487,39.2819,0.305354,0.0653847,0.763958,0.595274,0.998761,0.182309,0.564774,0.315188,0.24668
367,761.827,1,5.81544,14.0091,40.839,39.134,0.301812,0.0660589,0.765594,0.592638,0.998761,0.180197,0.569126,0.318057,0.248235
368,756.5,1,5.79237,13.7602,40.6917,39.0519,0.304388,0.0651147,0.738608,0.595802,0.998761,0.175823,0.549512,0.322646,0.250719
369,749.072,1,5.64043,12.9628,40.3938,38.7404,0.299929,0.0653565,0.72432,0.614911,0.998761,0.176202,0.535827,0.318956,0.249443
370,759.188,1,5.78269,13.3907,40.2516,38.5025,0.301843,0.0664121,0.732161,0.593059,0.998761,0.17539,0.562062,0.313679,0.246126
371,755.197,1,5.73734,13.6537,40.0657,38.3871,0.299909,0.0657219,0.759821,0.595814,0.998761,0.180851,0.566266,0.311894,0.242733
372,750.888,1,5.70903,13.2103,39.8635,38.3899,0.301036,0.0644392,0.761255,0.60143,0.998761,0.180518,0.570667,0.31295,0.242444
373,755.616,1,5.61593,12.9509,39.7427,38.251,0.303502,0.0648378,0.7325,0.619834,0.998761,0.17665,0.573246,0.307937,0.238595
374,753.84,1,5.66708,13.2172,39.8077,38.3405,0.304229,0.0660441,0.743358,0.61234,0.998761,0.176044,0.596252,0.310199,0.24004
375,752.173,1,5.66236,13.247,39.9777,38.4355,0.304969,0.0643942,0.713906,0.611826,0.998761,0.177631,0.586691,0.312307,0.242097
376,749.186,1,5.84396,13.6019,39.893,38.4244,0.298941,0.0652539,0.715388,0.584824,0.998761,0.177148,0.577886,0.304127,0.232717
377,755.506,1,5.79164,14.4239,39.5386,38.1986,0.300298,0.0657248,0.727735,0.589304,0.998761,0.177396,0.607839,0.307954,0.237499
378,745.5,1,5.89601,13.9838,39.9553,38.4597,0.302534,0.0621831,0.713492,0.57302,0.998761,0.178242,0.598373,0.318134,0.244688
379,744.612,1,5.80495,13.2703,39.9819,38.4009,0.303265,0.0616157,0.705783,0.583962,0.998761,0.181967,0.63866,0.316438,0.244838
380,749.453,1,5.81468,12.7085,39.9785,38.3716,0.305911,0.0613293,0.681649,0.577992,0.998761,0.178148,0.637124,0.312907,0.241781
381,751.974,1,5.80984,12.6679,40.1984,38.4991,0.307796,0.0613527,0.681846,0.583163,0.998761,0.181702,0.571519,0.311686,0.241779
382,745.19,1,5.75225,12.6913,40.621,38.8523,0.304131,0.0614062,0.679089,0.591911,0.998761,0.17829,0.588871,0.310944,0.240461
383,747.581,1,5.73304,12.7404,40.756,38.9193,0.302693,0.0621886,0.720491,0.601495,0.998761,0.181725,0.604007,0.315834,0.244513
384,747.305,1,5.72982,12.6045,40.8108,38.9092,0.301178,0.0632081,0.702169,0.602068,0.998761,0.177343,0.562553,0.308049,0.240988
385,747.775,1,5.68756,12.9522,41.0295,38.9905,0.304214,0.0615615,0.702907,0.608265,0.998761,0.186386,0.5792,0.308124,0.240101
386,742.627,1,5.59937,13.2257,40.6251,38.6915,0.306029,0.0613096,0.744101,0.626046,0.998761,0.18257,0.56621,0.309448,0.241347
387,749.414,1,5.65483,13.1005,40.542,38.6639,0.299544,0.0641069,0.766971,0.614119,0.998761,0.180024,0.529129,0.306661,0.241263
388,758.669,1,5.67821,12.3922,40.4847,38.6473,0.302956,0.066369,0.753531,0.610403,0.998761,0.180701,0.526014,0.30816,0.239671
389,754.723,1,5.71386,12.8485,40.4259,38.5949,0.304559,0.0666204,0.746803,0.601674,0.998761,0.186135,0.52401,0.312155,0.240487
390,753.735,1,5.67319,13.201,40.7566,38.7575,0.301178,0.0654046,0.758215,0.609353,0.998761,0.183305,0.577063,0.308827,0.237872
391,745.943,1,5.69949,13.8721,40.7777,38.8832,0.299346,0.0634885,0.736598,0.609981,0.998761,0.188355,0.592697,0.301823,0.233918
392,750.752,1,5.85551,12.8387,40.6152,38.8158,0.293503,0.0674972,0.718151,0.588098,0.998761,0.178172,0.531551,0.30198,0.234863
393,753.292,1,5.64129,12.8686,40.7755,38.9033,0.303428,0.0641112,0.745108,0.624302,0.998761,0.181389,0.569416,0.296916,0.231323
394,750.307,1,5.78978,13.3344,40.6851,38.8909,0.306426,0.0625779,0.732403,0.593687,0.998761,0.182437,0.565686,0.298465,0.231089
395,752.609,1,5.61116,13.1581,40.4676,38.8164,0.307686,0.0636777,0.70129,0.621435,0.998761,0.185679,0.585548,0.297201,0.229873
396,755.094,1,5.69776,13.0549,40.0274,38.5042,0.300904,0.0664501,0.710973,0.604469,0.998761,0.181555,0.598202,0.292798,0.223752
397,753.911,1,5.63685,13.0324,40.2165,38.5885,0.308207,0.063293,0.755783,0.614148,0.998761,0.185126,0.626885,0.290707,0.223056
398,745.534,1,5.66095,12.5954,40.2322,38.7113,0.307322,0.0617808,0.739353,0.612466,0.998761,0.183784,0.585544,0.289889,0.222509
399,748.576,1,5.80199,13.5037,40.2449,38.7348,0.300674,0.0638916,0.747241,0.590284,0.998761,0.180872,0.628735,0.294164,0.226166
400,750.443,1,5.8583,13.3373,40.1616,38.5716,0.305303,0.0627361,0.744686,0.579926,0.998761,0.189406,0.621358,0.291572,0.223248
401,744.343,1,6.021,14.0672,39.8301,38.3502,0.301085,0.0634283,0.725776,0.554262,0.998761,0.180103,0.648,0.28116,0.215305
402,752.83,1,5.85554,14.0875,39.9458,38.5088,0.303802,0.0634266,0.765573,0.583084,0.998761,0.18161,0.642583,0.281934,0.214924
403,750.019,1,5.75172,14.9034,39.8737,38.4756,0.305595,0.0638215,0.760416,0.600522,0.998761,0.186162,0.679695,0.28598,0.217703
404,757.646,1,5.84254,14.4206,39.7931,38.4469,0.297446,0.0663146,0.786901,0.587372,0.998761,0.187016,0.689443,0.284201,0.216526
405,754.965,1,5.77141,13.268,39.4899,38.2394,0.301632,0.0670869,0.765108,0.595257,0.998761,0.184668,0.594115,0.282361,0.214102
406,760.807,1,5.54124,14.1804,39.7556,38.4199,0.302923,0.0682752,0.759577,0.636129,0.998761,0.183935,0.590844,0.283479,0.214854
407,760.856,1,5.62425,15.3818,39.5668,38.336,0.299606,0.0687209,0.750984,0.624291,0.998761,0.175815,0.655934,0.278847,0.210113
408,755.755,1,5.61139,13.7812,39.6586,38.416,0.300648,0.0681032,0.754786,0.622131,0.998761,0.179549,0.629692,0.276104,0.205513
409,749.514,1,5.78537,14.2733,39.6227,38.4333,0.30093,0.0648788,0.743218,0.596611,0.998761,0.184734,0.645652,0.280183,0.207193
410,755.759,1,5.74505,13.7546,39.7043,38.3769,0.3021,0.0655533,0.745932,0.601589,0.998761,0.187913,0.618795,0.282829,0.210582
411,759.24,1,5.58998,13.4802,39.5133,38.2776,0.302056,0.066675,0.769223,0.626506,0.998761,0.182198,0.682205,0.283631,0.209426
412,762.788,1,5.62669,12.9948,40.3014,38.7869,0.305755,0.0669523,0.739203,0.620057,0.998761,0.181088,0.690894,0.274588,0.204325
413,755.544,1,5.66202,13.0187,40.7833,39.1055,0.306634,0.0647625,0.754807,0.613151,0.998761,0.183017,0.682251,0.272977,0.199578
414,754.262,1,5.68987,13.19,40.303,38.7654,0.306546,0.0657791,0.759113,0.604766,0.998761,0.185696,0.688501,0.27504,0.199318
415,757.799,1,5.80716,13.0631,40.4914,38.8824,0.305491,0.0670687,0.751886,0.587373,0.998761,0.185193,0.674507,0.274693,0.201558
416,755.755,1,5.98425,13.8381,40.4055,38.8645,0.297151,0.0696254,0.748528,0.55799,0.998761,0.179821,0.665115,0.273361,0.201797
417,761.47,1,5.73617,13.5981,40.4733,38.8844,0.301371,0.069188,0.761795,0.602073,0.998761,0.188904,0.622032,0.27424,0.201261
418,759.526,1,5.76499,13.4485,40.747,39.016,0.300936,0.0694113,0.79478,0.596066,0.998761,0.188424,0.629948,0.273886,0.20093
419,756.333,1,5.61976,12.9829,40.5906,38.9026,0.302612,0.0675959,0.766919,0.618245,0.998761,0.183103,0.693103,0.274946,0.201366
420,756.161,1,5.53952,12.7915,40.8203,39.0801,0.305125,0.0664799,0.769061,0.628366,0.998761,0.192144,0.657735,0.26861,0.198935
421,752.908,1,5.64469,12.3821,41.2458,39.4563,0.30344,0.0648976,0.7577,0.615096,0.998761,0.188089,0.648666,0.278294,0.208002
422,754.939,1,5.70072,12.922,41.0779,39.4123,0.303485,0.065111,0.765679,0.602244,0.998761,0.185038,0.682942,0.276308,0.207408
423,753.908,1,5.68551,12.9029,40.8356,39.4094,0.300826,0.0647683,0.747185,0.606862,0.998761,0.182862,0.678631,0.274403,0.205876
424,742.578,1,5.70573,12.5223,41.085,39.575,0.300839,0.0651537,0.758765,0.60056,0.998761,0.185235,0.570805,0.277852,0.205207
425,752.157,1,5.86003,12.6934,40.7786,39.3779,0.294258,0.0684218,0.76916,0.572179,0.998761,0.177879,0.627594,0.278654,0.206884
426,746.327,1,5.74727,12.4859,41.0269,39.5611,0.298481,0.0656843,0.766728,0.594643,0.998761,0.180793,0.60122,0.275945,0.20573
427,747.841,1,5.68832,12.1445,40.9897,39.5336,0.30187,0.0655282,0.775113,0.607764,0.998761,0.17875,0.629065,0.273051,0.202803
428,762.113,1,5.70923,12.2238,40.8526,39.4137,0.300434,0.0701097,0.778556,0.600213,0.998761,0.179983,0.585724,0.27458,0.205171
429,759.021,1,5.73002,12.7283,40.7081,39.3659,0.29928,0.0678727,0.78835,0.601408,0.998761,0.180778,0.623851,0.272053,0.205712
430,753.491,1,5.5924,12.1819,40.9932,39.6173,0.302586,0.0672904,0.793058,0.620065,0.998761,0.180358,0.648215,0.268077,0.203133
431,760.763,1,5.47896,11.6603,40.9229,39.5877,0.298222,0.0686816,0.814436,0.636697,0.998761,0.180135,0.614797,0.268052,0.205285
432,763.973,1,5.41679,12.026,40.8669,39.5727,0.306567,0.0670126,0.761273,0.649783,0.998761,0.186587,0.608543,0.267773,0.20333
433,749.221,1,5.63877,12.0785,41.1467,39.7906,0.3088,0.0643583,0.773719,0.608465,0.998761,0.192389,0.640031,0.269258,0.204283
434,750.846,1,5.7195,12.2109,41.1887,39.8168,0.304722,0.0644268,0.780832,0.60303,0.998761,0.187221,0.654216,0.268699,0.205687
435,757.269,1,5.85744,12.2939,41.1967,39.7887,0.302366,0.0659639,0.739336,0.576141,0.998761,0.182982,0.681943,0.26979,0.206033
436,750.932,1,5.69451,12.2563,41.2258,39.7622,0.298191,0.0650301,0.708696,0.605923,0.998761,0.177626,0.671205,0.265025,0.205661
437,752.168,1,5.8669,12.7008,41.3594,39.8462,0.302155,0.0658994,0.725504,0.583364,0.998761,0.18099,0.679745,0.265768,0.205097
438,755.351,1,5.85002,12.4778,41.014,39.5542,0.299635,0.066783,0.676489,0.579658,0.998761,0.180546,0.666346,0.263478,0.201414
439,753.652,1,5.70878,12.72,41.2507,39.6968,0.297043,0.0685431,0.733689,0.606878,0.998761,0.186054,0.650805,0.264933,0.201955
440,761.303,1,5.72622,12.8715,41.134,39.6514,0.299337,0.0688209,0.752429,0.605086,0.998761,0.185495,0.647755,0.264433,0.203449
441,752.803,1,5.82616,12.7637,40.9497,39.6215,0.300614,0.067608,0.754845,0.586043,0.998761,0.182702,0.583125,0.25957,0.200192
442,745.911,1,5.73684,12.8462,40.7531,39.5545,0.299877,0.0659842,0.751898,0.605976,0.998761,0.179779,0.580433,0.254114,0.196982
443,737.944,1,5.66254,13.1409,40.9023,39.5666,0.299253,0.0655323,0.749912,0.611209,0.998761,0.180238,0.603407,0.249395,0.193543
444,753.661,1,5.70302,12.3869,41.2352,39.7178,0.302636,0.0680244,0.753662,0.608822,0.998761,0.180314,0.668342,0.250301,0.193553
445,760.538,1,5.76533,12.5745,41.0867,39.6472,0.298347,0.0695438,0.761041,0.598709,0.998761,0.183145,0.642586,0.253974,0.194572
446,756.547,1,5.72335,12.711,41.3385,39.7519,0.302266,0.0666241,0.755721,0.606958,0.998761,0.182237,0.630091,0.256934,0.194428
447,754.056,1,5.72292,13.0373,41.2441,39.6584,0.303343,0.0659555,0.735527,0.59913,0.998761,0.182504,0.65334,0.253573,0.191736
448,750.474,1,5.71503,13.3646,41.1381,39.5754,0.293809,0.0698335,0.773552,0.610146,0.998761,0.174802,0.644443,0.260623,0.19405
449,756.727,1,5.76475,13.7744,41.1388,39.6184,0.294867,0.0699675,0.766646,0.604695,0.998761,0.170076,0.641867,0.261936,0.195214
450,757.509,1,5.7351,14.3581,40.7242,39.3444,0.294337,0.0715241,0.763895,0.604489,0.998761,0.174892,0.630201,0.265463,0.198682
451,750.226,1,5.80705,14.0588,40.7348,39.4089,0.298121,0.0678691,0.761755,0.596381,0.998761,0.177509,0.626762,0.261457,0.197297
452,749.225,1,5.76208,13.7778,40.7428,39.4792,0.303157,0.066954,0.754508,0.606021,0.998761,0.182715,0.621304,0.256936,0.192536
453,753.306,1,5.57737,13.9596,40.9655,39.5875,0.299908,0.0670919,0.768809,0.635498,0.998761,0.183101,0.580514,0.267232,0.198189
454,750.047,1,5.49131,12.7846,41.1998,39.8328,0.299829,0.06809,0.766811,0.645624,0.998761,0.17347,0.605454,0.270446,0.201469
455,749.186,1,5.52947,13.0124,40.8204,39.606,0.30224,0.0638885,0.749845,0.639365,0.998761,0.178901,0.662836,0.267692,0.19735
456,744.232,1,5.58051,12.5725,41.1934,39.9709,0.304737,0.0627587,0.759656,0.633209,0.998761,0.178824,0.688598,0.258151,0.191199
457,744.591,1,5.69874,12.6562,41.3198,40.0457,0.300311,0.0635983,0.780542,0.610179,0.998761,0.180622,0.658848,0.256981,0.193216
458,743.846,1,5.57585,12.3285,41.2438,40.0122,0.30497,0.0635775,0.755385,0.63202,0.998761,0.183965,0.63321,0.255253,0.191422
459,740.035,1,5.69009,12.7057,41.1749,39.9994,0.299702,0.0647054,0.760335,0.611052,0.998761,0.180026,0.624878,0.261226,0.195917
460,738.304,1,5.61921,12.3625,41.7757,40.4249,0.296138,0.0652711,0.790906,0.620381,0.998761,0.179403,0.575294,0.266752,0.199035
461,746.026,1,5.64247,12.1957,41.6278,40.3178,0.296315,0.0652929,0.769974,0.615211,0.998761,0.179132,0.604191,0.265422,0.199382
462,740.559,1,5.70466,12.5691,41.6438,40.3747,0.302424,0.0642053,0.748341,0.603886,0.998761,0.179944,0.599907,0.266348,0.20148
463,745.219,1,5.59908,12.3066,41.3358,40.1465,0.299847,0.0643581,0.775326,0.62308,0.998761,0.185266,0.631638,0.265347,0.20023
464,742.421,1,5.68568,12.6272,41.1664,40.0052,0.301455,0.064036,0.744962,0.609075,0.998761,0.187119,0.639343,0.261867,0.197274
465,746.951,1,5.67575,11.8073,41.3308,40.1054,0.304669,0.0642707,0.760779,0.609909,0.998761,0.188969,0.659621,0.265477,0.197235
466,750.043,1,5.6876,11.6351,41.1747,40.0138,0.306324,0.0640807,0.778528,0.604189,0.998761,0.187808,0.634487,0.271126,0.202119
467,749.909,1,5.62829,11.5613,41.4186,40.1251,0.297584,0.0660574,0.745098,0.61219,0.998761,0.182433,0.624064,0.27453,0.202112
468,741.694,1,5.67516,11.92,41.3209,40.043,0.300449,0.0625554,0.753903,0.609185,0.998761,0.186856,0.592352,0.271798,0.200044
469,740.053,1,5.60608,12.2029,41.462,40.0945,0.304815,0.0629782,0.761136,0.622852,0.998761,0.183432,0.619849,0.275178,0.202736
470,739.004,1,5.69676,12.1513,41.5705,40.2199,0.298506,0.0636391,0.779869,0.611197,0.998761,0.181459,0.606021,0.274086,0.203642
471,744.771,1,5.58059,12.3972,41.8507,40.3386,0.2986,0.0643318,0.788008,0.628447,0.998761,0.179254,0.644827,0.275144,0.206384
472,745.085,1,5.67918,12.1459,41.8953,40.3566,0.303835,0.063177,0.778388,0.60746,0.998761,0.184148,0.662319,0.27412,0.206888
473,744.398,1,5.67284,11.8496,41.8297,40.3283,0.305871,0.0620639,0.788779,0.609341,0.998761,0.181538,0.69464,0.274466,0.207205
474,748.123,1,5.63136,12.2447,41.3599,40.0405,0.299068,0.064815,0.778903,0.617383,0.998761,0.17593,0.669863,0.272835,0.206097
475,743.243,1,5.65499,11.8928,41.4411,40.0813,0.297345,0.0663003,0.765784,0.612987,0.998761,0.180078,0.605749,0.270091,0.203287
476,739.784,1,5.72981,11.925,41.3072,39.9598,0.300984,0.0644123,0.755746,0.60111,0.998761,0.177363,0.599846,0.270342,0.202573
477,742.691,1,5.58144,12.5309,41.3348,40.0609,0.303915,0.0631744,0.734899,0.629812,0.998761,0.181879,0.62312,0.271453,0.203083
478,750.088,1,5.75962,12.3576,41.5069,40.0568,0.301885,0.0649561,0.770328,0.600737,0.998761,0.183194,0.624851,0.272216,0.203997
479,749.014,1,5.87503,12.6289,41.6053,40.1213,0.304385,0.0634648,0.774079,0.582456,0.998761,0.183958,0.677743,0.275662,0.207141
480,754.923,1,5.81605,12.1325,41.5436,40.1383,0.299446,0.0637006,0.737524,0.582536,0.998761,0.179761,0.651858,0.272383,0.206025
481,746.221,1,5.85464,11.9158,41.2529,39.8657,0.305163,0.0627736,0.722684,0.575838,0.998761,0.179909,0.660277,0.27259,0.206225
482,746.979,1,5.82588,12.1821,41.3757,39.9227,0.304221,0.0630398,0.749024,0.584602,0.998761,0.182158,0.645282,0.273204,0.205603
483,742.713,1,5.73816,12.1199,41.415,39.9572,0.305585,0.0631205,0.730273,0.602152,0.998761,0.182536,0.591042,0.275769,0.20813
484,749.798,1,5.59928,12.1097,41.6136,40.0165,0.303301,0.0658491,0.699526,0.626099,0.998761,0.182492,0.593688,0.278679,0.207628
485,756.473,1,5.67919,12.602,41.4641,39.9776,0.301466,0.0665398,0.746103,0.609095,0.998761,0.185331,0.608224,0.274463,0.205421
486,746.575,1,5.73188,12.5857,41.2744,39.8287,0.301159,0.0657653,0.761418,0.603303,0.998761,0.181725,0.553789,0.273382,0.203262
487,742.942,1,5.67692,12.631,41.146,39.7316,0.300053,0.0643471,0.773965,0.609057,0.998761,0.185663,0.530689,0.274343,0.203385
488,745.386,1,5.65621,12.039,41.2295,39.7234,0.305238,0.0641098,0.770741,0.614561,0.998761,0.186435,0.585777,0.274147,0.202656
489,753.619,1,5.73362,12.7632,41.0465,39.6459,0.297245,0.0684575,0.775447,0.603521,0.998761,0.181963,0.574103,0.271082,0.201366
490,751.753,1,5.74644,12.3925,41.2755,39.7768,0.29773,0.0677281,0.78908,0.599743,0.998761,0.18349,0.582304,0.274611,0.203215
491,756.548,1,5.73392,12.1394,41.0999,39.7364,0.299814,0.0673262,0.739149,0.599564,0.998761,0.183818,0.604383,0.276704,0.206438
492,756.282,1,5.7888,12.31,41.1843,39.8356,0.302683,0.0674628,0.743528,0.592702,0.998761,0.184646,0.651972,0.272218,0.202946
493,759.103,1,5.71821,12.7106,41.0469,39.6955,0.300917,0.0672366,0.712109,0.601141,0.998761,0.185182,0.656601,0.267817,0.200214
494,759.173,1,5.6857,12.0849,41.1507,39.7944,0.301561,0.0680811,0.697006,0.607543,0.998761,0.177342,0.680882,0.267115,0.196228
495,752.01,1,5.61489,12.7024,41.0206,39.702,0.303305,0.0672133,0.721895,0.617181,0.998761,0.179781,0.626599,0.2705,0.198762
496,755.168,1,5.63231,13.1005,40.6023,39.3442,0.304844,0.0671334,0.730232,0.621387,0.998761,0.181472,0.637049,0.277543,0.202729
497,755.601,1,5.66628,13.0316,40.7893,39.4698,0.301513,0.0666216,0.747191,0.611331,0.998761,0.179993,0.638959,0.280626,0.20557
498,748.054,1,5.90115,13.3482,40.5388,39.2805,0.300174,0.0665824,0.744637,0.573618,0.998761,0.179102,0.61348,0.277559,0.20144
499,762.347,1,5.82747,13.0311,40.3364,39.2301,0.297299,0.0712005,0.745143,0.584137,0.998761,0.179832,0.60033,0.279399,0.202899
500,759.305,1,5.78789,12.6475,40.4571,39.3923,0.296443,0.0690464,0.739426,0.591399,0.998761,0.179199,0.617491,0.280395,0.202697
501,755.552,1,5.7531,12.1034,40.3924,39.3067,0.302926,0.066433,0.746794,0.589475,0.998761,0.183467,0.621814,0.275627,0.200461
502,754.662,1,5.73853,12.2363,40.2352,39.131,0.300266,0.0690959,0.714577,0.595095,0.998761,0.176397,0.577356,0.270679,0.197363
503,748.344,1,5.77529,12.5072,40.3459,39.246,0.301613,0.0667319,0.727405,0.587943,0.99898,0.183781,0.573416,0.273053,0.200512
504,748.089,1,5.62536,12.6137,40.5659,39.3688,0.304376,0.0663279,0.721037,0.613383,0.999,0.18515,0.613489,0.273049,0.200524
505,755.397,1,5.64918,12.8961,40.4596,39.2971,0.302342,0.0695112,0.722437,0.605975,0.999,0.183351,0.631177,0.273951,0.201632
506,753.216,1,5.68414,12.5313,40.3241,39.1714,0.306155,0.0660826,0.730246,0.600908,0.998755,0.182379,0.602384,0.273214,0.199793
507,759.873,1,5.76849,13.27,40.3176,39.2077,0.301518,0.0683735,0.716153,0.592584,0.998705,0.18438,0.657726,0.270389,0.199969
508,751.992,1,5.8502,13.2633,40.0191,39.0202,0.302215,0.0677047,0.72925,0.577794,0.99897,0.181099,0.603102,0.268921,0.198891
509,755.355,1,5.62924,12.7325,40.332,39.2705,0.306129,0.0672226,0.72562,0.617326,0.99873,0.186617,0.548809,0.275092,0.202469
510,752.331,1,5.74462,12.9805,40.7115,39.5258,0.307316,0.0657888,0.712375,0.596853,0.998703,0.185514,0.562478,0.272341,0.201296
511,753.019,1,5.8345,12.187,40.8583,39.6601,0.304715,0.0661667,0.71885,0.581715,0.998739,0.18396,0.589321,0.274046,0.203928
512,757.408,1,5.71753,12.3288,40.7021,39.615,0.305377,0.0670246,0.732213,0.601206,0.998506,0.186039,0.57117,0.271182,0.20385
513,762.953,1,5.74788,12.1825,40.6735,39.5967,0.30586,0.0675203,0.714675,0.597324,0.998446,0.187043,0.644688,0.268029,0.204272
514,756.986,1,5.58271,12.0348,40.8427,39.7966,0.305591,0.0671252,0.748278,0.623931,0.998797,0.182296,0.606972,0.27394,0.209505
515,755.218,1,5.60927,12.3257,41.1148,39.9138,0.301085,0.0662127,0.765232,0.623406,0.998158,0.179189,0.573073,0.272682,0.209316
516,759.474,1,5.7039,12.7649,41.3116,39.9634,0.300977,0.0665304,0.73443,0.606372,0.997893,0.17899,0.586116,0.275651,0.214024
517,754.077,1,5.74049,12.011,41.3263,39.9295,0.301634,0.0661325,0.750817,0.60112,0.998399,0.178093,0.589178,0.271513,0.210946
518,758.135,1,5.76281,12.569,41.019,39.6892,0.302965,0.0667495,0.752285,0.591047,0.99825,0.181197,0.550711,0.279148,0.21719
519,754.327,1,5.86558,12.6549,40.3889,39.1256,0.301628,0.0673475,0.713202,0.574018,0.998639,0.18321,0.530119,0.278466,0.214672
520,756.913,1,5.71579,13.0749,40.4237,39.0972,0.301583,0.0670972,0.700991,0.603435,0.998297,0.177906,0.558146,0.277386,0.21222
521,757.283,1,5.72982,13.0513,40.1659,38.8382,0.301335,0.0684236,0.720454,0.600039,0.99856,0.173776,0.559511,0.274467,0.212251
522,762.839,1,5.71934,13.4804,40.4027,38.9611,0.306464,0.0679646,0.713472,0.600549,0.998449,0.179579,0.564912,0.283173,0.216127
523,759.567,1,5.7379,13.1365,40.3788,38.9034,0.302357,0.0673573,0.730843,0.599379,0.998461,0.182032,0.561101,0.287985,0.21994
524,755.75,1,5.73472,13.4083,40.3933,38.8917,0.299531,0.066327,0.745976,0.596903,0.998458,0.181713,0.599595,0.281788,0.217709
525,753.66,1,5.64546,13.7355,40.3162,38.7729,0.298621,0.0640075,0.741065,0.613384,0.998089,0.18084,0.633171,0.287297,0.220823
526,760.018,1,5.65962,13.5967,40.0488,38.4843,0.301178,0.0641963,0.77725,0.612465,0.997476,0.187793,0.595958,0.290347,0.225671
527,762.536,1,5.60968,13.9694,40.3007,38.686,0.302656,0.0652997,0.757989,0.627044,0.997293,0.187684,0.527578,0.294386,0.228661
528,757.312,1,5.84733,13.4725,40.1809,38.6999,0.298953,0.0652878,0.770858,0.582864,0.997544,0.184513,0.515504,0.290895,0.228603
529,757.471,1,5.78405,13.5145,39.5556,38.3079,0.304071,0.0638064,0.775859,0.587481,0.997758,0.182808,0.525721,0.303516,0.237779
530,760.898,1,5.66722,13.0135,40.2714,38.8715,0.306047,0.0649623,0.762256,0.610682,0.998024,0.185445,0.505919,0.311175,0.241908
531,753.688,1,5.67447,12.912,40.1446,38.8491,0.30206,0.0651676,0.745063,0.61076,0.998497,0.179676,0.485787,0.313313,0.245032
532,752.578,1,5.69325,13.0145,40.4137,39.0607,0.300526,0.0643103,0.737612,0.605968,0.998317,0.179507,0.518495,0.30597,0.242364
533,754.474,1,5.66182,12.7652,40.2813,38.995,0.306783,0.0641434,0.745883,0.607213,0.998479,0.180932,0.519776,0.304841,0.239483
534,755.697,1,5.8894,12.9687,40.211,38.9502,0.303158,0.0639099,0.726367,0.575229,0.998133,0.176168,0.544333,0.307931,0.243884
535,767.232,1,5.70532,12.5982,40.4467,39.0892,0.304842,0.0670653,0.703882,0.596633,0.99796,0.180076,0.523147,0.313511,0.243638
536,762.666,1,5.75694,12.6607,40.4715,39.1752,0.305404,0.0658396,0.701366,0.587834,0.998099,0.184808,0.504757,0.313517,0.24267
537,757.714,1,5.85625,12.6101,40.5575,39.4402,0.306763,0.0629624,0.659329,0.578982,0.997989,0.187151,0.520997,0.319636,0.244429
538,767.391,1,5.77836,12.9845,40.5277,39.3068,0.306786,0.0653031,0.684025,0.594547,0.997869,0.185932,0.547948,0.323209,0.247089
539,769.984,1,5.74049,13.0519,40.6606,39.4438,0.302668,0.0669814,0.682562,0.598241,0.99771,0.18405,0.53849,0.326736,0.24518
540,764.872,1,5.64433,13.9502,40.5616,39.5063,0.302355,0.0642616,0.725137,0.614114,0.997201,0.186483,0.556857,0.319921,0.240998
541,760.932,1,5.8192,13.8832,40.7474,39.6563,0.300398,0.0653275,0.757854,0.586135,0.998385,0.183908,0.578188,0.324452,0.247875
542,756.769,1,5.88979,13.1514,40.6178,39.7013,0.300317,0.0656685,0.775862,0.580512,0.998605,0.181669,0.573364,0.310909,0.236633
543,761.688,1,5.82198,12.3812,40.7607,39.8621,0.302134,0.0662011,0.747741,0.586858,0.998516,0.18089,0.590294,0.3138,0.239976
544,762.666,1,5.7408,12.0307,40.4785,39.6436,0.306419,0.0650635,0.755277,0.593107,0.998361,0.187202,0.566431,0.316345,0.241568
545,756.216,1,5.70535,11.999,40.3067,39.4864,0.303856,0.0641764,0.771702,0.59911,0.998311,0.186474,0.542443,0.309324,0.235805
546,754.044,1,5.84339,12.508,40.2847,39.4793,0.296232,0.0672059,0.759564,0.578853,0.998731,0.172745,0.537818,0.308598,0.238351
547,750.043,1,5.71018,12.8134,40.3483,39.3966,0.301711,0.0645823,0.758313,0.60038,0.998817,0.178432,0.543642,0.307507,0.23832
548,745.282,1,5.63507,12.2965,40.4153,39.3759,0.30309,0.064527,0.730278,0.613672,0.999,0.17941,0.519719,0.300973,0.229988
549,741.656,1,5.75378,12.3289,40.6242,39.6147,0.301848,0.0645152,0.730746,0.59764,0.999,0.179325,0.528386,0.298884,0.227754
550,751.192,1,5.62311,12.7411,40.5705,39.6507,0.301645,0.0655886,0.80214,0.615769,0.998934,0.185108,0.544854,0.301716,0.230979
551,751.607,1,5.75881,12.9411,40.2618,39.4361,0.295809,0.068124,0.751172,0.596638,0.998989,0.177878,0.510107,0.303905,0.234154
552,746.931,1,5.84209,13.0482,40.0355,39.3071,0.29819,0.0667551,0.7393,0.584763,0.999,0.170537,0.536753,0.30152,0.232238
553,752.805,1,5.87113,12.9125,40.3412,39.424,0.302814,0.06573,0.731136,0.574654,0.998916,0.178052,0.571961,0.302009,0.23034
