iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
743,753.006,1,5.59661,10.0974,43.8587,42.5764,0.303801,0.0646421,0.738858,0.619292,0.998337,0.181594,0.588755,0.266704,0.22156
744,756.569,1,5.6092,10.5841,44.0853,42.7098,0.298913,0.0650792,0.733954,0.619346,0.997901,0.178599,0.628974,0.270378,0.224444
745,763.357,1,5.77296,10.7759,43.597,42.5661,0.301388,0.0668096,0.764596,0.590023,0.997581,0.179762,0.591491,0.267331,0.224748
746,760.114,1,5.59681,10.6367,43.1037,42.2771,0.302169,0.0654262,0.764941,0.623554,0.99759,0.184661,0.584232,0.268018,0.223549
747,757.72,1,5.65637,11.0972,43.0586,42.3465,0.300116,0.0655019,0.730316,0.61462,0.997644,0.17968,0.575288,0.267506,0.225622
748,761.891,1,5.69021,11.3982,43.0466,42.4117,0.301316,0.0662355,0.753051,0.606649,0.997738,0.184819,0.578609,0.270174,0.230602
749,753.315,1,5.60191,11.0099,43.1343,42.4414,0.29955,0.0649252,0.764257,0.620802,0.998122,0.182637,0.54753,0.275918,0.232872
750,758.154,1,5.72696,11.0011,43.0942,42.4607,0.295655,0.0679327,0.748561,0.604187,0.99831,0.176181,0.571189,0.276342,0.232144
751,751.107,1,5.74223,11.0278,42.6829,42.1269,0.296715,0.066449,0.753103,0.599178,0.998467,0.174572,0.548114,0.27351,0.228649
752,745.981,1,5.60382,11.3475,42.3634,41.8707,0.300302,0.0651477,0.770744,0.620402,0.998854,0.182209,0.544591,0.27111,0.2259
753,749.646,1,5.64633,11.2569,42.6146,42.1345,0.303807,0.0654802,0.787308,0.615944,0.998711,0.185683,0.519731,0.267992,0.225206
754,753.24,1,5.77174,12.3223,42.3888,41.8321,0.298731,0.0673417,0.762452,0.600095,0.998738,0.182251,0.568851,0.268129,0.223033
755,750.127,1,5.8169,11.4558,42.5503,41.8953,0.300585,0.0667017,0.748692,0.588375,0.998776,0.178522,0.537244,0.268953,0.223473
756,746.432,1,5.78769,11.2383,42.6018,41.8888,0.297791,0.0660341,0.724887,0.593233,0.998578,0.18061,0.507341,0.264832,0.220642
757,744.42,1,5.80829,11.5012,42.7777,42.0575,0.301056,0.0647736,0.717761,0.59435,0.998892,0.181837,0.544466,0.270992,0.222754
758,745.25,1,5.70059,11.9391,42.5359,41.8816,0.300109,0.0639031,0.718718,0.607676,0.998688,0.184636,0.566125,0.272239,0.2229
759,746.17,1,5.83314,12.3365,42.4244,41.8265,0.297038,0.0659845,0.740049,0.59077,0.998767,0.184758,0.515051,0.273142,0.224081
760,736.007,1,5.78904,11.5539,42.4615,41.8836,0.299771,0.0630331,0.752,0.591129,0.999,0.187075,0.544337,0.275952,0.229775
761,739.892,1,5.68551,11.3786,42.1057,41.5892,0.300485,0.0642023,0.759661,0.607102,0.999,0.189308,0.53761,0.276081,0.228487
762,743.608,1,5.7486,11.8058,42.1545,41.606,0.301946,0.0631547,0.771768,0.596776,0.999,0.191944,0.610491,0.277242,0.230451
763,741.521,1,5.75536,11.8054,42.1173,41.6362,0.306313,0.0624395,0.754152,0.599341,0.999,0.184664,0.607857,0.282174,0.233874
764,742.057,1,5.6992,11.5622,42.1274,41.7263,0.305865,0.0628133,0.742818,0.608894,0.999,0.184109,0.595581,0.279042,0.232563
765,756.133,1,5.48315,11.5013,42.1114,41.7894,0.306644,0.0650392,0.784212,0.643178,0.998575,0.185918,0.572684,0.27931,0.230806
766,750.276,1,5.7567,11.2958,42.4228,42.1171,0.300353,0.0661589,0.754931,0.598719,0.998793,0.179964,0.525216,0.281765,0.232913
767,756.647,1,5.67688,10.8759,42.5667,42.3392,0.304182,0.0673296,0.77869,0.609863,0.998594,0.181818,0.530256,0.270376,0.225087
768,745.445,1,5.70492,10.7068,42.3704,42.2757,0.298824,0.0656159,0.762863,0.602992,0.998814,0.179861,0.537818,0.267915,0.222746
769,753.028,1,5.70772,11.0028,42.3142,42.2976,0.305015,0.0661735,0.73865,0.601868,0.998942,0.187633,0.560634,0.274078,0.22777
770,745.193,1,5.81259,11.2628,42.1851,42.234,0.300148,0.0661983,0.734333,0.582636,0.999,0.178916,0.508009,0.275233,0.230743
771,743.646,1,5.57513,10.8502,42.4162,42.4884,0.301454,0.0653675,0.736213,0.624118,0.999,0.181113,0.506838,0.27287,0.230738
772,747.719,1,5.61033,10.5823,42.3503,42.5689,0.305227,0.0658887,0.702252,0.612875,0.999,0.184913,0.542738,0.277729,0.233964
773,750.983,1,5.62225,10.5875,42.2986,42.4624,0.302548,0.065966,0.744075,0.614498,0.998738,0.180612,0.5301,0.27394,0.230284
774,759.811,1,5.68579,10.7137,42.2895,42.4534,0.298004,0.0682239,0.751796,0.604684,0.998296,0.179832,0.569572,0.270702,0.2263
775,758.066,1,5.65111,10.7275,42.4079,42.5489,0.297481,0.0674211,0.743935,0.609736,0.998022,0.180327,0.568704,0.263065,0.222674
776,753.428,1,5.6833,11.0774,42.3192,42.5718,0.299772,0.0667726,0.778375,0.605794,0.998846,0.183163,0.636131,0.262868,0.220492
777,750.056,1,5.66461,11.3658,42.0223,42.2319,0.298283,0.0662338,0.781703,0.610394,0.998835,0.180618,0.613215,0.263331,0.223476
778,750.656,1,5.77744,10.9957,42.0428,42.3365,0.302491,0.0657587,0.789023,0.58448,0.998725,0.182962,0.596307,0.254218,0.219066
779,741.32,1,5.68392,11.1788,42.3885,42.5089,0.299029,0.0645032,0.776482,0.606324,0.999,0.181332,0.600925,0.256364,0.220201
780,738.513,1,5.65264,11.1318,42.3929,42.5274,0.299029,0.063013,0.784288,0.613261,0.998812,0.179969,0.582674,0.256937,0.219504
781,744.916,1,5.63275,10.5511,42.5549,42.6542,0.298015,0.066688,0.768615,0.617332,0.999,0.177229,0.621535,0.261285,0.223391
782,743.434,1,5.76135,10.6671,42.8388,42.9141,0.30298,0.0650076,0.742072,0.596377,0.999,0.178297,0.581375,0.262531,0.22376
783,748.445,1,5.64803,10.5804,42.5866,42.6747,0.302508,0.0650251,0.791293,0.618669,0.998988,0.184748,0.639371,0.259757,0.221758
784,741.879,1,5.64124,10.9462,42.8787,42.9757,0.30416,0.0647104,0.759194,0.61746,0.999,0.184081,0.570948,0.254502,0.218686
785,742.555,1,5.74116,10.8606,42.8709,43.0313,0.301847,0.0661083,0.758889,0.600023,0.999,0.183671,0.556905,0.255984,0.217978
786,741.506,1,5.7216,11.3891,42.9988,43.024,0.297763,0.0654685,0.779386,0.603033,0.999,0.180207,0.591515,0.252548,0.217327
787,741.069,1,5.66391,11.0541,42.7193,42.8461,0.295005,0.0662922,0.762345,0.613509,0.999,0.176263,0.577417,0.255676,0.221444
788,740.092,1,5.68421,11.2354,42.4441,42.5632,0.29378,0.0672659,0.77086,0.612121,0.999,0.176793,0.596354,0.253461,0.220442
789,741.533,1,5.67196,11.0693,42.632,42.7333,0.30377,0.0640104,0.771892,0.609914,0.999,0.181775,0.585845,0.259079,0.225354
790,745.925,1,5.54584,10.7983,42.4209,42.5414,0.305343,0.0643177,0.767148,0.627397,0.999,0.182664,0.607608,0.262677,0.229298
791,737.914,1,5.60784,11.0945,41.974,42.0644,0.30339,0.0642018,0.74031,0.616277,0.999,0.175162,0.583467,0.260162,0.227287
792,749.643,1,5.61969,10.7249,42.276,42.2865,0.301657,0.0645835,0.739029,0.615562,0.99886,0.179855,0.661709,0.262528,0.228764
793,749.456,1,5.73647,11.468,42.2831,42.3479,0.296591,0.065583,0.767798,0.599902,0.998731,0.177614,0.678059,0.254275,0.222155
794,752.816,1,5.64394,12.0999,42.3399,42.4389,0.297297,0.0661944,0.782965,0.619169,0.998529,0.178372,0.648675,0.254241,0.223608
795,752.964,1,5.66421,11.6033,42.296,42.4354,0.303334,0.0656026,0.743315,0.610459,0.998865,0.187098,0.642179,0.255616,0.227065
796,749.184,1,5.68925,11.8009,41.9628,42.1001,0.301888,0.0653457,0.718082,0.603062,0.998873,0.182109,0.637455,0.251102,0.222636
797,749.602,1,5.6068,11.62,41.7361,41.875,0.3044,0.0643102,0.719175,0.617045,0.998665,0.181783,0.624997,0.251249,0.223543
798,751.114,1,5.54196,11.4003,41.7269,41.8039,0.304147,0.0650192,0.685248,0.625809,0.998701,0.182091,0.63111,0.249361,0.22225
799,751.18,1,5.52283,11.315,41.665,41.8241,0.303916,0.0663298,0.715932,0.635998,0.99888,0.184036,0.596951,0.250006,0.219469
800,749.406,1,5.75872,11.788,41.6468,41.7846,0.297145,0.0686012,0.718857,0.589937,0.999,0.178854,0.569296,0.251667,0.221507
801,752.763,1,5.55234,11.1169,41.4639,41.6312,0.29866,0.0683346,0.701094,0.625467,0.998803,0.180605,0.592278,0.245201,0.216186
802,750.485,1,5.57737,11.9292,41.2463,41.4248,0.302214,0.0668939,0.757202,0.625119,0.998842,0.182611,0.6054,0.239923,0.213761
803,744.944,1,5.57545,12.3424,41.357,41.4701,0.300598,0.0653178,0.737139,0.624466,0.998942,0.184646,0.600966,0.245606,0.218202
804,752.229,1,5.62132,11.6026,41.4719,41.6551,0.300137,0.0676432,0.762296,0.616638,0.998852,0.183655,0.609415,0.243627,0.215941
805,750.849,1,5.62744,11.8839,41.8319,42.1272,0.297623,0.0689608,0.742774,0.617532,0.999,0.181073,0.589227,0.248636,0.21998
806,754.858,1,5.52811,11.5349,42.2456,42.55,0.29913,0.0687797,0.73932,0.640629,0.998711,0.182081,0.583905,0.244038,0.214748
807,756.176,1,5.64386,12.092,41.8016,42.0056,0.302153,0.0683008,0.777391,0.619461,0.998704,0.181502,0.618766,0.239982,0.21163
808,749.399,1,5.60462,12.0938,42.2915,42.3865,0.300454,0.0676571,0.778874,0.62748,0.998921,0.18273,0.586543,0.240563,0.211035
809,758.511,1,5.57206,11.7901,42.3956,42.5325,0.30065,0.0694156,0.76463,0.625806,0.998839,0.184623,0.617617,0.246369,0.21588
810,754.681,1,5.61746,11.4296,41.7204,42.0354,0.303007,0.0676994,0.784023,0.612282,0.998986,0.186277,0.61723,0.249482,0.222036
811,759.878,1,5.67675,10.7406,41.5641,41.9673,0.299215,0.0695352,0.7922,0.600842,0.998668,0.181455,0.603994,0.249,0.222499
812,770.781,1,5.64178,10.979,41.3079,41.6595,0.303717,0.0715081,0.743629,0.607263,0.99827,0.185745,0.581545,0.245691,0.220805
813,760.682,1,5.78144,11.3337,41.0276,41.4494,0.299585,0.0715024,0.75788,0.584979,0.998759,0.179369,0.553585,0.24304,0.219686
814,755.185,1,5.59643,11.5671,41.129,41.5242,0.300888,0.0691619,0.735066,0.614971,0.998943,0.183292,0.580352,0.244464,0.221349
815,751.284,1,5.57724,12.1111,41.4863,41.7807,0.302167,0.0674947,0.7325,0.620598,0.999,0.179547,0.617015,0.243647,0.220168
816,749.076,1,5.64761,11.7714,41.5883,41.9052,0.300406,0.0669659,0.746262,0.607736,0.999,0.177147,0.626842,0.249689,0.22353
817,745.691,1,5.68522,11.929,41.6854,42.0034,0.300531,0.0671574,0.784338,0.603477,0.999,0.178925,0.577698,0.252767,0.228348
818,749.721,1,5.72306,11.4104,41.8567,42.1149,0.300206,0.0680259,0.770663,0.594891,0.999,0.178994,0.55701,0.251895,0.227207
819,746.895,1,5.80196,11.491,42.0556,42.1783,0.299852,0.0669011,0.768692,0.58736,0.999,0.176607,0.562945,0.254936,0.228436
820,750.54,1,5.82418,11.079,42.0046,42.1455,0.296174,0.0691894,0.774345,0.582693,0.999,0.172526,0.575147,0.258013,0.230916
821,753.537,1,5.75486,11.3168,42.043,42.2185,0.296925,0.0693491,0.745901,0.598771,0.999,0.176902,0.600703,0.255864,0.23059
822,750.492,1,5.60384,11.5805,41.7908,42.0198,0.300233,0.0661935,0.745793,0.623972,0.998849,0.178605,0.619315,0.253034,0.228564
823,752.246,1,5.62901,11.6533,41.8618,42.1049,0.299805,0.0647805,0.718917,0.614956,0.998513,0.183026,0.654844,0.255322,0.229282
824,752.371,1,5.65422,11.2873,41.8514,42.0227,0.302536,0.0654791,0.671818,0.610289,0.998809,0.184352,0.632221,0.255852,0.230507
825,761.399,1,5.80895,11.5618,41.5703,41.8063,0.298356,0.0689169,0.715127,0.582683,0.998761,0.180202,0.634043,0.264181,0.238732
826,757.431,1,5.81517,11.0395,42.0748,42.1497,0.294879,0.0701498,0.721503,0.581958,0.998998,0.176508,0.597694,0.263536,0.240073
827,764.315,1,5.7062,10.594,42.3912,42.4534,0.301285,0.0697871,0.724967,0.598136,0.998653,0.183278,0.602729,0.255235,0.233437
828,756.008,1,5.66403,10.9249,42.1886,42.3915,0.302819,0.0660222,0.729748,0.608755,0.998685,0.184021,0.648925,0.253086,0.231428
829,760.048,1,5.66464,11.2983,42.3007,42.5575,0.295655,0.0700486,0.776951,0.609317,0.998932,0.176491,0.662414,0.256485,0.234827
830,758.001,1,5.71932,11.0045,42.545,42.8722,0.297368,0.0668224,0.776081,0.60085,0.998369,0.180368,0.644416,0.257021,0.235432
831,762.205,1,5.76434,11.143,42.2744,42.4763,0.301119,0.0677267,0.731148,0.591584,0.998503,0.182199,0.647079,0.257838,0.234862
832,760.158,1,5.74663,11.2765,41.7667,42.1006,0.304696,0.0669731,0.73793,0.588363,0.998595,0.19076,0.626653,0.250966,0.227332
833,760.31,1,5.73032,11.3347,41.6524,41.9384,0.299734,0.0686628,0.770572,0.590457,0.998717,0.185993,0.631431,0.252458,0.228306
834,750.869,1,5.6951,10.9328,41.3885,41.7923,0.304199,0.0662368,0.73307,0.604501,0.999,0.183298,0.608376,0.249692,0.228719
835,749.807,1,5.74968,12.2249,41.257,41.5582,0.300632,0.0677708,0.741401,0.601229,0.999,0.182103,0.645306,0.256841,0.235098
836,753.349,1,5.72715,12.15,40.7676,41.1464,0.306018,0.0667139,0.760002,0.595697,0.999,0.182649,0.629844,0.254394,0.232399
837,747.87,1,5.82726,12.0539,40.7121,41.1218,0.298875,0.0652019,0.761178,0.58476,0.998923,0.185336,0.626347,0.255873,0.231912
838,752.278,1,5.72743,12.5337,40.5789,41.0276,0.302319,0.0657361,0.731108,0.596249,0.999,0.1884,0.667293,0.25682,0.229874
839,752.505,1,5.86478,12.8749,40.6016,41.0829,0.300728,0.0660313,0.729143,0.578541,0.99894,0.18773,0.644237,0.259036,0.229863
840,755.102,1,5.83866,12.8152,40.5534,41.021,0.301171,0.0668413,0.736007,0.580937,0.998838,0.1862,0.592743,0.265189,0.234816
841,756.019,1,5.79981,12.5121,40.7258,41.2149,0.301162,0.0655867,0.756335,0.588712,0.998562,0.183797,0.644492,0.264121,0.23239
842,758.953,1,5.51671,12.3234,40.8752,41.2527,0.307644,0.0651758,0.812034,0.632093,0.998638,0.193201,0.635268,0.264577,0.230523
843,755.806,1,5.55618,12.6125,40.9457,41.3827,0.301093,0.0660191,0.799347,0.626889,0.998698,0.188963,0.632414,0.26278,0.231211
844,755.136,1,5.68582,12.7207,40.988,41.4554,0.303375,0.0653896,0.719341,0.60206,0.998706,0.180201,0.633387,0.26611,0.237394
845,756.86,1,5.80912,13.1243,40.8075,41.3581,0.301094,0.0656707,0.775761,0.584746,0.998534,0.182967,0.636159,0.267385,0.236768
846,751.021,1,5.6897,12.0273,41.22,41.6934,0.30491,0.0628294,0.792726,0.609046,0.998348,0.184278,0.591449,0.269234,0.238549
847,752.359,1,5.62181,12.1398,41.4002,41.8661,0.30175,0.064137,0.780349,0.620878,0.998363,0.178664,0.594497,0.269037,0.240697
848,748.439,1,5.62757,11.7468,41.561,41.9778,0.305941,0.0617123,0.782388,0.622437,0.998256,0.185399,0.566836,0.270451,0.241543
849,748.803,1,5.73382,12.0381,41.3862,41.8099,0.303874,0.062456,0.792282,0.604589,0.99843,0.188702,0.607657,0.263141,0.234388
850,753.45,1,5.76488,12.6249,41.4459,41.8389,0.29755,0.0654961,0.775448,0.600584,0.998255,0.180808,0.586886,0.264379,0.235452
851,752.345,1,5.7195,13.2306,41.5363,41.9171,0.294737,0.0658963,0.76605,0.608452,0.998435,0.181953,0.620979,0.260884,0.232765
852,752.805,1,5.75362,12.5259,41.593,42.0302,0.295112,0.0667377,0.790685,0.600933,0.998415,0.174882,0.58825,0.26275,0.233043
853,750.047,1,5.75809,12.3194,41.5676,42.0045,0.298159,0.066065,0.75305,0.599791,0.998518,0.181242,0.519943,0.265477,0.235719
854,746.463,1,5.78939,12.3143,41.7114,42.1003,0.294937,0.0657466,0.769481,0.589113,0.998509,0.181057,0.516458,0.262627,0.234617
855,750.165,1,5.69679,11.6241,41.8801,42.4034,0.3005,0.0645934,0.790889,0.605564,0.998331,0.183858,0.535613,0.265685,0.235906
856,733.046,1,5.65557,11.5522,41.7573,42.3793,0.296396,0.0636928,0.783779,0.611733,0.999,0.177694,0.523816,0.264032,0.232823
857,733.714,1,5.71766,11.5196,41.6715,42.2693,0.300611,0.0622287,0.763921,0.601644,0.999,0.178042,0.538902,0.266074,0.232439
858,745.945,1,5.46872,11.6377,41.7846,42.3216,0.30379,0.0629043,0.776404,0.648957,0.998687,0.188689,0.560604,0.269311,0.23382
859,747.127,1,5.64055,11.923,41.9074,42.3681,0.303887,0.0632861,0.783712,0.622605,0.998676,0.186957,0.554557,0.272639,0.234388
860,749.21,1,5.63729,11.7338,41.6048,42.2292,0.305143,0.0641431,0.759092,0.617069,0.998948,0.185087,0.586686,0.27458,0.237951
861,737.642,1,5.89009,11.5824,41.4818,42.0817,0.298276,0.063974,0.729413,0.575868,0.999,0.179823,0.550491,0.272238,0.238042
862,741.846,1,5.67692,11.8813,41.5654,42.1026,0.297667,0.0644125,0.744504,0.612137,0.999,0.176833,0.578753,0.27533,0.241089
863,742.78,1,5.73024,11.8873,41.6006,42.1735,0.297505,0.0637038,0.727862,0.600253,0.998983,0.177942,0.606806,0.275356,0.240657
864,736.056,1,5.68952,11.8689,41.8193,42.4852,0.303347,0.0620059,0.755887,0.607173,0.999,0.18562,0.575913,0.278707,0.243152
865,739.92,1,5.6912,11.8331,41.6882,42.2882,0.299009,0.0626717,0.752574,0.608985,0.998872,0.183353,0.547274,0.275945,0.239388
866,740.636,1,5.6932,11.9048,41.5477,42.0895,0.303215,0.0637488,0.751812,0.609237,0.999,0.185231,0.55978,0.270617,0.23606
867,749.477,1,5.7808,11.4481,41.5155,41.9887,0.302463,0.0647652,0.725467,0.589743,0.998833,0.183381,0.603096,0.264675,0.231083
868,748.333,1,5.61208,11.846,42.0567,42.4679,0.306902,0.0642777,0.741354,0.622481,0.998967,0.193688,0.569087,0.261125,0.228537
869,741.867,1,5.56758,12.1453,41.8429,42.2746,0.300496,0.0647082,0.758819,0.62761,0.999,0.184751,0.594364,0.25543,0.225133
870,746.735,1,5.50414,12.0661,41.7475,42.1655,0.304063,0.0649695,0.746757,0.633331,0.998944,0.184604,0.562178,0.25879,0.22652
871,749.537,1,5.6213,12.0327,41.6476,42.0691,0.306802,0.0650832,0.700856,0.617037,0.998929,0.187703,0.567642,0.25777,0.22587
872,739.14,1,5.65129,12.0286,41.7662,42.1043,0.302513,0.0635684,0.735761,0.616543,0.999,0.186612,0.534325,0.258561,0.227215
873,742.206,1,5.8114,11.6278,41.5203,41.9178,0.297479,0.0659613,0.748407,0.585023,0.999,0.182341,0.562952,0.261114,0.229186
874,746.74,1,5.74503,11.8227,41.5651,41.8938,0.300782,0.064958,0.746197,0.588728,0.998873,0.184959,0.580168,0.259354,0.228317
875,739.275,1,5.67123,11.6698,41.6631,41.9315,0.297984,0.0644282,0.764423,0.611687,0.999,0.180515,0.584296,0.259008,0.229516
876,740.875,1,5.58458,12.4349,41.8314,42.0764,0.302691,0.0632855,0.73587,0.629149,0.99891,0.189729,0.546287,0.25521,0.226776
877,748.474,1,5.84659,12.2512,41.5841,41.8767,0.302268,0.0664481,0.716195,0.581064,0.999,0.186715,0.585464,0.254697,0.226252
878,747.052,1,5.66495,12.8188,41.3573,41.6097,0.303451,0.0651647,0.701956,0.611346,0.998976,0.185091,0.598024,0.251027,0.223425
879,750.82,1,5.67663,11.7828,41.5165,41.7863,0.293539,0.0682035,0.742372,0.612454,0.998879,0.181802,0.605738,0.25134,0.225305
880,754.805,1,5.8846,11.9641,41.4694,41.798,0.300148,0.0664569,0.78347,0.575042,0.998799,0.180026,0.642748,0.262657,0.23435
881,749.524,1,5.7454,12.5715,41.5215,41.961,0.30309,0.0649244,0.727052,0.597307,0.998895,0.185294,0.590155,0.26267,0.235008
882,744.99,1,5.60623,11.8103,41.4196,41.8721,0.302912,0.0638021,0.746424,0.618389,0.998892,0.18673,0.577542,0.258476,0.232708
883,748.241,1,5.70001,11.6862,41.2683,41.6665,0.302673,0.0657811,0.753468,0.600182,0.999,0.180234,0.623733,0.260903,0.234224
884,752.519,1,5.63658,11.7643,41.286,41.6385,0.300178,0.0650708,0.730404,0.613664,0.99872,0.18015,0.672312,0.259064,0.234005
885,742.57,1,5.7594,12.7611,41.0981,41.4241,0.297575,0.0636956,0.773373,0.602605,0.998941,0.177338,0.642752,0.259745,0.234832
886,746.623,1,5.55343,13.1091,41.126,41.3861,0.297913,0.065478,0.771213,0.638717,0.999,0.178974,0.637892,0.257785,0.233543
887,749.366,1,5.75429,13.3965,40.7571,40.9797,0.296269,0.0672058,0.799649,0.606745,0.999,0.177627,0.605141,0.263666,0.238731
888,750.821,1,5.70982,13.9153,40.8157,41.0928,0.295879,0.0677053,0.778835,0.611165,0.999,0.174804,0.630766,0.266118,0.23904
889,748.099,1,5.64431,13.0323,41.0037,41.3085,0.301198,0.0659415,0.779143,0.622915,0.999,0.184252,0.683237,0.263588,0.234895
890,757.141,1,5.66917,12.5974,42.0753,42.2715,0.299697,0.0676119,0.742573,0.620813,0.999,0.186634,0.654252,0.272538,0.242567
891,754.717,1,5.75403,12.8463,41.9174,42.1647,0.29916,0.0669985,0.71523,0.604479,0.999,0.184854,0.639312,0.276269,0.243903
892,750.332,1,5.78351,11.6979,41.9321,42.2095,0.299713,0.0655254,0.73055,0.595621,0.998986,0.183649,0.594875,0.275445,0.244336
893,753.635,1,5.84248,11.7228,41.4076,41.7154,0.300247,0.0657578,0.715637,0.582733,0.998929,0.182002,0.647934,0.271672,0.242194
894,747.674,1,5.76891,12.4101,41.4203,41.8012,0.297088,0.0659908,0.737055,0.601825,0.999,0.181802,0.563376,0.277534,0.247116
895,748.789,1,5.83689,13.306,40.9734,41.3168,0.298881,0.0677893,0.739928,0.591719,0.999,0.177707,0.545742,0.272781,0.244152
896,752.833,1,5.78895,13.0534,41.0908,41.4465,0.300626,0.0661064,0.718558,0.59258,0.998912,0.18528,0.589,0.271429,0.241561
897,750.075,1,5.73699,12.703,40.9474,41.3044,0.298684,0.0650012,0.702067,0.599864,0.998766,0.185657,0.576276,0.273675,0.244008
898,755.499,1,5.52327,11.426,41.031,41.4112,0.303765,0.0637792,0.749543,0.63648,0.998364,0.185677,0.622188,0.273319,0.241997
899,759.64,1,5.49935,11.7781,40.9964,41.4992,0.306824,0.0629659,0.761266,0.639575,0.997981,0.184398,0.652176,0.276864,0.24421
900,752.857,1,5.71524,12.9358,40.7556,41.2943,0.30063,0.0627362,0.773084,0.608705,0.998255,0.18081,0.636564,0.282148,0.249268
901,751.036,1,5.56145,13.0019,40.8682,41.3937,0.305008,0.0614087,0.760241,0.631422,0.998351,0.186679,0.613453,0.284943,0.250725
902,753.277,1,5.61881,13.1012,40.9058,41.5069,0.305853,0.0637092,0.776896,0.624435,0.998945,0.186528,0.65847,0.278762,0.246731
903,747.965,1,5.7528,12.4774,40.7236,41.3137,0.299952,0.063745,0.75011,0.600421,0.999,0.177985,0.664429,0.278708,0.248387
904,751.437,1,5.71851,12.4001,40.6148,41.1514,0.299432,0.0647122,0.776272,0.606931,0.999,0.184019,0.653162,0.282969,0.252174
905,754.612,1,5.73007,12.6888,40.7191,41.2688,0.301957,0.0651322,0.807884,0.598695,0.99899,0.182082,0.653203,0.281933,0.253491
906,744.685,1,5.7789,12.8967,40.727,41.4003,0.298909,0.0626102,0.76976,0.595345,0.998913,0.178918,0.6368,0.280655,0.252521
907,751.256,1,5.7119,12.6418,40.9416,41.5443,0.29959,0.0643768,0.750167,0.605008,0.998676,0.179192,0.609306,0.276365,0.249519
908,736.44,1,5.7147,12.7643,41.1241,41.6166,0.299709,0.0614449,0.753024,0.606404,0.999,0.181685,0.579583,0.276074,0.249131
909,747.197,1,5.72429,12.2137,41.1691,41.6001,0.302235,0.0637582,0.739188,0.600785,0.998889,0.183019,0.577407,0.274704,0.246295
910,737.741,1,5.76623,12.5649,41.0264,41.5546,0.303525,0.0609687,0.730048,0.595151,0.998981,0.183916,0.582298,0.269412,0.243704
911,743.024,1,5.78183,12.9409,40.7898,41.3863,0.307569,0.0618259,0.74397,0.594999,0.998984,0.182592,0.56328,0.277006,0.247674
912,742.48,1,5.63032,13.0144,40.6948,41.1412,0.305999,0.0631516,0.778664,0.619515,0.999,0.18406,0.564774,0.274188,0.245335
913,754.941,1,5.76483,12.9232,40.6114,41.0574,0.305038,0.0661994,0.772606,0.596827,0.998936,0.184274,0.554623,0.276784,0.247145
914,747.065,1,5.7768,12.8852,40.636,41.1885,0.301699,0.0657987,0.788688,0.595213,0.999,0.181868,0.598446,0.280151,0.249377
915,753.436,1,5.78662,13.244,40.7251,41.1723,0.296611,0.0671952,0.795084,0.596426,0.999,0.177408,0.639995,0.280233,0.246622
916,748.596,1,5.64801,12.2903,40.8647,41.2337,0.30149,0.0632005,0.789686,0.618563,0.998957,0.186197,0.652567,0.279728,0.246633
917,749.898,1,5.66269,12.9139,40.4958,40.8291,0.303409,0.063687,0.809279,0.614683,0.998932,0.183586,0.646884,0.274192,0.242095
918,750.222,1,5.65198,12.6408,39.9483,40.2124,0.305813,0.0638311,0.733492,0.611465,0.999,0.182043,0.653589,0.276779,0.245453
919,746.647,1,5.83778,12.6922,39.5758,39.96,0.300314,0.0630047,0.766818,0.576924,0.998778,0.183346,0.642329,0.270793,0.237598
920,748.535,1,5.78101,13.3698,39.4808,39.8533,0.305146,0.0631187,0.749751,0.582917,0.999,0.183859,0.668516,0.27257,0.238924
921,746.879,1,5.70552,13.6544,39.4957,39.905,0.300744,0.0642899,0.742744,0.601978,0.999,0.179905,0.692752,0.273601,0.239898
922,758.075,1,5.64347,12.7286,39.9769,40.2529,0.303082,0.0671428,0.717184,0.611475,0.998899,0.174603,0.630757,0.27462,0.241005
923,752.803,1,5.76026,11.9685,40.2868,40.5737,0.304254,0.0657628,0.724384,0.592559,0.999,0.179582,0.627747,0.275516,0.241211
924,749.235,1,5.71294,12.4685,40.257,40.5778,0.304364,0.0641781,0.731892,0.601931,0.999,0.183105,0.645352,0.272593,0.238372
925,743.213,1,5.69555,12.2735,40.2888,40.5502,0.301531,0.0633183,0.764327,0.602986,0.999,0.180529,0.638146,0.272882,0.239688
926,740.903,1,5.80234,12.3764,40.3943,40.6227,0.301906,0.0616636,0.754913,0.585754,0.998852,0.182187,0.60194,0.272817,0.237919
927,738.962,1,5.79331,12.5245,40.3757,40.5297,0.302885,0.0620837,0.739043,0.587532,0.999,0.180981,0.603988,0.270027,0.238544
928,738.089,1,5.83881,12.0671,40.4326,40.5262,0.301891,0.0614831,0.719118,0.577328,0.998992,0.178591,0.592839,0.275589,0.240336
929,738.46,1,5.70247,12.3029,40.4856,40.602,0.304362,0.0619979,0.713415,0.601175,0.999,0.178748,0.625092,0.276803,0.24045
930,747.874,1,5.59856,12.7927,40.6195,40.6852,0.307323,0.0622675,0.728544,0.620543,0.998709,0.186164,0.588852,0.273758,0.237548
931,747.022,1,5.87279,13.2925,40.7575,40.7879,0.302341,0.0638814,0.731555,0.577439,0.99889,0.185021,0.578196,0.275803,0.23727
