fi_abscissa,fi_pdf,fi_cdf,Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,split
1.0593,1.37002,0.668624,11.5214,0.119483,0.677873,43.539,0.0823708,0.387737,26.441,0.0130087,0.830969,87.1974,0.0046859,0.78436,All
1.08126,1.29064,0.697844,11.764,0.112414,0.70601,44.1604,0.0836048,0.439379,27.2497,0.0121251,0.841128,89.7865,0.00440313,0.796123,All
1.10322,1.20938,0.725298,12.0067,0.10524,0.732417,44.7818,0.0833899,0.491336,28.0584,0.0113064,0.850598,92.3757,0.00413813,0.807176,All
1.12518,1.12759,0.750959,12.2493,0.0980674,0.757082,45.4031,0.0817958,0.542725,28.8671,0.010548,0.859431,94.9649,0.00388988,0.817566,All
1.14714,1.04641,0.774828,12.4919,0.0909878,0.780015,46.0245,0.0789551,0.592728,29.6758,0.00984504,0.867673,97.5541,0.00365738,0.827333,All
1.1691,0.966821,0.796931,12.7346,0.0840768,0.80125,46.6459,0.0750484,0.640625,30.4845,0.00919348,0.875368,100.143,0.00343967,0.836518,All
1.19106,0.889609,0.817311,12.9772,0.0773953,0.820835,47.2673,0.0702883,0.685817,31.2932,0.00858933,0.882555,102.732,0.00323583,0.845157,All
1.21302,0.815399,0.836026,13.2199,0.0709908,0.838831,47.8886,0.0649022,0.727845,32.1019,0.00802895,0.889272,105.322,0.00304497,0.853285,All
1.23498,0.744667,0.85315,13.4625,0.0648986,0.855311,48.51,0.0591171,0.766391,32.9106,0.00750898,0.895552,107.911,0.00286627,0.860935,All
1.25694,0.677751,0.868762,13.7052,0.059143,0.870353,49.1314,0.0531467,0.801274,33.7193,0.00702629,0.901427,110.5,0.00269893,0.868138,All
1.27891,0.614868,0.882948,13.9478,0.0537392,0.884041,49.7527,0.0471812,0.832439,34.528,0.00657803,0.906925,113.089,0.00254221,0.87492,All
1.30087,0.556137,0.895798,14.1904,0.048694,0.896461,50.3741,0.041381,0.859942,35.3367,0.00616156,0.912075,115.678,0.00239542,0.881311,All
1.32283,0.501587,0.907405,14.4331,0.0440079,0.9077,50.9955,0.0358736,0.883926,36.1454,0.00577443,0.916899,118.268,0.0022579,0.887333,All
1.34479,0.451179,0.917859,14.6757,0.0396757,0.917845,51.6168,0.0307525,0.904604,36.9541,0.00541441,0.921421,120.857,0.00212903,0.89301,All
1.36675,0.404816,0.927251,14.9184,0.0356879,0.926982,52.2382,0.0260797,0.922236,37.7627,0.00507943,0.925663,123.446,0.00200824,0.898365,All
1.38871,0.362357,0.935668,15.161,0.0320317,0.935191,52.8596,0.0218885,0.937114,38.5714,0.0047676,0.929643,126.035,0.00189499,0.903416,All
1.41067,0.323628,0.943194,15.4036,0.0286918,0.942552,53.4809,0.0181881,0.94954,39.3801,0.00447718,0.93338,128.624,0.00178878,0.908184,All
1.43263,0.288431,0.949909,15.6463,0.0256512,0.949139,54.1023,0.0149685,0.959817,40.1888,0.00420655,0.93689,131.213,0.00168915,0.912685,All
1.45459,0.256553,0.955887,15.8889,0.0228917,0.955023,54.7237,0.0122051,0.968236,40.9975,0.00395424,0.940188,133.803,0.00159565,0.916936,All
1.47656,0.227773,0.9612,16.1316,0.0203947,0.960269,55.3451,0.00986339,0.975072,41.8062,0.00371889,0.94329,136.392,0.00150789,0.920953,All
1.49852,0.201866,0.965912,16.3742,0.0181412,0.96494,55.9664,0.00790261,0.980573,42.6149,0.00349925,0.946207,138.981,0.00142547,0.924749,All
1.52048,0.17861,0.970086,16.6169,0.0161128,0.969091,56.5878,0.00627929,0.984963,43.4236,0.00329416,0.948953,141.57,0.00134806,0.928338,All
1.54244,0.157786,0.973775,16.8595,0.0142911,0.972776,57.2092,0.00494966,0.988437,44.2323,0.00310257,0.951539,144.159,0.00127532,0.931734,All
1.5644,0.139186,0.977032,17.1021,0.0126586,0.976041,57.8305,0.00387159,0.991166,45.041,0.00292349,0.953975,146.748,0.00120694,0.934946,All
1.58636,0.122609,0.979903,17.3448,0.0111988,0.978933,58.4519,0.00300588,0.993293,45.8497,0.00275602,0.956271,149.338,0.00114264,0.937987,All
1.60832,0.107865,0.982431,17.5874,0.00989586,0.981489,59.0733,0.00231705,0.994938,46.6584,0.00259933,0.958435,151.927,0.00108216,0.940867,All
1.63028,0.094778,0.984653,17.8301,0.00873496,0.983746,59.6946,0.00177375,0.996202,47.4671,0.00245266,0.960477,154.516,0.00102524,0.943594,All
1.65224,0.0831827,0.986604,18.0727,0.00770235,0.985738,60.316,0.0013488,0.997167,48.2758,0.0023153,0.962405,157.105,0.000971667,0.946179,All
1.6742,0.0729267,0.988316,18.3153,0.00678529,0.987494,60.9374,0.00101906,0.997898,49.0845,0.00218659,0.964224,159.694,0.000921215,0.948628,All
1.69617,0.0638699,0.989816,18.558,0.00597203,0.989039,61.5588,0.00076516,0.998449,49.8932,0.00206593,0.965943,162.284,0.000873688,0.950951,All
1.71813,0.0558843,0.991129,18.8006,0.0052518,0.990399,62.1801,0.000571075,0.998861,50.7018,0.00195277,0.967568,164.873,0.0008289,0.953155,All
1.74009,0.048853,0.992278,19.0433,0.00461479,0.991595,62.8015,0.000423754,0.999168,51.5105,0.00184658,0.969104,167.462,0.000786677,0.955246,All
1.76205,0.0426702,0.993281,19.2859,0.00405204,0.992645,63.4229,0.000312682,0.999396,52.3192,0.00174689,0.970556,170.051,0.000746859,0.957231,All
1.78401,0.0372402,0.994158,19.5286,0.00355545,0.993566,64.0442,0.000229478,0.999563,53.1279,0.00165326,0.971931,172.64,0.000709295,0.959115,All
1.80597,0.0324771,0.994922,19.7712,0.0031177,0.994375,64.6656,0.000167537,0.999685,53.9366,0.00156528,0.973232,175.229,0.000673845,0.960906,All
1.82793,0.0283034,0.995588,20.0138,0.0027322,0.995084,65.287,0.000121699,0.999774,54.7453,0.00148258,0.974464,177.819,0.000640378,0.962607,All
1.84989,0.0246499,0.996169,20.2565,0.00239302,0.995704,65.9083,8.79726e-05,0.999839,55.554,0.00140479,0.975631,180.408,0.000608772,0.964223,All
1.87185,0.0214549,0.996674,20.4991,0.00209485,0.996248,66.5297,6.32939e-05,0.999885,56.3627,0.00133161,0.976737,182.997,0.000578912,0.965761,All
1.89381,0.0186634,0.997114,20.7418,0.00183294,0.996724,67.1511,4.53314e-05,0.999919,57.1714,0.00126271,0.977786,185.586,0.000550692,0.967223,All
1.91578,0.0162264,0.997497,20.9844,0.00160305,0.99714,67.7724,3.23242e-05,0.999943,57.9801,0.00119784,0.978781,188.175,0.000524014,0.968614,All
1.93774,0.0141006,0.997829,21.227,0.0014014,0.997504,68.3938,2.29515e-05,0.99996,58.7888,0.00113671,0.979724,190.764,0.000498784,0.969937,All
1.9597,0.0122477,0.998118,21.4697,0.00122465,0.997822,69.0152,1.62297e-05,0.999972,59.5975,0.00107911,0.98062,193.354,0.000474915,0.971198,All
1.98166,0.0106337,0.998369,21.7123,0.00106981,0.9981,69.6366,1.14311e-05,0.99998,60.4062,0.00102479,0.98147,195.943,0.000452326,0.972398,All
2.00362,0.00922872,0.998587,21.955,0.00093424,0.998343,70.2579,8.02041e-06,0.999986,61.2149,0.000973547,0.982278,198.532,0.000430941,0.973541,All
2.02558,0.00800643,0.998776,22.1976,0.000815604,0.998555,70.8793,5.60657e-06,0.999991,62.0236,0.000925194,0.983046,201.121,0.000410691,0.97463,All
2.04754,0.00694366,0.998939,22.4403,0.000711838,0.99874,71.5007,3.90519e-06,0.999993,62.8323,0.000879546,0.983775,203.71,0.000391507,0.975669,All
2.0695,0.00602009,0.999082,22.6829,0.000621118,0.998902,72.122,2.71071e-06,0.999996,63.6409,0.000836435,0.984469,206.3,0.000373328,0.976658,All
2.09146,0.00521787,0.999205,22.9255,0.000541837,0.999042,72.7434,1.8753e-06,0.999997,64.4496,0.000795705,0.985129,208.889,0.000356095,0.977603,All
2.11342,0.00452136,0.999311,23.1682,0.000472579,0.999165,73.3648,1.29316e-06,0.999998,65.2583,0.000757209,0.985757,211.478,0.000339755,0.978503,All
2.13539,0.0039169,0.999404,23.4108,0.000412098,0.999272,73.9861,8.88948e-07,0.999999,66.067,0.000720811,0.986354,214.067,0.000324256,0.979363,All
2.15735,0.00339251,0.999484,23.6535,0.000359299,0.999366,74.6075,6.09238e-07,0.999999,66.8757,0.000686383,0.986923,216.656,0.000309549,0.980183,All
2.17931,0.00293776,0.999554,23.8961,0.000313219,0.999447,75.2289,4.16322e-07,0.999999,67.6844,0.000653808,0.987465,219.245,0.000295591,0.980966,All
2.20127,0.00254352,0.999614,24.1387,0.000273015,0.999518,75.8503,2.83691e-07,1,68.4931,0.000622973,0.987981,221.835,0.000282339,0.981714,All
2.22323,0.00220185,0.999666,24.3814,0.000237946,0.99958,76.4716,1.92786e-07,1,69.3018,0.000593777,0.988473,224.424,0.000269754,0.982429,All
2.24519,0.00190581,0.999711,24.624,0.000207363,0.999634,77.093,1.30665e-07,1,70.1105,0.000566121,0.988942,227.013,0.000257798,0.983112,All
2.26715,0.00164938,0.99975,24.8667,0.000180697,0.999681,77.7144,8.83357e-08,1,70.9192,0.000539916,0.989389,229.602,0.000246436,0.983764,All
2.28911,0.00142731,0.999783,25.1093,0.000157451,0.999722,78.3357,5.95721e-08,1,71.7279,0.000515077,0.989815,232.191,0.000235636,0.984388,All
2.31107,0.00123503,0.999813,25.352,0.000137189,0.999758,78.9571,4.00789e-08,1,72.5366,0.000491524,0.990222,234.781,0.000225367,0.984985,All
2.33304,0.00106858,0.999838,25.5946,0.000119531,0.999789,79.5785,2.69022e-08,1,73.3453,0.000469184,0.990611,237.37,0.0002156,0.985556,All
2.355,0.000924513,0.99986,25.8372,0.000104144,0.999816,80.1998,1.80176e-08,1,74.154,0.000447986,0.990981,239.959,0.000206308,0.986102,All
2.37696,0.000799836,0.999879,26.0799,9.07366e-05,0.99984,80.8212,1.20412e-08,1,74.9627,0.000427867,0.991336,242.548,0.000197466,0.986625,All
2.39892,0.000691953,0.999895,26.3225,7.90562e-05,0.99986,81.4426,8.03052e-09,1,75.7714,0.000408765,0.991674,245.137,0.000189048,0.987125,All
2.42088,0.000598612,0.999909,26.5652,6.88806e-05,0.999878,82.0639,5.34499e-09,1,76.58,0.000390623,0.991997,247.726,0.000181033,0.987604,All
2.44284,0.000517861,0.999921,26.8078,6.00164e-05,0.999894,82.6853,3.55065e-09,1,77.3887,0.000373387,0.992306,250.316,0.000173399,0.988063,All
2.4648,0.000448008,0.999932,27.0504,5.22951e-05,0.999907,83.3067,2.35428e-09,1,78.1974,0.000357006,0.992601,252.905,0.000166126,0.988502,All
2.48676,0.000387584,0.999941,27.2931,4.55693e-05,0.999919,83.9281,1.5582e-09,1,79.0061,0.000341435,0.992883,255.494,0.000159196,0.988923,All
2.50872,0.000335321,0.999949,27.5357,3.97109e-05,0.99993,84.5494,1.02951e-09,1,79.8148,0.000326627,0.993154,258.083,0.00015259,0.989327,All
2.53068,0.000290116,0.999956,27.7784,3.46081e-05,0.999939,85.1708,6.79063e-10,1,80.6235,0.000312542,0.993412,260.672,0.000146291,0.989714,All
