fi_abscissa,fi_cdf,Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
1.32057,0.942857,13.0888,0.942857,51.5281,0.942857,40.3915,0.95,144.937,0.95,All
1.3286,0.95,13.1512,0.95,51.7181,0.95,41.2196,0.957143,158.937,0.957143,All
1.32865,0.957143,13.156,0.957143,52.2605,0.957143,42.6558,0.964286,183.271,0.964286,All
1.33621,0.964286,13.2027,0.964286,52.3233,0.964286,57.2866,0.971429,193.15,0.971429,All
1.35102,0.971429,13.2133,0.971429,52.5687,0.971429,68.3133,0.978571,196.087,0.978571,All
1.37383,0.978571,13.4261,0.978571,53.5103,0.978571,69.5361,0.985714,197.787,0.985714,All
1.38116,0.985714,13.4291,0.985714,53.86,0.985714,72.3825,0.992857,199.587,0.992857,All
1.39118,0.992857,13.8068,0.992857,54.7005,0.992857,80.6235,1,208.806,1,All
1.39124,1,13.8439,1,57.8302,1,80.6235,1,260.672,1,All
2.53068,1,27.7784,1,85.1708,1,80.6235,1,260.672,1,All
