Cl_abscissa,Cl_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
4.88978,0.0265714,1.13759,0.0267143,56.1775,0.0265714,All
4.89005,0.0267143,1.13759,0.0268571,56.1775,0.0267143,All
4.89398,0.0268571,1.14181,0.027,56.1775,0.0268571,All
4.89493,0.027,1.15536,0.0271429,56.1775,0.027,All
4.89693,0.0271429,1.15599,0.0272857,56.1775,0.0271429,All
4.89906,0.0272857,1.15653,0.0274286,56.1775,0.0272857,All
4.90203,0.0274286,1.15762,0.0275714,56.1775,0.0274286,All
4.9024,0.0275714,1.15911,0.0277143,56.1775,0.0275714,All
4.90722,0.0277143,1.15939,0.0278571,56.1775,0.0277143,All
4.91152,0.0278571,1.1594,0.028,56.1775,0.0278571,All
4.91494,0.028,1.16542,0.0281429,56.1775,0.028,All
4.92188,0.0281429,1.16627,0.0282857,56.1775,0.0281429,All
4.92419,0.0282857,1.16794,0.0284286,56.1775,0.0282857,All
4.92553,0.0284286,1.16856,0.0285714,56.1775,0.0284286,All
4.92716,0.0285714,1.16917,0.0287143,56.1775,0.0285714,All
4.92821,0.0287143,1.17982,0.0288571,56.1775,0.0287143,All
4.92897,0.0288571,1.18056,0.029,56.1775,0.0288571,All
4.92897,0.029,1.18101,0.0291429,56.1775,0.029,All
4.92904,0.0291429,1.18261,0.0292857,56.1775,0.0291429,All
4.92956,0.0292857,1.18269,0.0294286,56.1775,0.0292857,All
4.92992,0.0294286,1.18691,0.0295714,56.1775,0.0294286,All
4.9322,0.0295714,1.18849,0.0297143,56.1775,0.0295714,All
4.93281,0.0297143,1.19268,0.0298571,56.1775,0.0297143,All
4.93336,0.0298571,1.19444,0.03,56.1775,0.0298571,All
4.93356,0.03,1.20057,0.0301429,56.1775,0.03,All
4.93443,0.0301429,1.20111,0.0302857,56.1775,0.0301429,All
4.93499,0.0302857,1.20421,0.0304286,56.1775,0.0302857,All
4.93573,0.0304286,1.2055,0.0305714,56.1775,0.0304286,All
4.93581,0.0305714,1.21154,0.0307143,56.1775,0.0305714,All
4.93634,0.0307143,1.21278,0.0308571,56.1775,0.0307143,All
4.93687,0.0308571,1.21499,0.031,56.1775,0.0308571,All
4.93731,0.031,1.21694,0.0311429,56.1775,0.031,All
4.93848,0.0311429,1.21773,0.0312857,56.1775,0.0311429,All
4.93983,0.0312857,1.21819,0.0314286,56.1775,0.0312857,All
4.93988,0.0314286,1.22423,0.0315714,56.1775,0.0314286,All
4.9401,0.0315714,1.22611,0.0317143,56.1775,0.0315714,All
4.94161,0.0317143,1.22611,0.0318571,56.1775,0.0317143,All
4.94212,0.0318571,1.22613,0.032,56.1775,0.0318571,All
4.94276,0.032,1.2276,0.0321429,56.1775,0.032,All
4.94411,0.0321429,1.22924,0.0322857,56.1775,0.0321429,All
4.94465,0.0322857,1.22924,0.0324286,56.1775,0.0322857,All
4.94591,0.0324286,1.22924,0.0325714,56.1775,0.0324286,All
4.94832,0.0325714,1.22924,0.0327143,56.1775,0.0325714,All
4.94832,0.0327143,1.23091,0.0328571,56.1775,0.0327143,All
4.94832,0.0328571,1.23091,0.033,56.1775,0.0328571,All
4.94877,0.033,1.23419,0.0331429,56.1775,0.033,All
4.9504,0.0331429,1.2364,0.0332857,56.1775,0.0331429,All
4.95051,0.0332857,1.24272,0.0334286,56.1775,0.0332857,All
4.9507,0.0334286,1.24354,0.0335714,56.1775,0.0334286,All
4.95182,0.0335714,1.24545,0.0337143,56.1775,0.0335714,All
4.95208,0.0337143,1.24795,0.0338571,56.1775,0.0337143,All
4.95386,0.0338571,1.25164,0.034,56.1775,0.0338571,All
4.95479,0.034,1.25164,0.0341429,56.1775,0.034,All
4.95647,0.0341429,1.25176,0.0342857,56.1775,0.0341429,All
4.95771,0.0342857,1.25207,0.0344286,56.1775,0.0342857,All
4.95853,0.0344286,1.25405,0.0345714,56.1775,0.0344286,All
4.96268,0.0345714,1.25405,0.0347143,56.1775,0.0345714,All
4.96268,0.0347143,1.25405,0.0348571,56.1775,0.0347143,All
4.96295,0.0348571,1.25516,0.035,56.1775,0.0348571,All
4.96345,0.035,1.25596,0.0351429,56.1775,0.035,All
4.96669,0.0351429,1.25666,0.0352857,56.1775,0.0351429,All
4.96677,0.0352857,1.25878,0.0354286,56.1775,0.0352857,All
4.9684,0.0354286,1.26267,0.0355714,56.1775,0.0354286,All
4.9693,0.0355714,1.26581,0.0357143,56.1775,0.0355714,All
4.97384,0.0357143,1.26758,0.0358571,56.1775,0.0357143,All
4.97649,0.0358571,1.27003,0.036,56.1775,0.0358571,All
4.977,0.036,1.2749,0.0361429,56.1775,0.036,All
4.97994,0.0361429,1.27539,0.0362857,56.1775,0.0361429,All
4.97994,0.0362857,1.27795,0.0364286,56.1775,0.0362857,All
4.98267,0.0364286,1.27922,0.0365714,56.1775,0.0364286,All
4.98289,0.0365714,1.27988,0.0367143,56.1775,0.0365714,All
4.98672,0.0367143,1.28036,0.0368571,56.1775,0.0367143,All
4.98679,0.0368571,1.28302,0.037,56.1775,0.0368571,All
4.98858,0.037,1.29127,0.0371429,56.1775,0.037,All
4.98944,0.0371429,1.29315,0.0372857,56.1775,0.0371429,All
4.99013,0.0372857,1.29726,0.0374286,56.1775,0.0372857,All
4.99031,0.0374286,1.29841,0.0375714,56.1775,0.0374286,All
4.99405,0.0375714,1.29841,0.0377143,56.1775,0.0375714,All
4.99409,0.0377143,1.30054,0.0378571,56.1775,0.0377143,All
4.99433,0.0378571,1.30834,0.038,56.1775,0.0378571,All
4.99433,0.038,1.30936,0.0381429,56.1775,0.038,All
4.99681,0.0381429,1.31209,0.0382857,56.1775,0.0381429,All
4.9969,0.0382857,1.31255,0.0384286,56.1775,0.0382857,All
4.99757,0.0384286,1.31255,0.0385714,56.1775,0.0384286,All
4.99829,0.0385714,1.31346,0.0387143,56.1775,0.0385714,All
4.99984,0.0387143,1.31782,0.0388571,56.1775,0.0387143,All
5.00034,0.0388571,1.318,0.039,56.1775,0.0388571,All
5.00272,0.039,1.31991,0.0391429,56.1775,0.039,All
5.00435,0.0391429,1.32122,0.0392857,56.1775,0.0391429,All
5.00435,0.0392857,1.3261,0.0394286,56.1775,0.0392857,All
5.00549,0.0394286,1.3261,0.0395714,56.1775,0.0394286,All
5.00549,0.0395714,1.33493,0.0397143,56.1775,0.0395714,All
5.0071,0.0397143,1.335,0.0398571,56.1775,0.0397143,All
5.0071,0.0398571,1.33541,0.04,56.1775,0.0398571,All
5.00863,0.04,1.34268,0.0401429,56.1775,0.04,All
5.01011,0.0401429,1.34609,0.0402857,56.1775,0.0401429,All
5.01011,0.0402857,1.34616,0.0404286,56.1775,0.0402857,All
5.01113,0.0404286,1.34616,0.0405714,56.1775,0.0404286,All
5.01147,0.0405714,1.35152,0.0407143,56.1775,0.0405714,All
5.01185,0.0407143,1.35235,0.0408571,56.1775,0.0407143,All
5.01314,0.0408571,1.36369,0.041,56.1775,0.0408571,All
5.01362,0.041,1.36539,0.0411429,56.1775,0.041,All
5.01362,0.0411429,1.37013,0.0412857,56.1775,0.0411429,All
5.01714,0.0412857,1.37823,0.0414286,56.1775,0.0412857,All
5.01978,0.0414286,1.38097,0.0415714,56.1775,0.0414286,All
5.02134,0.0415714,1.38097,0.0417143,56.1775,0.0415714,All
5.02244,0.0417143,1.38147,0.0418571,56.1775,0.0417143,All
5.02303,0.0418571,1.38165,0.042,56.1775,0.0418571,All
5.02313,0.042,1.38165,0.0421429,56.1775,0.042,All
5.02313,0.0421429,1.38227,0.0422857,56.1775,0.0421429,All
5.02479,0.0422857,1.38379,0.0424286,56.1775,0.0422857,All
5.02504,0.0424286,1.3873,0.0425714,56.1775,0.0424286,All
5.0251,0.0425714,1.38755,0.0427143,56.1775,0.0425714,All
5.02538,0.0427143,1.38755,0.0428571,56.1775,0.0427143,All
5.0254,0.0428571,1.39004,0.043,56.1775,0.0428571,All
5.02759,0.043,1.39004,0.0431429,56.1775,0.043,All
5.02924,0.0431429,1.39483,0.0432857,56.1775,0.0431429,All
5.03287,0.0432857,1.39504,0.0434286,56.1775,0.0432857,All
5.03434,0.0434286,1.3967,0.0435714,56.1775,0.0434286,All
5.03448,0.0435714,1.39713,0.0437143,56.1775,0.0435714,All
5.03477,0.0437143,1.39713,0.0438571,56.1775,0.0437143,All
5.03552,0.0438571,1.39811,0.044,56.1775,0.0438571,All
5.03552,0.044,1.40828,0.0441429,56.1775,0.044,All
5.03723,0.0441429,1.41027,0.0442857,56.1775,0.0441429,All
5.03876,0.0442857,1.41446,0.0444286,56.1775,0.0442857,All
5.03993,0.0444286,1.41446,0.0445714,56.1775,0.0444286,All
5.04309,0.0445714,1.41954,0.0447143,56.1775,0.0445714,All
5.04345,0.0447143,1.42454,0.0448571,56.1775,0.0447143,All
5.04369,0.0448571,1.42528,0.045,56.1775,0.0448571,All
5.04369,0.045,1.42528,0.0451429,56.1775,0.045,All
5.04387,0.0451429,1.42546,0.0452857,56.1775,0.0451429,All
5.04439,0.0452857,1.42668,0.0454286,56.1775,0.0452857,All
5.04442,0.0454286,1.43006,0.0455714,56.1775,0.0454286,All
5.04543,0.0455714,1.43517,0.0457143,56.1775,0.0455714,All
5.0487,0.0457143,1.43517,0.0458571,56.1775,0.0457143,All
5.04892,0.0458571,1.43531,0.046,56.1775,0.0458571,All
5.04897,0.046,1.44574,0.0461429,56.1775,0.046,All
5.05039,0.0461429,1.44772,0.0462857,56.1775,0.0461429,All
5.05248,0.0462857,1.44795,0.0464286,56.1775,0.0462857,All
5.05545,0.0464286,1.44795,0.0465714,56.1775,0.0464286,All
5.05546,0.0465714,1.44957,0.0467143,56.1775,0.0465714,All
5.0557,0.0467143,1.44957,0.0468571,56.1775,0.0467143,All
5.05571,0.0468571,1.45324,0.047,56.1775,0.0468571,All
5.05664,0.047,1.45482,0.0471429,56.1775,0.047,All
5.0587,0.0471429,1.461,0.0472857,56.1775,0.0471429,All
5.05871,0.0472857,1.46144,0.0474286,56.1775,0.0472857,All
5.0621,0.0474286,1.46148,0.0475714,56.1775,0.0474286,All
5.06334,0.0475714,1.47093,0.0477143,56.1775,0.0475714,All
5.0676,0.0477143,1.47117,0.0478571,56.1775,0.0477143,All
5.07249,0.0478571,1.47138,0.048,56.1775,0.0478571,All
5.07479,0.048,1.47138,0.0481429,56.1775,0.048,All
5.0754,0.0481429,1.47151,0.0482857,56.1775,0.0481429,All
5.07847,0.0482857,1.47151,0.0484286,56.1775,0.0482857,All
5.08292,0.0484286,1.47223,0.0485714,56.1775,0.0484286,All
5.08434,0.0485714,1.47882,0.0487143,56.1775,0.0485714,All
5.08469,0.0487143,1.49889,0.0488571,56.1775,0.0487143,All
5.08667,0.0488571,1.50011,0.049,56.1775,0.0488571,All
5.08688,0.049,1.50656,0.0491429,56.1775,0.049,All
5.08708,0.0491429,1.50747,0.0492857,56.1775,0.0491429,All
5.08793,0.0492857,1.50762,0.0494286,56.1775,0.0492857,All
5.0916,0.0494286,1.50852,0.0495714,56.1775,0.0494286,All
5.09326,0.0495714,1.50852,0.0497143,56.1775,0.0495714,All
5.09685,0.0497143,1.51434,0.0498571,56.1775,0.0497143,All
5.09685,0.0498571,1.51434,0.05,56.1775,0.0498571,All
5.10058,0.05,1.51564,0.0501429,56.1775,0.05,All
5.10204,0.0501429,1.51564,0.0502857,56.1775,0.0501429,All
5.10688,0.0502857,1.52895,0.0504286,56.1775,0.0502857,All
5.10913,0.0504286,1.5294,0.0505714,56.1775,0.0504286,All
5.10925,0.0505714,1.53968,0.0507143,56.1775,0.0505714,All
5.11092,0.0507143,1.54136,0.0508571,56.1775,0.0507143,All
5.11322,0.0508571,1.54136,0.051,56.1775,0.0508571,All
5.11322,0.051,1.5416,0.0511429,56.1775,0.051,All
5.1137,0.0511429,1.5416,0.0512857,56.1775,0.0511429,All
5.1137,0.0512857,1.54301,0.0514286,56.1775,0.0512857,All
5.11624,0.0514286,1.5446,0.0515714,56.1775,0.0514286,All
5.11624,0.0515714,1.548,0.0517143,56.1775,0.0515714,All
5.11639,0.0517143,1.55055,0.0518571,56.1775,0.0517143,All
5.11671,0.0518571,1.55304,0.052,56.1775,0.0518571,All
5.118,0.052,1.55304,0.0521429,56.1775,0.052,All
5.11874,0.0521429,1.56119,0.0522857,56.1775,0.0521429,All
5.12016,0.0522857,1.56866,0.0524286,56.1775,0.0522857,All
5.1223,0.0524286,1.56945,0.0525714,56.1775,0.0524286,All
5.12272,0.0525714,1.56964,0.0527143,56.1775,0.0525714,All
5.12285,0.0527143,1.57312,0.0528571,56.1775,0.0527143,All
5.12448,0.0528571,1.57431,0.053,56.1775,0.0528571,All
5.12734,0.053,1.57502,0.0531429,56.1775,0.053,All
5.12778,0.0531429,1.58058,0.0532857,56.1775,0.0531429,All
5.12784,0.0532857,1.58102,0.0534286,56.1775,0.0532857,All
5.12868,0.0534286,1.58308,0.0535714,56.1775,0.0534286,All
5.12907,0.0535714,1.58308,0.0537143,56.1775,0.0535714,All
5.13024,0.0537143,1.58349,0.0538571,56.1775,0.0537143,All
5.13097,0.0538571,1.58349,0.054,56.1775,0.0538571,All
5.13367,0.054,1.58491,0.0541429,56.1775,0.054,All
5.13382,0.0541429,1.58518,0.0542857,56.1775,0.0541429,All
5.13558,0.0542857,1.58612,0.0544286,56.1775,0.0542857,All
5.13559,0.0544286,1.58806,0.0545714,56.1775,0.0544286,All
5.13641,0.0545714,1.58806,0.0547143,56.1775,0.0545714,All
5.13836,0.0547143,1.58931,0.0548571,56.1775,0.0547143,All
5.14104,0.0548571,1.58955,0.055,56.1775,0.0548571,All
5.14253,0.055,1.59045,0.0551429,56.1775,0.055,All
5.1426,0.0551429,1.59045,0.0552857,56.1775,0.0551429,All
5.14516,0.0552857,1.59226,0.0554286,56.1775,0.0552857,All
5.14631,0.0554286,1.59226,0.0555714,56.1775,0.0554286,All
5.14649,0.0555714,1.59934,0.0557143,56.1775,0.0555714,All
5.14684,0.0557143,1.60613,0.0558571,56.1775,0.0557143,All
5.1475,0.0558571,1.6074,0.056,56.1775,0.0558571,All
5.14969,0.056,1.60988,0.0561429,56.1775,0.056,All
5.15039,0.0561429,1.60988,0.0562857,56.1775,0.0561429,All
5.15285,0.0562857,1.60988,0.0564286,56.1775,0.0562857,All
5.15352,0.0564286,1.60988,0.0565714,56.1775,0.0564286,All
5.15358,0.0565714,1.6158,0.0567143,56.1775,0.0565714,All
5.15509,0.0567143,1.61586,0.0568571,56.1775,0.0567143,All
5.15656,0.0568571,1.61586,0.057,56.1775,0.0568571,All
5.15656,0.057,1.62019,0.0571429,56.1775,0.057,All
5.15763,0.0571429,1.62553,0.0572857,56.1775,0.0571429,All
5.15809,0.0572857,1.63267,0.0574286,56.1775,0.0572857,All
5.15824,0.0574286,1.63383,0.0575714,56.1775,0.0574286,All
5.16281,0.0575714,1.63383,0.0577143,56.1775,0.0575714,All
5.16298,0.0577143,1.63598,0.0578571,56.1775,0.0577143,All
5.16406,0.0578571,1.64836,0.058,56.1775,0.0578571,All
5.16461,0.058,1.64836,0.0581429,56.1775,0.058,All
