iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q2_pop,V2_pop,Q3_pop,V3_pop,omega_Cl,omega_V1,omega_Q2,omega_V2,omega_Q3,omega_V3,a
3729,-360.718,2,4.89514,28.7615,4.04013,1,2.7506,1,0.233829,0.216607,2.01376e-08,4.1759,5.23592e-08,3.17762,0.12665
3730,-358.5,2,4.89525,28.7615,4.04013,1,2.7506,1,0.233828,0.216619,2.01352e-08,4.1758,5.23576e-08,3.17773,0.126649
3731,-355.222,2,4.89534,28.7615,4.04013,1,2.7506,1,0.233836,0.216638,2.01329e-08,4.17572,5.23597e-08,3.17774,0.126649
3732,-350.059,2,4.89541,28.7618,4.04013,1,2.7506,1,0.233845,0.216637,2.01348e-08,4.17564,5.23589e-08,3.17775,0.126649
3733,-366.538,2,4.89555,28.761,4.04013,1,2.7506,1,0.23385,0.216627,2.01355e-08,4.17509,5.23513e-08,3.17781,0.126648
3734,-352.789,2,4.89556,28.7612,4.04013,1,2.7506,1,0.23386,0.216635,2.0135e-08,4.17482,5.23523e-08,3.17786,0.126648
3735,-347.855,2,4.89564,28.7618,4.04013,1,2.7506,1,0.233867,0.216642,2.01348e-08,4.17456,5.23537e-08,3.17779,0.126652
3736,-345.991,2,4.8957,28.762,4.04013,1,2.7506,1,0.23388,0.216639,2.01374e-08,4.17441,5.23475e-08,3.17781,0.126656
3737,-341.049,2,4.89574,28.7616,4.04013,1,2.7506,1,0.233888,0.216636,2.01396e-08,4.17404,5.23468e-08,3.17802,0.126661
3738,-354.955,2,4.89584,28.7616,4.04013,1,2.7506,1,0.233894,0.216632,2.01408e-08,4.17367,5.23461e-08,3.17802,0.126662
3739,-347.928,2,4.89592,28.7619,4.04013,1,2.7506,1,0.233897,0.216637,2.01405e-08,4.17328,5.235e-08,3.17835,0.126663
3740,-357.832,2,4.89599,28.7618,4.04013,1,2.7506,1,0.233896,0.216642,2.01387e-08,4.17327,5.23559e-08,3.17828,0.126661
3741,-355.797,2,4.89606,28.762,4.04013,1,2.7506,1,0.233896,0.21665,2.01376e-08,4.17319,5.23615e-08,3.17831,0.126659
3742,-351.544,2,4.89616,28.762,4.04013,1,2.7506,1,0.233895,0.216651,2.01365e-08,4.17327,5.23667e-08,3.17869,0.126657
3743,-353.367,2,4.89622,28.7613,4.04013,1,2.7506,1,0.233893,0.216654,2.01358e-08,4.17295,5.23718e-08,3.17919,0.126655
3744,-361.989,2,4.89626,28.7612,4.04013,1,2.7506,1,0.233893,0.216668,2.01334e-08,4.17275,5.23703e-08,3.17961,0.126651
3745,-350.93,2,4.89628,28.7608,4.04013,1,2.7506,1,0.233894,0.216678,2.01318e-08,4.17254,5.23776e-08,3.17963,0.126652
3746,-354.183,2,4.89632,28.7604,4.04013,1,2.7506,1,0.233894,0.216697,2.01316e-08,4.17233,5.23783e-08,3.17954,0.126652
3747,-351.616,2,4.89633,28.761,4.04013,1,2.7506,1,0.233891,0.216712,2.01311e-08,4.17216,5.23768e-08,3.17973,0.126653
3748,-358.468,2,4.89638,28.7608,4.04013,1,2.7506,1,0.233883,0.216736,2.01295e-08,4.17208,5.23766e-08,3.17983,0.126651
3749,-349.128,2,4.89644,28.7609,4.04013,1,2.7506,1,0.23388,0.216748,2.01324e-08,4.17178,5.23745e-08,3.18014,0.126651
3750,-354.631,2,4.89646,28.7608,4.04013,1,2.7506,1,0.233877,0.216757,2.01339e-08,4.17149,5.23718e-08,3.18034,0.12665
3751,-357.617,2,4.89654,28.76,4.04013,1,2.7506,1,0.233869,0.216758,2.01345e-08,4.17106,5.23679e-08,3.18074,0.126649
3752,-363.204,2,4.89657,28.7595,4.04013,1,2.7506,1,0.233857,0.216774,2.0133e-08,4.17091,5.23667e-08,3.18084,0.126646
3753,-364.724,2,4.8966,28.759,4.04013,1,2.7506,1,0.233847,0.216773,2.01305e-08,4.17055,5.23592e-08,3.18106,0.126647
3754,-360.746,2,4.89665,28.7592,4.04013,1,2.7506,1,0.233852,0.216765,2.01315e-08,4.17033,5.23568e-08,3.18117,0.126645
3755,-362.218,2,4.89671,28.7592,4.04013,1,2.7506,1,0.233851,0.216776,2.01311e-08,4.17004,5.23549e-08,3.18107,0.126643
3756,-362.543,2,4.8968,28.7591,4.04013,1,2.7506,1,0.233848,0.216775,2.013e-08,4.16955,5.23512e-08,3.18114,0.126643
3757,-352.598,2,4.89682,28.7588,4.04013,1,2.7506,1,0.233847,0.216774,2.01295e-08,4.16907,5.23537e-08,3.18122,0.126645
3758,-349.121,2,4.89683,28.7586,4.04013,1,2.7506,1,0.233845,0.216788,2.01281e-08,4.16888,5.23544e-08,3.18165,0.126647
3759,-347.587,2,4.8968,28.7589,4.04013,1,2.7506,1,0.233855,0.216805,2.01262e-08,4.16866,5.23506e-08,3.18231,0.126648
3760,-353.652,2,4.89683,28.7592,4.04013,1,2.7506,1,0.233866,0.21682,2.01279e-08,4.16851,5.23539e-08,3.18243,0.126644
3761,-360.459,2,4.89687,28.759,4.04013,1,2.7506,1,0.233854,0.216815,2.01281e-08,4.16819,5.23578e-08,3.18245,0.126642
3762,-365.138,2,4.89688,28.7587,4.04013,1,2.7506,1,0.233851,0.216799,2.0128e-08,4.16771,5.23603e-08,3.18263,0.126638
3763,-352.887,2,4.89686,28.7584,4.04013,1,2.7506,1,0.233855,0.216798,2.01289e-08,4.16751,5.23614e-08,3.18293,0.126637
3764,-356.466,2,4.8969,28.7587,4.04013,1,2.7506,1,0.233849,0.216798,2.013e-08,4.16739,5.2363e-08,3.1828,0.126636
3765,-357.949,2,4.89692,28.7593,4.04013,1,2.7506,1,0.233856,0.216791,2.01299e-08,4.16714,5.23625e-08,3.18294,0.126635
3766,-363.676,2,4.89693,28.759,4.04013,1,2.7506,1,0.233854,0.216774,2.01293e-08,4.16679,5.23599e-08,3.18282,0.126636
3767,-368.05,2,4.89697,28.7591,4.04013,1,2.7506,1,0.233853,0.216749,2.01308e-08,4.16662,5.23582e-08,3.1827,0.126632
3768,-348.034,2,4.89704,28.7595,4.04013,1,2.7506,1,0.233854,0.216738,2.01311e-08,4.16632,5.23643e-08,3.18302,0.126633
3769,-357.184,2,4.89716,28.76,4.04013,1,2.7506,1,0.233861,0.216742,2.01309e-08,4.16617,5.23659e-08,3.18308,0.126631
3770,-345.819,2,4.89727,28.7607,4.04013,1,2.7506,1,0.233861,0.216754,2.01335e-08,4.16588,5.23667e-08,3.18309,0.126633
3771,-351.944,2,4.89734,28.7606,4.04013,1,2.7506,1,0.23387,0.216747,2.01345e-08,4.16562,5.23679e-08,3.18325,0.126633
3772,-351.893,2,4.89733,28.7604,4.04013,1,2.7506,1,0.233874,0.216742,2.01339e-08,4.16573,5.23725e-08,3.18333,0.126633
3773,-359.573,2,4.89732,28.7596,4.04013,1,2.7506,1,0.233881,0.216745,2.01318e-08,4.16567,5.23721e-08,3.18333,0.126632
3774,-357.199,2,4.89734,28.7599,4.04013,1,2.7506,1,0.233894,0.216764,2.01325e-08,4.16542,5.23715e-08,3.18329,0.126629
3775,-360.196,2,4.89733,28.7599,4.04013,1,2.7506,1,0.23391,0.21678,2.01322e-08,4.16513,5.23655e-08,3.18329,0.126627
3776,-349.688,2,4.89735,28.7603,4.04013,1,2.7506,1,0.233924,0.216784,2.01316e-08,4.16515,5.23648e-08,3.18356,0.126627
3777,-343.86,2,4.89735,28.7601,4.04013,1,2.7506,1,0.233935,0.216794,2.01319e-08,4.16537,5.2363e-08,3.18363,0.12663
3778,-341.057,2,4.89734,28.7604,4.04013,1,2.7506,1,0.23394,0.216807,2.01314e-08,4.16589,5.23632e-08,3.18369,0.126633
3779,-349.834,2,4.8973,28.761,4.04013,1,2.7506,1,0.233956,0.216809,2.01297e-08,4.16628,5.23606e-08,3.18352,0.126636
3780,-337.225,2,4.89726,28.7611,4.04013,1,2.7506,1,0.23396,0.216822,2.01304e-08,4.16669,5.23598e-08,3.18345,0.126641
3781,-354.729,2,4.89723,28.7615,4.04013,1,2.7506,1,0.233961,0.216836,2.01277e-08,4.1668,5.23603e-08,3.18323,0.126643
3782,-353.402,2,4.89714,28.7618,4.04013,1,2.7506,1,0.233957,0.216831,2.01275e-08,4.16655,5.23629e-08,3.18328,0.126645
3783,-348.191,2,4.8971,28.762,4.04013,1,2.7506,1,0.233952,0.216831,2.01307e-08,4.16651,5.23662e-08,3.1833,0.126644
3784,-351.46,2,4.89711,28.7623,4.04013,1,2.7506,1,0.233956,0.21682,2.01308e-08,4.1663,5.23681e-08,3.18351,0.126645
3785,-363.085,2,4.89701,28.7624,4.04013,1,2.7506,1,0.233963,0.216818,2.01307e-08,4.16607,5.23665e-08,3.1835,0.126642
3786,-358.787,2,4.89692,28.7625,4.04013,1,2.7506,1,0.233972,0.216824,2.01321e-08,4.16582,5.23674e-08,3.18325,0.12664
3787,-357.761,2,4.8969,28.762,4.04013,1,2.7506,1,0.233971,0.216818,2.01321e-08,4.16584,5.23683e-08,3.18331,0.126638
3788,-366.964,2,4.89685,28.762,4.04013,1,2.7506,1,0.233968,0.216816,2.01343e-08,4.16577,5.2363e-08,3.18328,0.126633
3789,-368.263,2,4.89675,28.7615,4.04013,1,2.7506,1,0.233965,0.216816,2.01345e-08,4.16584,5.23577e-08,3.18319,0.126628
3790,-355.363,2,4.89669,28.7616,4.04013,1,2.7506,1,0.233962,0.216832,2.01335e-08,4.16593,5.23584e-08,3.18307,0.126627
3791,-352.416,2,4.89657,28.7618,4.04013,1,2.7506,1,0.233965,0.216849,2.01345e-08,4.16591,5.23579e-08,3.18294,0.126627
3792,-351.765,2,4.89647,28.7609,4.04013,1,2.7506,1,0.233956,0.216853,2.01334e-08,4.16572,5.23578e-08,3.18316,0.126629
3793,-351.656,2,4.89637,28.761,4.04013,1,2.7506,1,0.233952,0.216851,2.01338e-08,4.16557,5.23615e-08,3.18359,0.126628
3794,-359.311,2,4.89618,28.7613,4.04013,1,2.7506,1,0.233955,0.216854,2.01317e-08,4.16577,5.23652e-08,3.18364,0.126624
3795,-356.556,2,4.89603,28.7611,4.04013,1,2.7506,1,0.233959,0.21685,2.01307e-08,4.16556,5.23671e-08,3.18389,0.126623
3796,-352.005,2,4.89594,28.7613,4.04013,1,2.7506,1,0.233966,0.216852,2.01302e-08,4.16576,5.23648e-08,3.1841,0.126623
3797,-361.239,2,4.89588,28.7611,4.04013,1,2.7506,1,0.233963,0.21685,2.01303e-08,4.1657,5.23619e-08,3.18451,0.126619
3798,-348.241,2,4.89576,28.7617,4.04013,1,2.7506,1,0.233953,0.216865,2.01323e-08,4.16569,5.23653e-08,3.18464,0.126618
3799,-343.908,2,4.89563,28.7621,4.04013,1,2.7506,1,0.233943,0.21686,2.01317e-08,4.16569,5.23693e-08,3.18496,0.126622
3800,-358.939,2,4.89552,28.7623,4.04013,1,2.7506,1,0.233944,0.216852,2.01324e-08,4.16569,5.23684e-08,3.18511,0.126619
3801,-354.753,2,4.89541,28.7624,4.04013,1,2.7506,1,0.233948,0.216843,2.01332e-08,4.16553,5.2365e-08,3.18536,0.126619
3802,-358.586,2,4.89531,28.7624,4.04013,1,2.7506,1,0.233958,0.216842,2.0135e-08,4.16534,5.23573e-08,3.18553,0.126617
3803,-363.956,2,4.89527,28.762,4.04013,1,2.7506,1,0.233971,0.216831,2.01342e-08,4.16531,5.2357e-08,3.18526,0.126615
3804,-355.115,2,4.89529,28.7621,4.04013,1,2.7506,1,0.23398,0.21683,2.01338e-08,4.16514,5.23528e-08,3.18522,0.126617
3805,-359.87,2,4.89531,28.7618,4.04013,1,2.7506,1,0.233987,0.216817,2.01343e-08,4.16486,5.23539e-08,3.18511,0.126616
3806,-364.2,2,4.89537,28.7615,4.04013,1,2.7506,1,0.233992,0.216791,2.01331e-08,4.16459,5.23534e-08,3.18502,0.126616
3807,-347.129,2,4.89544,28.7621,4.04013,1,2.7506,1,0.234002,0.216797,2.01354e-08,4.16459,5.23543e-08,3.18485,0.126617
3808,-352.939,2,4.89548,28.7623,4.04013,1,2.7506,1,0.234004,0.216808,2.01347e-08,4.16445,5.23556e-08,3.18475,0.126618
3809,-360.063,2,4.89546,28.7626,4.04013,1,2.7506,1,0.234,0.216802,2.01349e-08,4.16428,5.23677e-08,3.18452,0.126614
3810,-355.022,2,4.89543,28.7628,4.04013,1,2.7506,1,0.234005,0.216801,2.01336e-08,4.16427,5.23677e-08,3.18448,0.126615
3811,-352.169,2,4.89536,28.7629,4.04013,1,2.7506,1,0.234011,0.216797,2.01362e-08,4.16425,5.23618e-08,3.18452,0.126616
3812,-358.851,2,4.89527,28.7629,4.04013,1,2.7506,1,0.23402,0.21679,2.01355e-08,4.1641,5.23602e-08,3.18456,0.126615
3813,-359.094,2,4.89525,28.7627,4.04013,1,2.7506,1,0.234011,0.216801,2.01348e-08,4.16397,5.2361e-08,3.18438,0.126615
3814,-353.429,2,4.89524,28.7632,4.04013,1,2.7506,1,0.233999,0.216804,2.01366e-08,4.16382,5.23684e-08,3.18426,0.126613
3815,-359.483,2,4.89528,28.7635,4.04013,1,2.7506,1,0.233983,0.216825,2.01343e-08,4.16338,5.23705e-08,3.18417,0.126614
3816,-352.629,2,4.89534,28.764,4.04013,1,2.7506,1,0.233976,0.216844,2.01334e-08,4.16317,5.23757e-08,3.18429,0.126613
3817,-357.077,2,4.89539,28.7644,4.04013,1,2.7506,1,0.233962,0.216849,2.01361e-08,4.16299,5.23748e-08,3.18411,0.126612
3818,-366.659,2,4.89551,28.7645,4.04013,1,2.7506,1,0.23395,0.216861,2.0137e-08,4.16271,5.23703e-08,3.18376,0.12661
3819,-355.129,2,4.8956,28.764,4.04013,1,2.7506,1,0.233944,0.216858,2.01366e-08,4.16258,5.23733e-08,3.18357,0.126612
3820,-366.827,2,4.89564,28.7637,4.04013,1,2.7506,1,0.23394,0.216859,2.01352e-08,4.16242,5.23702e-08,3.18336,0.12661
3821,-368.23,2,4.89567,28.7637,4.04013,1,2.7506,1,0.233938,0.216863,2.01341e-08,4.16225,5.23633e-08,3.18326,0.126608
3822,-364.189,2,4.8957,28.7636,4.04013,1,2.7506,1,0.233929,0.216857,2.01322e-08,4.16215,5.23651e-08,3.18316,0.126607
3823,-369.671,2,4.89578,28.7639,4.04013,1,2.7506,1,0.233912,0.216853,2.01319e-08,4.16192,5.23648e-08,3.18299,0.126604
3824,-366.764,2,4.89581,28.7636,4.04013,1,2.7506,1,0.233897,0.216862,2.01307e-08,4.16152,5.23617e-08,3.18289,0.126603
3825,-361.265,2,4.89589,28.7633,4.04013,1,2.7506,1,0.23388,0.216879,2.01316e-08,4.16136,5.2361e-08,3.18249,0.126602
3826,-369.555,2,4.89596,28.7628,4.04013,1,2.7506,1,0.233865,0.216891,2.01309e-08,4.16114,5.23597e-08,3.18227,0.126598
3827,-365.71,2,4.89603,28.7624,4.04013,1,2.7506,1,0.233858,0.216899,2.01307e-08,4.16072,5.23535e-08,3.18211,0.126598
3828,-355.522,2,4.89603,28.7616,4.04013,1,2.7506,1,0.233861,0.216904,2.01308e-08,4.16045,5.23522e-08,3.18215,0.126598
3829,-352.378,2,4.89606,28.762,4.04013,1,2.7506,1,0.233865,0.216904,2.01299e-08,4.16022,5.23581e-08,3.18231,0.126598
3830,-348.578,2,4.89604,28.7619,4.04013,1,2.7506,1,0.233877,0.216923,2.01276e-08,4.15999,5.23626e-08,3.1824,0.126599
3831,-349.632,2,4.89603,28.7615,4.04013,1,2.7506,1,0.233884,0.216944,2.01261e-08,4.15995,5.23608e-08,3.18264,0.1266
3832,-354.294,2,4.89598,28.7609,4.04013,1,2.7506,1,0.233878,0.216964,2.01246e-08,4.15968,5.2362e-08,3.18281,0.1266
3833,-352.952,2,4.896,28.7606,4.04013,1,2.7506,1,0.233882,0.216989,2.01244e-08,4.15953,5.23649e-08,3.18294,0.126598
3834,-369.522,2,4.89606,28.7604,4.04013,1,2.7506,1,0.233876,0.216992,2.01249e-08,4.15937,5.23622e-08,3.18289,0.126592
3835,-359.091,2,4.8961,28.7605,4.04013,1,2.7506,1,0.233872,0.217018,2.01235e-08,4.15937,5.23655e-08,3.18279,0.126589
3836,-346.957,2,4.89615,28.7602,4.04013,1,2.7506,1,0.233864,0.217041,2.01239e-08,4.15967,5.23692e-08,3.18282,0.126588
3837,-357.036,2,4.89616,28.7595,4.04013,1,2.7506,1,0.233854,0.217058,2.01233e-08,4.15961,5.23685e-08,3.18273,0.126588
3838,-371.346,2,4.89623,28.7591,4.04013,1,2.7506,1,0.233837,0.217071,2.01219e-08,4.15942,5.23607e-08,3.1825,0.126586
3839,-362.401,2,4.8963,28.7588,4.04013,1,2.7506,1,0.233826,0.217069,2.01211e-08,4.15924,5.23591e-08,3.18256,0.126585
3840,-357.316,2,4.89634,28.7589,4.04013,1,2.7506,1,0.233814,0.217074,2.01204e-08,4.15911,5.23615e-08,3.18265,0.126585
3841,-356.725,2,4.89637,28.7589,4.04013,1,2.7506,1,0.233798,0.217094,2.01216e-08,4.15921,5.23612e-08,3.18265,0.126582
3842,-358.418,2,4.89636,28.7589,4.04013,1,2.7506,1,0.233779,0.217113,2.01216e-08,4.15882,5.23545e-08,3.18268,0.126584
3843,-351.381,2,4.89641,28.7588,4.04013,1,2.7506,1,0.233766,0.217131,2.01224e-08,4.15847,5.23594e-08,3.1826,0.126585
3844,-360.998,2,4.89641,28.7592,4.04013,1,2.7506,1,0.233756,0.217134,2.01208e-08,4.15803,5.23589e-08,3.18235,0.126587
3845,-355.831,2,4.89649,28.7593,4.04013,1,2.7506,1,0.233745,0.217137,2.01231e-08,4.15767,5.2362e-08,3.18225,0.126586
3846,-349.122,2,4.89661,28.7597,4.04013,1,2.7506,1,0.233734,0.217148,2.01262e-08,4.15733,5.23616e-08,3.18226,0.126588
3847,-362.94,2,4.89673,28.7595,4.04013,1,2.7506,1,0.233722,0.217149,2.01269e-08,4.15677,5.23552e-08,3.1827,0.126586
3848,-350.88,2,4.89689,28.7595,4.04013,1,2.7506,1,0.233718,0.21715,2.01279e-08,4.15651,5.23576e-08,3.18291,0.126586
3849,-359.409,2,4.89702,28.7595,4.04013,1,2.7506,1,0.233714,0.217152,2.01264e-08,4.15633,5.23637e-08,3.18295,0.126584
3850,-355.951,2,4.89717,28.7594,4.04013,1,2.7506,1,0.233712,0.21714,2.01279e-08,4.15609,5.23597e-08,3.18316,0.126584
3851,-366.823,2,4.89734,28.7589,4.04013,1,2.7506,1,0.233707,0.217132,2.01288e-08,4.15555,5.23561e-08,3.18317,0.126582
3852,-354.519,2,4.8974,28.759,4.04013,1,2.7506,1,0.233703,0.217143,2.01301e-08,4.15538,5.23601e-08,3.18333,0.126579
3853,-356.264,2,4.89751,28.7583,4.04013,1,2.7506,1,0.233705,0.217153,2.01294e-08,4.15503,5.23606e-08,3.18318,0.12658
3854,-350.785,2,4.89766,28.7579,4.04013,1,2.7506,1,0.233702,0.217155,2.01296e-08,4.15443,5.2362e-08,3.18345,0.126583
3855,-353.253,2,4.89776,28.7582,4.04013,1,2.7506,1,0.2337,0.217149,2.01315e-08,4.15404,5.23616e-08,3.18347,0.126584
3856,-352.029,2,4.8979,28.7588,4.04013,1,2.7506,1,0.233705,0.217149,2.0134e-08,4.15332,5.2362e-08,3.18363,0.126585
3857,-358.999,2,4.89802,28.7588,4.04013,1,2.7506,1,0.233719,0.21715,2.01347e-08,4.15278,5.23559e-08,3.18384,0.126585
3858,-349.323,2,4.89812,28.7592,4.04013,1,2.7506,1,0.233725,0.217154,2.01342e-08,4.15242,5.23616e-08,3.18383,0.126586
3859,-355.219,2,4.89821,28.7594,4.04013,1,2.7506,1,0.233732,0.217163,2.01346e-08,4.15205,5.23648e-08,3.18391,0.126585
3860,-349.599,2,4.89831,28.7592,4.04013,1,2.7506,1,0.23374,0.217172,2.01336e-08,4.152,5.23688e-08,3.18395,0.126585
3861,-347.845,2,4.89834,28.7586,4.04013,1,2.7506,1,0.233744,0.217165,2.01352e-08,4.15199,5.23739e-08,3.18402,0.126585
3862,-360.71,2,4.89842,28.759,4.04013,1,2.7506,1,0.23374,0.217158,2.0139e-08,4.15178,5.23716e-08,3.18419,0.12658
3863,-357.338,2,4.89852,28.7598,4.04013,1,2.7506,1,0.233734,0.217167,2.01395e-08,4.15147,5.23696e-08,3.18426,0.12658
3864,-357.961,2,4.89864,28.7596,4.04013,1,2.7506,1,0.233727,0.217171,2.01391e-08,4.15106,5.23681e-08,3.1842,0.126582
3865,-355.298,2,4.8987,28.7592,4.04013,1,2.7506,1,0.233722,0.217185,2.014e-08,4.15077,5.23669e-08,3.18397,0.126583
3866,-346.097,2,4.89877,28.7593,4.04013,1,2.7506,1,0.233716,0.217185,2.01431e-08,4.15048,5.23701e-08,3.18413,0.126584
3867,-343.225,2,4.89879,28.7589,4.04013,1,2.7506,1,0.233712,0.217193,2.01461e-08,4.15032,5.23646e-08,3.18438,0.126588
3868,-340.642,2,4.8988,28.7585,4.04013,1,2.7506,1,0.233722,0.217207,2.01488e-08,4.14997,5.23623e-08,3.18449,0.126591
3869,-342.168,2,4.89884,28.7586,4.04013,1,2.7506,1,0.233715,0.217215,2.01494e-08,4.14998,5.23676e-08,3.18459,0.126594
3870,-351.684,2,4.89886,28.7583,4.04013,1,2.7506,1,0.233709,0.217225,2.01488e-08,4.1496,5.23715e-08,3.18488,0.126595
3871,-358.889,2,4.89893,28.7582,4.04013,1,2.7506,1,0.233704,0.21724,2.01494e-08,4.14902,5.23699e-08,3.18527,0.126592
3872,-358.998,2,4.89895,28.7584,4.04013,1,2.7506,1,0.233708,0.217237,2.01492e-08,4.14873,5.23707e-08,3.18543,0.12659
3873,-360.721,2,4.89893,28.7581,4.04013,1,2.7506,1,0.233714,0.217244,2.01494e-08,4.14844,5.23678e-08,3.18543,0.126589
3874,-352.053,2,4.89893,28.7579,4.04013,1,2.7506,1,0.23371,0.217279,2.01497e-08,4.1481,5.23701e-08,3.18547,0.126587
3875,-359.469,2,4.89892,28.7573,4.04013,1,2.7506,1,0.23372,0.217298,2.01477e-08,4.14771,5.23705e-08,3.18548,0.126586
3876,-354.219,2,4.89889,28.7572,4.04013,1,2.7506,1,0.233728,0.217306,2.01505e-08,4.14754,5.23718e-08,3.18543,0.126583
3877,-348.818,2,4.8989,28.7573,4.04013,1,2.7506,1,0.233722,0.217314,2.01512e-08,4.14733,5.23808e-08,3.18553,0.126582
3878,-355.581,2,4.89893,28.757,4.04013,1,2.7506,1,0.233713,0.217312,2.01496e-08,4.14728,5.23818e-08,3.18549,0.126584
3879,-355.686,2,4.89897,28.7573,4.04013,1,2.7506,1,0.233707,0.217316,2.01503e-08,4.14727,5.23775e-08,3.18532,0.126586
3880,-349.962,2,4.89902,28.7572,4.04013,1,2.7506,1,0.233692,0.217322,2.01527e-08,4.14742,5.23808e-08,3.18515,0.126586
3881,-357.605,2,4.89903,28.7572,4.04013,1,2.7506,1,0.233677,0.21733,2.0154e-08,4.14744,5.23785e-08,3.18527,0.126584
3882,-358.083,2,4.89907,28.7574,4.04013,1,2.7506,1,0.233654,0.217344,2.01523e-08,4.14754,5.23815e-08,3.18509,0.126584
3883,-365.963,2,4.89913,28.7577,4.04013,1,2.7506,1,0.233645,0.217341,2.01503e-08,4.14779,5.23854e-08,3.1848,0.126581
3884,-361.347,2,4.89917,28.7575,4.04013,1,2.7506,1,0.233629,0.21734,2.01503e-08,4.14796,5.2388e-08,3.18467,0.126578
3885,-362.907,2,4.89926,28.7576,4.04013,1,2.7506,1,0.233614,0.217338,2.015e-08,4.14833,5.23909e-08,3.1846,0.126573
3886,-360.054,2,4.8993,28.7574,4.04013,1,2.7506,1,0.233593,0.217336,2.01504e-08,4.1484,5.23939e-08,3.18451,0.126572
3887,-364.267,2,4.89931,28.7571,4.04013,1,2.7506,1,0.233577,0.217322,2.01502e-08,4.14861,5.23961e-08,3.18458,0.126568
3888,-364.618,2,4.89932,28.7567,4.04013,1,2.7506,1,0.233567,0.217328,2.01557e-08,4.14854,5.23942e-08,3.18427,0.126561
3889,-371.227,2,4.89936,28.7563,4.04013,1,2.7506,1,0.233551,0.21731,2.01536e-08,4.14834,5.23928e-08,3.18437,0.126559
3890,-358.165,2,4.89942,28.7562,4.04013,1,2.7506,1,0.233533,0.217307,2.0154e-08,4.14817,5.23969e-08,3.18442,0.126558
3891,-350.561,2,4.89944,28.7564,4.04013,1,2.7506,1,0.233505,0.217306,2.01538e-08,4.14833,5.2398e-08,3.18466,0.126559
3892,-360.599,2,4.89944,28.7564,4.04013,1,2.7506,1,0.233488,0.217312,2.01528e-08,4.14828,5.23949e-08,3.18482,0.126559
3893,-362.432,2,4.89942,28.7566,4.04013,1,2.7506,1,0.233469,0.217315,2.0153e-08,4.14822,5.23945e-08,3.18491,0.126556
3894,-361.428,2,4.89944,28.7561,4.04013,1,2.7506,1,0.233454,0.217303,2.01513e-08,4.14828,5.23937e-08,3.18516,0.126556
3895,-356.293,2,4.89945,28.7561,4.04013,1,2.7506,1,0.233435,0.217307,2.01509e-08,4.14834,5.23981e-08,3.18536,0.126553
3896,-363.346,2,4.89944,28.7562,4.04013,1,2.7506,1,0.233418,0.217308,2.01499e-08,4.14817,5.24025e-08,3.18576,0.126548
3897,-366.926,2,4.89943,28.7555,4.04013,1,2.7506,1,0.233397,0.217303,2.01485e-08,4.14809,5.24006e-08,3.18597,0.126546
3898,-360.822,2,4.8995,28.7555,4.04013,1,2.7506,1,0.233386,0.217308,2.01475e-08,4.14784,5.24059e-08,3.18606,0.126543
3899,-348.994,2,4.89949,28.7553,4.04013,1,2.7506,1,0.233373,0.217316,2.0149e-08,4.14765,5.24037e-08,3.18628,0.126545
3900,-347.125,2,4.89949,28.755,4.04013,1,2.7506,1,0.233363,0.217322,2.01496e-08,4.14789,5.24026e-08,3.18627,0.126548
3901,-348.891,2,4.89948,28.7548,4.04013,1,2.7506,1,0.23335,0.217324,2.01529e-08,4.14775,5.23995e-08,3.1863,0.12655
3902,-346.697,2,4.89954,28.7549,4.04013,1,2.7506,1,0.233347,0.217343,2.01508e-08,4.14769,5.23998e-08,3.1863,0.126555
3903,-351.686,2,4.89954,28.7551,4.04013,1,2.7506,1,0.233343,0.217344,2.01493e-08,4.14763,5.24025e-08,3.18654,0.126556
3904,-360.061,2,4.89949,28.7552,4.04013,1,2.7506,1,0.233333,0.217347,2.01491e-08,4.14752,5.23996e-08,3.18679,0.126554
3905,-345.337,2,4.89944,28.7552,4.04013,1,2.7506,1,0.233321,0.217356,2.01509e-08,4.14755,5.24035e-08,3.18713,0.126553
3906,-358.395,2,4.89949,28.7553,4.04013,1,2.7506,1,0.233302,0.217353,2.01521e-08,4.14759,5.24028e-08,3.18724,0.126552
3907,-355.243,2,4.8995,28.7555,4.04013,1,2.7506,1,0.233287,0.217362,2.01512e-08,4.14758,5.2405e-08,3.18747,0.126551
3908,-358.293,2,4.8995,28.7561,4.04013,1,2.7506,1,0.23327,0.217348,2.01497e-08,4.14773,5.24074e-08,3.18771,0.12655
3909,-355.946,2,4.8995,28.7568,4.04013,1,2.7506,1,0.233255,0.217358,2.01485e-08,4.14759,5.24071e-08,3.18787,0.126551
3910,-367.695,2,4.89948,28.7572,4.04013,1,2.7506,1,0.233241,0.217355,2.01467e-08,4.14728,5.24024e-08,3.18802,0.12655
3911,-357.885,2,4.89943,28.7575,4.04013,1,2.7506,1,0.233226,0.217357,2.01441e-08,4.14711,5.24026e-08,3.18799,0.126553
3912,-361.718,2,4.89943,28.7568,4.04013,1,2.7506,1,0.233203,0.217343,2.01442e-08,4.14685,5.2402e-08,3.18823,0.126553
3913,-356.46,2,4.8994,28.757,4.04013,1,2.7506,1,0.233198,0.21735,2.01433e-08,4.14664,5.23992e-08,3.1886,0.126552
